Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m8-glob-006.txt
Log File Name:                   AMY_d1_m8-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2134807767
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m8-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	504.582724	1	-1.144947869717	1.004625878262	-0.036402672202	0.063830640237	0.000100942310	0.985025581781	N\A	0.022405799709	0.002560692338	0.021257123754	28	2	0.028527446997	Global Trend	
1050000	500.816855	1	-1.517295881880	1.125811748678	-0.050795464464	0.049394526498	0.000108125659	0.962693887112	N\A	0.047849409806	0.005936716964	0.020632141927	28	5	0.000391675256	Global Trend	
1100000	505.876121	1	-1.540418624658	1.188267925274	-0.063311670497	0.059986913312	0.000122031429	0.962346446435	N\A	0.045082568947	0.006238801783	0.020959056801	31	4	0.002053800721	Global Trend	
1150000	508.171828	1	-1.616600113266	1.209775901586	-0.061623079361	0.029410778633	0.000108092966	0.961913083008	N\A	0.046807765773	0.005222524006	0.020313492806	33	4	0.000841179288	Global Trend	
1200000	490.262484	1	-1.567573253968	1.149460084877	-0.045980586782	0.003945882782	0.000103808878	0.958985087643	N\A	0.054414264315	0.006666783983	0.022843533299	29	3	-0.000460288995	Global Trend	
1250000	513.240331	1	-1.772779540081	1.278477490347	-0.073162548027	0.027187778437	0.000110919502	0.959729637727	N\A	0.049896567419	0.006485466564	0.022449125060	26	7	-0.001161445037	Global Trend	
1300000	504.118507	1	-1.577114560301	1.176480479979	-0.060671151031	0.044162941554	0.000115762976	0.961826086457	N\A	0.050349991770	0.007387072728	0.022050871948	31	5	-0.000512442404	Global Trend	
1350000	520.716140	1	-1.596966012137	1.138904295227	-0.059613369574	0.070716001140	0.000112098319	0.963506584175	N\A	0.049083717668	0.005694663766	0.021356220297	43	5	-0.002989144261	Global Trend	
1400000	511.945646	1	-1.345081415645	1.058089650727	-0.043120772664	0.043470538105	0.000128779283	0.964253121346	N\A	0.044064659334	0.004993857848	0.018136153251	24	6	0.003943072748	Global Trend	
1450000	494.315709	1	-1.710730548874	1.276876041709	-0.073315761115	0.037607992257	0.000113598606	0.958630974628	N\A	0.047788168963	0.006274283860	0.022011811997	29	3	0.000941245751	Global Trend	
1500000	505.377102	1	-1.601489156237	1.178756221390	-0.057790008411	0.035970592702	0.000123612757	0.962216970313	N\A	0.047686258655	0.006206667303	0.021320672667	33	4	-0.002939499538	Global Trend	
1550000	520.515398	1	-1.627600257211	1.187350582645	-0.056355285392	0.016037563287	0.000100812913	0.975174991887	N\A	0.046047226953	0.005614355695	0.013893240084	28	5	-0.001508287005	Global Trend	
1600000	506.647965	1	-1.603806309857	1.188233924756	-0.053293092946	0.008485608255	0.000129248968	0.961660495711	N\A	0.047240834803	0.005491053546	0.020339344289	34	4	0.000332566856	Global Trend	
1650000	499.325842	1	-1.543365068052	1.135335386634	-0.044268028906	-0.002703761335	0.000122341387	0.964152709010	N\A	0.041913540442	0.005093609044	0.018889511229	35	7	-0.001541625548	Global Trend	
1700000	504.605349	1	-1.368665480028	1.118773536125	-0.055579152620	0.067108254748	0.000109222341	0.959533715324	N\A	0.040285059779	0.005535787086	0.022636388839	29	6	0.005255772662	Global Trend	
1750000	516.197618	1	-1.603798507018	1.200093667210	-0.063049218201	0.044261438261	0.000105309506	0.963341222326	N\A	0.049380102465	0.005764867997	0.020909328181	28	3	0.000476112625	Global Trend	
1800000	510.956687	1	-1.499728816318	1.113792556241	-0.055269806442	0.062053994325	0.000143022574	0.966893302369	N\A	0.047564547934	0.005931640280	0.018876157433	33	3	-0.001628395104	Global Trend	
1850000	520.537862	1	-1.492374527053	1.159024195010	-0.051724563295	0.017264852755	0.000095929183	0.966280267596	N\A	0.041602129812	0.005206285822	0.017978893895	32	4	0.002714539771	Global Trend	
1900000	513.851160	1	-1.520591392694	1.137733645687	-0.056906330934	0.058446055678	0.000147626924	0.963359843378	N\A	0.047043988375	0.005960086965	0.020702987526	36	5	-0.000392438855	Global Trend	
1950000	506.802345	1	-1.300775655699	0.987095093495	-0.035207776847	0.071010282658	0.000149541897	0.964476912855	N\A	0.050053767686	0.006542257544	0.022075991508	42	3	-0.000048540693	Global Trend	
2000000	505.229159	1	-1.486129248751	1.133540089944	-0.054260713218	0.047176929942	0.000108343376	0.967189171916	N\A	0.048670069344	0.006248969752	0.021564045629	38	7	0.000731100113	Global Trend	
2050000	497.470803	1	-1.210605045715	0.971541480589	-0.032078660340	0.059807711924	0.000108337070	0.999866079938	N\A	0.018513906648	0.002382223986	0.020261922355	28	3	-0.320250482566	Global Trend	
2100000	512.972742	1	-1.514631271860	1.112459196766	-0.055645552352	0.068174636196	0.000106529964	0.958578342263	N\A	0.052635819270	0.006070700089	0.022877707568	32	8	0.000789844451	Global Trend	
2150000	507.363552	1	-1.431081105183	1.062068950726	-0.043740107202	0.048604400340	0.000106056001	0.990199592877	N\A	0.042182742827	0.004589440964	0.014430195021	40	3	-0.003765448205	Global Trend	
2200000	511.983906	1	-1.422262547380	1.074978520966	-0.050570100536	0.075714578734	0.000120643775	0.964284528813	N\A	0.050041196464	0.006337452566	0.022182802543	26	3	-0.000231098225	Global Trend	
2250000	500.051406	1	-1.459409838593	1.132624719842	-0.056824236585	0.064291237133	0.000127051714	0.956800747516	N\A	0.049796346331	0.006421194609	0.022821174566	30	3	0.001600851983	Global Trend	
2300000	504.509700	1	-1.548431004767	1.139422636269	-0.054552292381	0.036103300916	0.000105154163	0.965376024569	N\A	0.046618950787	0.005938652088	0.020031697039	47	2	-0.002524879081	Global Trend	
2350000	504.419405	1	-1.734790581582	1.175539832839	-0.059103498371	0.047615482501	0.000116192889	0.966335228507	N\A	0.038398267316	0.005346335806	0.017283548751	30	3	-0.005243780661	Global Trend	
2400000	504.734562	1	-1.373528477244	1.038395798915	-0.038324957706	0.042561283529	0.000092275640	0.959412881468	N\A	0.052454786101	0.006906512029	0.023854743882	36	5	-0.001935704875	Global Trend	
2450000	494.328145	1	-1.449882715716	1.108840634018	-0.036076201303	-0.014957298423	0.000127690434	0.956821140492	N\A	0.046161252561	0.005919352754	0.022306595042	33	2	0.005285515204	Global Trend	
2500000	517.542667	1	-1.412690954448	1.091389418480	-0.050074590944	0.056694268652	0.000094756961	0.962091765786	N\A	0.047328953932	0.005824283545	0.021839615162	33	4	0.001272100533	Global Trend	
2550000	510.258915	1	-1.578585963650	1.144108368430	-0.051724678131	0.019716005784	0.000103487052	0.965113390750	N\A	0.043221006764	0.004944930752	0.018919868956	37	5	-0.003377027450	Global Trend	
2600000	503.395433	1	-1.264289508026	1.003741364242	-0.041039584911	0.073003375608	0.000091583013	0.963198760917	N\A	0.045402896627	0.006555934172	0.020460721030	27	4	0.000103842436	Global Trend	
2650000	498.520853	1	-1.369407471756	1.069627870768	-0.046081579890	0.053474635816	0.000106056739	0.961845830771	N\A	0.045343290257	0.005575878219	0.021423485424	35	4	0.002873234995	Global Trend	
2700000	515.022151	1	-1.304583265376	1.038310411215	-0.041110810126	0.042476558897	0.000105147959	0.967860392865	N\A	0.036564735982	0.004327324887	0.017571474516	28	7	0.005418411834	Global Trend	
2750000	512.977719	1	-1.315724862678	0.974394375831	-0.036178957779	0.068195037369	0.000117668034	0.996300280540	N\A	0.015422563154	0.001906736630	0.015603971251	31	6	-0.079655305158	Global Trend	
2800000	493.965124	1	-1.491451012127	1.096166558534	-0.051012867217	0.056508999316	0.000106365594	0.959665650047	N\A	0.044754299896	0.005877335298	0.022567649433	35	3	-0.003117423370	Global Trend	
2850000	510.640201	1	-1.624352777666	1.193827524534	-0.057024883750	0.016970126330	0.000124818973	0.960801163803	N\A	0.048604714418	0.006534603426	0.020973128845	27	8	-0.000864812431	Global Trend	
2900000	501.470977	1	-1.623658154686	1.220599468852	-0.071589067443	0.063575309445	0.000107236565	0.961119675534	N\A	0.048748833785	0.006446680169	0.021717857906	33	4	0.000214627058	Global Trend	
2950000	513.479768	1	-1.479629598157	1.051420278302	-0.039137461059	0.043417523385	0.000109986871	0.965093244186	N\A	0.034436812200	0.004404774357	0.020573225992	31	4	-0.008954176831	Global Trend	
3000000	507.061769	1	-1.636378173682	1.206425837590	-0.064549916596	0.043454063685	0.000114685887	0.962874887851	N\A	0.047206015152	0.006234508534	0.020796436961	39	5	-0.000477548365	Global Trend	
3050000	501.202261	1	-1.591981736829	1.200418376083	-0.067044050199	0.043390277849	0.000117104185	0.962577793659	N\A	0.047575811159	0.005978816432	0.021062538988	33	2	-0.000563401563	Global Trend	
3100000	517.537635	1	-1.750769895748	1.161970228392	-0.049923542767	0.013418116371	0.000107557155	0.964734134553	N\A	0.040902932523	0.004520422219	0.019621060060	31	7	-0.006089121345	Global Trend	
3150000	512.587782	1	-1.464026225003	1.137316260334	-0.052326978824	0.037398123100	0.000093972538	0.965521139483	N\A	0.043105019049	0.004610062559	0.019531857888	35	7	0.002005100011	Global Trend	
3200000	514.772276	1	-1.765014286196	1.286431445671	-0.061564792869	-0.024713858177	0.000123332535	0.969614099416	N\A	0.044492686106	0.005459058344	0.018442582862	43	6	0.000021718263	Global Trend	
3250000	498.724969	1	-1.617544673096	1.185722468576	-0.053270451969	0.010536501140	0.000115070562	0.964408932316	N\A	0.051190082914	0.005774082462	0.018988063441	43	3	-0.000077892229	Global Trend	
3300000	515.087184	1	-1.631659399404	1.216278322199	-0.064944037799	0.033612059336	0.000093848479	0.963152762388	N\A	0.042976143281	0.005648892115	0.019795196550	34	5	0.000061790189	Global Trend	
3350000	487.486968	1	-1.395566609605	1.038347417165	-0.044284173165	0.069729803823	0.000120628915	0.974383580022	N\A	0.030218308956	0.004895048158	0.014560441433	29	5	-0.004342019636	Global Trend	
3400000	500.583508	1	-1.628076808119	1.212834981804	-0.064016571526	0.037894032802	0.000102250077	0.957688181595	N\A	0.052270553111	0.006923913512	0.022672314592	41	3	0.000247466001	Global Trend	
3450000	503.497480	1	-1.590349185117	1.216266427539	-0.068368535866	0.051336653177	0.000118299155	0.961697520816	N\A	0.047639552287	0.005974642465	0.021050977610	31	4	0.001212879269	Global Trend	
3500000	505.251240	1	-1.335071496081	1.065197027095	-0.045530817279	0.043505229381	0.000110522480	0.959057404506	N\A	0.042391300031	0.005486370405	0.020724033149	29	3	0.003816417976	Global Trend	
3550000	501.622369	1	-1.523882757795	1.166050140989	-0.058740284822	0.047292649138	0.000126806401	0.973276064556	N\A	0.045035991356	0.005826393571	0.020757173147	24	6	0.001280084280	Global Trend	
3600000	507.607438	1	-1.557982257591	1.124458910446	-0.050306733054	0.035736175457	0.000072621274	0.965703498361	N\A	0.043146983809	0.004969489158	0.020940532846	44	4	-0.002921218251	Global Trend	
3650000	494.722738	1	-1.476230434814	1.098320793197	-0.049081543788	0.049501019638	0.000107584216	0.960511491409	N\A	0.049099638624	0.006542323958	0.019902987303	40	3	-0.001316188749	Global Trend	
3700000	513.541813	1	-1.646748937918	1.227693944388	-0.061662649037	0.029540561668	0.000103094766	0.966882605013	N\A	0.047305377133	0.006772552189	0.021335537114	33	8	0.000824879148	Global Trend	
3750000	512.864865	1	-1.327499957241	1.025958992909	-0.033165109883	0.041300121264	0.000103652002	0.975589566689	N\A	0.024661555606	0.003282014913	0.018884253944	30	5	0.010066789115	Global Trend	
3800000	503.156250	1	-1.593743495545	1.211530551105	-0.065397782935	0.038302651670	0.000114711010	0.961891851675	N\A	0.048698508784	0.006367580211	0.020786561261	35	3	0.000821456101	Global Trend	
3850000	501.252513	1	-1.252787561944	0.962545018688	-0.037963867054	0.093142335717	0.000102365633	0.967853266845	N\A	0.031376504935	0.003867740388	0.021237828848	39	4	-0.009060950644	Global Trend	
3900000	491.952894	1	-1.343829452893	1.051908367426	-0.053376082637	0.085267868627	0.000106171734	0.956663619502	N\A	0.053188736811	0.006958543192	0.022104770125	35	2	-0.000788929955	Global Trend	
3950000	503.833898	1	-1.749357478520	1.188529199235	-0.056526709641	0.017053994857	0.000122055877	0.963585118677	N\A	0.042965187507	0.006306955292	0.016704679117	28	4	-0.003093849294	Global Trend	
4000000	500.265251	1	-1.450211430246	1.155215971715	-0.061943218751	0.073378540058	0.000138603476	0.956640072301	N\A	0.048934973749	0.006282379924	0.022554596460	28	3	0.003763205235	Global Trend	
4050000	500.617599	1	-1.634230508436	1.227363107798	-0.057958874773	-0.005088477733	0.000129496982	0.963506839991	N\A	0.045288654038	0.005953248410	0.020331403068	36	2	0.000982701627	Global Trend	
4100000	507.449437	1	-1.667534419644	1.200727889701	-0.060349864560	0.030490182085	0.000114068787	0.962275992063	N\A	0.047065574102	0.005317241566	0.019813694133	31	4	-0.001814856259	Global Trend	
4150000	513.248091	1	-1.736999406084	1.235780374359	-0.064394779889	0.029043377718	0.000098161910	0.963325414032	N\A	0.043309902531	0.005542086605	0.018325149217	31	7	-0.002363692083	Global Trend	
4200000	514.240649	1	-1.584396572951	1.213211816070	-0.060603480963	0.008114063438	0.000110062882	0.960975589133	N\A	0.049111035820	0.005268971831	0.020296134957	34	7	0.000976925646	Global Trend	
4250000	511.437505	1	-1.615359112178	1.212027682946	-0.061150994478	0.034105983105	0.000122109956	0.975428604924	N\A	0.048245464739	0.005777093469	0.014706947066	30	4	0.000838151612	Global Trend	
4300000	509.421812	1	-1.514937841984	1.112035189912	-0.046859524780	0.027870734852	0.000122200043	0.962089421398	N\A	0.044833879425	0.005216826679	0.018889685329	28	5	0.002510333484	Global Trend	
4350000	507.438079	1	-1.717635140982	1.238942515854	-0.058343952773	-0.008261884102	0.000108646527	0.964857461598	N\A	0.046982421683	0.005308907093	0.018992624605	32	4	-0.000975015705	Global Trend	
4400000	502.959144	1	-1.324194312597	0.972590200144	-0.031998162649	0.053736804158	0.000098122055	0.998249028798	N\A	0.021147573784	0.002262733467	0.022466903601	31	4	0.090800945038	Global Trend	
4450000	500.606282	1	-1.406108276844	1.060810745355	-0.041796394226	0.042553065036	0.000095742670	0.961018499723	N\A	0.042144880784	0.005721800729	0.021764891863	21	6	-0.002709978140	Global Trend	
4500000	508.565133	1	-1.188153198806	0.981173142837	-0.040021469766	0.085463558909	0.000089765182	0.978331718276	N\A	0.023718029332	0.002896561902	0.020167262284	37	4	0.013920979906	Global Trend	
4550000	504.808218	1	-1.427427634435	1.056616129576	-0.048050153531	0.070069655329	0.000119915095	0.961597482765	N\A	0.045846709602	0.005874809368	0.020941239011	43	3	-0.004229498746	Global Trend	
4600000	503.569680	1	-1.442832002870	1.131280554757	-0.054288970116	0.053240134550	0.000107135088	0.966034784746	N\A	0.042491082771	0.005510626832	0.018639559549	31	4	0.003295873595	Global Trend	
4650000	515.289201	1	-1.481177726897	1.093385889007	-0.044654368804	0.026772326386	0.000101632559	0.963563064194	N\A	0.044699012905	0.005751282827	0.020112256267	37	6	-0.003031381786	Global Trend	
4700000	520.678692	1	-1.626168560104	1.169048704561	-0.057783003792	0.041042844246	0.000123843516	0.967740613385	N\A	0.044282750100	0.006184402960	0.019235904256	33	5	-0.002544358110	Global Trend	
4750000	509.309898	1	-1.785871625375	1.228796676183	-0.057854645904	0.000376162532	0.000096975076	0.966964884194	N\A	0.045893376607	0.005821984270	0.020691976767	41	7	-0.001670297638	Global Trend	
4800000	511.314752	1	-1.196103976854	0.970072046183	-0.045294383485	0.113815811081	0.000112349975	0.963519237042	N\A	0.044010191371	0.005374186331	0.021212037276	31	5	0.003824481764	Global Trend	
4850000	503.375110	1	-1.343963972234	1.040300991621	-0.045287406721	0.072987262520	0.000111883070	0.960730634639	N\A	0.049965459499	0.006588735548	0.021593986466	35	5	0.000913552625	Global Trend	
4900000	504.784218	1	-1.317400309136	1.009040198162	-0.040950676880	0.071593656857	0.000120812593	0.959147780627	N\A	0.045783070635	0.005235405256	0.020300667717	25	3	-0.002403534620	Global Trend	
4950000	486.196195	1	-1.835932019793	1.316904963210	-0.078134949853	0.029739437706	0.000094008066	0.960962694506	N\A	0.046321935164	0.005539385944	0.020914024043	43	5	-0.000910003616	Global Trend	
5000000	503.485402	1	-1.772727802063	1.277640452654	-0.071098982630	0.025179628478	0.000128048642	0.962560262047	N\A	0.048642616225	0.006433019701	0.020772583420	40	3	-0.000577120626	Global Trend	
5050000	498.888608	1	-1.599526925294	1.230375973836	-0.070491336993	0.050889101635	0.000132557714	0.959959365527	N\A	0.050635192869	0.006380350357	0.021893279148	33	3	0.001721875098	Global Trend	
5100000	499.441701	1	-1.621529586115	1.202389717928	-0.060148686620	0.034442054095	0.000103870618	0.960154142565	N\A	0.052729879121	0.006836851555	0.023095995135	37	4	0.000631081501	Global Trend	
5150000	498.852452	1	-1.518705139662	1.157107228120	-0.058479391606	0.064354827681	0.000109026790	0.958671879489	N\A	0.048791540439	0.006027753898	0.021995552546	30	2	0.002112318745	Global Trend	
5200000	505.192542	1	-1.697999477817	1.254019105052	-0.073575850725	0.050322916470	0.000119988487	0.958933373146	N\A	0.047858129667	0.005697283101	0.019804845971	30	5	-0.000350333613	Global Trend	
5250000	506.174099	1	-1.663497628698	1.205480395503	-0.058728222359	0.014235164708	0.000116405363	0.957300049165	N\A	0.047812408233	0.005333837041	0.020943159602	25	5	-0.001469577015	Global Trend	
5300000	502.992899	1	-1.731627125671	1.238109674209	-0.062389247401	0.013501998738	0.000104335202	0.961949306219	N\A	0.046834513147	0.005732853245	0.021728927429	26	6	-0.001010105105	Global Trend	
5350000	519.181842	1	-1.647948655250	1.217526736866	-0.061776154640	0.030538617989	0.000130044198	0.967647005166	N\A	0.044053482760	0.005251658176	0.018650883611	38	6	0.000034627396	Global Trend	
5400000	497.851013	1	-1.660947815086	1.208513261081	-0.062514781715	0.036497790616	0.000103342620	0.956355993632	N\A	0.050107918001	0.006852855786	0.022578954945	29	5	-0.000657491746	Global Trend	
5450000	507.229558	1	-1.439566377189	1.048818824172	-0.041082237168	0.058113446421	0.000112908412	0.960845622919	N\A	0.049953700208	0.006495037223	0.021270756938	34	7	0.000627053163	Global Trend	
5500000	506.200169	1	-1.159481169015	0.947051740616	-0.037390241901	0.090127262766	0.000097875815	0.999979377631	N\A	0.020179891856	0.002312890568	0.021669667954	34	2	-0.626499540021	Global Trend	
5550000	501.664530	1	-1.562521245945	1.158418013984	-0.061162230422	0.062094611063	0.000121913952	0.964910938145	N\A	0.049929344239	0.005910552195	0.019718684223	38	4	-0.000617000925	Global Trend	
5600000	511.521865	1	-1.409515606752	1.073029466565	-0.043519570675	0.036121361830	0.000106130964	0.973627699320	N\A	0.044525325002	0.006075025932	0.020851639558	35	5	-0.000769124859	Global Trend	
5650000	512.977808	1	-1.670277499363	1.239417883306	-0.061785084426	0.012941558742	0.000166889378	0.963764376770	N\A	0.048597329516	0.006365265972	0.021553394022	44	6	0.000414883573	Global Trend	
5700000	521.041473	1	-1.409188114065	1.080299316985	-0.049641270763	0.060411561588	0.000107845421	0.963558092008	N\A	0.046487862422	0.005820499132	0.019371659253	34	8	0.001303497122	Global Trend	
5750000	513.267872	1	-1.694308202010	1.217651866655	-0.066879270727	0.043618259633	0.000100128800	0.962279095465	N\A	0.043134376107	0.005326182804	0.018454273987	33	7	-0.002410240379	Global Trend	
5800000	508.133643	1	-1.722348582890	1.275591194242	-0.062399112998	-0.002721280279	0.000115361463	0.965114975798	N\A	0.042694684165	0.005239794303	0.019446737307	33	9	-0.000401170908	Global Trend	
5850000	504.302139	1	-1.807071371041	1.327920948612	-0.076296917371	0.017369158108	0.000117425139	0.962556184075	N\A	0.044869886879	0.006181904126	0.019013669739	40	4	0.000609160152	Global Trend	
5900000	508.226624	1	-1.481073709227	1.110072182736	-0.044163736317	0.024143365548	0.000090090902	0.964744140681	N\A	0.045034972826	0.004958470717	0.019532001585	42	5	0.001042896418	Global Trend	
5950000	510.785145	1	-1.624435126492	1.182781757772	-0.056877259087	0.023855754638	0.000092005970	0.962675137362	N\A	0.048637665327	0.006433237864	0.021183635328	29	8	-0.000302096224	Global Trend	
6000000	519.824719	1	-1.532346537539	1.164797899399	-0.062876750050	0.058571638384	0.000108782357	0.964835127421	N\A	0.046047582979	0.006169676862	0.019663793448	33	7	-0.000020980551	Global Trend	
