Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-VR-001.txt
Log File Name:                   STR_d1_m7-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            412243044
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	539.505256	1	-1.536335130072	1.145641920106	-0.154245702068	0.012862509424	0.000072928212	0.981261107022	N\A	0.028161603472	0.023989148885	0.003338080837	46	23	
1050000	521.690713	1	-1.491543433603	1.110369356776	-0.092886739682	0.006348830965	0.000084008102	0.984298016214	N\A	0.024769096174	0.023312419406	0.003346711784	46	28	
1100000	537.686090	1	-1.496540375412	1.099128891537	-0.080015904092	0.000458518851	0.000090398465	0.980829494916	N\A	0.025585895634	0.023451454049	0.002969557929	42	26	
1150000	524.634904	1	-1.405770235163	1.030211220002	0.014419821807	-0.009265942231	0.000191420564	0.973186822208	N\A	0.031557841526	0.027526233418	0.003300569891	54	15	
1200000	540.468171	1	-1.435220211650	1.049134222980	-0.010566603138	-0.004450640348	0.000165720024	0.974228116431	N\A	0.030939579725	0.027657384825	0.003498043040	44	20	
1250000	538.138914	1	-1.622266353485	1.175825526214	-0.118512960445	-0.000035734971	0.000170115523	0.980152712391	N\A	0.028119811840	0.026074074238	0.003312993811	47	29	
1300000	533.690718	1	-1.444257297930	1.081524656222	-0.066961854368	0.001640286448	0.000098033351	0.986671503830	N\A	0.023779141042	0.021214613303	0.002689642363	49	24	
1350000	541.688145	1	-1.505845195944	1.116119516817	-0.076694003875	0.000554359381	0.000184032740	0.984818074046	N\A	0.023380940733	0.022123848034	0.002773533239	40	35	
1400000	518.326194	1	-1.530410411176	1.118682785107	-0.091960289205	0.006294298085	0.000182035568	0.975991074745	N\A	0.031399913528	0.028213663181	0.003640797205	43	21	
1450000	531.078135	1	-1.555175706001	1.130516471049	-0.087555250726	-0.000162284838	0.000067393650	0.978662992062	N\A	0.029519613165	0.026544769904	0.003351699650	45	29	
1500000	520.462139	1	-1.472289097018	1.102076531421	-0.091908385140	0.004477857611	0.000187720443	0.985676349360	N\A	0.024183238546	0.022517296709	0.002884604200	46	27	
1550000	535.141669	1	-1.488082099256	1.110991707972	-0.093910380255	0.002992864658	0.000132894363	0.991044656528	N\A	0.020172336715	0.018473399065	0.002282480375	45	32	
1600000	540.508027	1	-1.533220708437	1.136130260426	-0.115534662929	0.003168738132	0.000178294651	0.986533696174	N\A	0.022511415103	0.022079518061	0.003060399406	42	25	
1650000	532.988341	1	-1.580223626070	1.162785140283	-0.123461103809	0.002824323538	0.000085712282	0.982919136648	N\A	0.025383463119	0.023777719768	0.003214569421	49	32	
1700000	534.610932	1	-1.472678685591	1.078403990450	-0.067408384556	0.008375116689	0.000075375418	0.982172735210	N\A	0.025232119730	0.023928681046	0.003336103903	42	22	
1750000	539.637388	1	-1.449118718740	1.073770484664	-0.043520313814	-0.000898220572	0.000110688724	0.985105808847	N\A	0.021907005908	0.022249074291	0.002706118369	46	23	
1800000	554.112837	1	-1.523597167464	1.098207523924	-0.054435001866	-0.001454483613	0.000098219253	0.990426878762	N\A	0.018224027114	0.017844987836	0.002946632778	47	32	
1850000	530.484413	1	-1.400617189916	1.051437909546	-0.042975183700	0.002602968592	0.000128084781	0.988468728539	N\A	0.024007247651	0.021194042453	0.002862023423	49	22	
1900000	519.939474	1	-1.677445947958	1.187768992414	-0.105100969780	-0.006799490010	0.000095015598	0.977069196994	N\A	0.027248558282	0.026376663419	0.003465900139	44	27	
1950000	541.731418	1	-1.554679623598	1.093224550376	-0.080385031508	0.003386911157	0.000021032169	0.987356952568	N\A	0.022046888653	0.020639199594	0.002672396051	52	35	
2000000	551.156203	1	-1.679229420609	1.152064133987	-0.108003589213	0.001257227703	0.000026050020	0.988486523283	N\A	0.020028942435	0.016611943901	0.002678627365	52	28	
2050000	531.501721	1	-1.566737240163	1.108471685056	-0.035819934709	-0.010084808628	0.000136077173	0.980563185632	N\A	0.030095535966	0.027157836605	0.003178649803	46	21	
2100000	543.308640	1	-1.586309182577	1.158238179501	-0.118341068991	-0.000067886826	0.000119789833	0.981499609405	N\A	0.027968274464	0.026194389199	0.003174347087	39	19	
2150000	535.712567	1	-1.486401657890	1.117548418066	-0.117769297372	0.006513397339	0.000169418588	0.984836127173	N\A	0.023965808023	0.022855787242	0.003156079375	38	31	
2200000	539.107724	1	-1.555869426423	1.134251903236	-0.096102148827	0.001673486960	0.000152657088	0.978927843164	N\A	0.028483684667	0.024394579364	0.003089278928	43	22	
