Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m8-glob-001.txt
Log File Name:                   HIP_d1_m8-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2900687583
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m8-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	479.239667	1	-0.904940664732	1.039172967977	-0.023287829198	-0.004327566393	0.000047918660	0.993884328486	N\A	0.020837083501	0.002723683318	0.021726779125	45	7	0.015262900541	Global Trend	
1050000	444.180581	1	-1.022477828591	1.078398249644	-0.023891978729	-0.028184730125	0.000029566324	0.975863767460	N\A	0.026464880179	0.002844006737	0.022174609800	38	3	0.002823667830	Global Trend	
1100000	442.258637	1	-1.187182663830	1.168599403218	-0.033302856279	-0.054206623856	0.000110988968	0.964258627097	N\A	0.048380728662	0.007079814722	0.023305491499	47	3	-0.001045230176	Global Trend	
1150000	450.880151	1	-0.891949247840	0.996385489651	-0.026681170134	0.034517711608	0.000108313483	0.962282350877	N\A	0.035017806748	0.004224573179	0.026624847435	40	6	0.006479451782	Global Trend	
1200000	478.333082	1	-1.045842255904	1.099434353241	-0.026179176329	-0.019930255302	0.000128512482	0.969856878981	N\A	0.030156375891	0.003481964162	0.022443596956	52	6	0.010143119738	Global Trend	
1250000	450.275414	1	-0.920824221431	1.043073333750	-0.023504906502	-0.016533178139	0.000133384219	0.999436096762	N\A	0.023433844482	0.002711586188	0.025089201854	41	5	0.138406668815	Global Trend	
1300000	468.327061	1	-1.139158539947	1.073893776758	-0.018769144526	-0.045729587369	0.000155020072	0.992807736094	N\A	0.022843867425	0.002996262666	0.024152836289	41	8	-0.050362276688	Global Trend	
1350000	458.770473	1	-0.900979525910	0.953026713677	-0.025990449107	0.073007221058	0.000242541627	0.998158911534	N\A	0.024476473595	0.002962721312	0.026317487147	25	8	-0.176792015439	Global Trend	
1400000	467.712827	1	-1.043947878194	1.064443493626	-0.033305842783	0.023675564316	0.000111674555	0.960511110838	N\A	0.051604367274	0.007090043484	0.022921223886	47	5	-0.001863207123	Global Trend	
1450000	468.142502	1	-0.929155151354	1.021820950893	-0.021763437809	-0.008317288055	0.000104070715	0.975276139700	N\A	0.026284950518	0.003712688645	0.021287624009	38	4	-0.008965682806	Global Trend	
