Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m8-glob-001.txt
Log File Name:                   SCH_d1_m8-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            317892141
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m8-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.179389
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	474.538272	1	-1.518554848957	1.150280743305	-0.038909624684	0.042890296885	0.000164965389	0.961479686390	N\A	0.045317302600	0.006113430258	0.028128919672	31	2	0.006430932937	Global Trend	
1050000	481.865353	1	-1.739878678006	1.235573907302	-0.035815227638	-0.030828678098	0.000110749649	0.967506692197	N\A	0.053247586447	0.007128689229	0.027233209599	32	2	0.002233858486	Global Trend	
1100000	496.161500	1	-1.736206690526	1.260772535035	-0.043335374096	-0.028457376123	0.000099950959	0.968794317625	N\A	0.049131974314	0.007065980167	0.024658792430	50	5	0.001651622211	Global Trend	
1150000	484.393736	1	-1.583459233740	1.182440481729	-0.029606158022	-0.027283138188	0.000116427951	0.966772748178	N\A	0.040350594920	0.005175292975	0.023820695494	33	2	0.005923997166	Global Trend	
1200000	494.004305	1	-1.515494231742	1.112720114892	-0.025314727740	-0.013703445047	0.000095852063	0.970308998157	N\A	0.046361229426	0.006398017471	0.024814273132	31	3	0.002689798079	Global Trend	
1250000	476.373704	1	-1.625539558372	1.178257064625	-0.033259049463	-0.012293134257	0.000190680075	0.962924204750	N\A	0.052367311533	0.007347666802	0.024649649993	32	3	0.003271440381	Global Trend	
1300000	470.313280	1	-1.749831246200	1.267967932688	-0.047415433264	-0.004324012297	0.000135923202	0.956767746181	N\A	0.058469077892	0.007313568493	0.027947762002	32	2	0.002673403573	Global Trend	
1350000	491.757780	1	-1.745563157473	1.245006120804	-0.034217198252	-0.050571858907	0.000130220742	0.967734827494	N\A	0.049230608921	0.006705779656	0.024964537211	38	3	0.002924692132	Global Trend	
1400000	478.356410	1	-1.814250316539	1.224602601927	-0.043774180062	0.007513154315	0.000102465899	0.965944277537	N\A	0.054996860590	0.007105435732	0.023394835499	30	3	-0.001318617787	Global Trend	
1450000	479.574615	1	-1.700706844132	1.164816758008	-0.020546473823	-0.052384506376	0.000119326255	0.966017963813	N\A	0.053862486991	0.007705497596	0.023770229878	37	3	-0.000001614183	Global Trend	
1500000	466.632053	1	-1.638011910140	1.130535221538	-0.019386253379	-0.025451665522	0.000082642877	0.958910211063	N\A	0.058899601641	0.007985223370	0.028540582336	36	6	-0.000773191774	Global Trend	
1550000	481.212997	1	-1.823788649084	1.304361104869	-0.051471176722	-0.010825363245	0.000112437020	0.967298543003	N\A	0.045979405034	0.006886906155	0.024118859252	41	8	0.001935583475	Global Trend	
1600000	475.977140	1	-1.670923715194	1.187397856188	-0.029949586148	-0.028800213168	0.000106030735	0.964616738207	N\A	0.048484781761	0.006884797789	0.022663810723	29	6	0.002234117276	Global Trend	
1650000	493.970544	1	-1.789314993705	1.270430797889	-0.044345323797	-0.032886064760	0.000092597631	0.970250855389	N\A	0.045055757117	0.006743190121	0.023310155459	31	3	0.001005037471	Global Trend	
1700000	482.724508	1	-1.836169987592	1.224037745900	-0.035832988703	-0.027762877253	0.000119007187	0.966413575498	N\A	0.046133388751	0.006768227059	0.023537465337	24	5	-0.002499781208	Global Trend	
1750000	474.399294	1	-1.591136510769	1.205556486986	-0.033200925848	-0.031818222769	0.000134906023	0.966837827750	N\A	0.043103255272	0.005529698943	0.024944561457	34	3	0.006232340898	Global Trend	
1800000	478.503442	1	-1.571971107235	1.187482135718	-0.048601837342	0.037629572934	0.000110365856	0.961872630715	N\A	0.049204519549	0.006651314889	0.026233831934	32	3	0.003012339074	Global Trend	
1850000	486.943599	1	-1.706049074639	1.311033070698	-0.052525492441	-0.006930176315	0.000136672779	0.965349031473	N\A	0.047310054039	0.006541999600	0.024853400943	31	3	0.005137457687	Global Trend	
1900000	472.289665	1	-1.506371232477	1.105431873423	-0.012668723200	-0.058512126498	0.000139761299	0.977157000359	N\A	0.033042186232	0.004131812621	0.026346943911	37	2	0.011529819538	Global Trend	
1950000	466.490461	1	-1.559550637252	1.120454512896	-0.021783898460	-0.012541348910	0.000129743995	0.966475434262	N\A	0.039507047790	0.004511099729	0.022088858056	32	7	0.005991976403	Global Trend	
2000000	472.785202	1	-1.650381379158	1.242162651696	-0.041063039636	-0.023909715775	0.000150693413	0.963413823737	N\A	0.048061427589	0.006322750588	0.025945947349	42	0	0.005378470359	Global Trend	
2050000	473.335405	1	-1.737500926973	1.190423789915	-0.033348019870	-0.011328217431	0.000143463333	0.959889345841	N\A	0.058365108476	0.007695772634	0.024573481013	41	5	-0.000263232963	Global Trend	
2100000	463.952789	1	-1.719779372849	1.259417718241	-0.050461754602	0.002685925846	0.000115889728	0.965285791897	N\A	0.055029838450	0.007313292512	0.026427930298	32	3	0.002173428426	Global Trend	
2150000	481.857947	1	-1.685950006235	1.217981779868	-0.035955605119	-0.023171573308	0.000114494344	0.970900695026	N\A	0.051749340711	0.006861985062	0.025557816167	30	3	0.002543582063	Global Trend	
2200000	474.430265	1	-1.841585803388	1.271442720998	-0.041649766810	-0.036747743826	0.000121859766	0.961259782795	N\A	0.058039059833	0.007872375054	0.025201720320	35	3	0.000216460498	Global Trend	
2250000	477.835354	1	-1.447784683272	1.116021148754	-0.019535338056	-0.025329806815	0.000129113653	0.966369439723	N\A	0.035725203781	0.004459984162	0.025188996510	32	4	0.010895390356	Global Trend	
2300000	463.366878	1	-1.496909293294	1.133925713168	-0.032527292193	0.015858252022	0.000145541991	0.960946668052	N\A	0.047850704592	0.005947308902	0.026741813361	34	3	0.005198865976	Global Trend	
2350000	489.949295	1	-1.772737439607	1.266619510671	-0.041036272125	-0.032419086674	0.000134213778	0.965121520491	N\A	0.054005536865	0.007382758637	0.024881300865	30	7	0.002188109860	Global Trend	
2400000	484.525841	1	-1.620349343644	1.136534062383	-0.022345960125	-0.033196815725	0.000092348005	0.965390163811	N\A	0.056756953895	0.007084085492	0.023588905594	35	3	0.000679764604	Global Trend	
2450000	486.383762	1	-1.659316426739	1.152097145242	-0.032256901315	0.009370315742	0.000075747578	0.970981910738	N\A	0.052957561382	0.007614989740	0.025615062433	42	6	0.000015825371	Global Trend	
2500000	469.260921	1	-1.654087932879	1.158568625289	-0.031815108469	0.003565339361	0.000123554026	0.961389294262	N\A	0.055112737604	0.007493337513	0.026209906050	34	2	0.001185882248	Global Trend	
2550000	486.357310	1	-1.741451893314	1.217711964845	-0.035008282193	-0.039271964292	0.000080695091	0.966767173602	N\A	0.050056859531	0.007150926918	0.022422851294	40	5	0.000109649872	Global Trend	
2600000	485.378452	1	-1.521041479900	1.103188604291	-0.029537808152	0.022577545343	0.000100587305	0.965671956510	N\A	0.053820002638	0.007352918598	0.025041279392	30	3	0.002169119179	Global Trend	
2650000	491.423847	1	-1.754566138855	1.260626109289	-0.054980616170	0.023020917573	0.000091591453	0.964466023558	N\A	0.053778121088	0.007011781603	0.025419613654	31	4	0.001042975706	Global Trend	
2700000	494.332838	1	-1.614532776467	1.228330152063	-0.040989771817	-0.009809496496	0.000150556364	0.973133327786	N\A	0.036922772341	0.005829541968	0.022032626104	37	4	0.005557635572	Global Trend	
2750000	474.130060	1	-1.888109980691	1.318144564791	-0.040748190949	-0.075188851692	0.000202889578	0.961655394348	N\A	0.059892875504	0.007968874448	0.026629609796	36	4	0.000043155258	Global Trend	
2800000	497.484057	1	-1.710488743563	1.219391011103	-0.041210968846	-0.004845178356	0.000083255051	0.968026961724	N\A	0.054185142425	0.007381855812	0.023165283676	42	4	0.000994683908	Global Trend	
2850000	498.528305	1	-1.755173007357	1.297344240387	-0.045656977503	-0.037719859681	0.000076572695	0.973378235042	N\A	0.043581024340	0.005653902532	0.022044223568	28	4	0.002603862563	Global Trend	
2900000	479.150967	1	-1.553788973497	1.131513639129	-0.031467099623	0.001899213657	0.000100344525	0.967161990106	N\A	0.048015067798	0.006845378199	0.022772832727	45	2	0.001924404139	Global Trend	
2950000	481.508739	1	-1.448313998076	1.163224822909	-0.041672244871	0.037323661477	0.000113080226	0.970927117462	N\A	0.038368991813	0.004916187657	0.024204840907	33	5	0.007711201161	Global Trend	
3000000	491.095683	1	-1.727928705488	1.292504407370	-0.049487067793	-0.005737013834	0.000086569065	0.963514274935	N\A	0.049101412279	0.006574820559	0.024255554561	33	6	0.003310391221	Global Trend	
3050000	490.965039	1	-1.832339851422	1.321010282375	-0.045145192340	-0.070228980206	0.000098434061	0.966411021137	N\A	0.054309795724	0.007041140920	0.025321015009	42	3	0.001739490091	Global Trend	
3100000	474.892417	1	-1.584945681213	1.166971110685	-0.029947354868	-0.023306239253	0.000129893389	0.968485256855	N\A	0.044392990020	0.006363388642	0.026987498534	40	4	0.004039566251	Global Trend	
3150000	486.429503	1	-1.830856603974	1.306807554542	-0.044273879311	-0.060790641857	0.000127718093	0.965222440260	N\A	0.053513180652	0.007357216129	0.024693078902	34	6	0.001281328364	Global Trend	
3200000	494.050256	1	-1.589193924296	1.133929613897	-0.035335399262	0.026462900864	0.000070470264	0.967447464651	N\A	0.052853737978	0.006994620508	0.024726179193	42	5	0.000238481337	Global Trend	
3250000	484.962491	1	-1.604413031943	1.189743716650	-0.032405808457	-0.028692065998	0.000111606610	0.965068276630	N\A	0.051403612017	0.006839461283	0.025021861652	34	7	0.002495403359	Global Trend	
3300000	478.942800	1	-1.658461844384	1.155255038507	-0.024611424211	-0.029906957251	0.000141518204	0.965375211306	N\A	0.052045413414	0.007340445663	0.024975626554	46	2	0.001125660295	Global Trend	
3350000	482.606393	1	-1.657768219171	1.239210255330	-0.043515373788	0.002505598458	0.000262414508	0.964045153056	N\A	0.049948854183	0.005958371337	0.023169208978	37	5	0.005491445088	Global Trend	
3400000	494.425467	1	-1.786837898764	1.219158077540	-0.043912026724	0.012947237816	0.000092122671	0.968270284187	N\A	0.052322250144	0.007276868167	0.025418645980	40	6	-0.000738631800	Global Trend	
3450000	495.569866	1	-1.651804738476	1.207641523792	-0.040985656678	0.010002582092	0.000106139179	0.968927466632	N\A	0.050691500767	0.006287399462	0.023465034591	36	4	0.003273524921	Global Trend	
3500000	491.540486	1	-1.559293095601	1.119776919484	-0.022132200826	-0.029328659973	0.000102690829	0.968504221085	N\A	0.048274849115	0.006586315765	0.024763014126	42	3	0.001953184596	Global Trend	
3550000	477.621622	1	-1.507813988505	1.062902349888	-0.032105114365	0.070171399611	0.000160351496	0.965372253218	N\A	0.053230065122	0.006638222102	0.024991057743	33	3	0.002580405176	Global Trend	
3600000	479.489072	1	-1.725449332137	1.215687827433	-0.036522399420	-0.009132938161	0.000173305500	0.961675643204	N\A	0.058660214144	0.007824575664	0.025532390939	33	7	0.001752979493	Global Trend	
3650000	479.309457	1	-1.688066737647	1.223781102290	-0.040751817272	-0.017625867443	0.000088996460	0.968381832353	N\A	0.049992200490	0.007337692654	0.026379411204	41	1	0.001239685670	Global Trend	
3700000	495.786811	1	-1.724094251088	1.270313686594	-0.046797328264	-0.029326579754	0.000077155358	0.967704813333	N\A	0.050738993423	0.006866373299	0.026064317497	42	3	0.001747485282	Global Trend	
3750000	477.480277	1	-1.904828100475	1.350781085596	-0.051540313615	-0.054634795243	0.000101123408	0.961201152076	N\A	0.057985250897	0.007246754599	0.024758101918	36	2	0.000509584731	Global Trend	
3800000	481.635710	1	-1.551451822023	1.156641481918	-0.040248243784	0.030820075345	0.000114894236	0.966625992809	N\A	0.037193366748	0.004813455126	0.024503470435	38	6	0.005998027208	Global Trend	
3850000	478.885676	1	-1.747590190301	1.222541822421	-0.044346338124	-0.008379188526	0.000022147165	0.968009556176	N\A	0.048105130479	0.006818959752	0.024439791473	35	5	-0.000188134193	Global Trend	
3900000	472.650469	1	-1.640358095873	1.171513587199	-0.029566667102	-0.018928201390	0.000033424716	0.962096351336	N\A	0.055833410132	0.007341975297	0.025411106943	42	4	0.000432770889	Global Trend	
3950000	479.769582	1	-1.696134099925	1.195187304261	-0.029786288815	-0.017494182507	0.000094285329	0.961608943612	N\A	0.054336304777	0.007072088315	0.025607415601	31	4	0.001435102032	Global Trend	
4000000	477.424377	1	-1.625913073321	1.121765516333	-0.020822354234	-0.029739324686	0.000090818390	0.969976954394	N\A	0.049876031534	0.005923563596	0.023305472744	40	4	-0.001222702809	Global Trend	
4050000	484.148987	1	-1.511476293989	1.083556061869	-0.027966965186	0.030932890976	0.000140229836	0.989410857366	N\A	0.041426380388	0.006936385553	0.026816600675	38	2	0.001386737132	Global Trend	
4100000	488.563233	1	-1.746857669507	1.251556344165	-0.045201859717	-0.010019270878	0.000083293190	0.971519408663	N\A	0.053413684704	0.007268058344	0.024189106682	48	7	0.000713263968	Global Trend	
4150000	458.492755	1	-1.738051049131	1.214090347068	-0.030124891247	-0.054946556036	0.000085173890	0.962472757827	N\A	0.054815266507	0.007584957550	0.027228306062	38	0	0.000680603249	Global Trend	
4200000	469.179792	1	-1.797324204692	1.274466576323	-0.048930359872	-0.013098434250	0.000171869170	0.966795842163	N\A	0.055658533808	0.006589839960	0.025229516086	37	1	0.000981917466	Global Trend	
4250000	473.476380	1	-1.709291725747	1.173688676766	-0.031079797082	-0.022361270313	0.000164656794	0.962967235888	N\A	0.056535421402	0.008166124135	0.027305967167	39	3	-0.001884373835	Global Trend	
4300000	481.109447	1	-1.938453420825	1.321964405901	-0.054623179790	-0.020394433339	0.000120417641	0.967989327208	N\A	0.049610419110	0.006539220077	0.023740600334	38	5	-0.000480962352	Global Trend	
4350000	481.367722	1	-1.902673942097	1.324951478458	-0.055055813823	-0.013867907957	0.000121143979	0.962665430551	N\A	0.053219175583	0.007936491986	0.025347406209	34	2	0.000375113886	Global Trend	
4400000	472.816684	1	-1.771868862021	1.228781504635	-0.040548118885	-0.023411066614	0.000101672084	0.966168642887	N\A	0.055131996155	0.008000541109	0.025908691123	41	4	-0.000454913459	Global Trend	
4450000	483.796324	1	-1.744780708842	1.231442932030	-0.037996657753	-0.028177474996	0.000066061076	0.965541672440	N\A	0.057060976688	0.007485379944	0.024943761074	35	4	0.000923319692	Global Trend	
4500000	477.215177	1	-1.589046579004	1.134355924618	-0.043433695389	0.066882253288	0.000071697878	0.961512045606	N\A	0.060075712810	0.008622998986	0.026534649443	44	5	-0.000259932406	Global Trend	
4550000	466.411059	1	-1.764836803171	1.220471122248	-0.030829233997	-0.059047070536	0.000079839159	0.968244535750	N\A	0.048885126252	0.006129556782	0.024281362517	50	6	-0.001195317582	Global Trend	
4600000	481.238482	1	-1.540539629121	1.112114326927	-0.028633136678	0.013665946600	0.000437297524	0.964416182071	N\A	0.047736656509	0.006350308946	0.024848567482	32	3	0.013619742582	Global Trend	
4650000	480.160076	1	-1.774594095168	1.256239588617	-0.028712191900	-0.092699270631	0.000142809771	0.966961957316	N\A	0.052799355771	0.007446488816	0.025665654318	34	3	0.001304758505	Global Trend	
4700000	470.052750	1	-1.725347463030	1.217055077338	-0.039614506529	-0.012483872128	0.000112355038	0.965974972179	N\A	0.055199771013	0.007888737938	0.026412686608	33	4	0.000655838232	Global Trend	
4750000	480.514130	1	-1.718227906176	1.212332832872	-0.033690166232	-0.020010478909	0.000098507547	0.965182631387	N\A	0.049127711858	0.006735321191	0.024802148353	29	2	0.001944505086	Global Trend	
4800000	469.063270	1	-1.516241790512	1.139054454673	-0.026462306352	-0.027945730653	0.000098757527	0.989868170108	N\A	0.045925220897	0.005923254603	0.027810182973	38	1	0.003651587623	Global Trend	
4850000	479.886750	1	-1.717017445478	1.214260202127	-0.026404014009	-0.059497075091	0.000087647684	0.969150735741	N\A	0.045749726211	0.006076660795	0.024260786081	35	3	0.002175324322	Global Trend	
4900000	484.097331	1	-1.608831140191	1.199968683517	-0.030821342714	-0.038284760645	0.000101449734	0.966593280862	N\A	0.040682970583	0.005366846380	0.026487087060	40	2	0.005390288924	Global Trend	
4950000	475.019461	1	-1.797537578380	1.231871855667	-0.037735462618	-0.021828266726	0.000136608862	0.963562244428	N\A	0.058412472703	0.007965127694	0.027323116927	36	3	-0.000105537143	Global Trend	
5000000	485.520605	1	-1.749091275242	1.267010853014	-0.044268032773	-0.027033776170	0.000071357067	0.969760534578	N\A	0.049900975379	0.006612919542	0.025139107370	37	1	0.001803535292	Global Trend	
5050000	480.330963	1	-1.821968101812	1.278330871400	-0.046262609228	-0.034317295126	0.000031594684	0.963341442660	N\A	0.050408148770	0.006352379456	0.022664167213	41	4	0.000227171242	Global Trend	
5100000	470.351842	1	-1.901528365686	1.396744272985	-0.056034133005	-0.063238539402	0.000152431057	0.962108459890	N\A	0.055803137517	0.007041685065	0.025984904208	34	2	0.003079676537	Global Trend	
5150000	476.755867	1	-1.784378283224	1.248388294031	-0.037124268523	-0.035677905786	0.000133248129	0.966971610952	N\A	0.056040773603	0.007387594235	0.026131330876	34	3	0.001743698321	Global Trend	
5200000	462.486453	1	-1.667124804103	1.208156117351	-0.039903386715	-0.003694694782	0.000109853656	0.963649165492	N\A	0.050846677357	0.006723269670	0.025149531810	26	4	0.002167059802	Global Trend	
5250000	476.065389	1	-1.720583128405	1.195790367679	-0.041169876891	-0.003440087174	0.000093884069	0.963596146975	N\A	0.054881638615	0.006919062935	0.024838194697	32	3	-0.001366555282	Global Trend	
5300000	470.412533	1	-1.469361046415	1.066567837554	-0.033807276861	0.054373132743	0.000108379446	0.965052510119	N\A	0.052398098161	0.006874624008	0.025379895310	34	3	0.000061947430	Global Trend	
5350000	465.508031	1	-1.971383212175	1.341010026139	-0.060966890194	0.003818511401	0.000112754225	0.959268959159	N\A	0.058113431782	0.008690082467	0.028050381988	30	2	-0.000109097026	Global Trend	
5400000	471.540522	1	-1.811908852230	1.231268557147	-0.035130370071	-0.028111403298	0.000072060967	0.964228909469	N\A	0.054894505423	0.007298512442	0.025809692174	38	4	-0.000140563798	Global Trend	
5450000	475.672939	1	-1.595436957957	1.114383496005	-0.034251854514	0.029394211983	0.000178751785	0.963708897143	N\A	0.054601586723	0.007447700108	0.024917231464	32	4	-0.001196773371	Global Trend	
5500000	476.477427	1	-1.877252520329	1.315134195218	-0.043414873317	-0.062651075529	0.000091702569	0.971426616424	N\A	0.049543944026	0.007186094114	0.017589026334	42	6	0.000653374193	Global Trend	
5550000	481.716626	1	-1.671056081989	1.193003729535	-0.042882616473	0.009263494078	0.000152203826	0.964109846305	N\A	0.058214502755	0.007879871286	0.026239198784	32	4	0.000109983136	Global Trend	
5600000	479.091733	1	-1.790678511123	1.245843963286	-0.039697388356	-0.030978404722	0.000123247768	0.964947182939	N\A	0.052108822359	0.006865073220	0.025416779106	37	4	0.000767447517	Global Trend	
5650000	487.831740	1	-1.838177977925	1.279440771920	-0.034634238632	-0.064777280705	0.000095706256	0.965538323664	N\A	0.054513743434	0.007045298182	0.024383298237	34	4	-0.000132693749	Global Trend	
5700000	489.888606	1	-1.727508414657	1.202937429169	-0.047258197729	0.045548957109	0.000201386414	0.966408214795	N\A	0.055533438113	0.007854022172	0.025154180059	31	7	0.000624564373	Global Trend	
5750000	480.905037	1	-1.806667465358	1.298257632571	-0.039590576215	-0.074668657545	0.000143504210	0.964150261654	N\A	0.052722204799	0.007310292830	0.025384293363	36	5	0.002312094168	Global Trend	
5800000	479.087850	1	-1.854490309402	1.283827882477	-0.045635781580	-0.028430572583	0.000136665847	0.965586738176	N\A	0.055460508594	0.007881311403	0.025149774009	27	6	-0.000332083914	Global Trend	
5850000	485.279991	1	-1.655964684976	1.164306234120	-0.034224810986	0.008440469797	0.000095625467	0.966004786748	N\A	0.051340790406	0.007424014611	0.025429889413	33	4	0.000889242120	Global Trend	
