Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m8-fab-001.txt
Log File Name:                   CEREB_d1_m8-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3793370443
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m8-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	565.330818	1	-1.187126901028	1.186176247460	-0.019664200880	-0.021497014627	0.000075482631	0.983322044648	N\A	0.040048882492	0.004761546121	0.016646716821	39	0	
1050000	570.686838	1	-0.840836650555	0.970000712540	-0.001315177906	0.048295014156	0.000077062295	0.984807737466	N\A	0.039765248781	0.004265480624	0.015311313233	38	1	
1100000	573.302043	1	-0.910654899545	1.010615048101	-0.008009383221	0.052855811414	0.000107997805	0.988632371524	N\A	0.039045760792	0.004181818932	0.014583752361	43	0	
1150000	571.315752	1	-0.989929930549	1.055831179602	-0.009107275092	0.026104571383	0.000090806273	0.984280850269	N\A	0.041746548494	0.004871752215	0.016732701373	40	2	
1200000	577.828502	1	-0.987307584741	1.059305664861	-0.013909866633	0.047774781133	0.000063017794	0.985059950029	N\A	0.042210930243	0.004787727756	0.017576748130	33	1	
1250000	572.182418	1	-1.167451434456	1.165864857145	-0.017347377645	-0.018367381796	0.000089061448	0.985750917266	N\A	0.035871241764	0.004731641670	0.017079010009	39	1	
1300000	568.882541	1	-0.991781577546	1.052067935236	-0.011736386066	0.046594258175	0.000057465016	0.984967135272	N\A	0.038518428643	0.004247888349	0.016245283177	47	1	
1350000	579.532216	1	-0.950613257103	1.042218179794	-0.012040462963	0.046787649996	0.000081286573	0.987613644187	N\A	0.039663587692	0.004447156897	0.015424506245	26	2	
1400000	563.898636	1	-0.946649017964	1.044576397307	-0.008807381380	0.023885066051	0.000066804418	0.987031362486	N\A	0.034902219778	0.003839866160	0.016150779119	42	1	
1450000	575.597952	1	-0.962011556094	1.025305413976	-0.010102988209	0.056840950267	0.000087943219	0.988474454929	N\A	0.039402499027	0.004376185469	0.015676553699	38	3	
1500000	552.317760	1	-1.221991716578	1.215377860791	-0.033450767254	0.019407113154	0.000097241142	0.979874949520	N\A	0.041555644729	0.005561089845	0.019662933595	35	2	
1550000	567.860491	1	-1.018147180022	1.074237016539	-0.015021740586	0.046068635497	0.000136558510	0.985009907277	N\A	0.043650969582	0.004772192929	0.017217570080	28	1	
1600000	574.515834	1	-0.959452812394	1.043758192193	-0.008669994646	0.033090151406	0.000119387575	0.984327972053	N\A	0.040610818226	0.004587788383	0.016340955064	25	1	
1650000	575.649942	1	-0.971947491061	1.043633675777	-0.011148219254	0.046590933933	0.000079083950	0.986154886500	N\A	0.033711581482	0.004363464310	0.015414653430	33	1	
1700000	557.138565	1	-0.833631739023	0.964625617701	0.001613832220	0.039253514842	0.000079591900	0.984647416684	N\A	0.042576083161	0.004481828847	0.016515378196	30	0	
1750000	574.452626	1	-1.002667950794	1.060222699347	-0.013367502996	0.046826462835	0.000079795208	0.984803417441	N\A	0.041238617892	0.004846946648	0.017630847334	33	0	
1800000	570.838112	1	-0.992631836286	1.072088664560	-0.009546196217	0.011192677324	0.000076043302	0.984201858443	N\A	0.041103245711	0.004971896302	0.016845745642	27	0	
1850000	559.761577	1	-1.137199871926	1.140561573778	-0.016336321007	0.006768977901	0.000093452302	0.983055605911	N\A	0.041861892269	0.004632084954	0.017555588088	33	0	
1900000	581.415350	1	-1.022187588381	1.079279578045	-0.015968779347	0.040310725687	0.000071797639	0.983725011147	N\A	0.039101783782	0.004904595295	0.015985931629	40	0	
1950000	564.244273	1	-0.820853979740	0.981239793813	-0.007575510880	0.052411160137	0.000014753574	0.984516299831	N\A	0.041915382076	0.004837026996	0.017678126926	35	1	
2000000	566.056564	1	-1.047543546095	1.090415105180	-0.012806942152	0.011195260369	0.000078234578	0.985470600150	N\A	0.035832023394	0.003330206311	0.013698555694	44	2	
2050000	563.373212	1	-0.832452013578	0.969858896209	-0.004481482671	0.061479095920	0.000016863167	0.983195838070	N\A	0.042546419561	0.005011555997	0.017527719151	31	0	
2100000	569.895024	1	-1.009230856402	1.061012928519	-0.009353548663	0.016428950287	0.000007139273	0.981181608492	N\A	0.043697511059	0.004738853527	0.017308724707	30	2	
2150000	569.137195	1	-1.127117081805	1.123757912064	-0.014431863499	0.006231738125	0.000009333113	0.983884853737	N\A	0.040938993196	0.005008350273	0.017483797620	39	0	
2200000	576.963954	1	-0.902300499635	1.020172985768	-0.013407805841	0.065235679575	0.000023532278	0.986837365598	N\A	0.041798231929	0.004799752325	0.016996929744	35	0	
2250000	566.458838	1	-0.985967956463	1.053332090046	-0.004915640140	0.003985876922	0.000070990725	0.981574848127	N\A	0.044443290449	0.005455484883	0.018388624559	39	1	
2300000	570.937117	1	-0.931054280954	1.041525082045	-0.010815061273	0.032818737308	0.000072528368	0.982522244246	N\A	0.043005795249	0.005412255419	0.017643805438	26	0	
2350000	570.895008	1	-0.939128571701	1.029360922181	-0.007289717876	0.034334721845	0.000089915924	0.984015893951	N\A	0.039043575661	0.004864358944	0.018502434273	21	0	
2400000	578.342822	1	-0.838355329088	0.978800461324	-0.005057832848	0.051393119715	0.000067292822	0.982196240280	N\A	0.042145802287	0.004571067761	0.017137429139	36	0	
2450000	565.338312	1	-0.990649277598	1.055114463982	-0.007732144495	0.025012629381	0.000100812422	0.982251513826	N\A	0.042328340688	0.004900085721	0.016955346670	25	0	
2500000	583.844345	1	-1.016385944267	1.075598666038	-0.014009762423	0.035709289201	0.000072495421	0.987503452886	N\A	0.039464945135	0.004542824657	0.015414355717	34	1	
2550000	575.655096	1	-0.922411901610	0.995251549961	0.001063568482	0.026840390865	0.000081404972	0.983626958832	N\A	0.042108500532	0.004891955838	0.016444280884	47	2	
2600000	571.978246	1	-0.879350398006	0.997305394775	-0.005712207307	0.038631822782	0.000096027729	0.984751542258	N\A	0.039745307948	0.004256114040	0.016943997446	45	1	
2650000	573.555015	1	-1.071718369380	1.116333126625	-0.013486105203	-0.003833781885	0.000078483995	0.984142211004	N\A	0.039759264929	0.004356582167	0.016258878880	37	0	
2700000	566.537177	1	-1.077952198185	1.122430752525	-0.013720116098	-0.007928477824	0.000082528267	0.981968471866	N\A	0.042557502373	0.005269178737	0.016893691935	35	2	
2750000	564.545063	1	-0.822242477049	0.976961643478	-0.004316625959	0.050604564642	0.000076580290	0.983955879290	N\A	0.044067224100	0.005086764134	0.017520256752	34	0	
2800000	562.360265	1	-0.959045935264	1.041167793033	-0.007100745120	0.022977081304	0.000084002156	0.982104907884	N\A	0.045002149680	0.005155917358	0.018076424262	40	0	
2850000	572.642285	1	-0.911240130129	1.025216610994	-0.011962554578	0.053276211895	0.000090067393	0.988229832338	N\A	0.033837060766	0.003869899336	0.013817501032	28	0	
2900000	575.835279	1	-0.884086999312	0.982858783982	-0.005200003338	0.068897732882	0.000084048683	0.983730293563	N\A	0.042533050537	0.004822798191	0.017673007198	37	0	
2950000	575.101151	1	-1.066509788021	1.121714338367	-0.020132044041	0.022251545433	0.000071065372	0.985744226529	N\A	0.035928423324	0.004873374169	0.016429985527	32	1	
3000000	576.126616	1	-0.895820721395	1.013158303617	-0.008862747439	0.051403082500	0.000072685648	0.987710863494	N\A	0.039128948481	0.004161011791	0.015721521941	31	2	
3050000	559.609092	1	-1.013625274773	1.094113746794	-0.018956739690	0.031973766342	0.000081702621	0.982909080717	N\A	0.040474570160	0.004598923125	0.016562443898	37	1	
3100000	565.996214	1	-1.122856940736	1.134331914355	-0.012106873105	-0.019403563546	0.000092681164	0.984140172888	N\A	0.041219198582	0.005297198276	0.017311608689	25	0	
3150000	576.152191	1	-0.944357296612	1.034295727728	-0.011508828824	0.055218830586	0.000082518465	0.988308532081	N\A	0.038512080367	0.004187028942	0.016017243772	33	1	
3200000	560.377796	1	-0.802161502481	0.949707526218	-0.000194358851	0.058649655772	0.000077641910	0.981037755484	N\A	0.042026397338	0.004698832348	0.017652982173	33	3	
3250000	569.816547	1	-1.065206348770	1.111303579211	-0.016416679796	0.021578599333	0.000081309970	0.985963510783	N\A	0.040075920213	0.004648507212	0.016285077427	31	0	
3300000	576.462938	1	-0.773049158187	0.935260657277	0.000666517160	0.056384497512	0.000072457393	0.983398124954	N\A	0.042441920061	0.004597826586	0.017608709680	37	0	
3350000	577.877170	1	-0.925321549126	1.024533589073	-0.007528303071	0.028541488041	0.000064842535	0.982491589580	N\A	0.044579026540	0.005199890397	0.017700772978	42	2	
3400000	575.027325	1	-0.826700739716	0.969290704320	-0.003151358472	0.056331346625	0.000100578781	0.987824961361	N\A	0.038299245260	0.003990444841	0.015943776659	42	1	
3450000	567.406506	1	-0.955259908928	1.038197129034	-0.006408909629	0.023101408643	0.000070295233	0.982049206323	N\A	0.042126575710	0.005468235796	0.017791677240	37	1	
3500000	577.210949	1	-1.130662499120	1.145668659040	-0.012637886624	-0.022350554767	0.000064422627	0.983782303277	N\A	0.040828502219	0.005064917389	0.017823507471	36	1	
