Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m5-glob-005.txt
Log File Name:                   PAL_d1_m5-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1946419876
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m5-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	475.483845	1	-1.290733189080	1.174467635633	-0.039132631430	0.000198486745	0.965905671821	N\A	0.031013346929	0.004808491594	40	24	0.007267486358	Global Trend	
1050000	460.330507	1	-1.348539340241	1.177011956325	-0.039038272007	0.000230014635	0.959564209049	N\A	0.035476517141	0.005565570050	39	18	0.005999181257	Global Trend	
1100000	481.936094	1	-1.541667760147	1.258948157142	-0.052247162785	0.000185715820	0.969913952865	N\A	0.032139797958	0.004877918879	29	17	-0.000395483272	Global Trend	
1150000	433.559346	1	-1.136205795994	1.219464053659	-0.045671545562	0.000180899760	0.955016802758	N\A	0.038874202559	0.005838645141	45	15	0.003383050533	Global Trend	
1200000	471.441086	1	-1.002981533003	1.157829161305	-0.039700464133	0.000119595357	0.959881774308	N\A	0.033761870291	0.005101495987	34	18	0.004335189521	Global Trend	
1250000	466.175268	1	-1.155108661590	1.216879949420	-0.043386009590	0.000030161969	0.975324444945	N\A	0.030672482507	0.005049090390	34	19	0.000803513081	Global Trend	
1300000	475.724767	1	-1.181494821353	1.207078746037	-0.044765216690	0.000027012683	0.963966895741	N\A	0.033663904551	0.004978861067	39	17	0.000539025331	Global Trend	
1350000	449.145273	1	-1.086837030338	1.207480053912	-0.044131335874	0.000136543494	0.954108305777	N\A	0.038184003491	0.005535589178	32	14	0.003336144398	Global Trend	
1400000	462.064243	1	-0.976239488930	1.120714285396	-0.033005890209	0.000147620722	0.961240774592	N\A	0.035993013483	0.005500615499	33	22	0.002797184362	Global Trend	
1450000	471.293440	1	-1.178601658502	1.249149704251	-0.054090524480	0.000191962562	0.959288550727	N\A	0.039615629852	0.006129870375	37	20	0.003929173562	Global Trend	
1500000	450.541777	1	-1.131882975832	1.232579213366	-0.049660595283	0.000203632074	0.953777505714	N\A	0.038777771547	0.005935627601	41	18	0.004139580050	Global Trend	
1550000	456.590603	1	-1.242310746460	1.261175916855	-0.053079562847	0.000137265751	0.958758759556	N\A	0.035936503339	0.005401389894	34	16	0.001867001339	Global Trend	
1600000	472.952053	1	-1.079925459709	1.202350987679	-0.043214030454	0.000088957815	0.959066214910	N\A	0.042998624276	0.006626196478	41	18	0.001482764848	Global Trend	
1650000	459.675678	1	-1.213865511424	1.168233727852	-0.035895847642	0.000187872413	0.955328750792	N\A	0.043948123097	0.006727454122	24	20	-0.000324373136	Global Trend	
1700000	461.991871	1	-1.104757392120	1.218516762208	-0.044054745034	0.000233623080	0.960053668063	N\A	0.031503594742	0.004742676405	30	18	0.006246378158	Global Trend	
1750000	479.012040	1	-1.729550365392	1.274052232237	-0.052760156868	0.000165671802	0.960696054073	N\A	0.039798530364	0.006088787060	39	20	0.002300567479	Global Trend	
1800000	460.428420	1	-1.626977708937	1.221990287488	-0.048423472578	0.000283804867	0.956299426084	N\A	0.045288964606	0.007052952094	33	19	-0.001438922939	Global Trend	
1850000	459.671160	1	-1.438778407368	1.131092955306	-0.030939189745	0.000241403817	0.958972485567	N\A	0.041005314597	0.006450623761	44	19	0.003576796436	Global Trend	
1900000	455.517373	1	-1.072016575590	1.139830279911	-0.035874705714	0.000232394216	0.955747681996	N\A	0.039838137565	0.006069114369	40	18	0.001910177999	Global Trend	
1950000	448.291362	1	-1.644545616546	1.316898857695	-0.062094310625	0.000255533219	0.953872150361	N\A	0.048126911183	0.007536673102	42	15	0.001158728636	Global Trend	
2000000	459.151346	1	-1.044712339244	1.192203521695	-0.044408006669	0.000190544509	0.953946885434	N\A	0.042793792077	0.006386748118	35	18	0.001791384317	Global Trend	
2050000	460.669288	1	-1.447220746757	1.253100919825	-0.051639553858	0.000184716390	0.954104420023	N\A	0.038349164508	0.005501427068	31	16	0.004167515659	Global Trend	
2100000	475.619733	1	-1.383204030123	1.225498968204	-0.046038380436	0.000154697683	0.964534674310	N\A	0.037021069462	0.005569981918	42	19	0.003036948935	Global Trend	
2150000	460.891462	1	-1.473749899888	1.203271503085	-0.045635550916	0.000234269030	0.957441660203	N\A	0.038580544065	0.005549847266	32	18	0.003464982480	Global Trend	
2200000	470.473725	1	-1.118750474464	1.250241626913	-0.048093270569	0.000223530166	0.960954418659	N\A	0.033118130307	0.005148954119	33	17	0.007465036666	Global Trend	
2250000	468.653143	1	-1.045197086497	1.220603303330	-0.045880405138	0.000171296477	0.960622501682	N\A	0.033805036720	0.005204091859	41	18	0.005812371751	Global Trend	
2300000	449.724073	1	-0.867256503344	1.276307312234	-0.056088582845	0.000221767762	0.957795673396	N\A	0.042207834379	0.006507155427	33	21	0.003340728836	Global Trend	
2350000	479.969215	1	-1.257151838591	1.194924624011	-0.040703352037	0.000155991547	0.964229736516	N\A	0.035591399792	0.005278736216	35	21	0.000888512783	Global Trend	
