Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m6-glob-003.txt
Log File Name:                   SCH_d1_m6-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3165986962
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m6-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.179389
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	466.217881	1	-1.393073782531	1.063972590831	-0.067089055322	0.000151783968	0.999638953499	N\A	0.018433376640	0.018305811163	28	3	-0.340161503134	Global Trend	
1050000	468.768135	1	-1.504065245962	1.015522831895	-0.025256561052	0.000115254412	0.970794647798	N\A	0.031907946174	0.023159220586	30	3	0.012500819301	Global Trend	
1100000	475.642561	1	-1.458476009451	1.057593016917	-0.054839535925	0.000101963255	0.999774178188	N\A	0.015497060306	0.015454967954	38	4	0.194185092730	Global Trend	
1150000	478.009861	1	-1.504448741620	1.059821007969	-0.059427017983	0.000038814533	0.999991989056	N\A	0.017306424230	0.017304647167	44	2	0.405772593757	Global Trend	
1200000	491.742564	1	-1.565790250186	1.089840982761	-0.081888049713	0.000011224354	0.995573963169	N\A	0.017002661885	0.015402196822	42	5	0.004220299470	Global Trend	
1250000	480.255464	1	-1.525679947071	1.061851107753	-0.061400271475	0.000035413199	0.999976538310	N\A	0.015590901051	0.015580072768	36	4	0.194117430382	Global Trend	
1300000	486.335001	1	-1.516175929617	1.081344546980	-0.081359238959	0.000004385195	0.999999979633	N\A	0.015583596429	0.015583743738	45	7	-0.794768784913	Global Trend	
1350000	476.593485	1	-1.597010506779	1.119240176464	-0.120202591536	0.000025706760	0.988733150464	N\A	0.020793351975	0.017310797036	44	4	0.004569988442	Global Trend	
1400000	472.715564	1	-1.538336111452	1.040596990323	-0.049167457439	0.000106833717	0.975160074174	N\A	0.030437593068	0.021790218599	32	9	0.010449987319	Global Trend	
1450000	485.234954	1	-1.531947675243	1.057965323794	-0.058037931329	0.000076760155	0.999743950106	N\A	0.016516979346	0.016446721278	38	7	0.107004061844	Global Trend	
1500000	478.738505	1	-1.439603456359	1.046294316090	-0.060053382249	0.000089990701	0.983074638891	N\A	0.023827087557	0.019057470673	39	5	-0.016169290402	Global Trend	
1550000	460.932835	1	-1.405587658024	1.054615560491	-0.054032219834	0.000122694766	0.999991399728	N\A	0.018063205815	0.018060657788	25	3	1.520648343899	Global Trend	
1600000	453.518908	1	-1.522353209211	1.061753345342	-0.061944648382	0.000113766647	0.999958404500	N\A	0.019009662986	0.019014537174	33	4	-0.617676912195	Global Trend	
1650000	471.252688	1	-1.439899237075	1.084252118697	-0.076705253089	0.000137443593	0.998962190547	N\A	0.018205654557	0.017901403679	40	4	0.111326948858	Global Trend	
1700000	466.923561	1	-1.510988151588	1.097820568645	-0.096324678154	0.000142825822	0.999943426287	N\A	0.018684191627	0.018684231508	40	2	0.574484512275	Global Trend	
1750000	467.248337	1	-1.523154519410	1.073864459769	-0.065821305042	0.000087318003	0.996896716647	N\A	0.018359722646	0.017589318446	47	1	0.041269049543	Global Trend	
1800000	460.136599	1	-1.468852239212	1.001923674019	-0.003856374031	0.000175228461	0.998576651283	N\A	0.019168091169	0.018837137725	39	2	-0.125725194918	Global Trend	
1850000	477.932709	1	-1.408265348093	0.965350734143	0.005724087466	0.000117608156	0.966223453694	N\A	0.034663020953	0.024081364696	36	7	0.005278962546	Global Trend	
1900000	480.417010	1	-1.541906166583	1.058033921118	-0.058230721843	0.000056274134	0.999985703242	N\A	0.015696865016	0.015696559610	33	3	-0.397707090954	Global Trend	
1950000	484.724828	1	-1.423054980770	1.031276111868	-0.047745472021	0.000022422909	0.996139396795	N\A	0.018818421635	0.017535449330	37	6	-0.011204795620	Global Trend	
2000000	475.505587	1	-1.511423203888	1.051538470713	-0.050100498260	0.000028854526	0.999746804371	N\A	0.016872191274	0.016806413881	39	6	0.032886072700	Global Trend	
2050000	458.694917	1	-1.579397910147	1.105741390255	-0.103095816813	0.000107037378	0.998423611966	N\A	0.019145341385	0.018703871126	27	2	0.079650876973	Global Trend	
2100000	482.080719	1	-1.463249973971	1.073928851046	-0.072511267698	0.000107255681	0.999867084744	N\A	0.013721219879	0.013686492949	35	6	0.317630932869	Global Trend	
2150000	465.392712	1	-1.559732924538	1.118562826741	-0.117540933510	0.000101691699	0.999723740466	N\A	0.018157939941	0.018063206259	39	4	0.167215965037	Global Trend	
2200000	471.148867	1	-1.520855993438	1.073001784735	-0.072262231222	0.000131582975	0.998350287889	N\A	0.016904244700	0.016275382656	28	4	0.114864249400	Global Trend	
2250000	464.727298	1	-1.451381671782	1.056691915833	-0.059884039326	0.000113496709	0.999326012026	N\A	0.018064773980	0.017882523395	35	2	-0.151619914877	Global Trend	
2300000	471.968254	1	-1.490548965745	1.057163413075	-0.056504600089	0.000110207365	0.999981072148	N\A	0.016539655255	0.016536941191	36	4	0.692885181325	Global Trend	
2350000	474.717417	1	-1.586418181650	1.055510526407	-0.045937388785	0.000097689293	0.971963827366	N\A	0.032269493677	0.023132748329	43	4	-0.005171991078	Global Trend	
2400000	481.958720	1	-1.533640592716	1.082522627881	-0.078151517366	0.000082979713	0.996686149546	N\A	0.016914997199	0.015824417344	34	5	0.040222324145	Global Trend	
2450000	467.544552	1	-1.601229487683	1.083571789212	-0.083430198418	0.000108020721	0.999817021616	N\A	0.017032559746	0.016985221186	40	3	-0.201080849016	Global Trend	
2500000	478.816936	1	-1.488447574215	1.068753251994	-0.062021465618	0.000113357190	0.997945021723	N\A	0.017382663766	0.016782244093	40	7	0.067780888677	Global Trend	
2550000	461.282293	1	-1.386902803169	0.975814970404	0.003733608600	0.000060082080	0.984744725550	N\A	0.024031878356	0.019514402006	42	9	-0.010842382573	Global Trend	
2600000	467.664874	1	-1.468274864795	1.031444969625	-0.031638121864	0.000086305186	0.999989292681	N\A	0.017783083643	0.017770812782	39	4	-0.693927079510	Global Trend	
2650000	482.851466	1	-1.633678317932	1.100001170611	-0.097555604958	0.000103913288	0.998779546196	N\A	0.017729655507	0.017422671849	34	8	-0.097214777251	Global Trend	
2700000	475.657583	1	-1.566016590625	1.078403312167	-0.078327357779	0.000110840491	0.999990275116	N\A	0.017305797292	0.017298316223	42	3	0.944011934435	Global Trend	
2750000	484.348503	1	-1.521081774385	1.062696800482	-0.056468964521	0.000055811892	0.998041714042	N\A	0.016855685136	0.016298461704	37	4	0.036824851797	Global Trend	
2800000	469.421191	1	-1.571490079435	1.074731047668	-0.075312513278	0.000153215105	0.981572528351	N\A	0.025505561275	0.019914009406	36	5	-0.018716351563	Global Trend	
2850000	472.223735	1	-1.483098595299	1.030339324844	-0.031670400475	0.000106673901	0.996856144702	N\A	0.017645665903	0.016604770948	34	4	-0.057064329640	Global Trend	
2900000	466.454775	1	-1.612299060802	1.111134736489	-0.110949320781	0.000113431137	0.999946845106	N\A	0.018496949395	0.018505077860	31	3	0.500699777026	Global Trend	
2950000	479.445150	1	-1.542232478166	1.048983736225	-0.046961754986	0.000079117981	0.996144117498	N\A	0.017273781733	0.015955614548	34	7	0.046498059669	Global Trend	
3000000	479.756622	1	-1.513255593135	1.064235234648	-0.078080838322	0.000082507953	0.972633570325	N\A	0.033566680991	0.023439695425	37	6	-0.003181545950	Global Trend	
3050000	485.362123	1	-1.465917786119	1.047514707199	-0.047770614058	0.000093007282	0.999983347950	N\A	0.014447158519	0.014444743848	37	8	-0.660309373104	Global Trend	
3100000	474.503351	1	-1.500533263244	1.057720601509	-0.057579801825	0.000074139114	0.999998079305	N\A	0.015629224081	0.015627071759	35	5	1.104250262439	Global Trend	
3150000	492.963753	1	-1.495391802851	1.062529610156	-0.063080019251	0.000055751256	0.999927273025	N\A	0.016804901892	0.016801869863	37	7	-0.215091504750	Global Trend	
3200000	470.663200	1	-1.324249111132	1.058865375751	-0.065786766247	0.000163378012	0.999458937108	N\A	0.017487261148	0.017354468762	44	4	-0.193372527510	Global Trend	
3250000	473.051343	1	-1.386711856820	0.992653289175	-0.031729856907	0.000117285939	0.964068150032	N\A	0.038011640571	0.026068413313	26	4	-0.004519647751	Global Trend	
3300000	483.420529	1	-1.464543359705	1.077691496083	-0.079547670467	0.000139661787	0.999637475201	N\A	0.016530219842	0.016426623079	24	9	-0.256192485936	Global Trend	
3350000	480.503902	1	-1.469921994159	1.044381648128	-0.048857488093	0.000066369355	0.998434798282	N\A	0.017072509553	0.016550200817	40	5	-0.039458053783	Global Trend	
3400000	469.551810	1	-1.641194839593	1.087537391447	-0.071548034720	0.000068819412	0.978605141688	N\A	0.027623122717	0.020986125403	38	5	-0.006595267251	Global Trend	
3450000	460.344597	1	-1.535793009936	1.041929326659	-0.041078237600	0.000105048181	0.999477670591	N\A	0.015824971501	0.015664843434	40	5	0.110605706293	Global Trend	
3500000	466.612157	1	-1.576233793591	1.129387564998	-0.128412621627	0.000113662476	0.999662458490	N\A	0.017357698243	0.017240523459	33	5	0.210071140518	Global Trend	
3550000	463.490579	1	-1.474280731424	1.060664748026	-0.059668673969	0.000132280113	0.999877525356	N\A	0.018087059852	0.018064087755	39	4	0.382205532547	Global Trend	
3600000	478.970248	1	-1.485047287008	1.057981259569	-0.063084783033	0.000101150096	0.997581385456	N\A	0.017617961864	0.016886745688	36	4	-0.069479307030	Global Trend	
3650000	480.002859	1	-1.466565784418	1.049703109940	-0.051472976509	0.000089992195	0.999792622611	N\A	0.015783889193	0.015714933862	48	5	-0.179658998981	Global Trend	
