Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m3-glob-004.txt
Log File Name:                   MES_d1_m3-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2325587189
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m3-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	457.053939	1	0.695891846152	0.706014967553	-0.032379193889	0.000248743922	0.948650254557	N\A	0.017418190355	0.003949739286	38	8	0.000043492813	Global Trend	
1050000	449.851722	1	0.741285368244	0.740314206966	-0.044648703091	0.000309280463	0.941333795711	N\A	0.019094125098	0.004441694614	27	9	-0.000634446131	Global Trend	
1100000	460.405290	1	0.805406665700	0.720304525115	-0.033279636539	0.000243890843	0.947636735857	N\A	0.018455233823	0.004369888447	33	12	-0.001969835803	Global Trend	
1150000	451.129775	1	0.680211263634	0.756475474608	-0.045449052918	0.000288838123	0.945046565128	N\A	0.019807221077	0.005001876132	41	10	-0.000079755773	Global Trend	
1200000	456.410852	1	0.647633582727	0.728361678355	-0.038722242600	0.000359351201	0.951860488837	N\A	0.016679671937	0.003924061679	40	9	-0.001042761862	Global Trend	
1250000	463.951522	1	0.722588339833	0.706398025385	-0.030065077483	0.000302577679	0.960767791230	N\A	0.015969371177	0.004190073960	36	11	0.000889773969	Global Trend	
1300000	466.702692	1	1.038048115031	0.735973273022	-0.037142676117	0.000246170613	0.954623838751	N\A	0.016583023155	0.004115381114	34	10	-0.001771833119	Global Trend	
1350000	463.340443	1	0.706834220271	0.766493582068	-0.044805459011	0.000142699327	0.953168360586	N\A	0.016956394202	0.003925090496	52	10	-0.000670939366	Global Trend	
1400000	460.535843	1	0.722742577249	0.758079017541	-0.046563073866	0.000229021999	0.951872322541	N\A	0.018484403904	0.004786274606	31	10	-0.000829072220	Global Trend	
1450000	458.148287	1	0.712999182452	0.751597160878	-0.039210944934	0.000301997857	0.951749528518	N\A	0.018790112187	0.004861124648	35	9	-0.001274309752	Global Trend	
