Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m9-glob-004.txt
Log File Name:                   PAL_d1_m9-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            943492865
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m9-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	Global Trend	
1500000	459.997140	1	-0.777026048107	0.975979064297	0.000237907268	0.074088843132	-0.024465772184	0.000239586230	0.992864974634	N\A	0.032438656876	0.004719773738	0.034395858202	0.006224610393	48	15	0.066668266394	Global Trend	
1550000	476.422546	1	-1.528782089286	1.506478174399	-0.090248739282	-0.118270096758	0.028068385722	0.000188579773	0.960992033544	N\A	0.091858908153	0.012715118003	0.042019498810	0.007439692985	40	21	0.001224900946	Global Trend	
1600000	471.771502	1	-1.450262631524	1.481513029804	-0.092443936842	-0.075383025191	0.023273172289	0.000179267146	0.964282999074	N\A	0.069320099235	0.009834976176	0.035438150380	0.006353430190	34	23	0.000715861464	Global Trend	
1650000	451.346328	1	-1.382746003428	1.335842791556	-0.065292466429	-0.024708758445	0.010014811614	0.000215782820	0.954654361977	N\A	0.101946696616	0.012768926963	0.049437342692	0.007776439041	32	18	0.001547047062	Global Trend	
1700000	459.152955	1	-1.227441229015	1.366044672418	-0.075859054249	-0.013688145523	0.015095443024	0.000216100585	0.957683483856	N\A	0.093088425085	0.013251910106	0.042670646446	0.007642860656	37	16	0.003687782001	Global Trend	
1750000	441.427983	1	-1.220528803872	1.348311491476	-0.065915977906	-0.059269534646	0.014287747548	0.000185930124	0.955691760582	N\A	0.093095285943	0.013591629616	0.040624096521	0.007575536083	50	13	0.002697321817	Global Trend	
1800000	447.409447	1	-0.723043659187	0.903210333368	0.006200596174	0.105432728705	-0.025442351190	0.000180823552	0.997521859544	N\A	0.033604941733	0.004579288324	0.036183950820	0.005658214887	36	16	-0.104572916890	Global Trend	
1850000	469.776146	1	-0.644429587459	0.872208732933	-0.015630308383	0.157840735359	-0.016250182680	0.000075734063	0.999646311023	N\A	0.033091997408	0.004185191104	0.035896069777	0.005624395912	40	17	-0.104374947721	Global Trend	
1900000	447.460991	1	-0.736728356748	0.879920890564	-0.006547390661	0.132230646548	-0.016662436465	0.000189317755	0.963343571339	N\A	0.048293543183	0.006562673526	0.038494970522	0.006346772431	35	14	-0.018070753081	Global Trend	
1950000	465.061396	1	-1.173007025420	1.242690019540	-0.050622224789	-0.031730338563	0.006991105280	0.000206815378	0.957856310707	N\A	0.090218424125	0.012605018861	0.041698889030	0.007540568670	36	12	0.002869072090	Global Trend	
2000000	454.571054	1	-0.882789889577	1.032052634014	-0.022917212164	0.056532553440	-0.007113305697	0.000068084044	0.962189503179	N\A	0.052974968036	0.007771389585	0.034867056046	0.006281473690	45	10	0.002836322363	Global Trend	
2050000	452.328656	1	-0.722687636984	0.951958243405	-0.015166913219	0.065870577831	-0.005096567996	0.000209338438	0.998451931632	N\A	0.033040009248	0.003983110322	0.035200818813	0.005672370685	39	13	-0.123649033691	Global Trend	
2100000	472.248370	1	-0.751502262345	0.927874642195	-0.004903530315	0.108672753182	-0.022106000337	0.000185329414	0.990201097451	N\A	0.031408769260	0.004602480948	0.032594659627	0.005627039458	31	18	0.048882873359	Global Trend	
2150000	467.198876	1	-1.141390802611	1.237953737233	-0.037583932758	-0.064779295206	0.000282762520	0.000170594555	0.959948328397	N\A	0.069084437958	0.010170258680	0.034207146915	0.006177713175	46	15	0.004061520769	Global Trend	
2200000	463.829093	1	-1.422661262530	1.382800435580	-0.065423118527	-0.087092746723	0.013825689617	0.000224083074	0.985938666796	N\A	0.097111661074	0.015325054920	0.030749595827	0.007564739650	42	14	0.000821883971	Global Trend	
2250000	460.461681	1	-1.333616405459	1.331785564770	-0.052539630468	-0.075984586660	0.003175794515	0.000189745946	0.958958530624	N\A	0.078422918387	0.010750598339	0.037947158566	0.006850851474	31	15	0.000167268323	Global Trend	
2300000	456.376026	1	-1.120268054689	1.111146315601	-0.024741545436	0.037035486501	-0.015560500497	0.000141439130	0.955539762853	N\A	0.123229811419	0.018326673564	0.050913275563	0.009374202909	37	14	-0.000079157532	Global Trend	
2350000	476.407138	1	-1.105411827571	1.230495723992	-0.041722599373	-0.030155344198	0.002729696689	0.000257146565	0.958247885740	N\A	0.087569463392	0.011978298734	0.043910274834	0.007828316233	41	17	0.004620072061	Global Trend	
2400000	461.828739	1	-1.215472072476	1.293002236368	-0.046434217192	-0.045507183436	-0.000476724996	0.000172154794	0.955546714798	N\A	0.091271483648	0.013190579431	0.041644471398	0.007662532949	39	14	0.002729751903	Global Trend	
2450000	453.253480	1	-0.582477042088	0.832208802905	-0.001437396856	0.186369044537	-0.027019932306	0.000286238018	0.995239726748	N\A	0.032935327015	0.004162757232	0.035161773300	0.005283251560	43	14	-0.101406544270	Global Trend	
2500000	477.248020	1	-0.794369449458	0.913830439528	-0.004292239843	0.118625579817	-0.026365855820	0.000212873430	0.999286959060	N\A	0.031911768176	0.004219205642	0.034468343194	0.005865682509	33	21	0.215751294825	Global Trend	
2550000	458.660637	1	-0.789969708810	0.896202502109	0.007087138361	0.129282307336	-0.033850639979	0.000099199314	0.999409529583	N\A	0.034244193499	0.004773745735	0.037124645856	0.006013277749	24	16	-0.129789099729	Global Trend	
2600000	472.147188	1	-1.373808911241	1.360545306097	-0.076296514430	0.009526218738	0.009090124971	0.000149296025	0.962326068791	N\A	0.079441141897	0.009334734831	0.042065026701	0.006405314965	40	17	0.002268653050	Global Trend	
2650000	474.219860	1	-1.310932189999	1.380002757099	-0.074227970290	-0.084732461557	0.021675219419	0.000203998956	0.962606082866	N\A	0.083707544021	0.010772557653	0.041280403328	0.006761028347	30	17	0.002491465878	Global Trend	
2700000	458.414060	1	-1.408359130771	1.405053384469	-0.084462449022	-0.024854642706	0.016631521144	0.000131310229	0.954500960356	N\A	0.101060099344	0.011744057072	0.049967311484	0.007681285967	35	16	0.000732588678	Global Trend	
2750000	476.654565	1	-1.372123306364	1.383004971723	-0.082581337580	-0.047734726940	0.023465877084	0.000106992991	0.962593965030	N\A	0.075131386538	0.009175421708	0.039366844790	0.006350340780	38	21	0.001487743889	Global Trend	
2800000	455.419323	1	-0.999932452785	1.169881554485	-0.034597087582	-0.000151314406	-0.003230141403	0.000134255397	0.958780014943	N\A	0.067236512264	0.009052303861	0.040406508550	0.006554380402	34	15	0.006028319328	Global Trend	
2850000	464.256580	1	-0.829477279611	0.969942870586	-0.003347093809	0.076367705985	-0.021721085030	0.000197982152	0.979340609919	N\A	0.038225870068	0.004826285498	0.037290440478	0.005625280699	37	14	0.031422607428	Global Trend	
2900000	453.603865	1	-1.117943997224	1.292668408271	-0.055287768252	-0.041214253873	0.008538062292	0.000266333482	0.961661075141	N\A	0.069303397079	0.009923429381	0.036855045267	0.006943199074	43	14	0.006302490483	Global Trend	
2950000	462.064974	1	-1.194473995052	1.256765394745	-0.052054999000	-0.014116229164	0.005613585062	0.000187998406	0.963641734932	N\A	0.091389315008	0.014867380363	0.039227927403	0.008035418022	32	16	0.001567067875	Global Trend	
3000000	455.572098	1	-0.669127548971	0.895165692360	-0.010946731910	0.135301436714	-0.016139392994	0.000188007349	0.999621827029	N\A	0.033571145038	0.004406892250	0.036159004348	0.005732573929	42	12	0.259751030317	Global Trend	
3050000	443.472916	1	-0.680112301681	0.918242703331	-0.010171033570	0.162893423605	-0.031048923952	0.000176414308	0.968678305632	N\A	0.043280000446	0.005760100256	0.040338810002	0.006097246281	32	16	0.022368613022	Global Trend	
3100000	459.494137	1	-0.648782266823	0.907256570924	-0.016160081472	0.113029862173	-0.008127222161	0.000280841171	0.998038337425	N\A	0.032570991534	0.004046305612	0.034836603010	0.005615883785	42	14	-0.186119501168	Global Trend	
3150000	459.164568	1	-0.656207532061	0.911778881224	-0.015191551640	0.116089833057	-0.011894757161	0.000212398117	0.999978603117	N\A	0.031057200559	0.004124113623	0.033771057981	0.005640043320	46	17	1.183172805052	Global Trend	
3200000	444.441450	1	-0.708752973696	0.930293803786	-0.010387049480	0.094319955736	-0.016714902128	0.000281409597	0.998856589499	N\A	0.032910345438	0.004393848196	0.035536549151	0.005880932711	35	13	-0.270564887464	Global Trend	
3250000	459.710309	1	-0.717512497174	0.942806452979	-0.007406959627	0.090264744191	-0.022131646664	0.000194278971	0.999389849924	N\A	0.027879204745	0.004277201496	0.030357953160	0.005170712035	50	14	0.228606099350	Global Trend	
3300000	468.481733	1	-0.660895271134	0.976965042698	-0.012510865537	0.059823453978	-0.010094667468	0.000307874188	0.996019247686	N\A	0.029797730929	0.004558463718	0.031809332080	0.005806542058	47	18	0.129344592663	Global Trend	
3350000	471.127203	1	-0.708327022696	0.931198027315	0.001932126963	0.082297294096	-0.019814740098	0.000169177780	0.999398292700	N\A	0.029365350253	0.004372845290	0.031950134268	0.005219328130	31	17	-0.192272129598	Global Trend	
3400000	459.724056	1	-0.781555189631	0.925384328431	-0.005407381978	0.098531547587	-0.018487420628	0.000126912839	0.998833174833	N\A	0.031374109026	0.004462589306	0.033865324530	0.005354168526	33	16	0.096613983604	Global Trend	
3450000	464.558527	1	-0.662528108660	0.991659487037	-0.020025685518	0.082164909337	-0.013410565129	0.000239529144	0.983661908583	N\A	0.035039253282	0.004619964857	0.034458358542	0.005263040699	51	14	0.039314510941	Global Trend	
3500000	463.215707	1	-0.807984736028	1.030558741017	-0.031649836161	0.078227150328	-0.002840158731	0.000455629031	0.965886301964	N\A	0.051062379189	0.006965913415	0.035734715886	0.005866764978	40	13	0.020098897134	Global Trend	
3550000	434.065420	1	-0.948559095803	0.950508512768	-0.001234437201	0.065615942250	-0.015324716056	0.000240939864	0.999554456596	N\A	0.032251725297	0.004456290750	0.035045718790	0.006042711102	32	14	0.259661192123	Global Trend	
3600000	440.693915	1	-0.891353343106	1.019773672018	-0.013706796337	0.025619746116	-0.009519929752	0.000200787018	0.968194854341	N\A	0.041277665886	0.005446187859	0.036431973710	0.005894209851	39	14	0.018550873251	Global Trend	
3650000	465.016785	1	-0.917013907919	0.980694553610	-0.001295383234	0.040666525918	-0.017038168632	0.000094030842	0.996701299920	N\A	0.033657676720	0.004780593523	0.036181991874	0.006057197122	37	16	0.049927526234	Global Trend	
3700000	490.352504	1	-1.235461224563	1.305343811397	-0.069481592875	0.016638161162	0.007751542959	0.000107609416	0.980037831664	N\A	0.061202906206	0.010201879331	0.029138727068	0.006317938041	39	17	0.002432330339	Global Trend	
3750000	474.861919	1	-1.069059132044	1.187364745895	-0.038364409691	-0.001483890701	-0.002976484876	0.000266188018	0.969711417009	N\A	0.068743201751	0.009492894294	0.036623501076	0.006542696344	32	16	0.006401443569	Global Trend	
3800000	486.102084	1	-1.212459243149	1.275503558089	-0.043260925126	-0.064457011407	0.000229962396	0.000160763456	0.966911818403	N\A	0.066693549195	0.010416085741	0.031909029346	0.006648945677	50	17	0.001981949876	Global Trend	
3850000	482.960243	1	-1.268009495971	1.430840428719	-0.085307849188	-0.104634455332	0.029778885501	0.000249453268	0.964502295058	N\A	0.071538719218	0.008867269871	0.037024321152	0.006117943924	31	21	0.001995912453	Global Trend	
3900000	468.680976	1	-1.590853427412	1.558074346776	-0.090771398694	-0.154306131459	0.028853084098	0.000216494790	0.959590786199	N\A	0.086980170593	0.013006310690	0.038755884963	0.007542968234	34	16	0.002190199066	Global Trend	
3950000	450.222771	1	-1.341708290189	1.381330405132	-0.071176234605	-0.096178820246	0.019754359813	0.000172704606	0.955552115789	N\A	0.095467561876	0.011913855387	0.046694143811	0.007326942481	36	18	0.000337775225	Global Trend	
4000000	449.735157	1	-1.349299773500	1.414764643837	-0.077326169754	-0.082269474044	0.022477947329	0.000073986111	0.957584711563	N\A	0.092891638823	0.014774548789	0.042835020424	0.008934641005	38	11	0.000804432156	Global Trend	
4050000	446.386976	1	-0.738247697626	0.944929529799	-0.008239966121	0.089571466881	-0.021155777891	0.000196725930	0.998655814283	N\A	0.022229889528	0.003747769024	0.024410676122	0.004651253984	42	12	0.117579837992	Global Trend	
4100000	470.399476	1	-0.755340215888	0.913077451952	-0.000787977015	0.088252921037	-0.016682897681	0.000115776046	0.980342158992	N\A	0.032949064865	0.004979331904	0.031343767599	0.005244656387	44	12	-0.013355682329	Global Trend	
4150000	454.453104	1	-0.662353822147	0.947995415325	-0.009875570626	0.068926677255	-0.007656418117	0.000187736635	0.999985330083	N\A	0.031325167094	0.004292079771	0.033541329913	0.005150044989	43	18	-1.100736193086	Global Trend	
4200000	445.857939	1	-0.632665670032	0.880735232869	-0.000248326888	0.157351688973	-0.029978747628	0.000167686861	0.996910097847	N\A	0.035530874574	0.004753213543	0.037744266253	0.005854618743	33	14	0.080313787075	Global Trend	
4250000	448.005056	1	-0.966618943082	1.247549403646	-0.049038167395	-0.041343760305	0.004761575760	0.000325997027	0.954276812564	N\A	0.086085429820	0.012091546562	0.045227241664	0.008067716182	32	13	0.008812696138	Global Trend	
4300000	458.201974	1	-0.872774474255	1.015510196972	-0.010249822904	0.023416939031	-0.006381387802	0.000020715592	0.983084719725	N\A	0.032652135100	0.004703304622	0.032041939477	0.005122229833	44	16	0.003165148253	Global Trend	
4350000	447.212399	1	-0.853229544397	1.067361617830	-0.030846870915	0.046064852320	-0.003219390498	0.000145388322	0.963347414811	N\A	0.055538522838	0.007169602090	0.037063726294	0.006092792025	40	11	0.006166787584	Global Trend	
4400000	440.013550	1	-1.130900361994	1.113201172607	-0.015563526483	-0.014412170578	-0.014135389759	0.000177018934	0.950654517929	N\A	0.122638640915	0.017100380931	0.052979476280	0.009180554841	44	12	-0.000915067658	Global Trend	
4450000	464.210690	1	-0.830386975839	0.973597376733	-0.005290960239	0.052181259176	-0.017759137219	0.000127847899	0.999652313429	N\A	0.028298595447	0.004067721836	0.030615179050	0.004915661584	39	13	0.201155786777	Global Trend	
4500000	487.355880	1	-1.351072759961	1.380151096303	-0.068437682715	-0.073014077179	0.017561017622	0.000089483632	0.966261343477	N\A	0.074182928416	0.010979895540	0.036911514497	0.006936124353	38	22	0.000909321313	Global Trend	
4550000	459.851597	1	-0.907558155873	1.080441225526	-0.021173197576	0.001053003586	-0.004046441036	0.000240777531	0.969384263339	N\A	0.043268608731	0.006157455958	0.033975057926	0.005868199437	50	14	0.020180745183	Global Trend	
4600000	463.941658	1	-0.778867086063	0.977564695770	-0.008359653667	0.053706581911	-0.012247122036	0.000184336564	0.994983492813	N\A	0.033057025073	0.004523808990	0.035038026826	0.005754763549	40	13	0.067599690063	Global Trend	
4650000	447.374657	1	-0.866848328552	0.990245111836	-0.008212950009	0.025783999429	-0.011025931027	0.000091965996	0.998857483860	N\A	0.032039302746	0.004545205377	0.034844472032	0.005422872542	38	14	-0.066412776689	Global Trend	
4700000	457.730029	1	-0.734466387836	0.911728968213	-0.002674439900	0.106908704549	-0.016131785182	0.000024440341	0.999995773580	N\A	0.033166909976	0.004533738327	0.035785037193	0.005547738692	48	15	-0.415789867504	Global Trend	
4750000	455.395636	1	-1.260093394457	1.227238819782	-0.048012889629	-0.006661716525	0.004931348945	0.000205210481	0.952556747445	N\A	0.105649721558	0.015497702076	0.045727727778	0.008573186981	41	16	-0.000978738040	Global Trend	
4800000	473.428389	1	-1.069740174695	1.205511942660	-0.054475904926	0.030729542634	0.003011598071	0.000234936517	0.962655891020	N\A	0.094471599612	0.012443900426	0.043401837011	0.007441802519	31	16	0.002081482931	Global Trend	
4850000	458.227323	1	-1.018720585439	1.137069937513	-0.032699437948	-0.011564300309	0.000944365640	0.000327870230	0.958331707858	N\A	0.084400784721	0.012534659363	0.040316389213	0.007473639999	43	16	0.007228604645	Global Trend	
4900000	465.560128	1	-1.433262806832	1.475969333667	-0.084672564416	-0.116392205843	0.026046096612	0.000163805163	0.958345356787	N\A	0.091236264965	0.013358311029	0.042898462185	0.008296141211	41	17	0.002256386217	Global Trend	
4950000	464.354505	1	-1.370250569438	1.450230038962	-0.085107274618	-0.103155156742	0.026217293752	0.000204538162	0.962280527260	N\A	0.092873791916	0.011932509126	0.045051934011	0.007655146435	35	22	0.001966163383	Global Trend	
5000000	459.633408	1	-1.355055109592	1.505023266329	-0.085180788062	-0.111910181500	0.023549289040	0.000133515510	0.956140370470	N\A	0.085480350642	0.010800549270	0.043663292208	0.006735425210	40	20	0.002534875230	Global Trend	
5050000	455.342196	1	-0.965848875451	0.986570910028	-0.018374432439	0.095497048435	-0.010290315621	0.000194036588	0.962215244197	N\A	0.093414902172	0.013225833059	0.045817873576	0.008383817415	54	15	0.002596909581	Global Trend	
5100000	472.343819	1	-0.948864060472	1.087590949230	-0.029655013024	0.057781218458	-0.014083054328	0.000079334798	0.962297362199	N\A	0.068641026980	0.010388834585	0.038392828467	0.006828572067	44	17	0.002336265804	Global Trend	
5150000	491.673451	1	-1.074118094005	1.249678254907	-0.059114329407	0.014294434832	0.005682457673	0.000142437496	0.965072311205	N\A	0.061614507398	0.007841155226	0.034972900989	0.005995434496	40	18	0.004422452947	Global Trend	
5200000	466.847291	1	-1.478265937143	1.444900896497	-0.080812432928	-0.041218871151	0.013866404538	0.000142104498	0.963593955588	N\A	0.075808229008	0.009863821605	0.039501958036	0.006878746940	37	14	0.002147234674	Global Trend	
5250000	449.107384	1	-1.131193126111	1.143608875907	-0.042518910607	0.062131651487	-0.003091979119	0.000089581836	0.962654909330	N\A	0.114512626807	0.016837862530	0.041584657937	0.008555956187	46	14	0.000092183957	Global Trend	
5300000	445.126830	1	-0.679072977127	0.832422414084	0.000405476435	0.180736271725	-0.028173348330	0.000051378932	0.971617351084	N\A	0.042415990226	0.004961003607	0.037080217992	0.005769647695	46	14	-0.003945593690	Global Trend	
5350000	446.888641	1	-0.861676518176	0.983253520990	-0.003096211318	0.033465584729	-0.014769152739	0.000180024210	0.999865902156	N\A	0.033271865476	0.004390958423	0.036003241891	0.005662895670	37	17	-0.314305524300	Global Trend	
5400000	440.352254	1	-0.893684865920	1.011974878104	-0.002622021116	0.010588405519	-0.019535196593	0.000050489658	0.999982715846	N\A	0.035124509393	0.004886012869	0.038324186702	0.006322363199	41	15	0.303541717173	Global Trend	
5450000	466.048361	1	-0.819978141258	0.928049568909	0.006514542466	0.099069661621	-0.033738442408	0.000023940532	0.999982921548	N\A	0.030564083724	0.004190526573	0.033136293005	0.005402739941	40	18	0.143208399038	Global Trend	
5500000	451.929611	1	-1.478414348983	1.432706252022	-0.092231111395	-0.052834525161	0.021054761481	0.000267208300	0.958891890294	N\A	0.105400137819	0.016069109228	0.043776157799	0.008448571037	51	15	-0.000573921504	Global Trend	
5550000	463.144381	1	-1.216241054409	1.354740574424	-0.070797512469	-0.009894495750	0.001864587919	0.000153982689	0.958086245582	N\A	0.076658645430	0.010085100458	0.038954299560	0.006404462471	28	16	0.003349397292	Global Trend	
5600000	474.078110	1	-1.095905466528	1.371601125501	-0.075343162083	-0.023805621941	0.013235403441	0.000249709897	0.957654445571	N\A	0.079743654014	0.010368920024	0.041803842968	0.007052850406	33	18	0.006876781258	Global Trend	
5650000	478.543233	1	-1.031450675236	1.298806540609	-0.078202813717	0.033026903219	0.013658177382	0.000222703840	0.958664845665	N\A	0.073640445736	0.009044247911	0.040329943567	0.006391393618	39	18	0.007419134322	Global Trend	
5700000	442.214927	1	-0.723076405339	0.907344305367	-0.004198661353	0.114142841929	-0.017983992121	0.000224788184	0.999965046712	N\A	0.035748725648	0.004792745704	0.038739315418	0.006151173171	33	18	-1.038494989720	Global Trend	
5750000	469.284519	1	-0.871574761864	0.999781248364	-0.027875035644	0.111329407450	-0.008646746712	0.000068124026	0.961085474610	N\A	0.102280197217	0.014028512833	0.046841424778	0.008266070696	50	17	-0.000702419364	Global Trend	
5800000	446.025597	1	-0.721398070626	0.913184298989	-0.009967751045	0.111472274888	-0.018380697216	0.000212362076	0.997618588243	N\A	0.032532691621	0.004527924872	0.035157435656	0.005696356176	38	13	-0.092561606266	Global Trend	
5850000	464.906927	1	-0.767380496281	0.969864606207	-0.007650698273	0.048669297722	-0.006929062173	0.000082666493	0.999695699964	N\A	0.034387230705	0.004617887721	0.037292971989	0.005886536074	35	14	0.142839442071	Global Trend	
5900000	469.722592	1	-0.903571552698	0.973245413183	0.004453708059	0.047218872928	-0.022760575270	0.000118240086	0.999645093012	N\A	0.014480471670	0.002293835574	0.016022547510	0.003726390921	57	15	0.167990702239	Global Trend	
5950000	454.387349	1	-0.968877099193	1.028520456531	-0.021065217790	0.053546802440	-0.008529346112	0.000212800244	0.956364830828	N\A	0.068403838259	0.009592006715	0.039645251665	0.006909284231	26	17	0.006381270441	Global Trend	
6000000	461.466046	1	-0.723279934038	0.911082130501	-0.002049581989	0.098836372602	-0.019356161219	0.000122601057	0.993878725657	N\A	0.030077976898	0.004689172412	0.031780111180	0.005581708037	35	17	-0.044501974673	Global Trend	
6050000	466.981335	1	-1.321979401661	1.266490986900	-0.056492232354	-0.017143878866	0.007664486028	0.000173838660	0.959141118559	N\A	0.096728596564	0.011941435536	0.046040112967	0.006998486663	39	17	-0.001020122393	Global Trend	
6100000	453.320890	1	-1.005441205105	1.096936344716	-0.031985023826	0.093581849825	-0.015811470988	0.000250780645	0.951106868247	N\A	0.089170368270	0.011224871614	0.047560355678	0.007622132974	35	17	0.004749356180	Global Trend	
6150000	462.240122	1	-1.109670819473	1.135537871160	-0.030879661303	0.021042703066	-0.007047674729	0.000142527164	0.961583080275	N\A	0.086804220944	0.012923339968	0.038690397123	0.007092579149	37	19	-0.000002485522	Global Trend	
6200000	462.647762	1	-0.857314992240	0.999082921172	-0.009496535326	0.025527450416	-0.011796559781	0.000299273279	0.966606304203	N\A	0.043344534524	0.006295886117	0.033276491219	0.006210773504	33	17	0.019052809196	Global Trend	
6250000	453.692691	1	-0.645370450336	0.846420385949	0.001940382417	0.179257082002	-0.037168856951	0.000179832186	0.993528721647	N\A	0.030684407605	0.004846740736	0.032518860738	0.005921456784	47	18	-0.056300246051	Global Trend	
6300000	450.097405	1	-1.282605783849	1.311623096464	-0.071532657226	0.032763089270	0.003734856780	0.000136731084	0.955823684207	N\A	0.090271024391	0.012862863794	0.043795656214	0.007709360709	41	17	0.001823048149	Global Trend	
