Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m8-fab-002.txt
Log File Name:                   DIE_d1_m8-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            515529731
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m8-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	732.427768	1	-1.075727580613	0.995289509719	-0.011475078005	0.051468808858	0.000023371780	0.994130227321	N\A	0.025273092630	0.003294534462	0.010752003272	46	3	
1050000	724.320316	1	-1.030372281446	0.990437989232	-0.013033487123	0.050409195489	0.000027476874	0.991764586662	N\A	0.027619007971	0.003630178587	0.011504393677	27	3	
1100000	726.948249	1	-1.114978374550	1.041405212124	-0.018256668550	0.040745864881	0.000024211106	0.991303036384	N\A	0.029493720419	0.004046504152	0.012510617688	37	3	
1150000	732.937727	1	-1.034960764217	0.996973747189	-0.015183276360	0.055476295157	0.000011981515	0.991643150788	N\A	0.029107344832	0.003727238591	0.012959259956	37	3	
1200000	729.678344	1	-1.105972588590	1.018119646205	-0.011623702041	0.037141305898	0.000025755625	0.991682950735	N\A	0.029658566924	0.004218006510	0.012183251553	30	3	
1250000	728.398611	1	-1.232972731651	1.118230230894	-0.031295859903	0.045821500779	0.000030956288	0.991728885073	N\A	0.029956691016	0.004033207287	0.012392397041	25	3	
1300000	737.579456	1	-1.089373510369	1.014569717325	-0.009040812243	0.021011208382	0.000023442267	0.993364078645	N\A	0.027230162290	0.003883361349	0.011581623169	34	3	
1350000	721.799571	1	-1.080158682393	1.004072871932	-0.008104875474	0.027588254954	0.000024000006	0.991455667773	N\A	0.030345219798	0.003899526428	0.012992790037	37	3	
1400000	732.527623	1	-0.992752363392	0.962443436542	-0.006604943468	0.043038177628	0.000026088016	0.991818169070	N\A	0.027096728310	0.003656931343	0.012221848541	29	3	
1450000	724.019584	1	-1.191950855004	1.084782533894	-0.026908051349	0.052564680547	0.000029380615	0.991201603864	N\A	0.026784970217	0.003322856135	0.011771117808	25	4	
1500000	724.104740	1	-1.045554071197	1.000425611530	-0.011525169190	0.037337474545	0.000016001325	0.992332425386	N\A	0.025732761109	0.003453824368	0.011609903884	46	4	
1550000	732.834037	1	-1.098834732381	1.024832516631	-0.014295982429	0.037522594189	0.000020823504	0.992447380079	N\A	0.028375365610	0.004004336709	0.011283579644	34	4	
1600000	735.602542	1	-1.081191077449	1.012510319875	-0.013103529507	0.040832027649	0.000022919548	0.992774180074	N\A	0.026371686990	0.003404077519	0.010454498505	35	4	
1650000	724.752196	1	-0.974030022755	0.938754593263	-0.000892025911	0.043057942644	0.000021543238	0.992114680971	N\A	0.029596545731	0.004226937923	0.012640601305	33	3	
1700000	745.408296	1	-0.946842252540	0.945704243241	-0.004578052573	0.042599041613	0.000064650096	0.995515109305	N\A	0.019833140763	0.002870555603	0.005936304782	49	5	
1750000	723.361586	1	-1.068244937137	1.018513601583	-0.015681330470	0.041017929303	0.000022689224	0.993019653615	N\A	0.027340967430	0.003769966121	0.011444788794	29	3	
1800000	740.011707	1	-1.059771091396	0.997844731143	-0.007972226535	0.029264389637	0.000017118388	0.992794006443	N\A	0.028156763408	0.003865588249	0.012284158644	47	3	
1850000	723.770102	1	-1.063301019189	0.993429460817	-0.008298514802	0.036862543495	0.000029490994	0.992463313420	N\A	0.027510456600	0.003670238955	0.011503404161	35	3	
1900000	738.158924	1	-1.125458981995	1.034389260560	-0.015826452168	0.042615885837	0.000026962286	0.992387147372	N\A	0.027896078230	0.003549313215	0.011226558580	42	4	
1950000	731.406789	1	-1.113882614826	1.032072840134	-0.015628510573	0.040722200249	0.000030297180	0.991348003288	N\A	0.029227458574	0.003933996900	0.012484617590	37	3	
2000000	718.560346	1	-0.980322185933	0.957001638115	-0.007060712881	0.048389769451	0.000027853778	0.992069023713	N\A	0.027305143270	0.003420353655	0.011440196555	36	3	
2050000	724.284179	1	-0.987712959251	0.965901534935	-0.012694948086	0.069226230296	0.000026908610	0.991941851826	N\A	0.027022804314	0.003596714870	0.011365420248	35	3	
2100000	725.424687	1	-1.099763477211	1.013136878338	-0.008813431861	0.030313689857	0.000030129280	0.991216803524	N\A	0.028919931012	0.004069054052	0.012308361213	42	3	
2150000	722.200296	1	-1.075983533299	1.017323297119	-0.020802987590	0.069942761445	0.000030854636	0.991583260184	N\A	0.027495137355	0.003717209051	0.011772557523	36	3	
2200000	724.199130	1	-1.086065516358	1.011057838576	-0.014236149059	0.054279797738	0.000030065459	0.992117095356	N\A	0.027233698822	0.003917479386	0.007024043330	28	4	
2250000	733.140568	1	-1.019953774964	0.986984281874	-0.011889626325	0.045846212274	0.000033993312	0.991847943408	N\A	0.029019238460	0.003805071824	0.011626187895	33	3	
2300000	709.870414	1	-1.018617212941	0.975110433010	-0.013835238482	0.073596377825	0.000015015440	0.993203737337	N\A	0.028955523853	0.003891757776	0.012081355576	46	3	
2350000	728.499378	1	-1.121022684467	1.033000305048	-0.015634626090	0.040963605576	0.000026236748	0.994139462374	N\A	0.026972552581	0.003344559891	0.010926825014	38	3	
2400000	727.371175	1	-1.162827264832	1.060390490107	-0.017609828076	0.031375115335	0.000029323001	0.992056128868	N\A	0.028730602631	0.003776617299	0.011937977615	41	3	
2450000	728.619435	1	-1.119379502776	1.046181620306	-0.021905015911	0.053965594344	0.000042699275	0.997904131480	N\A	0.023461636727	0.003079475448	0.006502172474	36	3	
2500000	733.566607	1	-1.169898151521	1.065952325010	-0.019111288470	0.030903833989	0.000016792605	0.991191405093	N\A	0.030305020696	0.004105385377	0.012650719396	32	5	
2550000	727.623283	1	-1.129420878168	1.027767988726	-0.015100258205	0.050248627102	0.000029745924	0.991601167816	N\A	0.027439060857	0.004049292659	0.012436042783	28	3	
2600000	722.935865	1	-1.162185812870	1.057361821331	-0.017874478249	0.034362399834	0.000025533701	0.992212268590	N\A	0.026707254085	0.003658058850	0.011191717319	35	3	
2650000	739.975543	1	-1.070320242268	1.011284797985	-0.014630653651	0.047235693435	0.000021143964	0.993399779384	N\A	0.026795759895	0.003689694532	0.011261720935	41	3	
2700000	737.571393	1	-1.148741878763	1.060543661203	-0.018525228741	0.028775173196	0.000024189538	0.992317761150	N\A	0.026945464462	0.003719097987	0.011513681268	39	3	
2750000	729.062428	1	-1.117004576208	1.051180088459	-0.022145919113	0.048200661653	0.000053692669	0.992135858165	N\A	0.026542497091	0.003728869583	0.011371831774	46	3	
2800000	728.075927	1	-1.118162276798	1.050256541020	-0.023455269103	0.055271835380	0.000038839854	0.992941854900	N\A	0.026399566865	0.003553296334	0.009110547615	36	3	
2850000	732.785821	1	-1.026773151562	0.962794104263	-0.005628562111	0.052045564829	0.000026865554	0.992608227483	N\A	0.028034048554	0.003730047156	0.011377324984	45	3	
2900000	733.374454	1	-1.155131188329	1.065915907565	-0.020551166205	0.032695758979	0.000025529953	0.992789309103	N\A	0.027818887652	0.003535978379	0.011783995340	39	3	
2950000	736.837192	1	-1.036474103481	0.988956199859	-0.013059382680	0.053476212827	0.000029269886	0.992988496183	N\A	0.025215077924	0.003355380713	0.011360553947	38	3	
3000000	733.542943	1	-1.035220220122	0.975967350012	-0.007157344388	0.044745716899	0.000021758403	0.991957623406	N\A	0.030969245278	0.004265524757	0.012908665619	37	4	
3050000	728.236201	1	-1.111413086352	1.054184068681	-0.024695229187	0.054034684444	0.000027464102	0.991232196251	N\A	0.026928209936	0.003339516436	0.011785571180	40	3	
3100000	716.481965	1	-1.103390499744	1.037062325241	-0.014969621702	0.027940556309	0.000033123086	0.993282151031	N\A	0.026334343569	0.003232914242	0.010493968058	38	3	
3150000	723.309549	1	-1.120445446424	1.044004680963	-0.011342922568	0.004346100022	0.000023249498	0.991892316597	N\A	0.027459818338	0.003689893193	0.011759026803	41	3	
3200000	727.717807	1	-1.087476910092	1.026172736054	-0.016603165393	0.042990857419	0.000025585018	0.992639220825	N\A	0.027320395357	0.003907813750	0.011649111111	31	3	
3250000	715.668677	1	-1.097895153038	1.029225194817	-0.019384871832	0.056056926340	0.000025442350	0.992012454789	N\A	0.029452167588	0.003952006913	0.011841529060	28	4	
3300000	734.347726	1	-1.038401721388	0.996849260130	-0.013083042530	0.047143817435	0.000025943534	0.992110177520	N\A	0.026783401706	0.003654401315	0.012340698622	46	3	
3350000	721.878872	1	-1.179040994030	1.081012802027	-0.025592509933	0.047182762007	0.000026687628	0.990976729859	N\A	0.027406752037	0.003470972382	0.011707745871	34	3	
3400000	724.428071	1	-1.120633214010	1.036039290995	-0.016763485938	0.044306555158	0.000024720273	0.991648450046	N\A	0.028310813607	0.003922583265	0.012012105461	37	3	
3450000	737.904642	1	-1.053122487194	0.992398402921	-0.011836821720	0.052518370799	0.000034053125	0.992377670414	N\A	0.028237197024	0.004041278300	0.012143207551	45	3	
3500000	732.420756	1	-1.122293166869	1.034995966679	-0.013774547102	0.030147677411	0.000025121973	0.992307944501	N\A	0.028705371050	0.003757346456	0.011342329139	44	3	
3550000	726.880369	1	-1.084830628743	1.028577083140	-0.018446389796	0.047546333140	0.000021325068	0.991799484089	N\A	0.027461736217	0.003724703448	0.011610675235	36	3	
3600000	735.148662	1	-1.103634076672	1.038360338975	-0.018771802226	0.041850406398	0.000025900590	0.991746139214	N\A	0.028674689069	0.003590129168	0.011773004423	35	6	
3650000	731.756966	1	-1.073512428042	1.021071179355	-0.018638992725	0.055684322651	0.000024440806	0.991728554198	N\A	0.028268752495	0.003938754405	0.011805280513	29	3	
3700000	736.763159	1	-0.978209283156	0.950651969909	-0.009771749963	0.071661695685	0.000024008692	0.992063660575	N\A	0.028718137158	0.003886326471	0.012595523056	34	3	
3750000	722.718706	1	-1.099746579071	1.019708448278	-0.015601653156	0.051117525128	0.000024464991	0.991517682964	N\A	0.030665326211	0.004109613454	0.012821331248	40	3	
3800000	720.000728	1	-1.047278842497	0.996514769746	-0.012057091773	0.045230763625	0.000025272314	0.991761332142	N\A	0.027962284077	0.003852742623	0.011843342944	46	3	
