Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m9-VR-005.txt
Log File Name:                   DIE_d1_m9-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2830459198
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m9-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Branch	No RJ Local Node	
1500000	722.680868	1	-1.156585884452	1.048838877365	-0.018388183031	0.056620408726	-0.004495726811	0.000024535410	0.992471706947	N\A	0.062020158126	0.008616876355	0.025485141977	0.004697018122	47	24	
1550000	720.913499	1	-0.955454982643	0.889514598529	0.008917646837	0.079635757077	-0.009888398073	0.000021725351	0.991671832627	N\A	0.056151632147	0.009131000825	0.021773394774	0.004849899780	46	24	
1600000	734.102868	1	-0.934777825988	0.894532187354	0.006738916739	0.079183343863	-0.010289181067	0.000024912880	0.992439276539	N\A	0.053414011676	0.008351556720	0.021834484105	0.004639353851	53	22	
1650000	719.941663	1	-0.911291394227	0.867932692885	0.013174008576	0.068684499333	-0.009424440029	0.000021656778	0.992727259365	N\A	0.054723866755	0.008336065678	0.022578942009	0.004618668712	53	21	
1700000	720.369202	1	-0.806740357127	0.773126239867	0.028814795914	0.122077584454	-0.023711652111	0.000027827344	0.992387503064	N\A	0.057363003238	0.008927653069	0.023040567456	0.004944634566	49	22	
1750000	727.261155	1	-0.709464951598	0.713215864906	0.035764709186	0.128646012128	-0.022940852657	0.000026004987	0.992076262589	N\A	0.065222173870	0.010105301596	0.024692118303	0.005223220743	39	19	
1800000	719.422687	1	-0.776311284681	0.783684152193	0.018219899808	0.118255475416	-0.014609634344	0.000015897733	0.992527322176	N\A	0.053352020610	0.007995621494	0.020389715139	0.003852212542	50	28	
1850000	724.007610	1	-0.983174049077	0.926993302254	-0.000496654588	0.071038507443	-0.005119192088	0.000019732083	0.992786497917	N\A	0.055620326171	0.008690206310	0.021980548158	0.004733460487	38	32	
1900000	737.307824	1	-0.891504947502	0.852277697595	0.012870563530	0.091439157133	-0.012056896180	0.000023161565	0.993197120372	N\A	0.053284100430	0.008480222283	0.020737632563	0.004548322856	41	37	
1950000	721.479584	1	-0.820342496277	0.779981453668	0.026642887193	0.117395397402	-0.020068578024	0.000020700856	0.992500515428	N\A	0.052258222642	0.008204624818	0.021094001702	0.004375292117	45	23	
2000000	721.569301	1	-0.967030503698	0.917889375400	0.003673716896	0.061534090776	-0.005435625565	0.000020907282	0.992045922645	N\A	0.057998414233	0.008867459479	0.022997062000	0.004704138175	42	19	
2050000	711.161218	1	-0.796382873049	0.762486290407	0.031096787781	0.109080986743	-0.019140743797	0.000021691882	0.993034846080	N\A	0.057699682021	0.008936522669	0.022516660141	0.004705634168	43	20	
2100000	719.130867	1	-0.880552058143	0.820707350258	0.021394056237	0.111267107835	-0.020591982722	0.000024059312	0.993088676907	N\A	0.057130893891	0.008806210305	0.022219699481	0.004580657958	53	28	
2150000	723.463082	1	-0.807683351866	0.788917448795	0.023373496909	0.113997613667	-0.019092032600	0.000028895301	0.992418181226	N\A	0.054184450042	0.008526857638	0.021455818132	0.004557880681	57	22	
2200000	714.565338	1	-0.998443700651	0.958538801684	-0.014264469532	0.105064137319	-0.005788204801	0.000032353226	0.991029326252	N\A	0.051971888841	0.007491596182	0.022910846668	0.004369834748	37	19	
2250000	730.644594	1	-1.010845831695	0.944009447987	0.001647056216	0.057579990238	-0.008232439609	0.000017816122	0.992216157914	N\A	0.058348696103	0.008738723956	0.023067597724	0.004485507442	42	27	
2300000	727.240073	1	-0.921173972148	0.861931184157	0.014174844930	0.082147320456	-0.013096803878	0.000025525707	0.992587420817	N\A	0.055822654723	0.008826463494	0.022207749747	0.004821684486	42	19	
2350000	721.594360	1	-0.913938837140	0.858670858806	0.015226117668	0.086021623977	-0.014207804489	0.000011868207	0.991365315782	N\A	0.056564496673	0.008870140112	0.022844573331	0.004924411971	42	27	
2400000	714.894087	1	-1.058249658988	0.989333220613	-0.010241938263	0.048857147348	-0.000058119550	0.000027356474	0.991394741233	N\A	0.058230944755	0.008578142980	0.024134462551	0.004659262149	47	18	
2450000	723.579310	1	-0.832010678892	0.824997123709	0.016023199294	0.099199223272	-0.015002002811	0.000025940756	0.992220353241	N\A	0.054714629449	0.008508550629	0.021477622527	0.004347676684	43	15	
2500000	727.910575	1	-0.874041703478	0.832918260198	0.019332445894	0.095524553223	-0.016340503062	0.000022947277	0.992623657391	N\A	0.054173063506	0.008519783946	0.021821210539	0.004692323619	32	30	
2550000	728.884886	1	-0.918771929620	0.879276737217	0.007360876728	0.098499816770	-0.012407018676	0.000038995332	0.992120151941	N\A	0.055825391673	0.008431919863	0.022607876806	0.004720856665	39	26	
2600000	715.137748	1	-1.043851057725	0.984235683068	-0.013510072715	0.079135195783	-0.003376076308	0.000025280714	0.991759535056	N\A	0.049290225371	0.007371201469	0.021065142445	0.004022875023	48	25	
2650000	714.336261	1	-1.038994247155	0.976807445218	-0.011744337240	0.085178491215	-0.007306182844	0.000030992860	0.991450955300	N\A	0.050759653456	0.007407207902	0.022209579830	0.004261044618	55	27	
2700000	728.682556	1	-0.852710435554	0.822384226083	0.019508130066	0.103726672119	-0.017626398186	0.000013238536	0.993718598683	N\A	0.048927877098	0.007548786467	0.018989270336	0.003686932945	60	40	
2750000	721.894037	1	-0.874272319677	0.831973577772	0.018055933284	0.096592035985	-0.014607889203	0.000021663234	0.992721133005	N\A	0.054276248990	0.009136924209	0.021181738688	0.005093677104	45	18	
2800000	727.921502	1	-0.836937890726	0.813811366449	0.021242761641	0.097889434998	-0.015416137369	0.000023991741	0.993055057259	N\A	0.056547721973	0.008617249176	0.022453322934	0.004540114496	41	23	
2850000	733.295589	1	-0.973427656205	0.936884207158	-0.000106299246	0.048280789229	-0.002351679474	0.000021580082	0.992487062024	N\A	0.054795570766	0.008501192814	0.022107779676	0.004641314571	55	27	
2900000	718.703744	1	-1.002277546629	0.931305786454	0.004364609556	0.061163868226	-0.008740033676	0.000023611026	0.992028142960	N\A	0.056015389824	0.008531201240	0.021942249681	0.004539930397	50	27	
2950000	724.668244	1	-0.864938904162	0.844393046357	0.010889453963	0.100307003286	-0.012317964436	0.000032190379	0.992665665491	N\A	0.051422293866	0.008171068468	0.020951571230	0.004347818142	50	26	
3000000	703.754011	1	-0.918034215233	0.860670811325	0.016024397710	0.075288000584	-0.011671483747	0.000030833580	0.991556253750	N\A	0.055278341748	0.008922936659	0.022040729668	0.004892340801	48	25	
3050000	717.484088	1	-0.832170388941	0.816491312291	0.015780736131	0.103157170082	-0.012992236588	0.000024943029	0.991900884441	N\A	0.055703775793	0.008731623463	0.022109171541	0.004588914953	54	17	
3100000	724.188975	1	-0.978937588753	0.932281934326	-0.002866597850	0.079500412507	-0.006741084389	0.000024751372	0.992014349522	N\A	0.056647342354	0.008422685691	0.022752108192	0.004276675477	47	18	
3150000	711.977199	1	-1.068103587308	0.968960726204	-0.001333866978	0.065732274497	-0.009942122352	0.000026181279	0.991651305364	N\A	0.056541999997	0.008793151466	0.023131979060	0.004730986620	47	20	
3200000	722.588839	1	-0.882353327846	0.850514179252	0.011662071342	0.085616863292	-0.007781482285	0.000023706683	0.992588966376	N\A	0.054115103314	0.008360034757	0.022648155503	0.004639738023	39	25	
3250000	733.409978	1	-0.895100225228	0.847298620586	0.015475138446	0.104741935372	-0.018423631685	0.000036331243	0.993062376700	N\A	0.056445890927	0.008756709219	0.021558513197	0.004387542988	36	27	
3300000	729.897498	1	-0.949812529446	0.897031940788	0.009296107198	0.068825952592	-0.011350246704	0.000022249507	0.992404102282	N\A	0.061724361470	0.009172408746	0.023303502719	0.004562701203	39	29	
3350000	732.933289	1	-0.913691186469	0.872457836085	0.012574658795	0.069519024394	-0.009904415558	0.000023919862	0.992530413077	N\A	0.055971337086	0.008680302958	0.022387820905	0.004607639894	62	19	
3400000	729.169681	1	-0.894971014159	0.841650175746	0.017271228504	0.102459096395	-0.017727896307	0.000028093248	0.992093399196	N\A	0.055801953924	0.008625439339	0.022331388537	0.004669364141	49	15	
3450000	720.149255	1	-0.965918465784	0.884834759853	0.008610954023	0.117565659538	-0.018118831324	0.000033897578	0.991841794021	N\A	0.057008153181	0.008844578455	0.023253035230	0.004958807514	49	17	
3500000	719.260137	1	-0.861658087667	0.829121313054	0.015468195884	0.097080057176	-0.011539300457	0.000026205466	0.992602696307	N\A	0.053030055918	0.008293811386	0.021481128154	0.004512473130	44	17	
3550000	719.709842	1	-0.943198251424	0.915285162889	-0.005122507120	0.091810908493	-0.004153456522	0.000034976274	0.991669883136	N\A	0.062921308496	0.009436910135	0.024927117959	0.005009292111	46	35	
3600000	720.158262	1	-0.956161646570	0.907990256957	0.005775737600	0.070418187601	-0.010494113238	0.000024038968	0.992181896207	N\A	0.054956837425	0.008711361472	0.021358134867	0.004549683625	39	23	
3650000	727.749760	1	-0.983588904084	0.931906113011	0.002547331910	0.059894444506	-0.007997831776	0.000025175178	0.992666231057	N\A	0.051412632347	0.008108885002	0.020711101180	0.004360720792	49	23	
3700000	723.544126	1	-0.961319448433	0.931833935295	-0.000017215686	0.049255479586	-0.001970567265	0.000022855978	0.992451075715	N\A	0.055789161528	0.008313184042	0.022372808224	0.004459931778	43	22	
3750000	717.380351	1	-0.971824984540	0.904978641092	0.006036790961	0.080444174310	-0.009799683242	0.000029576086	0.991724803084	N\A	0.063239494721	0.009646003398	0.023791984311	0.004886497399	46	16	
3800000	703.122325	1	-0.691592867768	0.721928223963	0.024870055130	0.164518027510	-0.021199892368	0.000023922326	0.991166912418	N\A	0.059112946487	0.009241735136	0.024228609174	0.005111174599	47	27	
3850000	727.833735	1	-0.856507776033	0.829737689240	0.013402055966	0.109767574994	-0.012710300023	0.000024045318	0.993522873876	N\A	0.057469814069	0.008627140718	0.023199682321	0.004717662374	50	23	
3900000	724.361356	1	-0.810221995916	0.790567678890	0.023364221732	0.102147003460	-0.015549798836	0.000026353664	0.992350162693	N\A	0.055590349712	0.008520822873	0.022753350876	0.004820457417	38	23	
3950000	729.047334	1	-0.901052184029	0.862767465290	0.013964018971	0.079839824984	-0.013120790851	0.000022976216	0.992556930236	N\A	0.053921322262	0.008587132581	0.020510212777	0.004266243090	38	19	
4000000	721.196164	1	-0.893974651290	0.850157639832	0.017512161355	0.072655396592	-0.012748619152	0.000021163482	0.992237068261	N\A	0.055535975208	0.008887257915	0.021700959605	0.004698531925	44	20	
4050000	731.559723	1	-0.890977753667	0.869489856383	0.010448142719	0.070850255846	-0.008825787122	0.000025603998	0.993100449028	N\A	0.050682472580	0.007508852517	0.020640594771	0.003934561521	52	24	
4100000	721.836618	1	-0.851870361783	0.824578136890	0.018116089439	0.093277351712	-0.013437273576	0.000026900483	0.993012839407	N\A	0.060670060949	0.008909208071	0.025037205952	0.004918258319	50	23	
4150000	713.944968	1	-0.930861312660	0.890290238991	0.002110183251	0.098285497063	-0.008334723450	0.000024284439	0.991441106641	N\A	0.052365520345	0.007216582651	0.023438340285	0.004302125556	46	21	
4200000	720.285679	1	-0.838138680590	0.807472235032	0.023168916653	0.102483647731	-0.018929443624	0.000030037369	0.991289217745	N\A	0.056995611914	0.009143308384	0.022651123007	0.004872337450	54	22	
4250000	724.984473	1	-0.866053026733	0.832618171943	0.018298022356	0.092660473992	-0.013988346715	0.000023398722	0.992896230729	N\A	0.050898742140	0.007898318297	0.020090631993	0.004050353158	48	23	
4300000	741.145675	1	-0.874496504381	0.822206150511	0.022234860528	0.093787441372	-0.016606387960	0.000023599184	0.993284863255	N\A	0.051909122579	0.008273649691	0.019580382789	0.003870279040	41	18	
4350000	731.926355	1	-1.034226439901	0.974527861268	-0.005507439082	0.047284181380	-0.003766086513	0.000023149535	0.992114981955	N\A	0.058614536361	0.008795130461	0.023318770995	0.004703487630	50	23	
4400000	718.148289	1	-1.080332929629	1.000971826291	-0.013000939180	0.069639786266	-0.004856222633	0.000025702677	0.992217680938	N\A	0.050513457170	0.007593548916	0.021392918789	0.004292530302	45	17	
4450000	723.802787	1	-1.137518896263	1.045801735059	-0.018555615115	0.041095855798	0.000931626003	0.000029370356	0.992345350055	N\A	0.058933357873	0.008483747000	0.023344299212	0.004613457903	45	25	
4500000	716.847751	1	-1.066565585687	0.988912785348	-0.004383670500	0.029993373615	-0.000539602756	0.000030907697	0.991899611799	N\A	0.052696363383	0.007922298596	0.022307378151	0.004457154851	51	17	
4550000	731.817405	1	-0.952600291126	0.915970869600	0.001720356972	0.068275716438	-0.006758463986	0.000023971737	0.992792424949	N\A	0.051264020366	0.007852655527	0.021280763591	0.004370340575	46	18	
4600000	735.870692	1	-0.796438652320	0.785097778965	0.023399228929	0.111487054431	-0.016476371165	0.000025240887	0.993265647512	N\A	0.046307076632	0.007416594804	0.019885913442	0.004303711270	41	19	
4650000	735.991068	1	-0.906510019249	0.866140134601	0.016461332518	0.063712300016	-0.011902374574	0.000026009249	0.994764033200	N\A	0.048377481842	0.007833524278	0.017615877476	0.004173147589	52	32	
4700000	733.891711	1	-0.922084198594	0.875800136689	0.009824644228	0.079688688814	-0.009277394174	0.000022541749	0.992648638659	N\A	0.059957155763	0.009320477495	0.022537636093	0.004812421612	49	19	
4750000	740.090168	1	-0.906883873684	0.869165064738	0.009723762219	0.082363722285	-0.008583857336	0.000027433711	0.993702889482	N\A	0.050204978207	0.007446650699	0.021576677137	0.004397985429	46	21	
4800000	715.910943	1	-0.890640896116	0.853138452422	0.011554413578	0.097131807579	-0.011374941889	0.000027103510	0.992227079395	N\A	0.060598852228	0.008907440977	0.025560639450	0.004968965154	37	25	
4850000	730.933483	1	-0.809904245576	0.809605950172	0.016496466607	0.103958411012	-0.013084874246	0.000026457523	0.992695825145	N\A	0.050488891716	0.007695099761	0.021680473796	0.004501673623	37	25	
4900000	728.909431	1	-0.930777282210	0.893484760914	0.001614425513	0.113155257549	-0.013142502104	0.000024814228	0.992088542158	N\A	0.056218957534	0.008429711192	0.023170669374	0.004582052208	51	27	
4950000	716.905503	1	-0.898128111635	0.835904997301	0.017181884678	0.111138853806	-0.018292659320	0.000021570578	0.992698935429	N\A	0.052852128771	0.008216168464	0.021305135189	0.004405095883	46	23	
5000000	732.098158	1	-0.991764003617	0.948942519628	-0.001959641823	0.052138316027	-0.004631005357	0.000034598581	0.992282844644	N\A	0.050376806510	0.007323688510	0.020964344148	0.003940244032	49	28	
5050000	732.151535	1	-0.924667704456	0.869346668705	0.009617160738	0.109338444112	-0.015902716546	0.000024476410	0.992655523524	N\A	0.050474870767	0.007674400833	0.020387128898	0.003870908057	56	24	
5100000	732.515544	1	-0.912135214724	0.846136356122	0.016386690343	0.105611922145	-0.016395376053	0.000021972794	0.992801124010	N\A	0.055506838201	0.008499098439	0.022104740135	0.004549809629	43	20	
5150000	711.203359	1	-1.061658311243	1.005992615370	-0.014774334738	0.051651354571	0.000006493375	0.000040165474	0.991303025026	N\A	0.062307426606	0.009427270287	0.025052624687	0.005042265636	50	28	
5200000	723.453940	1	-0.914287636380	0.882267108702	0.008556781465	0.064087299953	-0.005561278806	0.000024377988	0.992149388225	N\A	0.054851257571	0.008810642067	0.022189972132	0.004869397731	47	29	
5250000	715.777746	1	-1.091414286236	0.993739759858	-0.008071306690	0.068796479127	-0.008544424795	0.000023622181	0.991426877437	N\A	0.056700641585	0.008418510165	0.024301952463	0.004817907544	53	19	
5300000	724.863884	1	-0.924296276609	0.885307687936	0.009473839223	0.071748073098	-0.009294545432	0.000025529339	0.992996433231	N\A	0.054374997017	0.008597709428	0.021387270294	0.004568729178	45	25	
5350000	733.507410	1	-0.822404699315	0.805695825599	0.018562915563	0.109013531803	-0.016175916832	0.000022980990	0.993200541447	N\A	0.050636645069	0.008132245207	0.018997016640	0.004330840622	48	20	
5400000	736.558970	1	-0.867480906067	0.847966646135	0.011956194889	0.087168777881	-0.010133516556	0.000021835349	0.992428951444	N\A	0.053126318431	0.008469462200	0.020804893813	0.004307293748	55	17	
5450000	726.013736	1	-0.850967052798	0.828454510630	0.018123532978	0.081421185544	-0.010941931465	0.000025970721	0.992327898560	N\A	0.053449772013	0.008644721420	0.020704448019	0.004613738855	38	30	
5500000	739.012724	1	-0.634250124191	0.655980725813	0.044329906775	0.145008789955	-0.026162339228	0.000025132198	0.992660874265	N\A	0.052955605365	0.008357136108	0.021331290372	0.004542030678	47	16	
5550000	735.160744	1	-1.005763223002	0.949953927467	-0.003032964521	0.054926163731	-0.003535582718	0.000018961629	0.992368639436	N\A	0.052537637504	0.008184650883	0.021010085254	0.004478035338	46	23	
5600000	719.383421	1	-1.064383963066	1.002583575264	-0.012305837079	0.061619720058	-0.005866653122	0.000019515550	0.992128279301	N\A	0.057002831985	0.008461466683	0.023137957123	0.004649519108	47	23	
5650000	723.043119	1	-0.798163183712	0.786811046465	0.020606141764	0.118063675430	-0.015344908524	0.000020744699	0.992625984531	N\A	0.061476553832	0.009458678899	0.023503581032	0.004904748577	48	19	
5700000	741.946016	1	-0.885711551932	0.852802005083	0.015752711021	0.088509066211	-0.015482843369	0.000023390423	0.993109993954	N\A	0.052343640537	0.008141070512	0.020873364910	0.004309443874	42	27	
5750000	732.271898	1	-0.894813052139	0.858429276199	0.012403632903	0.083932698416	-0.010378093977	0.000025260633	0.993614299621	N\A	0.054664686094	0.008494585409	0.020869277583	0.004356519381	50	24	
5800000	726.971933	1	-0.741074858537	0.722533066760	0.036409534392	0.134503900354	-0.025206840714	0.000024363283	0.991797681209	N\A	0.059489826748	0.009012745896	0.023262383465	0.004447919045	42	22	
5850000	726.972174	1	-0.916928125309	0.892063691881	0.004459287667	0.087377586326	-0.010520814339	0.000023930644	0.991740182811	N\A	0.059820325277	0.008462856895	0.025545559777	0.004692835548	58	20	
5900000	726.007466	1	-0.921215801495	0.857810353987	0.019238626765	0.080278070748	-0.016906714107	0.000024962415	0.992229105176	N\A	0.062171559034	0.009324768876	0.023822303470	0.004642667681	43	24	
5950000	728.050271	1	-0.866980843603	0.833356414250	0.018028150013	0.096989742436	-0.016863094883	0.000024790140	0.995632872299	N\A	0.052820676496	0.008319374235	0.020042429935	0.004341208710	46	27	
6000000	720.158682	1	-1.011106124636	0.934851748962	0.001368524304	0.070498325836	-0.006991116076	0.000022921527	0.993232595332	N\A	0.057315409705	0.008903811087	0.022743598133	0.004749188954	49	22	
6050000	728.229251	1	-0.847568534150	0.806811274562	0.019047102609	0.118413580901	-0.016190265856	0.000024947342	0.992562087231	N\A	0.053267369072	0.008455758867	0.021069937852	0.004447482498	43	15	
6100000	725.554382	1	-0.841058190844	0.808989469516	0.019695348310	0.111612600548	-0.017044465527	0.000019797431	0.992698038911	N\A	0.058455154621	0.009043038306	0.023573195794	0.004954489296	46	30	
6150000	720.037422	1	-0.938638364851	0.909313063236	0.004078646408	0.063361214778	-0.007436458010	0.000025251407	0.991905573872	N\A	0.055793456766	0.008830952165	0.022061427948	0.004672631152	46	15	
6200000	734.531298	1	-0.750060923453	0.734992828652	0.031070109983	0.142292842557	-0.025558849152	0.000029907583	0.992679074170	N\A	0.053426032882	0.008684569301	0.020016201820	0.004259515596	55	29	
6250000	731.529928	1	-0.830047877521	0.792914290742	0.021330085487	0.123493763614	-0.019060879877	0.000025133654	0.994057216878	N\A	0.051087375846	0.008138810151	0.018856999254	0.004017843704	41	25	
6300000	711.271678	1	-1.086665913572	0.982204415927	0.001141393939	0.027043475912	-0.004595922313	0.000026090853	0.990919987220	N\A	0.056736317937	0.009194322822	0.022486834994	0.004970003704	47	18	
6350000	721.289026	1	-0.851003530841	0.817727308140	0.024491806451	0.071846524044	-0.014026649036	0.000022208597	0.992235036781	N\A	0.055238256676	0.008920100848	0.021744753373	0.004845853465	46	25	
6400000	721.547278	1	-0.789546511292	0.759935426778	0.027271651803	0.142509046448	-0.024195823002	0.000022210951	0.992569829744	N\A	0.059857649207	0.009093609791	0.023462149155	0.004623971927	46	24	
6450000	719.442569	1	-0.868610138417	0.854472542894	0.009712127233	0.084902130447	-0.008315353961	0.000022916090	0.991517321188	N\A	0.061453488069	0.009648206134	0.023923382081	0.005159916253	50	22	
6500000	722.825951	1	-1.055491250261	0.985449489368	-0.007324318618	0.048728636723	-0.003288455398	0.000027973926	0.992337989486	N\A	0.058571238275	0.008899553861	0.023253371524	0.004718833834	49	17	
6550000	706.408269	1	-1.164309121317	1.052669063673	-0.021951254330	0.056215721620	0.000702526331	0.000024122851	0.991971195103	N\A	0.047442704076	0.007095303090	0.021245748212	0.004192728208	57	19	
6600000	726.029141	1	-0.978389464928	0.934861604496	0.000444317437	0.070033650402	-0.010723635975	0.000047254796	0.992539921269	N\A	0.055202491247	0.008209983100	0.021379816337	0.004303691503	43	38	
6650000	720.333472	1	-0.883911525229	0.843290632153	0.017802034775	0.079976415568	-0.014180866919	0.000018992317	0.992164753164	N\A	0.059193527005	0.009348624088	0.023326023368	0.005048715124	28	34	
6700000	709.911076	1	-1.040151982096	0.969056366362	-0.005592282616	0.059106139850	-0.004773841834	0.000023689877	0.992446608119	N\A	0.059047324095	0.008818425245	0.024359991735	0.004956008612	40	25	
6750000	730.938812	1	-1.051969798313	0.971515513576	-0.001157940296	0.042449844119	-0.005860325546	0.000025022850	0.991815530141	N\A	0.055280870191	0.008467732305	0.023059954335	0.004765023710	38	26	
6800000	723.772832	1	-1.039798662781	0.969225108917	-0.001651448757	0.041906723910	-0.005335090001	0.000022567260	0.992266755766	N\A	0.063290615487	0.009557055827	0.023890127951	0.004721883552	37	26	
6850000	724.230230	1	-0.995076999301	0.945714493679	-0.001683296244	0.058581062228	-0.004827770283	0.000028289117	0.991409931954	N\A	0.055893639944	0.008818813175	0.021471351200	0.004696083124	43	24	
6900000	711.555738	1	-1.051358078873	0.954404152966	-0.001787216323	0.065971197426	-0.005792484797	0.000020724625	0.991790523252	N\A	0.056381846075	0.008746288596	0.022456462077	0.004806434247	40	30	
6950000	722.481407	1	-0.948627959230	0.913022108092	0.004748819516	0.058464596375	-0.006587387602	0.000022728052	0.992283332839	N\A	0.053411338086	0.008316842324	0.021809937352	0.004591074754	45	25	
7000000	707.174124	1	-0.912555015654	0.857664064476	0.007086180850	0.107230116909	-0.008947997452	0.000025905913	0.991564071376	N\A	0.061065055731	0.009260005116	0.024671205845	0.004998128603	49	26	
7050000	732.318474	1	-0.907353845576	0.860777690846	0.015659724636	0.073036984634	-0.011448680301	0.000022352581	0.993537080982	N\A	0.050460756080	0.007902249273	0.020551945463	0.004452559269	42	28	
7100000	722.632406	1	-1.043215539140	0.975306078363	-0.001737924084	0.033103052237	-0.003915363554	0.000027576364	0.991642801601	N\A	0.054606580941	0.008469023917	0.022047539924	0.004442636441	34	27	
