Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m6-glob-006.txt
Log File Name:                   SCH_d1_m6-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1203413254
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m6-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.179389
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	469.804273	1	-1.528840287135	1.116904590180	-0.115020263805	0.000110110598	0.999705177384	N\A	0.019130532303	0.019077308701	27	4	0.259534006552	Global Trend	
1050000	479.050708	1	-1.528128328633	1.071766688800	-0.065590917530	0.000099176914	0.992011685146	N\A	0.019701138833	0.017307581284	43	5	0.026783984721	Global Trend	
1100000	472.963489	1	-1.471303674048	1.031247022450	-0.030220137144	0.000123186732	0.999924468188	N\A	0.017462011545	0.017433495277	36	4	0.416440993423	Global Trend	
1150000	473.751636	1	-1.611234941307	1.070309103227	-0.067097513142	0.000109069259	0.996744255452	N\A	0.016248106846	0.015004611850	44	4	-0.048213324720	Global Trend	
1200000	470.303139	1	-1.564016881118	1.064320006102	-0.064699392160	0.000111881379	0.998730625151	N\A	0.018935562359	0.018594354795	35	3	0.091179581058	Global Trend	
1250000	462.738720	1	-1.560860832493	1.060600678358	-0.060536356029	0.000126196965	0.999849440190	N\A	0.018618742854	0.018608473393	27	5	-0.349604709868	Global Trend	
1300000	478.010637	1	-1.585827821442	1.074696140409	-0.074993006337	0.000121935069	0.996822065772	N\A	0.019075845116	0.018039327350	45	5	0.064354388882	Global Trend	
1350000	472.017197	1	-1.523478418789	1.069563710802	-0.070332357467	0.000089191193	0.999927674981	N\A	0.017367488212	0.017344850889	42	6	-0.238236386969	Global Trend	
1400000	483.950624	1	-1.528672124267	1.069617848189	-0.067399043083	0.000099373995	0.999218184633	N\A	0.017141513147	0.016926271328	28	6	0.110387610137	Global Trend	
1450000	482.997825	1	-1.506311407600	1.045400418229	-0.047484178719	0.000149453410	0.997940634459	N\A	0.019421683889	0.018706525922	40	5	-0.093828466919	Global Trend	
1500000	477.725157	1	-1.456524023537	1.049748600663	-0.054239869243	0.000106045445	0.997989924662	N\A	0.017699063973	0.017053140668	32	7	-0.073211195560	Global Trend	
1550000	473.496329	1	-1.420251193472	1.041186824664	-0.059876030507	0.000111636505	0.984234857853	N\A	0.024513342993	0.019869436869	41	3	-0.024027980211	Global Trend	
1600000	468.812163	1	-1.505106112086	1.066976130263	-0.074840343618	0.000160532956	0.983286918056	N\A	0.024213169577	0.019257183549	39	3	-0.031539330305	Global Trend	
1650000	471.070018	1	-1.512444239630	1.035011264549	-0.040785210772	0.000124744980	0.965466041167	N\A	0.034345858359	0.023758641380	33	6	-0.006194381588	Global Trend	
1700000	469.070115	1	-1.579763190273	1.047067327356	-0.048707368426	0.000156558383	0.997969924159	N\A	0.010828923501	0.009952563772	37	4	0.118328241921	Global Trend	
1750000	483.807952	1	-1.264296237813	0.981197340851	-0.012900220037	0.000118828099	0.987486322942	N\A	0.022411040140	0.018509427516	30	4	-0.028395444128	Global Trend	
1800000	462.820741	1	-1.488233972543	1.036413977908	-0.049272980692	0.000112729422	0.980503119674	N\A	0.026062516265	0.020391551735	32	3	-0.013330084260	Global Trend	
1850000	478.141907	1	-1.513620539321	1.058700959925	-0.055846163497	0.000085878387	0.998793821715	N\A	0.016364892463	0.016084688245	34	9	0.057900619945	Global Trend	
1900000	479.971313	1	-1.567433737010	1.085357954432	-0.084830746986	0.000054074911	0.968012379689	N\A	0.037435655625	0.025960075133	41	4	0.000568892358	Global Trend	
1950000	470.467111	1	-1.649019919692	1.088524858532	-0.089894752735	0.000161001017	0.999031392007	N\A	0.017580266425	0.017335672322	33	6	0.174894461506	Global Trend	
2000000	461.401510	1	-1.448712666286	1.041964019489	-0.043817609029	0.000174675757	0.999768348100	N\A	0.018844972061	0.018714728684	34	1	-0.377273495566	Global Trend	
2050000	460.298139	1	-1.380925912812	1.048837092565	-0.080545222212	0.000149576617	0.981194498265	N\A	0.025861050176	0.020687328950	36	1	-0.019529836910	Global Trend	
2100000	473.430985	1	-1.497515862690	1.045335106025	-0.041197633721	0.000087090859	0.995205357748	N\A	0.019433208785	0.017909705110	40	8	0.036811328770	Global Trend	
2150000	464.864138	1	-1.529134949876	1.059118879842	-0.059331664320	0.000131842758	0.999986378394	N\A	0.017869820973	0.017862077086	37	4	-0.925308465152	Global Trend	
2200000	454.407415	1	-1.579310036402	1.077483930041	-0.084662617017	0.000119046859	0.963397160121	N\A	0.038671038597	0.025990278337	35	2	0.001597941642	Global Trend	
2250000	460.332637	1	-1.465940646691	1.023601108458	-0.025588049919	0.000128068745	0.998766646624	N\A	0.018422553963	0.018081624464	35	3	-0.116654825515	Global Trend	
2300000	467.634612	1	-1.565998760361	1.090600820724	-0.091416446248	0.000120874535	0.999091333815	N\A	0.017860973589	0.017578497428	33	4	-0.103736402506	Global Trend	
2350000	461.840475	1	-1.237832980581	0.959251920383	-0.005633140092	0.000134203803	0.976546372885	N\A	0.029849274890	0.023115357273	32	2	-0.015152771736	Global Trend	
2400000	474.512113	1	-1.354625755349	1.051937340638	-0.058877664499	0.000105179327	0.999198302361	N\A	0.017826336172	0.017532101853	33	3	-0.129366506930	Global Trend	
2450000	474.483655	1	-1.541309447344	1.055455421053	-0.055356502360	0.000115813586	0.993833384627	N\A	0.019908774077	0.018048228069	26	7	0.050625588177	Global Trend	
2500000	466.747183	1	-1.514031100558	1.072655071593	-0.072573434135	0.000094770375	0.999994938216	N\A	0.016631683811	0.016632238431	33	7	-0.934176759616	Global Trend	
2550000	463.495988	1	-1.471147511938	1.019959974474	-0.027814249387	0.000090475304	0.979732571665	N\A	0.027962117672	0.021482551162	24	4	0.010965238814	Global Trend	
2600000	477.490801	1	-1.496972592436	1.069013812342	-0.067772548846	0.000101046516	0.999821734223	N\A	0.016896204164	0.016848624390	34	5	0.184398415788	Global Trend	
2650000	480.022347	1	-1.588440356194	1.100400129138	-0.094812222910	0.000100325040	0.972741734697	N\A	0.033067928481	0.022945026343	47	4	0.000984432597	Global Trend	
2700000	467.110483	1	-1.613633576215	1.085555819532	-0.085660056967	0.000097607498	0.999943618071	N\A	0.017676587062	0.017675535574	35	3	0.400537875457	Global Trend	
2750000	482.033060	1	-1.390292243334	1.001058462737	-0.025908173904	0.000099432353	0.980753706850	N\A	0.026569619641	0.020632987739	43	3	-0.012054936576	Global Trend	
2800000	479.858870	1	-1.482669536264	1.054112495237	-0.052436216942	0.000036661640	0.999896868452	N\A	0.016764396635	0.016728317257	40	7	0.117110611376	Global Trend	
