Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m8-VR-002.txt
Log File Name:                   SEP_d1_m8-VR-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3460906818
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m8-VR-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	535.459550	1	-1.894860175231	1.139322264107	-0.044535985631	0.025595370180	0.000047819825	0.975528361577	N\A	0.043974867409	0.006329456415	0.019792348063	50	26	
1050000	537.216895	1	-1.722554257174	1.039190850986	-0.026904152217	0.014702423992	0.000100353207	0.975090011847	N\A	0.039733825248	0.005163244893	0.014395530328	59	25	
1100000	539.533226	1	-1.803303577634	1.043792168434	-0.022429653970	0.009104630643	0.000065325241	0.973418434864	N\A	0.043098083444	0.005526787843	0.017863804019	64	18	
1150000	547.031325	1	-1.861063380826	1.088102327526	-0.032033488810	0.015436267207	0.000069661079	0.977196845785	N\A	0.043940449460	0.006059912963	0.018074208610	49	23	
1200000	554.309637	1	-1.890337959487	1.119169909599	-0.033712598907	0.008718299248	0.000065070153	0.979149802362	N\A	0.038895275415	0.005177706619	0.017182472554	54	25	
1250000	537.005324	1	-1.823472241250	1.083185813493	-0.027992222055	0.001145885265	0.000065293767	0.974777447336	N\A	0.049810046862	0.006479994731	0.019078821746	57	24	
1300000	542.412081	1	-1.740027665829	1.026605765857	-0.028176680782	0.036129918237	0.000057644134	0.974150030337	N\A	0.044587062704	0.005928077738	0.017521621062	44	21	
1350000	538.645901	1	-1.757951185224	1.027536651150	-0.025231877211	0.035285055664	0.000054567236	0.975705020712	N\A	0.044257607795	0.006076332829	0.017898179327	53	24	
1400000	540.135352	1	-1.881982449586	1.119345152775	-0.037001244463	0.008817663841	0.000059299438	0.974927875171	N\A	0.044122882126	0.005825719558	0.018122291873	52	26	
1450000	546.926783	1	-1.611173941315	0.959932207283	-0.017947743914	0.028300436106	0.000128485608	0.971529559761	N\A	0.043516031376	0.005752224572	0.018421950989	34	26	
1500000	543.243034	1	-1.950267073617	1.116029342936	-0.036859417820	0.012013145662	0.000076919346	0.972422760125	N\A	0.042555169392	0.005110808749	0.018693783638	58	22	
1550000	545.025173	1	-1.734453777539	1.015710608653	-0.027566888236	0.034610342871	0.000058089629	0.973079677784	N\A	0.042051728859	0.005639634779	0.016744325390	42	30	
1600000	533.134321	1	-1.976880150072	1.180172397219	-0.040559959436	-0.018057987859	0.000058090803	0.974083214341	N\A	0.044443517810	0.006147071475	0.017695992848	48	17	
1650000	538.320955	1	-1.929007539537	1.117882764744	-0.037707146629	0.023731812045	0.000133760761	0.973873189683	N\A	0.040598399602	0.005664445115	0.018237246103	37	42	
1700000	547.835149	1	-1.803265177411	1.077550042175	-0.030310072807	0.017001943587	0.000049119996	0.977519998126	N\A	0.041053694038	0.005191593701	0.016368997812	49	26	
1750000	552.464130	1	-1.801175579818	1.052791942900	-0.026744671112	0.019089208032	0.000054602215	0.980892027734	N\A	0.043410652693	0.006107034350	0.017401149436	42	22	
1800000	552.283496	1	-1.783017902832	1.041128037652	-0.020084094159	0.000791296470	0.000063106623	0.977637343177	N\A	0.041708169923	0.004728797744	0.016132856855	39	29	
1850000	542.389175	1	-1.918175314516	1.129489318045	-0.044487847919	0.042318931127	0.000066244723	0.970362901113	N\A	0.044847322636	0.006175765780	0.018909335012	47	18	
1900000	535.169411	1	-1.954908949686	1.157184293648	-0.043897028974	0.018994593099	0.000059037726	0.976597919947	N\A	0.038267701157	0.005412411406	0.016862938021	41	31	
1950000	541.715220	1	-1.863233459787	1.091341652530	-0.026683383178	0.001793728285	0.000058468023	0.975246317549	N\A	0.043647385363	0.006071201124	0.017393015903	40	28	
2000000	553.973632	1	-1.894152224027	1.115599069434	-0.039171394433	0.033087808810	0.000054448470	0.975423403074	N\A	0.043342108132	0.005889570774	0.016901912239	38	26	
2050000	547.658618	1	-1.808137608471	1.053008903074	-0.036586848989	0.062038868782	0.000060469636	0.974137041460	N\A	0.043199656186	0.006146171336	0.019248565266	56	16	
2100000	551.560314	1	-1.884803819563	1.111274066987	-0.037886844260	0.026958104266	0.000053135592	0.979897741193	N\A	0.040807254362	0.006181252263	0.017201811658	47	33	
2150000	543.865382	1	-1.770339683524	1.037789552980	-0.023064029166	0.015936754988	0.000051506125	0.975479999024	N\A	0.043063798837	0.006085981602	0.018110603958	35	19	
2200000	543.076511	1	-1.889205876178	1.117019523450	-0.038778373704	0.029991632139	0.000056520011	0.975633831604	N\A	0.044585203110	0.006273842907	0.018043390563	40	26	
2250000	534.068973	1	-1.752890124216	1.044988289521	-0.029269113676	0.032553746646	0.000050784157	0.975896360247	N\A	0.041585458746	0.005778674647	0.017435901723	55	18	
2300000	552.515018	1	-1.898132433487	1.141722520438	-0.043274990930	0.019736321039	0.000053668002	0.977423319430	N\A	0.039617572397	0.005596597663	0.016517538633	48	35	
2350000	536.269304	1	-2.003101432723	1.200977183575	-0.053751356897	0.032985757153	0.000062995524	0.974784878509	N\A	0.045950031923	0.006622803989	0.018798157775	43	22	
2400000	540.535461	1	-1.879325580331	1.117910176054	-0.037999004287	0.018103809826	0.000059412671	0.973087658939	N\A	0.045269839627	0.006514597666	0.019119397093	46	19	
2450000	532.469799	1	-1.820239098705	1.065785490243	-0.030957345570	0.030311239079	0.000051615398	0.977637259601	N\A	0.042206338393	0.005930930752	0.017536178111	38	27	
2500000	562.745245	1	-1.796806240010	1.079592932917	-0.033133526846	0.018505878035	0.000050337796	0.978271821796	N\A	0.036636984383	0.005182495718	0.016143526991	42	28	
2550000	512.397111	1	-1.973257863408	1.158747692223	-0.045452130525	0.041105814135	0.000051681584	0.975450132742	N\A	0.044843391474	0.006468550870	0.018472871849	62	22	
2600000	543.242930	1	-1.859374655925	1.104505467875	-0.037368802980	0.028694472822	0.000050597602	0.976663122761	N\A	0.043813779687	0.006451938227	0.018521279805	40	29	
2650000	544.364031	1	-1.938285064750	1.146687484008	-0.038244403525	0.005310676351	0.000063074068	0.975675512144	N\A	0.049145684298	0.006870820112	0.020579703433	58	28	
2700000	533.982196	1	-1.799860615848	1.081294781620	-0.027872695555	0.003198278757	0.000106801010	0.972269323830	N\A	0.045485097812	0.005248450566	0.019770083019	41	21	
2750000	544.783714	1	-1.966598286847	1.156254302310	-0.033937980911	-0.021982134521	0.000071873200	0.976786193703	N\A	0.042848213861	0.004700499270	0.017832833647	45	22	
2800000	538.940008	1	-1.713843071465	0.967260751296	-0.014851723086	0.047659598151	0.000126716420	0.975484529020	N\A	0.043293458666	0.005361646738	0.018243664651	48	19	
2850000	526.688428	1	-1.843657843618	1.064377345899	-0.024581452305	0.014822807904	0.000053526946	0.972784448756	N\A	0.042777813239	0.005653651135	0.017895329215	43	23	
2900000	534.603130	1	-1.979874511735	1.161805540116	-0.047185030391	0.034020049066	0.000061990425	0.974445414395	N\A	0.044850282541	0.006636906416	0.018570602767	44	22	
2950000	544.508374	1	-1.887283722983	1.126244700812	-0.034290122782	-0.001877252922	0.000061399083	0.976783387595	N\A	0.042264353577	0.005915710409	0.017834235028	50	31	
3000000	548.606927	1	-1.834156538904	1.072267966336	-0.033336085425	0.038790600594	0.000070056464	0.974842130724	N\A	0.045866274001	0.006131804883	0.018594455333	42	30	
3050000	546.655120	1	-1.758465758998	1.049255077916	-0.033625325611	0.047943345817	0.000047882669	0.976502544418	N\A	0.041676291377	0.005984744926	0.017030361520	55	31	
3100000	543.854235	1	-1.874693430325	1.120527165219	-0.044809592865	0.044341551510	0.000061887335	0.972965531487	N\A	0.040774106379	0.005360361258	0.019143333429	49	25	
3150000	539.444477	1	-1.862377448002	1.104037679494	-0.036781168242	0.020125917453	0.000066903911	0.972876822426	N\A	0.044976313790	0.006001905981	0.018245551983	50	16	
3200000	527.983845	1	-1.749663919439	1.015825661412	-0.024968330826	0.032123557204	0.000086828345	0.975091180899	N\A	0.040487371656	0.004547631263	0.016391323542	38	29	
3250000	546.822171	1	-1.937240589276	1.139685722958	-0.048680320674	0.057531746690	0.000084499185	0.975441915516	N\A	0.042616081417	0.005548167434	0.018139853429	40	25	
3300000	558.901019	1	-1.934136999236	1.149677854179	-0.041184174511	0.005501513340	0.000046177191	0.974870798632	N\A	0.041088541988	0.005275579440	0.017323863673	40	26	
3350000	551.086574	1	-1.764465450814	1.045844709044	-0.028563636558	0.031177487560	0.000064465494	0.975540782997	N\A	0.040729033140	0.005461284547	0.017794886381	56	19	
3400000	535.146244	1	-1.868417420477	1.072307275841	-0.030723444040	0.031214798810	0.000046478649	0.981394133917	N\A	0.046639258163	0.006107679161	0.018441614812	44	30	
3450000	550.629674	1	-1.811921215315	1.077721986460	-0.027344190490	-0.001922457654	0.000043540804	0.974754404586	N\A	0.039028142708	0.005759039825	0.017199580567	49	25	
3500000	546.314283	1	-1.756761062097	1.033007517730	-0.030244514169	0.049608905834	0.000057963423	0.975819170900	N\A	0.040829561641	0.005123731291	0.016790405187	41	19	
3550000	536.308143	1	-1.693270474365	0.994965296906	-0.019337932858	0.012231189848	0.000108126792	0.970904270115	N\A	0.046708727726	0.005996734792	0.018967382130	43	22	
3600000	533.550679	1	-1.778131508991	1.028599128112	-0.024712731320	0.027863135174	0.000078374055	0.972415813050	N\A	0.044193258509	0.005923476026	0.019066135694	50	19	
3650000	531.657419	1	-1.886000425602	1.114230538296	-0.036310457336	0.004887187264	0.000055233373	0.973172411468	N\A	0.049939727496	0.006871427001	0.020359784930	43	22	
3700000	543.485983	1	-1.798423949368	1.054550293720	-0.028567885649	0.025860539161	0.000081841263	0.973584357579	N\A	0.043914646433	0.005526177209	0.019429251484	36	26	
3750000	537.361292	1	-1.789855282297	1.017163067328	-0.027096758324	0.054794852358	0.000065812839	0.974806995942	N\A	0.047893137099	0.006225989148	0.019305988703	42	20	
3800000	543.141196	1	-1.772922352397	1.053002443729	-0.033475517463	0.045395934962	0.000054625945	0.973026350724	N\A	0.047681146901	0.005953469259	0.018718646485	48	24	
3850000	544.672378	1	-1.846625180605	1.084336483632	-0.031474911363	0.012443232230	0.000076519091	0.974543011688	N\A	0.045241267010	0.005918904105	0.018604857533	43	19	
3900000	527.705609	1	-1.900560987620	1.114444368393	-0.030058511902	-0.012475119952	0.000087158935	0.973077830542	N\A	0.044968582756	0.005629727425	0.018378669572	55	25	
3950000	551.194201	1	-1.910043357294	1.129325476268	-0.047872797059	0.059402746865	0.000034913519	0.973298724248	N\A	0.044195715632	0.005846417300	0.017283023833	45	20	
4000000	535.854866	1	-1.744156392448	1.046043872420	-0.033081218700	0.039275550129	0.000055163082	0.974911896192	N\A	0.041544394678	0.005686825593	0.018086241912	49	19	
4050000	551.061412	1	-1.950427592500	1.146628328940	-0.034836481711	-0.018022214772	0.000049649384	0.974086438051	N\A	0.043835943482	0.005853655573	0.017454854250	59	26	
4100000	549.360761	1	-1.745145156513	1.055275524463	-0.029545493114	0.017600198073	0.000069171791	0.973314150387	N\A	0.043215480812	0.005933702847	0.018224976096	59	24	
4150000	540.390300	1	-1.832374926675	1.088970328070	-0.041547131044	0.052079872085	0.000069363326	0.973399901595	N\A	0.044463147654	0.005735662955	0.018250069565	45	24	
4200000	531.569983	1	-1.727220981299	1.030937536941	-0.030261460221	0.051084172536	0.000067034014	0.972661199869	N\A	0.046359087340	0.006320538240	0.018808806576	42	19	
4250000	528.471944	1	-1.868785356864	1.108142339392	-0.039804691216	0.027360920892	0.000073331156	0.972782024777	N\A	0.046841427118	0.005907568600	0.018543431060	48	24	
4300000	547.937729	1	-1.752437387611	1.033400294735	-0.026530745963	0.031686268093	0.000050210755	0.977055484243	N\A	0.041504821292	0.005239234142	0.017314804007	46	21	
4350000	520.482348	1	-1.995662548448	1.154848900341	-0.041186566394	0.002330905831	0.000094497616	0.968573759304	N\A	0.045942359700	0.006713463079	0.021659434760	42	29	
4400000	541.148084	1	-1.876672095808	1.114411590333	-0.037960200390	0.014901716158	0.000073449509	0.973983102241	N\A	0.040961679724	0.005303073704	0.017533731233	60	20	
4450000	539.187748	1	-1.867957389648	1.118185696379	-0.052065142694	0.078851954058	0.000047597989	0.976418289362	N\A	0.044007626339	0.006476721523	0.018340969008	46	28	
4500000	536.831001	1	-1.843878041387	1.107346735501	-0.037143537325	0.016900169975	0.000057290417	0.975857266787	N\A	0.045106751213	0.006048290363	0.019060746062	37	22	
4550000	540.009689	1	-1.815029266630	1.068612733088	-0.039690972826	0.069066203828	0.000056820657	0.975115320851	N\A	0.043878707630	0.006039065619	0.018508799319	45	23	
4600000	547.116354	1	-1.926227791590	1.136749934612	-0.043405679791	0.044067103995	0.000058976060	0.975144503182	N\A	0.041771761256	0.005348562518	0.017590187949	47	24	
4650000	557.632992	1	-1.778857441732	1.038908421810	-0.016420126882	-0.014314875936	0.000189890718	0.974441366568	N\A	0.040812631767	0.004763800031	0.016728890126	46	29	
4700000	538.427924	1	-1.857040603255	1.056661146823	-0.019928665850	-0.010437952888	0.000082089105	0.979811158405	N\A	0.042929319324	0.005934474615	0.018050624065	42	22	
4750000	541.012838	1	-1.838950296498	1.061277450699	-0.032196066570	0.041300546441	0.000048202480	0.977175209598	N\A	0.042776390392	0.006045065736	0.017079354842	54	21	
4800000	540.218895	1	-1.885487898144	1.108441976620	-0.032566996401	0.001269120363	0.000064055138	0.975794215578	N\A	0.041416818366	0.005207954019	0.016877835898	50	21	
4850000	548.318114	1	-1.868635513549	1.092939201557	-0.026944859148	-0.007379031424	0.000099452776	0.976246517492	N\A	0.040328527890	0.005403411426	0.016567683299	48	25	
4900000	539.150520	1	-1.828491754929	1.062621061778	-0.031091660283	0.033003228273	0.000077130623	0.974688218667	N\A	0.041869350324	0.004896404715	0.017364810192	40	29	
4950000	539.220676	1	-1.824633185310	1.079291400656	-0.037247475882	0.052986265734	0.000061514545	0.978501329020	N\A	0.042496599092	0.005978554015	0.018394434376	44	19	
5000000	562.920365	1	-1.831029072433	1.100612228274	-0.039446980015	0.034193403428	0.000066278592	0.980406358681	N\A	0.040815244790	0.005360510292	0.017736542988	51	28	
5050000	541.994005	1	-1.970218626709	1.143774656129	-0.041661944558	0.019845631197	0.000059014820	0.983106792470	N\A	0.041720349189	0.005739782378	0.017306301660	39	26	
5100000	547.404697	1	-1.801215154836	1.061282576365	-0.031579291494	0.036379336875	0.000054215486	0.975980083552	N\A	0.044231366325	0.006555956162	0.017662133885	43	19	
5150000	546.581537	1	-1.836626091860	1.074768200636	-0.031467390786	0.024334138188	0.000037029788	0.991187310668	N\A	0.019735286197	0.004010676000	0.016087729769	51	32	
5200000	556.564638	1	-1.796152447121	1.062428027694	-0.037244195184	0.052341355575	0.000049589999	0.977743754999	N\A	0.040757950335	0.005877282453	0.017406449049	51	18	
5250000	545.649965	1	-1.834934325835	1.060746600750	-0.020615462891	-0.009814945632	0.000069787866	0.975379200249	N\A	0.040811858753	0.006169456499	0.018304729724	44	20	
5300000	551.358360	1	-1.890431228678	1.113325663766	-0.033418882913	0.009988593463	0.000065509024	0.982855166159	N\A	0.036302560265	0.005229393058	0.016257584264	42	24	
5350000	541.903571	1	-1.811958094302	1.068768375883	-0.022294341354	-0.011903544697	0.000068876317	0.976332149565	N\A	0.039420166567	0.004671867721	0.016521079030	54	23	
5400000	545.850022	1	-1.994902513344	1.199958222529	-0.053403240117	0.021433192754	0.000038290393	0.976823244569	N\A	0.038615070481	0.005474153369	0.016335614625	47	30	
5450000	545.082258	1	-1.842256660971	1.096899805286	-0.035604042812	0.023572641099	0.000049118250	0.977283779443	N\A	0.042622555798	0.005857170010	0.017853707335	41	21	
5500000	538.000525	1	-1.783420270817	1.064664056031	-0.029324304448	0.015175386960	0.000055518084	0.973958333653	N\A	0.046855720047	0.005943260628	0.018109737156	55	15	
5550000	539.068670	1	-1.763588073791	1.029848861794	-0.019112788396	0.005681773079	0.000055130793	0.979728698120	N\A	0.042865881996	0.006244022894	0.016498326860	37	30	
5600000	548.116452	1	-1.792430568377	1.042997832318	-0.020094190590	0.006685577478	0.000071455645	0.974396544996	N\A	0.040746802651	0.004705409852	0.016809956215	55	21	
5650000	524.405906	1	-1.803351999058	1.034784953140	-0.018569470832	-0.017109741168	0.000092250122	0.970684010079	N\A	0.044688644963	0.005065280356	0.019597593503	34	24	
