Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m8-VR-006.txt
Log File Name:                   AMY_d1_m8-VR-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2836600023
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m8-VR-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1500000	491.094119	1	-1.440214397629	1.084220025853	-0.058214679114	0.102063443526	0.000085249786	0.960000993935	N\A	0.054698422135	0.006613328665	0.022629933349	40	29	
1550000	484.751755	1	-1.536702177258	1.143023233528	-0.058644653662	0.065300694591	0.000071199056	0.982530203058	N\A	0.044836143195	0.005858047410	0.020606743010	44	38	
1600000	488.931893	1	-1.638824608521	1.236710748712	-0.066176957698	0.028768541973	0.000111111047	0.966298888416	N\A	0.045846013199	0.005970462757	0.019399495146	50	33	
1650000	498.782676	1	-1.564402925673	1.196944688018	-0.062103968979	0.033915047081	0.000107598595	0.976761158299	N\A	0.045974189911	0.005697938547	0.021277906072	40	23	
1700000	472.739512	1	-1.771036513993	1.288795091193	-0.062790056046	-0.022671291028	0.000088466696	0.961760174720	N\A	0.043132538021	0.004966150571	0.019132691305	47	25	
1750000	496.042318	1	-1.381995617312	1.055728760040	-0.044172796378	0.056247346152	0.000098051923	0.971049287565	N\A	0.049182913373	0.005966926986	0.017178349087	48	21	
1800000	486.386931	1	-1.326121532904	1.037446052129	-0.045553937472	0.065746406440	0.000102438448	0.964897609981	N\A	0.049111407180	0.006614391475	0.020616698588	51	31	
1850000	494.871313	1	-1.583393311801	1.186957813334	-0.062071604129	0.044278158472	0.000093603460	0.961835721895	N\A	0.045176827151	0.006651891019	0.017328170696	38	25	
1900000	481.638478	1	-1.533810919799	1.152708776881	-0.056923902538	0.040577703933	0.000123211966	0.961986859287	N\A	0.051157648650	0.006771214523	0.021025880172	48	19	
1950000	473.601426	1	-1.802634575060	1.295264380407	-0.064434721376	-0.012710062489	0.000136864510	0.958777632146	N\A	0.049676176979	0.007080242808	0.020371345708	46	31	
2000000	478.071955	1	-1.542702450069	1.150989947813	-0.058470360855	0.056616118506	0.000103125784	0.964996375526	N\A	0.052036151608	0.006565706918	0.022011366159	51	30	
2050000	490.287253	1	-1.699875716470	1.239627116142	-0.070198275951	0.057182953216	0.000105918824	0.957802795468	N\A	0.049407935153	0.006471624124	0.022279569052	48	23	
2100000	476.671649	1	-1.721638717502	1.262073868952	-0.068703639069	0.029009282388	0.000098542461	0.966403535753	N\A	0.047193542793	0.006325660134	0.019809810288	55	28	
2150000	478.519849	1	-1.444501814102	1.125229015986	-0.067632887024	0.100032646517	0.000134550700	0.958286279669	N\A	0.051486275380	0.006581389027	0.023736783946	35	23	
2200000	479.754674	1	-1.630597976681	1.192558384664	-0.060990065439	0.046774863810	0.000155389152	0.958371184701	N\A	0.045515187425	0.005868770926	0.017012270913	42	21	
2250000	488.870807	1	-1.543908644319	1.157645976591	-0.061102008045	0.064304530254	0.000085846879	0.960809673024	N\A	0.055033264508	0.006665090883	0.022492037555	40	25	
2300000	495.051171	1	-1.538350856623	1.157170347879	-0.064266522286	0.077706133079	0.000102723911	0.965138192042	N\A	0.050468050295	0.006559573473	0.020755917540	52	34	
2350000	493.547113	1	-1.672119204876	1.225487634077	-0.059925371335	0.013256699397	0.000103682781	0.960171548974	N\A	0.047283409775	0.005420874633	0.019910136668	49	18	
2400000	483.269428	1	-1.721659678713	1.265478521816	-0.068062170269	0.019374458512	0.000104044746	0.962403626590	N\A	0.052579279551	0.007057497630	0.021590231530	45	20	
2450000	484.622907	1	-1.453088118875	1.112852171360	-0.051935906881	0.039614721582	0.000099411515	0.961219984369	N\A	0.054391487241	0.007266703776	0.021950236911	42	27	
2500000	489.059006	1	-1.541775665798	1.138173149298	-0.050105828896	0.032855097943	0.000123920785	0.963772746533	N\A	0.046636793711	0.005514253239	0.020791525601	34	23	
2550000	472.576521	1	-1.671319388086	1.238915769512	-0.067836694844	0.035654633949	0.000099712031	0.957406656253	N\A	0.053114920904	0.006964800857	0.022647906286	43	24	
2600000	482.175236	1	-1.694942368327	1.250630412350	-0.063194132380	0.006001851295	0.000098579556	0.959822976777	N\A	0.051382055044	0.006726076867	0.022952060781	35	22	
2650000	494.887957	1	-1.360467766848	1.041808082743	-0.045433106497	0.080298998328	0.000074890901	0.965748354462	N\A	0.049066718132	0.006353735705	0.019041777384	56	23	
2700000	487.175166	1	-1.558627445958	1.151820159268	-0.056926530747	0.059709643000	0.000120296670	0.959021985932	N\A	0.050174643142	0.006922768404	0.022466306746	39	18	
2750000	479.323922	1	-1.481737230081	1.099616530561	-0.050749209017	0.071811537804	0.000106437044	0.959269673402	N\A	0.049309116960	0.006481415065	0.021498521783	49	20	
2800000	479.815885	1	-1.614568245348	1.207642259430	-0.060900797273	0.025178831171	0.000096479603	0.960437720166	N\A	0.052062493602	0.006842489847	0.021554520166	47	23	
2850000	482.974275	1	-1.503613154281	1.122459753809	-0.053417746689	0.060885810003	0.000104400345	0.954517731772	N\A	0.058028259391	0.006958020581	0.024733698133	48	23	
2900000	475.248038	1	-1.574580371472	1.177809348508	-0.061019688846	0.045437965438	0.000080032107	0.961407943168	N\A	0.049999080208	0.006325569204	0.021424973923	38	28	
2950000	474.135924	1	-1.512397222692	1.163300485678	-0.060792485592	0.047028351035	0.000129556744	0.952587788728	N\A	0.056057830367	0.007276039054	0.023153349568	37	27	
3000000	491.113300	1	-1.553241060319	1.161415330337	-0.053779859428	0.026303850149	0.000103101330	0.965035090891	N\A	0.050586816873	0.005374700423	0.020112932418	49	24	
3050000	491.745242	1	-1.472425062717	1.126931333740	-0.054936715349	0.049886069136	0.000127332993	0.961246265863	N\A	0.050223213405	0.006286407781	0.021954843648	41	28	
3100000	482.151638	1	-1.721786052312	1.288549445547	-0.081176279647	0.058606383109	0.000112683813	0.955092019958	N\A	0.050667943118	0.006625177361	0.022974424664	46	19	
3150000	484.328128	1	-1.611421936753	1.187375762818	-0.060642757667	0.047102263210	0.000114598317	0.957218830627	N\A	0.052352627776	0.006973481486	0.023033325968	40	22	
3200000	482.515358	1	-1.433535772207	1.102687322619	-0.052096344876	0.049566363806	0.000138979916	0.957548953185	N\A	0.052698339217	0.006683585836	0.022515660291	31	23	
3250000	475.319293	1	-1.491681388541	1.130073040505	-0.061907996190	0.087628257922	0.000101132475	0.958876073679	N\A	0.054758450417	0.007253725029	0.022927412465	51	18	
3300000	487.725691	1	-1.628172529112	1.216457322307	-0.065974914691	0.036079476089	0.000113619764	0.968141519085	N\A	0.045331974332	0.005508241024	0.018326868407	48	28	
3350000	482.191633	1	-1.718392621843	1.247913154081	-0.069017768403	0.039238395588	0.000077870228	0.966676506992	N\A	0.049889332574	0.006716222902	0.020199263132	49	30	
3400000	477.235848	1	-1.558383870912	1.161536815494	-0.061280076597	0.065948328437	0.000102421396	0.960712982087	N\A	0.050695782099	0.006601182948	0.022539464149	43	30	
3450000	482.105397	1	-1.612176894640	1.194414217275	-0.055614149656	0.014364195610	0.000178004367	0.960375840211	N\A	0.052548863203	0.006278375424	0.020948523543	50	23	
3500000	486.953107	1	-1.646296003336	1.245613756754	-0.072148699354	0.034205924054	0.000072079557	0.966692458295	N\A	0.048161136451	0.005858909044	0.020771639478	45	32	
3550000	484.189829	1	-1.570312332951	1.174716923504	-0.066079318092	0.077752897447	0.000111426681	0.956727355555	N\A	0.053845353432	0.007131987173	0.023164845327	37	24	
3600000	496.287123	1	-1.399728780364	1.079511864287	-0.053934608855	0.076931825815	0.000104727404	0.959955658467	N\A	0.054341093329	0.006482654476	0.021953213788	51	23	
3650000	485.448775	1	-1.622478437523	1.188922896770	-0.061415819337	0.048033769910	0.000111031723	0.957427140552	N\A	0.051619694190	0.007033476956	0.022224849548	39	26	
3700000	483.229548	1	-1.588987729569	1.198128970021	-0.061593350409	0.025457635908	0.000103843895	0.956981870065	N\A	0.049729179592	0.007007633613	0.020976350173	30	23	
3750000	492.174422	1	-1.703418023758	1.261088262444	-0.068370749462	0.014391849173	0.000128349243	0.974396512409	N\A	0.040588431406	0.005787782992	0.014503211316	65	19	
3800000	490.917149	1	-1.598311458975	1.177878805379	-0.056834804256	0.034438902299	0.000113969196	0.960490864640	N\A	0.054051107289	0.006631702424	0.022502074042	40	35	
3850000	500.920881	1	-1.617689300961	1.192817578867	-0.061281607555	0.040060498399	0.000093171347	0.966253740566	N\A	0.049140731526	0.005968640207	0.018306851674	57	28	
3900000	492.434160	1	-1.562260728342	1.169386420137	-0.052948135081	0.011348203299	0.000113172458	0.967379098281	N\A	0.050113798744	0.006297060030	0.022417016429	49	27	
3950000	487.671737	1	-1.424987085167	1.096222575220	-0.047649852505	0.039729405175	0.000121668263	0.961442562509	N\A	0.049718030395	0.007795949713	0.020246886271	53	30	
4000000	480.600737	1	-1.649320750228	1.242256101410	-0.069191517226	0.027824527605	0.000127098637	0.955655903089	N\A	0.051349288035	0.006869658072	0.021546792634	44	27	
4050000	480.008490	1	-1.553690675034	1.164163814021	-0.058881036339	0.049708514853	0.000111888001	0.957868721422	N\A	0.052299937813	0.006467649068	0.022143685930	50	14	
4100000	485.552743	1	-1.661918301926	1.230164427455	-0.061965772833	0.013428712879	0.000094869054	0.986792816760	N\A	0.047401637431	0.005534877154	0.014835230249	50	27	
4150000	462.364500	1	-1.537516660310	1.142883554001	-0.058787435446	0.065435741087	0.000119690737	0.957352660538	N\A	0.054373271843	0.006532232025	0.022711694574	48	19	
4200000	482.637652	1	-1.391650152004	1.082425859489	-0.050139916222	0.059836347277	0.000097724531	0.962463188605	N\A	0.049314527148	0.005391765847	0.021759218525	65	28	
4250000	474.770453	1	-1.707403361272	1.272543376727	-0.076951880488	0.048592909276	0.000125969875	0.964274091013	N\A	0.049198989321	0.006697104794	0.019614254734	36	19	
4300000	480.084071	1	-1.777258472663	1.295631712303	-0.060836803729	-0.029258588632	0.000084221916	0.966485304165	N\A	0.049807357271	0.007141763451	0.022480049337	37	27	
4350000	501.265388	1	-1.599752347132	1.208238991893	-0.064921238052	0.042022639581	0.000097611344	0.964188418857	N\A	0.048528172615	0.006668703843	0.020685452804	47	22	
4400000	484.966944	1	-1.486739740416	1.092093946843	-0.046651982933	0.051662259363	0.000147191849	0.962435562621	N\A	0.049566677474	0.006638926259	0.020991275631	52	31	
4450000	489.987826	1	-1.619877011464	1.210885778560	-0.066910166102	0.047383617785	0.000105513911	0.958691050777	N\A	0.053187751054	0.007265060600	0.024071578830	41	25	
4500000	489.235713	1	-1.608353211041	1.212202634237	-0.066898486411	0.044911060759	0.000106815178	0.960354220317	N\A	0.051577275027	0.006457627851	0.021969853272	40	23	
4550000	485.215930	1	-1.655241560288	1.245808112433	-0.060828098736	0.001285396196	0.000091456216	0.969034485494	N\A	0.041057208305	0.004853263048	0.017397973356	38	34	
4600000	481.199453	1	-1.510701370103	1.125019042101	-0.054965460558	0.064233603885	0.000166258434	0.957256634575	N\A	0.053426920199	0.007309652201	0.023343902085	49	24	
4650000	486.815591	1	-1.522178423435	1.143340512043	-0.061927674961	0.077316991106	0.000125960279	0.960163352854	N\A	0.050272142560	0.006316214215	0.020282832776	49	25	
4700000	492.832704	1	-1.680188546199	1.241561727461	-0.063529693134	0.013413587435	0.000095621689	0.958641362158	N\A	0.049581935872	0.006726518758	0.021206835442	41	25	
4750000	484.716785	1	-1.529579911773	1.149460286701	-0.058521403482	0.056364281499	0.000128060903	0.960396068414	N\A	0.048432848970	0.005666627749	0.020155862665	44	27	
4800000	472.946238	1	-1.554326754914	1.155048706983	-0.047908533518	0.005357193381	0.000104595729	0.959799012912	N\A	0.050355153885	0.006912339856	0.022329605067	57	24	
4850000	468.432796	1	-1.420479693404	1.079052785376	-0.048840552741	0.060433185249	0.000112139842	0.954364671306	N\A	0.054613341785	0.006077061968	0.023211524558	48	23	
4900000	491.804081	1	-1.361042754445	1.027984835402	-0.041275831839	0.056923482269	0.000084328916	0.963189555969	N\A	0.053329874574	0.006745868775	0.021537253424	55	33	
4950000	492.681571	1	-1.607933766569	1.194776200268	-0.056068615487	0.013696644724	0.000100331493	0.970051452642	N\A	0.043190086064	0.005070161763	0.018423243718	48	30	
5000000	485.034216	1	-1.533953085970	1.140010350637	-0.054142748508	0.050343534239	0.000092835442	0.960815277931	N\A	0.047152542353	0.006742709097	0.017385240210	51	29	
5050000	493.350774	1	-1.662182653655	1.221417564536	-0.063064032717	0.025943622733	0.000050661644	0.969404088896	N\A	0.044306231300	0.005709286177	0.016296076814	40	24	
5100000	494.192492	1	-1.527859198000	1.169959714444	-0.065838809942	0.056115668672	0.000091368404	0.957345046973	N\A	0.055498342335	0.007123241287	0.022279459266	46	22	
5150000	491.767756	1	-1.624797398174	1.182682768435	-0.055672856517	0.036831310234	0.000116489223	0.966367589977	N\A	0.047456071499	0.005382825689	0.018049081446	47	23	
5200000	495.429599	1	-1.513117652044	1.138950970610	-0.053342791692	0.033508604765	0.000098893875	0.961808519043	N\A	0.051341236858	0.006850052635	0.021399910586	50	16	
5250000	486.394919	1	-1.498910070894	1.145985646860	-0.060622999205	0.065422387487	0.000115617413	0.959238448621	N\A	0.053917447537	0.006957326703	0.023952467503	48	25	
5300000	484.426226	1	-1.511394821978	1.139428061833	-0.049701216304	0.012107912575	0.000110002744	0.965016841050	N\A	0.051910538977	0.006439983559	0.019045242606	44	24	
5350000	496.850349	1	-1.515342112917	1.145770866247	-0.051810555622	0.022518296597	0.000107397554	0.959177586145	N\A	0.052905585698	0.006904158424	0.022058143545	31	27	
5400000	507.428183	1	-1.484290624764	1.129916867022	-0.050956647499	0.036388573038	0.000082431417	0.971213839527	N\A	0.047443539349	0.004939928939	0.017707448084	43	26	
5450000	482.103069	1	-1.735685413576	1.263308812734	-0.063707772549	0.007259319694	0.000110034576	0.963500022162	N\A	0.046086501087	0.006210396241	0.019327226927	49	31	
5500000	484.176495	1	-1.658064661981	1.227904138127	-0.064484597950	0.021821821073	0.000084982244	0.967409519410	N\A	0.049719702276	0.006607508625	0.018006366334	41	27	
5550000	488.741347	1	-1.452164224218	1.107183392099	-0.053784600643	0.065131300721	0.000105699810	0.960660228184	N\A	0.053320668816	0.006583198326	0.022091914038	55	28	
5600000	491.619401	1	-1.588230842931	1.179874473549	-0.054539767995	0.010222660342	0.000170389474	0.967308113099	N\A	0.046366051237	0.006185236909	0.019026482604	46	32	
5650000	490.430714	1	-1.690271128040	1.246594621955	-0.063733020705	0.013008598039	0.000084958393	0.965676154711	N\A	0.048502063899	0.006177466334	0.020111468498	51	26	
5700000	484.804231	1	-1.462301638685	1.099906899796	-0.046670349349	0.045234702829	0.000111251672	0.959137420749	N\A	0.051150976641	0.006864140632	0.022277109856	49	17	
5750000	489.083790	1	-1.631407448381	1.215243940942	-0.065889328319	0.046193651009	0.000141500568	0.968687208432	N\A	0.044418314307	0.006051809957	0.017216421652	49	21	
5800000	494.252688	1	-1.644245432005	1.218657923346	-0.068111960855	0.051804547674	0.000130324145	0.961120857100	N\A	0.050869096982	0.006300216742	0.022665231918	38	33	
5850000	491.928351	1	-1.736264688172	1.246156283359	-0.062928230026	0.012109668483	0.000076677520	0.962790348216	N\A	0.046287886608	0.005085185214	0.018958612623	49	27	
5900000	486.249517	1	-1.646567920939	1.222364891571	-0.063715283331	0.030404770474	0.000111533491	0.959933965117	N\A	0.051342302470	0.006408540687	0.020952719565	51	21	
5950000	480.778669	1	-1.441282644931	1.110032312355	-0.059542466820	0.084723701343	0.000098077356	0.958161310844	N\A	0.053242710803	0.007007481179	0.021026721272	50	19	
6000000	483.775635	1	-1.378745353521	1.072918909707	-0.052067559920	0.077896818969	0.000109677252	0.959634294274	N\A	0.051662673827	0.006116460641	0.019234107304	51	20	
6050000	468.266655	1	-1.458243038904	1.131334036867	-0.067676871510	0.101897792198	0.000094224556	0.956859467467	N\A	0.055351116546	0.007233518029	0.024070850523	49	24	
6100000	480.702269	1	-1.570178494379	1.187586071627	-0.061973538675	0.034926431011	0.000110490968	0.956300427786	N\A	0.052564732571	0.007200742417	0.024159504926	44	26	
6150000	491.781612	1	-1.642856133055	1.218132742448	-0.056423996635	-0.007062724965	0.000117493682	0.960604112773	N\A	0.051112393970	0.005862778337	0.021549200726	47	18	
6200000	484.154458	1	-1.643681874728	1.249142474039	-0.070414869227	0.018962608847	0.000117852774	0.966941458801	N\A	0.050709587864	0.006292361239	0.022589794621	49	24	
6250000	491.613304	1	-1.512629953302	1.140104102810	-0.061359143178	0.073627485163	0.000105661045	0.963299288033	N\A	0.056110647985	0.007009777001	0.021898342352	41	24	
6300000	485.930631	1	-1.676398383679	1.230107287731	-0.059697145641	0.010588032822	0.000079080359	0.961223854637	N\A	0.051476605472	0.006501950848	0.022213067156	43	26	
6350000	494.335745	1	-1.518261735844	1.154851676789	-0.059911745344	0.052852094931	0.000100773513	0.959941257912	N\A	0.049932713611	0.006281882076	0.022698720629	52	24	
6400000	485.186664	1	-1.557341104836	1.184826757056	-0.057624419640	0.030347189750	0.000113471682	0.961441230268	N\A	0.052365470756	0.006577879111	0.022004622359	42	30	
6450000	469.957533	1	-1.631898748330	1.203922640938	-0.056326341902	0.014949195964	0.000187964110	0.961489140047	N\A	0.056555097445	0.006663098837	0.023012182578	40	34	
6500000	488.688213	1	-1.561705664519	1.171861921058	-0.053353966990	0.027785590049	0.000106686553	0.975097743471	N\A	0.044809612608	0.005473513409	0.018626958094	46	25	
6550000	493.558949	1	-1.624289171931	1.178703696227	-0.057182942747	0.033919086094	0.000097829629	0.968600508444	N\A	0.050136153376	0.005439690992	0.019131510011	51	27	
6600000	472.244804	1	-1.774636907117	1.285292617563	-0.064830312856	-0.000755010219	0.000116916449	0.953687946284	N\A	0.054617519360	0.006963295790	0.023946607978	42	19	
6650000	490.975180	1	-1.569080293714	1.192656439856	-0.064960916866	0.040378139336	0.000107267077	0.961832821178	N\A	0.051501926611	0.006777107630	0.021974108918	37	22	
6700000	483.518251	1	-1.443309262956	1.096763937830	-0.060607968518	0.105110891060	0.000092781990	0.955912455129	N\A	0.054233668739	0.006797162399	0.023524828438	36	33	
6750000	481.913398	1	-1.596913254145	1.202172952210	-0.067661745124	0.062040568659	0.000096712773	0.967396966317	N\A	0.049414253705	0.006581879792	0.020548982411	39	23	
6800000	479.267272	1	-1.660333522479	1.224227146544	-0.067530967670	0.051031623744	0.000077616513	0.962218218370	N\A	0.050195509077	0.006489609213	0.021016400765	54	24	
6850000	478.410227	1	-1.790906406714	1.282736019462	-0.060249519393	-0.018586800467	0.000104587264	0.965171974101	N\A	0.049429046116	0.005462782976	0.020294643676	46	26	
6900000	481.006787	1	-1.693447364337	1.266468070599	-0.076092755039	0.048011784463	0.000087523198	0.957766395919	N\A	0.049575733132	0.006851574824	0.022003489087	44	32	
6950000	484.208266	1	-1.420043931957	1.103630013294	-0.056161482699	0.075651064744	0.000131188411	0.958248814530	N\A	0.052492323091	0.006862094475	0.022836262215	35	25	
7000000	486.823530	1	-1.652212822190	1.226767528063	-0.065482892324	0.036454785814	0.000119168807	0.955576711547	N\A	0.051984370049	0.006682127797	0.021441018421	45	23	
7050000	483.301318	1	-1.592278375301	1.182450143386	-0.060476118550	0.041774456791	0.000095526442	0.959917719551	N\A	0.053428979710	0.006885647919	0.022780514206	42	28	
7100000	490.157472	1	-1.697292652896	1.260406599482	-0.067926407421	0.018710784401	0.000148069711	0.967389721898	N\A	0.041233002007	0.006508026989	0.011548947161	44	29	
7150000	489.012778	1	-1.604721659163	1.170096778934	-0.053236847733	0.024441800199	0.000099571020	0.962005823423	N\A	0.048497802187	0.006511892724	0.021666050465	48	32	
7200000	480.246256	1	-1.594899277397	1.188381281850	-0.054093863818	0.007113923694	0.000090947297	0.968882516693	N\A	0.048102387073	0.005870254316	0.021568097268	50	24	
7250000	490.267389	1	-1.663422779430	1.264643296224	-0.077719644947	0.041228897939	0.000098163773	0.958366578373	N\A	0.051557317073	0.006855552495	0.022433747622	55	18	
7300000	494.703825	1	-1.605954844616	1.196486881725	-0.061236603574	0.037861979831	0.000109777846	0.968091514911	N\A	0.052307421160	0.006147592994	0.019128255557	44	24	
7350000	489.403639	1	-1.563413632563	1.180615893544	-0.055821191812	0.003042462759	0.000078832569	0.962734722906	N\A	0.050515063873	0.006716693173	0.021298929770	50	26	
7400000	481.224525	1	-1.473074428513	1.093575928898	-0.043300973756	0.031988557350	0.000119598789	0.960869404397	N\A	0.053853867033	0.006796151918	0.020224066530	53	19	
7450000	488.948921	1	-1.418380291114	1.069415913920	-0.048301814724	0.071415415610	0.000095557449	0.963146909493	N\A	0.050245678280	0.006646963668	0.020561083915	38	23	
7500000	463.236600	1	-1.681110414997	1.239590508587	-0.067713926678	0.041110295601	0.000202077735	0.954392140154	N\A	0.050625325727	0.006398788817	0.022888279401	46	28	
7550000	474.567040	1	-1.625700062768	1.213540588240	-0.066412855285	0.043668127274	0.000107633814	0.956144490079	N\A	0.055579563959	0.006704911504	0.024707967649	43	30	
7600000	482.515326	1	-1.574281340812	1.173440575991	-0.062073056822	0.052189435518	0.000097637614	0.960865830867	N\A	0.051861577962	0.006534377189	0.022698352924	53	31	
7650000	477.466551	1	-1.531606957105	1.131222224210	-0.056999895308	0.069980274127	0.000101235861	0.960481318126	N\A	0.051754680013	0.006589612264	0.021799006826	41	29	
7700000	482.988885	1	-1.594737138517	1.173478263292	-0.059755229286	0.046906658763	0.000114713594	0.956632302406	N\A	0.051301911559	0.007225100911	0.020057895124	40	24	
7750000	475.403145	1	-1.659319968655	1.246879106649	-0.067152102784	0.018129816153	0.000088331054	0.962520049353	N\A	0.049607451531	0.006156774578	0.021894751394	54	28	
7800000	484.831368	1	-1.480821018049	1.144302963457	-0.056965449490	0.043931524651	0.000107430502	0.972158353180	N\A	0.052052956253	0.006123150942	0.019441392023	47	27	
7850000	480.354773	1	-1.538940280576	1.153445187207	-0.056402236905	0.040086001011	0.000140625504	0.970321896297	N\A	0.047167440571	0.006083936365	0.016718251579	43	24	
7900000	481.005506	1	-1.618219518219	1.184727249292	-0.057887560649	0.037436391692	0.000104516972	0.961199308444	N\A	0.050334271646	0.006676807259	0.020980849174	38	24	
7950000	485.362169	1	-1.570823851682	1.160900695927	-0.052388475660	0.025654487482	0.000108289432	0.975792932342	N\A	0.047923888731	0.005218102565	0.020303331754	52	23	
8000000	480.502712	1	-1.670587196045	1.218357443132	-0.069638434242	0.070246361054	0.000120176619	0.961687463232	N\A	0.052009455519	0.006811806587	0.023249141445	52	27	
8050000	487.021347	1	-1.609547791609	1.212436389168	-0.058845022273	0.013918688253	0.000094348740	0.974956537246	N\A	0.047981641143	0.006031732092	0.023160614274	37	23	
8100000	495.554188	1	-1.616216602545	1.196766554282	-0.065750224775	0.062414161007	0.000114383391	0.962338124356	N\A	0.046898489658	0.006030673278	0.021501307131	48	30	
8150000	472.648566	1	-1.577994676475	1.180379863612	-0.057921059968	0.032771084349	0.000121606856	0.958588376973	N\A	0.052822224289	0.006652134258	0.022714443427	50	17	
8200000	497.754523	1	-1.549923439581	1.153105188909	-0.051566354883	0.024918580775	0.000097841870	0.967551525531	N\A	0.044003075592	0.006311851628	0.016125396967	48	25	
