Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m8-VR-004.txt
Log File Name:                   MOB_d1_m8-VR-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            981849588
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m8-VR-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	223.498865	1	-1.655327431071	1.272794412287	-0.087042699653	0.160084439065	0.000711272876	0.893796312560	N\A	0.116263320408	0.016764857895	0.041890630251	42	31	
1050000	224.358847	1	-1.797727082691	1.347092641502	-0.094837476644	0.158739609115	0.000910833823	0.930725399801	N\A	0.107115797096	0.014669956758	0.029212064193	51	31	
1100000	240.697135	1	-1.415199504015	1.177343278822	-0.094358411930	0.243844432064	0.000427111623	0.906872992066	N\A	0.097097761160	0.014240681600	0.034465256176	57	34	
1150000	232.208557	1	-1.861924142815	1.482064538095	-0.127427509637	0.158851253371	0.000508785440	0.875351848792	N\A	0.104740939131	0.015702020088	0.049177565492	31	23	
1200000	215.790317	1	-1.571524692771	1.281671174956	-0.100171102969	0.207532829336	0.000481186628	0.871059976151	N\A	0.106089213495	0.014877846393	0.037619503667	52	32	
1250000	229.714781	1	-2.057822576161	1.569021340690	-0.120243072855	0.096855920111	0.000504808763	0.886510677293	N\A	0.112339647522	0.017290958495	0.039442895604	47	31	
1300000	233.893858	1	-2.115549667788	1.527344859520	-0.123203503442	0.142054139522	0.001009602410	0.904981826155	N\A	0.097591357349	0.014547175016	0.037062065500	45	32	
1350000	240.526337	1	-1.746226488263	1.405243426595	-0.097140584596	0.089185573338	0.001145334528	0.902293434365	N\A	0.090632533164	0.013849557805	0.044565394097	54	31	
1400000	253.975466	1	-1.864159673818	1.392281794317	-0.105632155085	0.170810995852	0.000411189160	0.906188575703	N\A	0.094990871890	0.014712581476	0.038534527421	38	32	
1450000	252.530677	1	-1.629241886781	1.320245109225	-0.109985528108	0.222968851873	0.000506570045	0.918828820746	N\A	0.100590111160	0.014065448489	0.032789908198	51	38	
1500000	233.974949	1	-1.896803670611	1.471537037638	-0.122591430486	0.180066754184	0.000605664692	0.915083524995	N\A	0.113137638877	0.016151788169	0.032627223368	43	26	
1550000	240.001529	1	-1.830980836041	1.366031150662	-0.099928386107	0.156496020385	0.000404930238	0.907328200358	N\A	0.094343803308	0.013955381218	0.042268405714	50	27	
1600000	244.749889	1	-1.877099433077	1.388386454194	-0.100411821010	0.112942489558	0.000478310590	0.906576373811	N\A	0.098632415677	0.014961299589	0.037438138065	49	29	
1650000	243.578494	1	-1.443009847462	1.148536436512	-0.057532641589	0.134791046083	0.000811977953	0.904819017072	N\A	0.094918032401	0.014544673230	0.036479676642	59	38	
1700000	249.895162	1	-1.804946746274	1.420446346836	-0.098999234132	0.127670071972	0.000615175442	0.910421923144	N\A	0.102863170698	0.015254317404	0.034717778546	60	33	
1750000	231.201833	1	-1.696217939835	1.288308483102	-0.064648477187	0.065654462253	0.000629811695	0.905654611445	N\A	0.094070039959	0.013589119073	0.031777353078	42	29	
1800000	229.693077	1	-1.791514478969	1.449867512221	-0.117678397520	0.142034877307	0.000589107713	0.919826587874	N\A	0.106842558274	0.015181613368	0.032039503764	52	24	
1850000	219.783283	1	-1.493667981041	1.223568374117	-0.109668940083	0.248744834117	0.001106496777	0.872201303934	N\A	0.109329800476	0.015955532022	0.048539366717	53	26	
1900000	262.655766	1	-1.841585983649	1.414415752925	-0.115263223657	0.179989655827	0.000685632256	0.929752576155	N\A	0.093909630763	0.013276849127	0.029759408336	43	37	
1950000	223.944218	1	-1.998926846496	1.464843494497	-0.111929677172	0.152331769190	0.000384822859	0.876730574378	N\A	0.112330403311	0.017086819067	0.049340241255	39	26	
2000000	242.808836	1	-1.497710389208	1.306404535903	-0.094950860945	0.152589077376	0.000280841772	0.943934980746	N\A	0.088140681522	0.012130789911	0.045626290326	44	41	
2050000	245.760840	1	-1.529384118946	1.297092143382	-0.077595400129	0.107792179818	0.000244694567	0.908075858792	N\A	0.094826028836	0.014737586166	0.040150284008	49	35	
2100000	237.095517	1	-1.452078040547	1.228419473576	-0.086939610810	0.173967680298	0.000439518214	0.932955818906	N\A	0.097765153221	0.013883404669	0.026833141078	53	25	
2150000	240.539455	1	-1.849303427166	1.485055321819	-0.100983262785	0.047735651692	0.000498813413	0.925611621361	N\A	0.085430059357	0.014164503713	0.032681961108	49	34	
2200000	232.312315	1	-1.449717334717	1.223388755056	-0.074627355337	0.141653533955	0.000753986611	0.911253689805	N\A	0.089826303108	0.014392178017	0.039460122099	39	32	
2250000	235.892864	1	-2.202651345842	1.623232336122	-0.133694113296	0.100421433974	0.000376155598	0.892540272166	N\A	0.103341092297	0.015775013535	0.043584059790	48	30	
2300000	213.847051	1	-1.630330038874	1.368322854746	-0.109198779318	0.144005905455	0.000559717349	0.866881493097	N\A	0.110368855179	0.016084216548	0.042238003596	41	31	
2350000	230.878419	1	-1.721931486120	1.279661948433	-0.077887736526	0.114201258523	0.000540428507	0.919483354918	N\A	0.106053884483	0.014775310774	0.032351147451	47	25	
2400000	220.620582	1	-1.549998892958	1.270563823074	-0.090802273737	0.147222117576	0.000673401248	0.901053172591	N\A	0.083653531563	0.013024699533	0.038110151738	48	35	
2450000	233.331555	1	-1.882184008374	1.417729138904	-0.094579312169	0.095389122459	0.000826183766	0.906148119711	N\A	0.097274806745	0.014318476857	0.041474899287	29	35	
2500000	258.028956	1	-1.455457939633	1.244043102664	-0.091374536399	0.181529276887	0.000492741572	0.913536055470	N\A	0.099062438681	0.014623878061	0.036115284611	51	32	
2550000	238.670485	1	-1.870545794101	1.495649956735	-0.121823008240	0.165230282686	0.000507130489	0.879509227938	N\A	0.106763598513	0.015642943882	0.041671088860	47	19	
2600000	236.439246	1	-1.436458147021	1.237259356184	-0.121846663357	0.335606558908	0.000461884012	0.880579355753	N\A	0.113637517259	0.015802508145	0.050269267629	42	26	
2650000	231.318155	1	-1.675141374226	1.348718432906	-0.091147991882	0.086595092148	0.000651049596	0.872148653128	N\A	0.105287574357	0.016912378967	0.047734425310	49	24	
2700000	252.710131	1	-1.448603651752	1.214335107609	-0.087771139911	0.189851844403	0.000693230167	0.913913116576	N\A	0.100176094879	0.014996231162	0.031763874915	51	29	
2750000	227.941597	1	-1.776681884758	1.345264289773	-0.112158322043	0.234532197049	0.000592554348	0.883328552104	N\A	0.104920050532	0.014715095401	0.042914063760	50	31	
