Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m6-glob-005.txt
Log File Name:                   HIP_d1_m6-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2871457544
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m6-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	449.963109	1	-0.947959730997	0.982524253827	-0.062042135592	0.000123599394	0.961419084860	N\A	0.028299568877	0.019133465449	36	6	0.000654451010	Global Trend	
1050000	458.028777	1	-0.738111520328	0.917965987802	-0.021741229868	0.000098495708	0.961864947660	N\A	0.026944065049	0.018315032028	34	8	-0.003711914284	Global Trend	
1100000	448.506211	1	-0.815554899566	1.000240814122	-0.072523664890	0.000144688865	0.972887846165	N\A	0.029442319203	0.022761193451	32	8	-0.016198505350	Global Trend	
1150000	468.134778	1	-0.804383437249	0.904065855993	0.001076823885	0.000049993840	0.966202692055	N\A	0.034262172955	0.023785507904	38	6	-0.000348863531	Global Trend	
1200000	457.882397	1	-0.996285258914	1.019263815291	-0.079259646983	0.000139490100	0.957532784283	N\A	0.034856376439	0.023468356890	36	6	-0.002261179374	Global Trend	
1250000	467.264022	1	-0.748705377472	0.915473960162	-0.025152911437	0.000125562636	0.964441836828	N\A	0.030421071515	0.020654268122	36	7	-0.003503711233	Global Trend	
1300000	460.039702	1	-1.009970412744	1.007840846031	-0.067427992604	0.000158314395	0.953275593539	N\A	0.037163933745	0.025359908346	34	8	0.003516395796	Global Trend	
1350000	461.858829	1	-0.794836354017	0.916161936217	-0.015682112976	0.000135645822	0.963227643290	N\A	0.033261802995	0.022320973659	38	8	-0.003905684097	Global Trend	
1400000	455.629488	1	-0.828598586643	0.912376361373	-0.012237099406	0.000142670867	0.952299098752	N\A	0.034678309004	0.024278472410	37	9	0.000446681381	Global Trend	
1450000	468.108065	1	-0.843472352888	0.937900094329	-0.044696114497	0.000091312070	0.958995943971	N\A	0.032291896264	0.022477944615	40	12	0.000905960315	Global Trend	
1500000	443.573096	1	-0.741380919936	0.874122581775	0.014918241957	0.000090639206	0.954488611223	N\A	0.034189259375	0.022978407621	37	2	-0.000290736328	Global Trend	
1550000	455.351192	1	-0.784810822373	0.900270716453	-0.009914986204	0.000120233945	0.955463631519	N\A	0.035082782281	0.023922023920	39	5	-0.000050667656	Global Trend	
1600000	450.373552	1	-0.710274940940	0.965422768587	-0.064410668572	0.000150003633	0.965013597973	N\A	0.023606624107	0.016269879659	38	5	-0.003536290365	Global Trend	
1650000	456.724389	1	-0.757533520101	0.938992927660	-0.031033317280	0.000139719976	0.970939181688	N\A	0.024898307219	0.017417387986	43	4	-0.006576351828	Global Trend	
1700000	445.107201	1	-0.717228013459	0.908359465842	-0.033027655249	0.000145632788	0.958969546103	N\A	0.038515644639	0.026113539551	37	4	-0.002735715730	Global Trend	
1750000	462.780045	1	-0.778302756017	0.905694241016	-0.016623466891	0.000132079972	0.951520052987	N\A	0.034690230365	0.023747078047	31	5	-0.000959877994	Global Trend	
1800000	449.688730	1	-0.964980796937	1.020011025812	-0.087203320827	0.000075152198	0.954171226246	N\A	0.037016462486	0.025421594486	41	5	-0.001313684193	Global Trend	
1850000	450.686165	1	-0.878524479760	0.963772605691	-0.047507914273	0.000014643215	0.966684397314	N\A	0.035129731432	0.023673396997	46	6	0.000308685181	Global Trend	
1900000	472.581687	1	-0.994038441002	0.928637274134	-0.026934254334	0.000132789001	0.962415757823	N\A	0.034276611266	0.024158047637	42	11	0.009463804404	Global Trend	
1950000	444.928739	1	-0.756568180819	0.923040149099	-0.030970472938	0.000182856158	0.955085625627	N\A	0.035927322124	0.024806229163	34	7	-0.004955824052	Global Trend	
2000000	471.340615	1	-0.879852251564	0.945028900486	-0.025750847702	0.003042023220	0.963541818383	N\A	0.033207523995	0.022518143354	41	10	0.011176207110	Global Trend	
2050000	482.417584	1	-1.008338553113	0.986504656296	-0.056934495809	0.000313317109	0.965439283738	N\A	0.029941587724	0.020782201104	43	11	0.005403509500	Global Trend	
2100000	459.948504	1	-1.039427541357	1.011909853887	-0.075699402713	0.000186691852	0.957473917799	N\A	0.034230104583	0.023388347335	31	9	0.004752751881	Global Trend	
2150000	449.963878	1	-1.004714378223	0.982091761189	-0.059967134499	0.000135528070	0.957179433930	N\A	0.033756546794	0.022955173835	47	6	0.001875038468	Global Trend	
2200000	449.933010	1	-0.715350453916	0.868464583087	0.002585163711	0.000245229839	0.952868722424	N\A	0.036515040037	0.024581387817	38	9	-0.000400964885	Global Trend	
2250000	432.806055	1	-0.730531303563	0.903057549264	-0.009311715853	0.000136913457	0.953537484737	N\A	0.031824363324	0.022281015853	26	5	-0.003067425297	Global Trend	
2300000	454.757889	1	-0.647878310322	0.855785286704	0.012580078322	0.000066458722	0.962004315032	N\A	0.033982492404	0.023294398616	41	7	-0.001497514406	Global Trend	
2350000	467.146931	1	-0.666871473929	0.909070173663	-0.011886828709	0.000129147123	0.969120263318	N\A	0.029269159317	0.020697899428	40	7	-0.008322093925	Global Trend	
2400000	459.869506	1	-1.122919794804	1.065591958260	-0.113799924104	0.000152851825	0.956134982958	N\A	0.036923840449	0.025773520116	29	7	0.002142357805	Global Trend	
2450000	460.743650	1	-0.907815155514	0.984875748561	-0.063420523481	0.000129039737	0.961837939461	N\A	0.036000909906	0.024584376199	41	7	-0.002530673926	Global Trend	
2500000	468.145992	1	-0.817344042092	0.915597461448	-0.017120665109	0.000081712013	0.959362093919	N\A	0.035639757668	0.024405591614	34	5	-0.002147969788	Global Trend	
2550000	467.312187	1	-0.828556496611	0.918643782891	-0.018468196983	0.000225537827	0.958112368121	N\A	0.036822388008	0.024901424186	40	6	-0.005649772709	Global Trend	
2600000	454.521993	1	-0.741939768941	0.900001110481	0.003553298532	0.000171069468	0.971299694052	N\A	0.030362753060	0.020759165815	52	4	-0.005943674571	Global Trend	
2650000	474.646269	1	-0.895945413681	0.944135901583	-0.026671986651	0.000078491177	0.963996826531	N\A	0.029843449162	0.020435883118	39	9	-0.000853082747	Global Trend	
2700000	469.146336	1	-0.956762821113	0.952372183095	-0.033959782468	0.000094037653	0.965771257938	N\A	0.027346011606	0.019756460363	35	8	0.005046640586	Global Trend	
2750000	467.702013	1	-0.825520862806	0.924679511225	-0.029897614427	0.000072700662	0.967007306341	N\A	0.028266582357	0.019081784785	40	12	0.000691636922	Global Trend	
2800000	452.746658	1	-0.724822633623	0.870583662172	0.024373664481	0.000152449797	0.958612985535	N\A	0.032495668649	0.021323747579	37	8	-0.001840592259	Global Trend	
2850000	457.492057	1	-0.875645967355	0.894822692466	0.009099056031	0.000175751748	0.964114633861	N\A	0.030049732471	0.021304523102	39	6	0.004214529900	Global Trend	
2900000	464.515395	1	-0.705465390682	0.887680492962	0.003653346882	0.000146793428	0.958924770132	N\A	0.031889872434	0.021960417030	35	7	-0.002505810817	Global Trend	
2950000	454.097038	1	-0.652622292372	0.900233477433	-0.017442386699	0.000131571467	0.961181286309	N\A	0.030635762041	0.021900118547	44	7	-0.007143224045	Global Trend	
3000000	438.193618	1	-0.860707200105	0.952790845516	-0.053432255116	0.000090035660	0.955473035338	N\A	0.035510388769	0.024122598524	47	5	0.000324526457	Global Trend	
3050000	469.711475	1	-0.834751742362	0.974984266234	-0.072313492332	0.000112422753	0.958460770975	N\A	0.036652506303	0.024946761823	42	8	-0.000675390156	Global Trend	
3100000	469.040900	1	-0.726109691764	0.898341856665	-0.002461968403	0.000101837166	0.961556399066	N\A	0.033086289834	0.023131218939	33	7	-0.004490983245	Global Trend	
3150000	450.260472	1	-0.792463530754	0.883590052615	0.009317186921	0.000117610252	0.959021447476	N\A	0.028532909037	0.019596349437	33	10	0.001139265021	Global Trend	
3200000	481.447455	1	-0.928261181048	0.972049019572	-0.047227618758	0.000163512979	0.965705010771	N\A	0.031045825258	0.021511433460	56	8	-0.001591554056	Global Trend	
