Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m5-bm-001.txt
Log File Name:                   MES_d1_m5-bm-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3966085586
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m5-bm-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	
1000000	516.574784	1	-1.247702523277	1.171723056805	-0.046347655917	0.000124449730	0.959827105420	N\A	0.038172623647	0.005559359634	
1050000	516.990583	1	-1.197064482095	1.162871565306	-0.048203704480	0.000124149244	0.959924103643	N\A	0.038126511530	0.005552643988	
1100000	518.910127	1	-1.160357321720	1.128468726994	-0.041491786856	0.000122771424	0.960368869806	N\A	0.037914355405	0.005521746133	
1150000	517.931013	1	-1.006503667798	1.033472503553	-0.027524117997	0.000123472296	0.960142625247	N\A	0.038022423344	0.005537484861	
1200000	517.878327	1	-1.209891643552	1.157860896797	-0.045645438827	0.000123510123	0.960130414529	N\A	0.038028247179	0.005538333028	
1250000	519.262369	1	-1.104758008593	1.093102106910	-0.036145601671	0.000122520255	0.960449948020	N\A	0.037875552549	0.005516094988	
1300000	516.305761	1	-1.101111637662	1.072887129772	-0.030642825845	0.000124644532	0.959764222500	N\A	0.038202487906	0.005563708986	
1350000	518.513088	1	-1.160115122339	1.136156763026	-0.043726253351	0.000123055152	0.960277280997	N\A	0.037958140766	0.005528122916	
1400000	518.692592	1	-1.091567586771	1.100211082214	-0.039339569664	0.000122926795	0.960318715085	N\A	0.037938338857	0.005525239019	
1450000	518.986081	1	-1.136423642079	1.120669531904	-0.041328093982	0.000122717220	0.960386366772	N\A	0.037905984972	0.005520527085	
1500000	516.141756	1	-1.119581887780	1.082817892564	-0.031895400910	0.000124763440	0.959725838518	N\A	0.038220705698	0.005566362177	
1550000	518.712180	1	-1.031329448163	1.061014659635	-0.033294254042	0.000122912797	0.960323233943	N\A	0.037936178609	0.005524924406	
1600000	517.542079	1	-1.107620842321	1.115883993198	-0.042455546319	0.000123751813	0.960052396042	N\A	0.038065436633	0.005543749202	
1650000	518.980133	1	-1.142109573531	1.113008794935	-0.038628000454	0.000122721464	0.960384996906	N\A	0.037906640373	0.005520622536	
1700000	517.598228	1	-1.195136727252	1.137374334999	-0.041030675492	0.000123711421	0.960065434663	N\A	0.038059223979	0.005542844408	
1750000	519.080654	1	-1.053976581009	1.072144019543	-0.034528609428	0.000122649764	0.960408142035	N\A	0.037895565248	0.005519009584	
1800000	518.412318	1	-1.178492234195	1.143993087827	-0.044383936684	0.000123127268	0.960254001749	N\A	0.037969261701	0.005529742540	
1850000	518.097257	1	-1.192693406001	1.140421131715	-0.042120370040	0.000123353013	0.960181130171	N\A	0.038004052788	0.005534809422	
1900000	518.554523	1	-1.121100847293	1.117304528975	-0.041692053578	0.000123025512	0.960286849044	N\A	0.037953568985	0.005527457094	
1950000	519.343560	1	-1.083135211217	1.084222012274	-0.035469719153	0.000122462434	0.960468612781	N\A	0.037866614235	0.005514793235	
2000000	519.368604	1	-1.099611823974	1.093594385915	-0.036734936066	0.000122444604	0.960474368515	N\A	0.037863857463	0.005514391746	
2050000	515.169726	1	-1.115424231466	1.077158955897	-0.030627807946	0.000125470516	0.959497591397	N\A	0.038328857432	0.005582113108	
2100000	518.803568	1	-1.047890324371	1.058656552788	-0.031174913899	0.000122847508	0.960344309493	N\A	0.037926101780	0.005523456844	
2150000	519.216393	1	-1.093561405781	1.095883277656	-0.037920167420	0.000122553009	0.960439374884	N\A	0.037880614952	0.005516832263	
2200000	518.086127	1	-1.130756985579	1.125349978144	-0.043168479556	0.000123360996	0.960178553482	N\A	0.038005282393	0.005534988498	
2250000	519.339980	1	-1.083803746935	1.086751725339	-0.036139880334	0.000122464983	0.960467790018	N\A	0.037867008290	0.005514850624	
2300000	517.856094	1	-1.211585891263	1.156858088049	-0.045209365491	0.000123526089	0.960125260664	N\A	0.038030705018	0.005538690982	
2350000	516.833482	1	-1.003405412387	1.024888612874	-0.025322280255	0.000124262691	0.959887482407	N\A	0.038143927500	0.005555180404	
2400000	517.723516	1	-1.059965366561	1.087585983111	-0.038453486230	0.000123621340	0.960094513156	N\A	0.038045364978	0.005540826019	
2450000	517.911591	1	-1.188656161219	1.152987751710	-0.046089476816	0.000123486239	0.960138124449	N\A	0.038024570079	0.005537797505	
2500000	519.328027	1	-1.116826792899	1.103671570821	-0.038138848548	0.000122473494	0.960465042727	N\A	0.037868324051	0.005515042248	
2550000	515.184413	1	-1.216336858877	1.179919069395	-0.051435435494	0.000125459803	0.959501049626	N\A	0.038327221075	0.005581874794	
2600000	517.066256	1	-0.989836812048	1.045357404002	-0.032395458319	0.000124094635	0.959941731543	N\A	0.038118125389	0.005551422653	
2650000	518.762156	1	-1.168491468223	1.134661739149	-0.042567272881	0.000122877089	0.960334760556	N\A	0.037930667734	0.005524121817	
2700000	518.595899	1	-1.175157154223	1.133138765016	-0.041549035745	0.000122995921	0.960296401140	N\A	0.037949004276	0.005526792302	
