Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m8-glob-001.txt
Log File Name:                   MES_d1_m8-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3797792680
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m8-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	575.579687	1	-0.984950389299	0.998208200098	-0.031382949018	0.034172761712	0.000089969278	0.999312433165	N\A	0.013496835443	0.001350786726	0.013979400064	45	2	-0.121951033320	Global Trend	
1050000	586.271645	1	-0.882036489254	0.978755551093	-0.033884895198	0.066668228598	0.000088152910	0.980021096598	N\A	0.030011843319	0.003708328753	0.015711100275	42	2	-0.004115369028	Global Trend	
1100000	580.410080	1	-0.905850282087	0.969678914318	-0.028728949758	0.052700929042	0.000110239281	0.980502371224	N\A	0.030348769011	0.004246812908	0.014991248176	31	3	-0.002464255870	Global Trend	
1150000	576.345826	1	-0.879819069734	1.036828812559	-0.045295785506	0.075619243422	0.000084722696	0.977437431765	N\A	0.026077290665	0.002923069874	0.017136996301	37	4	0.009840143878	Global Trend	
1200000	579.958695	1	-1.045571230141	1.037085032755	-0.037047106518	0.036861748912	0.000095945501	0.979656880655	N\A	0.025910868299	0.003162170955	0.016408961379	35	5	-0.008019081956	Global Trend	
1250000	596.695402	1	-0.913969459984	0.951051509466	-0.033362329154	0.081663264135	0.000078817430	0.999964942769	N\A	0.014259617712	0.001525012351	0.015105830506	36	4	0.536341762628	Global Trend	
1300000	582.985661	1	-0.891550240789	0.962520634448	-0.034855996685	0.072883622067	0.000071324323	0.999965431244	N\A	0.015354252418	0.001587081801	0.016191991595	49	4	-0.464575420449	Global Trend	
1350000	600.740448	1	-0.926577059470	0.958100080060	-0.032426535894	0.074460537199	0.000175259156	0.999988554128	N\A	0.013781623127	0.001480257586	0.014569195865	41	4	-2.123921096213	Global Trend	
1400000	588.050528	1	-1.050919188056	1.040664340043	-0.033982633617	0.018323591739	0.000118240130	0.997484320613	N\A	0.012835942785	0.002751385967	0.009870770774	43	3	-0.006274676420	Global Trend	
1450000	589.244025	1	-1.077928859498	1.059915705382	-0.040244956378	0.039282024194	0.000164893618	0.975958256282	N\A	0.035258335578	0.003638850059	0.015282657213	29	4	-0.001529668544	Global Trend	
1500000	569.394357	1	-0.970413827453	0.952394985921	-0.030909114089	0.079369324735	0.000062337288	0.999968694434	N\A	0.014588088680	0.001479316959	0.015337911318	43	5	-0.445450968041	Global Trend	
1550000	591.354802	1	-0.908597044342	0.948947357011	-0.033563527436	0.094455881512	0.000095821342	0.980041627144	N\A	0.032273667473	0.004602456848	0.016833358808	48	4	-0.001172719011	Global Trend	
1600000	573.069604	1	-0.955062847611	0.975197639914	-0.026617187658	0.045585555412	0.000119098141	0.979812636282	N\A	0.034061027599	0.004514728877	0.015889130396	33	3	0.000795357998	Global Trend	
1650000	583.576019	1	-0.979792727641	0.962602781376	-0.030277158997	0.072982950773	0.000086554236	0.996113813369	N\A	0.015954598697	0.001814959614	0.015748643468	38	3	-0.067494204294	Global Trend	
1700000	597.795362	1	-1.036990211684	1.054275084758	-0.039912033506	0.045587563827	0.000064307919	0.980398777310	N\A	0.029429671663	0.003417615786	0.013673134300	39	4	-0.000085420584	Global Trend	
1750000	584.494207	1	-0.978617711534	0.973644600209	-0.033116663497	0.062311219421	0.000087203083	0.999597864046	N\A	0.015417948797	0.001621414180	0.016118051604	47	2	-0.164897138472	Global Trend	
1800000	575.166798	1	-0.886579006181	0.977448665678	-0.033064250801	0.053853741112	0.000066125655	0.994869672871	N\A	0.013923295697	0.001614750922	0.013593547702	37	2	0.037907916523	Global Trend	
1850000	576.936379	1	-0.832385953054	0.980230484056	-0.033791989869	0.053263923272	0.000065336636	0.999992844495	N\A	0.012991219225	0.001324025459	0.013486899651	34	1	1.148999661218	Global Trend	
1900000	573.193288	1	-0.952002611066	0.967382282984	-0.032291549943	0.067284700421	0.000087655755	0.999413653769	N\A	0.013792122179	0.001382893081	0.014201951029	41	4	-0.160729789883	Global Trend	
1950000	589.704519	1	-1.024328595384	1.001611668116	-0.031127427017	0.039820457512	0.000061542102	0.992977525757	N\A	0.015924766554	0.001831278179	0.015113529304	33	6	-0.021893931697	Global Trend	
2000000	592.187920	1	-0.887143022081	0.959183853082	-0.030993509698	0.075428470217	0.000074110011	0.992825026967	N\A	0.016157042250	0.001764852492	0.015339419783	36	3	0.027043532402	Global Trend	
2050000	578.396241	1	-0.927489968604	0.988793869928	-0.030781032745	0.043154347419	0.000077313855	0.998871128575	N\A	0.013327039396	0.001412659454	0.013733814984	48	2	-0.079792278358	Global Trend	
2100000	570.824132	1	-0.880366720908	0.989893572154	-0.032994610183	0.043467564762	0.000075290110	0.999145892304	N\A	0.012882320954	0.001238625839	0.013028114336	34	5	-0.116048992329	Global Trend	
2150000	579.688069	1	-0.975823456879	0.980670848098	-0.028578417691	0.047325247587	0.000117052238	0.999906356211	N\A	0.015987962543	0.001775133678	0.017050352334	45	4	0.486187055881	Global Trend	
2200000	593.304105	1	-1.128142639083	1.074293117831	-0.039013513238	0.024538821553	0.000123563380	0.981460558519	N\A	0.026616367990	0.003196125639	0.013560109277	26	4	-0.003036666727	Global Trend	
2250000	577.011283	1	-0.927481208949	0.949082205813	-0.034876902597	0.086169741490	0.000090459235	0.999978985186	N\A	0.015791218383	0.001714009720	0.016680758510	33	3	-0.581446139294	Global Trend	
