Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m9-fab-001.txt
Log File Name:                   HIP_d1_m9-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4094327972
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m9-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	
1000000	473.087170	1	-1.114410051484	1.065362765031	-0.015788550633	-0.013856201838	-0.004491471471	0.000144608852	0.977159746336	N\A	0.092159321447	0.013590041391	0.031257079292	0.007123775980	38	7	
1050000	462.535374	1	-1.197752186766	1.174028431340	-0.044257132835	-0.005822767943	0.000221314915	0.000066503746	0.958087673340	N\A	0.094519750993	0.014109285125	0.041826058044	0.008528392052	35	6	
1100000	465.907186	1	-1.143066067055	1.191129382390	-0.051266173569	-0.049256005725	0.010968612238	0.000097984858	0.952745003106	N\A	0.107173325389	0.015742124429	0.045563865931	0.008759990527	32	6	
1150000	468.492590	1	-1.224420322636	1.186464114691	-0.045160373690	-0.010326923940	0.005290387084	0.000141614577	0.962181394203	N\A	0.095815298855	0.012304773306	0.044808129465	0.007655808604	43	7	
1200000	467.800089	1	-1.333164000178	1.276461241543	-0.053387895382	-0.087638801662	0.014139629057	0.000135442777	0.957513289642	N\A	0.120389532188	0.016347521660	0.051720295777	0.009067992664	40	6	
1250000	457.490928	1	-1.379182739999	1.316805373175	-0.059752067343	-0.110217357708	0.019410240454	0.000190521949	0.958604154815	N\A	0.096704052464	0.013904261543	0.042773457543	0.008196347812	33	7	
1300000	443.636889	1	-1.221879938130	1.175827821716	-0.044096121210	0.004521055057	-0.001006668755	0.000095070011	0.952493157386	N\A	0.131769563950	0.019106378641	0.053241418760	0.009973924668	39	4	
1350000	440.237412	1	-1.405713454496	1.374809655726	-0.070837839107	-0.169325733070	0.034994832547	0.000110919377	0.956272872786	N\A	0.110911852782	0.016418206748	0.046096491545	0.008722503425	35	5	
1400000	462.754257	1	-1.104148421912	1.151386649784	-0.043088622488	-0.047384140076	0.010782055520	0.000120496077	0.953886412001	N\A	0.108260448586	0.015063934043	0.047584244414	0.008549742847	44	8	
1450000	474.475561	1	-1.406376312886	1.346998041509	-0.060381255847	-0.123362380574	0.016951141689	0.000028075509	0.964001478836	N\A	0.084585631607	0.011766072623	0.038171873342	0.007297434002	47	6	
1500000	475.770077	1	-1.264602991133	1.242244497911	-0.047146727061	-0.069240732371	0.008849295735	0.000020300191	0.965669736106	N\A	0.102783013004	0.014584107530	0.042491951931	0.008023785261	47	8	
1550000	477.913534	1	-1.174449471337	1.181315629436	-0.035023847100	-0.078840653247	0.009021692874	0.000019279152	0.964111947258	N\A	0.093916047777	0.013584019484	0.040339157217	0.007535824506	45	6	
1600000	479.884369	1	-1.382102924573	1.306965176562	-0.049586519404	-0.116493364728	0.011235221222	0.000212518982	0.962000041088	N\A	0.099968982281	0.015109685135	0.041178448087	0.008297136723	42	7	
1650000	467.694208	1	-1.108846767710	1.162435225665	-0.039617963014	-0.072429457749	0.010065026931	0.000201515462	0.962831048109	N\A	0.109899436631	0.015944814448	0.045297229562	0.009049488747	48	5	
1700000	463.597470	1	-1.330919035976	1.308461123895	-0.053770232710	-0.132445389321	0.015564238037	0.000080769639	0.961658383784	N\A	0.102970803231	0.015022466696	0.043171410280	0.008446890769	31	4	
1750000	471.159077	1	-0.929181904355	1.003282434167	-0.028421903741	0.052906654202	-0.003957048623	0.000101689181	0.958582990651	N\A	0.104215210241	0.014986311961	0.045312999412	0.008537869454	42	8	
1800000	455.220884	1	-1.544883394323	1.504653580891	-0.091875339090	-0.172183294325	0.032454454058	0.000161426662	0.963013257002	N\A	0.094957681344	0.012716816875	0.041924342124	0.007661869005	44	4	
1850000	470.330818	1	-1.278022510663	1.263181702579	-0.054739870279	-0.091019299886	0.015867359312	0.000108506111	0.959823736272	N\A	0.097963165591	0.013770995620	0.043783044281	0.008031467396	38	6	
1900000	475.237428	1	-1.345625929292	1.259845931201	-0.047413510464	-0.055070237620	0.004100395677	0.000030823667	0.962669204255	N\A	0.106377638600	0.015335134625	0.046407154855	0.008709835836	35	6	
1950000	461.514032	1	-1.494565410196	1.402195665799	-0.068257449345	-0.161924207460	0.025490764255	0.000105353315	0.956626832025	N\A	0.097214086480	0.013456441120	0.044989937298	0.008022297093	33	7	
2000000	440.806452	1	-1.387017889194	1.269019722419	-0.057005796948	-0.095498320939	0.015724719937	0.000133732420	0.955669730147	N\A	0.117161426553	0.017706847732	0.048066836605	0.009536896023	42	6	
2050000	469.641569	1	-1.107870009862	1.173054472911	-0.054402348544	-0.038079230902	0.016127427841	0.000087640521	0.960984230236	N\A	0.098076314663	0.015068076600	0.041830945360	0.008299842261	41	7	
2100000	459.196214	1	-1.281449192640	1.249885422866	-0.052492192637	-0.065663261932	0.009370203109	0.000118772853	0.956975448041	N\A	0.107384130410	0.015921158695	0.045983956058	0.009004377060	42	4	
2150000	479.980393	1	-1.355477564602	1.343711565659	-0.074149941320	-0.082665447273	0.020074680709	0.000069536827	0.961566555859	N\A	0.092498636838	0.014320929660	0.039173518414	0.008155565968	44	12	
2200000	468.692232	1	-1.414105596321	1.358474407225	-0.068603527786	-0.091876909662	0.014097749965	0.000228644842	0.960247784478	N\A	0.100913606994	0.014178425706	0.043700687505	0.008068253825	38	4	
2250000	451.986635	1	-1.237270687584	1.176671746048	-0.034658619107	-0.048177975617	0.003931700718	0.000086154624	0.959643997862	N\A	0.096622639945	0.014693648855	0.039286261819	0.008345835487	37	4	
2300000	470.179927	1	-1.510591176279	1.433140008787	-0.077234896071	-0.120126670812	0.020495065897	0.000081818486	0.957051339636	N\A	0.101393188252	0.014129128175	0.045174839309	0.008194275487	41	6	
2350000	471.598048	1	-1.446579358181	1.416867949429	-0.085670496204	-0.129400455383	0.033570805212	0.000113566561	0.961678557782	N\A	0.105962567374	0.015899480013	0.046107013528	0.009506874361	39	6	
2400000	461.244036	1	-1.343304964016	1.280694256408	-0.052423420798	-0.112908265096	0.018079731803	0.000108067506	0.961930497800	N\A	0.098630656595	0.014162528528	0.043704947439	0.008311992756	44	8	
2450000	458.575749	1	-1.467390410244	1.294030374533	-0.073239349430	-0.040150535529	0.016047830281	0.000135366503	0.950619802685	N\A	0.120985123283	0.016691842954	0.051935878037	0.008900756573	38	8	
2500000	459.854320	1	-1.134789721565	1.104409330309	-0.028594804073	0.004286823523	-0.004902347993	0.000088011313	0.962583385026	N\A	0.109286221374	0.015495989836	0.047075898189	0.008873400645	51	4	
2550000	473.353526	1	-1.445429353148	1.380963787443	-0.070193685451	-0.133833869182	0.025308476253	0.000156874278	0.962086391755	N\A	0.117069153279	0.016534831921	0.050193390169	0.009693356095	31	7	
2600000	462.273966	1	-1.459252876812	1.410965600125	-0.067854995016	-0.133014986765	0.021259092345	0.000097945989	0.956939737795	N\A	0.115114009389	0.016356775013	0.047666047538	0.009242213615	37	7	
2650000	474.565883	1	-1.405684466360	1.372489828976	-0.070661998186	-0.135563581797	0.025389750901	0.000081155958	0.960313488786	N\A	0.113716113837	0.017071711273	0.045687902895	0.009169153993	36	5	
2700000	466.920240	1	-1.329490129772	1.280016451475	-0.060479799929	-0.034887647976	0.004169961279	0.000103362399	0.952924504846	N\A	0.118139697405	0.017146222609	0.049318670580	0.009305076998	38	4	
2750000	458.107795	1	-1.293726129708	1.221564858252	-0.037529716571	-0.072467144196	0.001839755800	0.000111512980	0.960158038420	N\A	0.098970323609	0.015216312497	0.038310232341	0.008155385051	43	4	
2800000	482.941426	1	-1.484735971461	1.464291447691	-0.092834732149	-0.133303428986	0.030845951866	0.000107484652	0.961311683975	N\A	0.101395552058	0.014997404285	0.043156875548	0.008580674190	47	7	
2850000	469.840403	1	-1.259686333373	1.246282574663	-0.054883224768	-0.070540027923	0.015647915757	0.000084948539	0.960364383312	N\A	0.098620313931	0.014351934035	0.043142647461	0.008187853821	28	6	
2900000	469.817665	1	-1.634234662740	1.580395889756	-0.115478374749	-0.149583344534	0.040924501616	0.000107575697	0.959952465818	N\A	0.093858321202	0.013060758978	0.043942081417	0.008049083723	39	6	
2950000	452.498120	1	-1.093665243386	1.108681226496	-0.026004325808	-0.062403550698	0.008497865082	0.000129852355	0.952438607544	N\A	0.108348336237	0.014979122499	0.049920147063	0.009048993745	45	3	
3000000	457.644064	1	-1.022829653201	1.041913563657	-0.023464908338	0.045603002580	-0.010752597008	0.000095908157	0.963495253330	N\A	0.115499342035	0.017626302044	0.046131068590	0.009693668694	52	5	
3050000	474.437574	1	-1.315739250569	1.286902841247	-0.053632434510	-0.065595651906	0.004017384759	0.000079866378	0.963731682774	N\A	0.116648336207	0.016220542291	0.048537364418	0.008916090863	39	7	
3100000	459.557282	1	-1.220124183601	1.172657235149	-0.032401946211	-0.059456071051	0.002660317443	0.000112172464	0.958179495415	N\A	0.106247699367	0.015136959138	0.048683726167	0.009161980080	37	5	
3150000	463.745085	1	-1.355707440034	1.304789271581	-0.059086146059	-0.072665476518	0.007799161079	0.000112223639	0.962595214288	N\A	0.104932552292	0.016300233743	0.042512654530	0.008799151015	43	6	
3200000	467.384282	1	-1.277512021111	1.221536581050	-0.056084204983	0.015155059844	0.001575547605	0.000099995042	0.957467877921	N\A	0.114010109689	0.017072524664	0.047972210301	0.009653603305	35	5	
3250000	453.427174	1	-1.663481861675	1.486366614370	-0.097461362598	-0.105419488741	0.025455490456	0.000139904375	0.956142586022	N\A	0.123468525179	0.017495138832	0.051492464654	0.009547352591	49	5	
3300000	463.657168	1	-1.253804656671	1.213273134385	-0.043711007388	-0.034041277594	0.001582875381	0.000111224164	0.959600531228	N\A	0.123695023645	0.017511761461	0.051928104063	0.009695860643	33	5	
3350000	480.348550	1	-1.288742288816	1.272061773536	-0.061228114911	-0.072607355948	0.018457300379	0.000096244108	0.962571825373	N\A	0.103921552393	0.015712313908	0.043987236402	0.008731628542	32	7	
3400000	468.862109	1	-1.476882500358	1.365476537035	-0.053415758222	-0.153285240255	0.013165087978	0.000165606666	0.960321136788	N\A	0.101941169187	0.015768701150	0.043543925726	0.008568272983	42	7	
3450000	450.267693	1	-1.120337736175	1.155837294248	-0.040312532876	-0.052436071987	0.008748439802	0.000142835147	0.962206624638	N\A	0.106787079485	0.014214350115	0.047993902375	0.008465182525	48	5	
3500000	472.020298	1	-1.325261901817	1.270307291358	-0.054739165589	-0.070836210226	0.012706989297	0.000086617757	0.962968509225	N\A	0.116151142124	0.016267487124	0.048068183388	0.008909342999	42	6	
3550000	470.793845	1	-1.204047395564	1.171987845982	-0.040829087486	-0.012611536731	-0.000507144636	0.000081657416	0.963310036169	N\A	0.082774412567	0.013154652256	0.035813245174	0.007594320442	35	7	
3600000	441.499881	1	-1.504696733714	1.375814840947	-0.060649129894	-0.133258260391	0.018428270455	0.000123717651	0.956014853816	N\A	0.112800724343	0.015648994367	0.047436397524	0.008539045588	36	3	
3650000	442.939845	1	-1.638831857311	1.527807466969	-0.095673153010	-0.162451482656	0.034468140830	0.000241823635	0.944230989050	N\A	0.125928981297	0.016833399508	0.053457794423	0.008683274634	43	2	
3700000	462.919892	1	-1.628111811351	1.488946949385	-0.083718303823	-0.148269661347	0.026749635864	0.000076808443	0.956502656442	N\A	0.102527698301	0.014638347610	0.044527286376	0.008741399082	50	5	
3750000	462.843804	1	-1.258995629054	1.273353829552	-0.052873087701	-0.121229169857	0.020287803054	0.000013481703	0.960414764432	N\A	0.108579757092	0.015799477440	0.047248750193	0.009159255224	36	8	
3800000	452.180226	1	-1.561910618631	1.506222021560	-0.106945732189	-0.090277353008	0.032418539814	0.000037757778	0.952269976027	N\A	0.128254137577	0.019472154041	0.050966049578	0.010459672480	44	5	
3850000	461.178366	1	-1.203543411456	1.204576408534	-0.046686467526	-0.052924887655	0.007239255648	0.000102511072	0.956634042106	N\A	0.104437625783	0.015148191420	0.045679426696	0.008521076357	35	4	
3900000	460.236181	1	-1.315483838926	1.280786402122	-0.060766681281	-0.054314856080	0.010242733219	0.000135261543	0.957377063760	N\A	0.112474974855	0.016488797702	0.047148937946	0.008921100003	38	4	
3950000	468.522955	1	-1.376072522045	1.294862662817	-0.046755852847	-0.124843851057	0.013349169529	0.000117631638	0.959817165242	N\A	0.102045502563	0.015181976306	0.043500993155	0.008439032153	41	7	
4000000	468.083694	1	-1.296917530676	1.213886633399	-0.036074462902	-0.087365389730	0.001928908581	0.000315912873	0.966509151911	N\A	0.098051439425	0.013835334038	0.044023518670	0.008390331540	36	7	
4050000	460.899963	1	-1.133061514940	1.134093970753	-0.027618924416	-0.068490358910	0.006948344118	0.000154717788	0.958942894023	N\A	0.094980642321	0.011879092805	0.045738871825	0.007471551381	39	6	
4100000	458.492511	1	-1.628366749850	1.589779812621	-0.096309498742	-0.210540170625	0.033859763349	0.000153720552	0.953494793006	N\A	0.115508780244	0.016027983407	0.048191087596	0.008845699116	39	9	
4150000	471.791555	1	-1.109944626520	1.115391250451	-0.026032727697	-0.055734708428	0.001343272426	0.000104131985	0.956457773573	N\A	0.104777069135	0.015724945282	0.044067553485	0.008706750874	37	6	
4200000	467.306549	1	-1.303428623549	1.270360354524	-0.055499559543	-0.078055734006	0.013673276099	0.000093518086	0.956232900203	N\A	0.102573569678	0.014706442413	0.045049844272	0.008551225861	34	8	
4250000	474.676763	1	-1.273953531556	1.274960665436	-0.067483533774	-0.054002292014	0.021684344517	0.000074339152	0.985190762178	N\A	0.087015343226	0.011808933133	0.037979018213	0.007436770028	45	10	
4300000	451.071846	1	-1.212006467948	1.201918579883	-0.045513046612	-0.046893603950	0.004705524565	0.000105844388	0.956060342559	N\A	0.111143091556	0.016731104877	0.045545650714	0.009050442127	27	4	
4350000	478.956234	1	-1.352592869301	1.362184143778	-0.089002588845	-0.057363789723	0.024969405902	0.000074471608	0.960931232485	N\A	0.103988775357	0.016249488538	0.043240347379	0.009157776575	39	8	
4400000	457.353708	1	-1.673189235271	1.530009855788	-0.085876760484	-0.201291305673	0.035365736647	0.000091501590	0.954836241515	N\A	0.123160660363	0.018576627010	0.049439307259	0.009695029764	35	9	
4450000	480.100945	1	-1.267528809503	1.223429401997	-0.049435460482	-0.031441178012	0.005534884029	0.000100052122	0.961559859247	N\A	0.087992134558	0.013790167297	0.037717135939	0.007919625575	35	7	
4500000	467.161899	1	-1.381353332381	1.305325021807	-0.056392435097	-0.093423282648	0.016379669944	0.000132651842	0.962030718687	N\A	0.102746026811	0.015500052111	0.043260421737	0.008666212014	34	6	
4550000	470.608439	1	-1.531905597079	1.432580343508	-0.072268445208	-0.146423009761	0.019548959895	0.000137284174	0.958030268955	N\A	0.104578531015	0.015072704040	0.045972000672	0.008542061324	48	6	
4600000	465.492680	1	-1.308036540933	1.283708886943	-0.054931905675	-0.077609606122	0.006756557837	0.000226109592	0.961296020637	N\A	0.098111987476	0.014798398506	0.042765311056	0.008693209711	44	7	
4650000	442.109503	1	-1.515512818310	1.401332936125	-0.076169798225	-0.072290427059	0.014233703675	0.000087780016	0.976442288798	N\A	0.117599146375	0.018361241463	0.036136481846	0.008705802555	39	6	
