Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  NEO_d1_m7-VR-003.txt
Log File Name:                   NEO_d1_m7-VR-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4092227575
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   NEO_d1_m7-VR-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	649.799349	1	-1.074785832579	1.131961226669	-0.014541846403	-0.005183782648	0.000185463198	0.992843095011	N\A	0.015462058014	0.014881179968	0.001776035767	53	44	
1050000	646.383904	1	-1.100088389572	1.172391317514	-0.068115064910	0.003050473589	0.000050375151	0.992173944244	N\A	0.018709207263	0.016559839660	0.002145430622	43	30	
1100000	630.231222	1	-0.910069658875	1.087211823124	-0.004358150603	-0.001749053262	0.000055340901	0.991657665082	N\A	0.012331005898	0.012638062320	0.001658541395	55	18	
1150000	636.251833	1	-1.009402500634	1.096200979493	0.007171988436	-0.002786456459	0.000055633844	0.992653310658	N\A	0.013883858542	0.013817123429	0.001802115870	43	37	
1200000	640.424192	1	-1.062842171216	1.150123273072	-0.028779092346	-0.001763035629	0.000066083887	0.990159591339	N\A	0.016808620860	0.015825560718	0.002070990476	56	29	
1250000	629.835953	1	-0.822089568828	1.103139081356	0.022238534750	-0.008188559121	0.000062002303	0.992657064633	N\A	0.014969886103	0.014279589838	0.001772830417	40	27	
1300000	640.869250	1	-1.041540799939	1.109033435572	0.012942474566	-0.005995482115	0.000051260770	0.991379567394	N\A	0.017518906087	0.015838235457	0.002062504847	45	33	
1350000	640.183175	1	-1.030175845962	1.134380476461	-0.029225843665	-0.001717733369	0.000030059800	0.991124225873	N\A	0.017771469257	0.016756088230	0.001952351136	58	28	
1400000	624.766715	1	-0.970274160725	1.112561452529	-0.009081430834	-0.002857667453	0.000053119255	0.991414685569	N\A	0.014655690134	0.015043404854	0.001585428079	43	34	
1450000	648.771316	1	-1.014341406481	1.139684558775	-0.043106403730	0.001018758580	0.000059364261	0.992203095557	N\A	0.017325010607	0.015226514254	0.001706291844	48	37	
1500000	646.979233	1	-0.992200035517	1.116686644230	-0.017937716750	-0.002379307067	0.000072255952	0.993071407007	N\A	0.013373699729	0.013209158184	0.001708585892	37	29	
1550000	625.475225	1	-1.013271378578	1.107073174330	0.021672853752	-0.008055522947	0.000053159281	0.992540563330	N\A	0.014142755349	0.013883642420	0.001803841573	45	29	
1600000	635.183898	1	-1.008786828050	1.109247498469	-0.006533027346	-0.002477279656	0.000059499010	0.993857580944	N\A	0.014775420486	0.012536107183	0.001803244446	47	27	
1650000	640.817969	1	-1.024597006831	1.118708052385	0.013379590833	-0.006330805299	0.000069168344	0.990327016771	N\A	0.019139987778	0.016656667535	0.001868372546	41	21	
1700000	636.413202	1	-0.990861727557	1.132360436036	-0.017253665397	-0.003733413241	0.000190552843	0.991377564790	N\A	0.016810912826	0.015289643584	0.002057434112	50	30	
1750000	622.967928	1	-1.004096395115	1.120391003419	0.001655879567	-0.006000948275	0.000260412687	0.991024853303	N\A	0.016523614828	0.015350552776	0.001946218199	47	29	
1800000	629.023003	1	-1.174884285065	1.220670115503	-0.060942340062	-0.003007531964	0.000128655756	0.991671163227	N\A	0.021259323446	0.018159339213	0.001719762131	40	38	
1850000	621.755545	1	-1.057182294048	1.154361791361	-0.021710570402	-0.002678204745	0.000184212339	0.992330369436	N\A	0.017666110482	0.016182628087	0.001722929985	37	39	
1900000	623.508560	1	-0.963805022374	1.125512144062	-0.008282306999	-0.004871955881	0.000256839445	0.995062160283	N\A	0.012525870318	0.012507957312	0.001338627937	42	28	
1950000	615.582452	1	-1.046560931590	1.152107757332	-0.011245077749	-0.006429115245	0.000090675912	0.989235464965	N\A	0.020016138005	0.018705785921	0.002106640481	29	26	
2000000	650.885291	1	-1.060191869612	1.136649302939	-0.010073464010	-0.004514487054	0.000130112584	0.991199789986	N\A	0.016058013524	0.014851275777	0.001909225457	44	25	
2050000	648.419014	1	-1.071967779738	1.104917828396	0.018298494201	-0.006949665973	0.000090202158	0.991193786191	N\A	0.015008101639	0.014270683594	0.001859233386	55	23	
2100000	633.917373	1	-0.958789548453	1.109718878366	-0.003985323336	-0.002848037709	0.000051440370	0.990812706637	N\A	0.019873165489	0.016894642656	0.001903726201	50	25	
2150000	628.781088	1	-1.029990132728	1.133400575691	0.007296059522	-0.006142383929	0.000037148333	0.989203560988	N\A	0.017735340101	0.016229940612	0.002090706422	52	26	
2200000	637.941953	1	-1.041179073865	1.143026614853	-0.021849148447	-0.001871146222	0.000031406163	0.989429473307	N\A	0.020359247337	0.017807094752	0.001905550646	47	18	
2250000	634.626932	1	-1.061322272211	1.146792120656	-0.044771445932	-0.000300779608	0.000048006151	0.990942456529	N\A	0.017291694103	0.016415281488	0.001833763099	45	30	
2300000	656.434514	1	-0.984560974696	1.117169005166	-0.013668608251	-0.002826225660	0.000061479253	0.992515719999	N\A	0.014951028434	0.013410922718	0.001673041163	45	33	
2350000	629.855203	1	-1.039355453094	1.163460460529	-0.033437883496	-0.003308808573	0.000096548292	0.990367971939	N\A	0.020303208392	0.018385360737	0.002264559915	53	22	
2400000	646.701900	1	-1.060824760461	1.139937896990	0.006101762404	-0.005940053997	0.000027083394	0.989238614801	N\A	0.018107032702	0.016838067556	0.002160728791	43	34	
2450000	639.053005	1	-1.030002686657	1.112172667072	0.032081051509	-0.009456947197	0.000018326649	0.992165894737	N\A	0.014684175781	0.014607019109	0.001778139931	46	31	
2500000	633.312469	1	-1.108988686443	1.167386671351	-0.027038744775	-0.004758031012	0.000008627372	0.990061022344	N\A	0.019619665691	0.017628331021	0.002186899092	46	33	
2550000	654.527231	1	-1.077859845384	1.138989629807	-0.002391453352	-0.005984659444	0.000009301973	0.992713544544	N\A	0.015933006833	0.014186098826	0.001454751637	36	31	
2600000	635.620730	1	-1.036925206054	1.146442488082	-0.028202223578	-0.001489875313	0.000006851398	0.991369202436	N\A	0.018371775275	0.016253013678	0.001813850997	68	33	
2650000	631.075206	1	-0.940319923720	1.078252357988	0.022902861574	-0.003278486307	0.000026370058	0.991623267784	N\A	0.016556101061	0.014084107024	0.001924019827	37	28	
2700000	642.299257	1	-1.043543122990	1.136788613938	-0.015567382243	-0.000101705376	0.000027046800	0.991168093385	N\A	0.018335116751	0.016218035038	0.002091581496	39	28	
2750000	643.688292	1	-1.015236725164	1.121693997016	-0.005201558347	-0.004337671549	0.000017931571	0.991710732174	N\A	0.014569710352	0.014913254749	0.001788035520	47	36	
2800000	637.612290	1	-1.022817342951	1.134013615927	0.007554043648	-0.006783120966	0.000014759259	0.992167711717	N\A	0.014982493526	0.014334960491	0.001884423607	41	35	
2850000	628.088018	1	-1.078199921162	1.152616013083	-0.026671371767	-0.001729822976	0.000038357246	0.988464057172	N\A	0.018641913165	0.017154982429	0.002375661568	52	31	
2900000	641.299231	1	-1.022325347281	1.124201863222	-0.016967459648	-0.003150823076	0.000050383283	0.993533374810	N\A	0.016776284523	0.014541902199	0.001406590562	48	33	
2950000	639.905801	1	-1.087070746959	1.137611029710	-0.005997850328	-0.006458702399	0.000059513120	0.990667436363	N\A	0.016786945898	0.015495888738	0.001935490516	46	28	
3000000	619.193387	1	-1.085972992241	1.154243207560	-0.035261382856	-0.001141198221	0.000053049163	0.989781394017	N\A	0.018750914677	0.016911753719	0.001991809496	50	27	
3050000	635.359900	1	-1.023803525299	1.133071968785	-0.014058238617	-0.005807906738	0.000058839041	0.992410675704	N\A	0.016268261882	0.014181629571	0.001734774129	41	24	
3100000	639.500674	1	-1.017563650590	1.136280782698	-0.017460994079	-0.004955172012	0.000045999077	0.992311414195	N\A	0.020379288642	0.017249453037	0.001974033734	53	33	
3150000	631.697855	1	-1.061450608998	1.137554254793	-0.009637178577	-0.003786940755	0.000027023864	0.991163515427	N\A	0.017638055285	0.015390441912	0.001650185815	43	21	
3200000	628.172028	1	-1.029961647137	1.109577492809	0.023672549921	-0.007494023168	0.000022495755	0.992271995424	N\A	0.016854923416	0.015758845459	0.001901437278	44	32	
3250000	628.314249	1	-0.890567358640	1.058257492608	0.038478254826	-0.004992330512	0.000020533100	0.989479107926	N\A	0.018361052206	0.016653100876	0.002036853937	37	30	
3300000	628.460071	1	-0.996693394742	1.115469593404	0.000030631872	-0.004224403708	0.000026291529	0.990171805487	N\A	0.017750458181	0.016129619569	0.002106047833	59	29	
3350000	627.657515	1	-0.971952318215	1.096955333983	0.015296077178	-0.004386431548	0.000019501478	0.991465478689	N\A	0.018955901999	0.016898299845	0.001830973344	42	36	
3400000	642.571449	1	-1.031438093560	1.139547045810	-0.009327019840	-0.006655141726	0.000017542604	0.990610957976	N\A	0.016084783289	0.015818171223	0.001961318786	43	33	
3450000	628.879385	1	-1.093748651131	1.154997896212	-0.053682742651	-0.000193949507	0.000023476955	0.990389739351	N\A	0.017367717497	0.015651908655	0.001735833650	49	31	
3500000	633.291620	1	-1.020196985617	1.102456051831	-0.002404342587	-0.002861219482	0.000016625683	0.995353356100	N\A	0.015512703625	0.011239118727	0.001229425810	44	37	
3550000	631.190993	1	-1.071962401342	1.118611860935	0.018245284404	-0.008808044119	0.000017419181	0.992026289273	N\A	0.013348901209	0.013859218153	0.001824988680	50	37	
3600000	623.314634	1	-0.989315509525	1.098188666855	0.001961751788	-0.003134570394	0.000014322757	0.992693258995	N\A	0.007326864916	0.011601940160	0.001904977528	39	27	
3650000	627.292470	1	-0.978854568863	1.114042582368	0.014776120556	-0.008348201565	0.000020393457	0.990552658640	N\A	0.017153128386	0.015555773156	0.001958076557	47	35	
3700000	657.534993	1	-0.968749653057	1.095838169570	0.004852726893	-0.003256272768	0.000029532860	0.994078635792	N\A	0.012663524902	0.012299992334	0.001570997028	35	26	
3750000	639.301955	1	-0.986985182399	1.104933953130	-0.001947198905	-0.004880372105	0.000058703571	0.992494343907	N\A	0.014038526221	0.013550644758	0.001684385584	49	33	
3800000	630.206976	1	-1.025595755666	1.104401556801	0.024316675050	-0.007937881906	0.000064437307	0.990311015426	N\A	0.015987442819	0.015379376932	0.001969459063	47	33	
3850000	640.328862	1	-1.059165606572	1.150977111254	-0.034750647584	-0.002427873888	0.000046892892	0.990148105152	N\A	0.018957352151	0.016440662549	0.001767484982	37	35	
3900000	635.760368	1	-1.002576072472	1.128942524002	-0.023773644916	-0.002429101124	0.000082224521	0.991476722756	N\A	0.019151188025	0.016676705572	0.001796583346	52	36	
3950000	623.137746	1	-1.040636170587	1.158134453146	-0.024413683825	-0.004938515026	0.000024196992	0.988841595172	N\A	0.018144466864	0.017345913311	0.002229023292	56	36	
