Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m8-glob-006.txt
Log File Name:                   MOB_d1_m8-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2509624674
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m8-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.114840
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	330.804683	1	-0.847718598067	0.868609027012	-0.021622146408	0.178203224866	0.000268496037	0.958376222105	N\A	0.037273686741	0.004576205332	0.032256106310	56	22	0.012972243997	Global Trend	
1050000	318.271793	1	-1.391544049294	1.250163859297	-0.077475492240	0.145064871940	0.000194471547	0.940550715835	N\A	0.069051523946	0.009675324348	0.026296348196	45	24	0.000171433423	Global Trend	
1100000	327.529973	1	-1.573677314642	1.391474758192	-0.090959886180	0.113074322193	0.000240011145	0.934554506802	N\A	0.073788442374	0.011543054967	0.028263965389	46	21	0.001009947580	Global Trend	
1150000	317.234984	1	-0.874479955752	0.980042958994	-0.055411186107	0.222067708394	0.000204790244	0.943300106525	N\A	0.051971444903	0.006691044204	0.023409815603	49	23	0.003273336032	Global Trend	
1200000	321.585004	1	-1.411359813048	1.298479265963	-0.085758340270	0.137708716225	0.000168082413	0.935169856609	N\A	0.078266707708	0.011314058959	0.030631835961	40	27	0.000569966524	Global Trend	
1250000	326.873870	1	-1.208123119667	1.167643484071	-0.060763076172	0.140988078007	0.000186469185	0.926522093630	N\A	0.069898977095	0.010031482639	0.031304821744	31	20	0.001849297346	Global Trend	
1300000	300.336551	1	-1.458890397456	1.321950727986	-0.108892440970	0.220198513035	0.000240114635	0.924792073026	N\A	0.086116539937	0.011817641146	0.032588528846	37	18	0.000972809157	Global Trend	
1350000	311.517470	1	-1.192845444248	1.155458018844	-0.062257245310	0.135840814384	0.000193296897	0.921530290264	N\A	0.060539644848	0.008556460440	0.034365290249	41	19	0.002390816833	Global Trend	
1400000	297.301995	1	-1.762829385998	1.545500596080	-0.110593485714	0.078364584375	0.000326468996	0.916841256105	N\A	0.090165025949	0.012423610562	0.036885993133	50	14	0.001398068521	Global Trend	
1450000	276.232772	1	-1.209533090999	1.167570161946	-0.072415450988	0.158287707979	0.000213365625	0.896511706510	N\A	0.089925114218	0.012102227718	0.043183992346	40	18	0.001072384139	Global Trend	
