Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m6-glob-004.txt
Log File Name:                   STR_d1_m6-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            883511646
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m6-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	538.273493	1	-1.691099570949	1.163230898146	-0.121907529944	0.000089176433	0.982882446730	N\A	0.023566926604	0.017625912498	38	2	-0.013224950895	Global Trend	
1050000	539.875003	1	-1.587536548061	1.135688101362	-0.099644843639	0.000147754603	0.984036074722	N\A	0.023889326188	0.017059859422	34	2	-0.004834458345	Global Trend	
1100000	551.671910	1	-1.385935759902	1.070659779343	-0.049533627469	0.000117380341	0.990048714606	N\A	0.018804496954	0.014123895212	39	0	0.021638345147	Global Trend	
1150000	532.201215	1	-1.383208014836	1.086979533795	-0.074295990323	0.000235423843	0.982340990996	N\A	0.024295497995	0.018342500380	35	0	0.033813530658	Global Trend	
1200000	547.130822	1	-1.416986290471	1.061713524129	-0.043008167580	0.000137641362	0.984707653467	N\A	0.023867452842	0.017174089572	34	1	0.005752612699	Global Trend	
1250000	527.416257	1	-1.389619832632	1.087980499113	-0.065811277460	0.000204094203	0.986083465396	N\A	0.021859940605	0.016161899673	37	0	0.023440518709	Global Trend	
1300000	540.450531	1	-1.502397466904	1.113419692739	-0.080745293037	0.000103673585	0.980268186458	N\A	0.026976336987	0.018772259899	31	2	-0.001251814887	Global Trend	
1350000	536.400931	1	-1.418947625693	1.077032155248	-0.053816372059	0.000142649742	0.989413433659	N\A	0.020613277607	0.014721535745	43	1	0.008188235346	Global Trend	
1400000	536.305759	1	-1.501318514637	1.098270940730	-0.071603151567	0.000123043986	0.985766952004	N\A	0.024009015873	0.016837346141	30	3	-0.005425835938	Global Trend	
1450000	550.992185	1	-1.588487068221	1.160813014560	-0.107964380994	0.000198448519	0.983912526957	N\A	0.023981599157	0.017291856716	38	2	0.001470644405	Global Trend	
1500000	516.965088	1	-1.482692241537	1.022964457778	-0.006404895111	0.000094443116	0.991417498070	N\A	0.020565805308	0.017733091909	27	1	-0.030706042999	Global Trend	
1550000	527.939935	1	-1.376957481513	1.068087848174	-0.060324136760	0.000086148311	0.987962733146	N\A	0.022466117023	0.016261002908	33	0	0.008254865329	Global Trend	
1600000	540.024790	1	-1.640429482259	1.045747638075	-0.045416131878	0.000088285501	0.999984685135	N\A	0.013073904422	0.013072379610	31	3	-0.721003755730	Global Trend	
1650000	542.773554	1	-1.428991676104	1.054422187102	-0.038954794127	0.000388705959	0.985821212151	N\A	0.021728969716	0.016619301009	49	2	0.058730753541	Global Trend	
1700000	542.538532	1	-1.524303292323	1.101142498431	-0.070210220018	0.000086641924	0.978963573982	N\A	0.026955171585	0.018622479940	35	1	0.002374771003	Global Trend	
1750000	548.699262	1	-1.394325146717	1.058696648871	-0.040574416274	0.000104842773	0.986201694709	N\A	0.015529903397	0.008693919417	45	1	0.004392894573	Global Trend	
1800000	540.358962	1	-1.269864715987	1.094218871990	-0.067453382205	0.000257951812	0.987016126810	N\A	0.022293951503	0.017453185463	32	2	0.056651953252	Global Trend	
1850000	529.292856	1	-1.374129584901	1.089518264121	-0.084183823996	0.000206007034	0.981856768052	N\A	0.027895948624	0.020080029314	32	3	0.014867462639	Global Trend	
1900000	538.837830	1	-1.347005566463	1.092762553837	-0.075192907862	0.000101016772	0.994222981227	N\A	0.017252732918	0.014885029630	38	2	0.038059043987	Global Trend	
1950000	537.913291	1	-1.310431791220	1.030030605092	-0.030576272885	0.000131775464	0.999490614139	N\A	0.014122160538	0.013944062381	32	2	-0.209629471121	Global Trend	
2000000	548.978958	1	-1.493683558352	1.084993365994	-0.057345395407	0.000118706522	0.981717496048	N\A	0.025424023257	0.017803413597	33	2	-0.005141278121	Global Trend	
2050000	565.525376	1	-1.484915396941	1.079684813661	-0.060067368047	0.000149087926	0.992154276134	N\A	0.016520405866	0.011586068627	36	4	-0.016900344679	Global Trend	
2100000	566.280269	1	-1.516410271537	1.142255994291	-0.093492720552	0.000166683086	0.989211045522	N\A	0.019528715301	0.014632941218	41	3	0.010523915368	Global Trend	
2150000	565.677492	1	-1.507769164799	1.145400418186	-0.100866304944	0.000173160485	0.981699021665	N\A	0.025910113897	0.018014808086	33	4	0.011649916966	Global Trend	
2200000	552.692688	1	-1.429141355210	1.087421403256	-0.070906483488	0.000092093515	0.983317670548	N\A	0.025855835815	0.018508964147	45	2	0.004528945272	Global Trend	
2250000	542.701460	1	-1.557675755253	1.133944837966	-0.097413172482	0.000108264963	0.978630974152	N\A	0.028164285755	0.019266888301	32	6	-0.003124239012	Global Trend	
2300000	543.015894	1	-1.483433484608	1.114200092681	-0.084955716813	0.000098271709	0.982265746539	N\A	0.025628015285	0.018375469001	29	2	0.003999911980	Global Trend	
2350000	544.844474	1	-1.324799074065	1.044922269652	-0.043508375572	0.000109732736	0.999471575262	N\A	0.013584334793	0.013340429510	32	3	0.204895039110	Global Trend	
2400000	544.894156	1	-1.411776478556	1.107295920012	-0.071883040267	0.000134377435	0.983787731182	N\A	0.024898522445	0.017856834611	37	3	0.014724263359	Global Trend	
2450000	531.717929	1	-1.513194931215	1.140697754711	-0.085513460208	0.000056702410	0.977061544035	N\A	0.025687798087	0.017254000956	39	3	0.002742244460	Global Trend	
2500000	541.709716	1	-1.372003745199	1.030035067443	-0.027996488821	0.000131441577	0.996275756213	N\A	0.013685243571	0.012052812908	38	2	-0.061524254470	Global Trend	
2550000	543.514404	1	-1.474598470761	1.100538279843	-0.078680820450	0.000142597426	0.986845330984	N\A	0.020692407070	0.015167482143	40	4	-0.001790908840	Global Trend	
2600000	537.184313	1	-1.489640959700	1.134215609665	-0.088291618539	0.000126763110	0.979925100128	N\A	0.023709675021	0.017272549144	35	3	0.007804327173	Global Trend	
2650000	542.706455	1	-1.392358167829	1.026607499162	-0.025243650861	0.000184940340	0.999498020127	N\A	0.014155976056	0.013988566369	38	3	-0.311762491914	Global Trend	
2700000	543.792371	1	-1.549741586013	1.128969543266	-0.089154298877	0.000146151135	0.981459894701	N\A	0.026597685314	0.018336423190	34	1	-0.000966059857	Global Trend	
2750000	538.177307	1	-1.530407458350	1.038523951651	-0.027242921938	0.000149381767	0.997079817687	N\A	0.013629654828	0.012628458556	32	0	-0.105951135261	Global Trend	
2800000	543.184741	1	-1.491745349036	1.105279651844	-0.064756913855	0.000127161536	0.977455800573	N\A	0.029601566288	0.020468193186	31	2	0.006759453260	Global Trend	
2850000	566.036315	1	-1.421559332579	1.092706374808	-0.066889043317	0.000080438331	0.989535271142	N\A	0.014728238101	0.010311163392	44	2	0.001682861006	Global Trend	
2900000	552.931457	1	-1.410525718333	1.114055780225	-0.081902227812	0.000201675929	0.985809544969	N\A	0.024300316240	0.017412681205	40	1	0.022059400552	Global Trend	
2950000	552.109937	1	-1.397782891374	1.087343211300	-0.066004380478	0.000108780324	0.985924119605	N\A	0.022276678005	0.016099192299	37	1	0.018878706479	Global Trend	
