Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m7-glob-003.txt
Log File Name:                   DIE_d1_m7-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1670339149
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m7-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	732.491147	1	-0.957123300310	0.920387289379	0.088567392257	-0.008873390027	0.000019971448	0.999999349909	N\A	0.013811644169	0.015109586081	0.001576793058	40	0	1.220090495188	Global Trend	
1050000	728.623078	1	-1.007600822114	0.942853390145	0.063200779787	-0.005631690359	0.000023129172	0.999801706269	N\A	0.013818177814	0.015104594791	0.001620259872	38	0	0.107893575742	Global Trend	
1100000	745.452652	1	-0.932443263819	0.906762896374	0.101415409024	-0.010731711887	0.000018272230	0.998538219506	N\A	0.013684186450	0.014783126472	0.001584360388	33	0	-0.028735156499	Global Trend	
1150000	728.653810	1	-0.990236929260	0.955142712641	0.046301358230	-0.005388617557	0.000025385946	0.998921020127	N\A	0.014758710521	0.015956701570	0.001562295890	41	0	-0.039839158226	Global Trend	
1200000	734.529217	1	-0.905939242615	0.906247310830	0.094609451827	-0.006847242043	0.000025355918	0.998432688077	N\A	0.015583370514	0.017032052576	0.001888826414	40	0	-0.042016680593	Global Trend	
1250000	738.224566	1	-0.950008502068	0.927419705116	0.085026669254	-0.010247692253	0.000024291485	0.999793516620	N\A	0.012716396465	0.013851786202	0.001480533221	41	2	0.102809405511	Global Trend	
1300000	724.404507	1	-0.931069460362	0.904220039833	0.104283612368	-0.009699703432	0.000025348577	0.999916984245	N\A	0.013185465772	0.014507686313	0.001617147019	36	0	-0.165156956980	Global Trend	
1350000	729.803204	1	-0.963912998587	0.928368155695	0.079448664465	-0.008061768336	0.000028182930	0.999989468375	N\A	0.014235361229	0.015680093145	0.001722008360	30	0	-0.651290148317	Global Trend	
1400000	729.098071	1	-0.987997141568	0.946045981821	0.060263386399	-0.006661281756	0.000026753223	0.999974697799	N\A	0.014208011839	0.015589572756	0.001677923450	35	1	-0.355140549195	Global Trend	
1450000	723.472773	1	-1.007626737438	0.934784588994	0.072932181696	-0.007680015853	0.000023903392	0.999996770725	N\A	0.014552768520	0.015996508059	0.001709970046	36	0	-0.810476104775	Global Trend	
1500000	734.204263	1	-0.995526186622	0.945233212270	0.061202385183	-0.006287400181	0.000024643674	0.999993000447	N\A	0.013874145636	0.015244348414	0.001675307209	29	1	0.706002777793	Global Trend	
1550000	722.208622	1	-0.993687263202	0.940912309844	0.067089531574	-0.008211494982	0.000023175717	0.999979935711	N\A	0.013837375487	0.015181129547	0.001643002399	41	1	-0.349908312748	Global Trend	
1600000	732.648127	1	-1.019492548813	0.956818688692	0.050818515852	-0.005938195200	0.000021190196	0.999326365585	N\A	0.015495897516	0.016620113174	0.001678276834	38	0	0.059095298229	Global Trend	
1650000	737.977363	1	-0.970715258601	0.938260834633	0.067661750561	-0.007899853996	0.000023515268	0.999637173807	N\A	0.013240562693	0.014538497336	0.001602606534	32	1	-0.074271024392	Global Trend	
1700000	731.839723	1	-1.011814432172	0.951093695121	0.059075834304	-0.007720597152	0.000023657810	0.998103342098	N\A	0.014737389534	0.015677412761	0.001662533204	37	1	0.028089205545	Global Trend	
1750000	732.735948	1	-1.007354076618	0.967313638354	0.036807720640	-0.005055754862	0.000027912666	0.999943320713	N\A	0.014826394571	0.016170536502	0.001614727055	48	1	-0.204287414364	Global Trend	
1800000	737.713251	1	-0.977252432484	0.934978939019	0.072588066081	-0.009051083128	0.000034834132	0.998398161380	N\A	0.014113118903	0.014901337975	0.001248416848	24	1	-0.058424081983	Global Trend	
1850000	732.435373	1	-0.977622312993	0.930374720099	0.077497096331	-0.009129670849	0.000009066744	0.999717896060	N\A	0.014815868541	0.016228793574	0.001721995893	39	1	-0.029473601796	Global Trend	
1900000	731.418588	1	-0.988288906208	0.940022301032	0.066794116989	-0.006554009278	0.000020470174	0.999991741798	N\A	0.014847265297	0.016262573253	0.001700100325	30	2	0.444278898359	Global Trend	
1950000	728.454403	1	-0.999908546765	0.938674545145	0.070391691235	-0.008995928494	0.000025098203	0.999971353026	N\A	0.013672255735	0.015026385809	0.001691408421	26	2	-0.383554063895	Global Trend	
2000000	726.777258	1	-1.009665633181	0.944226070570	0.069736689693	-0.006006941524	0.000021119519	0.996252862973	N\A	0.015232600618	0.015789380261	0.001744436615	37	0	0.015351475314	Global Trend	
2050000	725.089173	1	-0.970221892933	0.931103383536	0.075851122991	-0.006830157528	0.000027228199	0.999998712060	N\A	0.013793815053	0.015041391963	0.001523993655	38	0	1.286672064604	Global Trend	
2100000	730.099999	1	-0.991656818266	0.948683755855	0.050418891434	-0.005355872719	0.000022147552	0.996050507879	N\A	0.014866832897	0.015113249438	0.001952766619	36	0	-0.013814485740	Global Trend	
2150000	741.875079	1	-0.960363915029	0.941269344369	0.060281774368	-0.006909012962	0.000023617064	0.998716357880	N\A	0.013897364763	0.015078424919	0.001718995193	33	1	-0.033039778074	Global Trend	
2200000	729.868553	1	-0.999348826164	0.963502323337	0.042151559007	-0.005438196358	0.000027205318	0.999998532794	N\A	0.013875487056	0.015222307873	0.001633251689	42	1	1.053834126845	Global Trend	
2250000	724.922673	1	-0.959898634219	0.911216061519	0.096123079864	-0.007492866022	0.000027960396	0.999991396897	N\A	0.013775011002	0.015195413171	0.001711102791	33	0	-0.560369011034	Global Trend	
2300000	717.690826	1	-0.977784098998	0.918334127664	0.092167493117	-0.009673455654	0.000023104907	0.998498507867	N\A	0.015694094762	0.017149745877	0.001946494517	44	0	-0.028139432438	Global Trend	
2350000	734.339109	1	-1.037620716188	0.939026472937	0.085584293183	-0.011284999916	0.000022425321	0.993901585054	N\A	0.016493062876	0.015783478861	0.002144644737	41	0	-0.005338667847	Global Trend	
2400000	739.192934	1	-0.942423164752	0.905056050978	0.089738766999	-0.006338223791	0.000023420213	0.993261970543	N\A	0.017814102242	0.016022745495	0.002189503348	45	1	-0.002646855888	Global Trend	
2450000	739.095331	1	-0.980669788218	0.952012985031	0.050411004140	-0.005913757964	0.000022151844	0.999109977669	N\A	0.013814523020	0.015172097828	0.001699410032	31	2	-0.051911921626	Global Trend	
2500000	735.730589	1	-0.944284429072	0.906201905015	0.105073100158	-0.011137058548	0.000032595562	0.999977640953	N\A	0.014890409032	0.016358399324	0.001821886970	37	1	0.506974740250	Global Trend	
2550000	726.508226	1	-0.949864446248	0.927767510477	0.079206549241	-0.010765320119	0.000036302238	0.997612325439	N\A	0.015018068932	0.015928141752	0.001720893789	44	0	-0.038382201961	Global Trend	
2600000	733.205876	1	-0.995214413932	0.928894357609	0.080910273066	-0.009834642500	0.000027246780	0.999999107604	N\A	0.013877253280	0.015106657878	0.001537247100	26	1	2.166332171822	Global Trend	
2650000	724.794083	1	-0.882874106648	0.900903095685	0.086579837262	-0.007342097540	0.000058542796	0.993578400058	N\A	0.014982597538	0.014589095173	0.001919016622	44	0	-0.016462616281	Global Trend	
2700000	736.707492	1	-1.001633989107	0.937182678086	0.071277129476	-0.008460356154	0.000025009680	0.999995004278	N\A	0.012893948175	0.014222388013	0.001654196412	35	1	0.766217839795	Global Trend	
2750000	734.038087	1	-0.985721955482	0.930450069125	0.079428673542	-0.010230752451	0.000027903313	0.999179664808	N\A	0.014191313736	0.015263051866	0.001534522584	45	0	0.052161136965	Global Trend	
2800000	728.622832	1	-0.986865788479	0.909633927680	0.103665255312	-0.012054209728	0.000028334974	0.999624784636	N\A	0.014461644231	0.015829411291	0.001641420283	24	0	-0.112936163181	Global Trend	
2850000	731.398848	1	-1.022445006477	0.974476765460	0.029067808994	-0.003222489697	0.000022317078	0.999995438820	N\A	0.015596149039	0.017134959022	0.001830316885	43	1	0.647432326854	Global Trend	
2900000	725.785954	1	-0.979608032170	0.932464254211	0.060371894272	-0.003062810811	0.000021944911	0.993217389349	N\A	0.016344801313	0.016617594235	0.002228406842	30	0	-0.005103037501	Global Trend	
2950000	725.087670	1	-0.989854661241	0.935456649189	0.070647579006	-0.006420536142	0.000022284520	0.999867453492	N\A	0.012816444055	0.013986113423	0.001485564302	38	0	-0.110900811388	Global Trend	
3000000	733.760912	1	-0.928858030358	0.915507109751	0.093192869961	-0.012294577797	0.000024758750	0.999132787585	N\A	0.013021914349	0.014290366752	0.001643330760	29	1	-0.046894089935	Global Trend	
3050000	731.602690	1	-1.010366288083	0.959526604814	0.044270970688	-0.004748064957	0.000023174333	0.999875965172	N\A	0.013625719932	0.014954618078	0.001604956491	34	1	-0.145907972018	Global Trend	
3100000	736.877797	1	-1.053888365004	0.969410525744	0.045409703004	-0.005333647902	0.000022933293	0.993690539427	N\A	0.017060053320	0.016187723884	0.002030476039	27	0	0.006272557430	Global Trend	
3150000	736.760087	1	-0.994993428462	0.953557787641	0.053114618731	-0.007273433536	0.000026042350	0.999946931664	N\A	0.014321290939	0.015702868996	0.001676941922	31	0	-0.260730561727	Global Trend	
3200000	736.579132	1	-0.978543972779	0.959378594762	0.046613817816	-0.004285174217	0.000020231290	0.999935546340	N\A	0.014804946296	0.016145844151	0.001635157641	34	1	0.180553176254	Global Trend	
3250000	723.463713	1	-0.981107107935	0.929858260213	0.078811142610	-0.008952307352	0.000026058257	0.999705645913	N\A	0.015125613529	0.016570735194	0.001701164651	39	0	-0.088491663675	Global Trend	
3300000	732.291857	1	-1.005901311817	0.938971517402	0.061120938832	-0.005437594901	0.000024817368	0.992272366835	N\A	0.017801169737	0.016391198534	0.002164513151	31	2	0.003111372444	Global Trend	
3350000	724.471248	1	-1.009163936517	0.945673105892	0.062373502826	-0.007979659925	0.000025650978	0.999939468655	N\A	0.014042605921	0.015351749315	0.001643768082	38	0	0.203915157488	Global Trend	
3400000	728.462233	1	-0.978885413125	0.933518953934	0.071935128854	-0.007417817895	0.000023885970	0.998983996402	N\A	0.015019846390	0.016270446102	0.001710810671	25	0	-0.047603668469	Global Trend	
3450000	738.646784	1	-0.982528149277	0.949488007286	0.055173422011	-0.005399674096	0.000023208325	0.999984254600	N\A	0.014520349964	0.015917138349	0.001649560447	41	0	-0.303787240826	Global Trend	
3500000	731.914733	1	-1.009723460804	0.934665995027	0.071833101367	-0.006542431026	0.000027177992	0.999995102954	N\A	0.013817427427	0.015147788822	0.001642487709	42	1	0.698763847544	Global Trend	
3550000	744.726282	1	-1.000504502558	0.946944873746	0.062676889062	-0.006212797108	0.000023929865	0.998207480165	N\A	0.013392808513	0.014297548785	0.001576112552	44	1	0.037120045088	Global Trend	
3600000	730.018703	1	-0.945408429650	0.930179907629	0.078946262475	-0.009941321692	0.000026131586	0.999944091849	N\A	0.014155668856	0.015443303475	0.001568201662	39	1	-0.282020461541	Global Trend	
3650000	726.707521	1	-1.006398541564	0.957219000025	0.035539945251	-0.002443395318	0.000022333521	0.993785929403	N\A	0.015281698890	0.015048066201	0.002046789120	37	0	-0.005717742684	Global Trend	
3700000	724.184862	1	-1.011427069899	0.947862291929	0.056937743189	-0.005659164675	0.000026552587	0.994931029014	N\A	0.015197291795	0.015375905444	0.001936782187	33	1	-0.010949974207	Global Trend	
