Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m9-fab-001.txt
Log File Name:                   CEREB_d1_m9-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2566078470
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m9-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	
3250000	575.960954	1	-1.234156906290	1.249511421050	-0.036186148571	-0.059011837047	0.016182100195	0.000041008542	0.984010053338	N\A	0.077017055088	0.009926828582	0.037338309959	0.006464391256	42	0	
3300000	576.475525	1	-1.209190479934	1.237248246300	-0.035691141105	-0.053110996833	0.016700870462	0.000059731370	0.983743320492	N\A	0.076037386177	0.010153955448	0.035519169857	0.006218624471	37	0	
3350000	567.508277	1	-1.358125533266	1.337404981561	-0.041048004637	-0.116946444346	0.021982549467	0.000084473719	0.990598985096	N\A	0.065133971115	0.008809194445	0.031846445409	0.005625216318	39	0	
3400000	562.959205	1	-1.203186816740	1.239730130168	-0.032692677670	-0.074438159770	0.018101690657	0.000036847278	0.983555977703	N\A	0.067543696605	0.008424623563	0.033584970454	0.005517842042	34	0	
3450000	579.008232	1	-1.069545584669	1.113945072180	-0.016884835943	0.005954695232	0.004252084120	0.000063080855	0.987580407634	N\A	0.073313473396	0.009666088653	0.032121049827	0.005916046538	29	2	
3500000	576.321962	1	-0.995054168045	1.101360313319	-0.016682560245	-0.034162608590	0.013306416865	0.000066091717	0.980454106610	N\A	0.073301804587	0.008610839316	0.036882360270	0.005710164080	27	1	
3550000	563.963777	1	-1.326715476663	1.347699316822	-0.045591688579	-0.134287056197	0.026632342560	0.000080467338	0.983568813685	N\A	0.077568079034	0.010118140504	0.035732049876	0.006212274773	29	0	
3600000	568.003388	1	-1.111982666644	1.179010712809	-0.026090879762	-0.065092919467	0.019658947924	0.000081706919	0.982964939169	N\A	0.070117461625	0.008672241525	0.033777645504	0.005611979785	44	2	
3650000	577.060654	1	-1.375900650661	1.350468248497	-0.046353183494	-0.113297902223	0.025810868989	0.000090391402	0.982998784968	N\A	0.083018486552	0.011279332008	0.037515084122	0.006767468366	41	1	
3700000	566.342978	1	-1.393670522600	1.368512656588	-0.050034973517	-0.119957855259	0.028113860161	0.000089414254	0.983259678125	N\A	0.077514087314	0.010671464798	0.036069476727	0.006636222863	33	2	
3750000	576.604358	1	-1.180814941539	1.238248847390	-0.030403695723	-0.108084922605	0.022501881112	0.000067635240	0.981960115233	N\A	0.067679550894	0.008172340090	0.034065836573	0.005481068483	45	0	
3800000	576.419454	1	-1.222418288493	1.218517089816	-0.028302553964	-0.050006686075	0.011510071621	0.000080306728	0.987157450162	N\A	0.067605305932	0.008185152209	0.032644555874	0.005243258484	35	3	
3850000	581.894924	1	-1.171221306705	1.202567522196	-0.030880907628	-0.043402867285	0.016392568150	0.000037781575	0.987506460258	N\A	0.072391426791	0.008840782205	0.034260944805	0.005444849122	46	1	
3900000	577.430202	1	-0.959190242969	1.034447659215	-0.008937538430	0.053740097568	-0.003714758963	0.000062538887	0.988422303465	N\A	0.070754436377	0.008413604362	0.034231977036	0.005408280389	35	2	
3950000	578.495396	1	-1.171046073579	1.222544961239	-0.035598453712	-0.045970862221	0.016693602159	0.000077861921	0.982099562926	N\A	0.068746254764	0.008472715713	0.034824662053	0.005670709545	35	2	
4000000	570.491528	1	-1.139696361079	1.194556907981	-0.027340756217	-0.044916455562	0.010902778139	0.000066233924	0.986389328724	N\A	0.077034554386	0.008987228450	0.037692048951	0.005792290508	34	1	
4050000	575.326047	1	-1.131153973867	1.185384510946	-0.029562779352	-0.026765425003	0.012127952074	0.000081227844	0.984526098773	N\A	0.068167759846	0.008262655371	0.033251422461	0.005439710143	33	1	
4100000	573.824267	1	-1.265291847939	1.240318406347	-0.032610954728	-0.084329233119	0.021061217838	0.000086530707	0.983428146548	N\A	0.072367236571	0.008770109666	0.035953265058	0.005752114240	30	1	
4150000	581.499319	1	-1.112877485460	1.194458875873	-0.026807658467	-0.097355415562	0.023636854213	0.000041543834	0.984547163466	N\A	0.064558912578	0.008012133896	0.032395149256	0.005349213092	44	3	
4200000	570.658130	1	-1.085796276210	1.149733775137	-0.023481216913	-0.019475208088	0.009728547389	0.000093325047	0.989187283544	N\A	0.071243893882	0.008822997115	0.033498535412	0.005593641532	24	0	
4250000	578.376764	1	-1.236364774950	1.262614964729	-0.036971460359	-0.086515181649	0.023200741203	0.000094004071	0.982532391191	N\A	0.068673465529	0.008603027983	0.034359504019	0.005702576006	38	0	
4300000	572.664290	1	-0.980633218071	1.096438051717	-0.016825941441	-0.033526140938	0.012759290385	0.000068001983	0.983290217815	N\A	0.071638998363	0.008925666632	0.034706365658	0.005716940401	34	1	
4350000	564.137706	1	-1.173389993015	1.221805514267	-0.029238604851	-0.075704876438	0.016831617297	0.000055288782	0.983382690459	N\A	0.075872200709	0.009436629497	0.037305671258	0.006001203413	27	1	
4400000	568.058151	1	-1.580246214828	1.503416281743	-0.065940862727	-0.167801107139	0.033502975913	0.000062537805	0.981271164053	N\A	0.078102772191	0.009756896058	0.037760036264	0.006116551849	35	0	
4450000	564.336297	1	-1.222498768763	1.245459318058	-0.034384208015	-0.065790609220	0.017988756578	0.000072527284	0.984130025055	N\A	0.066439278969	0.008165351186	0.033774421848	0.005472313523	30	1	
4500000	569.121966	1	-1.060253788079	1.154532216192	-0.025940257740	-0.033267819615	0.014221214966	0.000069589124	0.980017919132	N\A	0.096901700091	0.013005707831	0.042460566485	0.007451640942	34	3	
4550000	577.153283	1	-1.405335608020	1.372920015748	-0.050116988358	-0.111865874129	0.025963343466	0.000070725559	0.990940421475	N\A	0.075034891651	0.009633403752	0.035137609464	0.005944728548	32	2	
4600000	574.211529	1	-1.266722188403	1.293634415729	-0.038530102622	-0.102140988380	0.021055526896	0.000081754581	0.984542552458	N\A	0.069609682462	0.008495809230	0.034613041492	0.005627281838	31	1	
4650000	578.420491	1	-1.171509349964	1.192919154905	-0.027369023239	-0.035543270312	0.012370525463	0.000067786879	0.986553732122	N\A	0.067708282936	0.008845650839	0.032141245259	0.005644613498	32	1	
4700000	577.955179	1	-1.171293670917	1.235136692595	-0.034092621193	-0.074368749906	0.018751057449	0.000088269215	0.982692027224	N\A	0.089088531519	0.011805239895	0.039683272105	0.006971142278	35	1	
4750000	573.441794	1	-1.101751959279	1.158221766251	-0.024331103062	-0.019550537689	0.008629207552	0.000089401198	0.986077444770	N\A	0.062462929614	0.008089328222	0.031993011869	0.005405048581	40	0	
4800000	577.173229	1	-1.201744971155	1.244335006161	-0.034809360516	-0.075067464932	0.018865302576	0.000075035540	0.982315076635	N\A	0.081731389489	0.010953557442	0.037964860735	0.006833695345	26	2	
4850000	562.998354	1	-1.324676330815	1.314338127667	-0.037595780002	-0.102191048722	0.016550192663	0.000105064448	0.984902904426	N\A	0.083046188307	0.011622960589	0.036029111655	0.006848787664	38	1	
4900000	580.832703	1	-1.216807775910	1.255711092075	-0.033327716258	-0.093948640660	0.020097238944	0.000084714639	0.986116603685	N\A	0.073728994458	0.008489730129	0.036288857930	0.005550042757	47	1	
4950000	568.769653	1	-1.227176779100	1.253666388815	-0.041305988590	-0.033724941171	0.015281072095	0.000069576496	0.978949539656	N\A	0.078697646361	0.010825287698	0.036407917788	0.006598063442	31	1	
5000000	572.571806	1	-1.336827135897	1.302977187018	-0.038117538995	-0.084889609236	0.017178086116	0.000075404042	0.987749454723	N\A	0.077509969551	0.010688882038	0.034801194454	0.006254591802	41	1	
5050000	567.500444	1	-0.976400876868	1.076521529268	-0.009358474834	-0.014339627551	0.003680553322	0.000096526380	0.983384819845	N\A	0.071842125575	0.008091606598	0.036220615222	0.005480563186	40	1	
5100000	573.031395	1	-1.085198677246	1.149179789593	-0.022626429331	-0.040993820309	0.013364317239	0.000066280788	0.987349677139	N\A	0.082977291277	0.010986163296	0.036259001237	0.006558276015	39	2	
5150000	568.773014	1	-1.196140995981	1.197150604547	-0.026113164407	-0.022055278806	0.006598108840	0.000059673570	0.984688841256	N\A	0.071319230704	0.009850968841	0.032528140207	0.006020660680	42	0	
5200000	577.953158	1	-1.183587056346	1.213006512305	-0.032158131723	-0.035401270752	0.012720878420	0.000086254468	0.984626959455	N\A	0.070892219305	0.009912162982	0.033915854819	0.006410426386	39	0	
5250000	572.775304	1	-1.085720251066	1.149129608640	-0.021328536251	-0.039955618733	0.013109940399	0.000079690155	0.982517030253	N\A	0.093300379271	0.012774989843	0.040619771013	0.007428087946	25	1	
5300000	583.842270	1	-1.073186166647	1.106108830735	-0.009094929882	-0.005472689981	-0.001186986120	0.000078561358	0.986128879603	N\A	0.063085833127	0.008946425509	0.030749654802	0.005869895586	29	2	
5350000	571.072531	1	-1.122329001210	1.173558936263	-0.022005555537	-0.068212379988	0.017233321049	0.000087446463	0.983114991151	N\A	0.070741741044	0.008721475263	0.034966060647	0.005764758495	29	2	
5400000	570.593145	1	-1.064248154974	1.137733086077	-0.021824892528	-0.024971203700	0.013021286947	0.000044868194	0.984468186281	N\A	0.075162434609	0.009963173775	0.034418837053	0.006012063941	53	4	
5450000	562.459784	1	-1.171390508774	1.194533960632	-0.024936832451	-0.052150957651	0.014202417978	0.000084953511	0.979423362268	N\A	0.073355163810	0.009623319196	0.033973232235	0.005941371308	34	0	
5500000	572.563756	1	-0.985667636682	1.058446785642	-0.007336732546	-0.005081748992	0.006505117309	0.000074028901	0.986971772754	N\A	0.061212709348	0.007729934475	0.031804967616	0.005351676944	38	1	
5550000	572.338662	1	-1.200649131966	1.244258496565	-0.035636353490	-0.066271168925	0.017096844823	0.000085902152	0.980217903014	N\A	0.071383558494	0.008801497130	0.035480728004	0.005821340097	27	0	
5600000	571.635991	1	-1.122027201732	1.184503977335	-0.025861869672	-0.067083013868	0.018165006312	0.000098001759	0.984433848191	N\A	0.076983702285	0.010221231799	0.035593329878	0.006208974870	41	1	
5650000	584.749932	1	-1.323738977144	1.303971503178	-0.045757359427	-0.053774500484	0.019674663855	0.000109555092	0.986668171625	N\A	0.062206051463	0.008203176793	0.029641127410	0.005175546384	25	2	
5700000	570.939907	1	-1.025307829331	1.108218153562	-0.021215800438	0.006929569066	0.007578693358	0.000070620020	0.989305791742	N\A	0.038416588295	0.006078495071	0.023771608465	0.004614114754	42	0	
5750000	564.514418	1	-1.197800388246	1.235641812104	-0.034443621146	-0.055431869510	0.015256327949	0.000070276436	0.982832742717	N\A	0.076857566097	0.008934120651	0.037491108291	0.005700693191	41	1	
5800000	577.066168	1	-1.148371849303	1.170815075451	-0.029372237997	-0.019731138678	0.014046471993	0.000072246508	0.985065083780	N\A	0.070819247966	0.008822289616	0.033930588259	0.005654991458	34	3	
5850000	577.414703	1	-1.114173475746	1.148208273039	-0.028597943813	0.007779092029	0.010199649500	0.000090079662	0.984681138444	N\A	0.071570093746	0.008795479394	0.034103329654	0.005659519505	28	3	
5900000	568.090712	1	-1.219437743491	1.201399870562	-0.021863455173	-0.078951185602	0.015759791013	0.000055843512	0.984660039637	N\A	0.062313484245	0.007516151607	0.032446786154	0.005157471454	35	3	
5950000	578.285132	1	-1.138439211333	1.182155777953	-0.030322018932	-0.041381276919	0.018055653572	0.000074386108	0.985064355146	N\A	0.070819589924	0.009189198462	0.033180435507	0.005682712555	28	3	
6000000	573.138642	1	-1.459111618336	1.407769591440	-0.053186494961	-0.137983912600	0.028650029509	0.000016077768	0.983754058719	N\A	0.066653657051	0.008490445933	0.032549482805	0.005626883658	35	0	
6050000	568.603323	1	-0.870561064797	1.002955337342	-0.007222089331	0.033340320047	0.003199282118	0.000076657844	0.988580604297	N\A	0.075610808807	0.008595305839	0.036105776315	0.005550381049	38	0	
6100000	583.785700	1	-1.206744921685	1.263919251070	-0.038184701447	-0.087090551374	0.021686587856	0.000082681339	0.987085479718	N\A	0.075331077491	0.008783853683	0.036346652520	0.005408326816	32	2	
6150000	575.079680	1	-1.218306149020	1.259494448717	-0.034008120983	-0.118399115861	0.026073798262	0.000049267882	0.984897442909	N\A	0.066034479507	0.008422701447	0.032509164669	0.005369236456	44	2	
6200000	581.798835	1	-1.323017934132	1.278996045054	-0.029740197561	-0.091075409634	0.014201831298	0.000066721437	0.984342373563	N\A	0.070092330396	0.008949584980	0.033799064830	0.005732694407	44	3	
6250000	571.482473	1	-1.054414844424	1.117076622475	-0.020510172327	-0.004045167470	0.010552046703	0.000061043101	0.984696031882	N\A	0.070272194692	0.008454454388	0.034334203721	0.005529156586	31	0	
6300000	570.690680	1	-1.166964589543	1.219255512982	-0.030233115545	-0.058638697807	0.012196297672	0.000092798499	0.983489811347	N\A	0.067818492212	0.008078874779	0.034885204716	0.005479345363	38	1	
6350000	584.366040	1	-1.180322557479	1.192629103277	-0.024702217638	-0.045396679115	0.011499863824	0.000041449734	0.985281549864	N\A	0.070662602371	0.009654680133	0.032466117582	0.005814334861	32	1	
6400000	576.978210	1	-1.090053348450	1.152503008469	-0.021618983521	-0.021211672834	0.006138905500	0.000018197227	0.985953753449	N\A	0.064837514954	0.008506881335	0.031734085070	0.005596684926	36	1	
6450000	561.503209	1	-1.090788960815	1.177958190789	-0.027154981305	-0.060832067001	0.017536424632	0.000083107303	0.982743933362	N\A	0.071347053116	0.008720037279	0.035273186467	0.005712784510	29	0	
6500000	566.601592	1	-1.096876333491	1.175256509550	-0.030029664212	-0.026224395290	0.012486139500	0.000047536655	0.980753141110	N\A	0.073069140934	0.008839602996	0.036721245151	0.005941559966	34	0	
6550000	570.473603	1	-1.401078199770	1.350707914555	-0.041761645482	-0.096409650722	0.015094930162	0.000087669769	0.983192336232	N\A	0.068997741594	0.008669336124	0.034441423963	0.005776044475	29	0	
6600000	567.772486	1	-1.020508976116	1.119585326770	-0.022648693153	-0.020105399381	0.014423266678	0.000076443435	0.982004985773	N\A	0.064974532091	0.008142257321	0.033539583422	0.005574174696	46	0	
6650000	571.560596	1	-0.936066119942	1.025466088100	-0.011641255556	0.058707057215	0.001126122905	0.000099040447	0.991707966623	N\A	0.069306282950	0.008895140799	0.032407498544	0.005522118190	28	0	
6700000	567.823458	1	-1.460025456314	1.411611010258	-0.054909642392	-0.111804271012	0.023120473924	0.000094280156	0.984361259978	N\A	0.075052495657	0.010231326853	0.034263423963	0.006339074776	39	1	
6750000	581.576033	1	-1.242116835982	1.271718719978	-0.040121752592	-0.069458397993	0.021046822114	0.000072354964	0.989523114095	N\A	0.075982197705	0.010283548874	0.033865125711	0.006264238243	37	1	
6800000	573.607552	1	-1.190009958004	1.206773073769	-0.026185882046	-0.041603428716	0.009198701313	0.000082722315	0.983766558638	N\A	0.075504327720	0.009489475468	0.036289243822	0.006123250765	29	2	
6850000	581.798233	1	-0.947772712934	1.069679811173	-0.016547799754	-0.001170344279	0.011856113174	0.000058450978	0.985708089484	N\A	0.075750682366	0.009828968529	0.035411061619	0.006171377539	31	1	
6900000	571.860594	1	-1.105837870336	1.140929395414	-0.021741110131	-0.006385402405	0.009671703686	0.000073488363	0.984691570796	N\A	0.077167654405	0.009508185856	0.036992259476	0.006057082474	32	0	
6950000	578.622801	1	-0.975947777708	1.066692475542	-0.010113477393	0.005848850958	0.002329137607	0.000127620079	0.985717663916	N\A	0.072026743012	0.009432198250	0.035063934570	0.006250239558	29	0	
7000000	567.293071	1	-1.214540500635	1.186146426360	-0.018954660429	-0.015229793289	-0.001319138040	0.000079899577	0.985082766734	N\A	0.078354048983	0.010260322722	0.037533625632	0.006397189656	42	0	
7050000	578.908873	1	-1.016096918305	1.097945502536	-0.018128282412	0.004118332419	0.007024590224	0.000078258355	0.985410301069	N\A	0.055499563623	0.007303954793	0.029767993381	0.005093725435	36	0	
