Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m5-glob-003.txt
Log File Name:                   PAL_d1_m5-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3290628756
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m5-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	453.964802	1	-1.316051020320	1.226248865892	-0.046126173671	0.000308830482	0.959588337102	N\A	0.029987892945	0.004656882466	37	8	0.017023394701	Global Trend	
1050000	444.342904	1	-1.558653040346	1.174769524280	-0.040587306847	0.000252172262	0.955782815083	N\A	0.044579658794	0.006967091928	38	10	-0.002692288192	Global Trend	
1100000	457.916184	1	-1.564769093416	1.273060413197	-0.054947517224	0.000305830387	0.952405239481	N\A	0.042633866787	0.006370966398	35	9	0.001647336548	Global Trend	
1150000	445.420523	1	-1.573408287047	1.230161103219	-0.047206903904	0.000134183534	0.948092305970	N\A	0.045759233088	0.006837516949	36	12	0.001838977480	Global Trend	
1200000	460.409623	1	-0.873570480391	1.147640305389	-0.033610648009	0.000287637246	0.968829887549	N\A	0.027918129485	0.004381363699	52	9	0.008525322638	Global Trend	
1250000	431.380128	1	-1.248793302721	1.191281093553	-0.038253608621	0.000221212107	0.953130432946	N\A	0.052465485562	0.007897823785	38	6	0.000095617944	Global Trend	
1300000	423.897615	1	-1.137523403244	1.162849208774	-0.035043946323	0.000248961839	0.949842103049	N\A	0.051816000840	0.008265082879	32	9	0.001136436388	Global Trend	
1350000	449.141424	1	-1.140056959901	1.228432860414	-0.048964120114	0.000109324847	0.954103075728	N\A	0.042151485777	0.006163436241	38	10	0.001763046559	Global Trend	
1400000	430.200575	1	-1.060225112654	1.163355523955	-0.035660800866	0.000308886205	0.951243121389	N\A	0.035495688548	0.005581733837	36	12	0.010957805441	Global Trend	
1450000	454.801205	1	-1.296401295871	1.281942625893	-0.052558518563	0.000173707824	0.953157586591	N\A	0.050152830343	0.007748706227	36	13	0.001581559861	Global Trend	
1500000	460.607239	1	-0.953457652066	1.152019461195	-0.035029601560	0.000137424750	0.959606237326	N\A	0.029485226124	0.004507950648	37	18	0.007129627358	Global Trend	
1550000	450.522245	1	-1.014933397896	1.156774587976	-0.036335938368	0.000086247582	0.969926589840	N\A	0.033531392533	0.005029353803	36	11	0.000221920500	Global Trend	
1600000	447.772434	1	-0.976416780856	1.119024485021	-0.031823324383	0.000125048254	0.960549541442	N\A	0.029698069812	0.004762732943	39	10	0.004838933908	Global Trend	
1650000	456.869877	1	-1.198177860922	1.277080654993	-0.055334342119	0.000139376183	0.960873842223	N\A	0.038016518205	0.005819741162	33	16	0.003285738867	Global Trend	
1700000	441.048396	1	-1.014256139557	1.233311801952	-0.049913454495	0.000218382951	0.958801263798	N\A	0.032460663360	0.005245174137	52	8	0.007065157207	Global Trend	
1750000	457.010120	1	-1.030341874094	1.162219698581	-0.036945228713	0.000188157402	0.954814344885	N\A	0.043814045001	0.006730778538	38	13	0.003416183937	Global Trend	
1800000	439.474438	1	-1.147293341470	1.202074333384	-0.042541901070	0.000136414994	0.949863892484	N\A	0.044801223776	0.007046122395	33	9	0.002235696753	Global Trend	
1850000	492.336346	1	-1.164069929644	1.207154147624	-0.042206377544	0.000096347187	0.979636867181	N\A	0.026224650755	0.004227195725	46	14	0.003061832032	Global Trend	
1900000	458.762894	1	-1.208522148228	1.287441673996	-0.056588545633	0.000321657410	0.956805591217	N\A	0.041956593684	0.006487108960	33	14	0.007504529801	Global Trend	
1950000	468.667121	1	-1.071557449251	1.189352520680	-0.043643739022	0.000242763239	0.970032980884	N\A	0.029085575154	0.003641126426	43	14	0.005918042975	Global Trend	
2000000	462.035727	1	-1.088276105580	1.218801675474	-0.040553914946	0.000203833623	0.960095422842	N\A	0.036327769508	0.005914429533	34	14	0.006606856575	Global Trend	
2050000	452.198177	1	-1.300420204503	1.277903211646	-0.056761323727	0.000114061677	0.956311990500	N\A	0.049078178240	0.007713826072	37	16	0.000371331744	Global Trend	
2100000	440.017567	1	-1.216054596686	1.352417289189	-0.067998490276	0.000247575098	0.951743930668	N\A	0.042595383644	0.006482779145	37	10	0.003598954233	Global Trend	
2150000	478.649614	1	-1.242773048884	1.275458093957	-0.054294452826	0.000244727223	0.963179587002	N\A	0.038085527963	0.005930244970	40	15	0.004408644246	Global Trend	
2200000	467.068502	1	-1.308131577135	1.245541285922	-0.050604287696	0.000201662469	0.962038797677	N\A	0.045346076921	0.007066458947	48	13	-0.000026410010	Global Trend	
2250000	443.096529	1	-1.568388074987	1.225585606119	-0.048666029706	0.000271360939	0.952135229406	N\A	0.045442462669	0.006835310784	33	12	-0.000307613424	Global Trend	
2300000	459.994225	1	-1.071347516527	1.171306837153	-0.039734166351	0.000214734787	0.956067095657	N\A	0.049919616924	0.007554976558	34	11	0.001595327631	Global Trend	
2350000	460.509961	1	-0.811594210386	1.162956536437	-0.039399931149	0.000256273926	0.962744573359	N\A	0.035511560469	0.005722282224	38	13	0.008215435554	Global Trend	
2400000	453.268144	1	-1.286798136980	1.279603539698	-0.054455256305	0.000270936448	0.958360449187	N\A	0.048742029063	0.007718169891	43	14	0.003376329868	Global Trend	
2450000	449.655845	1	-1.199624110272	1.206553601811	-0.037485944546	0.000062739311	0.958270403460	N\A	0.046528507228	0.007423533783	47	14	0.000800332343	Global Trend	
2500000	451.148534	1	-1.095235052537	1.212444397421	-0.047413256209	0.000032062649	0.954899937742	N\A	0.049139869291	0.007758413265	49	13	0.000362092131	Global Trend	
2550000	476.303268	1	-1.105692426059	1.201460831608	-0.044195312048	0.000046547333	0.966482348420	N\A	0.029154437211	0.004777283061	33	13	0.001789238136	Global Trend	
2600000	474.566965	1	-1.105763385593	1.289601590657	-0.056917032313	0.000228224821	0.993678771638	N\A	0.027820778203	0.005294690126	39	13	0.004216041592	Global Trend	
2650000	460.358331	1	-1.300943708681	1.284877899073	-0.056727838770	0.000281200886	0.954153721685	N\A	0.045596269310	0.007108762918	40	12	-0.000165456980	Global Trend	
2700000	466.104549	1	-1.001149550289	1.227555027735	-0.051450955133	0.000154855727	0.962356417060	N\A	0.033840549386	0.005310260263	47	12	0.005450777702	Global Trend	
2750000	461.096970	1	-1.228027072281	1.343003870457	-0.065854521851	0.000268898477	0.958372160897	N\A	0.039815964685	0.005996602385	51	13	0.004492699591	Global Trend	
2800000	470.514517	1	-0.963002023601	1.115441303264	-0.029905475224	0.000076254325	0.963299601326	N\A	0.034660596803	0.005595361100	42	14	0.002000305187	Global Trend	
2850000	445.747684	1	-1.161111608048	1.163601409080	-0.038061356643	0.000273950270	0.961736276454	N\A	0.039519163533	0.006146116188	35	11	-0.002658060895	Global Trend	
2900000	466.256796	1	-1.155678446125	1.227464394252	-0.048287650222	0.000254384202	0.956495072961	N\A	0.048040566387	0.007649215336	35	14	-0.000489458837	Global Trend	
2950000	465.700232	1	-0.920244875829	1.138556751062	-0.031706895955	0.000291606786	0.962288901034	N\A	0.038898813523	0.006352930862	35	15	0.005222776868	Global Trend	
3000000	464.506680	1	-1.008729796317	1.213942969902	-0.044633055070	0.000270138777	0.965076175609	N\A	0.037494827904	0.006077261865	33	14	0.006463035421	Global Trend	
3050000	482.465312	1	-1.110756087577	1.150189365236	-0.034861421691	0.000130326663	0.977723372673	N\A	0.033648809116	0.005519931593	34	19	0.001305729434	Global Trend	
3100000	470.979516	1	-1.318343204233	1.287831729048	-0.058884791850	0.000233165071	0.964961259481	N\A	0.037903292317	0.006164332217	35	16	0.001293642518	Global Trend	
3150000	478.508302	1	-1.405361713208	1.323342633504	-0.061640050328	0.000201837881	0.963346561919	N\A	0.038324418760	0.006135790221	49	14	0.000232563583	Global Trend	
3200000	457.530522	1	-1.144031368378	1.239211634323	-0.048650863501	0.000207762197	0.961460813329	N\A	0.044515370432	0.007155767259	42	15	0.001451199230	Global Trend	
3250000	465.035496	1	-0.874509842814	1.174024190421	-0.040060499684	0.000229586804	0.960536627798	N\A	0.032177829274	0.005047319749	39	13	0.007458417522	Global Trend	
3300000	457.940742	1	-1.203211813587	1.246432598010	-0.050538276423	0.000198752956	0.956065228477	N\A	0.048617237820	0.007500816251	36	14	0.000528919514	Global Trend	
3350000	474.678975	1	-1.200600433959	1.233283453823	-0.044959996366	0.000132202887	0.978294813706	N\A	0.036451429748	0.006235859866	38	15	-0.000216827269	Global Trend	
3400000	458.237863	1	-1.315737635976	1.224616476561	-0.047980445118	0.000087214698	0.959015971059	N\A	0.044425405180	0.006754704299	42	9	-0.001039076548	Global Trend	
3450000	454.186360	1	-0.863911679271	1.173792767900	-0.040314290960	0.000237640112	0.963819855646	N\A	0.026348026870	0.004306462247	35	13	0.013472838693	Global Trend	
3500000	459.284161	1	-1.069536810467	1.185073041899	-0.041992786216	0.000167398218	0.955316453938	N\A	0.037037319640	0.005604144890	35	15	0.004192107990	Global Trend	
3550000	444.909966	1	-1.202096638365	1.201618351180	-0.045452142990	0.000150405118	0.953385661453	N\A	0.045826935872	0.006874741223	38	11	-0.001543607486	Global Trend	
3600000	430.174749	1	-1.289613012377	1.348788930014	-0.065216012011	0.000163845505	0.945433601873	N\A	0.052430028253	0.008049500410	26	7	0.001809755394	Global Trend	
3650000	446.862365	1	-0.818815900078	1.079706226579	-0.020068494319	0.000237689685	0.976814865709	N\A	0.013421360325	0.002866840159	41	11	0.027603785685	Global Trend	
3700000	464.341443	1	-1.019844518821	1.161632857510	-0.039357452673	0.000146026818	0.958380667835	N\A	0.037643630371	0.005611515639	37	15	0.004526448018	Global Trend	
3750000	449.915772	1	-1.179309317844	1.196890501309	-0.043739879578	0.000168830476	0.957626339786	N\A	0.042261184601	0.006273506511	38	11	-0.000864042172	Global Trend	
3800000	445.785147	1	-0.900158080171	1.175805891957	-0.037075110012	0.000131850842	0.968465582831	N\A	0.025482862717	0.004275536608	35	9	0.009414888415	Global Trend	
3850000	454.217777	1	-0.976786304148	1.186002596599	-0.040840174778	0.000251017409	0.957438227041	N\A	0.038522562438	0.006029856262	39	10	0.006244889141	Global Trend	
3900000	450.408905	1	-1.110490502757	1.261906159534	-0.051328036400	0.000208486553	0.958249390192	N\A	0.036982568143	0.005719233254	41	9	0.005300671080	Global Trend	
3950000	455.248257	1	-1.236435548408	1.237452161487	-0.046992344504	0.000157462343	0.956456847844	N\A	0.049991313224	0.007988046780	37	10	-0.001460640399	Global Trend	
