Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m7-glob-001.txt
Log File Name:                   CEREB_d1_m7-glob-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1128053090
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m7-glob-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	559.025950	1	-0.780408106370	0.955815587220	0.039379525988	0.004355057642	0.000077124820	0.999961584899	N\A	0.020425901508	0.022075813351	0.002041893002	39	0	-0.435436081570	Global Trend	
1050000	563.107755	1	-0.725259328760	0.917213179342	0.084763376099	-0.002787692589	0.000097835035	0.999496886111	N\A	0.020692253571	0.022384401973	0.002191925620	39	0	-0.151381782630	Global Trend	
1100000	558.441753	1	-0.842517566563	0.994963419700	0.000680733577	0.004314542065	0.000066685889	0.999997550425	N\A	0.024411504785	0.026627744315	0.002645182808	36	0	-1.750185145259	Global Trend	
1150000	565.531128	1	-0.636596620945	0.942458705162	0.031193417461	0.005615239209	0.000092129647	0.993197209942	N\A	0.021674934606	0.022837831217	0.002259343073	31	0	-0.037922407321	Global Trend	
1200000	571.803911	1	-0.766448843409	0.923955526809	0.075996750130	0.000043291444	0.000107074488	0.998242514028	N\A	0.019439515490	0.020875919974	0.002090576686	34	0	-0.125669711908	Global Trend	
1250000	553.866863	1	-0.687926976604	0.920484635798	0.075010713571	-0.000447231001	0.000087350256	0.997250988073	N\A	0.021566856293	0.023053207204	0.002319801226	25	2	-0.072147421647	Global Trend	
1300000	566.085990	1	-0.846001690032	0.992925336910	0.004300611479	0.002841925246	0.000070328467	0.999948300279	N\A	0.018700069186	0.020091390804	0.001808642535	35	0	0.456563484349	Global Trend	
1350000	573.375912	1	-0.790742824393	0.932605542562	0.072616934394	-0.001056973320	0.000084950198	0.992645926346	N\A	0.017203135659	0.017579034045	0.001927119993	37	1	-0.019598831465	Global Trend	
1400000	573.808561	1	-0.870349310701	1.008257452257	-0.002991748024	0.003167793683	0.000046449210	0.987747633259	N\A	0.023984754044	0.024582740372	0.002793638982	37	3	0.011454557592	Global Trend	
1450000	577.872467	1	-0.813257845113	0.945817673729	0.094686953713	-0.006167183283	0.000069947445	0.987236364572	N\A	0.022625971772	0.021112745034	0.002595122100	40	2	0.003296989126	Global Trend	
1500000	569.090546	1	-0.734981551352	0.897516544408	0.093419789841	-0.002589035403	0.000102054549	0.985785566512	N\A	0.024208516735	0.023662515392	0.002723142642	36	0	0.019302329956	Global Trend	
1550000	576.052861	1	-0.754357293033	0.915426304304	0.087410333655	-0.001305326156	0.000066842837	0.983513609405	N\A	0.025847358203	0.023653076577	0.003041162564	33	0	-0.003674313676	Global Trend	
1600000	574.353488	1	-0.796176183027	0.926758999714	0.072830986274	0.000757429684	0.000089488955	0.999944396446	N\A	0.018021185854	0.019350132063	0.001694483717	42	2	-0.579004650773	Global Trend	
1650000	573.547361	1	-0.772366561731	0.989557791496	0.008759031972	0.002429715882	0.000082736490	0.999957100319	N\A	0.020206518533	0.021826364828	0.002038295617	39	0	0.639473286325	Global Trend	
1700000	577.427393	1	-0.819377562938	0.944774182228	0.055852928980	-0.000549681695	0.000023437534	0.999987275683	N\A	0.020417037096	0.022098343563	0.002072281732	37	1	-0.321557204876	Global Trend	
1750000	573.150973	1	-0.775467772589	0.987516950022	0.009519162261	0.003405365728	0.000097283785	0.999976113677	N\A	0.017604737345	0.018898271889	0.001652617283	33	0	0.991155489572	Global Trend	
1800000	569.208760	1	-0.815409383615	0.973791615579	0.068999852977	-0.006190348609	0.000078824741	0.986029313447	N\A	0.024710969890	0.021719333593	0.002605118813	39	2	0.007453302840	Global Trend	
1850000	583.070815	1	-0.688618300395	0.946943082731	0.038262685008	0.004599498799	0.000098018530	0.994576397628	N\A	0.020478474713	0.021701577743	0.002045985799	42	1	-0.058838588217	Global Trend	
1900000	569.477149	1	-0.775424685741	0.983914906617	0.012735829951	0.002743385192	0.000076379900	0.999978917707	N\A	0.019402962782	0.020866100313	0.001865133257	32	1	-0.723077926224	Global Trend	
1950000	570.604268	1	-0.821788369205	0.969725630038	0.027840727169	0.001966805634	0.000076710807	0.983392183677	N\A	0.024649820461	0.023425449265	0.002792332859	42	0	-0.006535860201	Global Trend	
2000000	567.076284	1	-0.761571897273	0.919267391473	0.081602485236	-0.000871860111	0.000011383151	0.999999329645	N\A	0.019987992921	0.021521842056	0.001837232607	37	1	0.575706997941	Global Trend	
2050000	564.768213	1	-0.808584594299	0.923761321451	0.077833906583	-0.002599391040	0.000027567448	0.999901307012	N\A	0.019044147734	0.020418932299	0.001791559012	41	1	0.115736295344	Global Trend	
2100000	571.097924	1	-0.758050254891	0.955898270598	0.038060141158	0.001138712781	0.000077920706	0.995826094394	N\A	0.021345601720	0.022606779861	0.002129251283	35	0	-0.045388790643	Global Trend	
2150000	553.928071	1	-0.767350155313	0.942924547620	0.058056547420	-0.000913848712	0.000077397736	0.999995615500	N\A	0.019859051198	0.021451548506	0.002067865954	38	0	1.170982060553	Global Trend	
2200000	564.192841	1	-0.844267256878	0.969997919494	0.026542156963	0.003641834639	0.000100642196	0.999085389393	N\A	0.021609612926	0.023355093378	0.002346521503	34	0	-0.166204865260	Global Trend	
2250000	573.526701	1	-0.760679092457	0.952293488154	0.049584114494	0.000328467357	0.000072285538	0.998890077942	N\A	0.020374093202	0.022105604803	0.002168364616	31	0	0.102849854419	Global Trend	
2300000	569.267876	1	-0.732152807799	0.952525578041	0.042071532164	0.000598734189	0.000076052164	0.998652685218	N\A	0.020009534132	0.021379064793	0.002110414054	47	0	-0.074709325655	Global Trend	
2350000	562.818575	1	-0.805666180418	0.954859106613	0.043526012823	0.001670058393	0.000068046028	0.999930410056	N\A	0.019668822503	0.021241939452	0.001948586029	45	2	-0.244129603882	Global Trend	
2400000	561.885454	1	-0.899972031101	0.974268779946	0.027751391538	0.001164807025	0.000079333774	0.999359315162	N\A	0.021105472131	0.022823914895	0.002147465735	38	1	-0.140724172272	Global Trend	
2450000	576.892565	1	-0.813283207566	0.950466109911	0.044009560673	-0.000108962789	0.000055131302	0.995722612858	N\A	0.021163516605	0.022613353306	0.002176712409	39	1	0.033812079919	Global Trend	
2500000	571.668349	1	-0.772128971588	0.940989596379	0.056571929268	0.002269798913	0.000062166738	0.999996157651	N\A	0.019074688246	0.020667943266	0.001908989781	34	2	-1.302358683934	Global Trend	
2550000	577.203352	1	-0.779421660933	0.950241762282	0.049020940711	0.001792433706	0.000084130747	0.999069544589	N\A	0.021323891663	0.022860637776	0.002087532884	37	0	0.142809032486	Global Trend	
2600000	570.408083	1	-0.881902643026	0.971758088212	0.047793181436	-0.004039327663	0.000071972377	0.984378674139	N\A	0.025391792670	0.023862548958	0.003147485305	41	2	-0.000262262307	Global Trend	
2650000	560.001066	1	-0.876849334371	0.995738343322	-0.002547568745	0.004397101148	0.000111707346	0.992849052108	N\A	0.023977256540	0.024898713490	0.002513173755	31	0	0.055251441541	Global Trend	
2700000	572.780569	1	-0.836518530223	0.973846898074	0.054257300445	-0.004176616956	0.000086089837	0.983858695493	N\A	0.021633845394	0.021597594557	0.002897734730	34	0	0.004867597244	Global Trend	
2750000	574.049784	1	-0.805418425745	0.929322248306	0.081133524066	-0.003888695238	0.000081414290	0.997914233416	N\A	0.021038525163	0.022391746222	0.002173506019	34	2	-0.062869703941	Global Trend	
2800000	563.322759	1	-0.749579718835	0.925706410101	0.077322713203	-0.002484646386	0.000073791489	0.996216635821	N\A	0.019183863277	0.020557739667	0.001947681329	30	1	0.038822178538	Global Trend	
2850000	576.616915	1	-0.694722803753	0.926151513759	0.071823432527	0.000581418900	0.000080855907	0.999858270484	N\A	0.013522245582	0.014586148489	0.001264151553	33	0	-0.323026121818	Global Trend	
2900000	565.499622	1	-0.829563508647	0.940245017296	0.070339528439	-0.004063104925	0.000088442560	0.993556363326	N\A	0.022102587444	0.023124957286	0.002317046355	29	1	-0.046941853423	Global Trend	
2950000	560.413543	1	-0.823230822476	0.990327306728	0.007428859519	0.003925956671	0.000086095498	0.998750420089	N\A	0.023718482205	0.025665990173	0.002595335398	36	1	0.109250594994	Global Trend	
3000000	572.840377	1	-0.843840605490	0.972256359281	0.026816319364	0.001866507490	0.000084396156	0.999196018439	N\A	0.019349643405	0.020830448313	0.001948506199	34	0	-0.133807077799	Global Trend	
3050000	571.507795	1	-0.787094714205	1.019996140037	0.022148820709	-0.006084080111	0.000125376174	0.987325723149	N\A	0.021643696600	0.021520188280	0.002585041333	33	2	0.025724295005	Global Trend	
3100000	562.453673	1	-0.728369286567	0.923869472218	0.080521483898	-0.002738735867	0.000079245269	0.998736731652	N\A	0.018695581946	0.019885965816	0.001655639887	32	0	0.114280003471	Global Trend	
3150000	574.272164	1	-0.779263921846	0.936505918054	0.064934959528	-0.000947393539	0.000072991368	0.997421851474	N\A	0.018648451782	0.019672667519	0.001868661405	37	0	-0.058066223015	Global Trend	
3200000	567.223283	1	-0.884531088288	0.980902116494	0.021001399230	0.001659428498	0.000022918392	0.999626594043	N\A	0.019716085375	0.021131229813	0.001910258811	48	0	-0.044906332285	Global Trend	
3250000	568.117926	1	-0.641110508672	0.947646649986	0.047219151920	0.002240120736	0.000094614456	0.999663422480	N\A	0.021330793190	0.023069875435	0.002229233172	26	0	-0.350650828815	Global Trend	
3300000	558.902855	1	-0.741058589513	0.930881445931	0.071459329165	0.000060613210	0.000073191090	0.999022891843	N\A	0.019799229624	0.021346986562	0.001970292807	36	0	0.080908917290	Global Trend	
3350000	564.423869	1	-0.765881154987	0.963110877092	0.036402360099	0.000323710403	0.000082952598	0.999304242687	N\A	0.020936519406	0.022563936843	0.002157434554	33	1	0.154711104837	Global Trend	
3400000	564.813976	1	-0.809177806938	0.977098128396	0.019222366502	0.004384924268	0.000082226329	0.999785306250	N\A	0.020237600571	0.021889742132	0.002109483145	43	0	0.236451818076	Global Trend	
3450000	572.094903	1	-0.913058956735	1.009748807914	0.013739928470	-0.002093524940	0.000108519279	0.990778511130	N\A	0.023449182193	0.020646228278	0.002317896593	36	1	-0.006044936653	Global Trend	
3500000	569.999531	1	-0.705113802960	0.938961361349	0.059300800027	0.000311515546	0.000092352325	0.999877502186	N\A	0.019514328439	0.021010739146	0.001916586457	47	0	-0.337822321406	Global Trend	
3550000	571.404459	1	-0.815121539280	0.974225034370	0.025535592541	0.000313202236	0.000057785137	0.999972693051	N\A	0.020473206217	0.022193996321	0.002097318302	42	1	0.494568109186	Global Trend	
3600000	563.743571	1	-0.865169109054	0.984693919715	0.020051606731	0.001708241556	0.000062894565	0.988948952947	N\A	0.022684202717	0.022718374638	0.002680642757	50	0	-0.012029977399	Global Trend	
3650000	570.809006	1	-0.919420610733	0.923526111479	0.078038542512	-0.002586701476	0.000068185165	0.999218532845	N\A	0.020125200671	0.021698899454	0.002086710118	42	2	0.102527927878	Global Trend	
3700000	569.085439	1	-0.725741217084	0.941757371828	0.066277038031	-0.001092440976	0.000090264611	0.997682596313	N\A	0.017565621336	0.018750210560	0.001712585903	35	0	0.068445926380	Global Trend	
3750000	566.708660	1	-0.830465428678	0.971305479780	0.028187018500	0.000365646977	0.000071702157	0.999976362654	N\A	0.020760256280	0.022582388621	0.002284967656	41	0	0.666350419864	Global Trend	
3800000	583.091954	1	-0.765355052542	0.940442875267	0.059600705774	0.000214544814	0.000083607824	0.999921167376	N\A	0.017527248000	0.018798502410	0.001644282405	28	2	0.442969268733	Global Trend	
3850000	563.348244	1	-0.741265629829	0.948987797904	0.058392354856	0.000103285926	0.000099746083	0.993673665364	N\A	0.020389540547	0.021716282418	0.002142725443	36	2	0.062085719215	Global Trend	
3900000	568.573451	1	-0.824491531359	0.996860188048	0.019084016796	-0.000239041585	0.000026152631	0.992407358704	N\A	0.021133874746	0.022324902582	0.002316769745	26	0	0.013163746654	Global Trend	
3950000	576.623139	1	-0.749885227635	0.936968759079	0.063038253463	-0.000049257755	0.000095098139	0.999998720910	N\A	0.019625417270	0.021156734745	0.001960994751	36	2	-4.315239937075	Global Trend	
4000000	566.950094	1	-0.743575063980	0.941422707433	0.062004667405	0.000662904924	0.000108218023	0.998400991002	N\A	0.019146506484	0.020453601051	0.001880683817	36	2	0.117953073102	Global Trend	
4050000	574.622016	1	-0.875225154470	0.981053109115	0.014150934035	0.003695577588	0.000080618573	0.999499599185	N\A	0.021226999691	0.023075839385	0.002261690166	28	3	0.194101526411	Global Trend	
4100000	579.771208	1	-0.816288297415	0.968167132033	0.030311859808	0.001604648364	0.000074162247	0.999858670779	N\A	0.021205148974	0.023135969871	0.002359135793	48	2	-0.259906614650	Global Trend	
4150000	580.197670	1	-0.824287453631	0.963748317559	0.042687186573	0.000678973275	0.000065040143	0.986071992906	N\A	0.023558091374	0.021156884112	0.002728469836	38	1	0.005370429620	Global Trend	
4200000	579.340786	1	-0.791355379413	0.966401054076	0.030810717143	0.001939688643	0.000103945347	0.999478480518	N\A	0.019789723237	0.021446114340	0.002056850038	40	0	-0.193100445193	Global Trend	
4250000	569.906768	1	-0.684196992021	0.944510165599	0.077584443568	-0.003822557821	0.000100660264	0.995589405543	N\A	0.017155291376	0.017338833465	0.001829228462	28	0	0.043144412108	Global Trend	
4300000	574.049113	1	-0.844479139329	0.960474159548	0.038376045240	0.001277770088	0.000091224979	0.999995145562	N\A	0.020260828928	0.021899584842	0.002015992355	41	2	-2.007214047675	Global Trend	
4350000	562.267622	1	-0.817400732180	0.966964544372	0.028344368553	0.003168586229	0.000080819054	0.983000978401	N\A	0.024306878473	0.022606774986	0.002986692718	25	0	-0.007875331061	Global Trend	
4400000	571.602330	1	-0.739988876900	0.931658620138	0.070863740001	-0.002630894320	0.000060186768	0.999990811050	N\A	0.021486538675	0.023379465288	0.002347565694	40	0	-0.782977522855	Global Trend	
4450000	574.252661	1	-0.793039209647	0.962914416211	0.037790611345	-0.000641630687	0.000083570370	0.999989322065	N\A	0.019832616781	0.021439876026	0.002042051766	34	0	1.246758396555	Global Trend	
4500000	566.550282	1	-0.734773865003	0.910673990723	0.089137212387	-0.001396406421	0.000057004984	0.998802054695	N\A	0.017906068751	0.019165744647	0.001730592399	33	0	-0.045994585664	Global Trend	
4550000	576.949884	1	-0.817556195496	0.981114250953	0.016607272739	0.002451406701	0.000104756269	0.999969341537	N\A	0.019128518728	0.020468010379	0.001710573371	32	0	0.724067076223	Global Trend	
4600000	570.776995	1	-0.671902233010	0.987693597581	0.009546866915	0.000918795970	0.000183818627	0.999799454883	N\A	0.024205793865	0.026527007632	0.002866789628	33	2	-0.630652556394	Global Trend	
4650000	578.728478	1	-0.707253936455	0.941788105976	0.058373953386	0.001302564032	0.000085330282	0.999790687082	N\A	0.018218348337	0.019674738006	0.001795513132	33	1	0.323499728525	Global Trend	
4700000	570.814270	1	-0.776003016573	0.972854961473	0.029720272471	0.001707985759	0.000078857480	0.997715894300	N\A	0.020561693427	0.022062177927	0.002111379325	27	0	0.068790828125	Global Trend	
4750000	567.673348	1	-0.918447397114	0.986864197423	0.021970022946	0.000531301377	0.000067499146	0.995480690953	N\A	0.023089755573	0.024521889696	0.002430693424	26	1	-0.034418107949	Global Trend	
4800000	572.087769	1	-0.757275513016	0.908622668047	0.093316192642	-0.002771514396	0.000063916278	0.999607848561	N\A	0.020685105899	0.022532955893	0.002243445973	36	0	0.157304779532	Global Trend	
4850000	559.859799	1	-0.791293514479	0.941212458354	0.059638806142	-0.001146766330	0.000073256809	0.999741183948	N\A	0.018107633704	0.019530835927	0.001744813309	41	0	0.188682972972	Global Trend	
4900000	557.835021	1	-0.886505823516	0.976214376743	0.060477625471	-0.006067419884	0.000067140464	0.984219805428	N\A	0.024588176097	0.023547341987	0.003200560379	33	0	-0.003033165782	Global Trend	
4950000	577.004999	1	-0.807322101552	0.978173192281	0.026533325723	-0.000686814381	0.000072798353	0.990431626540	N\A	0.019281100133	0.019857258379	0.002301889401	39	0	0.018796198434	Global Trend	
5000000	571.020456	1	-0.865240109123	1.000258025475	0.002008025224	0.003658720088	0.000086291865	0.983689570546	N\A	0.021596440837	0.021672956092	0.003088503521	32	5	-0.004820274013	Global Trend	
5050000	562.624746	1	-0.828129901125	0.947484967745	0.058944891179	-0.002848651143	0.000087477154	0.994599907881	N\A	0.019473924545	0.020832726559	0.002164930580	37	2	-0.049397075423	Global Trend	
5100000	584.010889	1	-0.883113414557	1.032339786191	-0.025696555892	0.003799887648	0.000080634722	0.990480105197	N\A	0.020630433339	0.020070027352	0.002333336968	48	0	0.017641712618	Global Trend	
5150000	580.623369	1	-0.682969793114	0.925296302107	0.066801805046	0.001263450407	0.000077031494	0.997582011399	N\A	0.017104396166	0.018206325406	0.001773216072	33	0	-0.059598206347	Global Trend	
5200000	565.309866	1	-0.764972298919	1.001691498469	0.036506288304	-0.003163688492	0.000092622769	0.989150550622	N\A	0.020831691440	0.021041918681	0.002421164185	38	0	0.027951838497	Global Trend	
5250000	579.346908	1	-0.779512153976	0.960787870835	0.042536998626	-0.000191676891	0.000096143020	0.997387208165	N\A	0.020396905211	0.022050857549	0.002231409337	43	0	0.071033535948	Global Trend	
5300000	567.951559	1	-0.913934943155	1.008700280190	0.003407127329	0.003172128222	0.000011250141	0.980765748428	N\A	0.025175890550	0.024212350604	0.002974611780	27	0	0.000938252845	Global Trend	
5350000	575.465838	1	-0.889493088871	0.977366612202	0.049535955327	-0.006514563496	0.000010702227	0.985024679980	N\A	0.022933929369	0.022985956841	0.002870334835	34	1	-0.001799142843	Global Trend	
5400000	565.563316	1	-0.644020512607	0.956088620344	0.048431964663	-0.001401695284	0.000009633626	0.999841334612	N\A	0.022281187552	0.024231130379	0.002426238416	37	3	0.030555797855	Global Trend	
5450000	573.521364	1	-0.780577058186	0.965847014758	0.045531016521	0.000035394611	0.000099927585	0.993138554780	N\A	0.019759266658	0.020506323171	0.002112433986	38	0	0.031453116243	Global Trend	
5500000	559.732018	1	-0.848033931415	0.970071075651	0.022643183724	0.003982177668	0.000069175745	0.992182295491	N\A	0.020344577014	0.021251656097	0.002184951092	42	2	-0.013634434202	Global Trend	
5550000	580.097776	1	-0.679859304124	0.963291483643	0.032329338157	0.002087045900	0.000080172260	0.999797221223	N\A	0.021674505407	0.023493677191	0.002294201775	24	2	-0.318298197359	Global Trend	
5600000	565.512531	1	-0.901861005930	0.981235427202	0.034291510357	-0.000909678576	0.000087326680	0.986390623951	N\A	0.023826579545	0.024333838149	0.002916759489	30	0	-0.019853293943	Global Trend	
5650000	571.035961	1	-0.827052701046	0.951437845867	0.057337263630	-0.002493501457	0.000088732495	0.990176701845	N\A	0.022646271181	0.023123396423	0.002366119356	36	0	-0.032181068655	Global Trend	
5700000	567.545487	1	-0.768928898468	0.933453925532	0.069738390625	-0.001312722640	0.000079636241	0.989130675084	N\A	0.021246600294	0.021342529287	0.002414224055	42	1	0.015998776507	Global Trend	
5750000	567.096802	1	-0.794956134919	0.975389406123	0.017856573694	0.001986363925	0.000081383248	0.993134577235	N\A	0.018874062992	0.019751454067	0.002038725068	45	1	-0.028129294613	Global Trend	
5800000	571.388832	1	-0.787309999877	0.953486156459	0.047945186041	-0.001406818577	0.000082997156	0.999976600679	N\A	0.022120811917	0.024038601074	0.002327024855	38	1	0.835937988006	Global Trend	
5850000	564.595838	1	-0.772585114163	0.933082350287	0.069383709030	-0.001616931317	0.000099826262	0.999245071167	N\A	0.018892941183	0.020186264666	0.001777961263	37	1	0.185315489281	Global Trend	
5900000	566.316298	1	-0.831327086461	0.964266333120	0.036867740624	0.002676287190	0.000087873742	0.982553326991	N\A	0.024053463661	0.021889885632	0.002848208784	34	0	-0.002030000706	Global Trend	
5950000	571.627250	1	-0.814846284880	0.981764049846	0.032892354217	0.000163378262	0.000081956078	0.987902657380	N\A	0.022025476167	0.021943206909	0.002472556228	36	1	0.020324418371	Global Trend	
6000000	569.071594	1	-0.706274423975	0.902847773120	0.097401235993	-0.000941083298	0.000088173998	0.999797690087	N\A	0.021087727783	0.022786925785	0.002178952689	31	0	-0.283458866134	Global Trend	
6050000	564.491702	1	-0.799239151370	0.936975643977	0.063921545296	-0.000446549261	0.000076464959	0.998507031331	N\A	0.018709502699	0.020002247790	0.001855656487	26	1	-0.074892310266	Global Trend	
6100000	567.094082	1	-0.786334005834	0.964838557369	0.035893280089	0.001377645546	0.000075458978	0.998830369815	N\A	0.018564866316	0.020039853567	0.001800879219	39	0	0.088018070403	Global Trend	
6150000	566.513788	1	-0.856781444857	0.986838836671	0.007436075918	0.004645693947	0.000079784918	0.992389974019	N\A	0.022275070855	0.023703297916	0.002690621415	36	0	-0.019797609642	Global Trend	
6200000	574.787808	1	-0.824829709052	0.974068178358	0.026453932248	0.001040157068	0.000083795521	0.995799364131	N\A	0.021648779097	0.022893005590	0.002344723163	38	1	0.044913247763	Global Trend	
6250000	573.028808	1	-0.897548432211	1.030957554240	-0.038223417269	0.007313441021	0.000056796169	0.999990400088	N\A	0.021827937997	0.023749493043	0.002339512175	39	1	0.820303664263	Global Trend	
6300000	568.341514	1	-0.820316200362	0.965738856817	0.034087366831	0.000813005933	0.000090583561	0.988652193553	N\A	0.020918853089	0.021392689870	0.002421325743	34	0	-0.019542635712	Global Trend	
6350000	561.418707	1	-0.766089395142	0.969770583105	0.029232211896	0.000559781347	0.000061333057	0.999863539681	N\A	0.021483739116	0.023292607480	0.002255645198	36	2	-0.222070650340	Global Trend	
6400000	571.621635	1	-0.816161120621	0.969406938816	0.032649800040	-0.001910314346	0.000065361573	0.999905184564	N\A	0.019305534997	0.020829594686	0.001926861477	32	1	-0.341704845573	Global Trend	
6450000	567.956430	1	-0.720821941540	0.937674637356	0.059398818989	0.000988418619	0.000074367899	0.999562576084	N\A	0.018744487744	0.020099870924	0.001871373742	30	2	-0.158548731737	Global Trend	
6500000	575.794336	1	-0.744258951030	1.008915760367	-0.012373265399	0.004773480715	0.000084522223	0.999939703665	N\A	0.020783313204	0.022524359557	0.002171253342	34	0	0.610388214516	Global Trend	
6550000	566.688744	1	-0.899890755608	0.930649458767	0.073671002845	-0.000842884555	0.000134645405	0.998913235216	N\A	0.021220231986	0.022988519116	0.002232593269	34	0	-0.250077293035	Global Trend	
6600000	565.505758	1	-0.757128864220	0.917150968548	0.086114478613	-0.001948146891	0.000078338834	0.985140772299	N\A	0.022309291474	0.021738539155	0.002944565617	45	0	-0.006666748731	Global Trend	
6650000	574.225215	1	-0.693625894360	0.915047997309	0.076476761300	0.000659715877	0.000084392500	0.993262668398	N\A	0.020298814022	0.020576056962	0.002192276901	29	0	-0.037149442051	Global Trend	
6700000	570.241048	1	-0.856752984361	0.999745982527	0.022581092553	-0.001003920548	0.000096163364	0.985454114986	N\A	0.024250196986	0.022705004665	0.002806328099	39	0	0.010626065154	Global Trend	
6750000	559.804126	1	-0.930905483046	1.010021830470	0.049006421862	-0.007972053322	0.000075516269	0.985518694445	N\A	0.023897272795	0.021880018698	0.002969906213	41	0	0.000781231096	Global Trend	
6800000	570.496935	1	-0.719972226010	0.934898219147	0.068329485235	-0.002532324933	0.000080146183	0.999946997141	N\A	0.020006713182	0.021617713894	0.002083129351	46	1	0.445804197923	Global Trend	
6850000	568.110488	1	-0.797373420141	0.976348749579	0.023132092782	0.001594957434	0.000094456565	0.999509886979	N\A	0.021380607406	0.023290370850	0.002378922963	50	1	0.162332718461	Global Trend	
6900000	571.294211	1	-0.798432417464	0.996647295602	0.041482724313	-0.003816189180	0.000093612263	0.986933361124	N\A	0.022813590483	0.022702216024	0.002667010680	27	1	0.020201837202	Global Trend	
6950000	575.586177	1	-0.882447749020	0.982445336665	0.010138034893	0.001409830968	0.000090503401	0.995749883427	N\A	0.021123297810	0.022721159949	0.002286924155	33	0	0.064760029787	Global Trend	
7000000	559.854783	1	-0.825152441920	0.974890163477	0.031342023449	-0.000025273008	0.000087348913	0.982017040067	N\A	0.025366314087	0.024631248630	0.003073896546	31	0	0.011240313228	Global Trend	
7050000	570.664475	1	-0.777668874260	0.908689441522	0.116156000702	-0.005435448930	0.000120896883	0.988559481164	N\A	0.021739311493	0.014914867050	0.002378982570	42	0	0.003950683492	Global Trend	
7100000	572.950657	1	-0.814937342141	0.958427365099	0.038563418568	0.003490857194	0.000062698688	0.989170657140	N\A	0.021866008825	0.021741502954	0.002485156886	35	0	-0.013659934500	Global Trend	
7150000	550.536198	1	-0.773558281112	0.917090213999	0.095875281173	-0.004598579472	0.000080964755	0.984539049429	N\A	0.024892262306	0.023966717601	0.002814682472	38	0	-0.006689663509	Global Trend	
7200000	561.747190	1	-0.918281885852	1.034508516217	-0.038223263555	0.006060238422	0.000090755434	0.992155960316	N\A	0.023748346644	0.024643745294	0.002483723833	42	0	-0.029968070870	Global Trend	
7250000	567.320234	1	-0.784721386041	0.966831847997	0.033398409361	0.000033193292	0.000075127624	0.999979463335	N\A	0.019996448171	0.021726486564	0.002188193922	37	1	0.691181881550	Global Trend	
7300000	574.861555	1	-0.854009047512	0.983147390158	0.018442193122	0.000414027786	0.000095852576	0.999745421953	N\A	0.019080928152	0.020626506802	0.002005739035	34	2	0.295510804213	Global Trend	
7350000	574.247569	1	-0.731402574084	0.923513944596	0.074788497910	0.000659382803	0.000113794062	0.999679648236	N\A	0.017534500564	0.018902878148	0.001682353296	26	2	-0.321016712626	Global Trend	
7400000	582.188845	1	-0.788829605150	0.938494927384	0.055495738340	0.000728547244	0.000079037155	0.981358809396	N\A	0.025480591356	0.023154479972	0.003075902833	29	2	-0.002779990671	Global Trend	
7450000	569.315388	1	-0.756839727443	0.939647051045	0.059967549929	0.001153720215	0.000066315730	0.999964770872	N\A	0.019387296234	0.020932516558	0.002004976107	39	3	0.397774873501	Global Trend	
7500000	588.461284	1	-0.803678311309	0.962268827901	0.035537767417	0.001279041053	0.000050126825	0.999659823961	N\A	0.020335486415	0.021943696548	0.002068820632	37	3	-0.121922260745	Global Trend	
7550000	580.491272	1	-0.892784905527	0.965287784252	0.069680066615	-0.005269006282	0.000087165148	0.984888559426	N\A	0.023448889010	0.021840156723	0.003002397595	34	2	-0.002552091917	Global Trend	
7600000	569.744795	1	-0.847397378051	0.993479847208	0.062119674717	-0.008552458726	0.000095119405	0.988406921941	N\A	0.023047034592	0.020152658573	0.002517693452	28	0	0.008213494881	Global Trend	
7650000	574.204193	1	-0.836294997649	0.981949379716	0.013153765380	0.005141193763	0.000078159434	0.999879417440	N\A	0.021904562809	0.023723571906	0.002271552696	32	1	0.344281916999	Global Trend	
