Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m6-glob-005.txt
Log File Name:                   PAL_d1_m6-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            995264181
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m6-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	449.462424	1	-0.903253278617	1.091751878038	-0.101806948447	0.000295654848	0.986512475237	N\A	0.022657037661	0.019035955919	39	13	-0.057897680549	Global Trend	
1050000	439.935978	1	-1.010225965528	1.088574118543	-0.088894039880	0.000098405472	0.999944147633	N\A	0.019231030978	0.019209537847	43	18	-0.334691575731	Global Trend	
1100000	439.065294	1	-1.041382468373	1.086670153549	-0.085816822190	0.000146414620	0.986850555299	N\A	0.023548124824	0.020387680422	37	12	0.030531664312	Global Trend	
1150000	437.782946	1	-0.857813226860	1.019175299379	-0.056982811396	0.000070380461	0.960078796657	N\A	0.034693376060	0.024093628128	48	12	0.000920682740	Global Trend	
1200000	442.876095	1	-0.881525475689	1.033649646679	-0.079878868484	0.000160992090	0.957319935529	N\A	0.037426330630	0.025592752734	45	11	-0.004072276974	Global Trend	
1250000	440.048868	1	-0.919231381416	1.106262229160	-0.103678291789	0.000289186516	0.999728692126	N\A	0.019868026990	0.019876672487	44	9	0.453033962513	Global Trend	
1300000	436.609419	1	-0.662250565823	0.956688216050	-0.033077599069	0.000169280464	0.962845456805	N\A	0.033522319207	0.024525105628	40	10	-0.010488599590	Global Trend	
1350000	436.218770	1	-1.682960605733	1.094708424709	-0.094759155797	0.000270466872	0.999766091222	N\A	0.017865481085	0.017792624155	28	10	-0.404514657376	Global Trend	
1400000	442.500609	1	-0.964851102245	0.944325056104	-0.006770699228	0.000278237365	0.960050365161	N\A	0.032748749467	0.023304553239	33	14	0.005088775460	Global Trend	
1450000	445.797224	1	-0.986322326195	1.083696397591	-0.099916080279	0.000155123984	0.988347096976	N\A	0.023061000716	0.020223576395	40	12	-0.024170895597	Global Trend	
1500000	430.382553	1	-1.005307716384	1.087769790908	-0.086957662302	0.000105445165	0.999974698728	N\A	0.021432841992	0.021423610474	41	9	0.549417551282	Global Trend	
1550000	436.242838	1	-0.887239373883	1.023543762697	-0.047030880551	0.000015105231	0.969426609673	N\A	0.029638615417	0.021821509035	43	12	-0.001113771271	Global Trend	
1600000	437.844454	1	-0.837576433133	1.007480931681	-0.038414350197	0.000080323054	0.981051237677	N\A	0.026462212472	0.021583360065	36	10	-0.011927615944	Global Trend	
1650000	446.784657	1	-0.598028645165	0.925472922764	0.004745814100	0.000088323208	0.976605563177	N\A	0.028110775470	0.022002538604	40	12	-0.008868729163	Global Trend	
1700000	458.101964	1	-0.823421750558	1.040109121502	-0.059023149918	0.000094271010	0.991143293603	N\A	0.021338778075	0.018789817118	40	18	-0.023083792186	Global Trend	
1750000	446.533356	1	-0.942632828312	1.078316238495	-0.080829794477	0.000144599967	0.999518262940	N\A	0.018647086861	0.018464718522	39	17	-0.143496930722	Global Trend	
1800000	449.481062	1	-0.768598167444	0.944258486401	-0.002661330355	0.000098311965	0.953419247680	N\A	0.034325847344	0.023619692226	48	14	-0.000562984356	Global Trend	
1850000	449.628466	1	-0.807235750702	1.033667965325	-0.051474141622	0.000073267545	0.995519776058	N\A	0.019166783015	0.018142359722	45	20	-0.022447759008	Global Trend	
1900000	459.122743	1	-1.069838404577	1.124294459597	-0.128163848257	0.000091103777	0.997289982911	N\A	0.018511254323	0.017937949323	48	13	-0.045151242773	Global Trend	
1950000	440.331546	1	-0.895135654646	1.001624631024	-0.002251467687	0.000096130676	0.999940274958	N\A	0.018390097330	0.018383865894	41	14	-0.275562268609	Global Trend	
2000000	430.927239	1	-0.895549710301	1.047269894079	-0.068562665327	0.000243091178	0.962621321560	N\A	0.034601383181	0.025802336228	37	11	-0.016718923249	Global Trend	
2050000	433.009917	1	-0.875638629188	1.072630000407	-0.074410316187	0.000340057472	0.999844114024	N\A	0.015817896717	0.015782814695	31	12	-0.725588990692	Global Trend	
2100000	451.496613	1	-0.853546711300	1.054169785537	-0.076785006587	0.000148908847	0.988375777184	N\A	0.020583980500	0.016917721346	41	15	-0.027345104274	Global Trend	
2150000	440.404743	1	-0.939290513912	1.075162281356	-0.074061621626	0.000140551081	0.999851321485	N\A	0.017078075399	0.017034170378	33	14	0.336593433002	Global Trend	
