Species_TTOL	SEP	rest_of_brain	BOD	BOD2
Chiroderma_trinitatum	0.78	2.70539048497075	1.86328760196422	3.47184068763358
Chiroderma_villosum	0.88	2.82351695180044	1.86328760196422	3.47184068763358
Choeroniscus_minor	0.68	2.5659450134905	1.86328760196422	3.47184068763358
Coleura_afra	0.44	2.38684133903795	1.86328760196422	3.47184068763358
Cormura_brevirostris	0.38	2.31547900333038	1.86328760196422	3.47184068763358
Craseonycteris_thonglongyai	0.07	1.91186407137902	1.86328760196422	3.47184068763358
Desmodus_rotundus	1.04	2.97496949473285	1.86328760196422	3.47184068763358
Diphylla_ecaudata	0.94	2.87975236516861	1.86328760196422	3.47184068763358
Emballonura_monticola	0.25	2.19689550326823	1.86328760196422	3.47184068763358
Emballonura_raffrayana	0.34	2.21750313113026	1.86328760196422	3.47184068763358
Eptesicus_brasiliensis	0.48	2.27704088235613	1.86328760196422	3.47184068763358
Eptesicus_fuscus_bahamensis	0.53	2.3513653086034	1.86328760196422	3.47184068763358
Eumops_auripendulus	0.79	2.75999624802448	1.86328760196422	3.47184068763358
Eumops_glaucinus	0.9	2.79101278730558	1.86328760196422	3.47184068763358
Furipterus_horrens	0.12	2.07959239815975	1.86328760196422	3.47184068763358
Glischropus_tylopus	0.1	1.97312302120491	1.86328760196422	3.47184068763358
Glossophaga_longirostris	0.78	2.6169266719764	1.86328760196422	3.47184068763358
Glossophaga_soricina	0.76	2.57354501835856	1.86328760196422	3.47184068763358
Harpiocephalus_harpia	0.85	2.62086344715862	1.86328760196422	3.47184068763358
Hesperoptenus_blanfordi	0.32	2.16984821507198	1.86328760196422	3.47184068763358
Hipposideros_armiger	0.93	2.87560056473481	1.86328760196422	3.47184068763358
Hipposideros_ater	0.43	2.30545128539469	1.86328760196422	3.47184068763358
Hipposideros_caffer	0.55	2.4627759440208	1.86328760196422	3.47184068763358
Macronycteris_commersoni	0.94	2.84697711567035	1.86328760196422	3.47184068763358
Hipposideros_diadema	0.93	2.82568898250015	1.86328760196422	3.47184068763358
Hipposideros_fulvus	0.44	2.34735841257385	1.86328760196422	3.47184068763358
Hipposideros_lankadiva	0.94	2.83381440820857	1.86328760196422	3.47184068763358
Hipposideros_larvatus	0.72	2.59070379701993	1.86328760196422	3.47184068763358
Hipposideros_ridleyi	0.52	2.40319100137588	1.86328760196422	3.47184068763358
Hipposideros_speoris	0.53	2.42782469906196	1.86328760196422	3.47184068763358
Hipposideros_turpis	0.84	2.74970813235674	1.86328760196422	3.47184068763358
Ia_io	0.99	2.85693377655639	1.86328760196422	3.47184068763358
Kerivoula_papillosa	0.45	2.47004291344843	1.86328760196422	3.47184068763358
Lasiurus_borealis	0.32	2.20786055220101	1.86328760196422	3.47184068763358
Leptonycteris_curasoae	0.92	2.76007259430502	1.86328760196422	3.47184068763358
Leptonycteris_nivalis	0.95	2.74009904764629	1.86328760196422	3.47184068763358
Lonchophylla_mordax	0.82	2.61273847911539	1.86328760196422	3.47184068763358
Hsunycteris_thomasi	0.67	2.50023862095974	1.86328760196422	3.47184068763358
Lophostoma_silvicolum	0.75	2.85331808051172	1.86328760196422	3.47184068763358
Macroderma_gigas	1.18	3.20498065502424	1.86328760196422	3.47184068763358
Macrophyllum_macrophyllum	0.48	2.4790378028068	1.86328760196422	3.47184068763358
Megaderma_lyra	0.9	2.93241161841455	1.86328760196422	3.47184068763358
Megaderma_spasma	0.79	2.78365497627165	1.86328760196422	3.47184068763358
Mesophylla_macconnelli	0.63	2.5144416036305	1.86328760196422	3.47184068763358
Micronycteris_brachyotis	0.64	2.58328686142129	1.86328760196422	3.47184068763358
Micronycteris_megalotis	0.39	2.41295245824855	1.86328760196422	3.47184068763358
Micronycteris_minuta	0.47	2.43110917339505	1.86328760196422	3.47184068763358
Micronycteris_schmidtorum	0.45	2.46261324325241	1.86328760196422	3.47184068763358
Gardnerycteris_crenulatum	0.47	2.48743694137244	1.86328760196422	3.47184068763358
Miniopterus_australis	0.43	2.28796870242141	1.86328760196422	3.47184068763358
Miniopterus_inflatus	0.59	2.48807198431177	1.86328760196422	3.47184068763358
Miniopterus_magnater	0.57	2.4849865990346	1.86328760196422	3.47184068763358
Miniopterus_pusillus	0.42	2.31097785415854	1.86328760196422	3.47184068763358
Miniopterus_tristis	0.57	2.49587912679333	1.86328760196422	3.47184068763358
Molossus_molossus	0.61	2.47483774200244	1.86328760196422	3.47184068763358
Molossus_rufus	0.79	2.69716719929339	1.86328760196422	3.47184068763358
Monophyllus_plethodon	0.77	2.62023584937206	1.86328760196422	3.47184068763358
Mormoops_megalophylla	0.68	2.56247160047249	1.86328760196422	3.47184068763358
Murina_cyclotis	0.52	2.37139315447136	1.86328760196422	3.47184068763358
Murina_huttoni	0.55	2.38592275334146	1.86328760196422	3.47184068763358
Myotis_adversus	0.54	2.3772871201093	1.86328760196422	3.47184068763358
Myotis_albescens	0.22	2.07780309246655	1.86328760196422	3.47184068763358
Myotis_annectans	0.51	2.31710569964846	1.86328760196422	3.47184068763358
Myotis_bechsteinii	0.67	2.39586985328546	1.86328760196422	3.47184068763358
Myotis_bocagii	0.4	2.25339686523018	1.86328760196422	3.47184068763358
Myotis_dasycneme	0.67	2.46431986810657	1.86328760196422	3.47184068763358
Myotis_myotis	0.83	2.65907694339085	1.86328760196422	3.47184068763358
Myotis_nigricans	0.31	2.11100026230064	1.86328760196422	3.47184068763358
Myotis_siligorensis	0.15	1.98557890358024	1.86328760196422	3.47184068763358
Natalus_tumidirostris	0.49	2.36796538095518	1.86328760196422	3.47184068763358
Noctilio_albiventris	0.72	2.74963685311494	1.86328760196422	3.47184068763358
Noctilio_leporinus	1.03	3.04342425236468	1.86328760196422	3.47184068763358
Nyctalus_noctula	0.66	2.52928534798622	1.86328760196422	3.47184068763358
Nycteris_arge	0.55	2.51972165509131	1.86328760196422	3.47184068763358
Nycteris_grandis	0.8	2.82882341601125	1.86328760196422	3.47184068763358
Nycteris_hispida	0.47	2.43216548536531	1.86328760196422	3.47184068763358
Nycteris_javanica	0.55	2.65047090615567	1.86328760196422	3.47184068763358
Nycteris_macrotis	0.54	2.56570573628551	1.86328760196422	3.47184068763358
Nycteris_thebaica	0.46	2.4880134922472	1.86328760196422	3.47184068763358
Nyctophilus_geoffroyi	0.33	2.1954325071819	1.86328760196422	3.47184068763358
Otomops_martiensseni	0.85	2.85387267955123	1.86328760196422	3.47184068763358
Peropteryx_macrotis	0.3	2.18774408447669	1.86328760196422	3.47184068763358
Phylloderma_stenops	1.2	3.10305487853701	1.86328760196422	3.47184068763358
Phyllostomus_discolor	1.12	3.01289560068157	1.86328760196422	3.47184068763358
Phyllostomus_elongatus	0.94	2.91962973558399	1.86328760196422	3.47184068763358
Phyllostomus_hastatus	1.17	3.15775224544109	1.86328760196422	3.47184068763358
Pipistrellus_javanicus	0.21	2.04743835568333	1.86328760196422	3.47184068763358
Pipistrellus_tenuis	0.12	1.94445839594312	1.86328760196422	3.47184068763358
Afronycteris_nana	0.16	1.97624949883145	1.86328760196422	3.47184068763358
Hypsugo_pulveratus	0.32	2.12583275320563	1.86328760196422	3.47184068763358
Perimyotis_subflavus	0.36	2.0689992385851	1.86328760196422	3.47184068763358
Pteronotus_gymnonotus	0.54	2.50919392843789	1.86328760196422	3.47184068763358
Pteronotus_parnellii_mesoamericanus	0.77	2.71076396835588	1.86328760196422	3.47184068763358
Pteronotus_personatus	0.42	2.33437416842607	1.86328760196422	3.47184068763358
Rhinolophus_cornutus	0.37	2.26307067478927	1.86328760196422	3.47184068763358
Rhinolophus_eloquens	0.71	2.58228368121921	1.86328760196422	3.47184068763358
Rhinolophus_hipposideros	0.31	2.14741999328989	1.86328760196422	3.47184068763358
Rhinolophus_landeri	0.56	2.41927248180996	1.86328760196422	3.47184068763358
Rhinolophus_lepidus	0.36	2.24246038366786	1.86328760196422	3.47184068763358
Rhinolophus_luctus	0.76	2.76563752486781	1.86328760196422	3.47184068763358
Rhinolophus_macrotis	0.43	2.29216841823355	1.86328760196422	3.47184068763358
Rhinolophus_malayanus	0.44	2.28065583157794	1.86328760196422	3.47184068763358
Rhinolophus_megaphyllus	0.49	2.39284327871508	1.86328760196422	3.47184068763358
Rhinolophus_pearsonii	0.58	2.49680535567541	1.86328760196422	3.47184068763358
Rhinolophus_pusillus	0.27	2.19036275728536	1.86328760196422	3.47184068763358
Rhinolophus_trifoliatus	0.52	2.51948592306197	1.86328760196422	3.47184068763358
Rhinolophus_yunnanensis	0.68	2.61598611233896	1.86328760196422	3.47184068763358
Rhinonicteris_aurantia	0.5	2.36980993185743	1.86328760196422	3.47184068763358
Rhinophylla_pumilio	0.65	2.52389337701925	1.86328760196422	3.47184068763358
Rhinopoma_hardwickii	0.59	2.41517493551946	1.86328760196422	3.47184068763358
Rhinopoma_microphyllum	0.7	2.56167523073907	1.86328760196422	3.47184068763358
Rhogeessa_parvula	0.21	2.02540404611476	1.86328760196422	3.47184068763358
Rhynchonycteris_naso	0.15	2.04732050651951	1.86328760196422	3.47184068763358
Saccopteryx_bilineata	0.43	2.33483311530367	1.86328760196422	3.47184068763358
Saccopteryx_canescens	0.21	2.08934484317686	1.86328760196422	3.47184068763358
Saccopteryx_leptura	0.23	2.18322541361085	1.86328760196422	3.47184068763358
Scotomanes_ornatus	0.78	2.55494722650546	1.86328760196422	3.47184068763358
Scotophilus_dinganii	0.65	2.6152095371468	1.86328760196422	3.47184068763358
Scotophilus_kuhlii	0.61	2.50605597481635	1.86328760196422	3.47184068763358
Sphaeronycteris_toxophyllum	0.82	2.69540272673135	1.86328760196422	3.47184068763358
Sturnira_lilium	0.95	2.7664442150746	1.86328760196422	3.47184068763358
Sturnira_ludovici	0.94	2.79971581818209	1.86328760196422	3.47184068763358
Sturnira_tildae	0.95	2.82056767486967	1.86328760196422	3.47184068763358
Tadarida_aegyptiaca	0.75	2.56759514736225	1.86328760196422	3.47184068763358
Taphozous_australis	0.83	2.68911434548403	1.86328760196422	3.47184068763358
Taphozous_hildegardeae	0.8	2.71134274302204	1.86328760196422	3.47184068763358
Taphozous_mauritianus	0.8	2.71797961523504	1.86328760196422	3.47184068763358
Taphozous_melanopogon	0.75	2.70480831622297	1.86328760196422	3.47184068763358
Tonatia_bidens	0.91	2.87212442061372	1.86328760196422	3.47184068763358
Lophostoma_schulzi	0.56	2.67681030271887	1.86328760196422	3.47184068763358
Trachops_cirrhosus	0.94	2.97719852358353	1.86328760196422	3.47184068763358
Triaenops_persicus	0.42	2.41026109600416	1.86328760196422	3.47184068763358
Tylonycteris_pachypus	0.06	1.87843900376487	1.86328760196422	3.47184068763358
Tylonycteris_robustula	0.16	2.03440793493338	1.86328760196422	3.47184068763358
Uroderma_bilobatum	0.93	2.76341624316696	1.86328760196422	3.47184068763358
Vampyressa_pusilla	0.72	2.55572901399533	1.86328760196422	3.47184068763358
Vampyrum_spectrum	1.3	3.38883839645361	1.86328760196422	3.47184068763358
Alouatta_seniculus	2.301	4.69064476860801	1.86328760196422	3.47184068763358
Aotus_trivirgatus	1.923	4.20956514451613	1.86328760196422	3.47184068763358
Ateles_geoffroyi	2.511	5.00423671459412	1.86328760196422	3.47184068763358
Avahi_laniger	1.843	3.99079117597203	1.86328760196422	3.47184068763358
Plecturocebus_moloch	1.937	4.24999973790912	1.86328760196422	3.47184068763358
Callimico_goeldii	1.803	4.02141427425862	1.86328760196422	3.47184068763358
Callithrix_jacchus	1.697	3.86010428447601	1.86328760196422	3.47184068763358
Cebuella_pygmaea	1.465	3.63358773263483	1.86328760196422	3.47184068763358
Cebus_albifrons	2.241	4.8258408678735	1.86328760196422	3.47184068763358
Cercopithecus_ascanius	2.4	4.80297404128273	1.86328760196422	3.47184068763358
Cercopithecus_mitis_mitis	2.391	4.84835244065239	1.86328760196422	3.47184068763358
Cheirogaleus_major	1.77	3.80396492768725	1.86328760196422	3.47184068763358
Cheirogaleus_medius	1.512	3.4708780230274	1.86328760196422	3.47184068763358
Daubentonia_madagascariensis	2.405	4.6294722319675	1.86328760196422	3.47184068763358
Erythrocebus_patas	2.519	5.01330305301563	1.86328760196422	3.47184068763358
Eulemur_fulvus_fulvus	2.076	4.34468914865517	1.86328760196422	3.47184068763358
Galago_senegalensis	1.553	3.65384583826705	1.86328760196422	3.47184068763358
Galagoides_demidoff	1.41	3.50526524207999	1.86328760196422	3.47184068763358
Gorilla_gorilla	3.069	5.67214160105073	1.86328760196422	3.47184068763358
Homo_sapiens	3.417	6.09769523952942	1.86328760196422	3.47184068763358
Hylobates_lar	2.48	4.98887970833346	1.86328760196422	3.47184068763358
Indri_indri	2.312	4.55944787748954	1.86328760196422	3.47184068763358
Lagothrix_lagotricha	2.425	4.980177796679	1.86328760196422	3.47184068763358
Lepilemur_mustelinus	1.754	3.85550540645094	1.86328760196422	3.47184068763358
Lophocebus_albigena	2.468	4.9893093148895	1.86328760196422	3.47184068763358
Loris_tardigradus_tardigradus	1.614	3.79701647977618	1.86328760196422	3.47184068763358
Macaca_mulatta	2.433	4.94427327976376	1.86328760196422	3.47184068763358
Microcebus_murinus	1.185	3.22499777943092	1.86328760196422	3.47184068763358
Miopithecus_talapoin	2.124	4.57720824492106	1.86328760196422	3.47184068763358
Nasalis_larvatus	2.522	4.97211427746941	1.86328760196422	3.47184068763358
Nycticebus_coucang	1.964	4.07016900764897	1.86328760196422	3.47184068763358
Otolemur_crassicaudatus	1.845	3.98509131950917	1.86328760196422	3.47184068763358
Pan_troglodytes	2.93	5.58232825551133	1.86328760196422	3.47184068763358
Papio_cynocephalus	2.747	5.28121407692444	1.86328760196422	3.47184068763358
Perodicticus_potto	2.057	4.12079897970986	1.86328760196422	3.47184068763358
Pithecia_monachus	2.146	4.51688705271499	1.86328760196422	3.47184068763358
Piliocolobus_badius	2.459	4.86832778778568	1.86328760196422	3.47184068763358
Propithecus_verreauxi	2.201	4.40135338583513	1.86328760196422	3.47184068763358
Pygathrix_nemaeus	2.462	4.86047259819674	1.86328760196422	3.47184068763358
Saguinus_midas	1.612	3.98108200720884	1.86328760196422	3.47184068763358
Saguinus_oedipus	1.782	3.97903342592802	1.86328760196422	3.47184068763358
Saimiri_sciureus_sciureus	1.957	4.35321967494396	1.86328760196422	3.47184068763358
Tarsius_tarsier	1.367	3.53020840861181	1.86328760196422	3.47184068763358
Varecia_variegata	2.314	4.47260429620756	1.86328760196422	3.47184068763358
