Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m8-fab-003.txt
Log File Name:                   AMY_d1_m8-fab-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            441521367
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m8-fab-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	508.822818	1	-1.538607108606	1.129035289334	-0.051805160253	0.039922665999	0.000120020106	0.963900655131	N\A	0.047807123526	0.005863950379	0.019485720778	38	6	
1050000	502.943094	1	-1.600008087725	1.168307473669	-0.050509603536	0.017982104447	0.000112713424	0.961444815993	N\A	0.047503648669	0.005249136108	0.019563983128	32	4	
1100000	506.857182	1	-1.257776061156	0.989086452451	-0.043867372603	0.097766978113	0.000127539463	0.961137637928	N\A	0.049699085957	0.006410262903	0.021606505620	28	3	
1150000	506.391733	1	-1.679602261865	1.237118295324	-0.062816212120	0.014042269580	0.000106160455	0.959882621784	N\A	0.049311133789	0.006678910169	0.021671471968	31	4	
1200000	514.182394	1	-1.531294587795	1.103781195568	-0.042481350068	0.009424143683	0.000104122395	0.961131466951	N\A	0.049518316887	0.005544789275	0.020034456946	31	5	
1250000	506.842483	1	-1.474341164289	1.112646145966	-0.051594400808	0.050076254539	0.000094560447	0.958157699362	N\A	0.053100359464	0.006393792949	0.023300601061	24	7	
1300000	514.216389	1	-1.687358165696	1.265453138117	-0.079059341016	0.062358887681	0.000116270576	0.970219929024	N\A	0.047923712869	0.006141061657	0.017161740182	38	4	
1350000	508.902727	1	-1.518068753528	1.133588632675	-0.055951317763	0.060008751485	0.000103523253	0.964676790672	N\A	0.048416989535	0.006045453650	0.020219941101	34	2	
1400000	513.368232	1	-1.638633591865	1.208472749141	-0.066230926734	0.056153986416	0.000091474239	0.965248640473	N\A	0.048319516398	0.006359161988	0.020980201298	37	5	
1450000	515.159967	1	-1.593100759861	1.175305861910	-0.058108416787	0.045445036613	0.000112627038	0.961703888957	N\A	0.044697365019	0.005172939052	0.019153742425	28	7	
1500000	515.643341	1	-1.477495127022	1.107531710236	-0.047223887900	0.035160240248	0.000087424964	0.964469214134	N\A	0.047053302756	0.005668591410	0.019340276660	29	8	
1550000	495.144659	1	-1.411218034641	1.086422852994	-0.046666988055	0.034160980127	0.000115724773	0.953809891646	N\A	0.052118516644	0.006584360454	0.022659712151	30	4	
1600000	504.726747	1	-1.657350787014	1.230602078881	-0.067241732263	0.032357509601	0.000098982958	0.964933402883	N\A	0.050277536441	0.006460151749	0.021046314654	37	2	
1650000	507.900750	1	-1.585679832802	1.191034736131	-0.063793035252	0.048994590569	0.000093343619	0.963759029431	N\A	0.048226439935	0.006244481438	0.022019806023	40	2	
1700000	501.557423	1	-1.435683648690	1.093656101154	-0.053889803251	0.074303052796	0.000070723647	0.963490824915	N\A	0.050176800943	0.006542385514	0.022419553466	45	8	
1750000	503.162179	1	-1.456338006059	1.114199750383	-0.051883891036	0.047591521621	0.000081330602	0.957510217261	N\A	0.047902111316	0.006740568925	0.022751298651	34	3	
