Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MES_d1_m8-glob-005.txt
Log File Name:                   MES_d1_m8-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1180547133
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MES_d1_m8-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.297316
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.66 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	589.671883	1	-1.013974587914	1.006029401948	-0.033024751059	0.054782701355	0.000063083442	0.981173409198	N\A	0.026225674748	0.003314350828	0.014490845668	31	4	-0.003344154200	Global Trend	
1050000	590.994222	1	-0.967280390400	0.995369535067	-0.031191619411	0.035387134680	0.000064142595	0.999956767076	N\A	0.013726272698	0.001445114535	0.014524784339	39	4	0.294686255714	Global Trend	
1100000	577.004216	1	-0.859765134064	0.957556282556	-0.032629280879	0.075084983656	0.000065578843	0.999978050762	N\A	0.012546410352	0.001309679005	0.013076215279	30	2	0.613710264444	Global Trend	
1150000	571.120085	1	-0.967594244585	1.002971529935	-0.034348444852	0.045589578535	0.000067136963	0.990368471370	N\A	0.017176377208	0.001787570461	0.016181062169	35	2	-0.021306118572	Global Trend	
1200000	577.515582	1	-0.957408482113	1.013052487926	-0.038058520342	0.056330713237	0.000072509226	0.975575323756	N\A	0.031029771077	0.003627476017	0.015837947607	36	1	-0.003796717136	Global Trend	
1250000	576.945251	1	-0.856163052964	0.954469221160	-0.032028574143	0.072015301934	0.000075950550	0.975513872261	N\A	0.033537619402	0.003828798686	0.016147465386	41	1	0.003425293905	Global Trend	
1300000	566.084724	1	-0.795581822539	0.960213473255	-0.036936451235	0.077294135932	0.000095023185	0.995761043514	N\A	0.015573677317	0.001648378943	0.015603145965	29	1	0.052308438135	Global Trend	
1350000	582.163591	1	-0.887179815275	0.966641847746	-0.031037436193	0.063761048414	0.000072303584	0.997778077169	N\A	0.016456643560	0.001787988468	0.017125294860	40	1	0.061190115375	Global Trend	
1400000	580.511183	1	-0.997205700976	1.025854322602	-0.041309477393	0.053303420940	0.000081772936	0.981739048236	N\A	0.024757744478	0.002810691018	0.016440252362	38	1	-0.010285023807	Global Trend	
1450000	575.622977	1	-0.852320972685	0.977236887397	-0.033158854331	0.055031723250	0.000069228331	0.999530466472	N\A	0.015136556435	0.001704680241	0.016068852244	37	2	-0.139008547213	Global Trend	
1500000	569.881272	1	-0.795273860728	0.952852900282	-0.036962622831	0.094030510656	0.000059087488	0.993599606915	N\A	0.016172777874	0.001681345525	0.015902374577	41	4	0.026701540733	Global Trend	
1550000	566.677094	1	-0.996483949199	1.024351430981	-0.035836444540	0.037037800088	0.000117151683	0.977782986847	N\A	0.031373215428	0.003320114670	0.016864881347	40	0	-0.007158071282	Global Trend	
1600000	585.650755	1	-0.882388994259	0.993653417890	-0.035693355191	0.042190031990	0.000067763853	0.996621438976	N\A	0.015644104390	0.001605060985	0.015717234870	38	5	0.051481381298	Global Trend	
1650000	579.088813	1	-1.000258140646	1.030743184623	-0.031620582799	0.001517967374	0.000125314336	0.999841474625	N\A	0.013698314342	0.001506472133	0.014351335868	41	2	-0.344743186032	Global Trend	
1700000	589.265426	1	-0.953827386047	0.994800974939	-0.029739210303	0.023527765504	0.000065537293	0.994695719346	N\A	0.014447627188	0.001606587301	0.014239724362	46	4	0.024163201274	Global Trend	
1750000	590.978257	1	-0.831214039707	0.955726881859	-0.035653512872	0.086302518540	0.000066270787	0.985829480351	N\A	0.017623625564	0.002025693114	0.014547945238	36	2	0.015912001113	Global Trend	
1800000	577.101044	1	-0.877466153553	0.986887825841	-0.034227836220	0.047076711561	0.000063361117	0.999824659487	N\A	0.013176105228	0.001296071647	0.013642743925	39	3	-0.185228249370	Global Trend	
1850000	577.342354	1	-0.814007504245	0.961508198599	-0.034415734892	0.076199381722	0.000075489302	0.997090540846	N\A	0.016005197090	0.001684731762	0.016238457290	32	2	0.086333439499	Global Trend	
1900000	567.500017	1	-0.953811218947	1.011664584210	-0.030619781850	0.027107690028	0.000085183144	0.988039502859	N\A	0.018856405662	0.002079292175	0.016693267588	37	6	0.024560792667	Global Trend	
1950000	580.303106	1	-0.970866610517	0.985914523122	-0.033214055591	0.053446722304	0.000071366296	0.997513934987	N\A	0.015222374084	0.001629379801	0.015550231484	31	3	-0.056632177889	Global Trend	
2000000	582.339726	1	-0.960067506953	0.988618346482	-0.029903133232	0.043968908781	0.000074467892	0.998381498288	N\A	0.014230858133	0.001533403542	0.014708457059	33	1	-0.067770272858	Global Trend	
2050000	564.626963	1	-0.814080355696	0.944366226374	-0.032295234438	0.088529842579	0.000083631258	0.998429479456	N\A	0.013467908233	0.001628590646	0.014165566716	38	0	0.057339740874	Global Trend	
2100000	584.210449	1	-0.871628669418	0.969844338217	-0.033486870614	0.063563282952	0.000076362256	0.999970651575	N\A	0.013047069313	0.001366894552	0.013573230373	29	1	0.699087771589	Global Trend	
2150000	586.962022	1	-0.808859774012	0.969780243474	-0.031291393753	0.064604231347	0.000059423779	0.999625773135	N\A	0.014766439716	0.001599129221	0.015590142001	45	3	0.154674966232	Global Trend	
2200000	583.461616	1	-1.118949041236	1.060717093687	-0.041094617156	0.034394025911	0.000059271815	0.980229276954	N\A	0.025001230680	0.002737292445	0.015201428837	33	4	-0.006861546133	Global Trend	
2250000	596.706711	1	-1.193011244314	1.079766521339	-0.040954746176	0.025607773323	0.000070553933	0.982059884991	N\A	0.026597677640	0.002910776885	0.015200279691	29	4	-0.009732889867	Global Trend	
2300000	580.818695	1	-0.770774110447	0.952498304433	-0.031910402955	0.080821824175	0.000137740394	0.999576176870	N\A	0.015356843948	0.001609056592	0.016067773173	40	4	-0.314184751298	Global Trend	
2350000	576.223447	1	-0.863332954521	0.968313141969	-0.029804889161	0.054217136006	0.000061851874	0.976823733669	N\A	0.035181921293	0.003993738263	0.016429476427	34	2	-0.000557652778	Global Trend	
2400000	590.343697	1	-0.854925387532	0.987306362820	-0.030893742005	0.050127945913	0.000073830271	0.997140185607	N\A	0.015116263484	0.001677038254	0.015424481211	43	2	0.058780849178	Global Trend	
2450000	576.259966	1	-0.926917896919	0.976767581366	-0.029113330983	0.059345156440	0.000092957499	0.975898517538	N\A	0.034020526917	0.003682899139	0.015237476467	41	2	0.002848820772	Global Trend	
2500000	587.151272	1	-0.989216617057	1.029104287412	-0.038304289260	0.049596561132	0.000128704567	0.982458371117	N\A	0.028850080223	0.003657579550	0.015656275639	41	1	0.000991156864	Global Trend	
2550000	583.836348	1	-0.937454791702	0.959780416720	-0.031648525559	0.071830120554	0.000057673180	0.999998066797	N\A	0.012777645681	0.001372240307	0.013323869198	40	4	1.620818118435	Global Trend	
2600000	573.861666	1	-0.905038169222	0.981051886748	-0.032873669868	0.052225258426	0.000091273825	0.999901125216	N\A	0.015258969260	0.001638754214	0.016172932645	40	2	-0.311269272912	Global Trend	
2650000	585.727894	1	-0.965399517137	0.955184741543	-0.031928025188	0.075807754470	0.000086649430	0.999961983480	N\A	0.016171896643	0.001773337322	0.017342851334	41	4	0.558161049407	Global Trend	
2700000	593.893873	1	-1.019221081510	1.016563420953	-0.043511642831	0.089260759890	0.000105229447	0.980194915292	N\A	0.031091212523	0.004097919445	0.016536131923	47	3	-0.004870586325	Global Trend	
2750000	560.567206	1	-0.876076558167	0.951515334272	-0.035020248879	0.082629173750	0.000068380015	0.999853983317	N\A	0.016941368556	0.001868552856	0.018136430957	36	4	0.195539657740	Global Trend	
2800000	584.919552	1	-0.970400493858	0.980462440111	-0.032640319442	0.062447098360	0.000101591661	0.990973640103	N\A	0.017409245295	0.002012022447	0.015474283756	43	2	-0.033505391345	Global Trend	
