Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m9-glob-002.txt
Log File Name:                   PAL_d1_m9-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1897664191
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m9-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	467.792960	1	-0.838770345712	1.016263114760	-0.019063050732	0.049934404389	-0.006762228622	0.000276528701	0.967000653214	N\A	0.046377941212	0.006311071065	0.032330776756	0.004813018975	34	13	0.019692736106	Global Trend	
1050000	461.519573	1	-0.852903514016	0.939986568524	-0.000522364811	0.081707314184	-0.020942604281	0.000299682532	0.999754561669	N\A	0.032635417741	0.004429528720	0.035588801638	0.005999782520	30	14	0.469898663673	Global Trend	
1100000	451.871135	1	-0.781994026896	0.910792188708	0.002734411597	0.111500465664	-0.026623646353	0.000211582314	0.999741582498	N\A	0.029265313193	0.004599181451	0.031709522855	0.005567456061	43	15	-0.331577730498	Global Trend	
1150000	454.487279	1	-0.813081345616	0.942345601896	-0.009416452711	0.080657028816	-0.012775468504	0.000266266515	0.998376713273	N\A	0.030010197922	0.004621030738	0.032643539501	0.005961651486	41	12	0.161318701166	Global Trend	
1200000	434.607017	1	-0.769143427233	0.915455647604	0.001012632064	0.092742105876	-0.023403321608	0.000177405896	0.952161444697	N\A	0.085712640086	0.012334143245	0.044858063500	0.007640377481	33	15	-0.003539837739	Global Trend	
1250000	421.127724	1	-1.051896959403	0.941431591308	-0.011463001490	0.080591934751	-0.013491027611	0.000143614841	0.994349722513	N\A	0.030664978479	0.005018205824	0.032487341334	0.006347877263	33	12	0.055921513583	Global Trend	
1300000	424.845306	1	-0.895242587466	0.898459114931	0.004358260876	0.153472456374	-0.034625642198	0.000205884078	0.952743425928	N\A	0.065947077525	0.009420162866	0.042302750880	0.007071633357	36	9	-0.007579832647	Global Trend	
1350000	443.098107	1	-1.165558082797	1.165992622759	-0.029076876351	0.012303201048	-0.018075273748	0.000164633931	0.951614933097	N\A	0.089577166490	0.012845961378	0.045024791487	0.007967189677	40	16	-0.002956056183	Global Trend	
1400000	448.289391	1	-1.336341251496	1.352190420589	-0.063761774732	-0.033073487193	0.004533198639	0.000268684857	0.953343860907	N\A	0.106865790897	0.015865697898	0.047067248856	0.008881746953	33	8	0.002069322616	Global Trend	
1450000	456.307956	1	-1.451419878119	1.460205367388	-0.085906345191	-0.085303744681	0.023222181690	0.000135472909	0.958479866527	N\A	0.087390527530	0.013906847333	0.037975930066	0.008132304327	41	9	0.000147118676	Global Trend	
1500000	462.204025	1	-0.999947035431	1.097270409296	-0.025075307888	0.035878793359	-0.008923451560	0.000132439673	0.960917000592	N\A	0.057389805892	0.007895946969	0.036026092551	0.006268216544	41	13	0.005336249797	Global Trend	
1550000	436.550661	1	-0.773490276151	0.891155056580	-0.004525102437	0.144875204243	-0.024114988371	0.000182399773	0.994874434753	N\A	0.033042171404	0.004801998382	0.035188705651	0.006280166470	40	12	0.059000320334	Global Trend	
1600000	431.688860	1	-0.992787891680	0.944807681280	-0.003887963460	0.081070064822	-0.018969966794	0.000189966013	0.995259921693	N\A	0.031277643126	0.003786052221	0.032805207991	0.005384481491	41	11	-0.056242481333	Global Trend	
1650000	429.059789	1	-1.279981624698	1.011639447704	0.004148953328	0.005046743804	-0.020859314193	0.000250165705	0.999921758360	N\A	0.030359820766	0.004528667087	0.033145944878	0.005616657748	42	8	-0.647030326327	Global Trend	
1700000	423.663709	1	-0.931691710186	0.956462398877	0.002587849185	0.071017426280	-0.025175598690	0.000264957437	0.990619027468	N\A	0.039466712898	0.005415766852	0.041639934041	0.006706239346	40	7	0.058477878641	Global Trend	
1750000	455.768023	1	-1.197301052663	1.262813271774	-0.054643146254	-0.013459415125	0.004978762623	0.000224279072	0.954445023090	N\A	0.099167287572	0.013924304807	0.046843848896	0.008352007203	30	13	0.002662571194	Global Trend	
1800000	457.278958	1	-0.898786505846	1.029656194128	-0.020867088195	0.068001771983	-0.013008285242	0.000286942204	0.954658092187	N\A	0.081340985254	0.012249972132	0.042750546002	0.008104548386	39	13	0.006130003909	Global Trend	
1850000	435.044040	1	-1.028996753417	1.081230497207	-0.018838080716	0.026126027511	-0.016590976473	0.000181517064	0.955055699502	N\A	0.085493046148	0.010771454960	0.042574991813	0.006773463633	37	15	0.002735199273	Global Trend	
1900000	434.217614	1	-0.901527382155	0.959965100678	0.001866188030	0.063935906447	-0.021912112351	0.000222559314	0.966660798705	N\A	0.051193558761	0.006397248447	0.039091345195	0.006179213493	36	10	0.008354910454	Global Trend	
1950000	440.184387	1	-0.600009764124	0.897246944683	0.010335775746	0.110991105299	-0.034628266712	0.000277924833	0.989621168580	N\A	0.032161669798	0.005020593194	0.033342458356	0.005912299391	45	8	-0.055877987242	Global Trend	
2000000	436.930140	1	-1.577500968807	1.277945329300	-0.054324602212	-0.049463400963	0.007617385749	0.000330232548	0.956492821554	N\A	0.107224187850	0.017394325610	0.042724893493	0.009271981779	44	11	-0.002371225710	Global Trend	
2050000	439.642379	1	-0.760855797772	0.939029659607	-0.002907206888	0.088687761062	-0.025151150268	0.000217140265	0.995917225051	N\A	0.031904103863	0.004740035567	0.034010299129	0.005873450252	32	11	-0.072446897495	Global Trend	
2100000	450.998300	1	-0.965323656058	1.180045857412	-0.058150143083	0.087481481727	-0.002878066405	0.000191733963	0.951879060317	N\A	0.081916399657	0.010041711284	0.045095425780	0.006853735831	37	13	0.005584787641	Global Trend	
2150000	457.300743	1	-1.050585935183	1.188217213739	-0.034741102329	-0.000804138756	-0.006427595841	0.000169848614	0.994509472804	N\A	0.049962488487	0.009424228444	0.017880472423	0.005333422048	49	11	0.004512030090	Global Trend	
2200000	435.084814	1	-1.045793025965	1.117874186626	-0.019611709249	0.013842103898	-0.014379450218	0.000189642812	0.947409052075	N\A	0.096508511708	0.011858288108	0.047224341721	0.007377472002	35	13	0.000665228331	Global Trend	
2250000	454.650719	1	-0.694651772595	0.989817831554	-0.008015209941	0.029013455875	-0.010394139759	0.000091201335	0.999987812637	N\A	0.032387876102	0.003811330997	0.034657271786	0.005233520528	41	13	0.675852411297	Global Trend	
2300000	465.621934	1	-0.810065621541	0.992379350843	-0.008750581167	0.067382989849	-0.018591405649	0.000104717026	0.968885807672	N\A	0.046690306410	0.005507695860	0.033214823471	0.005320050441	41	17	0.005845980866	Global Trend	
2350000	446.278287	1	-0.762518655085	1.012608611534	-0.020343152582	0.068283274507	-0.009261843698	0.000264916988	0.962098625332	N\A	0.054360316928	0.006862192346	0.040210359134	0.006592475663	35	11	0.013608032544	Global Trend	
2400000	450.218959	1	-0.853164172736	1.008116716025	-0.033406807046	0.164036084499	-0.019249915995	0.000237958710	0.959190706415	N\A	0.073947541646	0.008850445687	0.042778198910	0.006816161789	44	11	0.006521352379	Global Trend	
2450000	452.329316	1	-1.333106646432	1.424786736626	-0.071716717427	-0.101974344702	0.015256905972	0.000191905827	0.955445092108	N\A	0.093396755121	0.012586655568	0.045051473684	0.007574074887	50	11	0.001543827039	Global Trend	
2500000	439.760745	1	-0.631145250419	0.877991498238	-0.008341425873	0.156871811108	-0.021554987970	0.000311046063	0.998711612284	N\A	0.034693863727	0.004991762133	0.037738977130	0.006477725088	36	6	0.218062772571	Global Trend	
2550000	471.886497	1	-0.766674250116	1.012169892574	-0.002480365312	0.015640788120	-0.013892137188	0.000266874770	0.988889837027	N\A	0.031836247071	0.004730935625	0.032631690512	0.005816453114	35	16	0.070481567988	Global Trend	
2600000	438.652624	1	-0.825346354093	0.909632143256	-0.005379203880	0.119523391320	-0.023821658357	0.000165821878	0.999971884943	N\A	0.033025042281	0.004754489316	0.035961641356	0.005602431086	42	13	0.610558666419	Global Trend	
2650000	449.974992	1	-0.637451464158	0.824409905393	0.007410355983	0.152765857771	-0.023990986504	0.000079339067	0.975991586405	N\A	0.038814255114	0.005379877180	0.037880991164	0.006432005309	36	10	-0.009960177817	Global Trend	
2700000	456.741149	1	-1.195983162559	0.913868194729	-0.010620129283	0.110554813080	-0.013297272364	0.000056212399	0.999990294127	N\A	0.031749484157	0.004263594046	0.034401350374	0.005519269736	46	13	0.366533102669	Global Trend	
2750000	455.133547	1	-0.776305722859	0.959758790018	-0.003523850961	0.065006190965	-0.018621078556	0.000326957268	0.999561907437	N\A	0.031283659536	0.004452333069	0.034021784109	0.005794057739	34	14	0.428519275298	Global Trend	
2800000	470.649658	1	-0.851504039149	0.970922263506	-0.006088436179	0.051559106761	-0.017377228179	0.000084739553	0.998281778582	N\A	0.024311888625	0.004085658485	0.026983446054	0.005231098435	52	13	-0.062234663278	Global Trend	
2850000	441.908749	1	-0.731028415505	0.855784417584	0.003274020031	0.139379156672	-0.026668158349	0.000068075177	0.964010612205	N\A	0.060317321811	0.008947885830	0.038624705281	0.006661426425	49	9	-0.002300036469	Global Trend	
2900000	459.910176	1	-0.781611162127	0.926346222969	0.003282005752	0.089387901293	-0.027763977158	0.000183430665	0.995489229666	N\A	0.031167438322	0.004248432205	0.032940953066	0.005283981808	54	14	-0.076051184591	Global Trend	
2950000	446.069797	1	-0.565923600348	0.903741407325	-0.018101458224	0.119429695937	-0.005827312601	0.000172054416	0.999971076438	N\A	0.032837619462	0.004535466281	0.035700104738	0.005992564444	36	15	-0.970058947077	Global Trend	
3000000	452.592781	1	-0.680102030660	0.886791201065	0.010982629916	0.133345816961	-0.031679382871	0.000060856920	0.999991242546	N\A	0.032800566436	0.004219559761	0.035560223577	0.005600442101	34	14	-0.709962344858	Global Trend	
3050000	457.128850	1	-0.712559814773	0.854431032357	0.000206538059	0.177840979213	-0.033853681859	0.000180062559	0.961830841841	N\A	0.119560685226	0.017887169904	0.048717152951	0.009283118887	46	20	-0.000227217951	Global Trend	
3100000	447.303054	1	-0.647376482701	0.934086282709	-0.009978416785	0.086520143629	-0.013848165617	0.000205067690	0.998503366000	N\A	0.029521999718	0.004537555778	0.031953902555	0.005497482971	40	10	-0.124981814220	Global Trend	
3150000	464.499709	1	-0.645797082601	0.919563176210	0.002234451530	0.099074491408	-0.022519176141	0.000284205813	0.999927780977	N\A	0.031609936589	0.004091519535	0.034212518610	0.005589326356	45	10	-0.838966818247	Global Trend	
3200000	450.667813	1	-0.919024000933	1.129162031902	-0.011200584764	-0.072139873823	-0.006048926932	0.000203154694	0.967057660540	N\A	0.041447764716	0.006002485611	0.035894248518	0.006066199108	41	12	0.018812879064	Global Trend	
3250000	457.047216	1	-1.777388647109	1.347866573471	-0.066437622501	-0.030257663909	0.008939441004	0.000331497916	0.959378373615	N\A	0.098580655501	0.013996205840	0.045367189963	0.008417233740	46	14	0.001337108941	Global Trend	
3300000	474.001970	1	-1.681659237732	1.203683917798	-0.050492904386	-0.006984691829	0.004850570881	0.000212146846	0.968202001347	N\A	0.065064436277	0.009421597388	0.032901337132	0.006227593287	44	18	0.004469388660	Global Trend	
3350000	469.489939	1	-1.638785431814	1.198805302060	-0.035861619930	-0.041937421391	0.005748753352	0.000180667208	0.968956787866	N\A	0.070510087374	0.010603566485	0.036427239574	0.006631215600	38	16	-0.003042510315	Global Trend	
3400000	454.431411	1	-1.084991984255	0.900295073468	-0.001856284016	0.116562763005	-0.021198884510	0.000298682504	0.984958869780	N\A	0.036771755944	0.005225220878	0.038117939900	0.006350160589	32	11	-0.050510969633	Global Trend	
3450000	454.963809	1	-1.123344549516	0.948476924409	-0.002769556929	0.076306254641	-0.022360220091	0.000177893927	0.999965665215	N\A	0.035123476095	0.004587729096	0.037794653190	0.005647873729	36	12	-0.917197564517	Global Trend	
3500000	462.286377	1	-1.688854982916	1.433736983751	-0.081734694373	-0.076293209933	0.017712734193	0.000179963897	0.953747291654	N\A	0.090781268088	0.012046404168	0.045663088079	0.008271148678	47	12	0.002306215494	Global Trend	
3550000	464.879004	1	-1.802739922831	1.478221514512	-0.093324630119	-0.069043282737	0.022372358931	0.000174538538	0.963611772746	N\A	0.067727271383	0.009693438822	0.032851966151	0.006181769911	35	13	0.000740246556	Global Trend	
3600000	461.205869	1	-1.889364249140	1.526521212664	-0.091430398844	-0.107185187309	0.022668050304	0.000241448269	0.959333979451	N\A	0.085210339479	0.011717785626	0.040047432875	0.006915225401	34	14	0.000008696030	Global Trend	
3650000	457.980722	1	-1.786209826946	1.415913817475	-0.080576731954	-0.059030254464	0.020656790636	0.000155048856	0.967147876666	N\A	0.067311419213	0.009522639654	0.027115624126	0.005614667400	38	13	0.000761905863	Global Trend	
3700000	454.644561	1	-1.811807502022	1.508493364055	-0.093378235319	-0.065545050401	0.017081451063	0.000184697391	0.956334719276	N\A	0.083275168324	0.010842993996	0.041203697925	0.006881111842	43	10	0.001914002462	Global Trend	
3750000	453.963239	1	-1.738024252127	1.459390643017	-0.087208780544	-0.065042966851	0.017862396277	0.000345349144	0.956641366414	N\A	0.092969969085	0.012982725551	0.042928006203	0.007638345260	41	13	0.000221154342	Global Trend	
3800000	459.445016	1	-1.651585905619	1.449325338730	-0.090644974888	-0.060436681770	0.021063456129	0.000306969955	0.959286543910	N\A	0.070293417363	0.009511336909	0.035426184123	0.006276144606	49	13	0.001888928931	Global Trend	
3850000	448.135041	1	-1.108308554763	0.952914324353	-0.009688704293	0.070651047235	-0.015315749169	0.000317703886	0.991361083725	N\A	0.032715828089	0.005058288158	0.035079025411	0.005847677317	31	10	-0.098492942646	Global Trend	
3900000	430.146576	1	-0.991714697844	0.968664997655	0.010173815417	0.046830208427	-0.027772126282	0.000174503707	0.978210717164	N\A	0.032923859477	0.004717625252	0.031198560488	0.005527353512	29	12	0.024440849945	Global Trend	
3950000	432.058302	1	-0.990482690454	0.850348836040	0.002782625440	0.180307599386	-0.033213112544	0.000144586778	0.999868836311	N\A	0.034642213433	0.004680684285	0.037418258744	0.005636849461	37	10	0.302657378071	Global Trend	
4000000	452.953531	1	-1.014458598587	1.152949565585	-0.043798104686	0.021139152804	0.004371364244	0.000212745498	0.958410354622	N\A	0.093239321862	0.013005478267	0.043737807887	0.006984536551	44	14	0.002666563101	Global Trend	
4050000	460.007329	1	-0.700599020095	0.961284973524	-0.009223553528	0.063690979389	-0.015239143905	0.000177217751	0.999959040109	N\A	0.032821639815	0.004630446147	0.035441409433	0.005504678816	37	14	0.897759609944	Global Trend	
4100000	438.180816	1	-0.876815837363	0.949932652271	-0.007830101828	0.093558672275	-0.026057269435	0.000192729346	0.991974441573	N\A	0.032861940823	0.004545226567	0.034419332405	0.006105870743	39	12	-0.039899741882	Global Trend	
4150000	444.639155	1	-0.851249603367	1.009393910821	-0.008909872139	0.036068502208	-0.015034712368	0.000140696889	0.972397964176	N\A	0.040292016749	0.005443636765	0.037827250351	0.005965704100	33	11	0.016864569945	Global Trend	
4200000	461.941212	1	-1.717608794764	1.354281249827	-0.046870329728	-0.099428828735	0.001340491247	0.000139702414	0.966190468761	N\A	0.079175446318	0.013331028460	0.036586398158	0.008011826096	41	14	0.000453225318	Global Trend	
4250000	430.132289	1	-1.852374728660	1.419367414475	-0.076848600448	-0.071904827679	0.013886526004	0.000369112826	0.943757512126	N\A	0.113565178857	0.016998553642	0.050580688072	0.009371337591	40	13	0.001844793927	Global Trend	
