Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m8-glob-005.txt
Log File Name:                   MED_d1_m8-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            724408760
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m8-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.275310
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	640.650347	1	-0.437164247280	0.834231270014	-0.035727661538	0.199444692452	0.000043045674	0.999505138093	N\A	0.012889778171	0.001345327886	0.013552638269	42	14	-0.084275702390	Global Trend	
1050000	634.871762	1	-0.374246306175	0.807440892081	-0.036764138761	0.232527658074	0.000064878376	0.999742572439	N\A	0.013457847168	0.001458110362	0.014299325568	32	10	0.223761882203	Global Trend	
1100000	608.945054	1	-0.360038287420	0.821025903905	-0.038675558232	0.212749451254	0.000062132136	0.982037463373	N\A	0.027074816352	0.003395116611	0.016032326504	45	7	-0.005327755088	Global Trend	
1150000	621.586332	1	-0.523712289149	0.884028417875	-0.030530127143	0.131056399262	0.000056276554	0.990829491951	N\A	0.017969115689	0.002217890481	0.016796328084	34	9	-0.017765852990	Global Trend	
1200000	641.999926	1	-0.544194835202	0.880537692997	-0.038931585238	0.185695017132	0.000048048333	0.984850192392	N\A	0.024737093185	0.003110179491	0.016172563113	49	9	0.004705878385	Global Trend	
1250000	641.419045	1	-0.407542216468	0.826561931954	-0.036621537777	0.209374254263	0.000024536309	0.999978721030	N\A	0.014463351129	0.001453101679	0.015386868954	42	10	-0.221787580168	Global Trend	
1300000	628.456075	1	-0.516297925497	0.872598435331	-0.041020489885	0.188521912156	0.000075503318	0.982264096356	N\A	0.028917987559	0.003588158465	0.016660146285	37	6	0.006103504229	Global Trend	
1350000	622.740934	1	-0.586902250937	0.850307703410	-0.039122103395	0.195988915688	0.000063907482	0.998640093874	N\A	0.010746165126	0.001181474444	0.010905906291	47	9	-0.053523959150	Global Trend	
1400000	630.417885	1	-0.505802185786	0.847598863823	-0.039548935227	0.198796878875	0.000100618942	0.983115916479	N\A	0.021661811660	0.002597003647	0.014919422868	39	9	0.020669691479	Global Trend	
1450000	637.443623	1	-0.352485928851	0.783909075231	-0.033684175920	0.227728330858	0.000065021268	0.988655764684	N\A	0.019762633044	0.002324574722	0.014878297449	31	10	-0.020302566879	Global Trend	
