Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m2-VR-005.txt
Log File Name:                   CEREB_d1_m2-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            595505897
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m2-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     11
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
    Beta-5                       None
    Beta-6                       None
    Beta-7                       None
    Beta-8                       None
    Beta-9                       None
    Beta-10                      None
    Beta-11                      None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Beta-5 - normal 0.00 5.00 
        Beta-6 - normal 0.00 5.00 
        Beta-7 - normal 0.00 5.00 
        Beta-8 - normal 0.00 5.00 
        Beta-9 - normal 0.00 5.00 
        Beta-10 - normal 0.00 5.00 
        Beta-11 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      12
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Beta 5	Beta 6	Beta 7	Beta 8	Beta 9	Beta 10	Beta 11	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	s.e. Beta-5	s.e. Beta-6	s.e. Beta-7	s.e. Beta-8	s.e. Beta-9	s.e. Beta-10	s.e. Beta-11	No RJ Local Branch	No RJ Local Node	
1000000	372.237520	1	0.598957555917	0.658679721393	0.445451074992	0.494140522151	0.467829677674	0.503707034874	0.408969563796	0.003865929930	0.058011171851	0.024411497005	-0.077520819990	-0.024200607782	0.000363446903	0.940599563439	N\A	0.064454749364	0.375506350295	0.369124161193	0.390234757804	0.372439865206	0.435337875356	0.066630176208	0.066310369721	0.073684183070	0.072031295601	0.069123831968	47	23	
1050000	375.614146	1	0.792311521954	0.820459379191	0.598016532629	0.528581972038	0.890876264291	0.566604484564	0.190882138785	-0.178896315824	-0.093644829741	-0.200273448104	-0.200594466826	-0.237759892085	0.000766828044	0.943931867707	N\A	0.085047787487	0.289989561506	0.283565152813	0.337002739589	0.298489612396	0.378591197069	0.086650376049	0.086354959899	0.092441182542	0.094502153530	0.087420966753	41	32	
1100000	351.523634	1	0.569286435405	0.833602944162	0.286501927457	0.361975543906	0.429449202083	0.364198065181	0.588151347924	-0.142256443229	-0.094035156749	-0.192901878743	-0.246540204818	-0.258646406058	0.000410094499	0.930927618227	N\A	0.078981174910	0.314642112030	0.305235613373	0.332872717048	0.323790967573	0.352975132269	0.082231098008	0.080432782128	0.085864969459	0.087570250372	0.083793454262	54	19	
1150000	365.845217	1	0.445260778751	0.772216645352	0.581463244621	0.504248556129	0.952668614021	0.679326142172	0.529724168995	-0.139677923178	-0.067499566731	-0.100238438903	-0.188899709165	-0.143503301027	0.000423875989	0.943601031839	N\A	0.063663653809	0.233702017726	0.221812306515	0.254472410538	0.233809074984	0.340248564125	0.065186883947	0.065737181492	0.071868221062	0.073382427207	0.069160390979	48	26	
1200000	369.410935	1	0.453089289625	0.718480515490	0.450439375982	0.374207985585	0.549766471603	0.724290384584	0.698707702557	-0.060922603161	0.023232726973	-0.035457080849	-0.118356481595	-0.081717059302	0.000387871604	0.953688595785	N\A	0.061187510697	0.368677522546	0.367495713846	0.385031363752	0.379363389544	0.322967448430	0.062467580367	0.062955764838	0.069864716479	0.073574795323	0.065265751599	45	20	
1250000	357.260162	1	0.324502718640	0.864505883289	0.915183664366	0.954284444597	0.854428617846	0.701547469094	-0.477309333510	-0.215120183373	-0.178228901321	-0.155291488344	-0.185021114096	-0.257328525352	0.000453978643	0.945232113921	N\A	0.050662879495	0.308263051826	0.298487266563	0.326096672572	0.310142401577	0.667125904613	0.053000148595	0.052678092310	0.060352597454	0.065996453887	0.057216910076	46	31	
1300000	360.349407	1	0.473033107740	0.903899426512	0.326143153159	0.452756881219	0.718597395098	0.372133313038	0.649234400646	-0.220290680102	-0.161310673397	-0.194842941782	-0.288151465317	-0.313573454906	0.000253081776	0.953174665013	N\A	0.085344039546	0.239708179284	0.233270931173	0.251948685227	0.239109215693	0.298207345367	0.086279138315	0.086777132712	0.091038661545	0.091006972932	0.088901641388	41	29	
1350000	369.602144	1	0.113828271485	0.950883272998	0.874751059235	0.782047408845	1.156648988356	0.823671458505	0.944512132421	-0.304746128107	-0.249711843873	-0.237147621908	-0.355758317004	-0.320155986942	0.000348262116	0.948435754603	N\A	0.091677593321	0.379907015669	0.377138389257	0.398537679876	0.385952222253	0.436602411865	0.092753556928	0.092928470689	0.094537763716	0.101151601407	0.096123718708	54	39	
1400000	373.168916	1	0.261158421440	0.868682123446	0.631160358275	0.570957778744	1.131614350667	1.028130369299	0.863470907126	-0.198750277551	-0.140989223721	-0.241503728513	-0.315385438358	-0.221930700320	0.000266817054	0.939265571333	N\A	0.072802557899	0.217531278456	0.216800852343	0.248542504496	0.254490615181	0.293338535447	0.074518820892	0.074796916848	0.080634318746	0.085092920367	0.076128576201	45	22	
1450000	384.417372	1	0.544628061646	0.805067541944	0.609281543644	0.398452487060	0.533717997243	0.614328325593	0.453421109717	-0.146161819589	-0.129148643436	-0.090474270818	-0.211468043362	-0.168736135542	0.000191327382	0.949552917970	N\A	0.079425413459	0.313387495634	0.304483824293	0.238521427001	0.306609738536	0.275800369585	0.081199742924	0.080519911318	0.085883366741	0.083275527497	0.083034528486	46	36	
1500000	368.956560	1	0.586384585446	0.803524315106	0.248739302051	0.159101509355	0.677218660618	0.427541942852	0.555190529958	-0.154321332329	-0.086859080665	-0.107785979824	-0.220861728182	-0.246519422366	0.000492087372	0.944856414149	N\A	0.091005144909	0.411270286055	0.404633904991	0.427470880170	0.408365836099	0.387517328758	0.092296776709	0.092165304020	0.097922227216	0.095160279022	0.095510104105	40	25	
1550000	357.173141	1	0.512495487387	0.811736605579	0.921362321233	0.645246876119	0.974101808729	0.508548912196	0.153615008540	-0.135602961456	-0.098634108551	-0.155973154380	-0.172534074395	-0.151490962883	0.000442935859	0.940095240496	N\A	0.116004389931	0.307830128753	0.300249855284	0.327613502177	0.320176488928	0.404148881363	0.116912616064	0.117224591195	0.121133791935	0.122505202037	0.118379724243	53	23	
1600000	351.059552	1	0.453093125645	0.861516453041	0.739538956670	0.670966402256	0.513113875472	0.533028814901	0.603438813539	-0.192621134623	-0.157729439013	-0.129223242572	-0.222365844292	-0.270015399825	0.000470347515	0.933642576637	N\A	0.110003323910	0.306697177972	0.298562284789	0.324880391956	0.322082310176	0.399160680883	0.112114077624	0.110974232876	0.114956665680	0.122455921256	0.113257758405	50	27	
1650000	367.317087	1	0.198681217494	0.984449866223	0.771769159644	0.663494785029	1.251909764713	0.767478316425	0.706693480302	-0.325368199184	-0.270048414534	-0.294673085911	-0.392524495225	-0.331587831232	0.000345206171	0.937409519453	N\A	0.080201844796	0.247527807265	0.234113191392	0.242745364857	0.240882486047	0.325087926561	0.083238293570	0.081759901992	0.083931769540	0.087269354044	0.083361860937	52	26	
1700000	376.665097	1	0.727821943509	0.678060640481	0.570019510673	0.438746439106	0.721465703655	0.299967437489	0.269513716224	0.016501884069	0.042762077252	0.009486954051	-0.047478148019	-0.078952755616	0.000372893641	0.970153955387	N\A	0.059129704150	0.213298661640	0.205569424785	0.235532236453	0.212067052295	0.368831269162	0.059727572900	0.061054988641	0.067503133653	0.066665340175	0.064024998224	47	27	
1750000	357.250705	1	0.345159364973	0.696225935871	0.666673159489	0.531569165598	0.591069339831	0.554870900259	0.948058584806	-0.022225892490	0.029358918658	-0.004765405611	-0.049473289422	-0.058829106913	0.000456456599	0.938830284162	N\A	0.065423129877	0.233338010978	0.226271490539	0.268384883345	0.252046670290	0.373988037313	0.067328499907	0.067270995428	0.074916542187	0.078504952583	0.071679906377	52	23	
1800000	361.246215	1	0.911568884773	0.560553578673	0.221945251303	0.045036899291	0.782110165996	0.168851586379	0.183001455679	0.114833392204	0.174519584824	0.053488081412	0.074245195968	-0.001512015251	0.000563305783	0.953556058181	N\A	0.091615728401	0.267518134214	0.265031847894	0.309464612726	0.291107847782	0.398575820168	0.092892482555	0.092483063389	0.098914863966	0.100306436386	0.095156172389	40	33	
1850000	374.210596	1	0.319846207940	0.822202002819	0.809892177135	0.734842557482	1.306755679032	0.655088576474	0.758289138858	-0.159750728169	-0.114962174743	-0.172955451876	-0.106669155284	-0.220208139992	0.000360370156	0.939157273726	N\A	0.072731813578	0.245327403517	0.239841158216	0.324032967157	0.290380228729	0.326740139613	0.074937953261	0.074369004276	0.076696727099	0.087317871244	0.077485900501	45	29	
1900000	376.457539	1	0.276361490598	0.854878653561	0.831392770602	0.773762991785	1.191725690694	0.746370262808	0.844054826301	-0.196343386365	-0.116186618234	-0.233732364428	-0.239168584445	-0.252656572650	0.000272993514	0.941653396519	N\A	0.068479379018	0.203282605951	0.198214712471	0.226762641723	0.229024522385	0.284409126638	0.070478231795	0.070336105068	0.075002612957	0.082750903223	0.072424751709	49	29	
1950000	374.007048	1	0.562154925321	0.784885229997	0.386342880875	0.295141527290	0.825411739593	0.572768491155	0.385940290925	-0.116652934349	-0.018488803275	-0.115707831296	-0.171645360948	-0.143457150363	0.000489811096	0.953516328758	N\A	0.067967453138	0.239720343256	0.235926785094	0.260646203326	0.265881179212	0.346667888542	0.069230801532	0.069492051366	0.076696542674	0.078514715631	0.072168585273	43	24	
2000000	355.566506	1	0.563237982401	0.853396699959	0.358056610188	0.291505460439	0.536869619484	0.112492788020	0.518810526839	-0.155212460454	-0.145640675628	-0.211112924359	-0.241466170497	-0.286097166935	0.000275947945	0.957129322629	N\A	0.072356522116	0.315591554646	0.311492480899	0.426237270969	0.309302244452	0.285124722224	0.074451918731	0.073251008094	0.079374521244	0.079706363902	0.075542435766	51	35	
2050000	369.986978	1	0.218660870999	0.923877859650	0.947948307315	0.716641187833	2.242618398492	0.720735290372	0.844531369692	-0.267239803116	-0.140566252176	-0.251600254114	-0.267768184885	-0.321348216859	0.000358648428	0.955513319709	N\A	0.083138214500	0.226512720564	0.223135914637	0.649660705668	0.238286677550	0.328253746482	0.084419641630	0.084182792508	0.088501359652	0.088057868823	0.086757103878	45	28	
2100000	381.173786	1	0.713341561757	0.685860399067	0.325622346399	0.183016023037	0.972120574621	0.299225986506	0.303109894700	-0.016463998576	0.018515040261	0.009469991367	-0.037625203976	-0.069823145832	0.000217139271	0.947067545473	N\A	0.135942691236	0.284185186517	0.279276307364	0.327727613255	0.307177108281	0.332402526771	0.136716065550	0.136813495256	0.141073656668	0.139795046165	0.137452078044	41	27	
2150000	344.957639	1	0.728102715312	0.675716754846	0.158022202938	0.144883784781	0.379897558329	0.168147457893	0.387074416422	0.029611999163	0.053596814351	0.038960788005	-0.057952042189	-0.046640493647	0.000450954630	0.942590401510	N\A	0.065459731136	0.241227074713	0.240987989578	0.278916416557	0.248463545760	0.354584351643	0.067014075469	0.067556033914	0.076074047911	0.074758136059	0.071030223296	38	28	
2200000	360.981882	1	0.319216310692	0.735296358470	0.728584935864	0.654935209596	0.988972715083	0.596295234869	0.895834352692	-0.048522439277	0.000983350784	-0.098802896625	-0.106753789720	-0.155208278323	0.000447790692	0.939112703880	N\A	0.065044076737	0.242800561710	0.230472207650	0.261658552476	0.242079493451	0.345229204629	0.067006591999	0.067064472796	0.072958348447	0.075940878468	0.069821308026	51	25	
2250000	357.007378	1	0.768264739583	0.729188326640	0.570697977935	0.469697902592	0.508144416948	0.442510570843	-0.061317351795	-0.076260954267	0.012238636364	-0.043718005125	-0.127188150655	-0.062725099415	0.000415842738	0.937262300083	N\A	0.063175383449	0.239329582463	0.228531965349	0.255093291584	0.266615264242	0.337901703742	0.065018978572	0.065495637155	0.070008170463	0.080569728431	0.068929389721	55	29	
2300000	366.583714	1	0.463143978989	0.706293280318	0.525581871996	0.523159683219	0.649098987942	0.584857346051	1.926761491563	-0.047432983529	-0.001021214344	-0.060315714065	-0.054696711727	-0.099682686875	0.000499250232	0.938585374852	N\A	0.082008445792	0.259220075838	0.253185994683	0.298818489011	0.260671646651	1.161476544174	0.083470912143	0.083634831486	0.090088471923	0.088508532141	0.086433457872	61	28	
2350000	364.301987	1	0.316980600504	0.926066265510	0.764014566664	0.603537568078	0.774488922589	0.478960708114	0.861642371007	-0.282064348552	-0.209709501944	-0.203816066086	-0.242605071161	-0.304600641651	0.000295836549	0.936829576495	N\A	0.062900256623	0.217844279411	0.212720458940	0.226701591032	0.218487311568	0.396006604235	0.065248442373	0.065063644126	0.068665286528	0.071783584989	0.070515770612	47	23	
2400000	359.727911	1	0.102869651725	0.849056226112	1.065983311922	1.025643464250	0.923954105768	0.567075182912	0.973734100124	-0.166526651725	-0.121782202474	-0.166818558750	-0.103696970109	-0.201868643267	0.000291960967	0.956117548935	N\A	0.066654476396	0.215017986573	0.213414657734	0.261996991998	0.232507028362	0.292434007200	0.067799618291	0.068052004068	0.075566300660	0.080455255270	0.071654052174	41	24	
2450000	373.313427	1	0.328857431818	0.911596544908	0.777603727462	0.841364732927	0.864815395929	0.806263944420	0.602286628462	-0.230606052942	-0.193215514726	-0.211176365466	-0.330961081677	-0.279461173744	0.000290509374	0.943417155683	N\A	0.079524300439	0.227367694081	0.225014827694	0.239239895826	0.226656636708	0.295947344771	0.080968261262	0.081784870525	0.085437417541	0.085658004364	0.081892034253	52	30	
2500000	360.907546	1	0.348792240019	0.847014295147	0.589453987474	0.621230737872	1.010623537378	0.772762132714	0.683869755538	-0.212438110206	-0.161639537509	-0.204230049551	-0.198103690735	-0.258931460689	0.000175066972	0.929690475126	N\A	0.072879346492	0.244390867946	0.199855969321	0.221347784446	0.208792509411	0.303171622062	0.076122990121	0.074596731965	0.079391588559	0.080820080610	0.078434629926	55	28	
2550000	372.624195	1	0.605648869415	0.803508521304	0.689126965186	0.341180081239	0.683490268237	0.220177248052	0.421527280851	-0.145997674947	-0.061000549769	-0.182598284293	-0.140710445972	-0.162878562225	0.000238363001	0.948537379596	N\A	0.093049334588	0.378216195291	0.367964881497	0.258254639807	0.254114255662	0.302431647430	0.094055167933	0.094685041354	0.097557767344	0.100270276195	0.094793411658	56	20	
2600000	363.934305	1	0.921717711632	0.610114184725	0.286609367708	0.166456413615	0.665305090056	0.325134994340	-0.020082825707	0.049954796058	0.115429156295	0.020020253963	-0.073108992983	-0.004134705176	0.000208713632	0.943989162470	N\A	0.160871248739	0.341497604255	0.337701796996	0.336309269890	0.338824993990	0.371391606371	0.161578616463	0.161769844986	0.162948542944	0.162689556260	0.162721967710	45	29	
2650000	350.989343	1	1.650974782965	0.355970932065	-0.317719393889	-0.528363906788	-0.118469841660	-0.621179911557	-0.868163674786	0.317233658651	0.378065866932	0.263107313828	0.315872067105	0.245190160071	0.000235662256	0.937091002727	N\A	0.126659992990	0.285266209990	0.283069890975	0.292194480130	0.372738664810	0.332717655189	0.127836946506	0.127772909353	0.129619361844	0.132558897994	0.128937700251	53	30	
2700000	358.740344	1	0.571656506647	0.726057525591	0.588136890113	0.593858373287	0.644687416820	0.386345652678	0.304733769571	-0.075955062487	-0.028568634621	-0.025049777116	-0.050639183819	-0.084403336271	0.000222396016	0.943947214618	N\A	0.070082362043	0.217648525526	0.203899930850	0.252518714729	0.217702157135	0.272136431637	0.072966831629	0.071398151108	0.078770343787	0.078515371215	0.073315903407	49	29	
2750000	369.328810	1	0.458610638069	0.960131150582	0.548879092368	0.488437804599	1.089849662203	0.863172787593	0.324248579227	-0.288293203064	-0.231335341371	-0.336611058188	-0.386952150635	-0.298227879647	0.000394946244	0.939191373714	N\A	0.116676960037	0.281734880047	0.274435754944	0.326749387312	0.293227884957	0.362161829951	0.118096073791	0.117704618080	0.121164892324	0.120470520203	0.119441300258	36	27	
2800000	384.704779	1	0.146418791124	0.962576170965	0.797953402764	0.793307863234	1.220975585872	0.732266268367	1.004009946031	-0.316909934879	-0.241606569493	-0.317855699420	-0.345017894300	-0.356191968205	0.000272239333	0.954497310685	N\A	0.064270881631	0.222128704435	0.205824573762	0.220403337417	0.216026341841	0.278144541806	0.065435573401	0.066261483018	0.070407308422	0.075230207713	0.067360905233	41	29	
2850000	370.869816	1	0.412097599288	0.890062642493	0.946352465992	0.676932840968	0.752676401005	0.752005791882	0.505752259890	-0.243271006636	-0.172389032162	-0.150917695075	-0.268676483535	-0.281811823344	0.000246683465	0.940213442941	N\A	0.063408480071	0.216174377225	0.200312398254	0.213546413186	0.220743154486	0.269695763422	0.065404387082	0.065703688947	0.069116907241	0.077289353413	0.067721788293	64	30	
2900000	363.103532	1	0.710214194018	0.695665720076	0.144034000261	0.169544824794	0.739588975029	0.259073052607	0.278658762171	-0.018469780291	0.002172968345	-0.086435308317	-0.055191113444	-0.053691057254	0.000160640004	0.937478990901	N\A	0.079380827357	0.239992319417	0.222810425415	0.240829526694	0.227197529266	0.279152536665	0.081142022124	0.081269163719	0.083830618598	0.085089074473	0.083508769203	45	35	
2950000	358.720222	1	0.382852838125	0.961404384191	0.811927732491	0.700334783411	0.929879388895	0.543519632735	0.517486772930	-0.284444894649	-0.263679962412	-0.325727627598	-0.298906232485	-0.400428005048	0.000184970922	0.933935224041	N\A	0.060493062626	0.192154201938	0.177851280428	0.198780854818	0.185806081987	0.330400139645	0.063298755415	0.062785747004	0.067940019447	0.068858870135	0.067251632529	37	32	
3000000	382.047087	1	0.173288242069	1.025524045436	1.322513103396	1.083389124640	1.208726812371	1.007887074071	0.779793256048	-0.360420152780	-0.315264196660	-0.335633025710	-0.396606742190	-0.430174662224	0.000069213454	0.952091668910	N\A	0.070334218713	0.290985438704	0.282784779891	0.240145000983	0.296554081563	0.301254762137	0.071636290087	0.071698381099	0.077084125034	0.079447582540	0.074591704918	57	37	
3050000	369.298261	1	1.078362584884	0.670985379273	0.046695596165	-0.046742464238	0.392352455995	0.032559042376	-0.148902560041	-0.022609447663	0.010402009767	-0.083514624745	-0.055094978795	-0.045479287420	0.000314366884	0.938938758303	N\A	0.095412417784	0.262012116037	0.254628991900	0.275646968257	0.262865551712	0.333609968077	0.096773055286	0.097082737134	0.099671478043	0.099862980168	0.097821036330	44	37	
3100000	359.578030	1	0.525326784138	0.713561133975	0.628641552192	0.647626516749	1.017653061756	0.490161058005	0.433629105298	-0.065067546717	-0.044536974147	-0.067453780784	-0.111322108967	-0.109018710889	0.000326051345	0.937479917574	N\A	0.055284478383	0.200653603053	0.192849471545	0.224192904328	0.222623207724	0.297233390935	0.058025865191	0.057465264385	0.063111856954	0.068911648433	0.060522882939	54	24	
3150000	367.771434	1	0.440442400598	0.833170066137	0.926969653252	0.839820193196	1.059763682251	0.757370487372	0.669977888263	-0.190850436108	-0.104904625005	-0.175129017905	-0.227555776003	-0.265455939174	0.000375955760	0.937472017461	N\A	0.061814312166	0.230030558245	0.222415828263	0.256736407153	0.247562348540	0.538451980605	0.064575686555	0.063631565054	0.071652259075	0.073148225539	0.066525955175	48	27	
3200000	376.303389	1	0.514864909744	0.849577110488	0.524336957503	0.491213244937	1.194669572260	0.266103960666	0.365792472585	-0.189667781461	-0.145363895511	-0.247332967821	-0.187475329960	-0.229731892599	0.000317036798	0.943706380559	N\A	0.071237007969	0.259961400584	0.251153684177	0.241055726485	0.274588632179	0.302851893193	0.073204716838	0.072798018524	0.078322750448	0.079726937531	0.074587850030	43	28	
3250000	378.148434	1	0.769084308953	0.703986362190	0.405244127546	0.284565136299	0.786272838582	0.253561367796	0.152559669234	-0.044727316442	-0.010553231240	-0.093087154164	-0.078261204573	-0.083083230537	0.000294207773	0.944754395414	N\A	0.091804952818	0.252515663540	0.242862723322	0.268115516250	0.248406390399	0.313673925675	0.093707181747	0.092922640064	0.096819419360	0.096735877499	0.094048345061	45	21	
3300000	366.090019	1	0.531367478612	0.818361237728	0.585587562557	0.410743433844	0.954355102622	0.867290874829	0.233047700044	-0.160290093516	-0.082622574261	-0.154730819118	-0.313676746616	-0.146634217034	0.000524282849	0.938377504302	N\A	0.071770569311	0.252267210105	0.243725988331	0.284436455840	0.254913108852	0.435614948944	0.074097165322	0.073432492411	0.078698129306	0.079487499669	0.075829087549	42	30	
3350000	368.140106	1	0.406278996145	0.775784306962	0.484617477032	0.430788052027	0.865455493985	0.512862117346	0.794134175567	-0.110539265886	-0.053987472897	-0.146211665232	-0.107460761977	-0.185643033881	0.000219313723	0.937879106906	N\A	0.095135561954	0.465591145252	0.458809511481	0.464155652210	0.462893160603	0.490165810557	0.097051498129	0.096452399331	0.098599039610	0.101932278666	0.098675082864	40	27	
3400000	362.860819	1	0.228037141301	0.911386026117	0.918617632653	0.696048297253	0.731058944481	0.650427082496	0.996766040027	-0.273649987606	-0.174812322048	-0.214091771494	-0.246615885010	-0.328159834336	0.000228638255	0.940285696123	N\A	0.064834054188	0.202758776635	0.193249917302	0.207210895097	0.205623698969	0.265506011300	0.067243583262	0.067004612025	0.070113135022	0.074153027432	0.069311678294	52	27	
3450000	362.102481	1	-0.499952132847	0.860013588628	0.862672085277	0.635982818459	1.289333963340	0.823897227134	1.572549584753	-0.162427327007	-0.088064810241	-0.257718304923	-0.259031189138	-0.232268933222	0.000255195120	0.951376249731	N\A	0.066161432622	0.220037217519	0.203921809148	0.223127845874	0.210167346515	0.683851863744	0.067799206065	0.067774435518	0.072998509696	0.073583079992	0.069490561745	42	24	
3500000	367.924993	1	0.240810940713	0.944583727156	0.772823256735	0.837489517783	0.878607883513	0.840806176437	0.899807411435	-0.307666239888	-0.242809365328	-0.249647928947	-0.357064679654	-0.367125154929	0.000278220755	0.944096227160	N\A	0.064723467556	0.226240457135	0.207998562585	0.223990968458	0.215323971048	0.285240525447	0.066373623752	0.066758615856	0.071555450383	0.073259598848	0.069116625544	46	23	
3550000	363.204757	1	0.569306179210	0.972368925119	0.772426637211	0.578773641221	0.713241574649	0.776149185466	0.125172821184	-0.310476196947	-0.237409779021	-0.314562749512	-0.410639323020	-0.305677115011	0.000378889549	0.943577800981	N\A	0.082087408829	0.280650806606	0.277784966249	0.303574315390	0.297647013838	0.371163093749	0.083216457631	0.083734132744	0.088279108293	0.091076209478	0.087818492653	52	28	
3600000	361.105976	1	0.674715804428	0.701682425522	0.470801146648	0.314517793092	0.633547707711	0.658677591297	0.104008304087	-0.031049317190	0.014541587365	0.029527154922	-0.111686886140	-0.066664196375	0.000555571379	0.942798988626	N\A	0.072165587346	0.261193003568	0.250781785615	0.297848611845	0.250827622803	0.385321394770	0.074144822805	0.073634692670	0.082967719074	0.076761478753	0.077768203097	42	24	
3650000	357.183763	1	0.361322500341	0.787002790347	0.340253982225	0.151330558491	0.806046280138	0.471477511295	0.538013286346	-0.146429733426	-0.036216275438	-0.076510725205	-0.053918292134	-0.118322976478	0.000293315887	0.947617871791	N\A	0.052546720462	0.620931246885	0.614469320178	0.546883021570	0.555957761492	0.573528088356	0.054942449223	0.054680641832	0.062141838353	0.073746800181	0.056128861820	42	29	
3700000	352.576962	1	0.482157208266	0.828282423127	0.676881262125	0.480997971892	0.521480727453	0.231612017887	0.615537451687	-0.183109275059	-0.123319008502	-0.154386825765	-0.133286703284	-0.210902810613	0.000287290712	0.937882457218	N\A	0.073766146673	0.277533523211	0.272620696176	0.295018078921	0.281014934777	0.299379980680	0.075512889395	0.075939524478	0.083146493162	0.082711691514	0.077091715291	50	25	
3750000	372.121987	1	0.198431258683	0.957089790335	0.915720148942	0.684864037393	1.043489633071	0.450232908379	0.889008973654	-0.302268662837	-0.204707548345	-0.274353785988	-0.323799592638	-0.344693928778	0.000292613060	0.955025877120	N\A	0.070481028241	0.234723177208	0.217600389863	0.226526906020	0.239342054446	0.267749870616	0.072033333528	0.071663552370	0.075458472877	0.081989224949	0.074451425655	50	31	
3800000	359.435422	1	0.779565896101	0.603296609185	0.148285262569	-0.003517431858	0.444064959365	0.028467977309	0.558188752892	0.051521347246	0.087799640609	-0.007467798050	0.032941318798	-0.000300521561	0.000450013021	0.942432963529	N\A	0.067139094613	0.237932971093	0.227534621696	0.276838002062	0.232171914218	0.352267455407	0.068646517585	0.069068162372	0.078162324337	0.073315694438	0.073347782776	40	20	
3850000	371.264561	1	0.681465780393	0.751431301464	0.517226342867	0.284721090979	0.920673926951	0.287995637371	0.245353908229	-0.094361159359	-0.033696952706	-0.206687531800	-0.089143726737	-0.111724856003	0.000429274877	0.946054422399	N\A	0.067167236707	0.211239293232	0.200368528404	0.211895713133	0.210485376016	0.302231794357	0.068866731129	0.069076633903	0.072568358671	0.072457125850	0.071345529235	45	35	
3900000	368.794879	1	0.498482332824	0.789613380907	0.368079973400	0.442349026051	0.506189613823	0.419407807494	0.644536136541	-0.139520888313	-0.068558811300	-0.121274142757	-0.112912893610	-0.200554858282	0.000240934191	0.945170382247	N\A	0.071482518300	0.315861738220	0.215239806638	0.263276084042	0.218578406808	0.287830050779	0.073249007017	0.073028178715	0.078781751983	0.076979844129	0.075432103549	51	23	
3950000	364.246385	1	0.451770442826	0.870066624196	0.625417385115	0.278995821357	0.917741501165	0.465480999512	0.770268156291	-0.203569755689	-0.166160963304	-0.263179397006	-0.232841907932	-0.286542662200	0.000194252302	0.944581102541	N\A	0.063111415127	0.301210377580	0.183246129343	0.202588907033	0.190167811713	0.244768709667	0.064702173254	0.065589333054	0.070924683971	0.069973409510	0.066648570317	52	28	
4000000	367.794785	1	0.672226208986	0.739319413908	0.484732927142	0.367884835580	0.720983567015	0.471206090930	0.233013228528	-0.074903411399	-0.066598229614	-0.065463671831	-0.158385164141	-0.088151814834	0.000425814229	0.939617274265	N\A	0.063178644462	0.226532608715	0.217412004234	0.257996535247	0.224103549224	0.339177334094	0.065320970216	0.065119432980	0.071875224752	0.068586730985	0.068345605877	43	29	
4050000	369.898485	1	0.680215798745	0.690287432121	0.531256714559	0.476271570653	0.849493531905	0.259685547685	0.151638328332	-0.028950539956	0.016180028538	-0.035859863757	-0.039810661035	-0.081458427864	0.000537985238	0.940943557434	N\A	0.072327547095	0.248920537458	0.241549129327	0.288684505641	0.263497180673	0.388816646781	0.074480754466	0.073738927234	0.080809709781	0.083206279377	0.076760274360	50	24	
4100000	367.734033	1	0.963897464554	0.545934059992	-0.044096592387	-0.194978226087	0.120643174391	-0.287043386729	0.388658058306	0.108392036348	0.236740807039	0.130145747916	0.135797393538	0.028140410101	0.000407597706	0.957859471105	N\A	0.086632578131	0.258763906714	0.253144508714	0.284540981788	0.277071358947	0.353696693681	0.087645373590	0.087569221646	0.093904445297	0.095505264729	0.090748515604	43	31	
