Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m9-fab-006.txt
Log File Name:                   CEREB_d1_m9-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1222983902
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m9-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	
1000000	577.473021	1	-1.274939812193	1.286628905534	-0.041222011041	-0.074534923866	0.019060951414	0.000084623373	0.988903647250	N\A	0.068708202784	0.008440712716	0.033019379465	0.005387548632	28	2	
1050000	579.804645	1	-1.194181439309	1.237106424327	-0.034579595716	-0.070765449196	0.019271620015	0.000099154997	0.984289369360	N\A	0.067190353342	0.008550399617	0.033502395563	0.005597156905	27	0	
1100000	569.911732	1	-0.886446337425	1.010043394533	-0.008408983097	0.039792284079	0.002659099378	0.000094516480	0.986685563380	N\A	0.072693303043	0.009140346220	0.034212644220	0.005839007825	32	1	
1150000	581.188137	1	-1.352072865288	1.341300411676	-0.048698077919	-0.076589711823	0.019666499068	0.000063937397	0.994452418678	N\A	0.077240130080	0.010495636543	0.034427257083	0.006533977631	33	0	
1200000	572.957088	1	-1.189622468164	1.254513224934	-0.041096467440	-0.072830130076	0.023528453589	0.000078839708	0.984358673817	N\A	0.079405647147	0.010856705457	0.035086895904	0.006566386481	37	2	
1250000	574.170349	1	-1.093041058815	1.148768611358	-0.017353317590	-0.056137407278	0.012287766293	0.000076889645	0.983653555070	N\A	0.069731401675	0.008560297274	0.034130005521	0.005569312047	44	0	
1300000	573.729208	1	-1.404029902771	1.388249422588	-0.051966625971	-0.132024389305	0.027830873374	0.000073978246	0.982569911547	N\A	0.073828538391	0.009324082881	0.035863092085	0.005928215841	37	1	
1350000	573.988692	1	-1.043329087284	1.133410279750	-0.022345207193	-0.026933585106	0.011791783035	0.000094690985	0.985768172512	N\A	0.054271481363	0.007480515569	0.029439632151	0.005378980199	42	0	
1400000	561.306504	1	-1.399997444766	1.349553180141	-0.045895153137	-0.080646657283	0.016736514840	0.000081580046	0.981329137548	N\A	0.074088583084	0.008970310735	0.035980222104	0.005780493559	33	0	
1450000	567.716149	1	-0.959480910794	1.055863488477	-0.005059852160	-0.017384696285	0.003564306880	0.000071569441	0.982276164274	N\A	0.089699005392	0.012003034676	0.040166029965	0.007070247319	34	0	
1500000	574.870072	1	-1.271991536776	1.284830748305	-0.044460671284	-0.049377237696	0.017040802449	0.000090522321	0.982551368776	N\A	0.083188175044	0.010738124329	0.038434620966	0.006665527131	35	1	
1550000	573.597903	1	-0.985277411605	1.049799199178	-0.012012287272	0.044265327406	-0.000614440815	0.000025544025	0.985474331608	N\A	0.070023974681	0.008819430937	0.033815520272	0.005546444938	31	0	
1600000	589.793001	1	-1.041321349424	1.119159628724	-0.019718778138	-0.030772571923	0.012513741994	0.000011074329	0.989378367513	N\A	0.044936536676	0.007535823674	0.025008692564	0.005331202578	44	0	
1650000	578.809749	1	-0.967413084891	1.094049360396	-0.021023192630	-0.022806055495	0.016888342557	0.000031893645	0.985407546532	N\A	0.078741311158	0.009905525229	0.036914275682	0.006137182469	35	0	
1700000	572.491037	1	-1.159965466974	1.214846256458	-0.033952303823	-0.050984837974	0.017839439478	0.000008214169	0.982613701026	N\A	0.080090653781	0.011345839343	0.035757422342	0.006852041416	30	0	
1750000	568.038771	1	-1.167479322454	1.193877765384	-0.018704595775	-0.093460885091	0.015380004450	0.000018184815	0.984073113677	N\A	0.069773285605	0.009035867613	0.032023434295	0.005405640478	35	0	
1800000	577.184286	1	-1.108712900958	1.188859325157	-0.029497815165	-0.053500628288	0.016922985296	0.000077673167	0.981679962356	N\A	0.084175894798	0.010992833720	0.039516425209	0.006887489791	24	0	
1850000	579.813209	1	-1.123120985257	1.191930587770	-0.030975847283	-0.026635607524	0.011611746579	0.000058501740	0.982621229792	N\A	0.070420511506	0.008946130213	0.033953164178	0.005669955476	33	2	
1900000	566.862510	1	-0.988298138738	1.096963300331	-0.018951655371	-0.008635621142	0.010779575582	0.000065428402	0.982759973418	N\A	0.089801445892	0.012449183835	0.039366786610	0.007279092504	34	0	
1950000	562.964228	1	-1.071227322722	1.100709145588	-0.010942833688	0.008919086575	-0.001071477154	0.000081138365	0.983723480698	N\A	0.069081803382	0.008950512539	0.033148669534	0.005778286701	31	1	
2000000	578.722171	1	-1.209450128502	1.243036313895	-0.037359693535	-0.060520397182	0.019203108828	0.000096801044	0.986719321072	N\A	0.068632003480	0.008704070374	0.033467779852	0.005733008389	34	1	
2050000	566.081760	1	-1.011942377395	1.116324537183	-0.020593881743	-0.035058959768	0.013772830244	0.000086398318	0.981434643979	N\A	0.069122295021	0.008661419848	0.034713322694	0.005768835911	31	0	
2100000	575.703842	1	-1.117114810730	1.156581586569	-0.022614589603	-0.019186923122	0.009346118818	0.000065221461	0.983794804801	N\A	0.066680241988	0.008632330946	0.033775822258	0.005720700904	32	2	
2150000	576.755473	1	-0.931649376731	1.031379727830	-0.008773169801	0.027244070055	0.003453564644	0.000084415935	0.989037375038	N\A	0.064048139677	0.008083833846	0.032142119337	0.005495641648	40	3	
2200000	573.391604	1	-1.220106334534	1.218364267237	-0.026232793024	-0.070563139416	0.014803476628	0.000070440917	0.985385747051	N\A	0.066398932865	0.008256911814	0.032735070562	0.005476612925	38	1	
2250000	561.877402	1	-1.019350258492	1.122592457861	-0.019328797157	-0.037527760439	0.013382708161	0.000088820121	0.982640627333	N\A	0.077995275481	0.010555289580	0.036714199763	0.006620637229	40	0	
2300000	572.630858	1	-1.091889611585	1.169537470372	-0.031488113937	-0.024009062138	0.016160220364	0.000067791517	0.984102838797	N\A	0.069439534557	0.008344305932	0.034246502444	0.005426558869	38	0	
2350000	576.145291	1	-1.168067646846	1.199757896049	-0.027638039161	-0.051753271746	0.015301760824	0.000089791148	0.983739888416	N\A	0.078566124452	0.009902930629	0.036853106176	0.006042683044	36	0	
2400000	576.146992	1	-1.177833487341	1.209817961248	-0.032664316174	-0.046034612003	0.018226215604	0.000023854985	0.984167662699	N\A	0.068721523814	0.008816615471	0.033256681747	0.005684743883	34	1	
2450000	566.980340	1	-1.155960089214	1.213882682048	-0.026526656181	-0.097028960428	0.018584866531	0.000073545673	0.980335647492	N\A	0.075053745778	0.008964415372	0.037432593350	0.005860621231	32	0	
2500000	577.101402	1	-1.086420888511	1.152398646956	-0.021566409370	-0.029159704844	0.009537896434	0.000092159988	0.986448481371	N\A	0.069778904045	0.008629482362	0.034008947134	0.005622700383	31	2	
2550000	576.666946	1	-1.133266223157	1.179239424273	-0.030154620399	-0.024363673143	0.015524452716	0.000075700128	0.984868604107	N\A	0.076515438961	0.009074987296	0.037200763583	0.005847429616	39	1	
2600000	577.355998	1	-1.106993311269	1.182383931432	-0.028004446103	-0.034989340140	0.011828303912	0.000056142998	0.983267960660	N\A	0.067357466790	0.009033441306	0.032581865327	0.005817278203	32	1	
2650000	577.003336	1	-0.892845292445	1.023016168810	-0.012621364266	0.036861062571	0.004798278521	0.000103773600	0.984121953563	N\A	0.080852529418	0.009884078121	0.037368086802	0.006236152796	42	1	
2700000	571.327555	1	-1.131115640134	1.206584835965	-0.034461146152	-0.054451294967	0.020624012617	0.000071280924	0.981394203356	N\A	0.071656238544	0.009244143550	0.033898405440	0.005755442886	32	1	
2750000	571.490280	1	-1.145253244081	1.185295325322	-0.023599356882	-0.057659203045	0.014402240460	0.000073750719	0.984128135527	N\A	0.069182671847	0.008623236318	0.033809144459	0.005413129844	41	0	
2800000	577.900850	1	-1.195912452794	1.220045826941	-0.030832450359	-0.050359676490	0.014184888076	0.000060316947	0.987429748624	N\A	0.077922314463	0.009832634099	0.034710466737	0.005959697077	40	0	
2850000	569.411816	1	-0.990808573868	1.069842496594	-0.015567161514	0.036375090972	0.001587431307	0.000059709973	0.984069968916	N\A	0.096935140573	0.014129763241	0.039911166910	0.008094247575	41	2	
2900000	569.628133	1	-1.086232505004	1.153077251870	-0.020413807420	-0.047695460380	0.012464959824	0.000085647212	0.980876054495	N\A	0.071274484990	0.008748028692	0.035406972675	0.005769074048	40	1	
2950000	566.858975	1	-0.932211158211	1.036858759014	-0.011835273992	0.029805793830	0.005090406494	0.000065804730	0.984227380986	N\A	0.072403231192	0.008536260016	0.036193984185	0.005588721580	32	2	
3000000	561.875323	1	-1.098672927290	1.168546986501	-0.026920682624	-0.033640960990	0.013229083478	0.000073051404	0.984245074823	N\A	0.067645261709	0.008210109841	0.033619224272	0.005393571165	40	0	
3050000	571.956197	1	-1.237769484018	1.282278923720	-0.044277096352	-0.069923771816	0.021611391105	0.000084748217	0.982577696584	N\A	0.078992247621	0.009436174935	0.037811210519	0.006006912637	29	0	
3100000	568.524749	1	-1.238713210743	1.278942675838	-0.041236092370	-0.092057454746	0.025209192966	0.000098094028	0.983226950624	N\A	0.072896535305	0.008848594070	0.035604452538	0.005790728474	23	0	
3150000	575.868379	1	-0.994707996749	1.090135751401	-0.017162630762	-0.003736698047	0.009907206678	0.000071572090	0.983779444121	N\A	0.074674790726	0.008800812539	0.035912665683	0.005577328433	38	0	
3200000	574.368197	1	-1.173668532801	1.204077879165	-0.029704008561	-0.047968334856	0.015791053301	0.000073641381	0.983585070718	N\A	0.082153869225	0.011006940503	0.036736462933	0.006405198093	31	0	
3250000	565.085781	1	-1.509461665316	1.447251018918	-0.056257218817	-0.145659858073	0.026804648360	0.000113322643	0.981149518862	N\A	0.072559525040	0.008807465169	0.036583160337	0.005960572847	42	0	
3300000	577.710833	1	-1.220937652319	1.237795426860	-0.026758699262	-0.098765445578	0.017492141670	0.000067821385	0.983489335492	N\A	0.065044184089	0.008015425763	0.032815598798	0.005386780803	38	3	
3350000	586.902983	1	-1.317010011461	1.320290881629	-0.041370241462	-0.108422096799	0.021870299795	0.000092852204	0.984820628617	N\A	0.075923657311	0.009703679338	0.034676928997	0.005964622124	43	0	
3400000	569.125403	1	-1.373848075077	1.367452934113	-0.048189902798	-0.129113539615	0.027705723647	0.000090311294	0.984030349819	N\A	0.071479884810	0.008709899153	0.035020959685	0.005616034201	24	2	
3450000	579.217157	1	-1.166592075735	1.188239095468	-0.025334070293	-0.029132122299	0.008251770409	0.000092125714	0.987401787285	N\A	0.067769984032	0.009148386686	0.030506767851	0.005692824474	42	0	
3500000	583.076960	1	-1.093622390921	1.182844444954	-0.033644065824	-0.028242927339	0.016457674878	0.000093125775	0.984411731128	N\A	0.070168942066	0.009125427336	0.034124593790	0.005857576365	48	2	
3550000	570.657936	1	-1.297499913020	1.281465639762	-0.033794347546	-0.109809864678	0.021523360934	0.000086782067	0.984128423306	N\A	0.070883887820	0.008741450492	0.034809881816	0.005765515301	36	2	
3600000	570.114507	1	-1.082123193575	1.153477222460	-0.024223736101	-0.024507254916	0.006661585777	0.000018875688	0.984479884506	N\A	0.059447728340	0.008316779938	0.030223198685	0.005577862834	34	0	
3650000	564.075447	1	-1.197295805471	1.206880139489	-0.020362736425	-0.069461914250	0.008810484035	0.000062424552	0.985289797486	N\A	0.071075946117	0.008911262225	0.034421316497	0.005764100490	29	0	
3700000	573.219151	1	-1.155618461730	1.211240865932	-0.035145581003	-0.037648963713	0.017057376475	0.000075743731	0.985613720374	N\A	0.080297395060	0.010726418741	0.036134715142	0.006549510562	25	2	
3750000	565.551064	1	-1.052510225796	1.130557284442	-0.019805479286	-0.033799943219	0.012894807081	0.000071947962	0.982257768494	N\A	0.073611763988	0.009085583152	0.035956141776	0.005817322244	40	0	
3800000	580.909701	1	-1.138291577920	1.185137287026	-0.026427119311	-0.036843282498	0.011348400625	0.000088252090	0.983577092611	N\A	0.069487620780	0.008464699319	0.034285502856	0.005510601684	40	0	
3850000	579.133739	1	-1.307683428193	1.318278705242	-0.044064794207	-0.103055999031	0.025807343364	0.000069928900	0.985304668830	N\A	0.061246133325	0.008402599479	0.030044846560	0.005437271745	34	2	
3900000	567.720545	1	-1.003941579202	1.092659714664	-0.017188777796	0.007469696668	0.004975735383	0.000099754444	0.985588305846	N\A	0.077905296292	0.010113347334	0.036010539037	0.006371079536	33	0	
3950000	582.024676	1	-1.317229661780	1.330634744457	-0.042215533001	-0.136723361979	0.027118031993	0.000075013168	0.984446903383	N\A	0.056200314488	0.007428559103	0.023451742182	0.004379493042	32	1	
4000000	573.394755	1	-1.114619051502	1.164620599349	-0.025221259172	-0.023337506995	0.010783071264	0.000097920045	0.988757215310	N\A	0.070182070388	0.008674606220	0.032475480478	0.005493332111	29	3	
4050000	571.268399	1	-1.195803805750	1.201873956881	-0.019704964764	-0.096399960083	0.016849385884	0.000072395470	0.982170495716	N\A	0.073005670127	0.009803364603	0.034500237673	0.005985747215	27	4	
4100000	575.094354	1	-1.109074073998	1.121610346897	-0.015397776535	-0.011449743892	0.007149129424	0.000079665612	0.983522794793	N\A	0.076414194694	0.009074649918	0.037138526699	0.005798026312	29	2	
4150000	579.549718	1	-1.332126517128	1.286152275956	-0.032183697587	-0.100058398158	0.018401855082	0.000073428582	0.984453084818	N\A	0.087052366227	0.011528318323	0.038960296804	0.006928996644	36	2	
4200000	576.633314	1	-1.048581229897	1.084142566531	-0.011836101675	0.010995517680	0.002684860656	0.000107592683	0.983499481394	N\A	0.067270165587	0.008176871928	0.034048011986	0.005534354857	36	3	
4250000	579.658758	1	-1.222812381806	1.212798609411	-0.028528547287	-0.045879372868	0.012876755828	0.000080885373	0.982826864509	N\A	0.070843429539	0.008743722657	0.035053576898	0.005578427324	29	2	
4300000	589.988893	1	-1.066181719792	1.122772759383	-0.015254080855	-0.043086980385	0.011126523289	0.000039873803	0.986743351669	N\A	0.076265150845	0.010209105331	0.034319498343	0.005975727173	50	3	
4350000	569.093233	1	-1.016249779608	1.108874714307	-0.015681573040	-0.027153680671	0.008389576849	0.000086488306	0.984016338079	N\A	0.063052082863	0.007995076878	0.032446647295	0.005430763600	36	0	
4400000	564.062059	1	-1.128683815646	1.192743443853	-0.029625028817	-0.058157426602	0.019033325086	0.000074129709	0.984555155715	N\A	0.074936637387	0.009495749710	0.035910414685	0.006079758730	36	0	
4450000	578.338091	1	-1.215485050554	1.255369617381	-0.037767678699	-0.071564570471	0.019393784934	0.000079859490	0.986313108406	N\A	0.075553005636	0.009570490585	0.035867028073	0.006104680631	35	1	
4500000	567.423390	1	-0.964796038703	1.081471875663	-0.014909918333	-0.020089128531	0.011420128311	0.000077074358	0.984655996851	N\A	0.071515897753	0.009365850823	0.033651137423	0.005954785881	36	3	
4550000	573.146635	1	-1.305930198957	1.280322025698	-0.035956066831	-0.061856359042	0.015271670220	0.000062159013	0.987324041254	N\A	0.069231708573	0.008758644799	0.032393646552	0.005486645702	34	1	
4600000	564.191389	1	-1.189476017202	1.211613222563	-0.024677484184	-0.070728057898	0.013945090100	0.000084905107	0.982483586869	N\A	0.070501478203	0.008671206021	0.034684757811	0.005610592133	28	1	
4650000	564.440468	1	-1.070831849618	1.177221501872	-0.032444274701	-0.049190476173	0.020242223610	0.000066250471	0.981443085265	N\A	0.083126365677	0.011795438836	0.037090799156	0.006943850130	45	0	
4700000	561.356717	1	-1.081039654787	1.123684185155	-0.020722628121	0.016226526991	0.004646327657	0.000068444928	0.996322591876	N\A	0.073635830048	0.010417734108	0.028091899523	0.006101393280	35	2	
4750000	577.902212	1	-1.143707638351	1.196486941963	-0.028491681506	-0.060860708538	0.018543502113	0.000084086238	0.984108853015	N\A	0.069586444804	0.008703302101	0.034394876804	0.005734320178	40	1	
4800000	581.979850	1	-1.176470416133	1.222230190431	-0.029390454486	-0.081512071948	0.018691162359	0.000096664521	0.983932518116	N\A	0.070752020288	0.008930170544	0.034594206674	0.005851364058	40	0	
4850000	574.318382	1	-1.352711694620	1.356535229579	-0.044981484999	-0.141851752010	0.027169330704	0.000093430236	0.992881074226	N\A	0.060639637677	0.007791443869	0.022377561071	0.003963467490	33	0	
4900000	564.187945	1	-1.122211456160	1.169394156627	-0.022738080356	-0.048609488966	0.013668802648	0.000083431438	0.986044359591	N\A	0.073276120418	0.010111695561	0.031459685658	0.005913937201	37	1	
4950000	561.019973	1	-1.071516888324	1.136700221838	-0.025780239231	0.004612760021	0.010088428817	0.000081188081	0.980180289639	N\A	0.081294657220	0.010911171190	0.037441640604	0.006627813638	30	0	
5000000	577.373365	1	-1.061599934429	1.161859492216	-0.028613113480	-0.041905365897	0.017896340025	0.000048447691	0.986377583388	N\A	0.073453893780	0.010308209551	0.033410663993	0.006389358711	37	3	
5050000	566.453399	1	-0.942151318789	1.043440745081	-0.014077583293	0.042681324895	0.002941816080	0.000082888349	0.985860878807	N\A	0.076354569640	0.010303307266	0.034910901263	0.006335171498	29	0	
5100000	573.011384	1	-1.189881270533	1.235282879600	-0.034329118382	-0.069398440123	0.018981772982	0.000095943378	0.986885389853	N\A	0.074950994552	0.009128697457	0.035381700330	0.005743530819	29	2	
5150000	584.191187	1	-0.988091498731	1.075925797934	-0.011433547197	-0.000769242885	0.004120188375	0.000037320594	0.985478548656	N\A	0.074528434678	0.009649491886	0.035316985955	0.006202079086	35	1	
5200000	571.391327	1	-1.228364995119	1.228637674797	-0.031653649308	-0.036657817728	0.010657378425	0.000080110441	0.986574825794	N\A	0.065399328806	0.008154094627	0.032203703502	0.005458529334	39	0	
5250000	565.164665	1	-1.087388070091	1.153874707177	-0.023608813394	-0.025464065544	0.010878525741	0.000080242183	0.980816865441	N\A	0.069977983921	0.008617398902	0.035678126473	0.005699663317	35	1	
5300000	578.899419	1	-1.174455019245	1.206042601437	-0.030817609205	-0.035716070787	0.013296094731	0.000092363714	0.986018058903	N\A	0.075811476148	0.009456210194	0.035124649582	0.005906014825	32	1	
5350000	584.106850	1	-1.202368162560	1.207325218216	-0.032645871895	-0.027663186314	0.013161789724	0.000073273742	0.985469652623	N\A	0.076744411103	0.010107081755	0.035053082532	0.006049631587	38	3	
5400000	573.321402	1	-1.224841018153	1.233827688642	-0.035613826155	-0.052321984870	0.019093101009	0.000082005099	0.985332455163	N\A	0.074039139248	0.008923274493	0.036827486890	0.005942770583	30	3	
5450000	565.175951	1	-1.285303024388	1.287527799162	-0.036760537646	-0.094330344629	0.018806607283	0.000037524193	0.985324202558	N\A	0.075313198666	0.010012648528	0.034772750432	0.006082977794	38	1	
5500000	569.343866	1	-1.283589578369	1.292755230495	-0.043983800928	-0.056259369672	0.016118476017	0.000079226491	0.982257102995	N\A	0.081718123396	0.011154557764	0.037111523514	0.006805839244	34	0	
5550000	571.225490	1	-0.956680288981	1.052107881719	-0.008506169680	0.008826680804	0.002448951447	0.000117151804	0.981975650901	N\A	0.089408221826	0.012026681372	0.039397282164	0.006908238009	29	1	
5600000	568.617407	1	-1.129759941706	1.193016393189	-0.028824656348	-0.070109769629	0.020003173485	0.000033059157	0.986804504776	N\A	0.068391168819	0.008486699534	0.033132909997	0.005362021294	33	1	
5650000	573.589954	1	-1.162128955146	1.221802930944	-0.035649010566	-0.052291213144	0.017895660484	0.000111214824	0.981704781130	N\A	0.071246129952	0.009121297849	0.034639595095	0.005928745860	37	1	
5700000	557.986381	1	-0.990066265152	1.085152230688	-0.015906872575	-0.020821284290	0.011213883069	0.000022107757	0.985085931578	N\A	0.077638233061	0.010141040067	0.036056303906	0.006008046957	47	0	
5750000	563.655411	1	-1.253470791933	1.275058076142	-0.037529651165	-0.080338626982	0.018176957073	0.000079161111	0.984222474877	N\A	0.071289558873	0.009962051851	0.032756504922	0.006123737953	43	0	
5800000	560.842484	1	-1.104284955423	1.168295355856	-0.023340293109	-0.037001093462	0.009876850265	0.000069704773	0.983807828000	N\A	0.074976493445	0.009146610713	0.036429459649	0.005824362056	36	0	
5850000	563.010025	1	-1.166755372797	1.217111867447	-0.031784383091	-0.063594510834	0.016587232790	0.000075326662	0.981629037352	N\A	0.071603194913	0.008650251820	0.034867525879	0.005571631287	34	1	
5900000	573.998732	1	-1.267524977111	1.282002032800	-0.038799571798	-0.083294084488	0.020177461507	0.000085762066	0.982826439808	N\A	0.068664420201	0.008555925341	0.032979422165	0.005519268062	28	1	
5950000	551.656002	1	-1.096794363663	1.103603481464	-0.009690304283	-0.001165068635	0.003043289599	0.000088059500	0.982229600405	N\A	0.069820521298	0.008631761050	0.034843922189	0.005617859760	23	0	
