Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m5-glob-005.txt
Log File Name:                   HIP_d1_m5-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            539292803
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m5-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	447.365348	1	-1.028836208431	1.018580042371	-0.018620077949	0.000099430708	0.999975759423	N\A	0.002041852597	0.002050231989	52	5	0.458435001727	Global Trend	
1050000	449.031645	1	-1.029054195395	1.014770372256	-0.016416273727	0.000123030672	0.999038943756	N\A	0.002595032716	0.001718058642	40	4	0.100477959804	Global Trend	
1100000	480.448702	1	-0.956938210234	1.020686454037	-0.021298692954	0.000169120073	0.996358614369	N\A	0.004430974249	0.001997312192	41	8	-0.084858398383	Global Trend	
1150000	469.902258	1	-0.887350329623	1.024340276964	-0.025189769641	0.000071450106	0.999887181172	N\A	0.002002810048	0.001872379647	36	7	-0.191766483020	Global Trend	
1200000	475.617337	1	-0.807862209099	1.024767986024	-0.024823725255	0.000091589396	0.999995991221	N\A	0.001954207033	0.001958262444	39	8	1.394898663218	Global Trend	
1250000	457.712188	1	-0.941950834488	1.026310180859	-0.027327303618	0.000081176939	0.999406749063	N\A	0.002442663118	0.001934527710	41	8	0.083260070703	Global Trend	
1300000	476.980424	1	-1.071275405990	1.050550932959	-0.025776546310	0.000102445721	0.980860699395	N\A	0.031237429213	0.005456525371	43	5	0.000479844723	Global Trend	
1350000	454.462788	1	-1.106425376639	1.088437192505	-0.027712218323	0.000146060647	0.954108732432	N\A	0.048894331894	0.007696326669	31	4	0.001540570905	Global Trend	
1400000	453.659697	1	-0.824833678900	1.002114963123	-0.021003749142	0.000118299025	0.988952811242	N\A	0.008647420733	0.002488536685	42	3	-0.027058690455	Global Trend	
1450000	453.887976	1	-1.138613758371	1.103041545524	-0.032202308509	0.000103266249	0.960768656444	N\A	0.041965470795	0.006565761607	37	3	-0.002084974890	Global Trend	
1500000	462.885576	1	-0.981525260608	1.023676169553	-0.024345402668	0.000129791604	0.999876064621	N\A	0.001992600325	0.001875444706	32	6	0.338361884885	Global Trend	
1550000	465.206680	1	-1.228679544421	1.153951920009	-0.041098479421	0.000100892754	0.961473887916	N\A	0.045411391820	0.007145472839	45	5	-0.001380159840	Global Trend	
1600000	476.861515	1	-1.125941131354	1.107635450012	-0.032705983583	0.000085647426	0.958993775293	N\A	0.046361593204	0.007100496111	36	6	-0.000135885148	Global Trend	
1650000	463.289197	1	-0.862909499343	0.993234218697	-0.017178992458	0.000092048361	0.974907820981	N\A	0.018175227831	0.003188719631	33	11	-0.006102144039	Global Trend	
1700000	468.142311	1	-0.956572841076	1.020296163318	-0.021291535797	0.000058919438	0.994955962091	N\A	0.005308617342	0.001902350759	44	9	-0.022798924281	Global Trend	
1750000	454.932573	1	-1.003218604363	1.029466218592	-0.021699081399	0.000066555296	0.965802786858	N\A	0.025723937831	0.004449104531	37	6	-0.003987335210	Global Trend	
1800000	474.057498	1	-0.957320648341	1.024044118258	-0.020785651494	0.000022383757	0.990398775469	N\A	0.008890646579	0.001939571147	38	7	0.004065159775	Global Trend	
1850000	471.870792	1	-1.075065238022	1.102076104310	-0.035140055822	0.000105703686	0.961764113928	N\A	0.038859236987	0.006122485268	40	5	-0.002542646697	Global Trend	
1900000	464.345844	1	-1.028841294110	1.076855715341	-0.032592556952	0.000102984988	0.953013728502	N\A	0.049981441544	0.007780471309	28	5	-0.000795293159	Global Trend	
1950000	456.795579	1	-1.060948270658	1.029513115236	-0.019704044659	0.000140809572	0.986357306345	N\A	0.009184389217	0.002227671090	35	7	-0.025372210012	Global Trend	
2000000	478.165040	1	-0.925150939663	1.020539486949	-0.020897162249	0.000129775048	0.999968488437	N\A	0.001894962882	0.001833633503	39	8	-0.622228206793	Global Trend	
2050000	458.972448	1	-0.955329284727	1.044749045497	-0.025037084162	0.000131130606	0.974227987779	N\A	0.015883913072	0.002888642020	40	5	0.010934876662	Global Trend	
2100000	469.275268	1	-0.989671219467	1.044903867088	-0.027816221287	0.000125004597	0.969272717536	N\A	0.025930472931	0.004452734822	39	6	-0.005715014764	Global Trend	
2150000	458.744839	1	-0.987680465009	1.031202069821	-0.024869241009	0.000107510602	0.965088649915	N\A	0.019392387621	0.003484883823	45	9	0.008693422460	Global Trend	
2200000	466.422943	1	-0.894830647983	1.020070732645	-0.022864752419	0.000131595890	0.999077263311	N\A	0.002875398532	0.001904494360	58	4	-0.112977357505	Global Trend	
2250000	455.866023	1	-0.855348724687	1.077829023835	-0.034136845733	0.000188970513	0.967855904122	N\A	0.016553730034	0.003051079240	40	2	0.022023283266	Global Trend	
2300000	449.464122	1	-0.938637177613	1.018015414829	-0.017592071583	0.000098028175	0.999958137148	N\A	0.001835257192	0.001828200046	36	7	0.399271798016	Global Trend	
2350000	464.600129	1	-1.123858622538	1.052961820185	-0.024695433280	0.000130837041	0.987742537827	N\A	0.010261485653	0.002491295361	39	5	-0.020265474437	Global Trend	
2400000	473.553317	1	-1.012866009148	1.020248672529	-0.020103531595	0.000115044488	0.999982070607	N\A	0.001652761729	0.001610589952	41	9	-0.721156501301	Global Trend	
2450000	466.194872	1	-1.165230019178	1.089505447647	-0.029116306806	0.000201132571	0.963363680371	N\A	0.029833480338	0.005128899086	42	6	-0.008989300765	Global Trend	
2500000	479.026733	1	-0.980371567524	1.021991823200	-0.020916536499	0.000168227229	0.975054235787	N\A	0.018786276656	0.003315148831	48	9	-0.014942267127	Global Trend	
2550000	453.717946	1	-1.187328290662	1.118996582263	-0.038721595476	0.000144808683	0.961228201588	N\A	0.032969552082	0.005321022675	36	6	-0.006781889030	Global Trend	
2600000	465.969400	1	-0.966676144593	1.020721285484	-0.020399024236	0.000094629413	0.999280262974	N\A	0.002437793645	0.001807838631	43	4	0.090561308488	Global Trend	
2650000	459.722459	1	-0.943525817334	1.022251942427	-0.018700473892	0.000119233409	0.998654977189	N\A	0.002777891834	0.001726000045	40	4	0.084233703391	Global Trend	
2700000	463.006859	1	-0.952058199664	1.022435923468	-0.022341341313	0.000067898229	0.999957758749	N\A	0.001752144344	0.001705286210	56	5	0.203167752972	Global Trend	
2750000	475.693816	1	-1.065071745207	1.020816904829	-0.019569352347	0.000112013125	0.999897683720	N\A	0.001975361117	0.001863476783	33	6	-0.323800600197	Global Trend	
2800000	452.074150	1	-0.994090070613	1.078272655561	-0.030860454039	0.000039150792	0.957628890277	N\A	0.037731874314	0.005964978488	45	5	0.001023758857	Global Trend	
2850000	464.770225	1	-0.939482288269	1.025118900974	-0.024061749585	0.000132844467	0.999817061868	N\A	0.002001973649	0.001850382147	46	8	0.302450014892	Global Trend	
2900000	467.764418	1	-0.888544793728	1.023159647410	-0.023746305471	0.000096944131	0.999963078650	N\A	0.001956710003	0.001898563071	39	6	-0.507375259222	Global Trend	
2950000	459.045007	1	-0.930807114421	1.024567829433	-0.024143480994	0.000085340737	0.999784057415	N\A	0.002106196811	0.001920140103	32	7	0.106570725332	Global Trend	
3000000	473.143357	1	-0.847354197355	1.003549919387	-0.020255576596	0.000168220674	0.982013952165	N\A	0.011150438231	0.002224813812	39	6	-0.029739237213	Global Trend	
3050000	467.611813	1	-1.178478688808	1.227208629939	-0.055928980628	0.000279346240	0.960413055812	N\A	0.041333973356	0.006668369245	43	7	0.005272953012	Global Trend	
3100000	473.484740	1	-0.929945915786	1.019553287646	-0.018473252881	0.000031980942	0.999956201276	N\A	0.001642220465	0.001627557504	43	7	0.133757300734	Global Trend	
3150000	452.135851	1	-0.945653977880	1.029877729170	-0.028179774432	0.000110140074	0.985358491005	N\A	0.010032778194	0.002477087568	38	5	-0.018087652969	Global Trend	
3200000	457.379160	1	-0.942636057762	1.026354927290	-0.022557971965	0.000111066610	0.985187161092	N\A	0.009316192607	0.002182556753	50	6	0.017632426427	Global Trend	
3250000	460.968643	1	-1.132681584291	1.163205152214	-0.044874974242	0.000090177408	0.957469136970	N\A	0.045502130482	0.007102807306	30	5	0.000786535209	Global Trend	
3300000	460.202734	1	-1.008590635635	1.019591691603	-0.019781346777	0.000098854943	0.999985595120	N\A	0.001896308209	0.001892864349	45	5	0.656952114905	Global Trend	
3350000	475.939783	1	-1.043746068669	1.049577935316	-0.025625315768	0.000144437696	0.965140463156	N\A	0.024591005806	0.004227877807	37	9	-0.009783799826	Global Trend	
3400000	453.811483	1	-0.966571453534	1.038632629746	-0.029754776918	0.000197022499	0.989470360112	N\A	0.008284487064	0.002217682509	46	3	-0.032472799334	Global Trend	
3450000	465.280387	1	-1.079859093429	1.093624931103	-0.031260596732	0.000116277801	0.961757771532	N\A	0.048306083658	0.007341749086	39	4	-0.000144600133	Global Trend	
3500000	463.252157	1	-0.941287779434	1.017645857176	-0.018614474152	0.000090132753	0.999900067043	N\A	0.001838774789	0.001666859761	28	3	-0.260058030170	Global Trend	
3550000	481.420252	1	-1.091678041966	1.142999952880	-0.043696659370	0.000145776159	0.958358708400	N\A	0.044101819279	0.006806649260	46	9	0.001170827516	Global Trend	
3600000	465.839824	1	-1.177421223885	1.141308571534	-0.037168803045	0.000103328364	0.964157913598	N\A	0.041813726213	0.006485920997	54	6	-0.000658688299	Global Trend	
3650000	482.246862	1	-0.949616135861	1.035678981303	-0.025563715278	0.000094081561	0.963415308560	N\A	0.036039178613	0.005785948896	43	6	-0.002755622569	Global Trend	
3700000	472.481763	1	-0.936469242738	1.023589665028	-0.022593725080	0.000067523185	0.988516318901	N\A	0.007981797376	0.002160117617	54	7	0.010742747983	Global Trend	
3750000	487.837011	1	-0.971449966335	1.024988220948	-0.024091056763	0.000083977240	0.999885864742	N\A	0.001873131341	0.001715739884	42	9	-0.229084688262	Global Trend	
3800000	475.666520	1	-0.922000290729	1.023915558735	-0.024232343422	0.000178871500	0.996585065341	N\A	0.004594967436	0.002037184177	44	8	-0.074378421150	Global Trend	
3850000	469.886253	1	-1.214978155787	1.159017581537	-0.044467720165	0.000159823134	0.957041884168	N\A	0.042658848043	0.006622096617	46	8	-0.003246533827	Global Trend	
3900000	476.470344	1	-0.962916520445	1.050181142631	-0.029019469926	0.000126139574	0.962335069144	N\A	0.042091699764	0.006676768011	34	6	0.002081388862	Global Trend	
3950000	457.077952	1	-0.917678785517	1.018646451429	-0.023078570957	0.000053902746	0.979277809516	N\A	0.013072449628	0.002733904902	34	8	-0.007033839536	Global Trend	
4000000	465.604855	1	-0.988316615030	1.029448052964	-0.022386299464	0.000110023097	0.958725338915	N\A	0.040298469644	0.006390607708	44	4	0.002504960117	Global Trend	
4050000	465.189831	1	-0.989788849213	1.018795198058	-0.020391198534	0.000084063707	0.998404154255	N\A	0.003117887657	0.001937824118	43	8	0.055859037100	Global Trend	
4100000	460.512496	1	-1.005553388538	1.017574326015	-0.018056081249	0.000094713804	0.998060454963	N\A	0.003411467070	0.002049065370	36	3	0.065423894299	Global Trend	
4150000	464.486859	1	-0.886285778115	0.989472845791	-0.016703725866	0.000057555673	0.965642162252	N\A	0.028806706581	0.004878953004	31	5	-0.002501871755	Global Trend	
4200000	481.346811	1	-1.090319431373	1.111164852896	-0.034634190353	0.000092515306	0.959406065019	N\A	0.038180283656	0.005818933431	36	8	0.001685871447	Global Trend	
4250000	456.766900	1	-0.955434453971	1.020411928751	-0.020886775195	0.000118571886	0.991986079887	N\A	0.006747700941	0.002179618634	29	5	-0.037912959896	Global Trend	
4300000	465.375556	1	-0.973976274228	1.023923111752	-0.022123381310	0.000106470955	0.982109621628	N\A	0.012623320681	0.002697341817	36	8	-0.016913223383	Global Trend	
