Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m7-fab-001.txt
Log File Name:                   MOB_d1_m7-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            775639332
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m7-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.114840
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	316.508653	1	-1.129254483921	0.926682402202	0.226568076129	-0.043467541422	0.000342872464	0.925442474304	N\A	0.052661856893	0.045938665316	0.007047714449	33	24	
1050000	288.932718	1	-0.825154734291	0.844248343330	0.140025244150	-0.011810617678	0.000429891858	0.915767321624	N\A	0.049103453013	0.046393288395	0.006700664920	31	21	
1100000	299.120245	1	-1.153434072772	0.981394950973	0.076576434770	-0.027717831915	0.000473763514	0.910186276249	N\A	0.057721794672	0.053453791182	0.007330638811	35	20	
1150000	306.917220	1	-1.064676017848	0.912763436700	0.146392808190	-0.013753198265	0.000404299068	0.928714325604	N\A	0.046399059948	0.043155427001	0.006444571338	39	20	
1200000	297.819918	1	-0.837827618828	0.762762385367	0.286090052437	-0.038560663645	0.000291568860	0.908361238978	N\A	0.055904803619	0.051940009781	0.006895508249	35	23	
1250000	322.320088	1	-0.928839448339	0.842172429417	0.212059010943	-0.034393490385	0.000234516202	0.933797770966	N\A	0.047760349086	0.038829197787	0.006008607846	34	20	
1300000	309.271578	1	-0.825886085457	0.780570461691	0.259616320458	-0.028155219938	0.000271609614	0.906443803629	N\A	0.056659454774	0.052500702760	0.007236166722	35	24	
1350000	316.322199	1	-0.705832346247	0.734644045849	0.243112107192	-0.017329828791	0.000225761867	0.925421561468	N\A	0.045735749027	0.049669088197	0.006545042924	35	21	
1400000	293.270896	1	-0.832265432758	0.769797201101	0.296186619185	-0.040585464441	0.000217740317	0.951192438493	N\A	0.046770334728	0.027531032764	0.006310557156	45	23	
1450000	266.163042	1	-0.883427168173	0.806739372572	0.259531665263	-0.039423821679	0.000441528072	0.935738146760	N\A	0.043402991341	0.045909835703	0.007173681284	37	16	
1500000	273.405677	1	-0.889875510193	0.813831369172	0.261216508559	-0.038860816351	0.000635575568	0.919529352932	N\A	0.048042318766	0.039560795132	0.006739152171	48	18	
1550000	273.045987	1	-1.111831357101	0.916646867279	0.210256913353	-0.039791131537	0.000205158814	0.919071040772	N\A	0.052666001375	0.042817221707	0.007931093057	42	16	
1600000	307.381935	1	-1.043570036132	0.877142117904	0.187398630907	-0.018144418753	0.000266900262	0.921322123482	N\A	0.047125372561	0.044503389127	0.006775890525	34	22	
1650000	316.402901	1	-1.107325545752	0.978291331465	0.117548074984	-0.027434259936	0.000367312722	0.929886286231	N\A	0.045960883835	0.037233516887	0.005816919624	50	24	
1700000	307.237617	1	-1.127842665377	0.914340211334	0.171400042878	-0.035240833419	0.000345978974	0.910901121206	N\A	0.047030282107	0.042794917706	0.006759938979	38	18	
1750000	318.298203	1	-1.037689723660	0.898942992041	0.175445639705	-0.025973771810	0.000240020103	0.917763591184	N\A	0.048457750159	0.040511858290	0.006702403503	34	26	
1800000	296.248588	1	-1.014577667741	0.877836471488	0.163626306664	-0.021413333831	0.000272884507	0.929547170348	N\A	0.042525231671	0.036176981241	0.006450974679	43	24	
1850000	285.089580	1	-0.918910706120	0.860707489012	0.173955448342	-0.022010993697	0.000282564493	0.917906001074	N\A	0.054479471701	0.049324837967	0.006989212650	41	20	
1900000	295.943151	1	-1.038123032875	0.904760246846	0.211131475570	-0.042538402385	0.000247467112	0.921648720040	N\A	0.051032979964	0.049081274921	0.006986991801	41	23	
1950000	304.709696	1	-0.915194388778	0.772097798565	0.291154636455	-0.038795072754	0.000285739076	0.911773218662	N\A	0.054910711428	0.050872640514	0.007202124902	33	23	
2000000	341.332701	1	-1.024624708417	0.930893980636	0.130022753152	-0.024062049081	0.000245368575	0.941838592468	N\A	0.043999292761	0.037938496679	0.005401572817	34	24	
2050000	339.260919	1	-0.806296457168	0.799178409465	0.208423639400	-0.022154480630	0.000270594573	0.929574665283	N\A	0.046908715228	0.044381093553	0.006033189829	45	28	
2100000	291.832323	1	-0.757835513082	0.762799792478	0.249120520682	-0.031443160145	0.000420132004	0.910916671485	N\A	0.050696367302	0.045053055248	0.007143347360	52	19	
2150000	292.805640	1	-0.899809152263	0.800802321902	0.255417405549	-0.032731605050	0.000334126731	0.914322693524	N\A	0.050668248854	0.045760458081	0.006995411306	31	21	
2200000	281.924975	1	-0.711718662426	0.732852033863	0.296763166766	-0.035560652304	0.000341618608	0.927533512079	N\A	0.050295558699	0.043890007101	0.007359388935	53	20	
2250000	312.700550	1	-0.977607532996	0.844466094177	0.223004576450	-0.028185486403	0.000201206951	0.924417704581	N\A	0.059155421522	0.053066487029	0.007544837768	44	24	
2300000	325.523027	1	-1.143810079789	0.911871519524	0.152880025995	-0.026509358173	0.000343906436	0.957594854413	N\A	0.044418376669	0.036433777310	0.005208198796	49	23	
2350000	297.684845	1	-1.089285327326	0.841127439424	0.219461263798	-0.028536793469	0.000313642091	0.912495963631	N\A	0.053639656778	0.047861046388	0.006835697226	53	20	
2400000	286.248491	1	-1.050926748609	0.919165309493	0.206278650973	-0.044075365550	0.000395974520	0.920689446625	N\A	0.050756953981	0.046555870905	0.006377978782	51	19	
2450000	299.170402	1	-0.792914901110	0.720011894060	0.342962339587	-0.041751289422	0.000196379306	0.921124007712	N\A	0.056174853118	0.050545923009	0.007475344013	39	20	
2500000	316.502457	1	-0.945109098233	0.794253598619	0.319365126456	-0.048975554137	0.000257758004	0.927952143312	N\A	0.045034000731	0.039919663304	0.006107472865	34	27	
2550000	312.312309	1	-0.617100229017	0.725745121279	0.246855497398	-0.021342880689	0.000326776253	0.930811396634	N\A	0.049780009676	0.042139494714	0.005678366935	41	25	
2600000	329.130284	1	-0.708715969330	0.724123421874	0.302623256601	-0.033161730119	0.000382196971	0.921763537328	N\A	0.018921818281	0.032970474420	0.006645471340	30	22	
2650000	313.518078	1	-0.882280546480	0.854840527903	0.186868785883	-0.028088176130	0.000254989165	0.912269897058	N\A	0.056402637742	0.049630292922	0.006836051916	40	22	
2700000	338.106353	1	-0.709294200438	0.716606379488	0.342796270946	-0.041043037536	0.000232903464	0.933305820234	N\A	0.044582383240	0.041490281192	0.006280428536	37	28	
2750000	316.790716	1	-1.145416254236	0.908594890223	0.267833466327	-0.055025114442	0.000281774843	0.943324870109	N\A	0.045100867473	0.030821671452	0.006121999703	39	24	
2800000	319.555941	1	-0.859229724172	0.835191358465	0.240772292381	-0.042939203993	0.000199468056	0.925071483739	N\A	0.049272675948	0.039709477823	0.006528989241	48	25	
2850000	318.102965	1	-0.955031161213	0.894217689764	0.139699340358	-0.024884748813	0.000333986294	0.931254782031	N\A	0.044522706930	0.041007825573	0.006093890291	45	24	
2900000	334.963604	1	-0.668384722485	0.704873293311	0.266331511563	-0.025623341448	0.000245982146	0.929789515169	N\A	0.041273090890	0.036138112577	0.005683690174	39	25	
2950000	323.838235	1	-0.837774488134	0.776209839756	0.267668700555	-0.027159471631	0.000231004242	0.937455620450	N\A	0.041713404379	0.040325335473	0.006247519095	42	26	
3000000	344.077845	1	-0.789736767222	0.817246873609	0.167103961358	-0.012234870147	0.000114219740	0.947251216786	N\A	0.039556854828	0.036663275665	0.005497971776	40	27	
3050000	325.422035	1	-0.787281229645	0.794910923243	0.235889002502	-0.033530668890	0.000097410484	0.921838853643	N\A	0.046360728798	0.042960151987	0.006877844145	47	26	
3100000	300.557310	1	-0.691368088623	0.636865105862	0.420239811650	-0.048134361330	0.000354899247	0.920929385666	N\A	0.061069501899	0.054449950671	0.006974331140	46	22	
3150000	309.165891	1	-0.888157744087	0.797320984350	0.281034729856	-0.037278968504	0.000290172297	0.926137560372	N\A	0.053344903378	0.042140117929	0.006599849459	38	26	
3200000	310.498789	1	-1.077524256439	0.835300468200	0.255691241234	-0.040668752482	0.000248092026	0.923844428837	N\A	0.052023184182	0.044970049678	0.007095535077	37	25	
3250000	314.916276	1	-1.158547109237	0.903448585335	0.189761672453	-0.034953314020	0.000314535270	0.921797652075	N\A	0.047798986384	0.042868466465	0.006783149629	39	25	
3300000	312.773929	1	-0.833469031733	0.777768982578	0.314423274530	-0.047283564247	0.000329383787	0.921248069993	N\A	0.046484814209	0.040864476443	0.006242726859	38	25	
3350000	315.855568	1	-0.850755471270	0.768223243211	0.306500489069	-0.039893424006	0.000476625165	0.932924043718	N\A	0.053325774035	0.047892303046	0.006204740533	36	23	
3400000	316.586804	1	-0.867543218442	0.743519082461	0.283072496819	-0.026220424569	0.000690350062	0.934439208545	N\A	0.045042154704	0.044339423564	0.006062701050	46	27	
3450000	316.423272	1	-0.901243604226	0.846252271181	0.200077379370	-0.027992704646	0.000281489039	0.928345910000	N\A	0.056344942376	0.051133104196	0.007177737813	43	28	
3500000	314.295908	1	-0.786929298513	0.768624010739	0.214951354049	-0.018268797532	0.000324754729	0.938871569185	N\A	0.041567304829	0.036955988039	0.005691948723	45	21	
3550000	301.799176	1	-0.955902093638	0.800431753416	0.305999490704	-0.039486953071	0.000311231576	0.922885651974	N\A	0.045918722883	0.042180848375	0.006228004732	37	25	
3600000	326.523942	1	-0.980476396588	0.782841234824	0.267794513677	-0.035295005768	0.000369409979	0.923531996939	N\A	0.047568106900	0.042045457385	0.006438748791	43	26	
3650000	323.004127	1	-0.879024460155	0.792231502178	0.265142391489	-0.037774180650	0.000226370566	0.923112414053	N\A	0.050337601052	0.046205666032	0.006532478418	32	23	
3700000	321.452096	1	-0.936437353730	0.777979260042	0.303408937260	-0.039379098428	0.000240925533	0.926380144230	N\A	0.043358208643	0.036460068874	0.005687298416	39	25	
3750000	305.050326	1	-1.108898803759	0.911078492317	0.197634261630	-0.037655087983	0.000321112025	0.913603235073	N\A	0.049837675215	0.043519199645	0.006551040700	33	22	
3800000	275.257481	1	-1.332290629595	0.954424127153	0.151045968114	-0.032727424441	0.000526123602	0.917097539406	N\A	0.057933469331	0.051422107193	0.007669434292	44	14	
3850000	304.802038	1	-1.284182380161	0.836822064188	0.202667310851	-0.028982414941	0.000566131925	0.932684410152	N\A	0.050799488395	0.042731442460	0.006153905052	44	21	
3900000	288.694769	1	-1.306084056199	0.688246146022	0.328896587234	-0.037690417168	0.000457669418	0.901843908057	N\A	0.062514955199	0.053013126802	0.007200480173	35	21	
3950000	310.081764	1	-0.891986970924	0.815434254195	0.233082875802	-0.031731852347	0.000653060896	0.933143394670	N\A	0.052143045900	0.045157286197	0.006333462344	41	23	
4000000	339.919032	1	-0.849558641487	0.819154794835	0.199509786558	-0.020047585894	0.000208276236	0.926674218911	N\A	0.044810904162	0.044228731525	0.006750332892	40	29	
4050000	278.999422	1	-1.034050198488	0.854014425245	0.215055830874	-0.030579842947	0.000336383034	0.922468397747	N\A	0.061786427693	0.050550784306	0.007596795582	39	25	
4100000	317.286519	1	-0.892461500249	0.832077108767	0.219231980016	-0.028111614075	0.000322924294	0.925777528977	N\A	0.045192944333	0.041210687274	0.006148587243	36	25	
4150000	325.699742	1	-1.020131405656	0.885095446593	0.226805247161	-0.038456277953	0.000320336766	0.916983261963	N\A	0.055968146115	0.049987841089	0.007011975132	36	27	
4200000	337.349714	1	-0.843489604398	0.795944447569	0.227139119908	-0.026173513965	0.000303982300	0.930704161079	N\A	0.045423164202	0.040159379201	0.005706054787	37	26	
4250000	344.619864	1	-0.706284716581	0.715681760402	0.278164960461	-0.026909722570	0.000275072007	0.941923085842	N\A	0.040011795311	0.037410816027	0.005227175479	41	26	
4300000	320.754513	1	-0.861158270123	0.858388040474	0.135742206936	-0.011422971181	0.000272414093	0.940088398991	N\A	0.039633488755	0.039170888756	0.005719052058	48	23	
4350000	312.291348	1	-0.984752154469	0.935008978670	0.078241236842	-0.007014612608	0.000298271186	0.935949341790	N\A	0.046424086751	0.043512361508	0.006153399174	50	29	
4400000	302.780258	1	-0.814836657320	0.766859243511	0.253683472234	-0.025898046066	0.000360938626	0.931908227684	N\A	0.044487626211	0.038503975316	0.005806487024	41	23	
4450000	302.525250	1	-0.783412281955	0.797765219446	0.177412921943	-0.008606807993	0.000167281553	0.916506412417	N\A	0.052730341614	0.042528843102	0.006153580454	40	25	
