Species_TTOL	SEP	rest_of_brain	BOD	BOD2
Antechinus_flavipes	0.949878	3.0789623596587	1.568202	2.459257512804
Antechinus_minimus	1.041393	3.0789623596587	1.724276	2.973127724176
Bettongia_gaimardi	2.088136	3.0789623596587	3.176091	10.087554040281
Bettongia_penicillata	2.038223	3.0789623596587	3.079181	9.481355630761
Burramys_parvus	1.152288	3.0789623596587	1.770852	3.135916805904
Cercartetus_nanus	0.900913	3.0789623596587	1.278754	1.635211792516
Dactylopsila_trivirgata	1.778151	3.0789623596587	2.643453	6.987843763209
Dasycercus_cristicauda	1.305351	3.0789623596587	2	4
Dasyuroides_byrnei	1.338456	3.0789623596587	2.146128	4.605865392384
Dasyurus_geoffroii	1.775246	3.0789623596587	2.69897	7.2844390609
Dasyurus_hallucatus	1.583199	3.0789623596587	3.021189	9.127582973721
Dendrolagus_lumholtzi	2.280123	3.0789623596587	3.78533	14.3287232089
Distoechurus_pennatus	1.170262	3.0789623596587	1.633468	2.668217707024
Dorcopsis	2.163161	3.0789623596587	3.462398	11.988199910404
Echymipera_kalubu	1.701568	3.0789623596587	2.819544	7.949828367936
Gymnobelideus_leadbeateri	1.488551	3.0789623596587	2.041393	4.167285380449
Hypsiprymnodon_moschatus	1.800717	3.0789623596587	2.748188	7.552537283344
Isoodon_macrourus	1.769377	3.0789623596587	3.033424	9.201661163776
Isoodon_obesulus_obesulus	1.816241	3.0789623596587	3.004321	9.025944671041
Osphranter_antilopinus	2.608205	3.0789623596587	4.537819	20.591801276761
Macropus_giganteus	2.591176	3.0789623596587	4.563481	20.825358837361
Notamacropus_irma	2.356599	3.0789623596587	3.819544	14.588916367936
Notamacropus_parma	2.13226	3.0789623596587	3.536558	12.507242487364
Notamacropus_parryi	2.504199	3.0789623596587	4.170262	17.391085148644
Osphranter_robustus	2.533899	3.0789623596587	4.409933	19.447509064489
Osphranter_rufus	2.644832	3.0789623596587	4.494155	20.197429164025
Thylamys_pallidior	0.910624	3.0789623596587	1.477121	2.181886448641
Marmosops_impavidus	1.227887	3.0789623596587	1.845098	3.404386629604
Monodelphis_brevicaudata	1.117271	3.0789623596587	1.924279	3.702849669841
Notoryctes_typhlops	1.190332	3.0789623596587	1.531479	2.345427927441
Petauroides_volans	1.633468	3.0789623596587	3.09691	9.5908515481
Petaurus_australis	1.767156	3.0789623596587	2.748188	7.552537283344
Petaurus_breviceps	1.437751	3.0789623596587	2.113943	4.468755007249
Petaurus_norfolcensis	1.561101	3.0789623596587	2.374748	5.639428063504
Petrogale_inornata	2.200577	3.0789623596587	3.628389	13.165206735321
Petrogale_lateralis	2.130012	3.0789623596587	3.556303	12.647291027809
Petrogale_penicillata	2.299071	3.0789623596587	3.690196	13.617546518416
Petrogale_purpureicollis	2.215109	3.0789623596587	3.740363	13.990315371769
Petropseudes_dahli	1.752816	3.0789623596587	3.127105	9.778785681025
Phascolarctos_cinereus	2.223496	3.0789623596587	3.968483	15.748857321289
Planigale_ingrami	0.158362	3.0789623596587	0.826075	0.682399905625
Planigale_maculata	0.535294	3.0789623596587	1.041393	1.084499380449
Potorous_tridactylus_tridactylus	2.071145	3.0789623596587	3.089905	9.547512909025
Pseudochirulus_canescens	1.469822	3.0789623596587	2.447158	5.988582276964
Pseudochirulus_forbesi	1.603144	3.0789623596587	2.70757	7.3309353049
Sarcophilus_harrisii	2.240549	3.0789623596587	3.732394	13.930764971236
Sminthopsis_crassicaudata	0.774517	3.0789623596587	1.146128	1.313609392384
Sminthopsis_leucopus	0.840106	3.0789623596587	1.361728	1.854303145984
Phalanger_gymnotis	2.186108	3.0789623596587	3.451786	11.914826589796
Thylacinus_cynocephalus	2.554489	3.0789623596587	4.342423	18.856637510929
Thylogale_billardierii	2.319314	3.0789623596587	3.845098	14.784778629604
Thylogale_stigmatica	2.231215	3.0789623596587	3.653213	13.345965223369
Trichosurus_vulpecula	2.114611	3.0789623596587	3.30103	10.8967990609
Vombatus_ursinus	2.571243	3.0789623596587	4.357935	18.991597464225
Wallabia_bicolor	2.491362	3.0789623596587	4.198657	17.628720603649
Balionycteris_maculata	0.926	3.0789623596587	1.158	1.340964
Casinycteris_argynnis	1.086	3.0789623596587	1.428	2.039184
Chironax_melanocephalus	0.979	3.0789623596587	1.248	1.557504
Cynopterus_brachyotis	1.164	3.0789623596587	1.53	2.3409
Cynopterus_horsfieldii	1.267	3.0789623596587	1.773	3.143529
Cynopterus_sphinx	1.238	3.0789623596587	1.713	2.934369
Dobsonia_inermis	1.593	3.0789623596587	2.173	4.721929
Dobsonia_moluccensis	1.786	3.0789623596587	2.543	6.466849
Dobsonia_praedatrix	1.621	3.0789623596587	2.25	5.0625
Eidolon_helvum	1.79	3.0789623596587	2.418	5.846724
Eonycteris_spelaea	1.299	3.0789623596587	1.769	3.129361
Epomophorus_labiatus	1.33	3.0789623596587	1.806	3.261636
Epomops_franqueti	1.461	3.0789623596587	2.072	4.293184
Hypsignathus_monstrosus	1.659	3.0789623596587	2.491	6.205081
Macroglossus_minimus	0.911	3.0789623596587	1.164	1.354896
Megaerops_ecaudatus	1.061	3.0789623596587	1.38	1.9044
Megaloglossus_woermanni	1.009	3.0789623596587	1.253	1.570009
Melonycteris_melanops	1.248	3.0789623596587	1.675	2.805625
Melonycteris_woodfordi	1.155	3.0789623596587	1.549	2.399401
Epomophorus_pusillus	1.053	3.0789623596587	1.4	1.96
Myonycteris_torquata	1.243	3.0789623596587	1.561	2.436721
Notopteris_macdonaldi	1.373	3.0789623596587	1.841	3.389281
Nyctimene_albiventer	1.072	3.0789623596587	1.473	2.169729
Nyctimene_robinsoni	1.236	3.0789623596587	1.673	2.798929
Nyctimene_vizcaccia	1.146	3.0789623596587	1.549	2.399401
Paranyctimene_raptor	0.975	3.0789623596587	1.417	2.007889
Pteropus_alecto	1.956	3.0789623596587	2.775	7.700625
Pteropus_conspicillatus	1.987	3.0789623596587	2.875	8.265625
Pteropus_hypomelanus	1.844	3.0789623596587	2.591	6.713281
Pteropus_lylei	1.845	3.0789623596587	2.497	6.235009
Pteropus_neohibernicus	1.986	3.0789623596587	2.924	8.549776
Pteropus_poliocephalus	1.955	3.0789623596587	2.842	8.076964
Pteropus_samoensis	1.827	3.0789623596587	2.491	6.205081
Pteropus_scapulatus	1.829	3.0789623596587	2.574	6.625476
Pteropus_temminckii	1.808	3.0789623596587	2.398	5.750404
Pteropus_tonganus	1.87	3.0789623596587	2.652	7.033104
Pteropus_vampyrus	2.055	3.0789623596587	3.027	9.162729
Rousettus_aegyptiacus	1.505	3.0789623596587	2.111	4.456321
Rousettus_amplexicaudatus	1.36	3.0789623596587	1.856	3.444736
Scotonycteris_zenkeri	0.965	3.0789623596587	1.328	1.763584
Sphaerias_blanfordi	1.161	3.0789623596587	1.47	2.1609
Syconycteris_australis	0.991	3.0789623596587	1.207	1.456849
Anoura_caudifer	0.76	3.0789623596587	1.025	1.050625
Anoura_geoffroyi	0.93	3.0789623596587	1.204	1.449616
Ardops_nichollsi	0.87	3.0789623596587	1.352	1.827904
Artibeus_cinereus	0.79	3.0789623596587	1.1	1.21
Artibeus_concolor	0.88	3.0789623596587	1.288	1.658944
Artibeus_jamaicensis	1.08	3.0789623596587	1.613	2.601769
Artibeus_lituratus	1.18	3.0789623596587	1.748	3.055504
Aselliscus_stoliczkanus	0.22	3.0789623596587	0.69	0.4761
Aselliscus_tricuspidatus	0.24	3.0789623596587	0.643	0.413449
Brachyphylla_cavernarum	1.24	3.0789623596587	1.648	2.715904
Cardioderma_cor	0.84	3.0789623596587	1.415	2.002225
Carollia_perspicillata	0.85	3.0789623596587	1.25	1.5625
Chalinolobus_gouldii	0.53	3.0789623596587	1.068	1.140624
Chalinolobus_morio	0.43	3.0789623596587	0.919	0.844561
Chiroderma_salvini	0.96	3.0789623596587	1.417	2.007889
Chiroderma_trinitatum	0.78	3.0789623596587	1.137	1.292769
Chiroderma_villosum	0.88	3.0789623596587	1.394	1.943236
Choeroniscus_minor	0.68	3.0789623596587	0.982	0.964324
Coleura_afra	0.44	3.0789623596587	1.061	1.125721
Cormura_brevirostris	0.38	3.0789623596587	0.914	0.835396
Craseonycteris_thonglongyai	0.07	3.0789623596587	0.408	0.166464
Desmodus_rotundus	1.04	3.0789623596587	1.56	2.4336
Diphylla_ecaudata	0.94	3.0789623596587	1.49	2.2201
Emballonura_monticola	0.25	3.0789623596587	0.724	0.524176
Emballonura_raffrayana	0.34	3.0789623596587	0.771	0.594441
Eptesicus_brasiliensis	0.48	3.0789623596587	0.964	0.929296
Eptesicus_fuscus_bahamensis	0.53	3.0789623596587	1.134	1.285956
Eumops_auripendulus	0.79	3.0789623596587	1.529	2.337841
Eumops_glaucinus	0.9	3.0789623596587	1.562	2.439844
Furipterus_horrens	0.12	3.0789623596587	0.535	0.286225
Glischropus_tylopus	0.1	3.0789623596587	0.69	0.4761
Glossophaga_longirostris	0.78	3.0789623596587	1.053	1.108809
Glossophaga_soricina	0.76	3.0789623596587	0.996	0.992016
Harpiocephalus_harpia	0.85	3.0789623596587	1.13	1.2769
Hesperoptenus_blanfordi	0.32	3.0789623596587	0.863	0.744769
Hipposideros_armiger	0.93	3.0789623596587	1.748	3.055504
Hipposideros_ater	0.43	3.0789623596587	0.839	0.703921
Hipposideros_caffer	0.55	3.0789623596587	1.041	1.083681
Macronycteris_commersoni	0.94	3.0789623596587	1.997	3.988009
Hipposideros_diadema	0.93	3.0789623596587	1.622	2.630884
Hipposideros_fulvus	0.44	3.0789623596587	0.845	0.714025
Hipposideros_lankadiva	0.94	3.0789623596587	1.686	2.842596
Hipposideros_larvatus	0.72	3.0789623596587	1.312	1.721344
Hipposideros_ridleyi	0.52	3.0789623596587	0.982	0.964324
Hipposideros_speoris	0.53	3.0789623596587	1.061	1.125721
Hipposideros_turpis	0.84	3.0789623596587	1.542	2.377764
Ia_io	0.99	3.0789623596587	1.727	2.982529
Kerivoula_papillosa	0.45	3.0789623596587	1.004	1.008016
Lasiurus_borealis	0.32	3.0789623596587	0.892	0.795664
Leptonycteris_curasoae	0.92	3.0789623596587	1.389	1.929321
Leptonycteris_nivalis	0.95	3.0789623596587	1.358	1.844164
Lonchophylla_mordax	0.82	3.0789623596587	1.029	1.058841
Hsunycteris_thomasi	0.67	3.0789623596587	0.839	0.703921
Lophostoma_silvicolum	0.75	3.0789623596587	1.509	2.277081
Macroderma_gigas	1.18	3.0789623596587	2.078	4.318084
Macrophyllum_macrophyllum	0.48	3.0789623596587	0.934	0.872356
Megaderma_lyra	0.9	3.0789623596587	1.587	2.518569
Megaderma_spasma	0.79	3.0789623596587	1.354	1.833316
Mesophylla_macconnelli	0.63	3.0789623596587	0.875	0.765625
Micronycteris_brachyotis	0.64	3.0789623596587	1.167	1.361889
Micronycteris_megalotis	0.39	3.0789623596587	0.813	0.660969
Micronycteris_minuta	0.47	3.0789623596587	0.839	0.703921
Micronycteris_schmidtorum	0.45	3.0789623596587	0.892	0.795664
Gardnerycteris_crenulatum	0.47	3.0789623596587	1.072	1.149184
Miniopterus_australis	0.43	3.0789623596587	0.851	0.724201
Miniopterus_inflatus	0.59	3.0789623596587	1.173	1.375929
Miniopterus_magnater	0.57	3.0789623596587	1.176	1.382976
Miniopterus_pusillus	0.42	3.0789623596587	0.934	0.872356
Miniopterus_tristis	0.57	3.0789623596587	1.193	1.423249
Molossus_molossus	0.61	3.0789623596587	1.137	1.292769
Molossus_rufus	0.79	3.0789623596587	1.526	2.328676
Monophyllus_plethodon	0.77	3.0789623596587	1.176	1.382976
Mormoops_megalophylla	0.68	3.0789623596587	1.196	1.430416
Murina_cyclotis	0.52	3.0789623596587	0.851	0.724201
Murina_huttoni	0.55	3.0789623596587	0.944	0.891136
Myotis_adversus	0.54	3.0789623596587	1.049	1.100401
Myotis_albescens	0.22	3.0789623596587	0.602	0.362404
Myotis_annectans	0.51	3.0789623596587	0.991	0.982081
Myotis_bechsteinii	0.67	3.0789623596587	0.978	0.956484
Myotis_bocagii	0.4	3.0789623596587	0.845	0.714025
Myotis_dasycneme	0.67	3.0789623596587	1.176	1.382976
Myotis_myotis	0.83	3.0789623596587	1.408	1.982464
Myotis_nigricans	0.31	3.0789623596587	0.663	0.439569
Myotis_siligorensis	0.15	3.0789623596587	0.539	0.290521
Natalus_tumidirostris	0.49	3.0789623596587	0.839	0.703921
Noctilio_albiventris	0.72	3.0789623596587	1.515	2.295225
Noctilio_leporinus	1.03	3.0789623596587	1.763	3.108169
Nyctalus_noctula	0.66	3.0789623596587	1.431	2.047761
Nycteris_arge	0.55	3.0789623596587	1.025	1.050625
Nycteris_grandis	0.8	3.0789623596587	1.474	2.172676
Nycteris_hispida	0.47	3.0789623596587	0.892	0.795664
Nycteris_javanica	0.55	3.0789623596587	1.265	1.600225
Nycteris_macrotis	0.54	3.0789623596587	1.161	1.347921
Nycteris_thebaica	0.46	3.0789623596587	0.949	0.900601
Nyctophilus_geoffroyi	0.33	3.0789623596587	0.857	0.734449
Otomops_martiensseni	0.85	3.0789623596587	1.618	2.617924
Peropteryx_macrotis	0.3	3.0789623596587	0.748	0.559504
Phylloderma_stenops	1.2	3.0789623596587	1.664	2.768896
Phyllostomus_discolor	1.12	3.0789623596587	1.563	2.442969
Phyllostomus_elongatus	0.94	3.0789623596587	1.652	2.729104
Phyllostomus_hastatus	1.17	3.0789623596587	1.963	3.853369
Pipistrellus_javanicus	0.21	3.0789623596587	0.653	0.426409
Pipistrellus_tenuis	0.12	3.0789623596587	0.591	0.349281
Afronycteris_nana	0.16	3.0789623596587	0.591	0.349281
Hypsugo_pulveratus	0.32	3.0789623596587	0.724	0.524176
Perimyotis_subflavus	0.36	3.0789623596587	0.724	0.524176
Pteronotus_gymnonotus	0.54	3.0789623596587	1.134	1.285956
Pteronotus_parnellii_mesoamericanus	0.77	3.0789623596587	1.305	1.703025
Pteronotus_personatus	0.42	3.0789623596587	0.908	0.824464
Rhinolophus_cornutus	0.37	3.0789623596587	0.82	0.6724
Rhinolophus_eloquens	0.71	3.0789623596587	1.281	1.640961
Rhinolophus_hipposideros	0.31	3.0789623596587	0.663	0.439569
Rhinolophus_landeri	0.56	3.0789623596587	0.987	0.974169
Rhinolophus_lepidus	0.36	3.0789623596587	0.778	0.605284
Rhinolophus_luctus	0.76	3.0789623596587	1.516	2.298256
Rhinolophus_macrotis	0.43	3.0789623596587	0.799	0.638401
Rhinolophus_malayanus	0.44	3.0789623596587	0.806	0.649636
Rhinolophus_megaphyllus	0.49	3.0789623596587	0.991	0.982081
Rhinolophus_pearsonii	0.58	3.0789623596587	1.143	1.306449
Rhinolophus_pusillus	0.27	3.0789623596587	0.672	0.451584
Rhinolophus_trifoliatus	0.52	3.0789623596587	1.164	1.354896
Rhinolophus_yunnanensis	0.68	3.0789623596587	1.371	1.879641
Rhinonicteris_aurantia	0.5	3.0789623596587	0.934	0.872356
Rhinophylla_pumilio	0.65	3.0789623596587	0.949	0.900601
Rhinopoma_hardwickii	0.59	3.0789623596587	1.111	1.234321
Rhinopoma_microphyllum	0.7	3.0789623596587	1.468	2.155024
Rhogeessa_parvula	0.21	3.0789623596587	0.653	0.426409
Rhynchonycteris_naso	0.15	3.0789623596587	0.58	0.3364
Saccopteryx_bilineata	0.43	3.0789623596587	0.924	0.853776
Saccopteryx_canescens	0.21	3.0789623596587	0.531	0.281961
Saccopteryx_leptura	0.23	3.0789623596587	0.708	0.501264
Scotomanes_ornatus	0.78	3.0789623596587	1.338	1.790244
Scotophilus_dinganii	0.65	3.0789623596587	1.386	1.920996
Scotophilus_kuhlii	0.61	3.0789623596587	1.31	1.7161
Sphaeronycteris_toxophyllum	0.82	3.0789623596587	1.265	1.600225
Sturnira_lilium	0.95	3.0789623596587	1.305	1.703025
Sturnira_ludovici	0.94	3.0789623596587	1.413	1.996569
Sturnira_tildae	0.95	3.0789623596587	1.387	1.923769
Tadarida_aegyptiaca	0.75	3.0789623596587	1.248	1.557504
Taphozous_australis	0.83	3.0789623596587	1.38	1.9044
Taphozous_hildegardeae	0.8	3.0789623596587	1.438	2.067844
Taphozous_mauritianus	0.8	3.0789623596587	1.462	2.137444
Taphozous_melanopogon	0.75	3.0789623596587	1.356	1.838736
Tonatia_bidens	0.91	3.0789623596587	1.468	2.155024
Lophostoma_schulzi	0.56	3.0789623596587	1.328	1.763584
Trachops_cirrhosus	0.94	3.0789623596587	1.567	2.455489
Triaenops_persicus	0.42	3.0789623596587	1.137	1.292769
Tylonycteris_pachypus	0.06	3.0789623596587	0.681	0.463761
Tylonycteris_robustula	0.16	3.0789623596587	0.857	0.734449
Uroderma_bilobatum	0.93	3.0789623596587	1.21	1.4641
Vampyressa_pusilla	0.72	3.0789623596587	0.934	0.872356
Vampyrum_spectrum	1.3	3.0789623596587	2.238	5.008644
Alouatta_seniculus	2.301	3.0789623596587	3.806	14.485636
Aotus_trivirgatus	1.923	3.0789623596587	2.919	8.520561
Ateles_geoffroyi	2.511	3.0789623596587	3.903	15.233409
Avahi_laniger	1.843	3.0789623596587	3.109	9.665881
Plecturocebus_moloch	1.937	3.0789623596587	2.954	8.726116
Callimico_goeldii	1.803	3.0789623596587	2.681	7.187761
Callithrix_jacchus	1.697	3.0789623596587	2.447	5.987809
Cebuella_pygmaea	1.465	3.0789623596587	2.146	4.605316
Cebus_albifrons	2.241	3.0789623596587	3.491	12.187081
Cercopithecus_ascanius	2.4	3.0789623596587	3.531	12.467961
Cercopithecus_mitis_mitis	2.391	3.0789623596587	3.799	14.432401
Cheirogaleus_major	1.77	3.0789623596587	2.653	7.038409
Cheirogaleus_medius	1.512	3.0789623596587	2.248	5.053504
Daubentonia_madagascariensis	2.405	3.0789623596587	3.447	11.881809
Erythrocebus_patas	2.519	3.0789623596587	3.892	15.147664
Eulemur_fulvus_fulvus	2.076	3.0789623596587	3.146	9.897316
Galago_senegalensis	1.553	3.0789623596587	2.27	5.1529
Galagoides_demidoff	1.41	3.0789623596587	1.908	3.640464
Gorilla_gorilla	3.069	3.0789623596587	5.021	25.210441
Homo_sapiens	3.417	3.0789623596587	4.813	23.164969
Hylobates_lar	2.48	3.0789623596587	3.756	14.107536
Indri_indri	2.312	3.0789623596587	3.796	14.409616
Lagothrix_lagotricha	2.425	3.0789623596587	3.716	13.808656
Lepilemur_mustelinus	1.754	3.0789623596587	2.961	8.767521
Lophocebus_albigena	2.468	3.0789623596587	3.898	15.194404
Loris_tardigradus_tardigradus	1.614	3.0789623596587	2.508	6.290064
Macaca_mulatta	2.433	3.0789623596587	3.892	15.147664
Microcebus_murinus	1.185	3.0789623596587	1.732	2.999824
Miopithecus_talapoin	2.124	3.0789623596587	3.079	9.480241
Nasalis_larvatus	2.522	3.0789623596587	4.146	17.189316
Nycticebus_coucang	1.964	3.0789623596587	2.903	8.427409
Otolemur_crassicaudatus	1.845	3.0789623596587	2.929	8.579041
Pan_troglodytes	2.93	3.0789623596587	4.663	21.743569
Papio_cynocephalus	2.747	3.0789623596587	4.398	19.342404
Perodicticus_potto	2.057	3.0789623596587	3.061	9.369721
Pithecia_monachus	2.146	3.0789623596587	3.176	10.086976
Piliocolobus_badius	2.459	3.0789623596587	3.845	14.784025
Propithecus_verreauxi	2.201	3.0789623596587	3.542	12.545764
Pygathrix_nemaeus	2.462	3.0789623596587	3.875	15.015625
Saguinus_midas	1.612	3.0789623596587	2.531	6.405961
Saguinus_oedipus	1.782	3.0789623596587	2.58	6.6564
Saimiri_sciureus_sciureus	1.957	3.0789623596587	2.82	7.9524
Tarsius_tarsier	1.367	3.0789623596587	2.097	4.397409
Varecia_variegata	2.314	3.0789623596587	3.477	12.089529
