Species_TTOL	MES	rest_of_brain	rest_of_brain2	BOD	BOD2
Thylamys_pallidior	1.793092	3.0789623596587	9.48000921219507	1.477121	2.181886448641
Marmosops_impavidus	2.011993	3.0789623596587	9.48000921219507	1.845098	3.404386629604
Monodelphis_brevicaudata	1.914872	3.0789623596587	9.48000921219507	1.924279	3.702849669841
Notoryctes_typhlops	1.662758	3.0789623596587	9.48000921219507	1.531479	2.345427927441
Petauroides_volans	2.580925	3.0789623596587	9.48000921219507	3.09691	9.5908515481
Petaurus_australis	2.467756	3.0789623596587	9.48000921219507	2.748188	7.552537283344
Petaurus_breviceps	2.209515	3.0789623596587	9.48000921219507	2.113943	4.468755007249
Petaurus_norfolcensis	2.276002	3.0789623596587	9.48000921219507	2.374748	5.639428063504
Petrogale_inornata	2.918502	3.0789623596587	9.48000921219507	3.628389	13.165206735321
Petrogale_lateralis	2.8238	3.0789623596587	9.48000921219507	3.556303	12.647291027809
Petrogale_penicillata	3.071514	3.0789623596587	9.48000921219507	3.690196	13.617546518416
Petrogale_purpureicollis	2.959852	3.0789623596587	9.48000921219507	3.740363	13.990315371769
Petropseudes_dahli	2.574379	3.0789623596587	9.48000921219507	3.127105	9.778785681025
Phascolarctos_cinereus	2.994361	3.0789623596587	9.48000921219507	3.968483	15.748857321289
Planigale_ingrami	1.041393	3.0789623596587	9.48000921219507	0.826075	0.682399905625
Planigale_maculata	1.313867	3.0789623596587	9.48000921219507	1.041393	1.084499380449
Potorous_tridactylus_tridactylus	2.766785	3.0789623596587	9.48000921219507	3.089905	9.547512909025
Pseudochirulus_canescens	2.158061	3.0789623596587	9.48000921219507	2.447158	5.988582276964
Pseudochirulus_forbesi	2.376029	3.0789623596587	9.48000921219507	2.70757	7.3309353049
Sarcophilus_harrisii	2.940516	3.0789623596587	9.48000921219507	3.732394	13.930764971236
Sminthopsis_crassicaudata	1.526339	3.0789623596587	9.48000921219507	1.146128	1.313609392384
Sminthopsis_leucopus	1.635484	3.0789623596587	9.48000921219507	1.361728	1.854303145984
Phalanger_gymnotis	2.822626	3.0789623596587	9.48000921219507	3.451786	11.914826589796
Thylacinus_cynocephalus	3.365113	3.0789623596587	9.48000921219507	4.342423	18.856637510929
Thylogale_billardierii	3.093772	3.0789623596587	9.48000921219507	3.845098	14.784778629604
Thylogale_stigmatica	3.028571	3.0789623596587	9.48000921219507	3.653213	13.345965223369
Trichosurus_vulpecula	2.769599	3.0789623596587	9.48000921219507	3.30103	10.8967990609
Vombatus_ursinus	3.280123	3.0789623596587	9.48000921219507	4.357935	18.991597464225
Wallabia_bicolor	3.234264	3.0789623596587	9.48000921219507	4.198657	17.628720603649
Balionycteris_maculata	1.477	3.0789623596587	9.48000921219507	1.158	1.340964
Casinycteris_argynnis	1.732	3.0789623596587	9.48000921219507	1.428	2.039184
Chironax_melanocephalus	1.491	3.0789623596587	9.48000921219507	1.248	1.557504
Cynopterus_brachyotis	1.708	3.0789623596587	9.48000921219507	1.53	2.3409
Cynopterus_horsfieldii	1.875	3.0789623596587	9.48000921219507	1.773	3.143529
Cynopterus_sphinx	1.82	3.0789623596587	9.48000921219507	1.713	2.934369
Dobsonia_inermis	2.041	3.0789623596587	9.48000921219507	2.173	4.721929
Dobsonia_moluccensis	2.262	3.0789623596587	9.48000921219507	2.543	6.466849
Dobsonia_praedatrix	2.104	3.0789623596587	9.48000921219507	2.25	5.0625
Eidolon_helvum	2.303	3.0789623596587	9.48000921219507	2.418	5.846724
Eonycteris_spelaea	1.854	3.0789623596587	9.48000921219507	1.769	3.129361
Epomophorus_labiatus	1.968	3.0789623596587	9.48000921219507	1.806	3.261636
Epomops_franqueti	2.143	3.0789623596587	9.48000921219507	2.072	4.293184
Hypsignathus_monstrosus	2.334	3.0789623596587	9.48000921219507	2.491	6.205081
Macroglossus_minimus	1.528	3.0789623596587	9.48000921219507	1.164	1.354896
Megaerops_ecaudatus	1.644	3.0789623596587	9.48000921219507	1.38	1.9044
Megaloglossus_woermanni	1.583	3.0789623596587	9.48000921219507	1.253	1.570009
Melonycteris_melanops	1.782	3.0789623596587	9.48000921219507	1.675	2.805625
Melonycteris_woodfordi	1.684	3.0789623596587	9.48000921219507	1.549	2.399401
Epomophorus_pusillus	1.685	3.0789623596587	9.48000921219507	1.4	1.96
Myonycteris_torquata	1.824	3.0789623596587	9.48000921219507	1.561	2.436721
Notopteris_macdonaldi	1.821	3.0789623596587	9.48000921219507	1.841	3.389281
Nyctimene_albiventer	1.675	3.0789623596587	9.48000921219507	1.473	2.169729
Nyctimene_robinsoni	1.859	3.0789623596587	9.48000921219507	1.673	2.798929
Nyctimene_vizcaccia	1.748	3.0789623596587	9.48000921219507	1.549	2.399401
Paranyctimene_raptor	1.626	3.0789623596587	9.48000921219507	1.417	2.007889
Pteropus_alecto	2.5	3.0789623596587	9.48000921219507	2.775	7.700625
Pteropus_conspicillatus	2.525	3.0789623596587	9.48000921219507	2.875	8.265625
Pteropus_hypomelanus	2.379	3.0789623596587	9.48000921219507	2.591	6.713281
Pteropus_lylei	2.381	3.0789623596587	9.48000921219507	2.497	6.235009
Pteropus_neohibernicus	2.558	3.0789623596587	9.48000921219507	2.924	8.549776
Pteropus_poliocephalus	2.528	3.0789623596587	9.48000921219507	2.842	8.076964
Pteropus_samoensis	2.4	3.0789623596587	9.48000921219507	2.491	6.205081
Pteropus_scapulatus	2.373	3.0789623596587	9.48000921219507	2.574	6.625476
Pteropus_temminckii	2.353	3.0789623596587	9.48000921219507	2.398	5.750404
Pteropus_tonganus	2.394	3.0789623596587	9.48000921219507	2.652	7.033104
Pteropus_vampyrus	2.581	3.0789623596587	9.48000921219507	3.027	9.162729
Rousettus_aegyptiacus	2.038	3.0789623596587	9.48000921219507	2.111	4.456321
Rousettus_amplexicaudatus	1.914	3.0789623596587	9.48000921219507	1.856	3.444736
Scotonycteris_zenkeri	1.623	3.0789623596587	9.48000921219507	1.328	1.763584
Sphaerias_blanfordi	1.69	3.0789623596587	9.48000921219507	1.47	2.1609
Syconycteris_australis	1.517	3.0789623596587	9.48000921219507	1.207	1.456849
Anoura_caudifer	1.394	3.0789623596587	9.48000921219507	1.025	1.050625
Anoura_geoffroyi	1.538	3.0789623596587	9.48000921219507	1.204	1.449616
Ardops_nichollsi	1.528	3.0789623596587	9.48000921219507	1.352	1.827904
Artibeus_cinereus	1.473	3.0789623596587	9.48000921219507	1.1	1.21
Artibeus_concolor	1.634	3.0789623596587	9.48000921219507	1.288	1.658944
Artibeus_jamaicensis	1.77	3.0789623596587	9.48000921219507	1.613	2.601769
Artibeus_lituratus	1.838	3.0789623596587	9.48000921219507	1.748	3.055504
Aselliscus_stoliczkanus	1.152	3.0789623596587	9.48000921219507	0.69	0.4761
Aselliscus_tricuspidatus	1.146	3.0789623596587	9.48000921219507	0.643	0.413449
Brachyphylla_cavernarum	1.834	3.0789623596587	9.48000921219507	1.648	2.715904
Cardioderma_cor	1.823	3.0789623596587	9.48000921219507	1.415	2.002225
Carollia_perspicillata	1.561	3.0789623596587	9.48000921219507	1.25	1.5625
Chalinolobus_gouldii	1.373	3.0789623596587	9.48000921219507	1.068	1.140624
Chalinolobus_morio	1.286	3.0789623596587	9.48000921219507	0.919	0.844561
Chiroderma_salvini	1.741	3.0789623596587	9.48000921219507	1.417	2.007889
Chiroderma_trinitatum	1.549	3.0789623596587	9.48000921219507	1.137	1.292769
Chiroderma_villosum	1.713	3.0789623596587	9.48000921219507	1.394	1.943236
Choeroniscus_minor	1.382	3.0789623596587	9.48000921219507	0.982	0.964324
Coleura_afra	1.42	3.0789623596587	9.48000921219507	1.061	1.125721
Cormura_brevirostris	1.436	3.0789623596587	9.48000921219507	0.914	0.835396
Craseonycteris_thonglongyai	1.025	3.0789623596587	9.48000921219507	0.408	0.166464
Desmodus_rotundus	1.766	3.0789623596587	9.48000921219507	1.56	2.4336
Diphylla_ecaudata	1.724	3.0789623596587	9.48000921219507	1.49	2.2201
Emballonura_monticola	1.301	3.0789623596587	9.48000921219507	0.724	0.524176
Emballonura_raffrayana	1.33	3.0789623596587	9.48000921219507	0.771	0.594441
Eptesicus_brasiliensis	1.336	3.0789623596587	9.48000921219507	0.964	0.929296
Eptesicus_fuscus_bahamensis	1.354	3.0789623596587	9.48000921219507	1.134	1.285956
Eumops_auripendulus	1.779	3.0789623596587	9.48000921219507	1.529	2.337841
Eumops_glaucinus	1.809	3.0789623596587	9.48000921219507	1.562	2.439844
Furipterus_horrens	1.104	3.0789623596587	9.48000921219507	0.535	0.286225
Glischropus_tylopus	1.049	3.0789623596587	9.48000921219507	0.69	0.4761
Glossophaga_longirostris	1.444	3.0789623596587	9.48000921219507	1.053	1.108809
Glossophaga_soricina	1.412	3.0789623596587	9.48000921219507	0.996	0.992016
Harpiocephalus_harpia	1.481	3.0789623596587	9.48000921219507	1.13	1.2769
Hesperoptenus_blanfordi	1.281	3.0789623596587	9.48000921219507	0.863	0.744769
Hipposideros_armiger	1.89	3.0789623596587	9.48000921219507	1.748	3.055504
Hipposideros_ater	1.369	3.0789623596587	9.48000921219507	0.839	0.703921
Hipposideros_caffer	1.477	3.0789623596587	9.48000921219507	1.041	1.083681
Macronycteris_commersoni	1.769	3.0789623596587	9.48000921219507	1.997	3.988009
Hipposideros_diadema	1.84	3.0789623596587	9.48000921219507	1.622	2.630884
Hipposideros_fulvus	1.401	3.0789623596587	9.48000921219507	0.845	0.714025
Hipposideros_lankadiva	1.799	3.0789623596587	9.48000921219507	1.686	2.842596
Hipposideros_larvatus	1.61	3.0789623596587	9.48000921219507	1.312	1.721344
Hipposideros_ridleyi	1.453	3.0789623596587	9.48000921219507	0.982	0.964324
Hipposideros_speoris	1.458	3.0789623596587	9.48000921219507	1.061	1.125721
Hipposideros_turpis	1.758	3.0789623596587	9.48000921219507	1.542	2.377764
Ia_io	1.848	3.0789623596587	9.48000921219507	1.727	2.982529
Kerivoula_papillosa	1.36	3.0789623596587	9.48000921219507	1.004	1.008016
Lasiurus_borealis	1.272	3.0789623596587	9.48000921219507	0.892	0.795664
Leptonycteris_curasoae	1.547	3.0789623596587	9.48000921219507	1.389	1.929321
Leptonycteris_nivalis	1.555	3.0789623596587	9.48000921219507	1.358	1.844164
Lonchophylla_mordax	1.494	3.0789623596587	9.48000921219507	1.029	1.058841
Hsunycteris_thomasi	1.332	3.0789623596587	9.48000921219507	0.839	0.703921
Lophostoma_silvicolum	1.792	3.0789623596587	9.48000921219507	1.509	2.277081
Macroderma_gigas	2.16	3.0789623596587	9.48000921219507	2.078	4.318084
Macrophyllum_macrophyllum	1.456	3.0789623596587	9.48000921219507	0.934	0.872356
Megaderma_lyra	1.906	3.0789623596587	9.48000921219507	1.587	2.518569
Megaderma_spasma	1.792	3.0789623596587	9.48000921219507	1.354	1.833316
Mesophylla_macconnelli	1.386	3.0789623596587	9.48000921219507	0.875	0.765625
Micronycteris_brachyotis	1.456	3.0789623596587	9.48000921219507	1.167	1.361889
Micronycteris_megalotis	1.369	3.0789623596587	9.48000921219507	0.813	0.660969
Micronycteris_minuta	1.316	3.0789623596587	9.48000921219507	0.839	0.703921
Micronycteris_schmidtorum	1.364	3.0789623596587	9.48000921219507	0.892	0.795664
Gardnerycteris_crenulatum	1.48	3.0789623596587	9.48000921219507	1.072	1.149184
Miniopterus_australis	1.255	3.0789623596587	9.48000921219507	0.851	0.724201
Miniopterus_inflatus	1.438	3.0789623596587	9.48000921219507	1.173	1.375929
Miniopterus_magnater	1.43	3.0789623596587	9.48000921219507	1.176	1.382976
Miniopterus_pusillus	1.26	3.0789623596587	9.48000921219507	0.934	0.872356
Miniopterus_tristis	1.477	3.0789623596587	9.48000921219507	1.193	1.423249
Molossus_molossus	1.516	3.0789623596587	9.48000921219507	1.137	1.292769
Molossus_rufus	1.731	3.0789623596587	9.48000921219507	1.526	2.328676
Monophyllus_plethodon	1.455	3.0789623596587	9.48000921219507	1.176	1.382976
Mormoops_megalophylla	1.489	3.0789623596587	9.48000921219507	1.196	1.430416
Murina_cyclotis	1.326	3.0789623596587	9.48000921219507	0.851	0.724201
Murina_huttoni	1.31	3.0789623596587	9.48000921219507	0.944	0.891136
Myotis_adversus	1.417	3.0789623596587	9.48000921219507	1.049	1.100401
Myotis_albescens	1.111	3.0789623596587	9.48000921219507	0.602	0.362404
Myotis_annectans	1.31	3.0789623596587	9.48000921219507	0.991	0.982081
Myotis_bechsteinii	1.358	3.0789623596587	9.48000921219507	0.978	0.956484
Myotis_bocagii	1.303	3.0789623596587	9.48000921219507	0.845	0.714025
Myotis_dasycneme	1.513	3.0789623596587	9.48000921219507	1.176	1.382976
Myotis_myotis	1.669	3.0789623596587	9.48000921219507	1.408	1.982464
Myotis_nigricans	1.173	3.0789623596587	9.48000921219507	0.663	0.439569
Myotis_siligorensis	1.045	3.0789623596587	9.48000921219507	0.539	0.290521
Natalus_tumidirostris	1.283	3.0789623596587	9.48000921219507	0.839	0.703921
Noctilio_albiventris	1.69	3.0789623596587	9.48000921219507	1.515	2.295225
Noctilio_leporinus	1.953	3.0789623596587	9.48000921219507	1.763	3.108169
Nyctalus_noctula	1.576	3.0789623596587	9.48000921219507	1.431	2.047761
Nycteris_arge	1.574	3.0789623596587	9.48000921219507	1.025	1.050625
Nycteris_grandis	1.862	3.0789623596587	9.48000921219507	1.474	2.172676
Nycteris_hispida	1.479	3.0789623596587	9.48000921219507	0.892	0.795664
Nycteris_javanica	1.733	3.0789623596587	9.48000921219507	1.265	1.600225
Nycteris_macrotis	1.585	3.0789623596587	9.48000921219507	1.161	1.347921
Nycteris_thebaica	1.516	3.0789623596587	9.48000921219507	0.949	0.900601
Nyctophilus_geoffroyi	1.19	3.0789623596587	9.48000921219507	0.857	0.734449
Otomops_martiensseni	1.777	3.0789623596587	9.48000921219507	1.618	2.617924
Peropteryx_macrotis	1.286	3.0789623596587	9.48000921219507	0.748	0.559504
Phylloderma_stenops	1.852	3.0789623596587	9.48000921219507	1.664	2.768896
Phyllostomus_discolor	1.802	3.0789623596587	9.48000921219507	1.563	2.442969
Phyllostomus_elongatus	1.806	3.0789623596587	9.48000921219507	1.652	2.729104
Phyllostomus_hastatus	1.981	3.0789623596587	9.48000921219507	1.963	3.853369
Pipistrellus_javanicus	1.121	3.0789623596587	9.48000921219507	0.653	0.426409
Pipistrellus_tenuis	1.017	3.0789623596587	9.48000921219507	0.591	0.349281
Afronycteris_nana	1.009	3.0789623596587	9.48000921219507	0.591	0.349281
Hypsugo_pulveratus	1.188	3.0789623596587	9.48000921219507	0.724	0.524176
Perimyotis_subflavus	1.117	3.0789623596587	9.48000921219507	0.724	0.524176
Pteronotus_gymnonotus	1.41	3.0789623596587	9.48000921219507	1.134	1.285956
Pteronotus_parnellii_mesoamericanus	1.612	3.0789623596587	9.48000921219507	1.305	1.703025
Pteronotus_personatus	1.276	3.0789623596587	9.48000921219507	0.908	0.824464
Rhinolophus_cornutus	1.255	3.0789623596587	9.48000921219507	0.82	0.6724
Rhinolophus_eloquens	1.558	3.0789623596587	9.48000921219507	1.281	1.640961
Rhinolophus_hipposideros	1.182	3.0789623596587	9.48000921219507	0.663	0.439569
Rhinolophus_landeri	1.446	3.0789623596587	9.48000921219507	0.987	0.974169
Rhinolophus_lepidus	1.281	3.0789623596587	9.48000921219507	0.778	0.605284
Rhinolophus_luctus	1.749	3.0789623596587	9.48000921219507	1.516	2.298256
Rhinolophus_macrotis	1.305	3.0789623596587	9.48000921219507	0.799	0.638401
Rhinolophus_malayanus	1.31	3.0789623596587	9.48000921219507	0.806	0.649636
Rhinolophus_megaphyllus	1.382	3.0789623596587	9.48000921219507	0.991	0.982081
Rhinolophus_pearsonii	1.474	3.0789623596587	9.48000921219507	1.143	1.306449
Rhinolophus_pusillus	1.204	3.0789623596587	9.48000921219507	0.672	0.451584
Rhinolophus_trifoliatus	1.588	3.0789623596587	9.48000921219507	1.164	1.354896
Rhinolophus_yunnanensis	1.614	3.0789623596587	9.48000921219507	1.371	1.879641
Rhinonicteris_aurantia	1.403	3.0789623596587	9.48000921219507	0.934	0.872356
Rhinophylla_pumilio	1.356	3.0789623596587	9.48000921219507	0.949	0.900601
Rhinopoma_hardwickii	1.481	3.0789623596587	9.48000921219507	1.111	1.234321
Rhinopoma_microphyllum	1.605	3.0789623596587	9.48000921219507	1.468	2.155024
Rhogeessa_parvula	1.111	3.0789623596587	9.48000921219507	0.653	0.426409
Rhynchonycteris_naso	1.164	3.0789623596587	9.48000921219507	0.58	0.3364
Saccopteryx_bilineata	1.456	3.0789623596587	9.48000921219507	0.924	0.853776
Saccopteryx_canescens	1.246	3.0789623596587	9.48000921219507	0.531	0.281961
Saccopteryx_leptura	1.346	3.0789623596587	9.48000921219507	0.708	0.501264
Scotomanes_ornatus	1.637	3.0789623596587	9.48000921219507	1.338	1.790244
Scotophilus_dinganii	1.658	3.0789623596587	9.48000921219507	1.386	1.920996
Scotophilus_kuhlii	1.575	3.0789623596587	9.48000921219507	1.31	1.7161
Sphaeronycteris_toxophyllum	1.62	3.0789623596587	9.48000921219507	1.265	1.600225
Sturnira_lilium	1.521	3.0789623596587	9.48000921219507	1.305	1.703025
Sturnira_ludovici	1.603	3.0789623596587	9.48000921219507	1.413	1.996569
Sturnira_tildae	1.562	3.0789623596587	9.48000921219507	1.387	1.923769
Tadarida_aegyptiaca	1.545	3.0789623596587	9.48000921219507	1.248	1.557504
Taphozous_australis	1.737	3.0789623596587	9.48000921219507	1.38	1.9044
Taphozous_hildegardeae	1.725	3.0789623596587	9.48000921219507	1.438	2.067844
Taphozous_mauritianus	1.811	3.0789623596587	9.48000921219507	1.462	2.137444
Taphozous_melanopogon	1.715	3.0789623596587	9.48000921219507	1.356	1.838736
Tonatia_bidens	1.801	3.0789623596587	9.48000921219507	1.468	2.155024
Lophostoma_schulzi	1.71	3.0789623596587	9.48000921219507	1.328	1.763584
Trachops_cirrhosus	1.912	3.0789623596587	9.48000921219507	1.567	2.455489
Triaenops_persicus	1.415	3.0789623596587	9.48000921219507	1.137	1.292769
Tylonycteris_pachypus	0.987	3.0789623596587	9.48000921219507	0.681	0.463761
Tylonycteris_robustula	1.127	3.0789623596587	9.48000921219507	0.857	0.734449
Uroderma_bilobatum	1.614	3.0789623596587	9.48000921219507	1.21	1.4641
Vampyressa_pusilla	1.413	3.0789623596587	9.48000921219507	0.934	0.872356
Vampyrum_spectrum	2.19	3.0789623596587	9.48000921219507	2.238	5.008644
Alouatta_seniculus	2.994	3.0789623596587	9.48000921219507	3.806	14.485636
Aotus_trivirgatus	2.612	3.0789623596587	9.48000921219507	2.919	8.520561
Ateles_geoffroyi	3.171	3.0789623596587	9.48000921219507	3.903	15.233409
Avahi_laniger	2.535	3.0789623596587	9.48000921219507	3.109	9.665881
Plecturocebus_moloch	2.724	3.0789623596587	9.48000921219507	2.954	8.726116
Callimico_goeldii	2.531	3.0789623596587	9.48000921219507	2.681	7.187761
Callithrix_jacchus	2.47	3.0789623596587	9.48000921219507	2.447	5.987809
Cebuella_pygmaea	2.283	3.0789623596587	9.48000921219507	2.146	4.605316
Cebus_albifrons	3.087	3.0789623596587	9.48000921219507	3.491	12.187081
Cercopithecus_ascanius	3.065	3.0789623596587	9.48000921219507	3.531	12.467961
Cercopithecus_mitis_mitis	3.132	3.0789623596587	9.48000921219507	3.799	14.432401
Cheirogaleus_major	2.382	3.0789623596587	9.48000921219507	2.653	7.038409
Cheirogaleus_medius	2.161	3.0789623596587	9.48000921219507	2.248	5.053504
Daubentonia_madagascariensis	2.953	3.0789623596587	9.48000921219507	3.447	11.881809
Erythrocebus_patas	3.21	3.0789623596587	9.48000921219507	3.892	15.147664
Eulemur_fulvus_fulvus	2.771	3.0789623596587	9.48000921219507	3.146	9.897316
Galago_senegalensis	2.312	3.0789623596587	9.48000921219507	2.27	5.1529
Galagoides_demidoff	2.13	3.0789623596587	9.48000921219507	1.908	3.640464
Gorilla_gorilla	3.639	3.0789623596587	9.48000921219507	5.021	25.210441
Homo_sapiens	3.908	3.0789623596587	9.48000921219507	4.813	23.164969
Hylobates_lar	3.164	3.0789623596587	9.48000921219507	3.756	14.107536
Indri_indri	2.99	3.0789623596587	9.48000921219507	3.796	14.409616
Lagothrix_lagotricha	3.199	3.0789623596587	9.48000921219507	3.716	13.808656
Lepilemur_mustelinus	2.415	3.0789623596587	9.48000921219507	2.961	8.767521
Lophocebus_albigena	3.248	3.0789623596587	9.48000921219507	3.898	15.194404
Loris_tardigradus_tardigradus	2.342	3.0789623596587	9.48000921219507	2.508	6.290064
Macaca_mulatta	3.14	3.0789623596587	9.48000921219507	3.892	15.147664
Microcebus_murinus	1.93	3.0789623596587	9.48000921219507	1.732	2.999824
Miopithecus_talapoin	2.917	3.0789623596587	9.48000921219507	3.079	9.480241
Nasalis_larvatus	3.192	3.0789623596587	9.48000921219507	4.146	17.189316
Nycticebus_coucang	2.538	3.0789623596587	9.48000921219507	2.903	8.427409
Otolemur_crassicaudatus	2.584	3.0789623596587	9.48000921219507	2.929	8.579041
Pan_troglodytes	3.573	3.0789623596587	9.48000921219507	4.663	21.743569
Papio_cynocephalus	3.433	3.0789623596587	9.48000921219507	4.398	19.342404
Perodicticus_potto	2.592	3.0789623596587	9.48000921219507	3.061	9.369721
Pithecia_monachus	2.872	3.0789623596587	9.48000921219507	3.176	10.086976
