Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m9-fab-002.txt
Log File Name:                   AMY_d1_m9-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2031293655
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m9-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	
1500000	497.335579	1	-1.811202613461	1.348828664362	-0.080568005818	-0.028573604209	0.010706340577	0.000118466163	0.959196368077	N\A	0.093668542461	0.012603005697	0.042648221087	0.007115454289	34	2	
1550000	498.958769	1	-1.329273481507	1.022479821397	-0.044327794381	0.117589617822	-0.012918526556	0.000108985313	0.957310318348	N\A	0.093954103348	0.012736275038	0.043004405582	0.007577624969	36	3	
1600000	511.526980	1	-1.543652769539	1.201135571373	-0.068592705947	-0.000847289948	0.014394113513	0.000091230311	0.970281004725	N\A	0.090282380372	0.012824920000	0.037444011794	0.006768398728	39	3	
1650000	510.137940	1	-1.459457164259	1.093156750798	-0.051923488286	0.070274363946	-0.001864179542	0.000135309320	0.959744027868	N\A	0.091377996540	0.011645707958	0.041639479175	0.006609847474	42	4	
1700000	509.605214	1	-1.768835778960	1.324956457910	-0.074164112088	-0.032860478392	0.011108583452	0.000095161173	0.965966301944	N\A	0.072162352840	0.008931007305	0.035084352581	0.005543895014	38	6	
1750000	520.196986	1	-1.600415278137	1.208463576057	-0.057315622644	0.020907023213	-0.001966683379	0.000036109694	0.968964863142	N\A	0.080264354444	0.008838653456	0.040055591737	0.005618359831	39	5	
1800000	512.706256	1	-1.474843044575	1.089970801076	-0.051038640950	0.095313409911	-0.006069088197	0.000096013141	0.962906349568	N\A	0.074164828595	0.009195004756	0.036267583943	0.005949139468	24	4	
1850000	506.171363	1	-1.834639008807	1.346456180976	-0.076254625148	-0.038898528150	0.010391349062	0.000107408426	0.961607752730	N\A	0.096951285450	0.014266802449	0.039448787772	0.007353345799	30	3	
1900000	496.651269	1	-1.723186460021	1.317297525862	-0.073720364082	-0.049462312371	0.012582738941	0.000089225356	0.963001245452	N\A	0.087733066651	0.011788371605	0.040786332456	0.006819305456	34	4	
1950000	495.013746	1	-1.852502525921	1.374326270151	-0.081445718410	-0.060589087454	0.018220027207	0.000120148493	0.962026863081	N\A	0.089317869910	0.013425790519	0.036879902842	0.007058853941	26	3	
2000000	518.785126	1	-1.524193200675	1.163493458523	-0.062585170361	0.029918800015	0.009156792115	0.000121651072	0.965807806169	N\A	0.085115279589	0.011970450428	0.038400657790	0.006703073332	36	7	
2050000	493.704983	1	-1.717870373722	1.301975490030	-0.078606066242	-0.008427591571	0.010564544612	0.000133773796	0.981971917366	N\A	0.075764410701	0.011094975495	0.033438746388	0.006118621865	29	4	
2100000	509.439541	1	-1.861019636397	1.411288051343	-0.091206158409	-0.073219923942	0.023071647502	0.000120579240	0.961402163465	N\A	0.091996396666	0.012950394304	0.040723687205	0.007240669691	25	3	
2150000	504.408040	1	-1.557359015306	1.194325694703	-0.065116887960	0.028059019052	0.002996176524	0.000086635845	0.977502971635	N\A	0.103340433498	0.015960930287	0.041614385953	0.008783878495	35	3	
2200000	505.864550	1	-1.651699782674	1.256686486643	-0.070365516662	-0.017459844578	0.011892863685	0.000118483471	0.970345204384	N\A	0.073706677766	0.011643176074	0.030217387254	0.006513971579	35	3	
2250000	513.836498	1	-1.734773317581	1.297919422108	-0.083317299426	0.033187024732	0.007879051568	0.000106640936	0.964171944674	N\A	0.086239081666	0.012857170835	0.036457285556	0.006824874124	28	5	
2300000	506.271672	1	-1.651660202354	1.233136336642	-0.062715517428	-0.027978832778	0.011387246930	0.000095920328	0.966816565109	N\A	0.089052939785	0.011563320120	0.040239997819	0.006564672946	36	3	
2350000	495.544504	1	-1.648332185334	1.232106788840	-0.064496888861	0.017053984363	-0.000377898212	0.000032134223	0.980669760431	N\A	0.066683879966	0.009815725582	0.026529738392	0.005049684413	37	3	
2400000	512.948488	1	-1.875091735305	1.392115582254	-0.089396561939	-0.045021383425	0.019125510847	0.000018431167	0.969751624956	N\A	0.070760695849	0.010945551742	0.028452428473	0.006070107739	51	6	
2450000	506.530988	1	-1.556243313399	1.173762958510	-0.072505094357	0.096185584978	0.003386638302	0.000108507996	0.960330464351	N\A	0.099791915288	0.014793643414	0.041724518817	0.007900930942	36	3	
2500000	506.530126	1	-1.355453552487	1.016403599169	-0.044775866721	0.130433808826	-0.010764863190	0.000123133163	0.957078853971	N\A	0.104158250425	0.014648497926	0.044590275620	0.007810072415	33	3	
2550000	510.603160	1	-1.803144844033	1.345948975518	-0.092005225366	0.007694920284	0.014612002976	0.000089084548	0.965389655758	N\A	0.093562623276	0.013573940849	0.040421449072	0.007718285791	38	3	
2600000	509.042937	1	-1.600592348415	1.129401427675	-0.056059656413	0.062055726753	-0.000617691348	0.000115602187	0.964506915171	N\A	0.091368555620	0.012150264566	0.042203883269	0.007509474229	36	4	
2650000	504.353184	1	-1.881489194470	1.399734630262	-0.087847064180	-0.064626742265	0.020876733144	0.000116247940	0.962451255224	N\A	0.082669113020	0.011890143101	0.037069952800	0.006692990175	26	4	
2700000	496.106906	1	-1.469649658634	1.110983673294	-0.052647794413	0.056785309504	-0.000518671436	0.000110168678	0.959498889654	N\A	0.090082054637	0.012324802260	0.041785682008	0.007087906083	41	6	
2750000	505.135176	1	-1.844064759997	1.411135660584	-0.089479650998	-0.090802199675	0.022011747813	0.000147283570	0.962684953838	N\A	0.090563052639	0.012708881145	0.040718983518	0.007496697638	35	4	
2800000	502.193789	1	-2.056740423884	1.525431995572	-0.100530796906	-0.125438138736	0.025271472260	0.000087792707	0.965696389576	N\A	0.090831503385	0.012668460728	0.039051674219	0.006904491100	36	3	
2850000	513.154919	1	-1.635692242712	1.265900269216	-0.075560244764	-0.002706553516	0.010137631356	0.000105537775	0.965267284001	N\A	0.084055624323	0.011932147798	0.036773816750	0.006560520581	32	4	
2900000	491.362611	1	-1.814745872861	1.363249676126	-0.086039704515	-0.032469832535	0.014577653811	0.000109235782	0.967266717872	N\A	0.069762701606	0.010897475484	0.033064742120	0.006349774769	32	4	
2950000	515.588832	1	-1.685935581496	1.280055468575	-0.076099873694	-0.004171312548	0.009711879311	0.000107200347	0.973055069465	N\A	0.080488191897	0.012176939998	0.032869176178	0.006341376399	39	4	
3000000	513.818606	1	-1.903107680581	1.440445039486	-0.097139246982	-0.050803154629	0.019881992999	0.000175363984	0.965067339237	N\A	0.083857131785	0.011622822183	0.038294260570	0.006879894599	30	5	
3050000	509.414435	1	-1.634912108264	1.230112141342	-0.064659718746	-0.003619378561	0.007373370267	0.000093366374	0.967695303724	N\A	0.097896693306	0.014347705051	0.041168472700	0.008053320402	35	4	
3100000	509.466441	1	-1.610695761243	1.232467208729	-0.070342721908	0.009316362425	0.011804858612	0.000117639298	0.961419840376	N\A	0.093856233893	0.012896236366	0.041466764941	0.007167835548	33	4	
3150000	510.362656	1	-1.736998874991	1.339636563799	-0.089443512372	-0.010566927737	0.018195460955	0.000103239472	0.964830000573	N\A	0.082131596905	0.011987576962	0.036242883774	0.006556737780	36	6	
3200000	506.582474	1	-2.030740073807	1.519017624409	-0.107987692904	-0.069297993447	0.021345083170	0.000127465482	0.967312076217	N\A	0.065034313898	0.009770943250	0.029837705665	0.005661594618	38	5	
3250000	500.841943	1	-1.676667887522	1.289226240919	-0.082621125784	-0.017135981932	0.021495881336	0.000113330164	0.960568117980	N\A	0.085723509339	0.012054547450	0.039293662088	0.007049033436	40	3	
3300000	507.728684	1	-1.750206162961	1.280370206419	-0.071177464633	0.020622486268	0.002165217804	0.000094055392	0.963051088415	N\A	0.094989612741	0.013491975382	0.042156103662	0.007859608524	29	3	
3350000	507.567033	1	-1.760752297415	1.369172752058	-0.085525012984	-0.078587199223	0.021577743332	0.000102679634	0.962113062598	N\A	0.091265985559	0.012557287829	0.040858357628	0.006946182796	29	5	
3400000	517.737487	1	-1.622369732595	1.213555863414	-0.057278712433	-0.001712931348	0.000376723987	0.000103717574	0.966429808703	N\A	0.095197829491	0.013137150711	0.040271317491	0.007107110555	29	6	
3450000	505.610819	1	-1.768156728828	1.373893855264	-0.087058067527	-0.017059517759	0.010826487976	0.000105552296	0.961410326143	N\A	0.100998980894	0.014716175946	0.042453460058	0.008072264986	34	5	
3500000	505.450234	1	-1.938597233837	1.454027394016	-0.098277631382	-0.062432179884	0.020332716740	0.000108344168	0.972320214112	N\A	0.072034490919	0.011561284974	0.029732052716	0.006367809436	36	5	
3550000	506.599308	1	-1.704536082180	1.310295119584	-0.083722676472	-0.023852249323	0.018003455182	0.000101790382	0.963484651492	N\A	0.080077005869	0.009611933423	0.040086684610	0.006069353891	34	7	
3600000	495.320200	1	-1.642313476820	1.206023200576	-0.064669939430	0.060466434137	-0.003237626088	0.000111626970	0.966402117185	N\A	0.095528783320	0.014596592498	0.039664080404	0.008143507586	33	3	
3650000	513.507513	1	-1.747537857736	1.328897228176	-0.079293590276	-0.041676253991	0.015564148501	0.000081766428	0.969987806683	N\A	0.077185325295	0.011791516829	0.029025811963	0.006103503064	40	3	
3700000	496.768849	1	-1.556060057266	1.197408232838	-0.069318523068	0.036781205816	0.006775258088	0.000117597541	0.957539662251	N\A	0.103528376607	0.013768341985	0.045743189922	0.007584506549	31	3	
3750000	513.392342	1	-1.289390960179	1.042827818292	-0.046152242151	0.080999188270	-0.001490254115	0.000100067123	0.958803535585	N\A	0.095775599863	0.013488094765	0.042044029464	0.007385742517	38	5	
3800000	515.077763	1	-1.501968566241	1.114444647291	-0.056530909992	0.088432265878	-0.002881833386	0.000115017184	0.960666009210	N\A	0.080707601448	0.009863029743	0.038722360807	0.006020307930	25	6	
3850000	504.063459	1	-1.500991160753	1.146094996194	-0.065577177200	0.070285201975	0.005322779708	0.000097538675	0.963791456438	N\A	0.088631014820	0.012552661877	0.039390010957	0.006803356180	34	5	
3900000	510.478993	1	-1.167644449548	0.882650067822	-0.019988905718	0.129663233451	-0.014245316980	0.000131665225	0.960384208624	N\A	0.090802279618	0.013177149271	0.038935946197	0.007150904412	41	5	
3950000	514.939307	1	-1.189543730219	0.917429276253	-0.024948643914	0.127567673300	-0.018695560735	0.000104586401	0.963449757468	N\A	0.086044747868	0.010463489106	0.042117689237	0.006850701229	37	7	
4000000	509.660796	1	-1.469071746745	1.101007772392	-0.050458511815	0.082013228860	-0.009003798890	0.000116030178	0.963834201370	N\A	0.093974641917	0.013410648118	0.040482302517	0.007462929547	44	6	
4050000	506.351700	1	-1.162573150667	0.932168586645	-0.038707058857	0.129482723150	-0.006966525660	0.000123356920	0.960287569631	N\A	0.093842408462	0.013959213964	0.041150069359	0.008044859680	30	5	
4100000	508.843440	1	-1.057698893754	0.848699282750	-0.028625515929	0.172259695188	-0.013813357128	0.000084877562	0.969169331454	N\A	0.073108093710	0.011832885797	0.031193252222	0.006936255750	43	5	
4150000	505.172261	1	-1.752246827752	1.334774433898	-0.093030152594	0.016996201945	0.016390039357	0.000113155933	0.960017446316	N\A	0.101792718461	0.015069322164	0.041537906748	0.007802826045	30	3	
4200000	504.087657	1	-1.703119778153	1.256619916873	-0.068300054244	0.021219719194	0.002125676890	0.000123069433	0.966053486371	N\A	0.081063552537	0.012244097055	0.035596019671	0.007382551269	31	6	
4250000	510.328790	1	-1.552571941511	1.164735940358	-0.057083897433	0.036262582969	-0.000583052333	0.000091270752	0.960908629203	N\A	0.093194214401	0.012686000117	0.041361401318	0.007263730172	40	7	
4300000	508.148828	1	-1.648536350221	1.224077816221	-0.064698117816	0.018148668057	0.004157779380	0.000119287743	0.960289853212	N\A	0.090948861946	0.013316453094	0.039920553609	0.007348558051	30	4	
4350000	501.870950	1	-1.702993026651	1.291086259991	-0.079109327050	-0.005803330190	0.013572168708	0.000094028895	0.969972783054	N\A	0.087467417279	0.013054165326	0.033670190692	0.007030101107	40	4	
4400000	507.429263	1	-1.818583352734	1.393994144951	-0.101583584374	-0.015416957200	0.023509022825	0.000091596196	0.963313806976	N\A	0.089309478492	0.012205421133	0.040176402993	0.006774367140	36	6	
4450000	513.072513	1	-1.985691340581	1.461072299561	-0.090324382081	-0.100408936023	0.022892698825	0.000065230892	0.970341963299	N\A	0.086034208708	0.012802102623	0.035606719062	0.007009073099	35	5	
4500000	505.419557	1	-1.615115816735	1.210108753115	-0.071881624838	0.055440063582	0.007278899385	0.000095320267	0.959896223572	N\A	0.097849867796	0.013775322886	0.040820615483	0.007196587344	31	2	
4550000	496.960866	1	-1.647087570165	1.184740245021	-0.058560375501	0.091487945233	-0.010789881603	0.000122329551	0.958022209729	N\A	0.081537913856	0.011080696632	0.038716126741	0.006820607182	30	5	
4600000	497.608752	1	-1.437290585525	1.074408465180	-0.041464706534	0.044082093387	-0.001743572431	0.000104905469	0.962387028164	N\A	0.088337033636	0.011864094061	0.040111083641	0.006568376130	46	3	
4650000	503.913837	1	-1.382592378474	1.065150193134	-0.046372589234	0.060933747911	-0.004795285326	0.000035776154	0.958115065045	N\A	0.092532004942	0.010815819291	0.044144344848	0.006433506203	32	3	
4700000	516.504027	1	-1.672228448449	1.260670271342	-0.072620592907	0.008287068502	0.007965140598	0.000099710978	0.966586200056	N\A	0.090762324199	0.013044367051	0.037844521068	0.006979727132	39	4	
4750000	511.403902	1	-1.843739002417	1.423124412105	-0.100373832148	-0.054960640296	0.023953714538	0.000114973466	0.963300664482	N\A	0.097234878573	0.013291678718	0.043065926828	0.007919381998	28	6	
4800000	491.527947	1	-1.599008901087	1.220604557965	-0.064050773157	-0.017891642857	0.010474098294	0.000107327950	0.959219965584	N\A	0.093326601862	0.012594998196	0.041781416115	0.007008846833	29	2	
4850000	518.764303	1	-1.267004678899	0.961854702443	-0.035545267181	0.122706727538	-0.009900573147	0.000085318279	0.964651483341	N\A	0.090576979021	0.012642514600	0.041010657314	0.007528094146	37	6	
4900000	491.985856	1	-1.557857174330	1.170019642088	-0.053023606049	-0.008756091430	0.007336891918	0.000120991878	0.960023350239	N\A	0.096070269126	0.013022534858	0.041064675625	0.007048729271	42	4	
4950000	503.079837	1	-1.477624804916	1.132345857365	-0.057263325088	0.042257583446	0.003290723733	0.000091199595	0.961858745072	N\A	0.085472167104	0.011466472256	0.040512944935	0.006779776354	40	4	
5000000	498.956471	1	-1.739862541391	1.292899389841	-0.071149029859	-0.023184391459	0.008184268420	0.000147144721	0.960711942037	N\A	0.089582276214	0.013196265609	0.039510779450	0.007775438006	50	3	
5050000	501.201184	1	-1.896436951122	1.443999705410	-0.091778709561	-0.106990536787	0.024127756591	0.000117213715	0.960461372005	N\A	0.098158722408	0.013689690217	0.042396400437	0.007331951370	32	5	
5100000	505.354899	1	-1.627174787693	1.224154182554	-0.065852082876	0.027811497634	0.000261128313	0.000093538413	0.958469187335	N\A	0.098450713387	0.014615449019	0.041673964918	0.007947778609	43	2	
5150000	503.228596	1	-1.817943998331	1.357533763816	-0.088363474198	-0.012631588777	0.016188013315	0.000099775867	0.964278385164	N\A	0.095416185614	0.013624325559	0.040384694781	0.007489584601	39	3	
5200000	506.080479	1	-1.576313259932	1.241492142834	-0.070429043883	-0.004998212377	0.010080760612	0.000105073111	0.961706007317	N\A	0.095220899747	0.013498983690	0.041019982514	0.007263229969	24	4	
5250000	508.140273	1	-1.829038109581	1.391345707116	-0.093305206874	-0.041996069789	0.020781504791	0.000091787948	0.967592119319	N\A	0.082867592496	0.011772723567	0.032989798024	0.006164209615	34	3	
5300000	496.952208	1	-1.682383173925	1.226182254220	-0.060014270699	0.009794344145	0.002604455170	0.000139236768	0.958774220332	N\A	0.089551420517	0.011353543318	0.041173327305	0.006214945947	32	5	
5350000	507.387348	1	-1.449503697292	1.073301837786	-0.045608517723	0.083798294186	-0.005696881062	0.000082957481	0.960120991679	N\A	0.092704879193	0.012867462925	0.040682192764	0.007090375403	29	5	
5400000	508.480376	1	-1.668912317542	1.250093728332	-0.069265843254	0.001559194097	0.008380464869	0.000097657982	0.960683080928	N\A	0.092252891954	0.012318969583	0.041209909336	0.006742212262	26	4	
5450000	517.381557	1	-1.591329440771	1.268830422693	-0.065645892597	-0.025303241185	0.008365867743	0.000103457501	0.968247253257	N\A	0.090071943912	0.014005227975	0.036659098241	0.007186556153	44	7	
5500000	514.118716	1	-1.639305513946	1.254460092400	-0.075853423912	0.007307307286	0.013765031018	0.000095026978	0.968865048711	N\A	0.083678685645	0.012677656280	0.032579773235	0.006808543068	39	4	
5550000	500.406155	1	-1.795130349266	1.370705665403	-0.085158595486	-0.069827912084	0.022088833226	0.000108113043	0.962031250640	N\A	0.085267318875	0.011793638865	0.038726130263	0.006788675103	39	2	
5600000	498.051851	1	-1.754669836018	1.202426418613	-0.060743879177	0.025586204748	0.000256396721	0.000117777731	0.962909209619	N\A	0.080770546746	0.009996860237	0.038733520949	0.006119067306	25	4	
5650000	499.050399	1	-1.194693570527	0.863310685866	-0.012791722551	0.181186881123	-0.033681359173	0.000093945861	0.959442982685	N\A	0.089621257799	0.010837599408	0.043997050966	0.006935591690	30	5	
5700000	510.972773	1	-1.582514276971	1.193426956262	-0.066751397732	0.025551151214	0.010122931269	0.000073090124	0.964536417900	N\A	0.088869348069	0.012538361125	0.039518980333	0.007122233791	31	3	
5750000	511.879323	1	-1.879310447990	1.394087743025	-0.089124136653	-0.026659028934	0.013188461786	0.000101472177	0.967063210899	N\A	0.082629969630	0.012659829157	0.035117136450	0.006695971523	33	6	
5800000	519.029504	1	-1.829809287850	1.372090128520	-0.085624837072	-0.049808515675	0.017449631147	0.000112727818	0.966041172425	N\A	0.078163449093	0.011795346719	0.034457114113	0.006735727055	43	3	
5850000	505.021534	1	-1.814045859213	1.360173820628	-0.084905491060	-0.054580614617	0.019800040118	0.000111260638	0.959528393305	N\A	0.091664325696	0.012401080663	0.042523233317	0.007055690827	33	3	
5900000	513.383723	1	-1.512526162899	1.104198841582	-0.045005780242	0.057642590086	-0.005281658614	0.000111470175	0.974964525966	N\A	0.070175250242	0.009657827255	0.027587306469	0.005305797791	36	5	
5950000	504.376325	1	-1.645853739603	1.245126392065	-0.076245066220	0.040354386338	0.006649470377	0.000093497617	0.962299591346	N\A	0.104006406948	0.015385657102	0.042210247407	0.007858304899	43	7	
6000000	507.144445	1	-1.938745944127	1.458036632607	-0.090668116886	-0.114248321517	0.023233260560	0.000112302332	0.965758547658	N\A	0.079467218494	0.011497816169	0.037722941886	0.006945009361	35	3	
6050000	499.198699	1	-1.397013074919	0.990626278911	-0.024526698442	0.085698370388	-0.013796006714	0.000110962045	0.959133104104	N\A	0.102967851343	0.014016898241	0.045180027011	0.007575679470	41	4	
6100000	506.415679	1	-1.833814090139	1.336001380450	-0.071807205696	-0.045336142741	0.011493314332	0.000082902687	0.963589472895	N\A	0.090134051116	0.012081276866	0.040673765430	0.006648692781	34	6	
6150000	491.983882	1	-1.727336598359	1.322985167552	-0.081565303629	-0.042159162410	0.018501836549	0.000133714723	0.960416045037	N\A	0.091876909491	0.013586652335	0.038484659043	0.007243507762	25	4	
6200000	502.742972	1	-1.954243576702	1.497238937693	-0.106089508668	-0.106803127412	0.032386062410	0.000103214330	0.962889023657	N\A	0.094747010977	0.013698033174	0.040423970331	0.007609646325	48	4	
6250000	511.016489	1	-1.812593424202	1.332272415332	-0.073476685732	-0.020026235936	0.002843063702	0.000107672641	0.963392897442	N\A	0.096784649396	0.014492654003	0.040705793758	0.007942578133	43	4	
6300000	512.709849	1	-1.870790536575	1.341142342547	-0.077705721897	-0.021206360320	0.009775213536	0.000097096897	0.962677994732	N\A	0.102727722637	0.014897759956	0.041041385026	0.007610866289	38	5	
6350000	513.770579	1	-1.793961209002	1.299708779823	-0.072125984019	0.008646623864	0.001537839210	0.000086801874	0.965857955901	N\A	0.086152397132	0.011403248771	0.039246629158	0.006753947563	32	6	
6400000	506.267941	1	-1.970000154727	1.477358904655	-0.102622771675	-0.082696854008	0.028130550026	0.000103106617	0.962560932587	N\A	0.102512677630	0.013776812908	0.044528844786	0.007289644728	34	4	
6450000	507.233922	1	-1.849294122658	1.401557574075	-0.092820672835	-0.044638287810	0.017423969120	0.000101274112	0.969711357816	N\A	0.070282332458	0.010461444785	0.030589475208	0.005732999070	39	5	
6500000	507.604964	1	-1.794558275635	1.314293981546	-0.080447771386	0.036538459138	0.003370865107	0.000128755028	0.959025070590	N\A	0.093039962496	0.013594991142	0.040008837833	0.007449202235	39	4	
6550000	507.410984	1	-1.504955307846	1.160446717724	-0.067727679156	0.068426139139	0.001781785291	0.000100137265	0.964348249238	N\A	0.090727217812	0.012625860886	0.040949539796	0.007501711643	31	5	
6600000	508.433377	1	-1.839934667847	1.401472121135	-0.097594967388	-0.022821006176	0.017425902487	0.000111044303	0.962036632763	N\A	0.096647962101	0.012931000422	0.042393075092	0.007385878146	41	3	
6650000	508.368663	1	-1.742454466847	1.268823682397	-0.070218185675	0.031294189556	-0.000014827123	0.000119224142	0.964486774507	N\A	0.095365148468	0.013516836239	0.041596746805	0.007821395933	42	4	
6700000	517.820277	1	-1.549065694850	1.153233977646	-0.059851505897	0.059227251417	0.002081214376	0.000098468735	0.964911544051	N\A	0.088200385007	0.011560813344	0.040926308020	0.006853764631	26	4	
6750000	501.303219	1	-1.851691769691	1.379409491955	-0.081368137595	-0.047775580901	0.010810363718	0.000098148888	0.963700416751	N\A	0.090168606518	0.012304731746	0.040125437979	0.006829959705	49	4	
6800000	502.786204	1	-1.907335215681	1.381919031077	-0.084800522496	-0.026916268501	0.007936023831	0.000042896247	0.960346534787	N\A	0.100875493796	0.013701206363	0.043617494313	0.007636314288	39	6	
6850000	499.933756	1	-1.617060832587	1.193303730180	-0.061457066776	0.042924420234	0.000943305080	0.000112322137	0.959050698121	N\A	0.097767416416	0.013509318033	0.044133959316	0.007857383433	40	2	
6900000	498.637675	1	-1.506055409695	1.132590983358	-0.051263427168	0.036323980412	0.000159006420	0.000094212305	0.955603580499	N\A	0.100272146476	0.014303605295	0.041956946494	0.007372730148	26	2	
6950000	517.593943	1	-1.812325172016	1.403885343459	-0.100948171792	-0.036823394490	0.024624890138	0.000088937388	0.969136329000	N\A	0.073385419502	0.010617591956	0.033885668101	0.006278869628	34	4	
7000000	502.837827	1	-1.672618957236	1.268264603139	-0.064142773660	-0.054736603169	0.011009624600	0.000108247151	0.971802987867	N\A	0.084077192980	0.012005320876	0.036160786522	0.006781811935	35	4	
7050000	513.137584	1	-1.864940572881	1.403231765965	-0.088221071263	-0.067781032858	0.019096607128	0.000115068163	0.965767534973	N\A	0.072122005241	0.010763160499	0.032563490546	0.006164939819	23	2	
7100000	512.661082	1	-1.792655007563	1.378775197091	-0.093333592892	-0.044195100053	0.021969459518	0.000110884177	0.963220487098	N\A	0.097518480377	0.013928869957	0.041993203652	0.007797336577	43	5	
