Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m8-VR-004.txt
Log File Name:                   MED_d1_m8-VR-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1402706597
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m8-VR-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	610.708094	1	-0.501591123513	0.825921371569	-0.036613261614	0.206845994566	0.000047475369	0.983034606145	N\A	0.035361318909	0.004140304864	0.014971430855	49	32	
1050000	617.959909	1	-0.497189597091	0.822901574383	-0.038078688121	0.213360865235	0.000044142986	0.986331465024	N\A	0.032878592625	0.003557716906	0.014707367145	40	37	
1100000	588.063791	1	-0.396462047416	0.760216247227	-0.024416068737	0.199356450193	0.000086176819	0.978133498731	N\A	0.041426103378	0.005731836167	0.018022213360	42	28	
1150000	596.007597	1	-0.303233701333	0.720682351569	-0.024815398831	0.230980061146	0.000043703571	0.979561526143	N\A	0.036079764405	0.003857492182	0.015533321443	48	32	
1200000	613.607133	1	-0.451985540176	0.805689015787	-0.036946145723	0.227100956904	0.000058530171	0.981494424484	N\A	0.034545938358	0.003893414020	0.015085998792	46	26	
1250000	603.953384	1	-0.348368475720	0.755189318504	-0.025559943062	0.210983106968	0.000046614148	0.980534265839	N\A	0.037042441006	0.005003142423	0.016435508687	51	26	
1300000	595.875689	1	-0.447017882628	0.797349984472	-0.027861656862	0.187885048335	0.000071776285	0.979348199507	N\A	0.038069179279	0.005027704780	0.018245665077	42	27	
1350000	616.134151	1	-0.402620159794	0.774984268539	-0.029450256070	0.207818610614	0.000051807647	0.984654856668	N\A	0.035875202907	0.004046428002	0.014627803557	46	30	
1400000	618.203743	1	-0.389746470782	0.779440169009	-0.032492569709	0.210687250338	0.000060623512	0.980200462012	N\A	0.036010094395	0.004093601731	0.015218791807	46	25	
1450000	593.673578	1	-0.352858270635	0.753791682774	-0.034579166457	0.242700670998	0.000072101423	0.980058525763	N\A	0.038607829200	0.004290582822	0.016912285302	47	26	
1500000	595.632771	1	-0.494747934612	0.837922228245	-0.041973165729	0.220267300617	0.000082495671	0.981662568855	N\A	0.035331631424	0.004088897543	0.016239077875	44	29	
1550000	593.672570	1	-0.280868527603	0.722133030212	-0.034331830332	0.264193868115	0.000101154993	0.979272902202	N\A	0.038134984864	0.004994341137	0.018820472418	38	16	
1600000	604.449465	1	-0.361021093999	0.744824545859	-0.025233926068	0.211942698042	0.000082613498	0.980434283800	N\A	0.038280865605	0.004933830749	0.017910092030	40	27	
1650000	617.268186	1	-0.457431116390	0.821836342405	-0.032321569950	0.185886899728	0.000055371490	0.982319213182	N\A	0.035312343686	0.003758104175	0.015335567235	52	32	
1700000	606.639017	1	-0.483981793048	0.822807215592	-0.031891894413	0.190103372767	0.000102634439	0.981014776303	N\A	0.038666768628	0.005208060047	0.018595681128	39	28	
1750000	597.809023	1	-0.495821497428	0.849052710609	-0.037967230177	0.184231825625	0.000059124856	0.979875479331	N\A	0.036739047285	0.004162293084	0.015457056981	57	27	
1800000	592.137737	1	-0.342819522036	0.716932429347	-0.024862893634	0.222647653823	0.000058440918	0.983029774751	N\A	0.038565948515	0.004271421583	0.014777854294	45	26	
1850000	602.312003	1	-0.293505778581	0.712000601834	-0.022618990497	0.221565844780	0.000091363660	0.979833117888	N\A	0.041752021116	0.005112892373	0.018236502450	35	23	
1900000	610.571360	1	-0.432894252633	0.799981187168	-0.027925788622	0.182281601063	0.000077929827	0.985112980012	N\A	0.033468248092	0.003977806278	0.015931241783	39	27	
1950000	598.753166	1	-0.390575192834	0.769570079975	-0.027689349858	0.206981218668	0.000093824501	0.982518053156	N\A	0.035789783077	0.004365101370	0.016256418786	42	27	
2000000	595.812584	1	-0.358824109392	0.764043683601	-0.029565506882	0.207184628261	0.000076582217	0.978385369285	N\A	0.038660102246	0.004641134076	0.016373677036	63	23	
2050000	596.538175	1	-0.413684068188	0.780340942377	-0.028689581147	0.200265499783	0.000077187301	0.979028794116	N\A	0.037191550027	0.004354807538	0.016294030467	58	27	
2100000	586.955401	1	-0.481748811311	0.819052510144	-0.031848179536	0.190528157018	0.000052199290	0.977735277937	N\A	0.040772308975	0.004324717360	0.016951084642	40	24	
2150000	618.189413	1	-0.415378216970	0.775488598183	-0.032849577156	0.228350530395	0.000047894128	0.982928064893	N\A	0.034973065245	0.003812017630	0.014515400549	63	29	
2200000	611.030292	1	-0.404436192062	0.783735548207	-0.036902428895	0.235670991822	0.000056664098	0.983943477027	N\A	0.036352267122	0.003708672341	0.014004830259	52	33	
2250000	591.320973	1	-0.499972809441	0.841053044376	-0.041276069805	0.219169276272	0.000076669002	0.982475394702	N\A	0.037479380997	0.004221590552	0.017244353026	43	32	
2300000	604.490168	1	-0.386660733321	0.774257357789	-0.033283806309	0.222026813898	0.000055021076	0.980278571993	N\A	0.036153488933	0.004071585783	0.015634930579	51	21	
2350000	602.317704	1	-0.546066696531	0.865534522822	-0.043787215227	0.211710168897	0.000056056872	0.984956068998	N\A	0.035276608406	0.003750170115	0.014894687216	40	24	
2400000	602.239705	1	-0.429487109318	0.809185103354	-0.041212588268	0.234322807524	0.000103505051	0.980778937550	N\A	0.034554005697	0.003568103028	0.015534694075	41	30	
2450000	615.393590	1	-0.513863773175	0.846583824918	-0.035201043578	0.181971826642	0.000063458662	0.980807846521	N\A	0.035969801913	0.003961544829	0.015585331431	52	22	
2500000	605.827250	1	-0.429553060243	0.771892335932	-0.031645799733	0.222497171845	0.000065348701	0.983188563763	N\A	0.038104954916	0.004331616123	0.016204566099	54	33	
2550000	606.091570	1	-0.534332425720	0.846526725726	-0.033049633491	0.177105263730	0.000062589889	0.987134389788	N\A	0.035766163414	0.003911811618	0.015595131898	42	28	
2600000	595.991296	1	-0.600392922552	0.867526194245	-0.038746107527	0.206608939613	0.000075975875	0.980586102407	N\A	0.039223891368	0.004134684501	0.015967455129	43	27	
2650000	599.385057	1	-0.365319488967	0.747394348532	-0.029382346588	0.231346091942	0.000052910090	0.981966383196	N\A	0.032823703860	0.004249723578	0.016001044572	47	24	
2700000	600.269170	1	-0.378620337857	0.757356471711	-0.033441642458	0.243872721897	0.000057090984	0.980584076146	N\A	0.037673016741	0.004217192015	0.016324152420	31	25	
2750000	595.199826	1	-0.440220716850	0.811487893723	-0.036071357843	0.213627400359	0.000105295584	0.980294608612	N\A	0.033750915639	0.003675126007	0.014876084729	41	23	
2800000	582.457894	1	-0.292452089558	0.718745905467	-0.024720768206	0.224250944701	0.000070326451	0.977084652695	N\A	0.039137554194	0.004394898332	0.016606190040	57	24	
2850000	615.422420	1	-0.383928551912	0.770451251359	-0.035748892343	0.236187703393	0.000042591906	0.980991891340	N\A	0.034809390582	0.003642931297	0.015186437015	41	31	
2900000	593.774008	1	-0.486134302636	0.827560820448	-0.041467964303	0.225632000159	0.000109301247	0.978608505421	N\A	0.035267783887	0.004009497303	0.015615853333	56	24	
2950000	599.337805	1	-0.559138708956	0.837726846623	-0.030127743243	0.180728218303	0.000060326924	0.986451167972	N\A	0.031360577356	0.004303395137	0.016060111918	44	42	
3000000	614.021721	1	-0.467997341174	0.818465404340	-0.034250220525	0.202255468724	0.000062353866	0.982766326787	N\A	0.032446711091	0.003641599200	0.014767662908	50	24	
3050000	600.627067	1	-0.412206699559	0.784540393317	-0.036149184732	0.233941210254	0.000055628170	0.982691014858	N\A	0.036382265025	0.002997316919	0.013623903374	42	22	
3100000	595.542492	1	-0.351432049386	0.752922768922	-0.029297818885	0.220139351130	0.000055199796	0.980159775993	N\A	0.034998911438	0.003884034368	0.015241874913	46	19	
3150000	614.049579	1	-0.451264675416	0.811887201057	-0.034068905694	0.202689763723	0.000061143749	0.982617708659	N\A	0.033819077752	0.003900864111	0.014964497714	54	28	
3200000	613.779669	1	-0.504093805263	0.847782541605	-0.038606922772	0.198513799065	0.000079256138	0.983381807647	N\A	0.034588087240	0.004070435584	0.016224395676	43	23	
3250000	597.203317	1	-0.335443869448	0.731595708864	-0.030727001148	0.247933536356	0.000097413258	0.982343679573	N\A	0.039071965290	0.004521624043	0.017153393454	50	22	
3300000	593.246523	1	-0.440096306620	0.782977950908	-0.025722687893	0.190578785522	0.000107814318	0.980421866926	N\A	0.039836116473	0.004852446289	0.017597036283	40	25	
3350000	585.403188	1	-0.428438682021	0.783643456180	-0.032209031641	0.221013984756	0.000049636961	0.980243932748	N\A	0.038516834693	0.004130547568	0.016070972447	57	27	
3400000	611.355339	1	-0.418272132640	0.794290415048	-0.038290616430	0.233457377762	0.000052616593	0.981227050431	N\A	0.033950371745	0.003828350419	0.014732603078	42	21	
3450000	596.092860	1	-0.482292665885	0.839968996078	-0.031542869740	0.164539505358	0.000050266538	0.981150855038	N\A	0.037895832030	0.004528623813	0.016579975362	51	29	
3500000	602.733059	1	-0.359877169595	0.748311362571	-0.032919302423	0.252580669514	0.000072380398	0.985813376353	N\A	0.035781592944	0.003751833876	0.016147367764	50	29	
3550000	607.098136	1	-0.436507536032	0.794815090351	-0.036390285885	0.234083355160	0.000058155106	0.984143847811	N\A	0.037062893573	0.003947288583	0.015727112911	49	32	
3600000	606.004783	1	-0.328309373629	0.742382448686	-0.024859266906	0.198610335256	0.000060665118	0.979235519346	N\A	0.034918264131	0.003992224328	0.015245143359	51	21	
3650000	608.743954	1	-0.520471615425	0.829183169353	-0.034134817196	0.202681626509	0.000048121649	0.981618360329	N\A	0.040767171710	0.005127290921	0.017525167295	50	25	
3700000	612.335875	1	-0.470511191218	0.800877446138	-0.032168101399	0.200676396540	0.000070570543	0.981159455372	N\A	0.035618808085	0.004095977478	0.016000555024	42	14	
3750000	610.471328	1	-0.401109639940	0.777040751984	-0.032129412360	0.216875021902	0.000068770935	0.981752146919	N\A	0.037635500599	0.004296215614	0.016049920686	33	31	
3800000	611.425817	1	-0.482959445883	0.818482120991	-0.036530897389	0.209155659666	0.000065089592	0.983170430178	N\A	0.031477722227	0.003793075629	0.014361692353	47	28	
3850000	603.663291	1	-0.480311296121	0.832462928989	-0.038468145180	0.212980390916	0.000024485648	0.978973346381	N\A	0.036548838450	0.004254838576	0.015955151717	42	27	
3900000	608.178214	1	-0.349156242912	0.743456578776	-0.027301691925	0.223832426035	0.000042119881	0.982091258756	N\A	0.030786544920	0.003791732660	0.014896109649	42	33	
3950000	630.226827	1	-0.416285331936	0.777601440419	-0.032267271777	0.220256546108	0.000072753336	0.984014208836	N\A	0.033697716605	0.003995187407	0.015362792039	39	31	
