Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m8-VR-003.txt
Log File Name:                   DIE_d1_m8-VR-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2977586929
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m8-VR-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	709.563085	1	-1.059377335750	1.002436964796	-0.013183744071	0.048719740193	0.000026421649	0.992069126181	N\A	0.028427734660	0.004004526642	0.010813725773	32	20	
1050000	716.015538	1	-1.008816266159	0.972736064751	-0.006646157241	0.039271928619	0.000022408700	0.991268688625	N\A	0.029490204599	0.004242198980	0.012521409824	44	28	
1100000	714.928198	1	-1.061806639048	1.008371430390	-0.015664999343	0.057481288513	0.000032485896	0.991050453164	N\A	0.030211230130	0.003995778129	0.012645520201	35	18	
1150000	728.360534	1	-1.101386670840	1.018247662523	-0.015406413069	0.046569264021	0.000026554140	0.992171958787	N\A	0.028508214232	0.004132396925	0.011520332788	45	26	
1200000	710.778415	1	-1.103545083621	1.045331679574	-0.027525234309	0.077815407182	0.000024136371	0.992435578312	N\A	0.026228542186	0.003522742014	0.011688570003	47	23	
1250000	718.591310	1	-1.119276018200	1.041803306815	-0.019196031526	0.043437493422	0.000034821642	0.991318255842	N\A	0.027144828227	0.003646629789	0.012613021839	59	22	
1300000	729.727619	1	-1.057317507987	0.992674739591	-0.005299340167	0.021049063694	0.000030013622	0.991892365243	N\A	0.027932799958	0.003815087871	0.011183435913	45	19	
1350000	725.317156	1	-1.091042934779	1.017744406912	-0.013299957376	0.038489474764	0.000025881430	0.991930316224	N\A	0.026644499767	0.003666245927	0.011225341019	35	23	
1400000	716.768355	1	-1.026114244909	0.971868771118	-0.005035112619	0.033472624371	0.000026531802	0.992129904245	N\A	0.029286189970	0.004050530730	0.012445434058	44	21	
1450000	727.967579	1	-1.093036267901	1.012598715911	-0.008684813274	0.021378077155	0.000025822981	0.992398431693	N\A	0.026377816715	0.003802455255	0.011375940562	45	20	
