Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m5-glob-005.txt
Log File Name:                   MED_d1_m5-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            950899259
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m5-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.275310
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	599.306059	1	-0.760845724637	1.021503930858	-0.020630637727	0.000184377903	0.999505232296	N\A	0.001839239891	0.001331895082	40	5	0.349978265227	Global Trend	
1050000	606.449219	1	-0.606355127288	1.013076892190	-0.021242144830	0.000161748641	0.999057940800	N\A	0.002536475351	0.001350766281	47	6	-0.186084908510	Global Trend	
1100000	599.223925	1	-0.543916356219	0.887347314461	0.002729538638	0.000113382709	0.980210670476	N\A	0.032891500708	0.005588118256	46	6	-0.004862669853	Global Trend	
1150000	601.166963	1	-0.662643919403	0.944782549637	-0.007518442101	0.000045120291	0.980477146667	N\A	0.029706494257	0.004870939082	41	6	-0.002174592754	Global Trend	
1200000	610.823702	1	-0.778939291977	1.018773174720	-0.018427199882	0.000096803484	0.999988435066	N\A	0.001143452789	0.001141179028	48	6	0.954128824621	Global Trend	
1250000	600.721527	1	-0.690533435675	0.947341764906	-0.006839282964	0.000061580376	0.979281433973	N\A	0.033953224907	0.005522566593	43	6	-0.001169917164	Global Trend	
1300000	601.351239	1	-0.728303804677	0.993222144506	-0.015430376008	0.000047422225	0.986828979964	N\A	0.028489790093	0.004409696808	38	6	-0.001187971790	Global Trend	
1350000	622.387459	1	-0.691767736037	1.003427044199	-0.017194272289	0.000082101840	0.995889152300	N\A	0.005296720361	0.001570840495	39	8	-0.050762354666	Global Trend	
1400000	585.517138	1	-0.810408893307	1.016576692021	-0.020509133904	0.000105384137	0.978576351909	N\A	0.028208909908	0.004641271556	38	8	-0.006285372595	Global Trend	
1450000	581.485314	1	-0.732811119407	1.008717763474	-0.017314146466	0.000083487979	0.991732348179	N\A	0.007771619061	0.001825387769	43	6	-0.025066758741	Global Trend	
