Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m5-glob-002.txt
Log File Name:                   HIP_d1_m5-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            7697466
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m5-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	465.752850	1	-0.952688807273	1.027015847381	-0.020357160356	0.000176502502	0.981420987358	N\A	0.011003859763	0.002450127786	41	5	0.027934617573	Global Trend	
1050000	464.281398	1	-0.996741846489	1.013567187253	-0.018960027856	0.000103851434	0.985944609655	N\A	0.009275865251	0.002124912414	39	5	0.014390919511	Global Trend	
1100000	480.627123	1	-0.906077783317	1.019808188141	-0.021595977675	0.000100435331	0.999691715378	N\A	0.002189130864	0.001783217410	47	5	-0.145508316978	Global Trend	
1150000	465.849896	1	-1.029671976634	1.091419243652	-0.032912563077	0.000061813941	0.961885111126	N\A	0.043752167419	0.007118401790	37	8	0.000607363376	Global Trend	
1200000	477.934425	1	-1.045810500940	1.087583528071	-0.031088338491	0.000077960498	0.965418709347	N\A	0.033907277484	0.005360418118	42	5	0.001990711494	Global Trend	
1250000	466.051098	1	-1.006567238254	1.019213463720	-0.021042867158	0.000123357340	0.999631898160	N\A	0.002106119321	0.001827927107	37	5	0.169047656179	Global Trend	
1300000	459.616393	1	-1.131704195125	1.118748417434	-0.035366585216	0.000123666290	0.961935179959	N\A	0.050028239974	0.007764663567	44	5	-0.000215119786	Global Trend	
1350000	470.324078	1	-0.927590073251	1.022358510709	-0.022894190701	0.000040035335	0.999928923695	N\A	0.001604683859	0.001515617201	38	9	-0.120669488722	Global Trend	
1400000	464.396914	1	-0.890249246055	1.024054088477	-0.023851022932	0.000032068179	0.999989873798	N\A	0.001807323525	0.001811846535	36	5	0.282518944903	Global Trend	
1450000	471.674345	1	-0.963169085909	1.032997784669	-0.025513341837	0.000065297404	0.994651732197	N\A	0.005416268223	0.001996298028	42	9	-0.019637456222	Global Trend	
1500000	475.750286	1	-0.891548182699	1.026895436457	-0.026554868728	0.000106227768	0.999987879782	N\A	0.001768865115	0.001760945644	46	11	0.902648894868	Global Trend	
1550000	462.992917	1	-1.015034874871	1.023079478772	-0.022259347172	0.000084019117	0.999853436018	N\A	0.001995609832	0.001822591598	38	11	-0.162120416879	Global Trend	
1600000	452.359213	1	-0.902991107485	1.018964759631	-0.019729435065	0.000142293543	0.999959589418	N\A	0.001929519416	0.001856276433	26	4	-0.513728475546	Global Trend	
1650000	471.015217	1	-0.987324596855	1.034151379082	-0.025307451915	0.000098813064	0.989139094398	N\A	0.008428430811	0.002242565291	39	6	-0.019080205214	Global Trend	
1700000	469.990342	1	-1.017135812526	1.020819727129	-0.020397583613	0.000095189481	0.999930281115	N\A	0.002006610546	0.001901102673	36	6	-0.380016613610	Global Trend	
1750000	454.852871	1	-1.147235131979	1.123204490812	-0.037429466827	0.000114929965	0.957628019312	N\A	0.048160538939	0.007605566991	35	6	-0.001533807916	Global Trend	
1800000	467.938952	1	-0.938194639849	1.013398210983	-0.022564082388	0.000221150990	0.966257267019	N\A	0.021459767647	0.003806423345	36	8	0.016651849762	Global Trend	
1850000	455.529132	1	-1.022032798976	1.025538504047	-0.018275278419	0.000167730792	0.954552443894	N\A	0.049416167583	0.007791981891	39	8	-0.001856088790	Global Trend	
1900000	460.132947	1	-0.998421059732	1.057198429655	-0.030871720217	0.000111960934	0.964626477916	N\A	0.030146033271	0.004917488992	30	5	-0.004816859398	Global Trend	
1950000	462.181338	1	-0.964553043942	1.024250431455	-0.024240767194	0.000128634650	0.998918433254	N\A	0.002950289082	0.001909711242	48	5	-0.081189275088	Global Trend	
2000000	459.542716	1	-1.132693417697	1.149690141685	-0.042934472346	0.000142431301	0.954002757219	N\A	0.046395342091	0.007290029866	41	6	0.001419494643	Global Trend	
2050000	460.477058	1	-1.302638610173	1.227889610583	-0.051853542619	0.000097420086	0.964801330697	N\A	0.049633367376	0.007781539747	44	3	0.000118747328	Global Trend	
2100000	463.126285	1	-0.895130666726	1.021828341518	-0.023716807663	0.000106067732	0.999688880015	N\A	0.002346435341	0.002003345659	43	6	-0.134505853920	Global Trend	
2150000	480.196942	1	-0.990964694304	1.037223845965	-0.022539336309	0.000166286401	0.979172940549	N\A	0.018087446168	0.003535879122	44	11	-0.017689688473	Global Trend	
2200000	461.864094	1	-1.169842184599	1.152774857435	-0.042538882153	0.000108208104	0.952913752960	N\A	0.048958150347	0.007627415662	36	8	0.000014951282	Global Trend	
2250000	465.042010	1	-1.151083724217	1.090990019206	-0.031219422305	0.000082235445	0.973121595460	N\A	0.033491273596	0.005633136710	42	4	-0.002463608916	Global Trend	
2300000	466.897611	1	-1.085564720348	1.066116128204	-0.028506583422	0.000125774815	0.963601183570	N\A	0.028963391007	0.004723656905	44	6	-0.006012969742	Global Trend	
2350000	460.508233	1	-0.940358455734	1.050506994842	-0.028663827669	0.000107178372	0.968837866108	N\A	0.017650186025	0.003128149410	37	2	0.010966258841	Global Trend	
2400000	459.810855	1	-0.974450393297	1.068681632675	-0.032302560391	0.000099677384	0.955860961711	N\A	0.051112726381	0.007749361985	44	5	-0.000315074643	Global Trend	
2450000	466.034646	1	-1.130096192880	1.137122360810	-0.039307534313	0.000130711640	0.963699881006	N\A	0.042665319468	0.006655800597	36	4	0.000704520425	Global Trend	
2500000	455.106897	1	-0.987047203269	1.017343280569	-0.018015272660	0.000129956963	0.999680094555	N\A	0.002259509834	0.001865574724	36	8	-0.180612674429	Global Trend	
2550000	465.965994	1	-0.945328413736	1.021643137354	-0.021706410629	0.000085411024	0.999998462851	N\A	0.001897945706	0.001892965613	53	7	-1.403190173936	Global Trend	
2600000	472.105142	1	-0.989935136978	1.016597777888	-0.016769369468	0.000111115333	0.999987207543	N\A	0.001713899459	0.001692285502	34	9	-0.812204478639	Global Trend	
2650000	458.350037	1	-0.970739715189	1.021094065213	-0.022831221561	0.000092228630	0.994296020488	N\A	0.005639291039	0.002163262701	41	6	-0.031407089310	Global Trend	
2700000	454.078870	1	-1.052877169769	1.122828860998	-0.037475507841	0.000151438815	0.954834001511	N\A	0.044111868529	0.006862211897	40	3	0.002789248123	Global Trend	
2750000	453.813673	1	-1.026972780511	1.025470476041	-0.022941695337	0.000123700338	0.999385022491	N\A	0.002550206702	0.001942758767	39	4	-0.135284990923	Global Trend	
2800000	463.938348	1	-0.945004651028	1.022205313207	-0.022008367991	0.000102491107	0.999889256486	N\A	0.001915218620	0.001833709392	36	7	0.320799054479	Global Trend	
2850000	466.597938	1	-0.986421795213	1.020434406008	-0.020425778380	0.000137789553	0.999989713003	N\A	0.001861740814	0.001832517311	47	9	-0.895377657000	Global Trend	
2900000	461.008643	1	-0.970230376515	1.021520626389	-0.021366493458	0.000106749588	0.999912920039	N\A	0.001928622705	0.001778242070	48	8	-0.311939337205	Global Trend	
2950000	467.073459	1	-0.959864730263	1.016562397169	-0.022297273356	0.000118335999	0.998160474469	N\A	0.003428028545	0.002017668449	42	8	0.063896414687	Global Trend	
3000000	472.194295	1	-0.970103917970	1.011071797390	-0.019219727331	0.000111750703	0.973462379290	N\A	0.015332405790	0.002827703351	36	6	0.015044601332	Global Trend	
3050000	479.323286	1	-0.947734339321	1.019996890519	-0.021749155124	0.000078768326	0.990972030642	N\A	0.011901552789	0.002191799514	37	7	-0.011145780188	Global Trend	
3100000	469.012133	1	-0.871389836251	1.005825999876	-0.021100060994	0.000087657652	0.970156728491	N\A	0.029495523109	0.005096472313	39	5	-0.003650008292	Global Trend	
3150000	453.020816	1	-0.955805606532	1.022124780782	-0.023375283902	0.000120821226	0.996101493096	N\A	0.004495882655	0.002081418216	37	2	0.042192708873	Global Trend	
3200000	462.493224	1	-1.026285104210	1.011333812274	-0.016202832336	0.000118882805	0.995167476033	N\A	0.004882807638	0.001763167555	47	9	0.043251662856	Global Trend	
3250000	475.678688	1	-0.915878361613	1.029572104711	-0.026879961308	0.000155343753	0.989647770966	N\A	0.007406677995	0.002089659195	44	10	0.037232372968	Global Trend	
3300000	469.044233	1	-0.906710330315	1.022570961578	-0.023307562908	0.000126459354	0.999872932884	N\A	0.001914449447	0.001795222189	39	8	-0.315373739901	Global Trend	
3350000	471.481479	1	-1.076964295255	1.088200294838	-0.031173806148	0.000063754321	0.965629522267	N\A	0.037247067538	0.005802605768	49	9	-0.001592675896	Global Trend	
3400000	454.222268	1	-0.954877948127	1.027517852523	-0.023555595982	0.000134310859	0.961597183910	N\A	0.043965320295	0.007034269141	33	9	-0.001826646553	Global Trend	
3450000	464.126218	1	-0.939301711635	1.021937210021	-0.020560437466	0.000102620114	0.999763955792	N\A	0.001842036107	0.001633346690	37	12	0.165711877738	Global Trend	
3500000	477.973153	1	-0.973300527138	1.018086873729	-0.019547814981	0.000097943711	0.998022715442	N\A	0.003246127757	0.001786115391	47	11	0.060623963591	Global Trend	
3550000	475.268087	1	-0.984055712762	1.025406106002	-0.021442816067	0.000091533259	0.990813034254	N\A	0.007006480666	0.001930574589	24	11	0.023930043676	Global Trend	
3600000	449.233100	1	-0.941486649857	1.013709688696	-0.019906161366	0.000128502737	0.987718221546	N\A	0.008616047755	0.002341792744	43	7	-0.025346220348	Global Trend	
3650000	472.700172	1	-0.971674451972	1.022887424925	-0.023175419718	0.000102813679	0.999995474988	N\A	0.001809115672	0.001806064609	46	9	1.307444311296	Global Trend	
3700000	483.634650	1	-1.053334014895	1.039941040667	-0.025707508186	0.000104110007	0.993652259022	N\A	0.006004216899	0.001918929888	34	9	-0.030305030519	Global Trend	
3750000	469.039359	1	-0.955185793211	1.023862872029	-0.024368023612	0.000112032919	0.999934195803	N\A	0.001870592149	0.001767375174	44	4	-0.334777207328	Global Trend	
3800000	459.775753	1	-1.086380917350	1.128814438200	-0.039193623755	0.000024234584	0.956071658681	N\A	0.046404211546	0.007252128091	32	8	0.000285081001	Global Trend	
3850000	480.636495	1	-0.994241892397	1.050295250739	-0.026068098815	0.000028415736	0.964100984347	N\A	0.041215416087	0.006658167024	39	8	-0.000739562936	Global Trend	
3900000	458.243519	1	-0.915350286402	1.024179768800	-0.025192345114	0.000125370037	0.999210332517	N\A	0.002671717850	0.001931725664	34	4	-0.134348308645	Global Trend	
3950000	445.470222	1	-1.041539236874	1.055239405629	-0.025858861056	0.000171585187	0.959777991870	N\A	0.042650163803	0.006707579226	33	4	-0.005705265839	Global Trend	
4000000	444.651282	1	-0.944798379650	1.021876638511	-0.022366981454	0.000107299597	0.999703725034	N\A	0.002376074136	0.001995279360	33	4	-0.191947657603	Global Trend	
4050000	470.038625	1	-0.903920609132	1.025217615434	-0.023689609731	0.000125896154	0.999590042678	N\A	0.002284650897	0.001987955511	45	6	0.163459272598	Global Trend	
4100000	478.611486	1	-1.043834079434	1.081115778826	-0.030839813129	0.000076445018	0.959432704700	N\A	0.042027976315	0.006716985678	39	4	0.001318109097	Global Trend	
4150000	447.838118	1	-0.898693694618	0.992226847195	-0.017724331825	0.000166096454	0.956168661451	N\A	0.049606871619	0.007800206121	42	7	-0.000791535385	Global Trend	
4200000	462.070610	1	-1.187986799607	1.110615718904	-0.033732692672	0.000102884371	0.966803923545	N\A	0.030004091043	0.004815191335	41	3	-0.005412595512	Global Trend	
4250000	452.814034	1	-0.942802189460	1.026267120360	-0.022362165732	0.000114282398	0.966435570693	N\A	0.040413516104	0.006461192626	43	5	-0.002113920615	Global Trend	
4300000	455.060440	1	-1.126448663574	1.064054156925	-0.027153331200	0.000171056516	0.978308095711	N\A	0.014581386670	0.003133881784	31	5	-0.018988690245	Global Trend	
4350000	475.687584	1	-0.906312300322	1.024728836556	-0.023679938256	0.000100485957	0.999723716817	N\A	0.001991443401	0.001759727499	36	8	0.189218729231	Global Trend	
4400000	457.728339	1	-0.941788122177	1.017261548518	-0.021404987315	0.000102119904	0.975838617610	N\A	0.017154560130	0.002986896647	47	6	-0.008814670941	Global Trend	
4450000	459.331038	1	-0.962996903706	1.018842831648	-0.018843050275	0.000090346871	0.999998069567	N\A	0.001394203152	0.001392991721	45	8	1.557711929752	Global Trend	
4500000	456.732653	1	-1.038462258901	1.069912866940	-0.028053747529	0.000098780642	0.957329120225	N\A	0.041447106001	0.006589743050	43	3	0.002083915023	Global Trend	
4550000	463.763859	1	-1.018555816756	1.040472233840	-0.023399998072	0.000308438529	0.960276203180	N\A	0.039733154831	0.006467582787	29	6	-0.010246510700	Global Trend	
4600000	452.926373	1	-0.972670497179	1.020697544350	-0.020705868979	0.000097152168	0.999988165671	N\A	0.001744857413	0.001738847117	40	6	0.621480726017	Global Trend	
4650000	464.825074	1	-1.058193672443	1.086279641936	-0.029604247146	0.000081848140	0.964170630841	N\A	0.033967019149	0.005563943870	38	11	0.002300256742	Global Trend	
4700000	452.079334	1	-0.878688908075	1.026066644942	-0.024305175766	0.000138528005	0.999612484854	N\A	0.002287257208	0.001970730859	32	4	0.215185668103	Global Trend	
4750000	451.386139	1	-1.013053383165	1.051316994533	-0.026673848409	0.000158305210	0.953665826116	N\A	0.041014340409	0.006562660901	34	5	0.004309171185	Global Trend	
4800000	448.396182	1	-0.972447339531	1.025410372176	-0.024279808531	0.000147601431	0.999538350168	N\A	0.002298451642	0.001830770720	41	5	-0.162198945242	Global Trend	
4850000	462.385385	1	-1.117748701988	1.131430955655	-0.038131844029	0.000146001890	0.954062228496	N\A	0.046595372364	0.007304476734	32	5	0.001479540133	Global Trend	
4900000	471.156751	1	-0.841457337455	1.016351709623	-0.021826149354	0.000134342492	0.998237839055	N\A	0.003393756278	0.001932134516	37	7	-0.118808758090	Global Trend	
4950000	474.993576	1	-1.027965878453	1.043981011359	-0.024242975165	0.000045148390	0.970402811511	N\A	0.031952520927	0.004693623640	40	9	-0.001724383233	Global Trend	
5000000	464.799819	1	-0.903249452008	1.022658510626	-0.023034422246	0.000199039628	0.999904190482	N\A	0.002034508505	0.001912232564	33	4	-0.625187255193	Global Trend	
5050000	458.707330	1	-0.911473905650	0.999134929254	-0.022946569224	0.000115701710	0.954560305961	N\A	0.027711624524	0.004470148805	34	4	0.006600193221	Global Trend	
5100000	453.649470	1	-1.031537973580	1.075953997547	-0.029560711545	0.000116435866	0.965985524482	N\A	0.034262983511	0.005175772371	45	2	0.002816832728	Global Trend	
5150000	467.924717	1	-0.946049534809	1.028038522970	-0.027556401064	0.000121379388	0.999909476430	N\A	0.001910957370	0.001786494710	40	6	-0.306558114492	Global Trend	
5200000	460.021867	1	-0.972361131682	1.026105978150	-0.024004568959	0.000073969974	0.992886442461	N\A	0.006006953149	0.001964227596	39	8	-0.023754296112	Global Trend	
5250000	470.552687	1	-0.848369525311	1.008705670142	-0.019104942548	0.000146849586	0.993278516275	N\A	0.006370376060	0.002255302478	38	7	-0.054815866094	Global Trend	
5300000	475.430519	1	-0.890304080664	1.022707921726	-0.021590295493	0.000179829955	0.999874110558	N\A	0.001857334070	0.001752845375	45	7	0.512811627961	Global Trend	
5350000	462.637873	1	-0.999140807780	1.024105315082	-0.021491069854	0.000115931115	0.997014058373	N\A	0.004215492935	0.001985591128	48	3	-0.046570709333	Global Trend	
5400000	455.217238	1	-1.040431422498	1.105554156921	-0.035776313695	0.000124542674	0.954502459848	N\A	0.046618461063	0.007313707048	29	5	0.001756625068	Global Trend	
5450000	476.843051	1	-1.062248196131	1.054589997857	-0.028085279950	0.000113825243	0.968673683639	N\A	0.020195912701	0.003598030107	31	8	-0.013259374935	Global Trend	
5500000	448.684701	1	-1.110586819672	1.141915463230	-0.041054297925	0.000146961075	0.948618645999	N\A	0.048170230744	0.007431284065	26	6	0.002168344905	Global Trend	
5550000	476.141907	1	-0.996764180613	1.021765327516	-0.022340870819	0.000087651491	0.999969433973	N\A	0.001882295929	0.001857936019	32	8	0.492245023802	Global Trend	
5600000	489.135810	1	-0.900072333567	1.025228028857	-0.025353655164	0.000106654707	0.999983449820	N\A	0.001843337226	0.001817235595	46	9	-0.670885707651	Global Trend	
5650000	469.118813	1	-0.949765245372	1.027134342193	-0.023829177944	0.000093949845	0.972039796827	N\A	0.022402026226	0.003870472533	38	6	-0.005606622742	Global Trend	
5700000	477.592221	1	-0.877526359188	0.989446809651	-0.017584575148	0.000079292430	0.963708674978	N\A	0.046840680866	0.007417000296	42	9	-0.000545740924	Global Trend	
5750000	476.077483	1	-0.862176628130	1.024558020758	-0.027107586246	0.000075277023	0.998561044610	N\A	0.003110230611	0.001641094175	47	11	-0.045180181511	Global Trend	
5800000	444.041913	1	-0.950082695945	1.016358996158	-0.020004411830	0.000128406636	0.994822083710	N\A	0.005339491322	0.002063267164	44	4	-0.034435547848	Global Trend	
5850000	462.324289	1	-0.978316995750	1.047768570598	-0.025989972375	0.000148771818	0.969649579319	N\A	0.038520147902	0.005732889465	48	8	0.000435065098	Global Trend	
5900000	472.156014	1	-0.941819702491	1.025138429410	-0.025446454654	0.000079249973	0.999969574251	N\A	0.001846386100	0.001826220300	44	8	0.373694230924	Global Trend	
5950000	473.210511	1	-0.977808643173	1.022492120737	-0.021535704446	0.000112134502	0.988441977538	N\A	0.008710060426	0.002095202197	34	6	-0.023621027162	Global Trend	
6000000	461.798325	1	-1.167010642413	1.086714827364	-0.032531505999	0.000131632637	0.965760203590	N\A	0.022008160751	0.003886554367	37	6	-0.012050361547	Global Trend	
6050000	453.877615	1	-0.954854903713	1.024261901573	-0.024160315135	0.000106212999	0.999891733132	N\A	0.001969266696	0.001869310871	46	2	0.247971423414	Global Trend	
6100000	460.278973	1	-0.996350962586	1.077331279927	-0.031670324724	0.000093476059	0.958559360157	N\A	0.036068785960	0.005653150508	36	5	0.002742847146	Global Trend	
6150000	462.780082	1	-0.992437013874	1.018667427786	-0.018645044537	0.000125216039	0.999986026609	N\A	0.001691890125	0.001667837805	50	5	-0.879127482472	Global Trend	
6200000	473.170527	1	-0.940554777774	1.026218662656	-0.023668257656	0.000123662555	0.990903639135	N\A	0.006637527213	0.001810456951	44	11	0.034166953221	Global Trend	
6250000	472.630089	1	-0.918253276116	1.020298239541	-0.020529376616	0.000033195973	0.999991325687	N\A	0.001893979521	0.001862663229	35	8	-0.393186376713	Global Trend	
6300000	480.490299	1	-0.905224697672	1.025741279597	-0.024717258643	0.000206076359	0.999839628833	N\A	0.001916213905	0.001790348139	42	7	0.424667758103	Global Trend	
6350000	482.537311	1	-1.029005792700	1.105435033085	-0.035483325703	0.000067241247	0.961535838156	N\A	0.031317839359	0.004939783137	34	9	0.003169024480	Global Trend	
6400000	475.447972	1	-0.967980566047	1.018266898559	-0.018001507188	0.000051989455	0.998681634542	N\A	0.003169524451	0.001867941262	47	6	-0.032816146486	Global Trend	
6450000	462.525989	1	-1.188547318982	1.139817195439	-0.040463292479	0.000151520199	0.957319614203	N\A	0.043699943405	0.006788644119	35	8	-0.002029852173	Global Trend	
6500000	470.692940	1	-1.099892584009	1.101482692230	-0.034083758577	0.000197986085	0.959306245416	N\A	0.042639864180	0.006557641177	47	8	-0.000854371589	Global Trend	
6550000	455.679650	1	-1.053562938281	1.115898980093	-0.034852404279	0.000094561804	0.964053312972	N\A	0.030864353440	0.004906104190	46	8	0.002504692610	Global Trend	
6600000	458.833577	1	-0.891375302311	1.023358349560	-0.018542380184	0.000109730918	0.999570629486	N\A	0.002156664376	0.001849911104	44	7	0.119085629708	Global Trend	
