Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m8-fab-001.txt
Log File Name:                   PAL_d1_m8-fab-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            618302333
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m8-fab-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.207006
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.72 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	444.028489	1	-1.017398317189	1.083880726797	-0.037128889489	0.055570981329	0.000083325499	0.957083883758	N\A	0.057154537252	0.006862608359	0.024734180968	45	11	
1050000	448.327208	1	-1.190365994834	1.176327208144	-0.035802674178	-0.019399530032	0.000101305192	0.950055297237	N\A	0.061164544783	0.008444866535	0.026862758338	36	12	
1100000	455.080756	1	-1.251225166593	1.283169060277	-0.060670422029	0.004118832888	0.000143430584	0.951588075195	N\A	0.059108687057	0.006440649458	0.024810911599	33	13	
1150000	446.725800	1	-1.444973943442	1.376104631382	-0.064991189304	-0.030766990068	0.000193696717	0.952892247525	N\A	0.058844438378	0.006865679400	0.025410870415	38	13	
1200000	446.244907	1	-1.233574786026	1.205502647431	-0.044239087861	0.008992731686	0.000150197623	0.954379222569	N\A	0.055174343930	0.007213992882	0.024424032115	41	12	
1250000	457.720321	1	-1.234533189329	1.270625778650	-0.043979236470	-0.038143410830	0.000134612910	0.958151182302	N\A	0.050969209533	0.007637283030	0.023827631278	40	11	
1300000	451.429428	1	-1.024676798085	1.107579169092	-0.039874240028	0.043666440097	0.000206039393	0.953113487519	N\A	0.061675413698	0.007727992474	0.026421985150	42	15	
1350000	466.784825	1	-1.067046310621	1.128503998664	-0.040584999733	0.046342330597	0.000268966261	0.970317852221	N\A	0.054835350910	0.004432859906	0.019594486072	39	17	
1400000	459.729475	1	-1.359833073634	1.321672457736	-0.062961048002	-0.003353019722	0.000241605965	0.958209903541	N\A	0.051612955919	0.007883585928	0.024661143374	39	13	
1450000	454.205027	1	-1.395810078127	1.248836532535	-0.042753600505	-0.036972564542	0.000239676025	0.957827143113	N\A	0.054522541109	0.007324409308	0.024413217680	45	9	
1500000	451.500480	1	-1.554584846893	1.180749662699	-0.036830747451	-0.011138440553	0.000205326863	0.960899721654	N\A	0.054123712375	0.006780056830	0.023254208382	36	12	
1550000	438.236111	1	-1.731346016658	1.323395254830	-0.045691150470	-0.062811728361	0.000198530046	0.954946266485	N\A	0.053004180021	0.006264819469	0.023146827899	47	11	
1600000	433.288727	1	-1.457895001270	1.194567800013	-0.057952618237	0.065025013446	0.000347583742	0.946907751804	N\A	0.067930193464	0.008211017406	0.028675854639	29	9	
1650000	435.777329	1	-1.472443752257	1.192445732723	-0.041511554855	-0.016536410609	0.000274432677	0.951064153583	N\A	0.063703458617	0.008887470985	0.028467727709	28	9	
1700000	465.964868	1	-1.398878162182	1.298852275150	-0.058822205651	0.011749498718	0.000256128141	0.955825988581	N\A	0.054362270608	0.006935059693	0.023920226282	34	14	
1750000	442.342633	1	-1.700415892735	1.326757489417	-0.059142236380	-0.021119718853	0.000268786657	0.981497358750	N\A	0.031428383918	0.006154664084	0.022577279913	37	12	
1800000	464.165381	1	-1.732897576613	1.254974422464	-0.055425874330	0.022136245141	0.000319152813	0.963403912237	N\A	0.050237012830	0.006586945953	0.022868110868	42	13	
1850000	444.690770	1	-1.295824014819	1.323310227041	-0.067973005816	0.018726652600	0.000241007230	0.951549267921	N\A	0.061160575395	0.008620785965	0.027379127229	38	12	
1900000	446.254056	1	-1.171365287822	1.242265426909	-0.046114092285	-0.021179754224	0.000238264375	0.954330525293	N\A	0.057431719499	0.006941962240	0.025399018863	31	12	
1950000	431.837665	1	-1.435014239985	1.156674729673	-0.039138109755	0.003128936627	0.000206272778	0.952185019229	N\A	0.056266415762	0.006308545935	0.023610625091	35	9	
2000000	446.177611	1	-1.314070111532	1.092311470714	-0.044639102980	0.083147268781	0.000249955479	0.960544677619	N\A	0.049241858357	0.006162933744	0.018387331750	34	10	
2050000	468.763762	1	-1.378878144603	1.287332442611	-0.046298292405	-0.048057373557	0.000075019968	0.958886201032	N\A	0.052823998124	0.006582379741	0.023333625958	51	13	
2100000	472.964469	1	-1.171672463774	1.235768862873	-0.054642673172	0.022575034458	0.000179622267	0.979274289124	N\A	0.037519969449	0.006721245907	0.018378287393	42	14	
2150000	450.698137	1	-1.315761910672	1.279955464173	-0.041178829410	-0.053401159815	0.000143238881	0.951285656408	N\A	0.056722458983	0.007452326737	0.025740797832	38	12	
2200000	458.540437	1	-1.163557066120	1.207388666054	-0.057160472908	0.053595022069	0.000177451540	0.956466278731	N\A	0.048805596443	0.006383077954	0.016438735225	40	12	
2250000	440.077026	1	-1.455706652419	1.327330719882	-0.044569442260	-0.073606457764	0.000062323268	0.947102961045	N\A	0.060462869993	0.008351749145	0.028838492322	31	11	
2300000	447.984347	1	-1.282023873057	1.288944501892	-0.045955143514	-0.059609550468	0.000201847676	0.951876780125	N\A	0.055017664043	0.007608389793	0.025660110896	36	14	
2350000	461.152548	1	-1.211153372383	1.208511954993	-0.049466830625	0.035811514502	0.000176097722	0.956232111331	N\A	0.054216101466	0.007195345006	0.023103917936	38	12	
2400000	445.385802	1	-1.014869134738	1.108246078539	-0.031539996175	0.029155528792	0.000280936641	0.953787666954	N\A	0.057447133658	0.008057664776	0.025997757490	34	7	
2450000	460.008919	1	-1.330395200043	1.292985918205	-0.059335072036	0.011710406807	0.000150631629	0.963223491137	N\A	0.049914606472	0.007179691748	0.022830394580	41	11	
2500000	452.731608	1	-1.301764156498	1.277600758972	-0.041583786742	-0.059299166870	0.000192933146	0.956051148530	N\A	0.052276688498	0.007345113803	0.023921098545	27	14	
2550000	451.301495	1	-1.365048643328	1.297878524040	-0.056307219027	-0.012750921325	0.000167563123	0.964913481833	N\A	0.055533836025	0.007332590975	0.024410645374	43	12	
2600000	455.860547	1	-1.378623913697	1.346439760674	-0.070220360791	0.032821275000	0.000227679280	0.952189962873	N\A	0.054921493895	0.007098655342	0.024651283782	32	13	
2650000	436.471603	1	-0.934913836876	1.136854764228	-0.037251962148	0.009554831854	0.000359354330	0.958482193888	N\A	0.056201760251	0.008384485916	0.027203071423	33	13	
2700000	429.134015	1	-1.466789210329	1.373343128509	-0.069448076598	0.003318537250	0.000084573356	0.947032547200	N\A	0.059006204498	0.007836621102	0.026220737788	39	14	
2750000	439.289679	1	-0.963599600008	1.089508652810	-0.045031420639	0.056709122481	0.000115321041	0.949233428561	N\A	0.059121393871	0.007101505749	0.026293347358	26	9	
2800000	456.421727	1	-1.123695275239	1.193288978753	-0.041585918227	-0.007789070001	0.000196754326	0.953974824540	N\A	0.055720274950	0.007434757912	0.026471336049	38	13	
2850000	454.358763	1	-1.332139457816	1.331117117821	-0.062617809750	-0.010875843605	0.000204493840	0.957939041290	N\A	0.052504365310	0.006286025918	0.023434354148	29	10	
2900000	440.630701	1	-1.533057691255	1.393728369407	-0.068108921782	-0.029859212594	0.000178985650	0.952973623103	N\A	0.051793492413	0.006913306074	0.023782023496	40	11	
2950000	431.214997	1	-1.621956484998	1.323503304601	-0.067394944503	0.022536713216	0.000215128911	0.962210971874	N\A	0.046741703474	0.006367572203	0.021626656517	59	8	
3000000	469.418144	1	-1.387064646896	1.155303114315	-0.051217375920	0.055416493121	0.000197470829	0.959976458676	N\A	0.053100541858	0.006725814444	0.023092948434	38	14	
3050000	445.119185	1	-1.305752371040	1.230395965253	-0.045041630808	-0.001905284081	0.000289616015	0.957853202782	N\A	0.055361200730	0.008375491459	0.025701339482	43	10	
3100000	455.666179	1	-1.154473944833	1.203894884636	-0.040158089529	-0.019364315098	0.000225296861	0.956083589831	N\A	0.057229382350	0.007673533374	0.026216711678	31	11	
