Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m7-VR-001.txt
Log File Name:                   MED_d1_m7-VR-001.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1997739944
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m7-VR-001.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	603.131756	1	-0.076816979396	0.540303205881	0.285084001939	-0.010289988488	0.000077976969	0.981568739902	N\A	0.027230736734	0.023052924997	0.002762888424	36	27	
1050000	590.657268	1	-0.185209924732	0.586434080863	0.302087573663	-0.022633909036	0.000062541310	0.985154512176	N\A	0.028213787807	0.022932611955	0.002720320840	53	32	
1100000	598.925270	1	-0.150014894123	0.569064789182	0.290027440972	-0.016591054764	0.000078323319	0.984025391600	N\A	0.025345056944	0.022728392075	0.002101661175	46	33	
1150000	590.531063	1	-0.197354490256	0.612743326705	0.232720440522	-0.009030090364	0.000124085858	0.980665888123	N\A	0.025894073249	0.022320205397	0.003181687419	50	16	
1200000	598.690704	1	-0.056163768546	0.547383837040	0.279791881059	-0.012207506693	0.000053194432	0.978892973710	N\A	0.026594633957	0.023253655886	0.002963833063	48	27	
1250000	603.349764	1	-0.181768026435	0.604185833656	0.234421571086	-0.009761584559	0.000065978221	0.981955056348	N\A	0.026201627859	0.023335140938	0.002747663954	52	27	
1300000	590.707675	1	-0.194691564681	0.618850634657	0.233069601315	-0.014443926838	0.000046346717	0.980977019458	N\A	0.025539755937	0.021692168134	0.002759306312	49	35	
1350000	587.199672	1	-0.169018744096	0.594842182126	0.262946255225	-0.015800258888	0.000054066986	0.979019408791	N\A	0.027019890479	0.023672145378	0.003096703558	50	29	
1400000	595.907021	1	-0.205428906330	0.593415993562	0.266074914478	-0.015481049535	0.000064084746	0.980002393461	N\A	0.026422463823	0.023476862851	0.002789982301	48	30	
1450000	585.625964	1	-0.261487188091	0.632582809221	0.253437022833	-0.015209347123	0.000121271197	0.990963172022	N\A	0.028601934889	0.023093232587	0.002610553021	50	26	
1500000	598.586770	1	-0.119373776945	0.579106073391	0.261968471529	-0.011157659378	0.000142334326	0.980620007713	N\A	0.026659986098	0.023388884718	0.002940106389	55	27	
1550000	601.509039	1	-0.117793402418	0.584617827300	0.258210990748	-0.012555141491	0.000127730973	0.980272263911	N\A	0.024497067350	0.021433374115	0.002545807766	40	27	
1600000	595.239139	1	-0.166006942697	0.590359627412	0.279187829385	-0.017867824963	0.000050901108	0.978257178038	N\A	0.024967995551	0.022764938020	0.003066029175	35	32	
1650000	603.025952	1	-0.077718485581	0.541211087485	0.324383293720	-0.021397811759	0.000007091856	0.983947011180	N\A	0.026573220439	0.022334471729	0.002914114740	47	37	
1700000	599.365775	1	-0.239669324157	0.651107606400	0.198295177192	-0.009638199910	0.000047636473	0.978670776504	N\A	0.027464782110	0.024257691479	0.002762771836	49	32	
1750000	602.530865	1	-0.146248080859	0.594846281264	0.249454920066	-0.012298274218	0.000069059667	0.981660632165	N\A	0.027406681004	0.024060535808	0.002879494234	40	26	
1800000	592.790564	1	-0.185211500529	0.606956229401	0.250005556732	-0.009945138408	0.000059411113	0.984455409196	N\A	0.026099440669	0.023035145148	0.002919740985	50	25	
1850000	595.211907	1	-0.135598441458	0.575975970346	0.285695200378	-0.017429926074	0.000035505374	0.979853152105	N\A	0.026514256136	0.023694095621	0.003130797511	45	26	
1900000	578.828908	1	-0.120966880431	0.582962168226	0.293774606384	-0.022993274910	0.000089074175	0.973026056651	N\A	0.028751572009	0.025390889782	0.003091519772	39	23	
1950000	609.555417	1	-0.187083876827	0.599703106102	0.250535942490	-0.011883042028	0.000069636721	0.982476934033	N\A	0.026100257530	0.022529242355	0.002653948191	42	32	
2000000	597.367534	1	-0.178923696043	0.598175360197	0.250124620443	-0.011485876954	0.000096040746	0.979211107676	N\A	0.027649221831	0.024414536434	0.002853086111	59	16	
2050000	593.979238	1	-0.174861972337	0.586494617001	0.262654455376	-0.013334990046	0.000100595496	0.982805450596	N\A	0.027591007274	0.024352669708	0.003152749180	52	27	
2100000	591.369763	1	-0.130458311733	0.584301663092	0.263090137110	-0.015295901034	0.000130467118	0.978886751405	N\A	0.027321884315	0.023318309065	0.002937092544	59	30	
2150000	580.274008	1	-0.159117374034	0.580437215190	0.269387216775	-0.013100193704	0.000083756399	0.977475438529	N\A	0.027096974267	0.024702975889	0.003182604589	52	29	
2200000	595.750350	1	-0.226607960503	0.630940597210	0.214231889349	-0.009300599889	0.000076449113	0.979527813466	N\A	0.025910410917	0.022907495345	0.002843820455	41	33	
2250000	588.622027	1	-0.284293021723	0.659500705679	0.226069862427	-0.014106158153	0.000049731973	0.980317886484	N\A	0.026963214524	0.023546930056	0.003218153512	50	30	
2300000	592.131566	1	-0.188232594173	0.616204577780	0.212723861596	-0.006740801002	0.000060257548	0.979943643353	N\A	0.025711873703	0.022882752216	0.002874884159	49	24	
2350000	603.804541	1	-0.164294247344	0.586076528777	0.276444405960	-0.014114486213	0.000109985184	0.984456941540	N\A	0.028154370317	0.024828768286	0.003061735341	45	25	
2400000	584.004560	1	-0.125801364889	0.577780319443	0.260304662061	-0.011387444082	0.000078857753	0.978998357459	N\A	0.026018292768	0.023494468036	0.002761072043	49	26	
2450000	602.460366	1	-0.180447316626	0.600750977984	0.222434847693	-0.006429528945	0.000074652578	0.981101051913	N\A	0.026667935066	0.023292335020	0.002834133110	50	29	
2500000	599.277927	1	-0.256819016313	0.589368047945	0.276089293256	-0.016546620419	0.000048831480	0.980800890259	N\A	0.025231177925	0.021965131584	0.003102644778	46	28	
2550000	603.147775	1	-0.180348860101	0.605203192185	0.240785120915	-0.010432400783	0.000048124955	0.979374538825	N\A	0.024909890405	0.022319774841	0.002741216765	38	30	
2600000	586.547418	1	-0.204198984935	0.601484125766	0.245863581344	-0.010203971250	0.000066543776	0.977922705844	N\A	0.028042772522	0.024717146107	0.002826162679	51	28	
2650000	588.816401	1	-0.263583853847	0.647901143526	0.216019522779	-0.011576028852	0.000012669164	0.983354229735	N\A	0.026673182898	0.023115907001	0.002749781329	53	31	
2700000	593.150115	1	-0.122760646584	0.572525397020	0.269862291151	-0.011665621060	0.000005149520	0.980032397757	N\A	0.027603660068	0.024399565733	0.002830586849	37	31	
2750000	610.676917	1	-0.162912520809	0.582154188794	0.280687649002	-0.014498514468	0.000004830766	0.985320580106	N\A	0.023606936170	0.021333050782	0.002676943963	39	32	
2800000	604.520616	1	-0.119288344963	0.579828413252	0.273368476994	-0.017746365979	0.000008438656	0.979153505762	N\A	0.024765506077	0.020707801148	0.002524744213	50	34	
2850000	618.746100	1	-0.091222741743	0.544491799016	0.311519082544	-0.018742922898	0.000005990214	0.982797755243	N\A	0.024112168158	0.021485241299	0.002404516349	50	31	
2900000	601.151023	1	-0.182143982115	0.606340346531	0.256734730722	-0.015039776470	0.000007480469	0.978721060182	N\A	0.028072810560	0.023544298028	0.002651317020	50	27	
2950000	597.606125	1	-0.170372515741	0.589774684988	0.267409742213	-0.016272810232	0.000012794159	0.981219586959	N\A	0.026004202657	0.022415671887	0.002920021894	60	33	
3000000	605.777105	1	-0.094888357000	0.542411841758	0.312232979487	-0.018691666226	0.000006844157	0.981158928541	N\A	0.027192713809	0.023136780048	0.002767447811	44	27	
3050000	606.359039	1	-0.144147823967	0.577878258777	0.255836016152	-0.009716934882	0.000005931063	0.980369646697	N\A	0.027561498728	0.023574313983	0.002831742007	39	29	
3100000	600.114420	1	-0.071625161007	0.543187173675	0.288786528404	-0.014771848731	0.000010312793	0.980980159655	N\A	0.026043754090	0.022650239891	0.002612761637	43	30	
3150000	606.207615	1	-0.095994312816	0.540392707587	0.294996524185	-0.014768981317	0.000029286435	0.982630823780	N\A	0.025660020423	0.022119962088	0.002977167756	63	27	
3200000	596.313484	1	-0.117989429168	0.554696809832	0.296323050090	-0.015651156272	0.000039849036	0.980509068324	N\A	0.025458902399	0.022856374006	0.002988719624	53	23	
3250000	589.034973	1	-0.128837086341	0.579852724824	0.283245702285	-0.016496643048	0.000057220158	0.982103573801	N\A	0.024023629808	0.021123691389	0.002806589711	42	38	
3300000	597.618182	1	-0.170194156161	0.579529353259	0.276680970134	-0.013193429450	0.000191687817	0.980819806370	N\A	0.027277066803	0.024110873899	0.002808466233	42	25	
3350000	605.893943	1	-0.110939422060	0.556023679524	0.307148701748	-0.019536790007	0.000066486669	0.981575270053	N\A	0.024955238408	0.022345788110	0.002893558171	44	24	
3400000	608.346544	1	-0.276278554696	0.664826239809	0.210180594408	-0.011426268232	0.000106565733	0.983045257230	N\A	0.025857491599	0.021876695302	0.002537632644	45	25	
3450000	596.657489	1	-0.069268259928	0.539228459422	0.303662036490	-0.015531921668	0.000088728845	0.980290953276	N\A	0.024908514569	0.021844693713	0.002868169045	50	25	
3500000	594.852500	1	-0.172131875726	0.589302173370	0.274445933905	-0.014827453596	0.000105725378	0.983797072460	N\A	0.025906237160	0.022309195798	0.002746273970	61	29	
3550000	585.666067	1	-0.076932295209	0.549112336896	0.283786216099	-0.012810637465	0.000114249431	0.991534531335	N\A	0.026415056141	0.019136853415	0.002591980333	44	37	
3600000	596.672348	1	-0.115981861152	0.579352267199	0.278731506738	-0.016474499974	0.000077097078	0.981582009191	N\A	0.025540142098	0.022600506608	0.002804095934	40	26	
3650000	581.431821	1	-0.047817205279	0.506157696138	0.341364097383	-0.019582784849	0.000067416607	0.978421941317	N\A	0.024469782350	0.020870198132	0.002714386516	57	23	
3700000	596.124995	1	-0.267198614235	0.651622822072	0.206646853599	-0.009470906005	0.000069723239	0.983255581852	N\A	0.026353521989	0.022295609623	0.002864780346	46	24	
