Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m7-glob-005.txt
Log File Name:                   CEREB_d1_m7-glob-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1329379736
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m7-glob-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.111269
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1500000	582.948958	1	-0.867348983065	1.002069791371	-0.009016696542	0.004695219315	0.000049526500	0.994279671235	N\A	0.019247133833	0.020592826317	0.002143171251	39	1	0.026082962678	Global Trend	
1550000	578.077143	1	-0.672447333599	0.885339754901	0.104083182723	-0.000481414907	0.000090133200	0.986130835599	N\A	0.023962097528	0.022354200487	0.002551620107	30	0	-0.012197776093	Global Trend	
1600000	573.511070	1	-0.746263571691	0.953977192835	0.049035021247	-0.000058794499	0.000141877668	0.999106851848	N\A	0.017688014975	0.019110417171	0.001804231426	42	0	0.163802661559	Global Trend	
1650000	575.993908	1	-0.782017918205	0.936641440244	0.063001028979	0.000841175101	0.000080483478	0.986779642983	N\A	0.020972140530	0.020616119646	0.002597524337	37	1	0.010150554748	Global Trend	
1700000	573.215666	1	-0.758986651409	0.938527981227	0.062225311931	-0.000594544888	0.000101236102	0.999725641089	N\A	0.019238657285	0.020691711127	0.001820064602	32	1	0.279665362900	Global Trend	
1750000	560.328480	1	-0.762037435302	0.931208714647	0.071901319124	-0.003624223287	0.000077611274	0.999478547286	N\A	0.023263480842	0.025371521569	0.002520127631	29	2	0.136284104795	Global Trend	
1800000	576.240155	1	-0.800738470457	0.946122285452	0.053805979402	0.000986728175	0.000089855167	0.987807187550	N\A	0.020910968888	0.021066992355	0.002427702470	38	0	-0.023262907531	Global Trend	
1850000	567.692774	1	-0.746526319143	0.929602617873	0.071064761872	0.001156453342	0.000113548372	0.998255250804	N\A	0.020696119442	0.022265195138	0.002182081833	35	0	0.118188416311	Global Trend	
1900000	589.822916	1	-0.867484852743	0.998472542740	0.034126473717	-0.002714134594	0.000081260934	0.983573246880	N\A	0.023993645790	0.022194006850	0.003018254600	38	6	0.002605225010	Global Trend	
1950000	568.744086	1	-0.774198792203	0.944347696833	0.057700277253	-0.000637796179	0.000065955069	0.997855932399	N\A	0.019348381497	0.020585141878	0.002086018013	44	1	0.058295201807	Global Trend	
2000000	572.746913	1	-0.764993580441	0.971650056731	0.026304988431	0.001530596773	0.000082685206	0.999959344222	N\A	0.021033918078	0.022760100423	0.002121633400	43	0	-0.611658548448	Global Trend	
2050000	569.399986	1	-0.795726313791	0.973447506234	0.024755162959	0.002826731907	0.000069791863	0.999622274425	N\A	0.021807806186	0.023572352303	0.002216301768	34	0	0.205746364137	Global Trend	
2100000	577.701551	1	-0.701142245778	0.925123924098	0.057498579796	0.003231648845	0.000081981346	0.988213723645	N\A	0.024152804403	0.023873992689	0.002633758079	40	1	-0.018521041702	Global Trend	
2150000	554.423134	1	-0.905505163595	1.026414483875	-0.034784897001	0.008476605438	0.000068935700	0.998580871498	N\A	0.024429435057	0.026618988314	0.002708488886	34	0	0.074036350381	Global Trend	
2200000	571.570243	1	-0.955202306687	1.028235840265	-0.013350969197	0.003797338228	0.000071041346	0.986461420356	N\A	0.021441895855	0.022591819267	0.003091819172	39	0	-0.006679006091	Global Trend	
2250000	570.470214	1	-0.759422688890	0.920262776918	0.084985565382	-0.001215571616	0.000072327859	0.989543917814	N\A	0.022790069469	0.023146585597	0.002434990787	34	1	0.020260107271	Global Trend	
2300000	564.506295	1	-0.814555651781	0.968990453684	0.026880685927	0.002443351434	0.000073220682	0.983510101399	N\A	0.025322610588	0.022857925282	0.003083136714	32	1	-0.001418877687	Global Trend	
2350000	574.188008	1	-0.694498180150	0.915570872046	0.075548236547	0.000183762977	0.000068390523	0.992902694204	N\A	0.020565003343	0.021099565887	0.002175358452	40	1	-0.023519652001	Global Trend	
2400000	569.068086	1	-0.763803265552	0.943673951046	0.058318343458	-0.002012800703	0.000071002467	0.999996537443	N\A	0.019900543497	0.021509900780	0.002059601839	35	1	-1.311098021191	Global Trend	
2450000	578.451689	1	-0.819536080384	0.966944448337	0.031391401609	0.001021617239	0.000017315515	0.998015349498	N\A	0.018599415645	0.019821806447	0.001837488793	40	0	-0.014636367137	Global Trend	
2500000	571.539214	1	-0.766596352869	0.937172654715	0.061365910831	0.001855466595	0.000068578558	0.999833754346	N\A	0.020977016337	0.022726064569	0.002183882443	27	0	0.338035788669	Global Trend	
2550000	579.814886	1	-0.759524638565	0.937902929920	0.077714469665	-0.003736183316	0.000089218992	0.988123184326	N\A	0.021315312408	0.020483388466	0.002483568362	36	0	0.013814270855	Global Trend	
2600000	575.363078	1	-0.775083806826	0.951183444811	0.034726937268	0.002646385381	0.000098061868	0.984650470730	N\A	0.023397271203	0.021494143565	0.002971093460	38	1	-0.003834113466	Global Trend	
2650000	572.209983	1	-0.722069046872	0.928980365122	0.077592479794	-0.004458330852	0.000103588537	0.998597693113	N\A	0.021842954817	0.023475387718	0.002308423561	42	1	0.141430441892	Global Trend	
2700000	564.315949	1	-0.771146048852	0.932908404725	0.072076905859	-0.004103135921	0.000081374718	0.998204034808	N\A	0.020998723668	0.022505284942	0.002201517404	44	1	-0.075293002972	Global Trend	
2750000	566.296881	1	-0.906099908078	1.021603228084	0.021893284480	-0.005848461255	0.000086273790	0.986542180054	N\A	0.022875070164	0.022083635112	0.002819135146	43	0	0.004912806998	Global Trend	
2800000	576.486415	1	-0.641906285127	0.955743080580	0.043919545201	0.001596051596	0.000097021895	0.999960590321	N\A	0.018544366891	0.020076800564	0.001924168671	28	1	0.866252886490	Global Trend	
2850000	567.579132	1	-0.765397149580	0.983235237004	0.024302661259	0.001499597946	0.000080104767	0.996103263235	N\A	0.022602965512	0.024274418301	0.002515771444	33	1	0.059056715654	Global Trend	
2900000	575.540902	1	-0.869671388343	1.013461069957	0.009703743471	0.000290444344	0.000060964031	0.988128109272	N\A	0.019564724926	0.020344394113	0.002670176131	40	0	0.011617550583	Global Trend	
2950000	569.107789	1	-0.725157255756	0.952598804094	0.067689590534	-0.004509798002	0.000135928716	0.988793061178	N\A	0.023006028778	0.023637189831	0.002663212445	32	0	0.036652611040	Global Trend	
3000000	566.358578	1	-0.706807049759	0.913255178905	0.090311314395	-0.003392092161	0.000084778609	0.999981862560	N\A	0.021393185261	0.023331472749	0.002471623047	36	0	1.062190206393	Global Trend	
3050000	571.954453	1	-0.848484838410	0.989404857776	0.006007462480	0.003290994845	0.000089088492	0.989217324819	N\A	0.020999632691	0.022047900938	0.002493061101	37	0	0.018739937568	Global Trend	
3100000	579.856706	1	-0.713881481590	0.936753806216	0.072693893714	-0.002882890024	0.000077085126	0.996187186178	N\A	0.018444053181	0.019830123227	0.001917532191	26	1	0.054015406088	Global Trend	
3150000	569.786696	1	-0.764481496884	0.943544152931	0.052389432449	0.001368370448	0.000090375550	0.995429318148	N\A	0.021464670178	0.022737546702	0.002214386639	35	1	-0.039631228246	Global Trend	
3200000	567.344375	1	-0.756850737669	0.957953000895	0.037041240973	0.000380709875	0.000075294096	0.996023179988	N\A	0.021833898156	0.023135798911	0.002180458683	35	1	-0.040129768554	Global Trend	
3250000	559.079765	1	-0.871357352700	0.972163580172	0.044441070745	-0.001297458603	0.000082007603	0.983019893189	N\A	0.023719858344	0.023643615281	0.003030737625	24	1	-0.009112840637	Global Trend	
3300000	568.653896	1	-0.793319910836	0.951326881015	0.048875922058	0.002172164057	0.000039484260	0.997792972019	N\A	0.019623704098	0.020871414441	0.001953869865	41	0	0.030540850744	Global Trend	
3350000	578.540427	1	-0.755349435053	0.949350439849	0.057579609990	-0.000802001396	0.000086453412	0.994051372653	N\A	0.020714549636	0.022194549743	0.002167743792	36	2	0.049137083679	Global Trend	
3400000	582.467163	1	-0.686644072505	0.947215051631	0.026949080622	0.002124219330	0.000071277019	0.989472471195	N\A	0.020418368746	0.020163868545	0.002293039840	35	1	-0.014533633340	Global Trend	
3450000	573.558312	1	-0.831568480591	0.991422674754	0.012338827822	0.003841716483	0.000104707179	0.990332086543	N\A	0.022983066615	0.023206958428	0.002432016636	35	2	0.029345492249	Global Trend	
3500000	559.396944	1	-0.857482021443	1.009497133299	-0.015231074415	0.008840131053	0.000066666039	0.998409784921	N\A	0.024840865579	0.026822504726	0.002767674994	38	0	0.067424089157	Global Trend	
3550000	565.669578	1	-0.808971018522	0.955154702392	0.041905271756	0.002512155187	0.000057119086	0.999094364794	N\A	0.022081642055	0.023713764310	0.002320979743	42	0	-0.088967809450	Global Trend	
3600000	571.041820	1	-0.764619118548	0.955192730707	0.045626098482	0.000125476572	0.000074798675	0.999666349612	N\A	0.019353302031	0.020819534038	0.001855562968	42	1	0.152869255600	Global Trend	
3650000	570.291666	1	-0.718160368811	0.949352250017	0.051922771558	0.000002626982	0.000017906843	0.999838252357	N\A	0.018015564194	0.019319464224	0.001672835840	39	2	0.055817425069	Global Trend	
3700000	578.333857	1	-0.842043189056	0.971802981420	0.025201568928	0.004221501213	0.000058336593	0.998371368628	N\A	0.020840979906	0.022456350389	0.002133867699	27	3	0.060280160703	Global Trend	
3750000	566.354542	1	-0.833576453577	0.971296370427	0.091111612547	-0.009509616894	0.000087619028	0.988706397606	N\A	0.021848116841	0.020704508027	0.002743889520	39	1	0.006669969848	Global Trend	
3800000	581.513013	1	-0.760039625941	0.990470447632	-0.000754559357	0.005192161826	0.000075608083	0.999016989115	N\A	0.021228957143	0.022989289708	0.002320248926	42	0	-0.101342264254	Global Trend	
3850000	569.944991	1	-0.817957115921	0.952372592927	0.046405624619	0.002220300936	0.000082535221	0.997828677724	N\A	0.020046578898	0.021599416394	0.002021197247	40	0	-0.085345018440	Global Trend	
3900000	563.162553	1	-0.822367801880	0.971467230777	0.037670424532	0.001570740954	0.000086293488	0.989219421045	N\A	0.021111281597	0.020779629319	0.002356935303	31	0	0.015978126493	Global Trend	
3950000	579.726332	1	-0.755192072606	0.924593936130	0.076833074311	-0.001404469101	0.000064649734	0.999997240863	N\A	0.018503059999	0.019923520603	0.001780412809	49	1	1.417278171059	Global Trend	
4000000	576.006454	1	-0.902995873427	0.974830154172	0.019362065073	0.005325147380	0.000056193785	0.999965990222	N\A	0.021183339093	0.023008107350	0.002225329252	32	3	0.339020406234	Global Trend	
4050000	580.567537	1	-0.745139047360	0.984055078289	0.011054354621	0.002562523427	0.000077220216	0.999782459112	N\A	0.021100399519	0.022843146204	0.002211085971	38	1	-0.253828904798	Global Trend	
4100000	579.223827	1	-0.844649263986	0.984192974672	0.036258771043	-0.003008853087	0.000104379576	0.990654078511	N\A	0.020398226152	0.018806109618	0.002470978411	31	1	0.004913590730	Global Trend	
4150000	578.756748	1	-0.889550027434	1.027000695639	0.010490121748	-0.000030629939	0.000080421339	0.986000835484	N\A	0.023858752728	0.023300239437	0.002707611280	44	2	0.013237911008	Global Trend	
4200000	561.807712	1	-0.782584442626	0.958321615940	0.044714220795	-0.000512747087	0.000080994256	0.996690145533	N\A	0.022221886924	0.023900911165	0.002355170514	32	0	0.056887865167	Global Trend	
4250000	567.307927	1	-0.857863483200	1.005209281535	0.000944897665	0.004072847517	0.000048898422	0.992800565007	N\A	0.023094915763	0.024233043296	0.002361481242	43	0	0.020140512329	Global Trend	
4300000	567.326458	1	-0.826234962245	0.933093683556	0.075040312569	-0.004664533565	0.000074382372	0.998702275440	N\A	0.022446555918	0.024484017222	0.002527752412	33	1	-0.107150222508	Global Trend	
4350000	569.208300	1	-0.751630111523	0.992810802521	0.006371486800	0.002057228396	0.000096349505	0.999879771624	N\A	0.021176155067	0.023072341947	0.002321053686	38	0	0.447195527280	Global Trend	
4400000	578.859932	1	-0.831963426542	0.994383257613	0.001393649243	0.004002568134	0.000068125668	0.999973028392	N\A	0.022703124260	0.024793510804	0.002484383811	41	0	-0.579585832480	Global Trend	
4450000	566.656357	1	-0.762419457887	0.988033124891	0.006627414977	0.002331390940	0.000088158395	0.999048847740	N\A	0.020273873908	0.021789928304	0.002042316782	35	0	-0.154658526403	Global Trend	
4500000	568.922021	1	-0.667039673293	0.954306639476	0.044607880978	0.000517420644	0.000080913537	0.999990596375	N\A	0.021082623363	0.022904763304	0.002162688265	35	0	-1.441495257596	Global Trend	
4550000	564.996008	1	-0.685154188366	0.942718145533	0.032745081074	0.004509061834	0.000117949514	0.990339224694	N\A	0.023431750661	0.023824326533	0.002448136485	47	0	-0.029830409431	Global Trend	
4600000	568.190015	1	-0.810340023587	0.957416544783	0.042984968194	0.000058561159	0.000055479219	0.999147124170	N\A	0.021724530901	0.023646576654	0.002363097340	31	0	-0.100835841693	Global Trend	
4650000	581.388324	1	-0.823726523249	0.948829318895	0.055950254110	-0.000135253176	0.000029643433	0.987479065390	N\A	0.022279309073	0.021809386608	0.002346852488	38	1	0.004631368203	Global Trend	
4700000	566.768494	1	-0.705862174171	0.954756435538	0.080419308795	-0.006377354946	0.000095826242	0.985853775324	N\A	0.022912516662	0.023331541588	0.002736772145	25	0	0.030125064383	Global Trend	
4750000	569.587852	1	-0.712922818272	0.932377656291	0.072966636630	-0.001057042428	0.000099664338	0.997315579014	N\A	0.020080511899	0.021550829910	0.002166270369	35	0	0.094612559561	Global Trend	
4800000	575.619983	1	-0.808888470095	0.959017354774	0.038973582110	0.001808991581	0.000062002520	0.998340091984	N\A	0.021233410915	0.022890479152	0.002241738997	33	1	-0.070383975957	Global Trend	
4850000	569.685178	1	-0.820234011530	0.971763868673	0.041251214530	-0.001257945365	0.000065135534	0.985813201948	N\A	0.024218258295	0.023265924396	0.002639821461	40	0	0.009853481850	Global Trend	
4900000	573.961532	1	-0.703697429010	0.917189680888	0.071467631989	0.001850319876	0.000088142211	0.989635514089	N\A	0.016851789961	0.020297071429	0.002407428323	34	2	-0.027099382687	Global Trend	
4950000	563.525195	1	-0.906387640978	1.036741022234	-0.042410478265	0.005620944358	0.000081652750	0.999898395954	N\A	0.020679884828	0.022402424505	0.002221286687	39	1	-0.265810026254	Global Trend	
5000000	573.756087	1	-0.835319148346	0.963930965088	0.062112727490	-0.003081407207	0.000096679977	0.984127205937	N\A	0.024503312661	0.022538237943	0.002954860093	31	0	0.003307813050	Global Trend	
5050000	581.023220	1	-0.752553832405	0.964745111777	0.013588645633	0.006538024756	0.000069149888	0.989613025488	N\A	0.022523888032	0.023277467596	0.002569261033	43	1	-0.022063911421	Global Trend	
5100000	574.631215	1	-0.751382271938	0.949047010240	0.067589473949	-0.004417253377	0.000073591942	0.992493850277	N\A	0.020294187972	0.020514623321	0.002172228247	45	0	0.025664352078	Global Trend	
5150000	574.983067	1	-0.812073659790	0.963715743671	0.035122284560	0.001331704331	0.000075229869	0.996210285863	N\A	0.020834925927	0.022133866713	0.002176365529	46	1	-0.053086958514	Global Trend	
5200000	573.394602	1	-0.791334758442	0.971943400416	0.032639779296	0.000723190888	0.000074231419	0.996184535714	N\A	0.019309235533	0.020517840109	0.001924561747	26	0	0.046389896323	Global Trend	
5250000	572.467963	1	-0.821341299214	0.956175664857	0.050682694896	-0.001202377096	0.000028493916	0.984291689121	N\A	0.027254937378	0.025547043536	0.003063545747	27	0	-0.003817468627	Global Trend	
5300000	573.893727	1	-0.774290614425	0.961987547659	0.067572357379	-0.004849217173	0.000090896744	0.990218943516	N\A	0.019650767407	0.019497917770	0.002223204080	33	0	0.017074372202	Global Trend	
5350000	562.280007	1	-0.821991033772	0.969535680951	0.041974279667	0.000424595577	0.000080041931	0.987601893866	N\A	0.018692627978	0.019966526481	0.002644962406	30	1	0.009281180387	Global Trend	
5400000	565.571049	1	-0.830435207058	0.975661948021	0.022461404746	0.001857266108	0.000092638808	0.999975216053	N\A	0.021155678039	0.022889436023	0.002151399490	27	0	1.152259095088	Global Trend	
5450000	560.349201	1	-0.779021432898	0.954653081964	0.048514232433	-0.002436311260	0.000094890385	0.997760667124	N\A	0.022636959354	0.024504269323	0.002402073666	37	0	0.106618991452	Global Trend	
5500000	559.273562	1	-0.923840391628	0.987323604332	0.027859364072	0.001851993892	0.000098624061	0.984133467914	N\A	0.023780467901	0.023366282182	0.002833867131	28	0	-0.014046984787	Global Trend	
5550000	567.491411	1	-0.822486738247	0.976322763666	0.021618892950	0.000371059277	0.000085599412	0.998848714585	N\A	0.019849167941	0.021346005535	0.002049275840	34	2	0.111636881636	Global Trend	
5600000	565.610890	1	-0.799959575419	0.953904897616	0.051207268572	-0.000612430791	0.000115759849	0.981809836096	N\A	0.024467756789	0.022833250943	0.003124757663	30	0	-0.005235760481	Global Trend	
5650000	574.921737	1	-0.810020912318	0.975292363012	0.023259159644	0.001392314977	0.000015794407	0.999999406729	N\A	0.021373539370	0.023216439624	0.002251759220	38	2	-0.850803473084	Global Trend	
5700000	582.756690	1	-0.835713914627	0.971010687256	0.034609805595	0.001436843744	0.000068901761	0.987408477344	N\A	0.022317518719	0.021841061529	0.002656018378	20	3	0.014159450577	Global Trend	
5750000	568.885234	1	-0.809403947664	0.996526297164	-0.001538499058	0.005144091986	0.000082491620	0.999997452248	N\A	0.022672802413	0.024663362740	0.002444694235	40	1	2.668440039645	Global Trend	
5800000	568.858484	1	-0.801455568509	0.971420158007	0.036688893027	0.000387650561	0.000064662388	0.992069909940	N\A	0.021024056751	0.022047333817	0.002343268835	32	0	0.016472859732	Global Trend	
5850000	567.283345	1	-0.706329651074	0.940905726594	0.059388062097	-0.000597338818	0.000077385769	0.999987077483	N\A	0.021003095315	0.022775230300	0.002295856155	39	1	-1.327478440975	Global Trend	
5900000	566.396789	1	-0.784040302971	0.948808736986	0.056042829048	-0.003181635423	0.000060286458	0.995511013044	N\A	0.023425142655	0.024890900011	0.002539721449	44	0	-0.031669377549	Global Trend	
5950000	554.369051	1	-0.804280994045	0.971144066948	0.028771124245	0.002428170955	0.000083391358	0.997479979880	N\A	0.022961868429	0.024697090368	0.002457736534	33	0	0.061370860508	Global Trend	
6000000	572.097139	1	-0.717570225913	0.922892474997	0.076807137134	-0.001185391428	0.000071025638	0.999517755509	N\A	0.018788043941	0.020238125395	0.001928227659	39	1	-0.105034121459	Global Trend	
6050000	562.675645	1	-0.767184778543	0.958567100986	0.040965537456	0.001643999009	0.000081981124	0.999791851288	N\A	0.019881321793	0.021423956437	0.001961104518	33	1	0.232272090500	Global Trend	
6100000	565.288475	1	-0.760050507406	0.943339635525	0.056063134769	0.001323260169	0.000084031892	0.999613732354	N\A	0.020715042707	0.022380650753	0.002097908925	41	0	0.150623964411	Global Trend	
6150000	561.206003	1	-0.799708881777	0.912070549873	0.088629840398	-0.000249594554	0.000070765101	0.999977219998	N\A	0.019909450821	0.021488754906	0.001948984552	36	1	-0.665370205088	Global Trend	
6200000	568.070888	1	-0.760966118896	0.965296000035	0.030053343140	0.002891515070	0.000088508611	0.999387428598	N\A	0.020109501707	0.021773610284	0.002114593966	29	1	-0.191888163398	Global Trend	
6250000	572.389809	1	-0.737173195000	0.940922145577	0.060186284523	-0.000761744485	0.000092417612	0.999965943506	N\A	0.019004990385	0.020374696084	0.001757845630	35	0	0.709532162061	Global Trend	
6300000	569.485176	1	-0.879208348042	0.960255674514	0.100841532631	-0.011443676122	0.000060909137	0.984306288283	N\A	0.023238027514	0.022192248263	0.002972747854	36	1	0.000508621534	Global Trend	
6350000	575.779039	1	-0.767115037168	0.958737277667	0.041739409517	-0.000644355958	0.000069572330	0.999994071090	N\A	0.021469043458	0.023346562742	0.002290997100	35	1	-1.092179558118	Global Trend	
6400000	564.950776	1	-0.798094059904	0.973731168255	0.025238764574	0.002041147699	0.000099226451	0.999730439467	N\A	0.022437166014	0.024407899728	0.002397371903	33	0	0.221667864146	Global Trend	
6450000	573.776633	1	-0.760616084458	0.927467024838	0.072423112297	-0.000142539689	0.000102123393	0.999670585362	N\A	0.022511608434	0.024591386741	0.002523263164	37	0	-0.294104958896	Global Trend	
6500000	567.358026	1	-0.865026438328	1.013132715063	-0.017367494746	0.004183596083	0.000067746992	0.999995973372	N\A	0.021418746780	0.023250319990	0.002260135125	45	0	-1.324061996084	Global Trend	
6550000	584.994626	1	-0.627297682685	0.938274270248	0.059696850026	0.000610058423	0.000096000035	0.999936161192	N\A	0.017544319221	0.018897481014	0.001662815540	33	2	-0.696366477742	Global Trend	
6600000	572.324993	1	-0.824261227411	0.971204204986	0.019481049247	0.002600116911	0.000084847578	0.982530932431	N\A	0.024420298132	0.023050758065	0.002946320064	38	0	0.010376722158	Global Trend	
6650000	577.319753	1	-0.819161684341	0.960094991981	0.038497830793	0.001353233954	0.000029081804	0.999954323018	N\A	0.020495240898	0.022181578222	0.002073372519	46	0	-0.184825601539	Global Trend	
6700000	564.650522	1	-0.779547363341	0.972053433077	0.026149908031	0.001144584666	0.000093858400	0.999941834067	N\A	0.020644250109	0.022499191037	0.002159319819	41	2	-0.348814921349	Global Trend	
6750000	571.253722	1	-0.735172631717	0.922136986411	0.080798106600	-0.000716554836	0.000076271403	0.997550575954	N\A	0.019230332647	0.020621135482	0.001840979953	37	0	0.073423761163	Global Trend	
6800000	572.048568	1	-0.812609291850	0.976032270266	0.027603622453	0.001244167981	0.000084588358	0.990024875527	N\A	0.022550704575	0.023410164820	0.002442074513	29	0	0.030767272882	Global Trend	
6850000	562.568979	1	-0.804151895442	0.977509253469	0.016105284516	0.002621750602	0.000080656402	0.991808100207	N\A	0.023853350526	0.025369773618	0.002834955145	35	0	-0.032215396570	Global Trend	
6900000	568.345955	1	-0.842151771666	0.968419029056	0.045423848440	-0.000969490972	0.000073672213	0.980191015875	N\A	0.026191066605	0.023940757022	0.003103518259	26	1	-0.000552897403	Global Trend	
6950000	571.285454	1	-0.888075970562	0.955360485419	0.068391671457	-0.004289098968	0.000089519260	0.990964372053	N\A	0.020603067280	0.021193235254	0.002374113311	30	1	-0.019434466264	Global Trend	
7000000	564.826889	1	-0.862150107976	0.983493084811	0.026423808673	0.000591549818	0.000084898075	0.982544131146	N\A	0.025941908135	0.023508467929	0.003076489377	33	0	-0.001812403084	Global Trend	
7050000	579.073118	1	-0.787333713575	0.939095859130	0.059669596208	0.001084801615	0.000072428195	0.999995042531	N\A	0.018357134001	0.019777137190	0.001880058463	45	2	-1.070420801437	Global Trend	
7100000	575.189806	1	-0.804350745325	0.967645217623	0.034070463215	-0.000489807852	0.000060461673	0.998312787893	N\A	0.020892535913	0.022618233731	0.002270179752	37	2	0.069619439397	Global Trend	
7150000	578.338412	1	-0.729817807477	0.955917717316	0.044091406528	0.000745239997	0.000114521908	0.999897088254	N\A	0.020742199550	0.022477930641	0.002137197432	32	1	0.645137919732	Global Trend	
7200000	572.473061	1	-0.864980938375	0.990013874573	0.042772275252	-0.004441472979	0.000119554537	0.989498133729	N\A	0.023281781331	0.021471016206	0.002822362500	34	0	0.006933473725	Global Trend	
