Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m8-glob-004.txt
Log File Name:                   MED_d1_m8-glob-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            275421596
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m8-glob-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.275310
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	615.690722	1	-0.536888131432	0.847718286614	-0.036922831963	0.191323306561	0.000067363865	0.981845096412	N\A	0.033951898924	0.003651720718	0.015659588178	41	5	-0.002243021268	Global Trend	
1050000	622.897223	1	-0.350307578368	0.734123649054	-0.033692010925	0.261861224241	0.000052429717	0.982368057989	N\A	0.036782830912	0.003941556934	0.015838761924	32	6	0.001070197583	Global Trend	
1100000	611.037655	1	-0.553882803268	0.852167513156	-0.038371180609	0.191307310519	0.000078699304	0.995408861310	N\A	0.015548703350	0.001707703791	0.015448079738	35	4	-0.043717739680	Global Trend	
1150000	616.813133	1	-0.543355539278	0.866184855135	-0.032472953387	0.172939523999	0.000054073795	0.997626031699	N\A	0.015529727349	0.001669340728	0.016128440700	39	4	0.042352949680	Global Trend	
1200000	631.664959	1	-0.457105183741	0.838179288319	-0.036193859211	0.197346916553	0.000102021769	0.999946968243	N\A	0.013240912525	0.001486356112	0.014128352679	38	3	-0.532174713720	Global Trend	
1250000	608.092080	1	-0.533809255561	0.826375303145	-0.036974947586	0.203577365295	0.000057452775	0.996170378579	N\A	0.014356543230	0.001516135665	0.014671520210	45	3	0.046241886163	Global Trend	
1300000	614.199008	1	-0.416422388583	0.828857972749	-0.039538777639	0.209884615884	0.000066748626	0.999966476545	N\A	0.013779767057	0.001422659763	0.014611905945	41	4	-0.397620979857	Global Trend	
1350000	634.096923	1	-0.321589072976	0.740363804051	-0.030249093467	0.232859486410	0.000044249758	0.982873217581	N\A	0.033129426436	0.003550258962	0.015220651258	44	6	-0.002071576258	Global Trend	
1400000	607.120994	1	-0.440998641881	0.845453778614	-0.040341939526	0.201127633117	0.000126041283	0.995045736126	N\A	0.017065448493	0.001807687584	0.017021992953	40	1	0.071056686823	Global Trend	
1450000	606.002273	1	-0.506399316448	0.811572212725	-0.036214305210	0.224534794582	0.000040505766	0.999998552046	N\A	0.013280337588	0.001294724209	0.014025317083	34	1	1.273829617767	Global Trend	
1500000	617.200515	1	-0.396147868370	0.820141619415	-0.035301275938	0.202573839860	0.000079564313	0.995091825932	N\A	0.013869993604	0.001418935297	0.013221517777	27	5	0.050651722649	Global Trend	
1550000	623.565464	1	-0.481918301547	0.813996944799	-0.038103351337	0.224617567684	0.000072230060	0.999506999248	N\A	0.012593106453	0.001305075072	0.013268373554	29	3	-0.145047781372	Global Trend	
1600000	608.887088	1	-0.559659403273	0.869748447996	-0.045500431110	0.212247742352	0.000080754014	0.977762843900	N\A	0.034587984162	0.003699443956	0.015798187602	34	4	-0.003317520836	Global Trend	
1650000	612.550492	1	-0.407981484152	0.827233075021	-0.037031481365	0.208723585256	0.000073750847	0.999975183680	N\A	0.015480641802	0.001696241451	0.016572011890	44	5	-0.424035229521	Global Trend	
1700000	620.633724	1	-0.361917407402	0.737147381258	-0.025088324965	0.219483280517	0.000078200059	0.982119686584	N\A	0.037688443302	0.004330876935	0.016708297898	35	5	0.000193218652	Global Trend	
1750000	630.206273	1	-0.468792065866	0.812602352160	-0.038897172197	0.231278447756	0.000045177639	0.991151813615	N\A	0.016511642939	0.001743016797	0.012850391976	34	2	0.011248619729	Global Trend	
1800000	625.400517	1	-0.557632994678	0.874230164747	-0.027616830041	0.136033447882	0.000250325911	0.985371563800	N\A	0.029211731153	0.003861847086	0.016122920689	37	3	0.014771099799	Global Trend	
1850000	620.581438	1	-0.475286535226	0.835726426864	-0.038328095542	0.202004016566	0.000053712654	0.987856130095	N\A	0.020202320886	0.002251371214	0.014305653591	43	4	0.008581384241	Global Trend	
1900000	626.836519	1	-0.387480150901	0.804145324330	-0.036491194358	0.212770747022	0.000088346757	0.984211005531	N\A	0.026809322790	0.003264910190	0.015982389098	44	5	-0.008001361744	Global Trend	
1950000	623.664583	1	-0.469583095834	0.829032846409	-0.037393660300	0.205377068739	0.000079890909	0.992593591948	N\A	0.016522422177	0.001913614227	0.015621000159	36	3	-0.029268472145	Global Trend	
2000000	628.267682	1	-0.507729373557	0.820044127178	-0.035345511018	0.216935185006	0.000085527254	0.987545562308	N\A	0.018910286425	0.002251327177	0.014929969135	40	3	-0.018529984499	Global Trend	
2050000	630.056297	1	-0.470482529524	0.807539085778	-0.041445854121	0.248149871408	0.000112222410	0.985294121711	N\A	0.027270587126	0.002888204888	0.013036455114	45	4	-0.007522858800	Global Trend	
2100000	625.976351	1	-0.556748961305	0.866863047987	-0.036455184915	0.179454429405	0.000056331516	0.988685190610	N\A	0.017861606559	0.002011906688	0.014375196476	34	4	-0.015422847708	Global Trend	
2150000	640.157005	1	-0.417792975338	0.825230133281	-0.037932404209	0.212760423681	0.000078150959	0.999998749411	N\A	0.011931582447	0.001261073734	0.012653859608	53	3	2.198864490469	Global Trend	
2200000	620.363219	1	-0.434842342145	0.835646490648	-0.029507295004	0.168233818799	0.000095169254	0.986795739783	N\A	0.024910536555	0.003298700246	0.016882820412	41	3	-0.010311234855	Global Trend	
2250000	627.420845	1	-0.516425087755	0.876136058484	-0.037929954043	0.173797915314	0.000097320748	0.986577561231	N\A	0.020913108121	0.002316840154	0.015908077875	43	4	0.021318101740	Global Trend	
2300000	613.982561	1	-0.577068510917	0.846147359168	-0.038331200701	0.194210442699	0.000075066370	0.999634338607	N\A	0.014240330418	0.001546345310	0.015117402192	37	2	-0.181893618710	Global Trend	
2350000	627.402749	1	-0.490545885169	0.813959312808	-0.038729558140	0.226089208142	0.000078783694	0.999405037887	N\A	0.013959652259	0.001541945085	0.014791432618	43	4	-0.125534696404	Global Trend	
2400000	627.126132	1	-0.384824143785	0.766955585719	-0.034820012382	0.243922777410	0.000052175652	0.983306667206	N\A	0.028949001949	0.003312220683	0.014657006068	47	2	-0.003856961964	Global Trend	
2450000	596.044273	1	-0.512283366152	0.845508892939	-0.040019264667	0.195174015195	0.000054155988	0.999933112045	N\A	0.014207430117	0.001339962463	0.014830757598	39	1	-0.237925196269	Global Trend	
2500000	615.322026	1	-0.452620834467	0.812630807442	-0.038016590946	0.224896299793	0.000072776663	0.999659318814	N\A	0.013575044865	0.001455408677	0.014453521526	50	2	-0.174013811978	Global Trend	
2550000	634.408322	1	-0.465714573665	0.808531468591	-0.038988271762	0.230701277192	0.000076436389	0.999855786855	N\A	0.013883905276	0.001484899102	0.014851082530	41	4	-0.315682783257	Global Trend	
2600000	611.262443	1	-0.485977290607	0.808773099629	-0.041045480820	0.232484830646	0.000048905272	0.999996804897	N\A	0.013731063254	0.001414747533	0.014540222505	43	3	-1.191861822985	Global Trend	
2650000	615.078106	1	-0.445708129080	0.804793930195	-0.036005905064	0.229283878537	0.000074470065	0.998447240636	N\A	0.014550589051	0.001576605496	0.015345989919	41	2	-0.063425457846	Global Trend	
2700000	623.714717	1	-0.544796000020	0.836980461562	-0.036649123935	0.198630133342	0.000096735314	0.998457577580	N\A	0.014545571562	0.001567902691	0.015302434514	41	5	0.085754903348	Global Trend	
2750000	629.099148	1	-0.526223766673	0.842072047462	-0.034769081074	0.192463443296	0.000063090640	0.998553915560	N\A	0.013737173461	0.001453157419	0.014158364892	41	5	-0.068573644230	Global Trend	
2800000	616.918254	1	-0.387877034534	0.850317242407	-0.036366435479	0.191516027321	0.000177358772	0.998764869946	N\A	0.014824404723	0.001578714017	0.015572131002	39	3	0.210722650487	Global Trend	
2850000	617.313841	1	-0.408029571468	0.801595535250	-0.036519554594	0.225383854193	0.000073704021	0.994946883763	N\A	0.013740713630	0.001268526072	0.011544365290	41	3	-0.030723797328	Global Trend	
2900000	604.516200	1	-0.456441451350	0.812500525129	-0.038195828614	0.225901422251	0.000064210187	0.999943640917	N\A	0.011762484441	0.001197350491	0.012251139818	38	3	0.352294684008	Global Trend	
2950000	616.434843	1	-0.468187258918	0.815240664550	-0.039901439482	0.229617592686	0.000066462658	0.986080262430	N\A	0.034474281595	0.003624206590	0.015074666708	40	1	0.000204105948	Global Trend	
3000000	622.299523	1	-0.433270059461	0.842264032713	-0.036543152748	0.202058815890	0.000052610257	0.996395882791	N\A	0.015118819112	0.001732615388	0.015746246544	38	2	0.037729222301	Global Trend	
3050000	615.718415	1	-0.434055459515	0.796413749734	-0.037743809885	0.238839396547	0.000066937241	0.997458098019	N\A	0.013303353976	0.001370421936	0.013176364946	50	1	-0.041917943967	Global Trend	
3100000	618.005285	1	-0.466950097342	0.845333384363	-0.040528366518	0.212836692730	0.000052559927	0.990540612775	N\A	0.016231136257	0.001617678222	0.012915854080	43	3	0.016189634533	Global Trend	
3150000	609.254559	1	-0.380529593361	0.773355985797	-0.025041639435	0.178884740003	0.000060938888	0.977960430981	N\A	0.040683129397	0.005268673965	0.018148507783	26	2	0.000280183510	Global Trend	
3200000	618.857288	1	-0.575799388897	0.876496642926	-0.029839327438	0.149801241400	0.000083481123	0.990962053850	N\A	0.018462693867	0.002420887951	0.017282970311	42	4	-0.027871693073	Global Trend	
3250000	618.388661	1	-0.494827966102	0.806684656864	-0.037892412043	0.231611931000	0.000069436340	0.999946396197	N\A	0.012615982305	0.001227605495	0.013227318922	35	5	-0.401110852423	Global Trend	
3300000	624.218920	1	-0.470051835793	0.839301006203	-0.038259170947	0.199495230100	0.000141361989	0.997722110368	N\A	0.014639717508	0.001520772245	0.014983639662	37	8	0.178877189356	Global Trend	
3350000	637.076125	1	-0.411865512480	0.794468734134	-0.038004477379	0.238501568674	0.000054399775	0.997104828808	N\A	0.014185394889	0.001502039993	0.014298020484	40	7	-0.041680145611	Global Trend	
3400000	637.082162	1	-0.364736824796	0.799427612269	-0.042035475018	0.248110463532	0.000090090629	0.997829662686	N\A	0.014085762429	0.001454489918	0.014440358572	50	7	0.085321255949	Global Trend	
3450000	622.593401	1	-0.378913405798	0.782064103128	-0.037360971281	0.242767014504	0.000082185077	0.982970850465	N\A	0.031596489319	0.003722860986	0.016603420222	34	6	-0.007188439233	Global Trend	
3500000	631.312939	1	-0.430192721285	0.840637058574	-0.035228563749	0.197491136890	0.000070615559	0.999084203371	N\A	0.011130683473	0.001491004180	0.012307120700	44	5	0.097564377752	Global Trend	
3550000	612.873304	1	-0.475041565753	0.808756583114	-0.036792550922	0.217776344096	0.000087898493	0.992298635147	N\A	0.016713914613	0.001796113496	0.015685417097	31	3	0.023232175699	Global Trend	
3600000	632.593252	1	-0.474026277672	0.821743344001	-0.037396261207	0.213498991552	0.000086021647	0.981849043606	N\A	0.032451892937	0.003992723266	0.015754550726	31	6	-0.003120081427	Global Trend	
3650000	623.815632	1	-0.500662343961	0.860433697064	-0.038139689908	0.194226612228	0.000058109909	0.984534734019	N\A	0.027011582795	0.003234140944	0.013591650379	40	4	0.003075810366	Global Trend	
3700000	616.842260	1	-0.492545564609	0.821905470185	-0.036645151542	0.214239206492	0.000048799200	0.999360531532	N\A	0.014174654895	0.001496482105	0.015007820298	43	3	0.070350240331	Global Trend	
3750000	630.681731	1	-0.509566245008	0.829775623368	-0.036232677174	0.205918402263	0.000084814979	0.999879044977	N\A	0.014178334714	0.001452411630	0.015202971224	41	4	0.241037710105	Global Trend	
3800000	611.297919	1	-0.549215871384	0.840890648466	-0.036689012907	0.200011543654	0.000085006443	0.999150404625	N\A	0.014895393887	0.001578375479	0.015713760615	34	3	-0.116370117672	Global Trend	
3850000	624.213704	1	-0.494880128917	0.829988356924	-0.036723422559	0.204122799887	0.000059787524	0.987636501467	N\A	0.018609582531	0.002052794709	0.014760401886	38	4	0.013524707919	Global Trend	
3900000	611.731601	1	-0.405531620515	0.791808311604	-0.034679273640	0.218774707541	0.000068569113	0.979650811408	N\A	0.033625342837	0.003753760039	0.016539626735	35	2	-0.004254539152	Global Trend	
3950000	623.679907	1	-0.551180764481	0.867673260469	-0.034386928074	0.165762563969	0.000101462178	0.994868377207	N\A	0.016973546068	0.001846496551	0.016850321192	41	4	0.044495870805	Global Trend	
4000000	631.491777	1	-0.420522470350	0.819894793995	-0.034635751147	0.207333823403	0.000064889072	0.997350284718	N\A	0.014764033110	0.001562134487	0.015130317706	39	5	-0.050246805106	Global Trend	
4050000	636.533124	1	-0.405547864592	0.845707782778	-0.034197965257	0.184885179622	0.000092446470	0.999471608104	N\A	0.015641797175	0.001743668429	0.016891554116	32	6	-0.206732618456	Global Trend	
4100000	606.385255	1	-0.513952727914	0.825905557170	-0.033116851367	0.196483483900	0.000081250508	0.978467367890	N\A	0.034835691993	0.004197377895	0.016555007717	32	2	0.003346746294	Global Trend	
4150000	615.459751	1	-0.463488392525	0.810372439107	-0.039173861616	0.236019420585	0.000090181658	0.996274076561	N\A	0.025752994835	0.003059375946	0.014852482504	40	7	-0.007060110802	Global Trend	
4200000	617.223434	1	-0.568040408322	0.866924673101	-0.038021344987	0.187655511127	0.000072366740	0.982323028923	N\A	0.035338392308	0.003901343921	0.016198271045	36	2	-0.002519897335	Global Trend	
4250000	627.584759	1	-0.480017363574	0.804752932715	-0.037462290189	0.225778305689	0.000095894837	0.990421415561	N\A	0.016462465735	0.001761179274	0.014086071368	42	3	0.032045143104	Global Trend	
4300000	602.565995	1	-0.555184411654	0.828998042127	-0.038372679198	0.210837534869	0.000086450285	0.999893179909	N\A	0.016079378441	0.001751871912	0.017194969026	42	5	-0.284924808310	Global Trend	
4350000	612.813871	1	-0.459963457371	0.799995014249	-0.034602344416	0.224467550802	0.000064892996	0.991973763707	N\A	0.016674956464	0.001690268727	0.014653373553	43	3	0.019754520927	Global Trend	
4400000	619.402239	1	-0.496569669415	0.825773140441	-0.037717629304	0.211826246864	0.000077580094	0.995598978873	N\A	0.015670600534	0.001680711084	0.015808058345	52	3	0.034177931990	Global Trend	
4450000	619.485953	1	-0.350841063791	0.778222775434	-0.031062286311	0.220325121887	0.000078897516	0.986432238417	N\A	0.025278620136	0.002918891677	0.015954267010	42	3	-0.008731158925	Global Trend	
4500000	637.238916	1	-0.334766360313	0.819828609074	-0.037279192104	0.216351291820	0.000142817209	0.999943358468	N\A	0.013685128727	0.001353889445	0.014476708250	42	5	-0.932033204729	Global Trend	
4550000	617.680179	1	-0.511978324149	0.848555698131	-0.033923186393	0.185310979206	0.000085184452	0.999993167366	N\A	0.014569210411	0.001540598078	0.015524935650	35	4	-1.842084790366	Global Trend	
4600000	629.912850	1	-0.590141961981	0.844254703978	-0.035872903884	0.189820206725	0.000131221570	0.999638676013	N\A	0.013841559977	0.001384747065	0.014571962918	37	6	0.331203040077	Global Trend	
4650000	616.421760	1	-0.350762602940	0.763102984001	-0.027513321461	0.213062437563	0.000384778207	0.982174383530	N\A	0.034300466009	0.003973889345	0.015103722741	44	3	-0.005554771838	Global Trend	
4700000	618.585695	1	-0.370362726570	0.789823944885	-0.032797011497	0.225222980430	0.000473769957	0.990865051053	N\A	0.020592174966	0.002495731392	0.016679824462	42	3	-0.083040562557	Global Trend	
4750000	629.033729	1	-0.501017224727	0.844537050290	-0.034750477735	0.190240859924	0.000118108153	0.999838081093	N\A	0.014245723267	0.001482612743	0.015272929921	33	4	0.482932695604	Global Trend	
4800000	623.845843	1	-0.620085125559	0.890143281020	-0.035132244914	0.165144921576	0.000054827514	0.988872206840	N\A	0.031522872881	0.003810490397	0.016367209627	48	4	-0.002320382520	Global Trend	
4850000	626.022427	1	-0.498237015883	0.845446972095	-0.038946769356	0.207801252655	0.000015257382	0.994196965565	N\A	0.014945808640	0.001599784906	0.014232271988	49	6	0.004884665212	Global Trend	
4900000	613.187573	1	-0.518680168455	0.848008507394	-0.035756791752	0.195543493749	0.000058413437	0.991608338613	N\A	0.016985331872	0.001876665570	0.015684734612	40	2	0.015672938644	Global Trend	
4950000	626.717546	1	-0.471051027198	0.822618039497	-0.039072758487	0.216465735084	0.000056983825	0.999786103517	N\A	0.011616623087	0.001170959417	0.012122464758	42	2	-0.154484166376	Global Trend	
5000000	636.102331	1	-0.465025129713	0.836338607825	-0.037797814038	0.201223104398	0.000048794480	0.999986394363	N\A	0.013329044111	0.001327388157	0.014155638628	59	3	-0.525801814467	Global Trend	
5050000	621.393720	1	-0.457475552390	0.824203117666	-0.037888631058	0.211544564490	0.000053425235	0.998871067432	N\A	0.013480939945	0.001372117674	0.014025158695	35	4	-0.068223459654	Global Trend	
5100000	619.572522	1	-0.426957742370	0.778849879355	-0.033203152481	0.222328560130	0.000065199879	0.983182718265	N\A	0.029263729272	0.003343156288	0.015232522570	37	2	0.003937173681	Global Trend	
5150000	617.622829	1	-0.540815837085	0.850496117212	-0.037053410184	0.193682975656	0.000056824816	0.980177632102	N\A	0.036247878319	0.004130450792	0.015700324813	41	2	-0.000627429571	Global Trend	
5200000	627.860471	1	-0.427771203138	0.789544737250	-0.040673649674	0.253774958927	0.000085669376	0.991755671190	N\A	0.017538439861	0.001822062212	0.013754196271	49	4	-0.024209315743	Global Trend	
5250000	629.414498	1	-0.342267456054	0.798751934552	-0.032215367996	0.206781859552	0.000069300509	0.989480028004	N\A	0.018259469800	0.002256198557	0.016332648820	34	6	-0.023065679057	Global Trend	
5300000	623.338400	1	-0.439608968589	0.822774060256	-0.035926784726	0.212489034594	0.000056129732	0.999972017235	N\A	0.012542567342	0.001377180498	0.013342288701	46	6	-0.512269508351	Global Trend	
5350000	624.042558	1	-0.329098016438	0.766340559769	-0.035133405204	0.243202000849	0.000056939537	0.990362076133	N\A	0.016856438149	0.002204704974	0.013463608854	42	5	-0.012026563917	Global Trend	
5400000	640.648090	1	-0.666792769929	0.856490909448	-0.030776649582	0.174982382951	0.000074492804	0.999907428596	N\A	0.014401059673	0.001478180037	0.015355871505	45	5	-0.342951471503	Global Trend	
5450000	623.200852	1	-0.482567682505	0.833354541141	-0.034628747705	0.200466900008	0.000058769746	0.999607457993	N\A	0.014388323559	0.001601750345	0.015483265794	38	4	-0.119340294446	Global Trend	
5500000	614.989098	1	-0.360061099437	0.775668089215	-0.025977329285	0.194578681446	0.000127082295	0.981577255484	N\A	0.034964984588	0.004354684915	0.017297330584	43	3	-0.003876503843	Global Trend	
5550000	627.512197	1	-0.366316749948	0.834642914446	-0.025727976738	0.150686206479	0.000194333693	0.983992597083	N\A	0.024886283200	0.003419890508	0.016944030454	44	4	-0.022566342353	Global Trend	
5600000	625.793298	1	-0.519176338303	0.799812369361	-0.041051802283	0.243138520208	0.000091264909	0.999761504850	N\A	0.014314773795	0.001493334170	0.015129912016	33	3	-0.311902460931	Global Trend	
5650000	624.488358	1	-0.506094755172	0.826841915985	-0.035350204284	0.208493627594	0.000063888481	0.998380718333	N\A	0.014426421629	0.001476352192	0.014864192139	37	3	0.068227465534	Global Trend	
5700000	627.467713	1	-0.497315898721	0.829842402965	-0.038753260500	0.208754188870	0.000058795951	0.999899418747	N\A	0.012603640428	0.001313066434	0.013238691201	39	5	0.277886556770	Global Trend	
5750000	617.801667	1	-0.378836911060	0.737674728609	-0.025248823543	0.214579652270	0.000060829720	0.981209541565	N\A	0.033159015618	0.003786411457	0.015341306332	40	6	0.002360282875	Global Trend	
5800000	635.350545	1	-0.434339711788	0.814584560578	-0.040916077441	0.226727009293	0.000052025524	0.995869500421	N\A	0.013177101890	0.001498499775	0.012880286114	42	2	0.031003331735	Global Trend	
5850000	628.401305	1	-0.467784285875	0.803139295463	-0.032708299857	0.212599882186	0.000078911391	0.983723905890	N\A	0.033571850714	0.003969283451	0.014309155162	36	4	0.003078714809	Global Trend	
5900000	627.148908	1	-0.476604715403	0.822918626928	-0.037243943130	0.214850336234	0.000072427342	0.999949736010	N\A	0.012412307814	0.001270772674	0.013253066052	45	3	0.335545580619	Global Trend	
5950000	641.464488	1	-0.513201193265	0.804572453830	-0.040202071989	0.239840592345	0.000063557788	0.998439244063	N\A	0.011808782142	0.001158785865	0.011721338916	42	8	-0.078519533771	Global Trend	
6000000	620.479091	1	-0.479607507031	0.822160861179	-0.040501820642	0.218537979199	0.000047304649	0.999991696782	N\A	0.012206365187	0.001210052312	0.012727236557	34	5	-0.477622811345	Global Trend	
6050000	609.029797	1	-0.455154830478	0.830021834826	-0.037427473451	0.205781874021	0.000061724124	0.999122865773	N\A	0.014993208939	0.001504163517	0.015592038667	37	2	-0.108369666306	Global Trend	
