Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SCH_d1_m6-glob-002.txt
Log File Name:                   SCH_d1_m6-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            430153853
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SCH_d1_m6-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.179389
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	466.941190	1	-1.298602758764	1.059323290021	-0.072310303142	0.000133895920	0.997282377684	N\A	0.019974492410	0.019080815127	33	3	-0.106203148728	Global Trend	
1050000	470.603999	1	-1.562630307933	1.101333684348	-0.080359640682	0.000063332859	0.992041948814	N\A	0.021399936458	0.019056229898	43	3	0.020561982786	Global Trend	
1100000	467.241704	1	-1.548438910835	1.049521245078	-0.048652849393	0.000036768704	0.999848262450	N\A	0.017939761912	0.017891431358	41	6	-0.070533237269	Global Trend	
1150000	479.501479	1	-1.584579758455	1.100459552209	-0.100453235459	0.000029858079	0.999999638961	N\A	0.016613557156	0.016613453254	40	4	1.130508091594	Global Trend	
1200000	453.657630	1	-1.635473055976	1.132737975900	-0.110002319583	0.000009381189	0.972586230598	N\A	0.032467654789	0.023480373676	31	5	-0.000677725041	Global Trend	
1250000	457.498151	1	-1.530652453735	1.065462755774	-0.065810532864	0.000021690175	0.999980746721	N\A	0.018701514564	0.018689889960	36	3	-0.147035833055	Global Trend	
1300000	457.850118	1	-1.486297529629	1.071552404359	-0.071871416564	0.000132645940	0.999987585320	N\A	0.018259156172	0.018261729686	40	3	-1.037278227128	Global Trend	
1350000	469.993266	1	-1.515763250511	1.074301022386	-0.081529398366	0.000109637739	0.993358237152	N\A	0.019686105110	0.017984831560	40	4	-0.028449772195	Global Trend	
1400000	471.482663	1	-1.542266683490	1.058520315785	-0.057841585239	0.000135375213	0.997578581689	N\A	0.018828730394	0.018096024210	33	6	0.058882189576	Global Trend	
1450000	457.836665	1	-1.503729491625	1.041786802850	-0.043242835553	0.000177979988	0.997561222319	N\A	0.019805451217	0.019190258052	33	4	-0.129180461306	Global Trend	
1500000	464.401722	1	-1.515433433599	1.043798582868	-0.047654856021	0.000107666140	0.964985336460	N\A	0.036610742337	0.025233022393	45	5	0.002124412847	Global Trend	
1550000	465.232336	1	-1.545497011586	1.098117272830	-0.087068687641	0.000130614591	0.993352632970	N\A	0.019939674642	0.017820166472	28	7	0.038685210903	Global Trend	
1600000	486.984995	1	-1.488325660759	1.071057424087	-0.071714250265	0.000104783764	0.999974061189	N\A	0.016787336941	0.016779474063	34	4	-0.731618320424	Global Trend	
1650000	470.056944	1	-1.588677699882	1.085549631415	-0.085599103365	0.000097138728	0.999991767382	N\A	0.017024686183	0.017048105847	37	6	-1.181557097174	Global Trend	
1700000	473.630637	1	-1.517937187471	1.049594723398	-0.050267131534	0.000107407607	0.999510705274	N\A	0.016499294967	0.016345260533	36	6	-0.147727220119	Global Trend	
1750000	465.756524	1	-1.524970426084	1.060174631880	-0.058487107351	0.000112539699	0.996408876871	N\A	0.019023947675	0.018004954556	35	3	0.055793086618	Global Trend	
1800000	460.975837	1	-1.561084611279	1.074323010949	-0.074160727442	0.000014118153	0.999997456867	N\A	0.017488511699	0.017486563205	39	2	0.215202549389	Global Trend	
1850000	478.392127	1	-1.545397441278	1.097238709098	-0.095528980584	0.000093269791	0.991147523418	N\A	0.021661285022	0.019523541410	34	6	0.026506219912	Global Trend	
1900000	467.255925	1	-1.485528912080	1.076798690347	-0.077334706952	0.000100897820	0.999934849779	N\A	0.019024051886	0.018989599283	36	4	-0.389159035423	Global Trend	
1950000	477.133842	1	-1.512426170953	1.108694333256	-0.104688455707	0.000128168865	0.998276427625	N\A	0.019408125223	0.018912881604	28	4	0.117607530780	Global Trend	
2000000	487.276022	1	-1.403198953768	1.028046525524	-0.053914698440	0.000062952195	0.980648763938	N\A	0.026651834234	0.020724227052	48	6	-0.007569396601	Global Trend	
2050000	475.427882	1	-1.528102902097	1.072305136600	-0.077697418855	0.000123971161	0.979335803579	N\A	0.028322121915	0.021877170794	40	4	-0.015882347843	Global Trend	
2100000	480.238070	1	-1.539798399895	1.052094357202	-0.050941256178	0.000044306860	0.965927287348	N\A	0.035669456399	0.024253095595	33	11	0.000305823662	Global Trend	
