Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m5-glob-006.txt
Log File Name:                   MED_d1_m5-glob-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1969295947
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m5-glob-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.275310
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	601.128771	1	-0.801713790729	1.015993399598	-0.018008139373	0.000095014568	0.985905022266	N\A	0.018671001654	0.003168817647	47	6	-0.008314294830	Global Trend	
1050000	590.527594	1	-0.803821856988	1.019443693774	-0.021098755635	0.000083501574	0.991348353349	N\A	0.008643580708	0.001866182393	34	5	-0.028673924184	Global Trend	
1100000	595.850322	1	-0.713864666630	1.025284313147	-0.021884033805	0.000061352887	0.999777328596	N\A	0.001448332716	0.001189195218	41	6	0.158187776630	Global Trend	
1150000	591.626961	1	-0.850697148200	1.022202986222	-0.017587760752	0.000116146784	0.993040133042	N\A	0.010573888545	0.002098285312	42	4	-0.023011698918	Global Trend	
1200000	592.913159	1	-0.685414543482	1.005669399663	-0.017058664914	0.000140936014	0.995518754257	N\A	0.005345742557	0.001596164865	40	5	-0.061812901166	Global Trend	
1250000	580.827672	1	-0.668363206624	1.016434882805	-0.019552417607	0.000239728251	0.999481414869	N\A	0.002025285762	0.001326375331	42	4	-0.308010665783	Global Trend	
1300000	598.458552	1	-0.837124406779	1.019390819593	-0.018088203242	0.000077130472	0.999401881090	N\A	0.002099126854	0.001319100655	31	8	-0.152314393982	Global Trend	
1350000	614.755120	1	-0.787384652826	1.008375084144	-0.016884742196	0.000026691225	0.983450233470	N\A	0.026230829635	0.004161645387	40	7	-0.001155459423	Global Trend	
1400000	603.666548	1	-0.728957314945	1.001918370019	-0.018004452412	0.000047089474	0.982899584219	N\A	0.020921189090	0.003564281001	43	7	-0.005279356197	Global Trend	
1450000	591.080760	1	-0.679340133351	0.964649691646	-0.009569806661	0.000075004466	0.981395182296	N\A	0.024691794245	0.003928806076	47	7	-0.004280437226	Global Trend	
1500000	610.434884	1	-0.626608691808	0.914235715773	-0.003101389664	0.000127424825	0.983216768360	N\A	0.028587039725	0.004499734997	36	6	-0.000239027978	Global Trend	
1550000	592.625118	1	-0.699660036253	1.013250015527	-0.015493537006	0.000097508534	0.999870650181	N\A	0.001332935743	0.001118116273	40	5	-0.324172754263	Global Trend	
1600000	605.071576	1	-0.750608411712	1.030841744604	-0.020571308869	0.000114434736	0.993976833980	N\A	0.005717189755	0.001410314823	45	8	0.052164412759	Global Trend	
1650000	597.733115	1	-0.601085002465	0.937323336306	-0.007716424741	0.000183139828	0.979068037379	N\A	0.032968623307	0.005459890864	38	6	-0.008567671224	Global Trend	
1700000	595.988609	1	-0.758486545115	1.021231255705	-0.020998798506	0.000134470296	0.999983404140	N\A	0.001375257836	0.001377458752	31	8	1.684530149195	Global Trend	
1750000	599.941974	1	-0.677654745415	0.967539181272	-0.009374797775	0.000096617104	0.986737243551	N\A	0.015109002150	0.002825551135	40	9	-0.015706601934	Global Trend	
1800000	610.242490	1	-0.594593697089	0.929639684781	-0.004241023515	0.000065161085	0.985483203863	N\A	0.021074610720	0.003795091558	38	7	-0.007435517468	Global Trend	
1850000	610.446242	1	-0.650877539073	0.991267495338	-0.017352481335	0.000089970441	0.988239665494	N\A	0.012204059694	0.002299988210	31	7	-0.018965579509	Global Trend	
1900000	595.347247	1	-0.797314982872	0.998708200750	-0.014499802820	0.000076660651	0.982513778265	N\A	0.025060773055	0.004137583502	44	6	0.003497287757	Global Trend	
1950000	582.108777	1	-0.681305272714	0.962775083767	-0.010879440303	0.000085450716	0.980374369870	N\A	0.034444203386	0.005696707859	37	6	-0.001495588420	Global Trend	
2000000	595.925297	1	-0.582504011311	0.902762177521	-0.004091709775	0.000089482309	0.979267247794	N\A	0.034145118184	0.005434755407	36	7	-0.001355226367	Global Trend	
2050000	605.692037	1	-0.737949493749	1.029089711602	-0.021268099293	0.000120766436	0.993896906500	N\A	0.005778072012	0.001462723398	47	6	0.049988476266	Global Trend	
2100000	597.555712	1	-0.639423003482	0.990748759662	-0.014216849746	0.000088019217	0.989116908758	N\A	0.010842839817	0.002132443808	38	5	-0.016350744513	Global Trend	
2150000	596.633933	1	-0.702921804605	0.989313948178	-0.014084665062	0.000104868202	0.983646789801	N\A	0.017047082420	0.003057227412	34	6	-0.017323720768	Global Trend	
2200000	592.970374	1	-0.705162277345	1.018069090987	-0.019008251393	0.000133131606	0.999976395166	N\A	0.001401279186	0.001337606804	36	4	-1.152635329478	Global Trend	
2250000	600.355746	1	-0.699688011132	0.960368790404	-0.008482652053	0.000039805648	0.981709663086	N\A	0.028011623784	0.004545080356	40	9	-0.002203305312	Global Trend	
2300000	599.667608	1	-0.833832432986	1.017183114290	-0.017192244674	0.000064382545	0.999995191585	N\A	0.001302085717	0.001291343970	46	5	-0.863140288304	Global Trend	
2350000	607.008390	1	-0.701225114186	0.967886480969	-0.010452300098	0.000022292243	0.987426286608	N\A	0.015610513226	0.002730249283	43	9	-0.003087623338	Global Trend	
2400000	601.067677	1	-0.674882632936	0.932241703080	-0.002993426514	0.000045189051	0.983005174327	N\A	0.027144920346	0.004438432737	44	4	-0.002421078779	Global Trend	
2450000	608.826893	1	-0.667787530590	0.961563228968	-0.010097436377	0.000034841546	0.988946617449	N\A	0.012754545271	0.002291067669	44	8	-0.006482565261	Global Trend	
2500000	599.038694	1	-0.681686833787	0.955083985555	-0.009093848158	0.000037774170	0.979204684956	N\A	0.035938242631	0.005839605612	42	6	-0.000366553061	Global Trend	
2550000	601.951107	1	-0.741321282603	1.016871629228	-0.018125361612	0.000044548637	0.999940382836	N\A	0.001393202732	0.001258238074	46	6	-0.178715549653	Global Trend	
2600000	603.987383	1	-0.802849450066	1.020845066562	-0.019005386563	0.000024798511	0.985135158639	N\A	0.021416594405	0.003405737048	41	7	0.001878898004	Global Trend	
2650000	605.123837	1	-0.759934185973	1.011975119547	-0.018761332990	0.000033250600	0.992136048729	N\A	0.007398928414	0.001647963680	37	9	-0.011712428800	Global Trend	
2700000	602.670012	1	-0.713157665330	0.980674643550	-0.014187167147	0.000070672454	0.981530751576	N\A	0.027552089053	0.004614169293	35	8	-0.003325170664	Global Trend	
2750000	586.583715	1	-0.684125853559	0.911741005448	0.000428314268	0.000126153307	0.982296803589	N\A	0.031779773982	0.005000024335	40	6	0.001570414384	Global Trend	
2800000	581.094118	1	-0.747194080714	1.004578197538	-0.016563970744	0.000111039389	0.982451449726	N\A	0.016084638707	0.002887615465	38	6	-0.015933510515	Global Trend	
2850000	598.557821	1	-0.771900685581	1.010961406713	-0.016974711725	0.000040666747	0.996727381192	N\A	0.004329515446	0.001388270590	45	4	-0.019792842236	Global Trend	
2900000	589.403342	1	-0.744285694545	1.015436148267	-0.018675389655	0.000045451887	0.999406057995	N\A	0.002066798450	0.001339561268	42	6	-0.079454144917	Global Trend	
2950000	593.938924	1	-0.801081309029	1.013882835877	-0.017593836509	0.000022767077	0.999441749479	N\A	0.002251809171	0.001449177045	41	6	-0.036231232785	Global Trend	
3000000	600.286328	1	-0.731950402470	0.956753137037	-0.011452581113	0.000034000038	0.984986417364	N\A	0.018601794665	0.003192194562	45	6	-0.003823863354	Global Trend	
3050000	607.738656	1	-0.699461316312	0.985562327134	-0.015358882240	0.000018339087	0.991886603192	N\A	0.009563269447	0.002103167039	46	5	-0.004458649371	Global Trend	
3100000	594.938355	1	-0.625555354060	0.930411530889	-0.006391429643	0.000038029238	0.985659691300	N\A	0.019930334152	0.003540613028	45	4	-0.003353644761	Global Trend	
3150000	596.963484	1	-0.699674892910	0.977467470586	-0.012067223962	0.000052085299	0.995077944057	N\A	0.010214515699	0.001871908609	42	5	-0.010514085518	Global Trend	
3200000	595.938439	1	-0.736365076671	0.957776904210	-0.007109273908	0.000037265913	0.982137136688	N\A	0.029397354852	0.004688018153	36	8	0.000862975250	Global Trend	
3250000	587.598729	1	-0.724485605064	0.987670957709	-0.014114421893	0.000102723637	0.983078492474	N\A	0.018796686693	0.003076932300	39	5	-0.005527531759	Global Trend	
