Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m8-fab-006.txt
Log File Name:                   SEP_d1_m8-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1730297286
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m8-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.248843
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.69 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	564.514869	1	-1.743180907081	1.026821370431	-0.022443749586	0.028403733253	0.000080158653	0.976219016988	N\A	0.042046102891	0.004855873311	0.016943868898	26	3	
1050000	565.670225	1	-1.762736531866	1.050655723320	-0.039423185385	0.069028225815	0.000088836796	0.975830397651	N\A	0.040533701761	0.005622768895	0.017024385476	39	2	
1100000	554.002863	1	-2.049725350904	1.197950234702	-0.043295356980	0.000558633022	0.000063004703	0.986324929763	N\A	0.041004096458	0.005991479153	0.017371510311	32	3	
1150000	573.923979	1	-1.790649267151	1.080110221370	-0.036075759101	0.038113465241	0.000061525750	0.977092697393	N\A	0.040705337825	0.005551730747	0.017706756780	32	4	
1200000	553.517870	1	-1.839963118933	1.097950523857	-0.040062212446	0.033599112901	0.000063990429	0.976177330969	N\A	0.043885651082	0.006203056909	0.018478659700	39	1	
1250000	549.170820	1	-1.916939292495	1.130251758602	-0.034685607317	0.009234728488	0.000080962331	0.975890050540	N\A	0.040623612643	0.004733674805	0.016581482903	35	2	
1300000	551.939240	1	-1.889917220819	1.106359264808	-0.032617912084	0.005413798967	0.000075286544	0.990079240575	N\A	0.021969204695	0.004653836618	0.015157791919	31	1	
1350000	563.221893	1	-1.682067703036	0.997286837255	-0.020765477018	0.029963539806	0.000073907854	0.977285427352	N\A	0.041060634772	0.004743528556	0.016569279720	43	5	
1400000	563.383417	1	-1.998213992232	1.170634603688	-0.043681878033	0.004002818734	0.000066786878	0.976901461296	N\A	0.041333464713	0.005368102494	0.017156196368	33	4	
1450000	567.582797	1	-1.970240495566	1.110965963672	-0.036559852628	0.014218519329	0.000071284997	0.976246128880	N\A	0.042263583945	0.005642879099	0.018889414879	43	8	
1500000	571.828239	1	-1.856279085502	1.085439366255	-0.028722660896	0.015233982223	0.000068347648	0.977938098270	N\A	0.040167348477	0.005075171267	0.016477570878	34	4	
1550000	559.420027	1	-1.979835657241	1.185582352450	-0.045707612377	0.010647829105	0.000012989258	0.976142948640	N\A	0.043075471563	0.005697878413	0.018351878833	34	2	
1600000	559.016688	1	-1.951920343253	1.144388356106	-0.039304238299	0.015750175545	0.000020700121	0.979325311512	N\A	0.042150598980	0.005726514906	0.017279623358	39	2	
1650000	565.182691	1	-1.727891236843	1.005478576372	-0.015748306521	0.011493420647	0.000008367713	0.985559004394	N\A	0.043047811519	0.005572629967	0.015888627944	45	4	
