Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m9-fab-006.txt
Log File Name:                   MOB_d1_m9-fab-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2372687607
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m9-fab-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.114840
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.79 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Node	No RJ LS Betas	
1000000	318.284457	1	-1.888390368372	1.624289509839	-0.131600374546	0.019677025459	0.017102465284	0.000362270291	0.933862772369	N\A	0.146680620655	0.027647380422	0.056027485910	0.015402874427	45	18	
1050000	293.473358	1	-1.758867157786	1.547054279326	-0.135297463619	0.078164162516	0.021587586264	0.000524496743	0.928107082648	N\A	0.126514005142	0.021805204170	0.048096745675	0.012465041322	44	16	
1100000	296.117036	1	-1.431060677404	1.310551829225	-0.106766040701	0.132307382030	0.013963652998	0.000340172283	0.926717657437	N\A	0.170295429595	0.027329386538	0.071409849365	0.015045638480	41	15	
1150000	291.330888	1	-1.228227950176	1.161221939849	-0.080529514328	0.172695969831	0.007547802499	0.000319921844	0.916462997097	N\A	0.163134398152	0.025601122023	0.068461606465	0.014709079784	42	20	
1200000	317.654887	1	-1.643683227659	1.446153652840	-0.118571188564	0.105731822122	0.014796830600	0.000284277357	0.926638322465	N\A	0.165074634630	0.025846685847	0.063211776761	0.013535337485	47	23	
1250000	299.223152	1	-2.004440914130	1.755186325109	-0.149039349589	-0.043893863666	0.028844568238	0.000236792768	0.908628901808	N\A	0.162388031585	0.026863767020	0.067192366947	0.014963584865	35	20	
1300000	313.666800	1	-1.419715166744	1.306436583287	-0.083260339623	0.043971380579	0.022976915368	0.000219819870	0.929920980620	N\A	0.133185431917	0.021115642374	0.058042855067	0.012188708439	36	25	
1350000	295.334160	1	-1.489129529014	1.320709086321	-0.079476647406	0.053622719365	0.009562113998	0.000251297814	0.942555634360	N\A	0.139510402687	0.024899333326	0.051553024505	0.013015821466	31	19	
1400000	328.387971	1	-1.354103454023	1.245851061408	-0.072480707956	0.111800420746	0.001255750456	0.000331338930	0.924525017842	N\A	0.146049498003	0.020870191053	0.064475615058	0.012076360095	34	28	
1450000	314.110711	1	-1.979527448829	1.666419622180	-0.131921917020	-0.053292141737	0.036893003988	0.000331953267	0.935294661760	N\A	0.139756927948	0.022483254212	0.053713058473	0.011905690822	41	27	
1500000	330.057116	1	-1.980873775611	1.800953749226	-0.169802612023	-0.071020809305	0.051242900037	0.000256620734	0.917881709754	N\A	0.156073957902	0.024489490347	0.067285945517	0.014081433296	41	24	
1550000	325.606825	1	-1.827583124439	1.595249383395	-0.145197551368	0.106280141599	0.022153374695	0.000230068490	0.947197286394	N\A	0.148599688423	0.023270838285	0.057851057123	0.012252984150	35	25	
1600000	305.225685	1	-1.916801030699	1.707567548596	-0.142260544668	-0.079100459332	0.040393652079	0.000395066126	0.939810960190	N\A	0.118292813732	0.021622156707	0.045075988531	0.012461976845	43	23	
1650000	306.732653	1	-1.668380150904	1.500925163309	-0.146056408724	0.180699600974	0.018228869122	0.000250708599	0.916011412851	N\A	0.161992905516	0.024167850919	0.064736934571	0.012952728209	44	18	
1700000	300.441882	1	-1.726561262906	1.513672498537	-0.126269654159	0.129203533296	0.009951292507	0.000577034481	0.919516388711	N\A	0.145334593031	0.024637592444	0.056647611030	0.013443879584	41	17	
1750000	300.013349	1	-1.854059686853	1.557273918648	-0.131463185822	0.130681090702	0.005805580478	0.001171843425	0.916675036889	N\A	0.159528725705	0.026992626844	0.057534614648	0.015145319555	39	24	
1800000	302.043962	1	-1.912791595781	1.742225141983	-0.162139570006	0.002441009611	0.033247994700	0.000248146537	0.923410401860	N\A	0.150459714675	0.024052021752	0.059942733448	0.013410497623	44	20	
1850000	312.504684	1	-1.671034098736	1.487537274233	-0.127951474257	0.092639435782	0.027813818329	0.000312366168	0.938311701981	N\A	0.152536181484	0.026253443880	0.054655925721	0.013782761784	38	20	
1900000	307.164186	1	-2.246909566149	1.946594970189	-0.191197712508	-0.162594995749	0.074022162632	0.000374485724	0.935903534692	N\A	0.115576662360	0.021127213746	0.046976227962	0.012325492979	45	19	
1950000	295.430786	1	-1.834422750452	1.665820309807	-0.170755525615	0.105963690070	0.031226298238	0.000144246027	0.935498799101	N\A	0.149208844041	0.024077108298	0.049027834455	0.011627629311	34	13	
2000000	292.027277	1	-1.857372457466	1.675425799249	-0.149565070708	-0.027820279409	0.042207509951	0.000168215548	0.909587065614	N\A	0.167545257710	0.028629066870	0.066039453264	0.015520135505	33	20	
2050000	303.506987	1	-2.307619543754	2.061179882191	-0.215558409805	-0.168185352835	0.077924609684	0.000399140044	0.963919923750	N\A	0.136574930481	0.024885429553	0.040284534943	0.012872480844	48	19	
2100000	291.816588	1	-2.407576836814	2.029198806182	-0.212777414926	-0.146522576976	0.076959515551	0.000507007823	0.909462133533	N\A	0.157800172678	0.026158270203	0.064104503491	0.015032507976	43	26	
2150000	293.889701	1	-2.003899722535	1.928531150404	-0.189704936433	-0.102524583567	0.062302132373	0.001204106687	0.908588597299	N\A	0.188235503252	0.029050640905	0.078686913635	0.016102950122	33	21	
2200000	331.138396	1	-1.685154283043	1.433559123736	-0.090884177854	0.037089548298	0.013773405915	0.000127762250	0.950639199295	N\A	0.088455146029	0.014707038813	0.043355573773	0.009445894478	45	30	
2250000	351.335673	1	-1.692237154646	1.501859942193	-0.105838182993	-0.029175712247	0.027874200849	0.000104179460	0.944397452339	N\A	0.096664196876	0.013951733602	0.046316554705	0.009077663839	59	25	
2300000	322.367061	1	-1.715557460289	1.438738865767	-0.088208648078	0.023814565616	0.011402992865	0.000467286747	0.926978698860	N\A	0.141214617024	0.022910235440	0.058525330322	0.013333571951	34	24	
2350000	306.560226	1	-1.318766667067	1.143153537808	-0.054055871391	0.098089529253	0.006590255940	0.000728208770	0.929905310747	N\A	0.088021473288	0.012433863176	0.049828280283	0.009698348609	38	25	
2400000	324.583408	1	-2.125670977395	1.853525472447	-0.192933331366	0.030266573314	0.047175409482	0.000108109041	0.943816251517	N\A	0.148199108233	0.025103149806	0.054222075975	0.012931625548	40	22	
2450000	337.299796	1	-2.017331959119	1.694724331042	-0.151915093615	0.012795914058	0.035864859593	0.000393328197	0.946757125366	N\A	0.128879393311	0.020601448175	0.052021761315	0.011360832470	41	22	
2500000	284.313361	1	-2.216794709794	1.940099307687	-0.202552535594	-0.060088271567	0.064162022789	0.000237828423	0.908522215720	N\A	0.181715872340	0.029222906246	0.073477510101	0.016140242250	38	16	
2550000	306.405712	1	-1.930467129422	1.519732775979	-0.112245048947	0.094480399803	0.000007178154	0.000220871665	0.922805113629	N\A	0.137110994719	0.023075634626	0.054678029311	0.013306033113	41	19	
2600000	296.994199	1	-2.419456462546	1.835175770152	-0.180416494300	-0.040844051016	0.058572959528	0.000425199893	0.901502033706	N\A	0.183144033485	0.027179930147	0.078809711525	0.015478893623	40	19	
2650000	319.124725	1	-1.922952883982	1.708710662321	-0.166983228867	0.015458012119	0.051055632226	0.000188321514	0.925113422894	N\A	0.165360325887	0.028081203468	0.064368399805	0.015382915385	36	18	
2700000	301.587595	1	-2.261733425209	2.025757088478	-0.214393588828	-0.124507201766	0.074849869176	0.000293722708	0.931103978708	N\A	0.117360043000	0.019114935213	0.052399140385	0.011514080312	39	22	
2750000	334.961825	1	-1.846684197825	1.618099011893	-0.124212196157	0.020843553008	0.011573047849	0.000467472570	0.936916593697	N\A	0.109895996514	0.017823455385	0.047793527354	0.010738946345	41	25	
2800000	316.102182	1	-1.704554026505	1.488266033202	-0.104834814671	-0.024808616688	0.028546899131	0.000354427402	0.921778021092	N\A	0.146206405964	0.024340893374	0.060956627711	0.014005471430	32	20	
2850000	309.055720	1	-1.835655586176	1.671001448114	-0.150696254046	0.014213019585	0.030850815254	0.000250885375	0.932243369748	N\A	0.133480679177	0.024213566450	0.049095080646	0.013177544926	34	22	
2900000	313.661076	1	-1.443489303619	1.337587700809	-0.108355355989	0.148732308112	0.013147415331	0.000182139540	0.928235764733	N\A	0.133491694315	0.020087356365	0.059653501107	0.011871393236	40	21	
2950000	326.132722	1	-1.956701509886	1.858586762469	-0.190479426335	-0.079371014139	0.063446954586	0.000291850045	0.943905622063	N\A	0.108494602043	0.019935102909	0.043804132404	0.011800884735	32	26	
3000000	309.624067	1	-1.535446023934	1.388198732188	-0.093483001254	0.022674575965	0.024097509222	0.000396476350	0.938961037674	N\A	0.128191730824	0.021685006978	0.053793929966	0.012196200496	46	22	
3050000	342.239787	1	-1.556463951720	1.328553791341	-0.074046252747	0.070814918755	0.001741800442	0.000289015532	0.942233595332	N\A	0.124394790838	0.020395175373	0.053459679529	0.012612227814	43	29	
3100000	326.268430	1	-1.570135435661	1.369714283603	-0.068997446554	-0.007668405237	0.009272979354	0.000218340383	0.926438786182	N\A	0.149898536974	0.021338611272	0.067990854901	0.013029873942	33	23	
3150000	301.682000	1	-1.358807061646	1.211197228539	-0.086148437618	0.154454939428	0.016028331790	0.000581358616	0.933739746924	N\A	0.148284055293	0.022179590889	0.059345715825	0.011854327320	35	19	
3200000	299.552578	1	-1.748459689745	1.554810404148	-0.131490312510	0.042026920368	0.026330202771	0.000537210412	0.903487811869	N\A	0.161286433167	0.026085585163	0.064967432957	0.015068933849	36	19	
