Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  CEREB_d1_m7-VR-006.txt
Log File Name:                   CEREB_d1_m7-VR-006.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            775109134
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   CEREB_d1_m7-VR-006.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	554.968566	1	-0.879544407181	0.987989965391	0.050605339944	-0.007104139567	0.000081232739	0.981257626219	N\A	0.025455900401	0.023557883464	0.003185088313	47	19	
1050000	561.516535	1	-0.873963824033	0.972554856080	0.077646939426	-0.009104848048	0.000077706476	0.981573177600	N\A	0.025653315932	0.022773163281	0.003077898251	43	24	
1100000	548.592546	1	-0.828085774381	0.958103887957	0.046264343749	0.001010069230	0.000051852992	0.982442013377	N\A	0.021810166672	0.020965255845	0.002807128364	50	21	
1150000	562.909653	1	-0.950180671544	1.031269710538	0.000512803446	0.000079992704	0.000084278376	0.984299157751	N\A	0.020991949376	0.020394462048	0.002848433231	39	23	
1200000	566.340742	1	-0.891133868667	0.989638359633	0.038360405332	-0.001543084844	0.000087237454	0.986230704484	N\A	0.023941216808	0.021334496977	0.002755181844	45	24	
1250000	570.139749	1	-0.798081623122	0.955211029372	0.045730518874	0.000704185362	0.000081109008	0.986493776943	N\A	0.022679262306	0.020914315848	0.002787204503	50	26	
1300000	566.217270	1	-0.980167306697	1.055424034706	-0.020588871249	0.001100497756	0.000086096674	0.982508993055	N\A	0.024525965434	0.022452672105	0.003045368689	43	24	
1350000	560.188943	1	-0.906635788642	0.991788266989	0.062511650458	-0.007840843959	0.000075542443	0.981980465762	N\A	0.024377649866	0.022761105165	0.003013075582	50	26	
1400000	560.726751	1	-0.852121390212	0.961177791963	0.072612935124	-0.004089460387	0.000076622270	0.983258747714	N\A	0.024840923219	0.024749534516	0.003319777996	39	17	
1450000	576.595691	1	-0.779346206094	0.932203026483	0.073434523209	-0.000980774265	0.000073998617	0.985956863568	N\A	0.022447802759	0.022182953025	0.002948133078	43	23	
