Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m9-VR-003.txt
Log File Name:                   SEP_d1_m9-VR-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1328103714
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m9-VR-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Branch	No RJ Local Node	
1000000	548.011707	1	-1.646595624427	0.918433021019	0.001719330090	0.030393964661	-0.011573109421	0.000079706208	0.976298792139	N\A	0.084110321147	0.012682711555	0.035506023854	0.006947909769	39	21	
1050000	543.781631	1	-2.009419589750	1.230466231262	-0.066128392454	0.008537308794	0.012904248727	0.000045737674	0.978452885414	N\A	0.080622216386	0.012048079673	0.033466849097	0.006480218824	42	28	
1100000	538.444447	1	-1.750551131865	0.977589183124	-0.020406125633	0.115862541804	-0.018828833628	0.000077448878	0.974208790260	N\A	0.084006124683	0.012126264536	0.037653556467	0.006975794845	36	28	
1150000	544.740089	1	-2.066042879454	1.278188655250	-0.070761424368	-0.028599830450	0.016957700394	0.000073189416	0.973765804921	N\A	0.087209140471	0.012860084798	0.036940040391	0.006947395515	67	24	
1200000	539.981896	1	-1.983748223657	1.146633226332	-0.044210958727	0.048740159558	-0.004603829525	0.000075025403	0.971264189490	N\A	0.080684814029	0.011161346296	0.035970880622	0.006023411020	40	26	
1250000	543.063212	1	-1.878527986507	1.119105976491	-0.038587930058	0.017157753816	0.000494014844	0.000051027504	0.978794922830	N\A	0.077610887167	0.011604043835	0.032428866264	0.006316086669	40	20	
1300000	546.953187	1	-1.815222415990	1.069735922300	-0.023440781282	-0.010679924920	0.001543839456	0.000064273013	0.974749898094	N\A	0.075075135720	0.010600251607	0.034840859545	0.006301644134	42	23	
1350000	550.736579	1	-1.849244887110	1.064955055307	-0.032650354053	0.046867746637	-0.004500997941	0.000070414561	0.973251438336	N\A	0.082698524981	0.012138218593	0.033952524640	0.006608854108	55	21	
1400000	546.886610	1	-2.054293052859	1.294204492560	-0.073292446897	-0.052206512884	0.024217994930	0.000064992092	0.975894551140	N\A	0.080641361972	0.011762145787	0.035420998326	0.006568597755	48	25	
1450000	538.483463	1	-1.980702828400	1.189190326183	-0.052659705761	-0.002905339643	0.011256729407	0.000058305526	0.973462574603	N\A	0.085109430768	0.012793793387	0.036402820726	0.007098143874	51	21	
1500000	547.009441	1	-1.847927802820	1.057536016541	-0.022592768061	0.018394768579	-0.004440244348	0.000080911668	0.977035526586	N\A	0.072501991796	0.009870695041	0.033518486046	0.006011633084	39	23	
1550000	536.535064	1	-1.863305514986	1.076006458873	-0.036963714846	0.037333230983	0.000466186916	0.000082105056	0.976248090335	N\A	0.057313425497	0.008766721260	0.029980239110	0.005669597814	51	31	
1600000	537.945706	1	-1.796377827440	1.074592951249	-0.039307615965	0.037286928723	0.002459607347	0.000056381457	0.974957679929	N\A	0.080592549376	0.011758090878	0.034502727381	0.006572413107	56	24	
1650000	540.455790	1	-1.793503391683	1.015787869914	-0.020678638663	0.067999835329	-0.012021271463	0.000077538630	0.970576809553	N\A	0.077418112826	0.010622239015	0.036634415683	0.006560087480	39	19	
1700000	546.866643	1	-1.885655403966	1.086976850059	-0.032261345147	0.033488017055	-0.003467065570	0.000051547329	0.977722152192	N\A	0.077346792779	0.011189286920	0.033977673715	0.006385566507	48	27	
1750000	538.768047	1	-1.774328726753	1.015985460010	-0.027586545849	0.086011925693	-0.010071295471	0.000053440271	0.985292573983	N\A	0.067547627884	0.010121878703	0.028681423086	0.005912835913	44	17	
1800000	551.464314	1	-2.081334234388	1.277841346605	-0.066958114899	-0.041515553463	0.018946316774	0.000077221304	0.974059531517	N\A	0.079099051802	0.012356833736	0.033646275847	0.006847678834	48	17	
1850000	552.957750	1	-1.959235755342	1.184918672534	-0.052231281263	-0.010909814319	0.011350199929	0.000077338614	0.974874676484	N\A	0.087452252057	0.012828015186	0.036922363704	0.007039107353	48	17	
1900000	538.439233	1	-1.982726552471	1.190626284435	-0.052376043847	0.011766524934	0.006274591620	0.000074521132	0.980109723087	N\A	0.074709385839	0.011804256866	0.029885615534	0.006389074339	49	27	
1950000	538.528742	1	-2.015069782161	1.196578504349	-0.046283237689	-0.046464436070	0.013378474988	0.000067294941	0.972597321435	N\A	0.086531271438	0.012275424108	0.037548706217	0.007057358881	48	31	
2000000	531.298188	1	-1.929458397703	1.123669824130	-0.042463069995	0.033606585557	0.003461597146	0.000093923178	0.971078520942	N\A	0.087609959358	0.012750195843	0.038220868564	0.007193488501	53	28	
2050000	540.119428	1	-1.983298954001	1.203211027895	-0.053457243008	-0.021207565297	0.011269916864	0.000063558771	0.972616396097	N\A	0.079994314447	0.011642628442	0.036790394932	0.006897892880	52	20	
2100000	540.554506	1	-1.747074647937	1.028352733627	-0.028908218322	0.033169707689	0.001481315974	0.000063495887	0.976979830043	N\A	0.076972129051	0.010562820055	0.034037596473	0.006191465608	31	26	
2150000	522.057160	1	-1.715235740092	1.031267753587	-0.039349649519	0.083016761428	-0.003358806942	0.000061113839	0.972805907880	N\A	0.089436662718	0.014415456520	0.036800298830	0.007927568021	46	18	
2200000	545.219420	1	-1.908933652079	1.153111717455	-0.046008529856	0.008907875584	0.006250152044	0.000058749479	0.976757141857	N\A	0.076991232706	0.011360559671	0.033627060395	0.006534453974	50	29	
2250000	546.245897	1	-1.831710195888	1.096973638442	-0.038691135138	0.021480143181	0.004292203998	0.000053167924	0.978798451585	N\A	0.066196160491	0.010024580712	0.029948713880	0.005984328400	51	25	
2300000	535.561424	1	-1.989501436842	1.199983775300	-0.045986648121	-0.021741683981	0.005692218616	0.000055142654	0.973103158350	N\A	0.067961723793	0.010632219712	0.032082021528	0.006426282856	52	27	
2350000	540.980539	1	-1.894591568232	1.116275605006	-0.030667356719	-0.028513188663	0.004971293274	0.000087825249	0.971184670654	N\A	0.070484345187	0.008856276821	0.035409450808	0.005819957692	39	25	
2400000	562.437906	1	-1.629509863615	0.929989705258	-0.009761051264	0.089873179619	-0.015633586136	0.000066446337	0.977499611312	N\A	0.070499802483	0.009599559167	0.032572605528	0.005609460838	36	29	
2450000	538.858801	1	-2.057278360561	1.238187303410	-0.060874612889	-0.003546634216	0.011230561168	0.000074529958	0.971433628021	N\A	0.071427838126	0.011513492420	0.030764455916	0.006410275629	42	25	
2500000	533.937505	1	-1.948697865506	1.158194183492	-0.049567461896	0.009918908786	0.011160204208	0.000070006407	0.973391920887	N\A	0.089981679946	0.012552358843	0.039135511897	0.006965582725	48	21	
2550000	551.758779	1	-1.992181908626	1.193861302204	-0.046184393779	-0.022148510838	0.004430573284	0.000069223930	0.975692888379	N\A	0.092724480812	0.013468672103	0.038304992085	0.007249498663	48	19	
2600000	543.014129	1	-1.727232074874	0.986606822294	-0.019632699494	0.051599282694	-0.004622803366	0.000125138154	0.978951541805	N\A	0.068561178926	0.009351074192	0.032470148613	0.005751539978	52	26	
2650000	532.484920	1	-1.788423597375	1.067378574450	-0.034743341892	0.027267786417	0.001676174157	0.000072606670	0.969228666143	N\A	0.089745999649	0.012584624252	0.039816419920	0.007130339584	51	27	
2700000	555.550211	1	-1.926492102191	1.162850050267	-0.043132669433	-0.010378420732	0.005173846171	0.000081767701	0.972917086618	N\A	0.079105661535	0.012164366233	0.034265758011	0.006811711506	47	28	
2750000	541.447255	1	-1.892801083411	1.144913654558	-0.055308145465	0.034482480872	0.010146637826	0.000074334246	0.973296908148	N\A	0.084886613424	0.012643290487	0.036230399164	0.007086648185	48	27	
2800000	530.939180	1	-1.916621591576	1.144953635353	-0.047495666865	0.013401539765	0.008195155777	0.000083361944	0.969890680171	N\A	0.090698584171	0.013789802651	0.038296097936	0.007647090750	61	24	
2850000	546.644052	1	-1.880018248579	1.109752670651	-0.036587145082	-0.013292099014	0.006589280987	0.000080173670	0.976580342423	N\A	0.081387963211	0.011379323231	0.036541200632	0.006628111296	47	20	
2900000	533.969840	1	-1.978582975115	1.228069195772	-0.059031538740	-0.028215884274	0.015383201989	0.000065696610	0.974752980461	N\A	0.086446993232	0.012792565085	0.036077057847	0.006781440038	51	23	
2950000	543.135782	1	-1.955413831235	1.153007430723	-0.036016968805	-0.028105153931	0.004881532550	0.000068398708	0.973142452547	N\A	0.068944949189	0.008722001438	0.035129578393	0.005739574075	37	11	
3000000	532.927821	1	-1.924185500157	1.176970300099	-0.057682228552	0.009768011378	0.011379605884	0.000080564863	0.972598845027	N\A	0.084206107779	0.012004137219	0.037072642255	0.006811634093	47	18	
3050000	535.236439	1	-1.786534878397	1.046251395908	-0.036141789305	0.048977169591	0.003719413586	0.000081983055	0.970293207487	N\A	0.090583436109	0.012832723279	0.038525394998	0.006887794087	43	21	
3100000	538.857718	1	-2.187273036953	1.337927929739	-0.066279924545	-0.070080383910	0.017917114831	0.000052567878	0.978055529344	N\A	0.074581810885	0.011122310187	0.031634300434	0.006229565849	50	28	
3150000	532.730980	1	-1.959524129428	1.194203048143	-0.051430966650	-0.008545777334	0.008338960143	0.000058622379	0.978114219895	N\A	0.062526572160	0.010075176591	0.030025034054	0.006274915534	45	27	
3200000	545.848031	1	-1.821213690251	1.059371764671	-0.030539653208	0.046013602170	-0.003683431730	0.000066745773	0.974142442328	N\A	0.077115157119	0.010899284348	0.034573840141	0.006159501072	38	32	
3250000	547.975455	1	-1.848128741004	1.103206810810	-0.042315070040	0.036890882521	0.005111872152	0.000064655395	0.971919135321	N\A	0.087539144520	0.013064809560	0.037236300741	0.007215128542	38	21	
3300000	542.125703	1	-1.995369919961	1.186999405914	-0.041588143235	-0.012590418307	0.000247951460	0.000061253210	0.975431383017	N\A	0.076275960551	0.011029011556	0.034536349910	0.006409652264	45	27	
3350000	536.093917	1	-2.061612472494	1.232294701853	-0.051680532681	-0.027215398721	0.008032236505	0.000092585705	0.971592419967	N\A	0.079729493113	0.011483588530	0.035515569322	0.006537441003	56	25	
3400000	530.364098	1	-1.901079695178	1.095763972483	-0.035591320162	0.070353510174	-0.009480393060	0.000089742925	0.975491498290	N\A	0.081379646126	0.011668183935	0.036105575645	0.006743194126	55	27	
3450000	536.392801	1	-1.584994629839	0.903872413816	-0.012735867809	0.093252188530	-0.007123718739	0.000067715099	0.974173454648	N\A	0.070712654076	0.009722379573	0.033417922507	0.005951309883	43	28	
3500000	546.370989	1	-1.706329696145	0.980579857624	-0.021773796308	0.057534795001	-0.003235386737	0.000101850365	0.977080573208	N\A	0.089762205519	0.013043245195	0.037174159800	0.007186524171	46	23	
3550000	543.218362	1	-1.911554788449	1.146008110382	-0.044922574377	0.015136008246	0.005571292647	0.000067044265	0.975109771502	N\A	0.079777097246	0.011753940426	0.035446631202	0.006930959778	49	27	
3600000	548.377879	1	-1.981700112787	1.161577850821	-0.034477600326	-0.005396417408	-0.000530343848	0.000079235869	0.988671126696	N\A	0.079902673993	0.011315677914	0.035561679192	0.006382747698	44	30	
3650000	541.953547	1	-1.995243722747	1.183250346579	-0.036716096241	-0.030488233207	-0.000384591234	0.000074840780	0.973137294900	N\A	0.081101023418	0.011778906685	0.036587556278	0.006967817610	46	26	
3700000	546.611066	1	-2.051803872278	1.267192953609	-0.064410450888	-0.053224582586	0.019215166432	0.000080306318	0.975237953295	N\A	0.087821946318	0.012682772463	0.038142685266	0.007055610493	46	28	
3750000	544.686345	1	-1.970549971717	1.164343354969	-0.048886019534	0.036689357138	0.003029867983	0.000056408130	0.976494128121	N\A	0.078421804162	0.011749555541	0.033668184128	0.006368827217	51	20	
3800000	548.651823	1	-2.076748643943	1.261534810502	-0.066859396829	-0.010855601094	0.014760011230	0.000062638739	0.976351187680	N\A	0.080256762756	0.012127547728	0.034130190220	0.006832931653	54	19	
3850000	547.408784	1	-1.925780808714	1.153082025185	-0.048769267994	0.018957546757	0.004594307613	0.000053556138	0.974650331200	N\A	0.084107025238	0.012561389286	0.035249306055	0.006973490868	47	27	
3900000	541.767486	1	-1.982224297119	1.220357174583	-0.068448589529	0.021015569928	0.014395698677	0.000056613405	0.974212883053	N\A	0.086028083142	0.012857125724	0.035379095245	0.006916414840	40	32	
3950000	551.699341	1	-1.844726049886	1.047954660278	-0.020961023193	0.030450653236	-0.005353171309	0.000072970879	0.977959223337	N\A	0.072833647404	0.009907833834	0.034294310532	0.006029521953	43	24	
4000000	538.040105	1	-2.244931471264	1.447323460276	-0.094704637426	-0.116991926956	0.033196890913	0.000054044933	0.971433025278	N\A	0.095482502556	0.013107185330	0.042629604310	0.007650901293	51	21	
4050000	537.434385	1	-2.029954426801	1.257055606288	-0.074906375562	-0.004311561724	0.020357772170	0.000077684279	0.975736809568	N\A	0.081841433319	0.012210750743	0.035899065230	0.007232119961	52	24	
4100000	553.595258	1	-1.951410104527	1.194139851767	-0.048603975123	-0.042437956239	0.014716996871	0.000050812225	0.976795253393	N\A	0.077077326496	0.011506675701	0.034314394278	0.006691245988	51	25	
4150000	543.459784	1	-1.902979737191	1.117102951775	-0.045537717542	0.033425898711	0.007283682857	0.000055481389	0.972517415172	N\A	0.083454634722	0.012287797045	0.035289738404	0.006672652526	45	19	
