Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m7-fab-005.txt
Log File Name:                   MED_d1_m7-fab-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1781372527
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m7-fab-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.275310
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	607.943253	1	-0.130613662751	0.570860055028	0.273525921027	-0.012888457692	0.000059943343	0.983438359771	N\A	0.028657068605	0.024537131615	0.002638532734	39	2	
1050000	610.829047	1	-0.196755721087	0.574440557077	0.307140071486	-0.018566462284	0.000035131363	0.983400397734	N\A	0.025467883781	0.021433200780	0.002248298384	45	2	
1100000	622.410307	1	-0.087017824805	0.527088046123	0.313734332432	-0.014040919645	0.000059028244	0.982932030418	N\A	0.023392080264	0.021723683123	0.002522601609	45	5	
1150000	621.114556	1	-0.201706096418	0.602860232529	0.258091939426	-0.013283020536	0.000081129874	0.980851472011	N\A	0.023601401424	0.020552381852	0.002503226760	44	4	
1200000	608.836793	1	-0.228994007383	0.627622001486	0.247440742020	-0.015318979609	0.000071648140	0.982185762133	N\A	0.026162843857	0.022900813756	0.002629159533	32	5	
1250000	614.548157	1	-0.192976248602	0.617832645949	0.245129206462	-0.013868641290	0.000080330046	0.980726651868	N\A	0.027424238977	0.024288378914	0.002899123825	41	3	
1300000	611.336417	1	-0.078826027710	0.554905061515	0.295247707281	-0.015733514579	0.000170604305	0.980126021675	N\A	0.025499328353	0.022209874053	0.002873212026	37	4	
1350000	628.794538	1	-0.195316256532	0.635846323525	0.220918475021	-0.010831029713	0.000078852646	0.982969492886	N\A	0.026355349167	0.022397187740	0.002772026640	45	3	
1400000	594.767530	1	-0.069139539898	0.541138859334	0.309772643260	-0.016893103688	0.000097565531	0.977948174160	N\A	0.028474723064	0.024999673731	0.003270236500	44	1	
1450000	614.016341	1	-0.148578876065	0.580630543957	0.265932088453	-0.012231276263	0.000058690194	0.981331130338	N\A	0.025056953873	0.022618435885	0.002819414783	37	3	
1500000	608.407968	1	-0.279312544143	0.671229155716	0.188437113822	-0.004964674747	0.000047683919	0.981259151819	N\A	0.026817786007	0.023791467198	0.003130202081	45	5	
1550000	622.031587	1	-0.197089262737	0.572070167229	0.276928636994	-0.014253755071	0.000110129537	0.984802054167	N\A	0.025625569520	0.021921058950	0.002700661057	48	3	
1600000	612.371981	1	-0.314200767236	0.669080468802	0.196465164122	-0.010051593243	0.000099175215	0.979352785005	N\A	0.026903507610	0.024382354860	0.002810893237	36	3	
1650000	620.874208	1	-0.255711351644	0.619138415004	0.258004647040	-0.014051241609	0.000109400734	0.981175351104	N\A	0.025618667158	0.022681343755	0.002745016140	41	5	
1700000	607.767926	1	-0.123909276672	0.568618423856	0.279713637711	-0.014464179959	0.000061476157	0.980513202224	N\A	0.026167271556	0.023079543866	0.002908352642	31	1	
1750000	628.854640	1	-0.147500344257	0.560256116372	0.296293918122	-0.016460252433	0.000059035438	0.981875682404	N\A	0.025256565329	0.021892253386	0.002627872328	34	5	
1800000	610.203288	1	-0.234821109803	0.631525533601	0.225519494815	-0.010504416674	0.000057270087	0.978571376331	N\A	0.026449156393	0.023223351924	0.002930294596	32	7	
1850000	611.899877	1	-0.189690276814	0.582480167628	0.292711338552	-0.017613032145	0.000061709296	0.979803857910	N\A	0.027203470716	0.024577222682	0.002887111768	33	5	
1900000	629.369286	1	-0.182119635342	0.583908073104	0.278418495752	-0.013579252128	0.000057756868	0.985633303822	N\A	0.026775322006	0.023015650682	0.002491602168	43	5	
1950000	638.655423	1	-0.064877067728	0.505403024113	0.352356415775	-0.020235209264	0.000045286112	0.987087807458	N\A	0.021652200664	0.019656558381	0.002384252710	55	4	
2000000	615.192651	1	-0.231468575865	0.623123358132	0.240005977034	-0.013482852804	0.000060943525	0.985265593746	N\A	0.024090452236	0.021841420111	0.002919699578	43	5	
2050000	596.697098	1	-0.140540061596	0.587253362753	0.277519807139	-0.015490877616	0.000051422296	0.976936252201	N\A	0.027532395635	0.024803746890	0.002875247034	35	2	
2100000	616.833194	1	-0.152574297299	0.574104916510	0.289472716804	-0.019079241621	0.000055942755	0.978758416056	N\A	0.027522666482	0.023915541983	0.002746685006	32	5	
2150000	612.172932	1	-0.000147543109	0.498302364569	0.320483629851	-0.012825725627	0.000074956193	0.981057160708	N\A	0.024642627799	0.022431175179	0.002787479326	51	2	
2200000	603.995436	1	-0.129391825402	0.579025174836	0.256674147271	-0.010389237118	0.000095557782	0.980663744802	N\A	0.027000578797	0.022951629990	0.002776828021	35	3	
2250000	602.948200	1	-0.088507853925	0.547111252228	0.290715527555	-0.012056027670	0.000119813091	0.982965226631	N\A	0.026761114585	0.022995197075	0.002589247845	42	2	
2300000	598.700131	1	-0.249664714074	0.547092392475	0.281187530046	-0.010189785715	0.000123535965	0.981367184450	N\A	0.029323485791	0.025904838942	0.003182393956	43	2	
2350000	603.509767	1	-0.182389213102	0.591767850270	0.267693148021	-0.014000868149	0.000079294571	0.980620645383	N\A	0.026713018321	0.023105084954	0.002822841091	39	3	
2400000	614.856423	1	-0.173462520719	0.597748031520	0.254469076773	-0.012679623934	0.000071044518	0.983837694710	N\A	0.026357027778	0.022755187785	0.002932784845	40	4	
2450000	625.107941	1	-0.183397415445	0.607050242730	0.254691201515	-0.012962501821	0.000026612754	0.983628248144	N\A	0.026426202282	0.023060291221	0.002375197436	33	6	
2500000	623.188079	1	-0.031158862597	0.530702721140	0.294216035765	-0.012716212472	0.000096186147	0.980098564552	N\A	0.024125256079	0.022581682592	0.002807096441	43	5	
2550000	611.865497	1	0.002195077841	0.526083199270	0.285093822683	-0.010392646846	0.000034674185	0.983501900349	N\A	0.025479141334	0.021997981150	0.002548348152	42	2	
2600000	601.394725	1	-0.133646224535	0.584753144787	0.264117101192	-0.012432995171	0.000124749791	0.980285292622	N\A	0.026717758215	0.023719405919	0.002973857538	36	4	
2650000	630.723447	1	-0.257216459132	0.662341071425	0.198657323761	-0.008086680320	0.000115428111	0.987547128707	N\A	0.023058039340	0.020306002339	0.002615394366	41	6	
2700000	624.236930	1	-0.189815436229	0.591958629969	0.268701761668	-0.013577942414	0.000047609639	0.983011912172	N\A	0.025811836371	0.022980663884	0.002886274824	41	4	
2750000	608.048722	1	-0.175894330498	0.600033454672	0.229089394429	-0.007116618430	0.000024123084	0.982493982515	N\A	0.025511753159	0.022545005490	0.002643041033	45	4	
2800000	605.559775	1	-0.182560014793	0.609873604815	0.239929554632	-0.011216969384	0.000068244123	0.981961316586	N\A	0.025970432638	0.022293440252	0.002872161320	41	4	
2850000	626.117168	1	-0.194824292448	0.603956028931	0.263280970243	-0.015628932103	0.000074564483	0.984619691637	N\A	0.026897843595	0.023346665717	0.002770089792	41	5	
2900000	620.765408	1	-0.101317231517	0.541391276362	0.309268459746	-0.015635357286	0.000082306087	0.982312914751	N\A	0.024177487527	0.021800210741	0.002276428365	36	4	
2950000	614.290607	1	-0.062304862287	0.540111028730	0.287596761859	-0.011490647366	0.000015133950	0.984245784235	N\A	0.025368068798	0.022691216399	0.002061124350	49	3	
3000000	617.519185	1	-0.219168289601	0.642046838305	0.206174958098	-0.007266782048	0.000039441179	0.981847293879	N\A	0.027051216067	0.023638839011	0.002980763715	46	6	
3050000	618.277112	1	-0.089034195111	0.560964171678	0.302043954430	-0.017382872588	0.000083732856	0.981242551261	N\A	0.026201467725	0.022909756721	0.002698259460	38	5	
3100000	616.479064	1	-0.278336402016	0.651132942568	0.231652668190	-0.014988916646	0.000020108573	0.983103754166	N\A	0.025998903740	0.023103484656	0.002763373563	38	4	
3150000	599.021010	1	-0.080262561663	0.554622396451	0.285820684513	-0.017426827192	0.000087822148	0.980649410398	N\A	0.023475402554	0.020481330293	0.002720775899	47	7	
3200000	629.113142	1	-0.123865917751	0.569547125112	0.285180167555	-0.015373526639	0.000085428108	0.986850136383	N\A	0.024570667993	0.021111406319	0.001916491817	47	3	
3250000	616.823021	1	-0.151224495747	0.620244179518	0.225762433826	-0.008995892885	0.000056451493	0.982294908097	N\A	0.025985083758	0.023155817986	0.002789286421	43	5	
3300000	610.332633	1	-0.255981324178	0.660620428652	0.210853076975	-0.014454527359	0.000095414118	0.981454929579	N\A	0.027729605209	0.023492577737	0.003101355878	35	4	
3350000	635.310388	1	-0.207190324326	0.609575937523	0.257195183512	-0.013759425961	0.000056685555	0.985616493806	N\A	0.022717041856	0.020438223900	0.002305437331	48	5	
3400000	607.595608	1	-0.132275772050	0.610898571003	0.202119921956	-0.002798557305	0.000130761473	0.978129837077	N\A	0.028560053190	0.025231425554	0.003365983046	37	2	
3450000	615.584396	1	-0.191303162333	0.601018275900	0.257709766423	-0.012252830635	0.000064708782	0.982588611665	N\A	0.024343562155	0.021889512879	0.002403185536	41	5	
3500000	596.994500	1	-0.027415082952	0.511307968648	0.321337568476	-0.015107234673	0.000056928143	0.977914761155	N\A	0.027208652704	0.024082883694	0.002885976547	44	2	
3550000	599.492283	1	-0.081079399444	0.551136787700	0.282785432650	-0.013225389185	0.000059837606	0.977340656780	N\A	0.027162619813	0.024442384971	0.003060775505	22	2	
3600000	593.642787	1	-0.132869045575	0.573382513582	0.248409103261	-0.005394041958	0.000044200516	0.978592378916	N\A	0.027925533571	0.024428510380	0.002945977141	37	1	
3650000	602.507622	1	-0.219907720563	0.650944416415	0.194087699410	-0.008823870786	0.000074770641	0.980281603559	N\A	0.025928658517	0.022923306732	0.002632389778	45	3	
3700000	618.094489	1	-0.212438581748	0.638190960053	0.229349552578	-0.010642780403	0.000029431479	0.986292977117	N\A	0.025906857135	0.021924786567	0.002285220118	38	6	
3750000	607.069014	1	-0.285346460262	0.615312766877	0.254745944277	-0.012004258553	0.000069400437	0.983146066718	N\A	0.024503898217	0.021041113158	0.002914146184	46	4	
3800000	628.218178	1	-0.266779057734	0.622271871143	0.239111928026	-0.012943584705	0.000030723631	0.984330959136	N\A	0.025466061321	0.022628071914	0.002505467902	36	5	
3850000	615.570014	1	-0.133214765724	0.582307035064	0.281826376516	-0.018887029900	0.000035876157	0.982603122932	N\A	0.023108245308	0.020119107188	0.002711135945	37	2	
3900000	633.023787	1	-0.166461734459	0.632038069163	0.220321902332	-0.010023256688	0.000044443094	0.986109355839	N\A	0.024985538109	0.022155643622	0.002074513837	41	5	
3950000	621.099720	1	-0.152333317427	0.593168591437	0.264084536075	-0.012675483202	0.000028370251	0.985949813084	N\A	0.024214420978	0.021898238689	0.002701365363	47	4	
4000000	605.052156	1	-0.142307146690	0.567525716248	0.285085086939	-0.014482987970	0.000046676257	0.980695769845	N\A	0.026957485772	0.022885074549	0.002911791835	42	1	
4050000	601.928200	1	-0.150804990627	0.565744605231	0.306615883133	-0.019724145866	0.000065679854	0.979549332674	N\A	0.027116779733	0.024141506559	0.002786954372	37	1	
4100000	596.056834	1	-0.225071143444	0.622753732895	0.226143413473	-0.011873024649	0.000100741805	0.976785127764	N\A	0.025741466436	0.023531851530	0.002809773869	46	3	
4150000	608.031691	1	-0.281966893051	0.642677585994	0.225770852809	-0.011480163623	0.000085126418	0.982080980501	N\A	0.025670556712	0.023017567148	0.002960089306	43	2	
4200000	604.273142	1	-0.157814654175	0.577908419626	0.274368240240	-0.012880105862	0.000062040111	0.982372144998	N\A	0.026872589226	0.024473691540	0.002936000816	40	3	
4250000	615.512696	1	-0.279229992680	0.637357834712	0.240588206774	-0.014177637576	0.000070878611	0.980624930356	N\A	0.026045170333	0.023348153395	0.002700385924	34	5	
4300000	638.574185	1	-0.271126169519	0.617785492776	0.228097640089	-0.010281544608	0.000057884311	0.982624133909	N\A	0.024894222593	0.022030609654	0.002344720510	34	6	
4350000	621.127201	1	-0.087780827938	0.549618000143	0.285335862145	-0.012958190597	0.000054382377	0.981107693545	N\A	0.024697986374	0.021948737974	0.002927295993	39	7	
4400000	632.747629	1	-0.130696530828	0.568083838674	0.277432837483	-0.012779734615	0.000106691506	0.985957614393	N\A	0.023649006113	0.020731553185	0.002025462357	49	4	
4450000	619.302543	1	-0.160846678311	0.592732144069	0.260569580564	-0.013450554316	0.000106024374	0.983633076823	N\A	0.026188423061	0.022690836409	0.002648167190	40	2	
4500000	616.967159	1	-0.247767182676	0.663731937493	0.157785809271	-0.002475903006	0.000110357305	0.981833744436	N\A	0.025658977033	0.023611838826	0.003181487945	39	7	
4550000	600.509372	1	-0.041160549643	0.540210735590	0.265268795990	-0.007950391299	0.000078212554	0.977113216117	N\A	0.027949580553	0.023565446366	0.002892283264	43	1	
4600000	626.072987	1	-0.263755974611	0.655340311146	0.215228219484	-0.012166086055	0.000050534890	0.981066049852	N\A	0.026202241405	0.022701772816	0.002392242100	42	4	
4650000	605.798812	1	-0.159207009122	0.599931173662	0.257854997142	-0.013871166350	0.000006127244	0.981294119775	N\A	0.025868885454	0.022720940060	0.002991529916	39	4	
4700000	605.990918	1	-0.046542685683	0.521205737636	0.319436224268	-0.018817393545	0.000029393378	0.979696500571	N\A	0.025808381977	0.022898492641	0.002997591762	38	5	
4750000	610.741361	1	-0.251561471522	0.635726765143	0.245236280899	-0.015694680203	0.000012876234	0.976993076313	N\A	0.027941976332	0.024262430710	0.002889841746	39	2	
4800000	621.065895	1	-0.147328595815	0.577424556734	0.268851049060	-0.013618151989	0.000069266787	0.980744674190	N\A	0.026300161403	0.023355367213	0.002989136020	37	1	
4850000	616.062320	1	-0.123483536357	0.577837863034	0.279526383226	-0.017944036462	0.000157722209	0.982898967062	N\A	0.026734837285	0.023222282417	0.002975092470	30	5	
4900000	620.361329	1	-0.071198642047	0.528767061194	0.335075957258	-0.019657712858	0.000158258531	0.987528212910	N\A	0.022749579420	0.019402983819	0.002196037164	40	4	
4950000	625.759568	1	-0.193542588246	0.622871157852	0.235049696640	-0.011397501650	0.000105900478	0.980100613105	N\A	0.025639733106	0.022859143129	0.002771750432	33	7	
5000000	612.133873	1	-0.220776984592	0.612940908496	0.253221330137	-0.014380084856	0.000083486678	0.985232963626	N\A	0.024378548769	0.021054074371	0.002547280905	37	2	
5050000	619.144166	1	-0.106018565682	0.571238648397	0.271628228483	-0.012076222699	0.000052740881	0.981444919752	N\A	0.025591673044	0.023120786359	0.002787064811	38	5	
5100000	631.272826	1	-0.183899236759	0.619215661605	0.253769208078	-0.016589881699	0.000017275092	0.984791660358	N\A	0.022720451985	0.019601915524	0.002529247759	45	5	
5150000	622.372510	1	-0.160457649480	0.591814723069	0.278648885317	-0.017922488225	0.000022204951	0.983046360437	N\A	0.024269605237	0.021633790414	0.002414418900	48	4	
5200000	625.904206	1	-0.272272792725	0.662964711801	0.199606176927	-0.010678681396	0.000086217215	0.983991705925	N\A	0.024003175400	0.020840369035	0.002755001647	46	4	
5250000	626.960079	1	-0.137289499271	0.570815670204	0.303303395497	-0.018349144503	0.000118570356	0.987169734041	N\A	0.024355883596	0.020279173700	0.002487252502	43	4	
5300000	630.588204	1	-0.202028284038	0.619693370533	0.244277861152	-0.010821367482	0.000056756006	0.988327450369	N\A	0.025849997732	0.021511781773	0.002232969105	39	4	
5350000	600.511893	1	-0.002416901954	0.506316621773	0.324790967038	-0.014908920046	0.000183561034	0.979510190242	N\A	0.027488119863	0.024243302806	0.003069914407	39	0	
5400000	600.633721	1	0.007629009132	0.494417226332	0.334304234476	-0.015877332258	0.000115680045	0.980636995967	N\A	0.025124161179	0.022343579039	0.002930054294	36	3	
5450000	624.555778	1	-0.030856299087	0.516176782232	0.308822992810	-0.013748175599	0.000070302050	0.981926673219	N\A	0.025780344414	0.022686422463	0.002967181754	49	6	
5500000	612.033223	1	-0.145132665641	0.628649796167	0.240353565457	-0.013067298279	0.000044035451	0.981706963013	N\A	0.025258351311	0.022267250499	0.002851204981	42	6	
5550000	617.672851	1	-0.090202133875	0.547629144759	0.294135862714	-0.013959789654	0.000043944277	0.981639949623	N\A	0.025496909812	0.023047834456	0.002691682870	43	5	
5600000	620.247009	1	-0.147776108367	0.609069137007	0.253692024140	-0.012048059528	0.000097944381	0.985700701312	N\A	0.025694767021	0.021593849209	0.002621143327	46	4	
5650000	624.979361	1	-0.110374211681	0.592105839275	0.248653626318	-0.008264754639	0.000052599505	0.982063938218	N\A	0.024033644171	0.021414481354	0.002732220854	30	6	
5700000	613.439802	1	-0.134394562639	0.569870385392	0.271547943430	-0.012546690771	0.000057789667	0.980826917575	N\A	0.026874256564	0.023551653855	0.002695000597	36	1	
5750000	605.996844	1	-0.069499839678	0.528525896934	0.314449799681	-0.016065319069	0.000022505594	0.980270922640	N\A	0.026310279791	0.022356509717	0.002569633167	40	1	
5800000	610.573736	1	-0.167188689915	0.596621731199	0.260416723556	-0.012592090074	0.000023728632	0.984738668314	N\A	0.026311469362	0.022953391943	0.002905049605	49	4	
5850000	604.035087	1	-0.154430762327	0.568490384475	0.286508557442	-0.013883851643	0.000049957405	0.981629044805	N\A	0.025185655497	0.022399778906	0.002872878266	38	3	
5900000	614.536062	1	-0.146271372346	0.576344696731	0.264103311241	-0.011275741324	0.000051621297	0.981217571411	N\A	0.025910851497	0.022584385786	0.002455597094	35	3	
5950000	631.106869	1	-0.168274527730	0.579933455013	0.286932528208	-0.018245613576	0.000016828846	0.983271058126	N\A	0.023971318129	0.021654981510	0.002709749179	42	7	
6000000	617.847854	1	-0.075263961338	0.544199621434	0.278997672102	-0.010156679146	0.000049226820	0.982492523162	N\A	0.026029677713	0.023054946196	0.002765988944	34	4	
6050000	622.109986	1	-0.118556348963	0.550999495164	0.283846789146	-0.008305402304	0.000063685833	0.982801911021	N\A	0.025826049695	0.023462946897	0.002787847404	45	5	
6100000	600.642147	1	-0.229318985764	0.620286454940	0.229143188578	-0.008449927206	0.000093214899	0.982868883000	N\A	0.025105685396	0.023261344951	0.002819330576	37	2	
6150000	625.032324	1	-0.218720440538	0.619822256054	0.263356627571	-0.016587388480	0.000116467639	0.988710079818	N\A	0.024516380913	0.020427612505	0.002565286080	39	7	
6200000	608.659960	1	-0.128522432284	0.570062843590	0.280635096418	-0.014841550606	0.000054712796	0.982822837522	N\A	0.023900284391	0.021093465449	0.002953952952	53	2	
