Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m6-glob-003.txt
Log File Name:                   HIP_d1_m6-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2156558063
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m6-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      3
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	476.042163	1	-0.801791146163	0.933649124172	-0.044227253913	0.000103491189	0.962607964765	N\A	0.033689161794	0.022559962476	37	12	-0.002261467659	Global Trend	
1050000	464.232027	1	-0.827342796542	0.925160121418	-0.026293387214	0.000094970548	0.961862635096	N\A	0.033172521186	0.022983105680	41	8	0.000042947750	Global Trend	
1100000	471.172461	1	-0.810378512375	0.936240877187	-0.030732854878	0.000102050515	0.959659533676	N\A	0.034646272125	0.024041257593	32	9	-0.000886135190	Global Trend	
1150000	453.683405	1	-1.043811375335	0.965413151744	-0.047467684371	0.000175318395	0.954770679363	N\A	0.034600926135	0.023823217273	45	7	0.005755701428	Global Trend	
1200000	434.910965	1	-0.820415235204	0.942346857142	-0.026095861567	0.000196305896	0.947720639909	N\A	0.039666589962	0.028077833212	24	5	-0.006074909247	Global Trend	
1250000	447.795765	1	-0.870446233870	0.946120626282	-0.048369311688	0.000139921967	0.952498896912	N\A	0.037412417265	0.025785110362	29	7	0.000412349975	Global Trend	
1300000	469.943788	1	-0.961673837522	1.016039439106	-0.091320495624	0.000095623854	0.962764292096	N\A	0.032751917746	0.022747289681	50	11	-0.000911620097	Global Trend	
1350000	436.395434	1	-0.770661052782	0.872888879594	0.017039984503	0.000355594995	0.949198901069	N\A	0.032584162993	0.022422032899	45	6	-0.002532373509	Global Trend	
1400000	450.168325	1	-0.955753758204	0.985253464328	-0.063621735031	0.000215444141	0.953385630686	N\A	0.038743861069	0.026502525610	34	5	0.001170736128	Global Trend	
1450000	456.059805	1	-0.815293623970	0.924628807905	-0.013797029588	0.000108974999	0.979369100317	N\A	0.008123683601	0.006139124601	39	4	-0.003080302438	Global Trend	
1500000	445.877604	1	-0.825296608079	0.979319613107	-0.051360347463	0.000171068339	0.962819815296	N\A	0.033145637466	0.023657635574	37	5	-0.009357620043	Global Trend	
1550000	454.932746	1	-0.747928308003	0.918927787907	-0.043855016280	0.000134458085	0.951697465841	N\A	0.024722022423	0.016637114493	42	5	0.000057452262	Global Trend	
1600000	465.597166	1	-0.962844421415	0.963039543220	-0.055054183410	0.000161395276	0.963112648610	N\A	0.028280097463	0.019628933020	34	7	0.004362348540	Global Trend	
1650000	471.113019	1	-0.890745380411	0.938735865674	-0.033337756991	0.000113538092	0.965506618820	N\A	0.031927869931	0.021805929586	39	8	0.002052905859	Global Trend	
1700000	463.942737	1	-0.835263998596	0.950251960482	-0.034645098932	0.000164145726	0.958507397293	N\A	0.035430431502	0.024946583796	32	10	-0.005097316505	Global Trend	
1750000	469.218859	1	-0.824550136341	0.914573064235	-0.010337234961	0.000140044087	0.961172783165	N\A	0.032785585891	0.022757235940	40	9	-0.000233886089	Global Trend	
1800000	447.282687	1	-0.660756918609	0.902385968404	-0.003666689425	0.000141139660	0.962245930226	N\A	0.035958782189	0.025642629506	33	6	-0.008418899887	Global Trend	
1850000	454.283861	1	-0.927580010144	1.017377482036	-0.093777146532	0.000131044074	0.960329858894	N\A	0.035512769981	0.024943745726	47	5	-0.004464410838	Global Trend	
1900000	441.818103	1	-0.776424966374	0.849312733823	0.016625388419	0.000184939689	0.952526769077	N\A	0.036824391049	0.024495893093	46	7	0.003926380915	Global Trend	
1950000	448.196218	1	-0.865084532671	0.941654229427	-0.034062281371	0.000023478833	0.954293841214	N\A	0.036878461156	0.024937427350	46	3	0.000063824772	Global Trend	
2000000	444.338855	1	-0.912035257580	0.967711544948	-0.043421781325	0.000154681345	0.952966737077	N\A	0.036684318171	0.024920440530	37	5	-0.001142049468	Global Trend	
2050000	467.154927	1	-0.685907489919	0.891634455156	-0.008795065343	0.000105437975	0.965675310074	N\A	0.030000416674	0.019941516299	46	7	-0.003012082933	Global Trend	
