Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m7-glob-002.txt
Log File Name:                   STR_d1_m7-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1135629273
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m7-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	549.561716	1	-1.411240792703	1.119134517147	-0.108947323237	0.005710977137	0.000098134088	0.988445714477	N\A	0.023966014501	0.024174384919	0.002747188460	35	1	0.025985327427	Global Trend	
1050000	536.109108	1	-1.372992067656	1.052552421142	-0.055106049460	0.002342575360	0.000098790721	0.999756191521	N\A	0.025065967075	0.027291425463	0.002781756836	32	1	-0.302212840249	Global Trend	
1100000	531.632415	1	-1.436132202773	1.081869919108	-0.092513318740	0.010161772981	0.000068188361	0.999776605957	N\A	0.020280932961	0.022157668690	0.002420421913	38	4	0.115882137083	Global Trend	
1150000	535.566861	1	-1.374631529912	1.064163121202	-0.073585143026	0.010427872330	0.000104762858	0.999556453595	N\A	0.019058101295	0.020915872610	0.002313649757	42	2	0.190458843203	Global Trend	
1200000	542.313445	1	-1.462969144476	1.110961819006	-0.103689111566	0.006470937994	0.000141446934	0.982579180539	N\A	0.025539063685	0.024531447279	0.003290147782	35	3	0.006576790359	Global Trend	
1250000	545.984443	1	-1.350557836073	1.100690970615	-0.090007882153	0.005425400445	0.000104922119	0.994376584940	N\A	0.021593441772	0.022722501392	0.002322722553	37	1	0.045821854241	Global Trend	
1300000	545.367893	1	-1.383067403929	1.097968273592	-0.102684950998	0.006802775123	0.000124975940	0.999451666229	N\A	0.021947977539	0.023635937147	0.002348210796	37	1	0.191243380869	Global Trend	
1350000	537.605792	1	-1.517162610134	1.119683470589	-0.079085366673	0.001262773442	0.000209326503	0.981530427051	N\A	0.027141361080	0.024948438827	0.003456676722	40	4	0.008868947508	Global Trend	
1400000	541.212133	1	-1.449211618504	1.078051061699	-0.084091447365	0.005132954824	0.000117738714	0.998564698543	N\A	0.021526618710	0.023260185631	0.002548025302	41	1	0.110452226533	Global Trend	
1450000	531.964215	1	-1.430550138873	1.107422378152	-0.118942302429	0.010914076503	0.000094486657	0.999887683644	N\A	0.021131348622	0.023042833130	0.002303997990	35	1	-0.333750473266	Global Trend	
1500000	523.928979	1	-1.376981019838	1.094819008892	-0.106099645481	0.009877724111	0.000095334695	0.999792425811	N\A	0.024619470928	0.026652451697	0.002597965901	36	0	-0.282399515856	Global Trend	
1550000	535.523599	1	-1.318484133225	1.020474980476	-0.019617861606	0.001120898057	0.000236961499	0.997839700926	N\A	0.020473773136	0.022520530116	0.002607603856	39	0	0.121117319883	Global Trend	
1600000	533.569451	1	-1.512708982869	1.095320428549	-0.107345359151	0.011537508589	0.000156359025	0.999928525946	N\A	0.023238677258	0.025415735190	0.002760758337	42	2	0.832399571797	Global Trend	
1650000	548.069746	1	-1.489790846613	1.110611837499	-0.111822739903	0.007096808827	0.000097933381	0.984193268620	N\A	0.025100680535	0.024100166718	0.003101409163	27	1	-0.011053482690	Global Trend	
1700000	551.489770	1	-1.342553050421	1.025142795585	-0.032174409317	0.002551783209	0.000172689973	0.987126705699	N\A	0.022948997541	0.020104964758	0.002927147870	50	2	-0.013968297410	Global Trend	
1750000	533.388196	1	-1.477936903501	1.104477261167	-0.097432559309	0.007544431945	0.000103564447	0.980299905027	N\A	0.027324666525	0.024918784034	0.003305797784	48	2	-0.001762367532	Global Trend	
1800000	550.342193	1	-1.508219674811	1.078115462252	-0.063646145920	0.001103475679	0.000100092684	0.985075802492	N\A	0.025850564377	0.025402507026	0.003083402395	30	2	-0.019974834445	Global Trend	
1850000	536.897622	1	-1.400146061417	1.076355747288	-0.064265076847	0.005291382319	0.000071110333	0.982406344877	N\A	0.029001404392	0.027202401386	0.003193037096	43	0	0.007559227217	Global Trend	
1900000	540.121964	1	-1.286441083463	1.115930400200	-0.120610187735	0.007056634633	0.000207244881	0.999722716026	N\A	0.022582219399	0.024519804797	0.002588599855	35	2	0.562684621313	Global Trend	
1950000	558.387169	1	-1.420477804136	1.123445460287	-0.096592015127	0.006422250588	0.000137604244	0.987286420557	N\A	0.025063598168	0.024656496234	0.003087342718	40	2	0.023659360802	Global Trend	
2000000	545.287745	1	-1.372450034382	1.020199506067	-0.011672456436	0.001430879406	0.000125059017	0.982710209666	N\A	0.025537864887	0.024105032912	0.003021698129	35	2	-0.008344647672	Global Trend	
2050000	547.938958	1	-1.481591791831	1.130169733768	-0.138138966829	0.007885037124	0.000157894550	0.999971099900	N\A	0.023115814983	0.025097413053	0.002435576136	32	2	-0.954108910543	Global Trend	
2100000	540.914244	1	-1.494423754758	1.127518980129	-0.090603590160	-0.000314913362	0.000189269283	0.980292466621	N\A	0.027294873177	0.025222842032	0.002827979772	32	2	0.004536358578	Global Trend	
2150000	553.688073	1	-1.505219004843	1.123643672530	-0.073689780561	-0.000900931043	0.000130255604	0.982973656552	N\A	0.026065834490	0.023557958673	0.002926794035	34	1	0.004032107530	Global Trend	
2200000	551.567092	1	-1.355310282161	1.099663968654	-0.098162706477	0.005082238128	0.000123446555	0.997969367158	N\A	0.019163063096	0.020489583556	0.001864240124	41	2	0.105568497742	Global Trend	
2250000	552.275136	1	-1.517041362984	1.124547278639	-0.083209207078	-0.000457194049	0.000107023639	0.984458020335	N\A	0.024500663229	0.023965464090	0.003061871732	35	3	0.005320357549	Global Trend	
2300000	541.273066	1	-1.372240571605	1.080836071249	-0.092242704125	0.009461273254	0.000074839236	0.999608548765	N\A	0.022130610274	0.024222973302	0.002629951477	40	0	-0.117647431393	Global Trend	
2350000	547.127331	1	-1.554106589345	1.175039589600	-0.153609884810	0.007436986419	0.000151503504	0.984399347888	N\A	0.023549371903	0.023735377978	0.003033493656	43	2	0.011793038360	Global Trend	
2400000	541.852617	1	-1.474273220899	1.117411412927	-0.108114477610	0.006836160393	0.000098986977	0.989543562216	N\A	0.021166062795	0.019534167539	0.002662261666	33	3	0.008104980230	Global Trend	
2450000	543.247883	1	-1.417051087252	1.060239838601	-0.067435888983	0.007347378388	0.000061118861	0.999994592701	N\A	0.009632761712	0.011130373041	0.001810454624	35	2	-0.742902213406	Global Trend	
2500000	529.261515	1	-1.416678820032	1.112870148777	-0.092197495249	0.001329223761	0.000185744007	0.984335423299	N\A	0.026441435733	0.025913619002	0.003342197090	40	4	0.019550557205	Global Trend	
2550000	543.999034	1	-1.504063652477	1.121519287557	-0.096236930836	-0.000391071826	0.000169372406	0.977953006847	N\A	0.028821995219	0.026125685480	0.003346928135	33	2	-0.003201108303	Global Trend	
2600000	549.282503	1	-1.433364838931	1.081551619170	-0.087794802157	0.006289306319	0.000113526699	0.999976633714	N\A	0.021753100973	0.023684929819	0.002316189399	39	3	-0.961992664236	Global Trend	
2650000	550.870754	1	-1.629656875857	1.128982739298	-0.093122008196	0.000720798137	0.000162630450	0.982571414149	N\A	0.029013408598	0.028396319626	0.003130767371	29	3	-0.020919774896	Global Trend	
2700000	554.289653	1	-1.449979853826	1.091106063694	-0.057640789311	-0.000469470985	0.000069628155	0.991431803390	N\A	0.022292259288	0.019523242889	0.002369096375	44	4	0.001226594870	Global Trend	
2750000	526.658337	1	-1.472491911957	1.146500572381	-0.112160091292	-0.000559616277	0.000245370533	0.978776515434	N\A	0.027528491176	0.026081423309	0.003317144762	26	3	0.017457660789	Global Trend	
2800000	542.851754	1	-1.621770093809	1.150930452246	-0.112230387581	0.004764683536	0.000154262473	0.982514003924	N\A	0.027104774089	0.024472514180	0.003033198758	41	0	-0.005958042355	Global Trend	
2850000	534.802435	1	-1.535931862579	1.186130916642	-0.153954141117	0.004287583225	0.000130331660	0.980387479387	N\A	0.027204247170	0.026482187837	0.003494752699	29	1	0.013691460529	Global Trend	
2900000	552.554986	1	-1.553950840415	1.110001932700	-0.082630088575	0.001392513833	0.000121309556	0.988783380662	N\A	0.021974158658	0.021547668042	0.002586789007	38	1	-0.009562960737	Global Trend	
2950000	535.303860	1	-1.480798744503	1.102062898880	-0.079951079393	0.002379317544	0.000104685890	0.984192530856	N\A	0.025493344245	0.023630645679	0.002841510049	41	3	0.004256872557	Global Trend	
3000000	545.046904	1	-1.519363929889	1.129563423330	-0.078956690292	-0.000483955878	0.000086125231	0.979676069347	N\A	0.028617873635	0.025554456466	0.003084340842	30	1	0.004011962847	Global Trend	
3050000	532.241653	1	-1.434558342623	1.048375364268	-0.052805479875	0.004807557485	0.000111934316	0.999974651096	N\A	0.024878278718	0.026977893857	0.002563191228	37	2	-0.805735610537	Global Trend	
3100000	536.086380	1	-1.303832915825	1.075084490314	-0.050902060915	0.000789417332	0.000211322420	0.985825395171	N\A	0.025531075190	0.025337506060	0.002966558709	30	3	0.053215967159	Global Trend	
3150000	539.967004	1	-1.310643164707	1.030031106269	-0.033736914040	0.003841156054	0.000073502023	0.999993794700	N\A	0.023467205122	0.025682281380	0.002707508268	36	1	1.355852551385	Global Trend	
3200000	537.117126	1	-1.308907556241	1.109506728119	-0.117380100663	0.010587110613	0.000128330042	0.999723485183	N\A	0.025321073596	0.027805359409	0.003156516792	34	0	0.356263003154	Global Trend	
3250000	534.771120	1	-1.483819531836	1.094096554600	-0.105573024258	0.011352358050	0.000023364421	0.999993222220	N\A	0.023906761766	0.026223745830	0.002900383892	36	0	-0.312251821018	Global Trend	
3300000	539.371008	1	-1.465409464276	1.121565007973	-0.136854551177	0.014422402209	0.000035218881	0.998175226330	N\A	0.019261958944	0.021274622170	0.002583655035	44	0	-0.024932131849	Global Trend	
3350000	528.567054	1	-1.490919048336	1.039940737235	-0.025937089306	0.000381362682	0.000194247180	0.981482757647	N\A	0.026749995502	0.025246993521	0.003581663537	40	3	-0.004981713770	Global Trend	
3400000	547.252814	1	-1.533333180250	1.094474942133	-0.095371300991	0.008436946604	0.000141666347	0.991682949336	N\A	0.021324858969	0.021766972619	0.002373783986	37	1	-0.031985403450	Global Trend	
3450000	540.066254	1	-1.297958458923	1.039421788080	-0.047936086945	0.006376884035	0.000128916865	0.999623608613	N\A	0.018524970654	0.019957553036	0.001833082125	47	1	-0.218811916329	Global Trend	
3500000	538.108229	1	-1.494163697048	1.141090089023	-0.089516116756	-0.000691282943	0.000149120012	0.982799364092	N\A	0.025473121516	0.024651359957	0.003205169478	35	2	0.005358931023	Global Trend	
3550000	545.067267	1	-1.450067241400	1.150396004532	-0.108539355870	0.002096524586	0.000191480952	0.984989551491	N\A	0.026027406277	0.025278805693	0.002994221882	33	3	0.024930631549	Global Trend	
3600000	536.407611	1	-1.433256922197	1.097224829888	-0.105738513212	0.009250670382	0.000076268507	0.999454196877	N\A	0.020796144911	0.022692586845	0.002439493820	47	1	0.102905688149	Global Trend	
3650000	541.566711	1	-1.473239495218	1.101630468149	-0.088676610143	0.004318701753	0.000076472776	0.978642925374	N\A	0.028948440536	0.026194202933	0.003512521957	43	0	0.000050143212	Global Trend	
3700000	548.674026	1	-1.500803390856	1.118659854527	-0.109402019505	0.008358442059	0.000109195988	0.989485176081	N\A	0.021655316783	0.020692522414	0.002256948271	38	1	-0.000230740129	Global Trend	
3750000	560.909848	1	-1.441137495474	1.113247804002	-0.093476703667	0.004109930482	0.000099212052	0.987254674545	N\A	0.022859349153	0.022353908149	0.002676538447	46	2	0.013097268703	Global Trend	
3800000	544.926224	1	-1.527805641749	1.110669767043	-0.106523398344	0.006279280405	0.000133648393	0.984901871437	N\A	0.024114321810	0.022707296273	0.002853203097	40	2	-0.007182978961	Global Trend	
3850000	549.012017	1	-1.493909406615	1.127842216931	-0.073228204955	-0.002341434738	0.000100906365	0.981984516925	N\A	0.027053439390	0.024538094888	0.002822266162	36	3	0.006621245373	Global Trend	
3900000	532.320917	1	-1.527652237306	1.127964128054	-0.073647759396	-0.002612974479	0.000270670939	0.983146119521	N\A	0.026698986567	0.024190830809	0.003336457990	32	1	0.003128465852	Global Trend	
3950000	530.515662	1	-1.457212888240	1.062573681342	-0.064499703162	0.005119621816	0.000197283693	0.997824151323	N\A	0.022195381641	0.024221886183	0.002495422908	45	1	-0.136102910222	Global Trend	
4000000	544.745485	1	-1.385580100519	1.082939814965	-0.069848336371	0.000304956342	0.000091842972	0.989095408286	N\A	0.022197454551	0.022037657254	0.002510087416	40	2	0.014407467642	Global Trend	
4050000	543.032952	1	-1.375868380180	1.057198556377	-0.057998965007	0.002283911092	0.000111751061	0.986617005521	N\A	0.024864641876	0.023578907881	0.002938427861	39	4	-0.010664104393	Global Trend	
4100000	536.998166	1	-1.420923604699	1.097449927718	-0.086777546521	0.003643645308	0.000177541093	0.981877338701	N\A	0.026529068906	0.025133126262	0.002849026285	38	3	0.013024323591	Global Trend	
4150000	551.819127	1	-1.422025641254	1.118287046556	-0.103971104791	0.006003600844	0.000226030353	0.990505519205	N\A	0.022780215978	0.023739086954	0.002646733055	32	4	0.063650294293	Global Trend	
4200000	538.424839	1	-1.385409331109	1.061922872360	-0.067712534545	0.005758848604	0.000102561288	0.999973774137	N\A	0.023201602502	0.025305082189	0.002540718859	37	3	-0.704873719735	Global Trend	
4250000	546.372864	1	-1.499991236890	1.130175459100	-0.099555979244	0.004076818563	0.000205772304	0.978381425848	N\A	0.027904413118	0.026066516784	0.003433583099	30	1	0.013415944415	Global Trend	
4300000	536.883926	1	-1.577772824171	1.168269583746	-0.134174142125	0.004623378064	0.000157114135	0.979587174325	N\A	0.028322497810	0.025904789366	0.003261704298	33	3	0.003479765916	Global Trend	
4350000	528.176479	1	-1.468411428939	1.096711428226	-0.097228984553	0.007239023424	0.000066835108	0.980713573610	N\A	0.029283523011	0.027976190608	0.003522092222	37	1	-0.006483811132	Global Trend	
4400000	531.371022	1	-1.392152781677	1.070296787466	-0.081848363059	0.007532049768	0.000185324208	0.976602792236	N\A	0.029924239903	0.027622968846	0.003573084234	31	3	-0.013799719621	Global Trend	
4450000	544.287316	1	-1.540996269294	1.090564322694	-0.051304082632	-0.002427653347	0.000184050517	0.983329461165	N\A	0.025078635861	0.024344150239	0.003054476679	44	1	-0.013806328684	Global Trend	
4500000	544.291319	1	-1.411767185605	1.076257111521	-0.069870737064	0.005353933796	0.000159962436	0.984880612141	N\A	0.025553127204	0.024274831949	0.002866926227	39	1	0.020645060174	Global Trend	
4550000	549.490276	1	-1.392970753752	1.123411543718	-0.125790075760	0.008374884217	0.000069992668	0.999011674371	N\A	0.022343061282	0.024068727801	0.002295246160	36	1	0.068321412767	Global Trend	
