Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  AMY_d1_m7-fab-004.txt
Log File Name:                   AMY_d1_m7-fab-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            1291654359
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   AMY_d1_m7-fab-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.287140
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	499.751636	1	-0.896721909180	0.708784241003	0.182269296743	-0.021123745110	0.000112598882	0.962500224207	N\A	0.032225923987	0.029165438254	0.003318362045	36	5	
1050000	511.052269	1	-0.910848566410	0.687489377045	0.216841855354	-0.025358800174	0.000107351784	0.959238482135	N\A	0.032902805568	0.028944279267	0.003475093339	43	7	
1100000	519.264962	1	-0.914414631506	0.710182574981	0.195887323856	-0.024013735127	0.000092206146	0.968244410692	N\A	0.027666494605	0.023292796340	0.002933337969	37	7	
1150000	515.145791	1	-1.061277847099	0.741750839153	0.217386438618	-0.032685339896	0.000109476984	0.959268791031	N\A	0.031079916227	0.027346605669	0.003388239781	27	6	
1200000	513.412457	1	-0.917387970597	0.715584353957	0.179463196418	-0.021651770284	0.000101029790	0.961845714894	N\A	0.030346617685	0.028006660091	0.003425695254	28	6	
1250000	521.804474	1	-0.985292041667	0.734208359856	0.198607699893	-0.027398009647	0.000090612402	0.963202341021	N\A	0.031985898965	0.028783157977	0.003597514883	35	7	
1300000	509.089073	1	-0.986055264960	0.729832372221	0.231509952628	-0.036130293149	0.000069412784	0.963048668722	N\A	0.031499253111	0.026972991646	0.003570879017	44	6	
1350000	502.968043	1	-0.870054616398	0.679523271040	0.242534534436	-0.032557341095	0.000101685980	0.957377374319	N\A	0.032769368578	0.029803565340	0.003719737326	24	4	
1400000	495.446614	1	-0.930631796507	0.721772567711	0.190947283053	-0.027079179923	0.000124226174	0.957150867461	N\A	0.034491390721	0.031012657527	0.004027726659	32	6	
1450000	497.673766	1	-0.956341267550	0.734289677856	0.182498534553	-0.026579387904	0.000101630311	0.954149289254	N\A	0.034826097640	0.031221444181	0.003928551663	32	4	
1500000	500.840994	1	-1.008848634236	0.745224875233	0.202627868542	-0.030327723070	0.000095897981	0.956297033837	N\A	0.035638379002	0.031725154030	0.003643535221	39	5	
1550000	516.898391	1	-0.832259904106	0.670735374867	0.218886195508	-0.024641794216	0.000092313936	0.963217718333	N\A	0.031107286686	0.029165313580	0.003446623607	37	6	
1600000	507.490555	1	-0.912621395594	0.711574481052	0.199563446107	-0.028270433563	0.000094729513	0.960620073757	N\A	0.032549654811	0.029166732566	0.003566042371	36	6	
1650000	510.401641	1	-0.977720360848	0.724544724714	0.231501924040	-0.036229032205	0.000092802369	0.962325678586	N\A	0.028550763409	0.025295208507	0.003388156516	40	6	
1700000	488.610896	1	-1.099418949564	0.790517393111	0.171545636069	-0.029250547310	0.000120666222	0.956766251532	N\A	0.035170635747	0.032343668478	0.004069318584	36	3	
1750000	514.575795	1	-0.964729324651	0.724560219112	0.181708588582	-0.023736179454	0.000136184029	0.960029837269	N\A	0.033836211622	0.029027484140	0.003899314275	40	8	
1800000	518.785854	1	-1.074563655717	0.774775075637	0.188925286925	-0.032340045582	0.000100310073	0.961872319667	N\A	0.029676326205	0.026815821010	0.003372909545	31	7	
1850000	506.227690	1	-0.781925568793	0.643199249888	0.249345688380	-0.028872690425	0.000111523831	0.955541635782	N\A	0.030758954299	0.027549256856	0.003332280645	39	5	
1900000	511.118121	1	-0.961855471774	0.735339661329	0.210009946974	-0.035206540549	0.000096551232	0.980011139743	N\A	0.025922371932	0.025130836897	0.003934736663	41	5	
1950000	520.868513	1	-0.843599384290	0.695471282729	0.164152343665	-0.015992557275	0.000090482814	0.966850807144	N\A	0.025197016968	0.024355841434	0.003444459367	37	8	
2000000	527.254821	1	-0.903241902562	0.715099054181	0.202477953349	-0.032018346494	0.000059060945	0.967182318595	N\A	0.023105033720	0.022792794894	0.003177080591	39	9	
2050000	516.706636	1	-0.990079191314	0.738072688669	0.190224040009	-0.026352992788	0.000070121993	0.966433398294	N\A	0.027540546971	0.026952330577	0.003718447005	35	6	
2100000	507.718544	1	-1.037882073472	0.773635293704	0.144468231154	-0.020680949920	0.000128375073	0.970784780028	N\A	0.022279133680	0.020651595090	0.003249993692	50	5	
2150000	501.384706	1	-1.021737926055	0.785135655459	0.139516535781	-0.025281736225	0.000106241747	0.964386598492	N\A	0.028857165748	0.022401730524	0.003070011352	44	4	
2200000	508.790591	1	-0.891710979316	0.689455258360	0.230728755745	-0.028840250253	0.000070830195	0.963395975474	N\A	0.026496409382	0.024185626482	0.003345770041	37	5	
2250000	502.035095	1	-0.790355128428	0.660754541156	0.199700933541	-0.018262041573	0.000115797305	0.963535631361	N\A	0.028680239508	0.024502650079	0.003482586766	35	3	
2300000	510.432330	1	-1.056280279051	0.770809916815	0.159272291426	-0.022421087409	0.000086263080	0.962268603157	N\A	0.032617783776	0.027499308930	0.003417649236	40	5	
2350000	496.272371	1	-0.871892460944	0.689162058216	0.207212209962	-0.024479574582	0.000080245988	0.956228392452	N\A	0.035026429476	0.030705732995	0.003664719403	30	3	
2400000	494.149717	1	-0.984072373781	0.730792014207	0.205794582571	-0.027860436028	0.000088199747	0.958466904853	N\A	0.029914695419	0.027280680648	0.003356307055	44	6	
2450000	506.111090	1	-1.038377930147	0.789082707109	0.130728440400	-0.021192427594	0.000078064289	0.961762789645	N\A	0.032805814818	0.029294355645	0.003549834914	56	4	
2500000	507.483295	1	-0.846089043580	0.678326628985	0.228185041502	-0.029656595275	0.000113254441	0.958724493790	N\A	0.031376507139	0.026435978364	0.003353019638	29	3	
2550000	511.983227	1	-0.840130133514	0.677788659145	0.216786413861	-0.027394980700	0.000073237471	0.962732232210	N\A	0.024002471866	0.021994806451	0.003377695087	42	6	
2600000	476.772966	1	-1.087082471492	0.816402392928	0.103805159931	-0.020328287915	0.000129174112	0.955400136897	N\A	0.034173178254	0.030744449689	0.003710620111	29	4	
2650000	520.601377	1	-0.966869831862	0.723880208220	0.197882580257	-0.024357942847	0.000091487097	0.972298096728	N\A	0.022179548908	0.025809831726	0.003714795374	37	5	
2700000	509.050226	1	-0.946783780940	0.727903499871	0.197599767832	-0.030581525121	0.000094740034	0.965501847062	N\A	0.026270073537	0.026985231416	0.003478111264	30	5	
2750000	507.204857	1	-0.990894952081	0.752947058355	0.158923335541	-0.020360952926	0.000099569203	0.966542136539	N\A	0.028181081661	0.023993445099	0.003138051462	35	6	
2800000	510.536221	1	-0.960092340009	0.720727617344	0.222053701505	-0.032376180776	0.000096007199	0.963275274443	N\A	0.031565698976	0.028645498780	0.003855609322	35	5	
2850000	507.019186	1	-1.002048843495	0.733754041786	0.208749924137	-0.030137880999	0.000097244876	0.962619448328	N\A	0.029252251949	0.026599663801	0.003854647426	34	7	
2900000	506.090214	1	-0.916234847242	0.719701405554	0.180602495356	-0.022482784202	0.000102810852	0.964553598620	N\A	0.027606548228	0.024889999089	0.003286546053	33	6	
2950000	521.801131	1	-1.016532638538	0.741624950827	0.223799866017	-0.039058311078	0.000100137568	0.978227317036	N\A	0.020775486692	0.020328894735	0.002537297168	39	6	
3000000	505.508104	1	-0.952284881041	0.706933008503	0.252957540372	-0.038783895110	0.000096750641	0.964929798148	N\A	0.026908727078	0.025226207360	0.003130120216	30	7	
3050000	521.136210	1	-0.856995743827	0.685072340251	0.247135911117	-0.033878009344	0.000083888871	0.964005847833	N\A	0.023401959331	0.022513033652	0.003425613474	27	7	
3100000	499.712239	1	-0.717256954298	0.602298922617	0.282942783934	-0.029176512272	0.000077880984	0.957905501519	N\A	0.030106802978	0.026910731782	0.003572969906	31	6	
3150000	513.370327	1	-0.835551512240	0.656274530682	0.266865976017	-0.035827455621	0.000102148093	0.961680596398	N\A	0.028629522490	0.024997625314	0.003305688347	38	5	
3200000	503.044317	1	-1.016594516495	0.771360943903	0.162402938467	-0.028526491741	0.000066022108	0.960586140713	N\A	0.031735734249	0.027804837586	0.003598198611	32	6	
3250000	497.425789	1	-1.039225278679	0.750113546931	0.229855118349	-0.039045689518	0.000110400939	0.964117378229	N\A	0.026702776781	0.025552956471	0.003594669673	42	5	
3300000	509.812446	1	-0.951854520214	0.713177028585	0.229996914195	-0.032390135793	0.000114720584	0.965030764712	N\A	0.030227433494	0.027493718304	0.003269778259	44	5	
3350000	502.611852	1	-0.952506618998	0.732111019760	0.202018046340	-0.033143325633	0.000054746158	0.957338597446	N\A	0.030354695580	0.028009891897	0.003475127033	44	7	
3400000	507.515006	1	-0.949813244828	0.728261002776	0.171031312804	-0.025017512502	0.000090485557	0.961205787536	N\A	0.028734606197	0.026126885739	0.003687547245	31	6	
3450000	496.294512	1	-0.886183639531	0.695155350925	0.195601892140	-0.020281429292	0.000174413595	0.957103733756	N\A	0.035789264611	0.031476343235	0.003719653267	29	5	
3500000	513.249105	1	-0.938426747885	0.719682761623	0.192315747002	-0.023386066262	0.000030801751	0.960678300717	N\A	0.030006830425	0.027438597565	0.003490857126	34	5	
3550000	493.791018	1	-0.886132665086	0.719094799974	0.202022226424	-0.031356657470	0.000077263725	0.958891487167	N\A	0.035215569062	0.030913370506	0.003836497550	43	4	
3600000	500.412759	1	-1.010697682108	0.739641771795	0.202135270344	-0.028914988793	0.000028637288	0.965355853586	N\A	0.028600168135	0.027324978357	0.003780281339	36	4	
3650000	509.758377	1	-0.947498831610	0.704895128084	0.216305424696	-0.027463974689	0.000044047678	0.962148877419	N\A	0.034501540319	0.030148320875	0.003735941782	47	5	
3700000	511.006500	1	-0.845350084811	0.679813964796	0.210717704976	-0.025408898068	0.000091461813	0.964934388049	N\A	0.029682145091	0.028145724118	0.003674561914	27	7	
3750000	521.587409	1	-0.911518302438	0.717696892242	0.201172995522	-0.030316330657	0.000059088667	0.974686293470	N\A	0.019667812655	0.018361124824	0.002941313255	37	7	
3800000	497.794825	1	-1.011303985882	0.720689678185	0.242459157993	-0.034010111688	0.000070237255	0.959429168786	N\A	0.031903378962	0.029243011008	0.004027350999	48	5	
3850000	508.984160	1	-0.914141769494	0.705709975964	0.217898048804	-0.030786255531	0.000136706895	0.965516198255	N\A	0.028215320611	0.024924124685	0.003266111412	40	5	
3900000	505.849755	1	-0.949829261031	0.730372902917	0.201993784744	-0.031844865598	0.000104534106	0.962098312096	N\A	0.029627269911	0.026705590804	0.003525154493	36	5	
3950000	519.784210	1	-1.139513750993	0.804308017766	0.198144110612	-0.037818988915	0.000079842728	0.964398092119	N\A	0.030119899954	0.027168032297	0.003556313623	27	7	
4000000	506.491485	1	-0.900442711593	0.692048696882	0.221925417324	-0.026932965806	0.000107651209	0.960198607656	N\A	0.032597907580	0.030441847969	0.003779030044	38	4	
4050000	503.491920	1	-1.047506002387	0.775441906778	0.160138377332	-0.025866620666	0.000098711407	0.969367745972	N\A	0.027276042109	0.026652203713	0.003543508497	45	6	
4100000	489.965873	1	-0.988230342821	0.745134838505	0.173198500153	-0.023220981635	0.000047313455	0.957632916630	N\A	0.032855472609	0.030104080656	0.003580954660	32	4	
4150000	498.855546	1	-1.034509645314	0.775980164863	0.171560613884	-0.032629933060	0.000101372859	0.958041168553	N\A	0.034864733690	0.030990080435	0.004017515747	36	4	
4200000	506.533054	1	-0.918341288635	0.689253450400	0.245792161496	-0.031353722073	0.000102577639	0.957899125265	N\A	0.034638035172	0.030174379883	0.003431009682	30	4	
4250000	514.412222	1	-0.905595572314	0.716417273693	0.173804269251	-0.022764212481	0.000081664313	0.962614960886	N\A	0.031167275860	0.028058048551	0.003591854055	42	5	
4300000	508.399242	1	-0.830208127481	0.648102259466	0.274243059073	-0.035800967915	0.000096091472	0.957931076348	N\A	0.030003816905	0.027655505150	0.003636728269	32	4	
4350000	512.235741	1	-0.984951690460	0.735338294473	0.212049281578	-0.032469787351	0.000089908976	0.971786281927	N\A	0.030997787444	0.026223036182	0.003377991852	36	5	
4400000	507.931109	1	-0.820354060419	0.677210735768	0.204092861089	-0.023618312202	0.000142747427	0.963396750693	N\A	0.031262082063	0.028412934481	0.003739157208	38	4	
4450000	493.929243	1	-0.821073621848	0.673033276261	0.187808074924	-0.016670053071	0.000147724017	0.955700361498	N\A	0.033412629726	0.030137185352	0.003545339179	36	7	
4500000	512.033781	1	-0.854850907958	0.690074996267	0.206853109497	-0.025502372684	0.000098269113	0.966206701195	N\A	0.029997082832	0.026982944469	0.003521743435	42	5	
4550000	527.574207	1	-0.908807062883	0.708373213709	0.199650265734	-0.027186684627	0.000108650716	0.970185571259	N\A	0.023814969621	0.025105540926	0.003359028460	29	9	
4600000	511.852465	1	-0.920750976917	0.712727127170	0.188225420775	-0.022705256575	0.000105957319	0.961796531745	N\A	0.031843374796	0.028465217691	0.003424568124	33	5	
4650000	503.597058	1	-0.936235078332	0.723387832676	0.186436961946	-0.023731469462	0.000098924632	0.968248514410	N\A	0.033632672046	0.028840869081	0.003275088997	35	7	
4700000	496.828830	1	-1.052141368808	0.739850970857	0.206884645353	-0.033430566034	0.000095278889	0.958717645587	N\A	0.034211541444	0.029603670243	0.003931467621	39	3	
4750000	491.514987	1	-0.973814420799	0.775877066139	0.109547262158	-0.018491677313	0.000084735970	0.956023933664	N\A	0.035866968014	0.031868495850	0.003710641072	38	6	
4800000	497.823132	1	-0.856894080649	0.676392222837	0.239826851466	-0.030731384522	0.000083546671	0.961832929263	N\A	0.030245583667	0.027352901831	0.003858066777	33	6	
4850000	514.434086	1	-0.728814709342	0.614388934174	0.266580909619	-0.028986936585	0.000085177028	0.960633770175	N\A	0.032597156629	0.029523731206	0.003696336756	31	6	
4900000	528.394383	1	-0.852798458669	0.665513359548	0.244822035070	-0.028420357853	0.000085519134	0.967544995250	N\A	0.028923660575	0.026552138586	0.003330917849	38	7	
4950000	519.573131	1	-0.955113408713	0.709523319041	0.229004385590	-0.029303107705	0.000089730122	0.966975018640	N\A	0.026922239209	0.027968236379	0.003815702500	31	6	
5000000	508.227508	1	-0.878048616234	0.700972731721	0.174702386982	-0.018252619043	0.000119776134	0.965670126304	N\A	0.029365876693	0.025453948543	0.003469465612	29	7	
5050000	522.166883	1	-1.023567612747	0.783384514597	0.138752763318	-0.024464624278	0.000067063144	0.968664313197	N\A	0.027207503312	0.026508701588	0.003542916375	36	8	
5100000	496.684400	1	-0.871741777387	0.672606068563	0.233688943497	-0.025037356024	0.000113809765	0.954987021097	N\A	0.034482749773	0.031872615962	0.004123735560	33	5	
5150000	513.951248	1	-0.947528302309	0.696795507723	0.212352179719	-0.023618068943	0.000136217623	0.962102067899	N\A	0.028976377939	0.027673810925	0.003453765251	41	5	
5200000	513.744408	1	-0.946097064892	0.710857151793	0.178517798350	-0.020011565713	0.000097339963	0.965246827685	N\A	0.029806910830	0.027030686786	0.003290158047	35	5	
5250000	498.841553	1	-1.051098397238	0.769003726126	0.204555144108	-0.035856721869	0.000084340306	0.964939668746	N\A	0.029073711117	0.025804999041	0.003887408973	42	4	
5300000	498.894274	1	-1.006161277989	0.754101750450	0.194444620319	-0.032685195093	0.000070165502	0.962661538203	N\A	0.029905571310	0.027202863995	0.003729521832	43	7	
5350000	518.504440	1	-0.944796551095	0.707960983419	0.246475441726	-0.038062975533	0.000096668284	0.962783793382	N\A	0.027286460519	0.025716362993	0.003618609439	32	7	
5400000	515.226436	1	-0.847895194394	0.685029968534	0.213552567603	-0.027822533151	0.000097584565	0.963118839140	N\A	0.024948356716	0.023877040272	0.003283946866	32	6	
