Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  DIE_d1_m8-glob-003.txt
Log File Name:                   DIE_d1_m8-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            767188332
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   DIE_d1_m8-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.175894
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.74 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	736.824291	1	-0.923558430668	0.946365589125	-0.004904921732	0.052093551690	0.000025403495	0.999100239799	N\A	0.010150413196	0.001154807835	0.010785455717	38	0	-0.050109429447	Global Trend	
1050000	716.293845	1	-1.002539531528	0.956248193104	-0.004342623354	0.048605376034	0.000019520044	0.999925169965	N\A	0.010190525877	0.001174134968	0.010920509780	32	0	0.099021073081	Global Trend	
1100000	729.866949	1	-0.978344695058	0.953274212548	-0.007215260618	0.053908303384	0.000025005923	0.999903890104	N\A	0.011809252246	0.001287398420	0.012636829102	38	1	-0.159416185169	Global Trend	
1150000	739.473993	1	-1.027457059918	0.970494001149	-0.006833938047	0.050705087323	0.000025091498	0.992654603078	N\A	0.025523443317	0.003589503370	0.011631948184	34	1	0.001875036552	Global Trend	
1200000	707.064167	1	-1.049696654586	0.983851859686	-0.002502903229	0.017087491666	0.000030708740	0.991397756943	N\A	0.028847597031	0.004000559256	0.012083275132	30	2	-0.000753778807	Global Trend	
1250000	727.445115	1	-1.001709316283	0.971007713857	-0.005193840595	0.034119995808	0.000022860008	0.999998430527	N\A	0.011289107437	0.001283295349	0.012151031165	28	0	-1.080023479379	Global Trend	
1300000	729.137983	1	-0.998962611220	0.970448453972	-0.004496677967	0.034543932272	0.000023137204	0.999985504905	N\A	0.010488888983	0.001189071401	0.011262899149	43	0	0.302354187749	Global Trend	
1350000	734.829600	1	-1.065764968446	1.015352823876	-0.013134357658	0.046621267552	0.000025804352	0.992640000691	N\A	0.021659616111	0.002972909051	0.011458793045	37	1	0.003555462968	Global Trend	
1400000	739.911852	1	-0.969565040189	0.949569222729	-0.003636540092	0.054273447413	0.000024326130	0.999997578188	N\A	0.010694625688	0.001190493057	0.011489174499	45	0	0.977017731575	Global Trend	
1450000	731.505849	1	-0.928960338489	0.952574900120	-0.006636279411	0.053541339755	0.000028011091	0.999986457190	N\A	0.011250590843	0.001283125874	0.012095900130	35	0	-0.584128227441	Global Trend	
1500000	731.266620	1	-0.887771033387	0.905818256424	0.001590185247	0.051555841274	0.000032278883	0.991968978648	N\A	0.024093738371	0.003632838793	0.012216880456	41	0	-0.005037326444	Global Trend	
1550000	742.261086	1	-0.959521468105	0.955030650124	-0.001600532874	0.034178591428	0.000024011952	0.995696156708	N\A	0.012899723647	0.001682987696	0.011791995522	36	2	-0.019393018940	Global Trend	
1600000	730.719165	1	-1.049653859621	0.993166399938	-0.001463932542	0.007977161225	0.000014290908	0.999993986769	N\A	0.011124870250	0.001179043567	0.011933342976	42	2	-0.275341577252	Global Trend	
1650000	716.380146	1	-0.950174785190	0.935535953705	-0.008602661507	0.073765063860	0.000028533454	0.995366080047	N\A	0.012781030789	0.001450401245	0.011724032949	30	0	0.018489140117	Global Trend	
1700000	743.468819	1	-0.968213671195	0.972751736208	-0.006042612482	0.042087607937	0.000027009606	0.998288324962	N\A	0.011391494621	0.001266859535	0.011719263892	35	1	0.043542904106	Global Trend	
1750000	722.872934	1	-1.025243429085	0.989482324415	-0.006341248870	0.032190085393	0.000024517655	0.994051439745	N\A	0.015077526610	0.001873401931	0.012888113198	43	0	0.010294064515	Global Trend	
1800000	721.733854	1	-0.941706897908	0.939787948331	-0.003328809415	0.050881600959	0.000022020573	0.994940762250	N\A	0.013208783706	0.001642040258	0.011971038521	38	1	-0.013308699537	Global Trend	
1850000	729.749449	1	-0.958576218282	0.952707506664	-0.005236849057	0.054157688619	0.000026360447	0.999862696395	N\A	0.010778401942	0.001179234104	0.011566909787	37	0	0.166481650580	Global Trend	
1900000	724.341978	1	-1.063153230024	1.002463476636	-0.000949195689	-0.001371381548	0.000022375473	0.999998673098	N\A	0.009778416586	0.001265736054	0.010663164647	56	0	1.029567398069	Global Trend	
1950000	726.455018	1	-0.995925500632	0.971420308057	-0.003545749492	0.030341424150	0.000023616316	0.999818178449	N\A	0.011034419516	0.001235241698	0.011792427451	40	0	-0.098052202893	Global Trend	
2000000	739.105230	1	-1.009346273947	0.983680296370	-0.008973023774	0.048235202312	0.000024220094	0.993882590663	N\A	0.014495024134	0.001803537788	0.011213555740	36	0	0.010039315768	Global Trend	
2050000	728.887694	1	-0.989555696668	0.958421725778	-0.003499992675	0.046019497022	0.000033707767	0.999939560159	N\A	0.011121592660	0.001293481134	0.011969902896	39	0	0.198694020024	Global Trend	
2100000	731.751685	1	-1.000160684190	0.970272051599	-0.008333580417	0.049187208772	0.000022345549	0.992961429075	N\A	0.018872961082	0.002452258047	0.011675072840	38	0	0.004893098847	Global Trend	
2150000	738.291137	1	-0.995279358990	0.990541154872	-0.006891271116	0.031847373647	0.000025676095	0.996665015656	N\A	0.011480522128	0.001336673760	0.011159845962	36	0	0.024438050253	Global Trend	
2200000	736.773122	1	-0.997100380708	0.983258648356	-0.004062709113	0.020300625275	0.000027189546	0.999978580796	N\A	0.011101761822	0.001271736489	0.011956653567	40	0	-0.467286398888	Global Trend	
2250000	741.241623	1	-0.952792563321	0.952888287286	-0.004416284667	0.046077555106	0.000023491778	0.998469476345	N\A	0.011156031084	0.001332987249	0.011707133787	34	0	-0.044240097350	Global Trend	
2300000	736.276648	1	-0.973096768527	0.960982912521	-0.006072528894	0.052405790838	0.000027153434	0.997873735556	N\A	0.011872231758	0.001352283171	0.012128965916	40	0	0.034262154514	Global Trend	
2350000	728.844947	1	-0.999703593949	0.955198481440	-0.005065089730	0.050122777943	0.000021524508	0.997775148611	N\A	0.011983652548	0.001416659034	0.011984786149	35	1	-0.017957764010	Global Trend	
2400000	712.518182	1	-1.030999122220	0.962739825474	-0.005183798786	0.042196030989	0.000024630782	0.999995074040	N\A	0.011137405647	0.001263627797	0.011961461099	25	0	0.566160259287	Global Trend	
2450000	730.077445	1	-1.028096277023	0.988960248786	-0.008898033474	0.040642288248	0.000031728692	0.992170759376	N\A	0.017314310342	0.002494527496	0.008872367245	35	0	0.006406584883	Global Trend	
2500000	741.292033	1	-0.979982924612	0.978182423074	-0.011058924269	0.052845172021	0.000019224764	0.993929315864	N\A	0.014237274062	0.001781428722	0.011612485712	33	0	0.008650558209	Global Trend	
2550000	731.813489	1	-1.121020977748	1.050068042895	-0.014692605092	0.017743298215	0.000026161005	0.991472282765	N\A	0.024896630890	0.003447836753	0.012201514412	31	0	0.001668111284	Global Trend	
2600000	733.236296	1	-1.054201174412	0.975375106908	-0.002997282138	0.027881439155	0.000029274140	0.999957390309	N\A	0.010192297339	0.000979666166	0.010764533264	35	0	-0.270245654456	Global Trend	
2650000	728.800387	1	-0.954884910485	0.947483967977	-0.007734941529	0.059056984879	0.000022821139	0.999424008190	N\A	0.008937594756	0.001123728397	0.009385575919	29	0	-0.052831777563	Global Trend	
2700000	743.346954	1	-0.920962315417	0.962380952503	-0.004736994148	0.042612334171	0.000026011236	0.999994008678	N\A	0.010622719995	0.001197576571	0.011422431632	36	1	0.672494105540	Global Trend	
2750000	724.077008	1	-0.986040913827	0.952479519715	-0.005848121070	0.053096269618	0.000028244831	0.998555586181	N\A	0.010894723628	0.001268649091	0.011280153931	39	0	-0.028737876248	Global Trend	
2800000	732.605471	1	-0.999182205470	0.984591767884	-0.003484159158	0.022999662643	0.000024990769	0.999652899013	N\A	0.010606626771	0.001202200726	0.011272682919	31	1	0.084879255452	Global Trend	
2850000	724.584438	1	-1.069915382531	0.974987540385	-0.005343051856	0.030764546019	0.000044563302	0.999984636441	N\A	0.011150033044	0.001365696281	0.012030101549	35	0	-0.658501973359	Global Trend	
2900000	724.091866	1	-0.971058101243	0.964922550321	-0.007653085576	0.051121001942	0.000025850488	0.997418147775	N\A	0.012107902954	0.001347943048	0.012280260825	33	0	0.026500437133	Global Trend	
2950000	731.508363	1	-1.137023504829	1.049777780799	-0.016525599457	0.035868483319	0.000023635741	0.992003262718	N\A	0.026218532901	0.003447308752	0.011952999244	41	0	0.001325202973	Global Trend	
3000000	727.909386	1	-0.983960722585	0.981594914555	-0.005261035848	0.023771738043	0.000049460661	0.999998890056	N\A	0.011197366825	0.001334329344	0.012075590027	32	0	2.792882669704	Global Trend	
3050000	729.352523	1	-1.014028899052	0.966384642265	-0.005903501342	0.046840808090	0.000027049585	0.993724054818	N\A	0.016101692725	0.002093243745	0.011566598302	41	0	0.006845635406	Global Trend	
3100000	726.239965	1	-0.983833039229	0.964886676818	-0.006405292528	0.046192298325	0.000028052421	0.997849067965	N\A	0.012525541989	0.001338442677	0.012879412439	38	0	0.034298485718	Global Trend	
3150000	730.742126	1	-1.017855921649	0.969037515703	-0.004037037243	0.039952516359	0.000026604525	0.997711600643	N\A	0.012563908484	0.001407866963	0.012990228437	28	0	0.021846643400	Global Trend	
3200000	722.334931	1	-0.925681508167	0.958278361665	-0.005336246140	0.046024751819	0.000028383324	0.999975623845	N\A	0.010609905893	0.001172637144	0.011361539999	33	0	-0.451581826499	Global Trend	
3250000	723.484620	1	-1.029092542288	1.014000275633	-0.019629308657	0.066412271493	0.000028581125	0.992771558679	N\A	0.023710102831	0.003072528749	0.011493330526	44	1	0.003314329189	Global Trend	
3300000	734.970839	1	-1.039845331373	0.970861968290	-0.003911339217	0.032996255519	0.000024013198	0.999995166902	N\A	0.012037038314	0.001314540416	0.012935967450	33	0	0.664212084586	Global Trend	
