Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  HIP_d1_m7-glob-003.txt
Log File Name:                   HIP_d1_m7-glob-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            4012308709
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   HIP_d1_m7-glob-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.233350
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.70 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	465.270405	1	-0.906418979090	0.984286465339	-0.026025035584	-0.010329847894	0.000136980174	0.965058540823	N\A	0.030713410073	0.028433873904	0.003874854705	37	7	-0.005757712905	Global Trend	
1050000	464.022387	1	-0.920851946800	0.957107372875	0.012484932825	-0.011039909822	0.000147998061	0.958610847609	N\A	0.035712860647	0.031946734619	0.004206292663	41	5	-0.002356448381	Global Trend	
1100000	441.808127	1	-1.010474101732	0.976944748518	0.036194919653	-0.016900776784	0.000129317384	0.976541665640	N\A	0.026614134904	0.025298118667	0.003476526270	42	6	-0.002333208844	Global Trend	
1150000	441.902153	1	-1.029659506905	1.004662550225	0.016398944823	-0.021077813913	0.000041149623	0.999951477485	N\A	0.030657686781	0.033694261401	0.003657923869	32	6	-0.162862567095	Global Trend	
1200000	455.806561	1	-0.958700785235	1.005567370864	-0.019322855750	-0.013608293857	0.000090713927	0.979246764138	N\A	0.030796426317	0.032736487096	0.003862682609	39	3	-0.011023477136	Global Trend	
1250000	444.841828	1	-0.998536152088	0.972180125966	0.041745154441	-0.020393711770	0.000059449711	0.972134103038	N\A	0.032155759708	0.032885542924	0.004116874229	46	3	-0.004196002250	Global Trend	
1300000	445.566423	1	-0.930858318486	0.913318651451	0.072458048936	-0.019223266780	0.000086386454	0.959531691671	N\A	0.035166441981	0.032117616232	0.004660971493	42	4	0.000214118314	Global Trend	
1350000	447.275043	1	-0.983529756051	0.978284876846	0.018132793700	-0.015312438858	0.000046629121	0.965139630118	N\A	0.034459204233	0.034532584226	0.004851765574	41	5	-0.002326570206	Global Trend	
1400000	459.492968	1	-0.837964767959	0.876371825605	0.077590786936	-0.016314818222	0.000122452370	0.960072172802	N\A	0.037556905239	0.032457612118	0.004445008781	39	6	0.001665500615	Global Trend	
1450000	455.008292	1	-0.983736114533	0.981784162808	-0.011861423192	-0.008133247836	0.000080716442	0.957278711959	N\A	0.035205819806	0.032919930231	0.004756700098	35	7	-0.002350855580	Global Trend	
1500000	473.210227	1	-0.791082360111	0.860158521599	0.109457222168	-0.023254572634	0.000078059408	0.962880140640	N\A	0.033572004096	0.029711631803	0.004064339469	36	5	0.001303201276	Global Trend	
1550000	455.425918	1	-1.065983331413	0.979458555840	-0.009543731937	-0.010593781591	0.000148012727	0.957839137098	N\A	0.036248199460	0.033497620294	0.004410534250	38	6	0.007955836929	Global Trend	
1600000	463.742737	1	-0.981348873720	0.966894892795	0.023472703057	-0.014890358062	0.000133870771	0.963142490228	N\A	0.033955745736	0.031490604913	0.004274754425	42	7	-0.002256086720	Global Trend	
1650000	456.844261	1	-0.979814172462	0.991989594426	0.023264093648	-0.019776785524	0.000136132496	0.998866460805	N\A	0.029961171634	0.032839675978	0.003410147029	41	5	-0.100821438770	Global Trend	
1700000	453.172465	1	-0.939750629052	0.981726854208	-0.016573541342	-0.008021985077	0.000146441062	0.962958495859	N\A	0.034016947116	0.032254955452	0.004067728041	34	6	-0.007725031832	Global Trend	
1750000	451.875826	1	-0.953841294208	0.978439684581	0.027118176505	-0.020570669595	0.000103052854	0.985786968804	N\A	0.031291879298	0.032520124378	0.003509764304	35	4	-0.018411199628	Global Trend	
1800000	465.078398	1	-0.825298402372	0.867942094143	0.067216419130	-0.009540832630	0.000122324814	0.965754572565	N\A	0.036148851424	0.032576602171	0.004327227455	42	6	0.002946694113	Global Trend	
1850000	457.106703	1	-0.712586382200	0.860760912755	0.087662914067	-0.016120759945	0.000116660937	0.964378180838	N\A	0.035372994004	0.033210108904	0.004212875766	41	5	-0.005057187153	Global Trend	
1900000	480.376671	1	-0.695007835124	0.860210763840	0.058616432476	-0.012317596660	0.000073588020	0.966715220931	N\A	0.032799645438	0.029756984382	0.004019900677	46	9	-0.001700006596	Global Trend	
1950000	466.690128	1	-0.784167291352	0.881790807811	0.089924306280	-0.023709862010	0.000090132856	0.961660910593	N\A	0.034736618085	0.033061491586	0.004915971968	39	8	-0.003068780617	Global Trend	
2000000	466.450101	1	-0.904230465824	0.921905053951	0.055906734587	-0.021081138929	0.000167075725	0.959601632169	N\A	0.033303671995	0.031878560726	0.004269954705	40	10	0.009461697034	Global Trend	
2050000	462.699404	1	-0.886226437963	0.910153553445	0.096931767779	-0.026469396904	0.000130481115	0.956660310575	N\A	0.035941735815	0.032783327469	0.004807358098	43	8	-0.001595025237	Global Trend	
2100000	477.827049	1	-0.709791306940	0.834188050231	0.112042543089	-0.017417840752	0.000120808758	0.963656784085	N\A	0.030350979413	0.026918612489	0.003796165138	32	11	-0.002547384185	Global Trend	
2150000	455.872538	1	-0.924336893960	0.962525639551	-0.018036223430	-0.008156832695	0.000129636203	0.965572283189	N\A	0.031347935684	0.026420172170	0.003630562468	50	4	0.000189405870	Global Trend	
2200000	467.974949	1	-0.781689774590	0.898810589122	0.053123413916	-0.012392585909	0.000101298938	0.966941798618	N\A	0.036539437921	0.035027578411	0.004569218409	42	9	-0.005405917675	Global Trend	
2250000	466.229596	1	-0.904727629579	0.967332578416	-0.014354564867	-0.008986562492	0.000120464162	0.964102972370	N\A	0.035971805438	0.032570786212	0.004295764554	49	4	-0.001574555763	Global Trend	
2300000	479.433515	1	-0.776543792595	0.900363046261	0.033747671933	-0.009958009183	0.000096730947	0.960786014475	N\A	0.033945207909	0.031430754692	0.004070160616	49	7	0.003683296823	Global Trend	
2350000	447.560047	1	-0.849844854990	0.898917702940	0.061249588423	-0.015390194799	0.000188695903	0.955802830725	N\A	0.037494626596	0.033953811775	0.004599973239	29	5	-0.000765429603	Global Trend	
2400000	456.905452	1	-0.776877792015	0.894482779339	0.065090870736	-0.018696390525	0.000114612919	0.960695795336	N\A	0.034811949870	0.032905302722	0.004790334642	34	7	-0.004872488621	Global Trend	
2450000	469.942528	1	-0.813362733818	0.882150508738	0.070649847435	-0.014650220227	0.000109016403	0.968274783286	N\A	0.030644786663	0.030550824200	0.004017035549	44	6	-0.001287630667	Global Trend	
2500000	458.104267	1	-0.805752969213	0.904581383035	0.033883466439	-0.012871796705	0.000099065151	0.956414337872	N\A	0.037462593932	0.034476992500	0.004954117160	41	7	-0.000358092263	Global Trend	
2550000	443.961693	1	-0.842286645488	0.908182799067	0.035107089024	-0.011617502792	0.000116426983	0.957302784601	N\A	0.035983513767	0.032975983539	0.004561871696	32	4	-0.000203027869	Global Trend	
2600000	459.133202	1	-0.866926209959	0.918094194500	0.048238131298	-0.013614573305	0.000096253669	0.958831555215	N\A	0.037144287059	0.033231213505	0.004622061460	38	5	-0.000323368042	Global Trend	
2650000	445.642487	1	-0.767368842453	0.880531327613	0.031605326208	-0.007892318615	0.000112752931	0.955627702560	N\A	0.036022605819	0.032623324430	0.004244387180	33	4	-0.000107163779	Global Trend	
2700000	458.605371	1	-0.980272680350	0.977871095811	0.046948381740	-0.024264661948	0.000128282861	0.999778965275	N\A	0.029731678925	0.032603996785	0.003651500366	42	8	0.218588957498	Global Trend	
2750000	453.264748	1	-0.999098065345	1.027433963000	-0.044274120004	-0.012478700086	0.000096059507	0.978122686229	N\A	0.031558361768	0.032613196478	0.003837171694	35	3	-0.010461948478	Global Trend	
2800000	470.406131	1	-0.790944780609	0.909743855638	0.025720025165	-0.013045227967	0.000147112743	0.961386005764	N\A	0.033440989911	0.028226482874	0.004041979991	41	8	-0.001137742094	Global Trend	
2850000	448.384061	1	-1.050418195576	1.012291361738	0.001331681756	-0.014406979186	0.000199593925	0.999821401653	N\A	0.016659461710	0.018990288777	0.002876414366	38	7	-0.316221417083	Global Trend	
2900000	453.962076	1	-1.013825864002	0.972340636471	0.025503506659	-0.017206965817	0.000165081339	0.967215511364	N\A	0.033788094054	0.032698544608	0.003973720734	33	7	0.016143273942	Global Trend	
2950000	449.862720	1	-0.995360831309	0.980829947389	0.002066920107	-0.014012647927	0.000161067069	0.960847861266	N\A	0.027529589808	0.026458987135	0.003861956780	43	7	-0.001483610444	Global Trend	
3000000	460.781184	1	-0.864377066507	0.929313512873	0.032295197803	-0.013974388176	0.000101830587	0.964217946070	N\A	0.034820094123	0.032222589477	0.004277305151	42	6	-0.003396136675	Global Trend	
3050000	460.580523	1	-1.035713691133	0.993149109013	-0.014483717094	-0.013645419345	0.000253001321	0.958649816026	N\A	0.035485593443	0.031980356476	0.004152843072	40	5	0.000521020472	Global Trend	
3100000	444.855036	1	-0.793447559971	0.882120538074	0.088525143949	-0.019256339916	0.000166156932	0.956082936217	N\A	0.039213410858	0.033931113478	0.003929555743	40	4	-0.003311370374	Global Trend	
3150000	455.370887	1	-0.964178607704	1.001285309511	0.000317397444	-0.016400290508	0.000125563867	0.992235152430	N\A	0.031936662008	0.034410755229	0.003636694667	34	6	-0.035913498021	Global Trend	
3200000	464.889754	1	-0.572458360465	0.979965885395	-0.009940812122	-0.016602450532	0.000207680359	0.964277226792	N\A	0.032416555513	0.030999439881	0.004014235226	33	8	-0.012815728027	Global Trend	
3250000	464.929857	1	-1.033295801142	1.011261212291	-0.038534113865	-0.009512616248	0.000142373941	0.958530592541	N\A	0.032877220051	0.030316631195	0.004165568646	47	6	-0.000632968197	Global Trend	
3300000	479.838286	1	-0.978672603896	0.956189884694	0.013430716012	-0.012808417081	0.000104882696	0.958477155734	N\A	0.033964026235	0.030909518100	0.004179203372	40	8	0.002485728653	Global Trend	
3350000	449.343655	1	-0.829915573522	0.902417972759	0.058717320621	-0.015011037600	0.000104705161	0.952439433528	N\A	0.038891569581	0.034791251891	0.004783747661	41	5	-0.001510839065	Global Trend	
3400000	458.892817	1	-0.841518909774	0.959802117003	0.000914885837	-0.011906982354	0.000071517339	0.965742313432	N\A	0.035671155759	0.032935041269	0.003953595834	45	6	-0.002397284518	Global Trend	
3450000	449.042575	1	-0.967757535099	0.959006502912	0.005221126037	-0.013237491280	0.000115566653	0.962179633236	N\A	0.034270382645	0.030550446416	0.004007048373	43	4	0.002677787535	Global Trend	
3500000	453.321385	1	-1.003714193530	0.949163346092	0.080021414168	-0.029455505853	0.000138375263	0.999973173497	N\A	0.031888965845	0.034788587730	0.003496428873	39	5	0.670092185066	Global Trend	
3550000	471.221661	1	-0.905437883970	0.935202454768	0.021053960053	-0.013518749288	0.000218818494	0.961915411465	N\A	0.034661849851	0.031577571975	0.004335406219	42	8	0.001755257605	Global Trend	
3600000	485.935734	1	-0.809463210167	0.898694705576	0.019100103858	-0.005639560809	0.000108047729	0.966188824276	N\A	0.032619503808	0.029551447916	0.004061063392	38	10	0.000557235051	Global Trend	
3650000	484.137180	1	-1.087959833175	1.012188588502	0.000092173630	-0.013863194803	0.000056173379	0.999152408286	N\A	0.023306592590	0.025386597945	0.002872690790	46	7	0.059706844417	Global Trend	
3700000	453.938480	1	-0.797687740478	0.898753640380	0.087240827780	-0.023927650626	0.000121713590	0.967810242804	N\A	0.031742034134	0.030613898078	0.003831677490	40	6	-0.008724646118	Global Trend	
3750000	462.375005	1	-0.969459519227	0.939528388652	0.038272259927	-0.014510898474	0.000111342749	0.968173494085	N\A	0.031932486919	0.031474211806	0.004011703882	45	6	0.007060112866	Global Trend	
3800000	457.015127	1	-0.891373738740	0.911640841073	0.046650473472	-0.016913811011	0.000127801214	0.959987288060	N\A	0.037112975599	0.033870344358	0.004099308493	35	4	0.004292734438	Global Trend	
3850000	448.013813	1	-0.833351689246	0.921615495138	0.002415176456	-0.006642340765	0.000109173758	0.960133726747	N\A	0.033971048726	0.031777288108	0.004564489474	48	3	-0.001256154365	Global Trend	
3900000	435.113178	1	-0.730038570143	0.853789048823	0.027154322233	-0.006064316821	0.000089831769	0.947331260624	N\A	0.037466651272	0.035061869270	0.005122713668	42	5	-0.000263600863	Global Trend	
3950000	457.909105	1	-0.899118806071	0.939626218031	0.018765237296	-0.010317533343	0.000143810095	0.963365726837	N\A	0.033800024012	0.028993675310	0.004118129770	43	4	-0.003852735406	Global Trend	
4000000	459.760526	1	-0.807037659130	0.922531305459	0.047232652930	-0.016018792776	0.000152287617	0.970458241084	N\A	0.031038541278	0.029841523212	0.003887592149	44	9	-0.005784219174	Global Trend	
4050000	460.213267	1	-0.888787836577	0.940720840208	-0.001377668830	-0.004185534429	0.000127559450	0.956688978164	N\A	0.036213607465	0.032799360109	0.004335040574	33	4	-0.000096798937	Global Trend	
4100000	467.582321	1	-0.876497320380	0.971857464279	0.003518376205	-0.016040361485	0.000152157531	0.968761929273	N\A	0.032913123459	0.032122968557	0.004212629821	37	11	-0.007125980730	Global Trend	
4150000	443.273117	1	-1.049214445940	1.022000327453	-0.017759561224	-0.018195924708	0.000080188221	0.973569619330	N\A	0.033849461882	0.035013567386	0.004183538832	35	5	-0.007117151959	Global Trend	
4200000	451.997643	1	-0.780227216741	0.858000036124	0.066097474355	-0.010071459558	0.000103086816	0.956335041965	N\A	0.034844630544	0.032628112682	0.004659349747	45	5	0.000977694144	Global Trend	
4250000	452.302296	1	-1.009196475363	1.010253066022	0.009605119483	-0.020278658580	0.000107201316	0.999971692072	N\A	0.023628266768	0.026239514398	0.003245508583	34	3	-0.523567392737	Global Trend	
4300000	445.375432	1	-0.781202673863	0.856144433032	0.096974431298	-0.016702372769	0.000146044714	0.960844222023	N\A	0.036170553189	0.031673567397	0.004194899648	45	4	-0.000022329934	Global Trend	
4350000	449.384616	1	-0.953046043546	0.969086370457	-0.047298103796	0.000773669416	0.000125018151	0.960568784713	N\A	0.035027028266	0.031527541721	0.004318378427	41	7	0.000912606094	Global Trend	
4400000	438.331162	1	-0.809361695207	0.901035089091	0.045531094628	-0.016753062109	0.000133475463	0.949708945591	N\A	0.038792443493	0.035530448548	0.004981811602	41	5	0.000232446291	Global Trend	
4450000	456.257863	1	-0.684935644482	0.876990191537	0.010129424835	-0.002143519657	0.000110904142	0.955246303072	N\A	0.040470486858	0.037179608358	0.004895679851	37	7	-0.002444467914	Global Trend	
4500000	470.210056	1	-1.075964121708	1.026724569482	-0.029285314953	-0.017309959602	0.000168048967	0.959570270856	N\A	0.035016801873	0.031508973251	0.004245868080	34	8	0.004390444806	Global Trend	
4550000	449.070941	1	-0.910049468981	0.948632551246	0.007162501047	-0.013884116314	0.000130866777	0.954696288757	N\A	0.035250949638	0.031450942208	0.004589259521	36	8	-0.000427010317	Global Trend	
4600000	446.180196	1	-1.012707765310	1.024071679198	-0.013258412934	-0.014985067134	0.000140912705	0.999024034194	N\A	0.031155888569	0.034404714201	0.003714788540	42	3	-0.106246115121	Global Trend	
4650000	451.008469	1	-0.864359592021	0.962633321955	-0.029507737220	-0.006427852801	0.000151614862	0.954736722987	N\A	0.035427281751	0.033829982889	0.004889215930	44	4	-0.001936531867	Global Trend	
4700000	451.644288	1	-0.921295352437	0.962136188584	0.017226448894	-0.012989511990	0.000111284310	0.979215229579	N\A	0.027525549887	0.027581738882	0.003376225282	35	6	-0.014630245529	Global Trend	
4750000	448.696650	1	-0.699307963405	0.844467440444	0.098259579793	-0.018498088642	0.000132435590	0.957739225029	N\A	0.035800671517	0.032920485089	0.004568033277	48	6	-0.002462893387	Global Trend	
4800000	451.897935	1	-0.901872117376	0.945625216410	-0.016066094521	-0.008232671504	0.000171280377	0.956861671197	N\A	0.032833967155	0.030238143382	0.004369688893	37	5	0.001460377672	Global Trend	
4850000	431.338152	1	-1.026506649212	0.956979899342	0.054771056137	-0.022835279648	0.000077179229	0.979237069200	N\A	0.033336922944	0.033920296996	0.004041119018	44	8	0.007784993009	Global Trend	
4900000	459.777469	1	-0.716409589768	0.905414981520	0.031539719053	-0.011897753751	0.000130800288	0.967201879167	N\A	0.032728607483	0.031956572709	0.004051099326	41	9	-0.009237238490	Global Trend	
4950000	462.834165	1	-0.880379551467	0.872004206506	0.069820533315	-0.011010648917	0.000130135258	0.962622377815	N\A	0.036319010129	0.033181799716	0.004341537800	41	7	0.004612358902	Global Trend	
5000000	465.158122	1	-0.917345429659	0.974073803936	0.005559895888	-0.015617837781	0.000076456407	0.956350285466	N\A	0.037330009298	0.034734065244	0.004767211207	37	7	-0.000986677526	Global Trend	
5050000	465.354088	1	-0.695141662657	0.852065780882	0.042862163821	-0.006843809753	0.000100962279	0.955115642931	N\A	0.038482934462	0.035161037477	0.004506230038	33	5	0.000584784979	Global Trend	
5100000	458.295716	1	-0.936922597174	0.915995017545	0.078366102148	-0.019737297403	0.000108896096	0.961893873645	N\A	0.036240937763	0.031839624339	0.003904809433	36	4	0.002952636820	Global Trend	
5150000	459.970934	1	-0.798010332329	0.894108550018	0.025239316610	-0.012046219096	0.000110380143	0.967204287790	N\A	0.029737458921	0.029178607525	0.004289152549	43	7	0.002697495498	Global Trend	
5200000	462.399291	1	-0.946879382283	0.983634398974	0.041577905419	-0.022118060010	0.000135869769	0.999708175571	N\A	0.029727004491	0.032452930939	0.003450808352	41	6	0.219846425546	Global Trend	
5250000	447.873436	1	-0.969397750222	0.964186079109	0.059718017111	-0.022625703829	0.000164219289	0.999664305222	N\A	0.031393264699	0.034232618042	0.003518513029	33	5	0.228419451300	Global Trend	
5300000	443.638336	1	-1.053504515066	0.992826459606	0.026204367371	-0.021691072592	0.000127862321	0.981844912977	N\A	0.034326048142	0.035371054660	0.003899877839	35	5	0.017411388346	Global Trend	
5350000	460.768952	1	-1.124156142196	1.043894190540	-0.029136723762	-0.014673256135	0.000104734812	0.999992951793	N\A	0.021302546967	0.023736192273	0.003057240357	41	7	-0.972068309307	Global Trend	
5400000	467.088145	1	-0.993656395339	1.023243362960	-0.003378799109	-0.019576897161	0.000115754212	0.964116986057	N\A	0.034643599876	0.031296195212	0.004323429724	32	11	0.004875814673	Global Trend	
5450000	455.790796	1	-0.851546195861	0.872799043223	0.097830364659	-0.019658340418	0.000090949722	0.958485934463	N\A	0.034744528431	0.031543934418	0.004109373163	44	5	0.001617642831	Global Trend	
5500000	453.140966	1	-0.857394950301	0.921950315662	0.026383828544	-0.012567692033	0.000099377309	0.959244851458	N\A	0.034543348084	0.030588542717	0.003975482549	42	5	-0.000676669438	Global Trend	
5550000	471.579027	1	-0.885420727333	0.909506728018	0.044705562991	-0.013961940191	0.000121911091	0.967337067150	N\A	0.031121002736	0.026375868832	0.003792413578	43	8	0.001869451519	Global Trend	
5600000	468.625707	1	-0.809452493534	0.896215671402	0.047844816119	-0.011682933600	0.000074127566	0.961708310331	N\A	0.032792941595	0.031148726823	0.004358101830	42	9	-0.000788100041	Global Trend	
5650000	463.774622	1	-0.721806484965	0.875618149977	0.058801169633	-0.015060590371	0.000187535496	0.960871061807	N\A	0.034552321535	0.029114818395	0.004544297140	41	9	-0.005009135641	Global Trend	
5700000	457.327736	1	-0.839338433928	0.877098901626	0.083052321389	-0.014823332701	0.000139345900	0.961165181179	N\A	0.034575745322	0.029910764883	0.004271516184	38	7	-0.002170626879	Global Trend	
5750000	458.560966	1	-1.042742239835	1.009150173421	-0.028259377490	-0.012033646901	0.000092679326	0.955777688825	N\A	0.035163231064	0.030606933983	0.004195374858	49	7	0.002292242270	Global Trend	
5800000	461.870967	1	-0.892863477952	0.944230095801	0.047356348317	-0.018202064151	0.000130438269	0.976427569551	N\A	0.029276773496	0.027998289591	0.003496872010	31	4	-0.012524803707	Global Trend	
5850000	453.859253	1	-0.908984993505	0.945561520762	0.026564903448	-0.013626660317	0.000124969934	0.974360464228	N\A	0.026779879363	0.028879048197	0.003823356462	45	6	-0.006240205414	Global Trend	
5900000	460.747041	1	-0.781405769020	0.877136462384	0.074991353856	-0.018227492856	0.000093084793	0.964325515294	N\A	0.033757383965	0.030863044828	0.004003886703	38	6	-0.001033122173	Global Trend	
5950000	434.828212	1	-1.024762459930	0.955691319419	0.073199364354	-0.027111675579	0.000108754880	0.999163385387	N\A	0.031739391026	0.034827646987	0.003817842248	32	7	-0.089971553084	Global Trend	
6000000	457.727814	1	-0.806006225781	0.869099304925	0.088759140975	-0.019546785878	0.000108599418	0.959747651949	N\A	0.032535003314	0.031661783192	0.004172506105	34	6	0.001083732858	Global Trend	
6050000	451.459136	1	-0.865943945290	0.889918966917	0.065369224588	-0.010950012463	0.000148365443	0.963216496148	N\A	0.038516286988	0.033558976746	0.004082076220	37	3	0.000699850723	Global Trend	
6100000	455.677578	1	-0.541515271172	0.838728269584	0.073114719274	-0.008715331952	0.000147901923	0.957811078422	N\A	0.030094464791	0.029224936507	0.004011758042	38	11	-0.001677541844	Global Trend	
6150000	471.371629	1	-0.885347875389	0.899587843726	0.082605095901	-0.021462123128	0.000104593392	0.960565529337	N\A	0.036160591402	0.033081434154	0.004302400265	36	8	0.002732583075	Global Trend	
6200000	440.928875	1	-1.082897103099	0.973497190000	0.067386095753	-0.028178280808	0.000163263621	0.961121583170	N\A	0.040217425578	0.035211073284	0.004536046498	39	7	-0.004231249098	Global Trend	
6250000	472.915036	1	-0.770937901021	0.874020433228	0.064893651239	-0.015963236588	0.000041034548	0.961795694935	N\A	0.033820984087	0.030016461984	0.004498184350	41	6	-0.000148050989	Global Trend	
6300000	452.330800	1	-0.786867034251	0.901150780301	0.034145455811	-0.009677092291	0.000124747286	0.959874529373	N\A	0.036284511506	0.032705747134	0.004250001878	40	4	-0.003708528027	Global Trend	
6350000	452.053565	1	-1.105924190434	1.065707842550	-0.047260479072	-0.018068494150	0.000156254919	0.999919214765	N\A	0.028468617643	0.031222919533	0.003404040144	42	3	0.388858514441	Global Trend	
6400000	467.381517	1	-0.905928835037	0.942641537950	0.026234800060	-0.014449767849	0.000085605440	0.961708909133	N\A	0.035813812340	0.034004863516	0.004367781656	36	6	-0.002793203692	Global Trend	
6450000	447.421672	1	-0.827853759294	0.902971405465	0.050830328744	-0.012726918634	0.000098801222	0.963238155184	N\A	0.033776165629	0.030297305759	0.003952739699	33	7	0.001781261373	Global Trend	
6500000	453.952559	1	-0.954893345116	0.981789136451	-0.021191467567	-0.009826514992	0.000200859532	0.963716718303	N\A	0.032746815281	0.029770309902	0.004404297126	46	8	0.000958632273	Global Trend	
6550000	455.338281	1	-0.807448331961	0.895468789802	0.080205863808	-0.022194892553	0.000086640589	0.962742711543	N\A	0.033626870297	0.030664664426	0.004166350177	46	8	-0.001991489003	Global Trend	
6600000	462.883319	1	-0.818224674047	0.879396692207	0.090886694836	-0.019780319985	0.000118039067	0.961298942651	N\A	0.037468259596	0.032433907640	0.004239198674	46	7	-0.000341516278	Global Trend	
6650000	480.465090	1	-0.879302852163	0.962254164661	-0.013796992358	-0.005391217344	0.000080411037	0.966084010302	N\A	0.033771794688	0.030019700213	0.004118971832	42	7	-0.001082471741	Global Trend	
6700000	459.149278	1	-0.730223857726	0.871939643694	0.103986924769	-0.024176657199	0.000100553845	0.974670065560	N\A	0.030533228135	0.030329783292	0.003516086479	34	7	-0.009852029912	Global Trend	
6750000	460.273333	1	-0.947115875833	0.972925924293	0.010268057439	-0.015464206716	0.000083058461	0.972389778290	N\A	0.030591242204	0.024165795903	0.003832570831	46	9	-0.000517192902	Global Trend	
6800000	460.219958	1	-0.951401975162	0.927563608739	0.037242833763	-0.013492288704	0.000160922621	0.960647054167	N\A	0.038727894025	0.033370291275	0.003714809781	32	4	0.006673683983	Global Trend	
6850000	450.236714	1	-0.928530918669	0.952194996902	0.024338331786	-0.017443905145	0.000121188189	0.955456014693	N\A	0.036162533034	0.033229987961	0.004823407438	38	4	0.000041070473	Global Trend	
6900000	455.847038	1	-0.975328486408	0.976761434209	0.011725579326	-0.017214955531	0.000123432560	0.962866249223	N\A	0.035102442268	0.032088971493	0.004316608943	48	5	-0.004019440535	Global Trend	
