Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MED_d1_m8-fab-002.txt
Log File Name:                   MED_d1_m8-fab-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            113383597
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MED_d1_m8-fab-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.275310
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.67 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	611.239278	1	-0.464971893048	0.810266226630	-0.037402216285	0.228006949619	0.000025569682	0.980267617388	N\A	0.036290046868	0.004052205078	0.016618319714	44	2	
1050000	646.701624	1	-0.374497516303	0.780169260810	-0.036797062038	0.239852552394	0.000032857793	0.983937725688	N\A	0.032043011492	0.003390218866	0.013473725653	41	4	
1100000	616.086702	1	-0.420788621949	0.798491129074	-0.030281137314	0.189363072537	0.000055545074	0.983046502963	N\A	0.035118379041	0.004498036121	0.016663307547	43	2	
1150000	634.394994	1	-0.453127959665	0.819600709004	-0.038690357469	0.215296252784	0.000022369319	0.983944199625	N\A	0.034405166355	0.003240239442	0.013936750336	39	3	
1200000	612.100084	1	-0.454698520924	0.827070930892	-0.034622339350	0.188732842116	0.000081018490	0.980322901666	N\A	0.038013332244	0.004482515779	0.016526739389	38	4	
1250000	594.780346	1	-0.408305564785	0.785559311525	-0.033460721567	0.214676982622	0.000067494619	0.976976191227	N\A	0.039150675170	0.004177575632	0.016566429325	34	2	
1300000	618.645999	1	-0.503033908259	0.831643795905	-0.035317048539	0.198379143023	0.000077617260	0.982794215831	N\A	0.035975064734	0.004720435578	0.017042412855	35	1	
1350000	603.415413	1	-0.528248088487	0.839635850505	-0.035237930451	0.200181792222	0.000052922274	0.988825444080	N\A	0.034120056472	0.003350226861	0.015466779374	46	3	
1400000	625.590622	1	-0.439457891811	0.806308548028	-0.037058245870	0.225957897916	0.000039968597	0.984146552587	N\A	0.037418655676	0.004768952162	0.016779365867	39	4	
1450000	622.112947	1	-0.306370758799	0.708791031616	-0.024435457948	0.237014652043	0.000076418484	0.982544306926	N\A	0.039320324759	0.004466513296	0.017705334586	38	1	
1500000	617.609319	1	-0.558306802616	0.865248179699	-0.038331411852	0.190874300799	0.000036083733	0.981466663637	N\A	0.036727595615	0.004549651364	0.016587460754	43	2	
1550000	622.303155	1	-0.333159153519	0.738498160984	-0.031719247570	0.243172609244	0.000042533316	0.981343517464	N\A	0.034478684330	0.003731111479	0.015067726204	45	1	
1600000	604.697478	1	-0.469137200523	0.813302699258	-0.037267614783	0.220036859524	0.000061817528	0.981073268999	N\A	0.035597452909	0.003696893013	0.014764147513	41	1	
1650000	624.175080	1	-0.497020805655	0.835680317186	-0.035200185214	0.191441574896	0.000056721076	0.981055881692	N\A	0.032412834917	0.003779400507	0.014807281549	46	4	
1700000	622.657399	1	-0.484126435648	0.762377430579	-0.013337152108	0.160637298878	0.000056755588	0.982836370345	N\A	0.038024522307	0.005217269713	0.017511196386	43	5	
1750000	633.339763	1	-0.516908063954	0.848573565726	-0.031366877998	0.176182449259	0.000034837921	0.984756232217	N\A	0.034273355102	0.004648511130	0.016626476130	38	6	
1800000	645.593335	1	-0.356474640404	0.755628784541	-0.029948129708	0.226820658862	0.000014533024	0.984789593462	N\A	0.033705376536	0.003923976326	0.015409844132	39	6	
1850000	650.397361	1	-0.382819641825	0.797954974290	-0.034134025877	0.208904632207	0.000030070916	0.985027925263	N\A	0.032218739661	0.003282285001	0.013532632553	46	6	
1900000	622.274105	1	-0.330830212759	0.753243162461	-0.029541572469	0.217046972030	0.000102546146	0.980256697283	N\A	0.036678098696	0.004229187847	0.016618358219	36	4	
1950000	624.182334	1	-0.384185219056	0.763620094161	-0.032557800839	0.237071101133	0.000064508003	0.989249369833	N\A	0.033220359693	0.004133383804	0.016289724361	46	4	
2000000	633.132776	1	-0.446210927619	0.804909960265	-0.034708948754	0.213782849464	0.000064101730	0.983121293080	N\A	0.033494340975	0.003699454255	0.014954090073	32	4	
2050000	616.713951	1	-0.478268169904	0.835061111113	-0.036584607500	0.194990508146	0.000069701650	0.981188505413	N\A	0.036375432277	0.004279069808	0.015531526485	47	2	
2100000	623.138680	1	-0.505460656983	0.823667930247	-0.024931863224	0.165948699482	0.000089746643	0.982587759749	N\A	0.035845271915	0.004846281279	0.017652856735	37	4	
2150000	638.670453	1	-0.593222629467	0.893369988389	-0.042219979530	0.188918833809	0.000065488016	0.986385733937	N\A	0.031765837946	0.003646264162	0.014918611337	52	6	
2200000	631.276137	1	-0.359130214413	0.746407906664	-0.031258689221	0.239229981533	0.000030672104	0.983316198301	N\A	0.033150967080	0.003422713393	0.014312485955	40	3	
2250000	621.770905	1	-0.415824857851	0.786148789088	-0.028924453749	0.195947340494	0.000015876659	0.981935585699	N\A	0.035811297852	0.004223242586	0.016113258456	44	2	
2300000	633.536496	1	-0.400986105126	0.779613641198	-0.029982803532	0.211555128263	0.000046796328	0.981949738641	N\A	0.036856407876	0.004437021846	0.016304710127	40	4	
2350000	634.469369	1	-0.374455245939	0.783414648954	-0.026626492147	0.192464546298	0.000014716147	0.983672728174	N\A	0.035909863300	0.004591320746	0.016609836962	41	3	
2400000	625.679414	1	-0.443281948906	0.807819665665	-0.030807977038	0.199294051453	0.000045440773	0.983481811310	N\A	0.035014830346	0.003799696938	0.014936754292	48	5	
2450000	621.114115	1	-0.428550213577	0.790915139018	-0.033739976218	0.224140620655	0.000074194974	0.981444090414	N\A	0.036603400381	0.004349297971	0.015961856115	35	4	
2500000	621.652511	1	-0.260519332827	0.686624446667	-0.020218361964	0.231607689540	0.000010982034	0.980551908907	N\A	0.037809118635	0.004794063537	0.018278759523	41	1	
2550000	615.433378	1	-0.444759558672	0.799443007317	-0.030792075174	0.200303667073	0.000008550115	0.982335471269	N\A	0.035902003482	0.004487138740	0.016100527862	35	2	
2600000	628.702564	1	-0.371082891840	0.771539110659	-0.036351911011	0.228313784957	0.000032965818	0.981243574741	N\A	0.033083450727	0.003388609928	0.013797946632	43	2	
2650000	620.147669	1	-0.485030603796	0.825497264339	-0.035665785265	0.202178924098	0.000080311583	0.982252924936	N\A	0.034984417744	0.003846246182	0.015715793531	42	4	
2700000	622.933014	1	-0.425153139824	0.804962337811	-0.035855454666	0.212490462222	0.000051716688	0.983337522602	N\A	0.034510613985	0.003856327940	0.015783093054	48	2	
2750000	620.779793	1	-0.385609245050	0.781200578497	-0.031038332185	0.208977631195	0.000081497964	0.984141555059	N\A	0.034699293929	0.004341992671	0.015830646031	52	4	
2800000	613.967318	1	-0.545218877605	0.862986808448	-0.036331627793	0.180721793217	0.000078801176	0.982654131363	N\A	0.038778045435	0.004195657737	0.016612972627	40	5	
2850000	634.294939	1	-0.446449689334	0.807148246406	-0.035945466153	0.216839630558	0.000077409217	0.984635443302	N\A	0.034236876109	0.004186170586	0.015343143475	39	5	
2900000	621.389002	1	-0.566956086228	0.859883310272	-0.041208852171	0.204899769636	0.000069419167	0.981415893628	N\A	0.035663448924	0.003835581680	0.015278802080	44	5	
2950000	611.822484	1	-0.421032247700	0.791236616449	-0.034249813172	0.218573567382	0.000062619540	0.981021003479	N\A	0.037653675767	0.004121993726	0.016719369280	47	4	
3000000	614.084051	1	-0.323544701024	0.744894325576	-0.034685826426	0.240252427420	0.000052101240	0.982943378433	N\A	0.032501850714	0.003327422778	0.013720101546	42	3	
3050000	631.352062	1	-0.421306641838	0.759786062086	-0.028598102233	0.212707850624	0.000062996796	0.982706713159	N\A	0.033970924054	0.004390818023	0.015058895991	39	4	
3100000	636.449630	1	-0.503494970268	0.825030762715	-0.035616775474	0.205885741471	0.000102836172	0.987739805821	N\A	0.032787881375	0.004182532437	0.015869446178	42	7	
3150000	610.755260	1	-0.422115121094	0.780837897254	-0.031067221659	0.218247294570	0.000056134474	0.980965577709	N\A	0.035538833361	0.004051838315	0.015125241712	34	1	
3200000	613.386170	1	-0.313410488582	0.726120452093	-0.029463813524	0.239897698869	0.000040937104	0.980100560269	N\A	0.033317806737	0.003323049228	0.014114102162	42	3	
3250000	625.391669	1	-0.564344047079	0.870625421633	-0.044669680587	0.218358737811	0.000049557022	0.987836375328	N\A	0.031236512716	0.003539518608	0.014822374895	50	3	
3300000	607.851655	1	-0.289237446179	0.712010878117	-0.032208768459	0.264892415994	0.000080880067	0.979769541621	N\A	0.037004736157	0.004363800160	0.016651803699	42	2	
3350000	608.138780	1	-0.338024183034	0.744212214185	-0.024832344403	0.200852572355	0.000067869587	0.980517551622	N\A	0.032682743185	0.004047289907	0.015876268765	42	1	
3400000	604.459952	1	-0.430288144427	0.809219256313	-0.040911682185	0.233545185637	0.000073241302	0.979700639912	N\A	0.038775116494	0.004868419056	0.017517045740	47	4	
3450000	616.469943	1	-0.350415389223	0.746337754497	-0.035292920557	0.253988916756	0.000040933120	0.982088692799	N\A	0.037250475442	0.003942565719	0.015179535515	39	5	
3500000	614.011735	1	-0.410299478966	0.771553470479	-0.020746757754	0.188355426733	0.000065810637	0.981924136597	N\A	0.039496846036	0.005116448619	0.018061894315	41	3	
3550000	619.962140	1	-0.481271965657	0.832180686855	-0.034196123168	0.181341074751	0.000066775895	0.980949830008	N\A	0.036991807348	0.004237919152	0.015520638292	34	2	
3600000	626.603815	1	-0.449580609616	0.814024317596	-0.036742346453	0.211775952341	0.000087034615	0.981164444449	N\A	0.035692548877	0.004101300388	0.016792222313	36	4	
3650000	609.361998	1	-0.477949540753	0.812759939466	-0.037654907185	0.226964419558	0.000052031050	0.982231640896	N\A	0.035427088955	0.004525052324	0.016780018124	45	2	
3700000	629.495125	1	-0.436710838562	0.811385436802	-0.037290521838	0.212355055435	0.000057240362	0.983339273118	N\A	0.029529619535	0.002558372478	0.009019300356	31	4	
3750000	616.103653	1	-0.206535856593	0.753875135148	-0.032118395505	0.235412014660	0.000100028519	0.983873705624	N\A	0.033644719631	0.003168928035	0.013659286789	42	5	
3800000	622.920180	1	-0.374388562663	0.763609536327	-0.029598442522	0.215122555907	0.000096356032	0.982009556062	N\A	0.036553937361	0.004396177411	0.016415660878	40	4	
3850000	633.815660	1	-0.348853792778	0.751940758130	-0.031630235681	0.229226545381	0.000055611038	0.981858038206	N\A	0.033993565101	0.003654943532	0.014009112074	45	4	
3900000	637.310633	1	-0.500610829276	0.835580798786	-0.038289060756	0.209791383631	0.000052980341	0.982889617015	N\A	0.035915754084	0.004165890763	0.016353607069	36	3	
3950000	618.836981	1	-0.327001003392	0.738875118980	-0.017060172396	0.168926291878	0.000038932265	0.978191781725	N\A	0.038150877260	0.005178085791	0.017368673216	39	4	
4000000	614.355000	1	-0.470964261069	0.820024355427	-0.034594805352	0.197969556968	0.000061072939	0.980396596213	N\A	0.035621561936	0.004078724053	0.015439958985	38	2	
4050000	611.306051	1	-0.480717758393	0.845936451417	-0.034134506664	0.169316718970	0.000060974745	0.979417694992	N\A	0.038075979348	0.004346268656	0.016617490482	47	2	
4100000	617.397106	1	-0.438037896006	0.796944467633	-0.033658318656	0.212474611965	0.000049433428	0.983596689278	N\A	0.034183777616	0.003849908320	0.014638099470	36	4	
4150000	623.358895	1	-0.388497604356	0.779148326724	-0.033854375540	0.218379670911	0.000080058213	0.980315917619	N\A	0.036395723397	0.004238174733	0.016269618986	41	5	
4200000	607.243115	1	-0.305229029089	0.719480218672	-0.026120535919	0.233157037937	0.000070935139	0.980841524839	N\A	0.042953591577	0.005203189129	0.018879364863	41	3	
4250000	616.841493	1	-0.494775777412	0.836048963380	-0.042941822620	0.229399883201	0.000069648515	0.981890750152	N\A	0.033306807373	0.002994861991	0.012529305335	34	1	
4300000	618.791082	1	-0.423416890483	0.783190032671	-0.038180436531	0.250383383975	0.000044036582	0.987794065703	N\A	0.032626711917	0.003509686039	0.014561897876	44	2	
4350000	610.897917	1	-0.287961428751	0.735199998116	-0.034481312468	0.250724941197	0.000081069122	0.979643588009	N\A	0.036875521499	0.004334548455	0.016523174138	37	4	
4400000	617.995592	1	-0.326929438519	0.732215923527	-0.027212376523	0.232523602096	0.000094737979	0.980393934844	N\A	0.038025962931	0.005243122032	0.017579082802	38	2	
4450000	622.525743	1	-0.478533675400	0.827736862136	-0.042795730946	0.235679160346	0.000117329312	0.982089192940	N\A	0.037611300638	0.004277896596	0.016581095387	29	2	
4500000	630.340355	1	-0.412001040022	0.795406498823	-0.034846769640	0.220238282226	0.000103365415	0.986613240536	N\A	0.034930498980	0.004180904749	0.016602341241	38	3	
4550000	630.044015	1	-0.477547539231	0.831512324804	-0.038304917417	0.208856047108	0.000081532558	0.982703923687	N\A	0.033603146201	0.003720648769	0.014661955764	38	4	
4600000	624.457103	1	-0.392671714904	0.778822407377	-0.034407511843	0.226275245631	0.000081255298	0.984469905185	N\A	0.033963874593	0.004081327680	0.014933982282	37	2	
4650000	647.745436	1	-0.423608726614	0.791136971958	-0.036343607311	0.234411275054	0.000066912201	0.986184415774	N\A	0.034066721391	0.004042871268	0.016034619815	39	5	
4700000	619.150812	1	-0.391312723776	0.777013994687	-0.026917673162	0.195633702683	0.000093632393	0.984703805645	N\A	0.034361368133	0.003982031784	0.015556808926	46	4	
4750000	629.291500	1	-0.475942604134	0.830540743638	-0.037668065404	0.203077161134	0.000028423888	0.983168139520	N\A	0.032701835262	0.003348935120	0.013735167088	46	4	
4800000	614.163330	1	-0.502421814357	0.823236046894	-0.036284198857	0.214923909265	0.000066242129	0.982836751046	N\A	0.035420417506	0.004097045209	0.015610527063	38	5	
4850000	625.395525	1	-0.328288477052	0.728450065654	-0.023302104100	0.216920896953	0.000029661688	0.983992029704	N\A	0.037325432449	0.005002600287	0.016299549484	36	5	
4900000	611.901373	1	-0.468748297694	0.822732906168	-0.040068463148	0.221385018377	0.000052366772	0.981665004095	N\A	0.033477943173	0.003164381630	0.013450716006	38	3	
4950000	617.984146	1	-0.380273771296	0.772611692234	-0.031360545084	0.212837767465	0.000077800117	0.980520433609	N\A	0.036494707687	0.004266459976	0.016298555064	31	2	
5000000	617.113548	1	-0.348639223867	0.737627418125	-0.026387607331	0.225652150794	0.000079109845	0.981168388755	N\A	0.033644698669	0.004213058157	0.015222061659	41	2	
5050000	618.864213	1	-0.345895983196	0.760259379967	-0.032952095811	0.230564363870	0.000069806540	0.983290608360	N\A	0.034724063648	0.003836536445	0.015339699305	32	5	
5100000	608.788246	1	-0.432430205778	0.794389959566	-0.035516800004	0.222963693919	0.000050772481	0.980725574304	N\A	0.036030851444	0.004035298308	0.015495069133	28	1	
5150000	606.473861	1	-0.414689288907	0.772471522844	-0.032141847150	0.230498712083	0.000096791182	0.980728372769	N\A	0.036801259824	0.004050752825	0.015967811207	27	2	
5200000	618.116998	1	-0.487964486155	0.828280531883	-0.033393912143	0.184078203976	0.000088514400	0.980746728385	N\A	0.037937376608	0.004539072330	0.016777742200	33	2	
5250000	629.206015	1	-0.439601726575	0.822376864916	-0.035749709058	0.193345749979	0.000105792425	0.984381218090	N\A	0.033267900391	0.003686374629	0.015012290924	44	3	
5300000	634.634374	1	-0.464579463066	0.798380309245	-0.032252254177	0.210538086578	0.000074433121	0.987371725431	N\A	0.028732498287	0.003127662491	0.014820728190	38	7	
5350000	633.014562	1	-0.305762480554	0.702962900883	-0.019799858981	0.222292396287	0.000088243500	0.983226170710	N\A	0.035527661630	0.004283455109	0.015437591736	37	6	
5400000	635.268353	1	-0.428651437720	0.797229025465	-0.032708115419	0.204831085599	0.000061439463	0.983803264249	N\A	0.035437092939	0.004238492646	0.015229741858	41	7	
5450000	630.617651	1	-0.294917283655	0.722031911914	-0.032385357602	0.250951444552	0.000061804819	0.981987429876	N\A	0.034174442055	0.004040158937	0.013855283475	30	5	
5500000	617.034076	1	-0.417316862780	0.802761983583	-0.041786171475	0.238340429033	0.000067754563	0.982570402807	N\A	0.035179840202	0.004123155746	0.014627319495	38	4	
5550000	607.176799	1	-0.535831445426	0.852641412646	-0.040912766401	0.209487046012	0.000046827161	0.979414933631	N\A	0.034921155622	0.003523932734	0.014677730144	47	5	
5600000	629.131270	1	-0.426367752026	0.786719172544	-0.034236975793	0.223182357088	0.000063374888	0.981320688516	N\A	0.037041397352	0.004112957881	0.015520150054	32	5	
5650000	631.898603	1	-0.331074056669	0.746787284659	-0.033176467691	0.237558774893	0.000049928321	0.983686979468	N\A	0.034929987422	0.003854894450	0.014108721093	51	3	
5700000	627.181887	1	-0.472441056270	0.805377140127	-0.037224531947	0.226446040734	0.000058315377	0.984014237417	N\A	0.032213915983	0.003449393458	0.013680950893	38	4	
5750000	613.892480	1	-0.463475786169	0.818422370826	-0.035372916470	0.200192171709	0.000061892565	0.981517821203	N\A	0.034827402703	0.003760545588	0.015198556829	46	2	
5800000	625.895531	1	-0.501760637854	0.823091547089	-0.040241834506	0.232463384636	0.000046879840	0.991395396423	N\A	0.032690758628	0.003521095999	0.015282925964	41	2	
5850000	606.082145	1	-0.319537650961	0.718373542019	-0.021736083191	0.215842006371	0.000051713169	0.981102954414	N\A	0.035988788073	0.004324535261	0.016149037925	34	2	
5900000	616.830399	1	-0.256792101276	0.697455578929	-0.022153648017	0.222715566730	0.000067925969	0.981710630713	N\A	0.037127892779	0.004178716175	0.015586528979	43	3	
5950000	611.889779	1	-0.304721178785	0.727361987465	-0.029122777932	0.236841047595	0.000086953420	0.980629557237	N\A	0.034478631735	0.004064850485	0.016057822626	34	1	
6000000	617.883796	1	-0.526659393194	0.849621203925	-0.039756782197	0.210676167180	0.000056882959	0.984086632213	N\A	0.033592386016	0.003849995508	0.015023815089	41	3	
6050000	616.752221	1	-0.466903796032	0.825039372148	-0.030753015402	0.180588755631	0.000075785622	0.983673793381	N\A	0.038430000018	0.004852558551	0.017105947264	36	3	
6100000	617.389417	1	-0.376792321172	0.756767536619	-0.028333201950	0.217036833262	0.000091600409	0.981920793849	N\A	0.037480251664	0.004474610111	0.015844987480	34	2	
6150000	598.915322	1	-0.276452603056	0.697990526760	-0.024051372195	0.238758911332	0.000065315561	0.982822540571	N\A	0.034349468595	0.003875024248	0.015706042069	35	2	
6200000	608.504014	1	-0.367762118891	0.766176015420	-0.031613083063	0.220976751436	0.000016402077	0.979306831021	N\A	0.039693169199	0.004677735502	0.017164990474	38	2	
6250000	601.618136	1	-0.523898699642	0.840305790414	-0.037127607810	0.200760755522	0.000069839255	0.977285805865	N\A	0.037113037395	0.004201974419	0.016668102459	35	1	
6300000	618.357342	1	-0.446338772258	0.825290053558	-0.037352401699	0.198908663140	0.000054842322	0.981975343313	N\A	0.036129314020	0.004010717449	0.015267421895	45	2	
6350000	627.619001	1	-0.267389704066	0.695701717181	-0.029864532057	0.263603664310	0.000040116626	0.982819582538	N\A	0.034395838283	0.003733318477	0.013849212853	44	4	
6400000	622.293769	1	-0.348932292829	0.731707858664	-0.025407522071	0.227476360287	0.000044412507	0.992788599328	N\A	0.032617025378	0.004309435577	0.009702512127	41	2	
6450000	621.671290	1	-0.417831814870	0.785182562644	-0.031418582001	0.216147184597	0.000099043873	0.985866151041	N\A	0.029800801501	0.004139677035	0.014492706150	32	2	
6500000	622.497136	1	-0.405028043949	0.803906805608	-0.029540544429	0.191012805914	0.000083187921	0.981667183115	N\A	0.030874614232	0.004209649157	0.015152988949	45	4	
6550000	636.818488	1	-0.516553443050	0.846587074543	-0.040052824367	0.208716778598	0.000043434004	0.987745159276	N\A	0.035448401136	0.004438146718	0.016380489298	36	4	
6600000	635.316346	1	-0.522164899667	0.838689517216	-0.030216774381	0.172491866457	0.000011512608	0.982630535098	N\A	0.032682065241	0.004573035694	0.016199832909	47	4	
6650000	623.783460	1	-0.418506050827	0.805738429081	-0.030213630479	0.190685233941	0.000063356171	0.980637120120	N\A	0.036403904491	0.004487657894	0.016030332314	37	5	
6700000	620.321341	1	-0.471419514398	0.823385500404	-0.038079178701	0.216461083074	0.000055597781	0.980885355034	N\A	0.032800200882	0.003757976506	0.014823048907	46	5	
6750000	632.553288	1	-0.417395389734	0.799133560442	-0.030524927818	0.185100940050	0.000058032098	0.981547693221	N\A	0.036137551546	0.003915471919	0.014906577265	46	3	
