Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  MOB_d1_m9-VR-005.txt
Log File Name:                   MOB_d1_m9-VR-005.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3564689888
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   MOB_d1_m9-VR-005.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
    Beta-4                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Beta-4 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      5
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Beta 4	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	s.e. Beta-4	No RJ Local Branch	No RJ Local Node	
3150000	250.042044	1	-2.209419328928	1.779443241363	-0.167572338082	0.036638163999	0.030890069320	0.000437110392	0.902248051219	N\A	0.189518945987	0.029883666615	0.079395119396	0.016801985773	48	24	
3200000	238.434865	1	-2.084844038278	1.833251056448	-0.194659039200	0.015119266601	0.050250334728	0.000270253869	0.950416224432	N\A	0.199428365153	0.032034736843	0.073501906780	0.015887694274	51	31	
3250000	235.002789	1	-2.026164305804	1.613769562276	-0.136706883875	0.078320059377	0.018100606602	0.000592703751	0.960993268764	N\A	0.183206852022	0.030654624425	0.054300886153	0.013794661216	53	35	
3300000	244.362531	1	-1.665640606243	1.295590215554	-0.088389374650	0.186068309193	-0.011182707893	0.000467347748	0.932838996808	N\A	0.189503793575	0.033666491803	0.053769464041	0.016221069690	42	25	
3350000	245.526908	1	-2.109029671345	1.786861385932	-0.182003518462	0.020478276010	0.050693456340	0.000294908446	0.940653944658	N\A	0.119667793456	0.021685844379	0.064191454894	0.014099770302	45	20	
3400000	240.276383	1	-1.969391590089	1.510286219508	-0.120388324461	0.123159717472	0.005123011914	0.000389087479	0.902160298164	N\A	0.183301098285	0.028930181773	0.062484374049	0.014391617931	52	29	
3450000	229.092718	1	-2.390934390128	1.953771124147	-0.180655033872	-0.156584346814	0.054985482370	0.000435751642	0.868055027743	N\A	0.209664103649	0.032824161473	0.085699262638	0.017869563380	37	29	
3500000	230.225846	1	-2.622359417386	1.979486175076	-0.182450722360	-0.147579518488	0.055340486072	0.000369137666	0.888964594856	N\A	0.157011294709	0.026263486889	0.063332838237	0.014134787641	48	32	
3550000	226.180012	1	-2.308215659067	1.842591786376	-0.177876688033	0.000081672832	0.033604419954	0.000644744246	0.898138888049	N\A	0.159510293180	0.028197668246	0.061305365055	0.015219533853	37	40	
3600000	229.086286	1	-1.846248758611	1.405726287026	-0.091098012333	0.126369441763	-0.016291439892	0.000491090683	0.893553631514	N\A	0.168296966593	0.028634019808	0.062208599052	0.014889238111	49	37	
3650000	208.691556	1	-0.919573089893	0.791854637720	-0.027092441186	0.344689701666	-0.031409379764	0.000463349658	0.884928689343	N\A	0.207238417154	0.033288576776	0.075011171774	0.016965169398	39	38	
3700000	244.585644	1	-2.092858796688	1.696272862406	-0.157816871544	-0.001577105307	0.038951544736	0.000480015227	0.913271790995	N\A	0.188468114027	0.031364294424	0.060236634865	0.015173573968	40	29	
3750000	226.687470	1	-1.814531892786	1.461520370698	-0.110498356188	0.034597008902	0.020207382843	0.000465806767	0.881854252284	N\A	0.211186380966	0.033940709315	0.085623844966	0.018337226726	45	32	
3800000	247.588021	1	-2.144299668903	1.702973816847	-0.138619557675	-0.077219083830	0.039510941164	0.000691503215	0.911309078050	N\A	0.191814089357	0.032523113556	0.074184677326	0.017101234836	47	33	
3850000	211.987909	1	-1.213936894052	1.004155667329	-0.057855075984	0.261383511679	-0.013901404617	0.000552292977	0.913482727754	N\A	0.179040058457	0.032377530865	0.052128857432	0.015784820999	39	31	
3900000	245.963550	1	-2.351545947824	1.821828906504	-0.187672323834	0.044854929076	0.041276305722	0.000286865059	0.915936516010	N\A	0.169284934880	0.029781528918	0.051448900056	0.014395231342	48	34	
3950000	250.851726	1	-2.452529238958	1.872176763585	-0.170482556220	-0.102033361773	0.047414193181	0.000351121468	0.920694650721	N\A	0.142863954812	0.026575451453	0.055384482582	0.014980013154	50	25	
4000000	234.044916	1	-2.255518559819	1.697974513012	-0.128116900871	0.006865049836	0.009156068387	0.000509534285	0.875283706632	N\A	0.214335692393	0.035433669012	0.077542590322	0.017368883305	49	30	
4050000	246.795154	1	-2.030085303957	1.656901951896	-0.151338648565	-0.017715029394	0.041087875595	0.000523435067	0.884439966591	N\A	0.175483348817	0.026840938022	0.075840890191	0.015601603223	47	30	
4100000	233.793214	1	-1.486053905942	1.232270929388	-0.090348750433	0.195665615479	0.000789265210	0.000640503836	0.914917317607	N\A	0.185218747092	0.031046584080	0.060556827372	0.015107653612	51	27	
4150000	245.071864	1	-1.645718444119	1.290451796802	-0.082163640707	0.138782722483	-0.004948913576	0.000414732241	0.888306529340	N\A	0.184612151978	0.030435085653	0.064249286090	0.016001017971	47	32	
4200000	244.468735	1	-2.420278220741	1.970824051347	-0.199284667160	-0.117198874989	0.064412275098	0.000484958877	0.894440311206	N\A	0.172713347395	0.027547088319	0.072460585889	0.015477992408	55	28	
4250000	262.220560	1	-1.525075418224	1.252304635952	-0.082194156534	0.172213531323	-0.001996391018	0.000720580261	0.932325744317	N\A	0.159111724779	0.027870369010	0.047342241039	0.013212083605	53	31	
4300000	231.190827	1	-2.079274379580	1.692795541692	-0.142503783757	-0.038866164429	0.031475343644	0.000464402918	0.892907911518	N\A	0.190891037936	0.030513154511	0.081641520516	0.017668294384	42	27	
4350000	236.222240	1	-2.629470619409	2.244758635410	-0.253041867578	-0.175658347401	0.086662493028	0.000412500101	0.920127478852	N\A	0.146280469925	0.025911930941	0.056647217983	0.013990615524	65	32	
4400000	220.514834	1	-2.068638780394	1.610187324260	-0.140796288618	0.140707999681	0.001137138217	0.000543147384	0.911088351081	N\A	0.180734403745	0.031185540457	0.053386310446	0.015284300073	52	24	
4450000	241.977451	1	-1.908648383863	1.632968577768	-0.143950871917	-0.043695760120	0.039633399237	0.000992779529	0.929334754241	N\A	0.205786971959	0.033107097441	0.081043342694	0.017204119646	39	35	
4500000	247.196174	1	-1.880457037089	1.488463561276	-0.132161509315	0.143210011792	0.015679577909	0.000703570108	0.905947747681	N\A	0.165661484460	0.027568039370	0.070356662441	0.016080702037	57	33	
4550000	243.762761	1	-1.740526779029	1.387534571977	-0.111507884403	0.142519898406	0.002515801380	0.000371130752	0.891422101018	N\A	0.205222121085	0.032873297551	0.073333940914	0.017274589565	45	29	
4600000	249.272697	1	-1.912071468002	1.494526992171	-0.091911950508	0.037437806990	-0.001827032627	0.000859506736	0.880216526402	N\A	0.194699419452	0.033533081741	0.074950172676	0.017237663744	53	26	
4650000	219.300514	1	-2.861865628276	2.211666792108	-0.213705131658	-0.144136491235	0.059813238997	0.000707791822	0.889400625780	N\A	0.194840752578	0.028661007199	0.080127302576	0.014931413942	51	28	
4700000	238.513032	1	-1.886439997418	1.482488588146	-0.119405988569	0.083377351283	0.018026683856	0.000484570936	0.906245755145	N\A	0.192672285922	0.033366799652	0.063646591713	0.016659747775	53	32	
4750000	247.015006	1	-2.472732721060	1.898262061623	-0.173116367018	-0.100028700112	0.044488272379	0.000603137999	0.915001088579	N\A	0.173811303633	0.030165607553	0.059789235728	0.015167913075	47	35	
4800000	245.508882	1	-2.321633413751	1.819521026617	-0.168293190337	-0.045173714223	0.047534674116	0.000536821570	0.940050958104	N\A	0.118166249149	0.024083192220	0.053195368127	0.014788106702	48	27	
4850000	223.777695	1	-1.747052576140	1.463581063848	-0.130372883189	0.141048947753	0.007400806677	0.000925499507	0.890209658183	N\A	0.200697047627	0.036644024067	0.071529181049	0.019277429586	45	30	
4900000	237.030698	1	-1.469435852038	1.180008940111	-0.065995353307	0.167604849527	-0.011493979926	0.000476218062	0.937009773121	N\A	0.164313116312	0.030639573780	0.042903463102	0.014865438726	37	28	
4950000	225.156823	1	-2.449261167125	1.853235305956	-0.179105706398	-0.043531372641	0.048792016033	0.000892358726	0.866543874859	N\A	0.216438290027	0.032514030479	0.091252901412	0.017693296126	48	30	
5000000	243.416055	1	-1.828715179451	1.482297315698	-0.107767914376	0.020982359256	0.017992316211	0.000529322977	0.926965882955	N\A	0.137768363319	0.025944377795	0.052432451186	0.013828451102	35	33	
5050000	236.823808	1	-2.209574302014	1.728907702870	-0.158340258681	0.052410460034	0.026966209336	0.000459555392	0.881321742598	N\A	0.207236323539	0.032066594075	0.086843950953	0.017541651395	43	25	
5100000	247.037362	1	-1.639849593079	1.306567575176	-0.093524161732	0.158226183552	-0.002196059028	0.000299018742	0.905077318978	N\A	0.177034845811	0.029497555717	0.063125488429	0.015030306877	52	35	
5150000	236.871585	1	-1.806696809872	1.497127542967	-0.139769590928	0.144022860401	0.022442789957	0.000366975403	0.918595032108	N\A	0.173349942551	0.029552062362	0.053143642415	0.014266363928	49	37	
5200000	229.969782	1	-2.052777414544	1.578534483220	-0.124705945024	0.021751138327	0.021289434068	0.000502611722	0.909230222235	N\A	0.190833134868	0.032597638553	0.068077556959	0.017044949973	43	29	
5250000	227.402628	1	-2.528957449718	1.985668488128	-0.207585866069	-0.015253869286	0.053809714662	0.000590144341	0.917498207453	N\A	0.206155837413	0.035659224249	0.056160799287	0.016723201385	44	31	
5300000	232.410335	1	-1.896056614653	1.478153788149	-0.130693670376	0.114741657024	0.017328737889	0.001242898510	0.900258742636	N\A	0.180416202543	0.030539557600	0.061493783612	0.015893476538	56	31	
5350000	240.483261	1	-1.490220291521	1.337189855942	-0.104784561975	0.102806876458	0.018466925502	0.000342553231	0.912211099769	N\A	0.200632749281	0.032951431486	0.068016827084	0.015446658240	57	34	
5400000	221.473888	1	-1.959638013913	1.537609610608	-0.139123811097	0.121978345972	0.018063275355	0.000640025059	0.863122916037	N\A	0.197636139989	0.030741126883	0.085054735072	0.016633388125	41	29	
5450000	240.960452	1	-2.244280341955	1.816582687292	-0.152943354059	-0.108865264190	0.041236336013	0.000425349198	0.934340434904	N\A	0.204295412556	0.031638840600	0.072648114510	0.015624742799	40	30	
5500000	250.289926	1	-1.944510182281	1.498652203786	-0.125530545313	0.063580158515	0.022444781561	0.000354372065	0.907094744567	N\A	0.197071861980	0.031427009598	0.078002746956	0.016409662801	55	31	
5550000	241.347574	1	-1.701093472172	1.414242147329	-0.113776715408	0.135497765386	0.006735947769	0.000444326540	0.905036141225	N\A	0.181730276152	0.032797778982	0.066989698312	0.017581237163	47	32	
5600000	245.296637	1	-1.954577625721	1.555542110860	-0.121252955401	0.050955385472	0.016526688164	0.000621147167	0.901942411255	N\A	0.182585716883	0.032022506171	0.068978929010	0.017246548575	55	27	
5650000	255.550441	1	-2.454086291918	2.042874666976	-0.221730025486	-0.113125241643	0.077226953189	0.000577931326	0.945309406479	N\A	0.145942195017	0.025791628016	0.043367055765	0.012942701053	54	30	
5700000	247.191989	1	-1.934422038372	1.472767392844	-0.101412709051	0.063668766641	0.007540040613	0.000540045954	0.890057588231	N\A	0.190138417596	0.030591574398	0.069384857917	0.015668655143	59	29	
5750000	234.834454	1	-1.505336984943	1.169168535204	-0.063917816611	0.200664992036	-0.017640541685	0.000526512074	0.913968916228	N\A	0.180931532046	0.030572001103	0.056350364242	0.014660477257	48	31	
5800000	234.217432	1	-1.973217422895	1.580118475856	-0.151107130650	0.122630160236	0.024576743104	0.000595868259	0.882747743634	N\A	0.183579324614	0.029336697500	0.073535406310	0.016677559717	38	25	
5850000	233.676945	1	-1.865292359361	1.486866207899	-0.123199064536	0.092282929606	0.021284812912	0.000344096156	0.892281688769	N\A	0.200734560832	0.033544824747	0.071044079964	0.016469987182	55	26	
5900000	239.706092	1	-2.074170854574	1.724276199660	-0.152879824276	-0.073124031575	0.043891182675	0.000462113577	0.899892353758	N\A	0.168388812712	0.027034709144	0.071627562352	0.015521678887	45	36	
5950000	243.073063	1	-1.649299215433	1.343709755670	-0.104857684938	0.145597152724	0.001415664398	0.000582533133	0.920003852643	N\A	0.154571822964	0.027498022930	0.049519378654	0.014218545849	55	26	
6000000	249.679830	1	-2.209684261357	1.714495367925	-0.170700275836	0.145415932310	0.025411937856	0.000344357137	0.887419921466	N\A	0.201130068922	0.030610612948	0.083958359902	0.017022114554	52	28	
6050000	223.819306	1	-1.984358418326	1.461850067661	-0.111963840068	0.182502002342	-0.009390254736	0.000741039770	0.900835410368	N\A	0.211882393107	0.031193349932	0.085784204601	0.016123866146	54	34	
6100000	234.449564	1	-1.854426714706	1.402637235993	-0.117860812215	0.193054149931	0.007031587759	0.000469666015	0.888989453174	N\A	0.201065222427	0.032315754357	0.069090075875	0.016309714720	45	29	
6150000	236.419881	1	-2.198492729855	1.675792568977	-0.143744987747	0.035678893873	0.024663603873	0.000497133828	0.885393099913	N\A	0.173915019248	0.030903945399	0.069603839542	0.017439399201	45	36	
6200000	237.949728	1	-2.261023178628	1.729053895690	-0.150516007103	0.020651838668	0.018687656516	0.000537656659	0.875995743321	N\A	0.212550490579	0.033847945577	0.084193833681	0.017813437492	42	26	
6250000	235.199826	1	-2.183178942867	1.740218064234	-0.156903194481	-0.041057325124	0.040832145172	0.000533281536	0.894497821324	N\A	0.194734275138	0.030789767512	0.079123307887	0.016290320125	50	29	
6300000	236.809661	1	-2.315307605714	1.912842960887	-0.183270607811	-0.128767667865	0.062314173103	0.000798241800	0.893516969424	N\A	0.179118154862	0.029176513823	0.071722701976	0.016010391349	53	33	
6350000	225.314595	1	-1.712342705224	1.394935563512	-0.139031967618	0.271080768454	0.004041322506	0.000471917409	0.866587252881	N\A	0.191931340316	0.030603830965	0.085388547648	0.018325991863	55	25	
6400000	232.548532	1	-2.274482895284	1.811197549794	-0.181543536643	0.036801732255	0.040951079394	0.000433694116	0.873417417450	N\A	0.211857367309	0.035248509229	0.079945032352	0.018414524997	43	24	
6450000	247.421137	1	-1.897775738144	1.508763910008	-0.113735397825	0.026752508013	0.018105421145	0.000245134518	0.915346348046	N\A	0.182104398607	0.031284580728	0.068942488719	0.016140276530	43	33	
6500000	246.368848	1	-2.206485598674	1.820608946764	-0.173443512264	-0.112428756884	0.052720764713	0.000529306295	0.893021931463	N\A	0.159517900586	0.027692404207	0.065397949170	0.015824952438	41	24	
6550000	228.943172	1	-2.052684304346	1.636641309553	-0.147799405600	0.030762276227	0.032910714781	0.000714447844	0.888264546151	N\A	0.166972264502	0.028284178985	0.065361337809	0.015324622799	37	37	
6600000	237.866573	1	-2.072227644239	1.582496421017	-0.100389452523	-0.031518654024	0.002587431544	0.000443813526	0.897795944633	N\A	0.164632216553	0.030461015695	0.061605769463	0.017163049150	48	26	
6650000	202.459709	1	-1.971319631716	1.498508429105	-0.104169840313	0.093542215867	-0.007553289549	0.000564766751	0.875292534260	N\A	0.241664358135	0.037923101090	0.097383668280	0.020838103442	47	29	
6700000	238.263180	1	-2.088824962239	1.563461585731	-0.097912727875	-0.032831160927	0.018601980476	0.000386505816	0.908965766382	N\A	0.199835619368	0.032472199030	0.077922097579	0.016999358364	54	36	
6750000	237.552057	1	-2.215616541137	1.789754234228	-0.156890304624	-0.031534902130	0.038640072007	0.000414452848	0.939179318494	N\A	0.133306285726	0.025344118006	0.057862448823	0.014286361003	46	29	
6800000	244.551830	1	-2.172643529710	1.810162638686	-0.169205500309	-0.056693675507	0.045596306371	0.000369869629	0.910916098708	N\A	0.143869753955	0.025562483939	0.056800795194	0.014039590035	39	25	
6850000	257.236478	1	-1.936924761819	1.696394969137	-0.170535490463	0.083841850028	0.031966285971	0.000238887199	0.919019274066	N\A	0.151423498405	0.024376375292	0.058834237245	0.013287205921	50	33	
6900000	212.428392	1	-2.047294400452	1.656478268563	-0.144678649404	-0.003671294852	0.032968939461	0.000586718561	0.864677094311	N\A	0.196898320364	0.032042938551	0.078046125215	0.016160926894	51	23	
6950000	239.125966	1	-1.882779641192	1.451401725940	-0.125052195521	0.141175529943	0.013062910845	0.000579484674	0.894317099886	N\A	0.207456116864	0.034810998440	0.068742855403	0.017154202086	55	28	
7000000	246.887918	1	-1.461272872485	1.282197698255	-0.106498156799	0.160387105521	0.009757152254	0.000491872395	0.881861842732	N\A	0.202054036956	0.032801262589	0.078332010052	0.016667587024	60	31	
7050000	229.988217	1	-2.267627418501	1.878383411559	-0.179492185612	-0.096747334501	0.052026659163	0.000971551056	0.943426285824	N\A	0.174649325930	0.025542060108	0.069147934132	0.012744854986	43	37	
7100000	221.315076	1	-2.738483468249	2.037494793591	-0.174733791970	-0.113219763423	0.037253910670	0.000618028605	0.917088991506	N\A	0.253414154033	0.036854024611	0.094029534119	0.017741312127	54	21	
