Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  PAL_d1_m7-VR-003.txt
Log File Name:                   PAL_d1_m7-VR-003.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2527070821
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   PAL_d1_m7-VR-003.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            False
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Branch	No RJ Local Node	
1000000	387.422895	1	-1.137233063583	0.945147586079	0.140852535051	-0.040161739664	0.000226223060	0.942006858740	N\A	0.043984557101	0.040074538497	0.005041325002	65	23	
1050000	396.706598	1	-1.176897010244	0.911046825016	0.180974326498	-0.039275557040	0.000710046470	0.944772733178	N\A	0.046972066007	0.040880637363	0.004992582171	38	21	
1100000	382.103487	1	-0.977466239132	0.977400871919	0.044926443417	-0.023993131457	0.000433946588	0.949731173058	N\A	0.046733311747	0.040500383188	0.005067062379	54	28	
1150000	385.225594	1	-0.911525606847	0.924585760930	0.076178224552	-0.017448093974	0.000851160795	0.937312510268	N\A	0.045760486881	0.040503889534	0.004925846687	43	27	
1200000	396.780124	1	-0.837494930845	0.838143335920	0.172664142379	-0.024974107041	0.000440689748	0.942270926755	N\A	0.044976075433	0.040505060034	0.005120101490	39	30	
1250000	384.103945	1	-0.973520333838	0.961100425384	0.046253406062	-0.021387641904	0.000490934853	0.937977633634	N\A	0.052223897400	0.045231792816	0.005100628123	45	22	
1300000	390.125014	1	-1.076851940146	0.953972207931	0.112910569655	-0.028138316067	0.000384218490	0.936940875511	N\A	0.045997767297	0.040219588202	0.005362912721	33	31	
1350000	388.175509	1	-0.950380890590	0.914859975449	0.108400980045	-0.028997961994	0.000664069895	0.940667630037	N\A	0.047243149926	0.038329164210	0.005098900571	37	30	
1400000	373.158035	1	-0.979960533443	0.872961618232	0.099808969181	-0.018262058624	0.000521531816	0.926875752227	N\A	0.054307733841	0.044861342947	0.005133255963	45	23	
1450000	382.927334	1	-1.408032370786	1.031693190407	0.061015628375	-0.033347294100	0.000363626778	0.940918337257	N\A	0.044786485315	0.040106114091	0.005191831446	46	23	
