Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  STR_d1_m8-glob-002.txt
Log File Name:                   STR_d1_m8-glob-002.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2947110558
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   STR_d1_m8-glob-002.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.147241
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.77 2.11 
        VRNode - gamma 1.20 5.00 
        GlobalTrend - normal 0.00 1.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	Global Trend	
1000000	541.541026	1	-1.316352585793	1.047258081865	0.000048583815	-0.035753914103	0.000151958477	0.985708482329	N\A	0.022606799090	0.002488464866	0.019763291923	44	4	0.036141436621	Global Trend	
1050000	536.949110	1	-1.472959409220	1.095466768778	0.009929497371	-0.100239079864	0.000148754999	0.994290267669	N\A	0.019557680120	0.002199083599	0.019821574965	33	4	0.060454707143	Global Trend	
1100000	542.288301	1	-1.469403182329	1.088223336111	0.008312251427	-0.096676570465	0.000105797268	0.999934721221	N\A	0.017094395638	0.001877945458	0.018297680078	36	4	-0.457307079693	Global Trend	
1150000	543.004240	1	-1.566706759797	1.117149464612	0.008719111857	-0.115037027023	0.000159230617	0.980065942157	N\A	0.046245119066	0.006294671126	0.019536223439	49	6	-0.000027755775	Global Trend	
1200000	544.305895	1	-1.301140884180	1.066410967450	0.009112176544	-0.077036447125	0.000125851289	0.999939575075	N\A	0.019199212336	0.002072218414	0.020582172973	37	6	-0.695303276508	Global Trend	
1250000	538.780163	1	-1.497857672277	1.085802226644	0.002735092960	-0.076942683276	0.000132806511	0.986493772440	N\A	0.021131155852	0.002544738887	0.017064408485	47	5	-0.019779029700	Global Trend	
1300000	536.121284	1	-1.522439663978	1.096890998690	0.009931609966	-0.107274831838	0.000065605746	0.999711596353	N\A	0.018660099937	0.002002764589	0.019948447635	43	4	0.115718366881	Global Trend	
1350000	548.208645	1	-1.528690821941	1.132454065367	0.010549109175	-0.141502427552	0.000075217794	0.998772523615	N\A	0.016096801946	0.001652305037	0.016725564698	38	4	0.064792813593	Global Trend	
1400000	540.076882	1	-1.708132831419	1.069183598993	0.008225551019	-0.086021706285	0.000270290376	0.993911411379	N\A	0.019484945644	0.002082267300	0.019853039284	42	6	0.083577284754	Global Trend	
1450000	540.478841	1	-1.524879275518	1.105875757140	0.011349722816	-0.120647647046	0.000103682104	0.988492551590	N\A	0.021248277331	0.002200423264	0.018678834731	39	4	0.014887468088	Global Trend	
