Options:
Model:                           Independent Contrasts: Regression
Tree File Name:                  regions_tree.trees
Data File Name:                  SEP_d1_m8-fab-004.txt
Log File Name:                   SEP_d1_m8-fab-004.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            2043690419
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      51000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   SEP_d1_m8-fab-004.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     3
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
Homogenous fabric model:         False
RJ Local Branch:                 False
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local FabricBeta:            True Threshold -2.248843
Restrictions:
    Beta-1                       None
    Beta-2                       None
    Beta-3                       None
Prior Information:
    Priors
        Beta-1 - normal 0.00 5.00 
        Beta-2 - normal 0.00 5.00 
        Beta-3 - normal 0.00 5.00 
        Var - uniform 0.00 100.00 
        FabricBeta - weibull 0.69 2.11 
        VRNode - gamma 1.20 5.00 
Tree Information
     Trees:                      1
     Taxa:                       344
     Sites:                      4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
RJLockMode:                      True
Iteration	Lh	Tree No	Alpha	Beta 1	Beta 2	Beta 3	Var	R^2	s.e. Alpha	s.e. Beta-1	s.e. Beta-2	s.e. Beta-3	No RJ Local Node	No RJ LS Betas	
1000000	545.755832	1	-1.956195597316	1.175773947661	-0.051821820936	0.035235439084	0.000062038438	0.973670916359	N\A	0.044587708066	0.005831038171	0.018646037651	31	2	
1050000	565.989732	1	-1.731081312414	1.036259630986	-0.033375128642	0.051127222373	0.000057428850	0.976738814559	N\A	0.041400111370	0.005906611903	0.017484955347	36	2	
1100000	562.197341	1	-1.901041223117	1.119339835310	-0.037840481374	0.020972486415	0.000074999625	0.973782447065	N\A	0.042581618433	0.005849280504	0.018710234938	27	2	
1150000	553.658327	1	-1.822038166166	1.098371868216	-0.040994004964	0.047549452607	0.000069859085	0.974371920134	N\A	0.043416258626	0.005986912828	0.019541599790	39	4	
1200000	566.861281	1	-1.839134684925	1.089270448014	-0.036143182094	0.032153871065	0.000073208091	0.977806121904	N\A	0.042456780410	0.005544667398	0.017843395279	42	3	
1250000	574.867968	1	-1.749114129443	1.037838640773	-0.022543948439	0.010361544770	0.000071842569	0.978562623309	N\A	0.040592942716	0.005162213729	0.016572304669	35	3	
1300000	554.328837	1	-1.816607768296	1.062469126853	-0.021089123850	-0.018444499936	0.000087955939	0.975883003617	N\A	0.045127515832	0.005111435410	0.018577269082	33	2	
1350000	567.833385	1	-1.781294423371	1.031245762535	-0.028275046359	0.044207346740	0.000063101432	0.976736353344	N\A	0.043571088773	0.006076285135	0.018161943672	41	1	
1400000	565.309617	1	-1.810864854474	1.072671176169	-0.025476752822	-0.006379577747	0.000057017141	0.977799988967	N\A	0.040476952013	0.005534807896	0.017019307913	38	4	
1450000	569.996461	1	-1.741000703484	1.029910551061	-0.030708694144	0.054896467777	0.000065759152	0.975308550226	N\A	0.040503172349	0.005164797276	0.017171598235	30	5	
